title,anilist_id,authors,genres_anilist,tags,merged_keys,page_key
万華鏡,145254,ケン月影,Ecchi;Slice of Life,,2,qid:Q11301333|name:万華鏡
三日月がわらってる,91220,艶々,Drama;Romance,Seinen,1,qid:Q11614539|name:三日月がわらってる
三森さんのやらしいおくち,128525,rasu,Drama;Romance,,1,name:rasu|name:三森さんのやらしいおくち
三羽のカラス,92116,児雷也,Romance,,1,qid:Q11388816|name:三羽のカラス
上司のアソコはXLサイズ!?,110998,可児いとう,Comedy;Hentai;Romance,Josei,1,name:可児いとう|name:上司のアソコはXLサイズ!?|sub:太い先っぽ…入ってる…!
上野くんは開発済み,188074,中浦トモキ,Comedy;Psychological,Seinen,1,name:中浦トモキ|name:上野くんは開発済み
下心が読めるアプリ,175454,OUMA,Hentai,,1,name:OUMA|name:下心が読めるアプリ
不倫島,116916,真中みのり;高山としのり,Action;Adventure;Drama;Ecchi;Mystery;Psychological;Romance,Seinen,1,name:真中みのり|name:不倫島
不倫食堂,111804,山口譲司,Comedy;Ecchi;Slice of Life,Seinen,1,qid:Q9075138|name:不倫食堂
不完全マーブル,149976,きい,Hentai,,1,qid:Q38276629|name:不完全マーブル
不機嫌イトコがかわい過ぎて仕方ないside直樹,141506,高比良りと,Comedy;Romance;Slice of Life,,1,name:高比良りと|name:不機嫌イトコがかわい過ぎて仕方ないside直樹
不純異性交遊,51264,中村卯月,Comedy;Ecchi;Hentai,,1,name:中村卯月|name:不純異性交遊
不老不死少女の苗床旅行記,172835,ふじはん;ルナ・ウサギ,Ecchi;Fantasy;Romance,Seinen,2,name:ふじはん|name:不老不死少女の苗床旅行記
与えられたスキルを使って稼いで異世界美女達とイチャイチャしたい,147685,阿見阿弥;レンキしゅん,Ecchi;Fantasy;Romance,,1,name:レンキしゅん|name:与えられたスキルを使って稼いで異世界美女達とイチャイチャしたい
世にもHな都市伝説,92246,大見武士,Hentai,,1,qid:Q11438946|name:世にもHな都市伝説
世界は甘いお菓子でできている,96550,不破慎理,Romance,,1,qid:Q11361825|name:世界は甘いお菓子でできている
世界を救うために亜人(わたし)と朝チュンできますか?,110012,音井れこ丸,Comedy;Ecchi;Fantasy,,2,qid:Q24870802|name:世界を救うために亜人(わたし)と朝チュンできますか?
主のおおせのままに,32447,つだみきよ,Hentai;Romance,,1,qid:Q448653|name:主のおおせのままに
乙女ゲーの悪役令嬢なのに王子とエロ展開になるんですが!?,134403,いなさく,Fantasy;Hentai,,1,name:いなさく|name:乙女ゲーの悪役令嬢なのに王子とエロ展開になるんですが!?
九条さんは一晩中抱けるド絶倫,169045,星月奏,Romance,,2,name:星月奏|name:九条さんは一晩中抱けるド絶倫
五人部屋,92119,児雷也,Romance,,1,qid:Q11388816|name:五人部屋
人妻とJK,130551,焼肉定食,Ecchi;Romance,,1,name:焼肉定食|name:人妻とJK
人妻のくせに!,152886,木静謙二,Hentai,,1,qid:Q11519437|name:人妻のくせに!|sub:Intention
人妻の唇は缶チューハイの味がして,142705,チンジャオ娘;野上たま,Comedy;Ecchi;Romance,Seinen,1,name:チンジャオ娘|name:人妻の唇は缶チューハイの味がして
人妻オードリーさんの秘密,83843,彩画堂,Hentai,,1,name:彩画堂|name:人妻オードリーさんの秘密
人妻模様,88021,ふじいあきこ,Hentai,,1,qid:Q11277050|name:人妻模様
人妻特区,141761,大見武士,Drama,,1,qid:Q11438946|name:人妻特区
人狼機ウィンヴルガ,103236,綱島志朗,Action;Mecha;Sci-Fi,,1,qid:Q11607132|name:人狼機ウィンヴルガ
人間以上,146395,駕籠真太郎,Horror;Sci-Fi,,1,qid:Q1335558|name:人間以上
人魚と王子とウソツキ悪魔.,183346,ときしば,Romance,,2,name:ときしば|name:人魚と王子とウソツキ悪魔.
人魚を喰らう島,147670,ながしま超助,Hentai,,1,qid:Q94610343|name:人魚を喰らう島
今夜、NOとは言わせない…,129232,Meg,Drama;Romance,,1,name:Meg|name:今夜、NOとは言わせない…
今夜、社長命令で寝取られます。,121483,遠山えま,Drama;Romance,Josei,1,qid:Q912386|name:今夜、社長命令で寝取られます。
今夜ベッドで待っていろ,152478,露がも子,Romance;Slice of Life,,1,name:斉川冬|name:今夜ベッドで待っていろ|sub:Kagetora & Haruta
今宵、妻が。,135164,佐野タカシ,Comedy;Ecchi;Romance,Seinen,1,qid:Q11384930|name:今宵、妻が。
今宵あなたとひたむき淫ら,188097,青井千寿;九重幽,Drama;Romance,,1,name:九重幽|name:今宵あなたとひたむき淫ら
今宵は淫魔ちゃん,109914,,Hentai;Supernatural,,1,name:ちふゆ|name:今宵は淫魔ちゃん
今日からΩになりました。,107276,舞木サチ,Drama;Romance,,1,name:舞木サチ|name:今日からΩになりました。
今日からΩになりました。安里と波多野,107276,舞木サチ,Drama;Romance,,1,name:舞木サチ|name:今日からΩになりました。安里と波多野
今日から俺がビッチなヤンキー!?,160692,アカギギショウ,Romance,,1,name:アカギギショウ|name:今日から俺がビッチなヤンキー!?
今日から魔王は勇者のモノです,168361,毒雄,Fantasy;Romance,,1,name:毒雄|name:今日から魔王は勇者のモノです
今日もハジメ先輩が好きすぎる,175612,湯町深,Horror;Psychological;Romance;Supernatural,Shoujo,1,qid:Q11563767|name:今日もハジメ先輩が好きすぎる
今泉ん家(ち)はどうやらギャルの溜まり場になってるらしい,123760,のり伍郎,Hentai,,3,name:のり伍郎|name:今泉ん家(ち)はどうやらギャルの溜まり場になってるらしい
仏頂面に恋をして,32119,極楽院櫻子,Fantasy;Romance,,1,qid:Q576756|name:仏頂面に恋をして
仕事帰り、独身の美人上司に頼まれて,169541,望公太;とんのすけ,Comedy;Ecchi;Romance;Slice of Life,Seinen,2,qid:Q109598667|name:仕事帰り、独身の美人上司に頼まれて
仮カレ!!,96393,高城リョウ,Comedy;Romance,,1,qid:Q2178375|name:仮カレ!!
仮面越しに、キス,118927,峰島なわこ,Drama;Hentai;Romance,,1,name:峰島なわこ|name:仮面越しに、キス
任侠の男に飼われています。,183372,,Romance,,1,name:佐崎いま|name:任侠の男に飼われています。
伝説のヤリチンvs鉄壁の尻穴.,173006,ととふみ,Comedy;Romance,,2,name:ととふみ|name:伝説のヤリチンvs鉄壁の尻穴.
伸るか反るか,103566,橋本あおい,Comedy;Romance,,1,qid:Q17219955|name:伸るか反るか
住民よ恋心を抱け,115633,宮原歩,Hentai,,1,name:宮原歩|name:住民よ恋心を抱け
何も聞かずに抱かせてくれ,140953,アラタアキ,Drama;Romance,Josei,1,name:澤村鞠子|name:何も聞かずに抱かせてくれ|sub:強がり処女とワケあり狼
何度抱かれたって、好きになんかならないよ。,162903,宮越和草,Drama;Romance,,1,name:宮越和草|name:何度抱かれたって、好きになんかならないよ。
依存白書,139400,秋重学,Ecchi;Mystery;Psychological;Thriller,Seinen,1,qid:Q11595856|name:依存白書
侯爵嫡男好色物語,180099,AL;GEN,Adventure;Ecchi;Fantasy,,2,name:AL|name:侯爵嫡男好色物語
保護者失格。,126264,モタ,Drama;Hentai;Romance,Josei,1,name:つきのおまめ|name:保護者失格。
俺じゃねぇとダメなくせに,142208,真純想,Drama;Romance,,2,name:真純想|name:俺じゃねぇとダメなくせに
俺たちのパイズリーナ,97195,ながしま超助,Hentai,,1,qid:Q94610343|name:俺たちのパイズリーナ
俺たちはここで恋をする,46745,日輪早夜,Drama;Fantasy;Romance,,1,qid:Q8967408|name:俺たちはここで恋をする
俺たちナマモノ?です,112922,腰オラつばめ,Comedy;Romance,,1,name:腰オラつばめ|name:俺たちナマモノ?です
俺たちビジネス番やってます!,151141,木上マリカ,Romance,,1,name:木上マリカ|name:俺たちビジネス番やってます!
俺だけの専属アルファ,128200,星倉ぞぞ,Drama;Romance,,1,name:星倉ぞぞ|name:俺だけの専属アルファ
俺で満たしていいですか?,211929,御茶まちこ,Romance,,1,qid:Q3311510|name:俺で満たしていいですか?
俺と×××の練習しねえ?,212251,エトウユツキ,Romance,,1,name:エトウユツキ|name:俺と×××の練習しねえ?|sub:不良くんとナイショの放課後
俺と上司のかくしごと,98020,真敷ひさめ,Comedy;Romance,,1,name:嘉島ちあき|name:俺と上司のかくしごと
俺と聖女がデキてることがバレたらこのパーティーは崩壊する,194908,原田重光;電磁猫楽団,Adventure;Ecchi;Fantasy;Romance,,1,qid:Q11409959|name:俺と聖女がデキてることがバレたらこのパーティーは崩壊する
俺に注がせてください。,137366,こことおる,Fantasy;Romance,,1,name:こことおる|name:俺に注がせてください。|sub:奥手サキュバスとごちそう美青年
俺に注がれるなんてありがたく思えよ?,128080,見田竜介,Hentai;Romance;Supernatural,Josei,1,qid:Q7385646|name:俺に注がれるなんてありがたく思えよ?|sub:暴君インキュバス来りて、舐めしゃぶる
俺のためだけに鳴いて?,142683,星乃ソマリ,Drama;Psychological;Romance,,1,name:城井ユキ|name:俺のためだけに鳴いて?
俺のエロ配信がバレて上司にハメられてます!,173487,くわたたむ子,Romance,,1,name:くわたたむ子|name:俺のエロ配信がバレて上司にハメられてます!
俺のオモチャは親友につながっている,185063,佳門サエコ,Romance,,1,name:佳門サエコ|name:俺のオモチャは親友につながっている
俺のレベルアップがおかしい!,157497,みつあし,Action;Comedy;Fantasy;Hentai;Romance,,2,name:みつあし|name:俺のレベルアップがおかしい!
俺のワクチンだけがゾンビ化した世界を救える,187697,ゴ太郎,Ecchi;Supernatural,,1,name:ゴ太郎|name:俺のワクチンだけがゾンビ化した世界を救える
俺の女優が一番淫ら.,162548,龍大和,Drama;Ecchi,Seinen,2,name:龍大和|name:俺の女優が一番淫ら.
俺の指で乱れろ。,115618,neco,Romance,,1,name:neco|name:俺の指で乱れろ。|sub:閉店後のサロン、意地悪に焦らされて
俺の陥没ちくびが、先輩の舌ピで勃ちました。,122350,ヤマダコト,Comedy;Romance,,1,name:鳥丸太郎|name:俺の陥没ちくびが、先輩の舌ピで勃ちました。
俺はキミに欲情しまくる変態です…,194449,楠しめこ,Comedy;Romance,,2,name:楠しめこ|name:俺はキミに欲情しまくる変態です…
俺は頼り方がわかりません,122288,腰乃,Romance;Slice of Life,,1,name:腰乃|name:俺は頼り方がわかりません
俺を、たたせてみろよ,116728,加奈,Ecchi;Romance,Josei,1,name:嶋永のの|name:俺を、たたせてみろよ
俺式恋愛計画,87903,一之瀬綾子,,,1,name:一之瀬綾子|name:俺式恋愛計画
俺達は新婚さんかもしれない,126702,ちしゃの実,Romance,,1,name:ちしゃの実|name:俺達は新婚さんかもしれない
健康の設計,64217,駕籠真太郎,Comedy;Hentai;Horror,,1,qid:Q1335558|name:健康の設計
傲慢シークのプロポーズ,209903,ゆうき莉子,Romance,Josei,1,name:ゆうき莉子|name:傲慢シークのプロポーズ|sub:処女を捧げた彼は王子様でした
傲慢王子とプライベートキス,125327,こうじま奈月,Hentai;Romance,,1,name:こうじま奈月|name:傲慢王子とプライベートキス
僕のおまわりさん,100418,にやま,Romance;Slice of Life,,1,name:にやま|name:僕のおまわりさん
僕のセックススター,98166,ためこう,Romance,,1,qid:Q106478436|name:僕のセックススター
僕のヨメにならないか!,93938,ポン貴花田,Hentai;Romance;Slice of Life,,1,qid:Q11339421|name:僕のヨメにならないか!
僕の奥さんは人間だ,164954,小丸ひかり,Comedy;Drama;Ecchi;Romance,,1,name:小丸ひかり|name:僕の奥さんは人間だ
僕の彼女は春を売る,195488,後藤ねぎ,Drama;Romance,,1,name:後藤ねぎ|name:僕の彼女は春を売る
僕の恋愛計画,133818,星崎龍,Hentai;Romance,,1,qid:Q11512882|name:僕の恋愛計画
僕はお肉じゃない,128935,伊藤一角,Comedy;Ecchi;Romance,Seinen,1,name:伊藤一角|name:僕はお肉じゃない
僕はラブソングが歌えない,162797,,Drama;Romance,Seinen,1,name:高井唯人|name:僕はラブソングが歌えない
僕は君たちを支配する.,146731,千田大輔,Drama;Ecchi;Mystery,,2,qid:Q96715038|name:僕は君たちを支配する.
僕は君のいいなり,100549,あがた愛,Romance,,1,name:あがた愛|name:僕は君のいいなり
僕らのミクロな終末,155379,丸木戸マキ,Comedy;Drama;Psychological;Romance;Sci-Fi,,1,qid:Q59551907|name:僕らのミクロな終末
僕を悪い子にして,108531,どーるる,Drama;Romance,,1,name:灰田ナナコ|name:僕を悪い子にして
僧侶と交わる色欲の夜に…,99874,,Drama;Hentai;Romance,,1,name:真臣レオン|name:僧侶と交わる色欲の夜に…
優しいパンツの脱がせ方,107682,海灯火,Romance,,1,name:まさき茉生|name:優しいパンツの脱がせ方
優しくしたら好きになってくれる?笑,202450,いだ天ふにすけ,Hentai,,1,qid:Q126006111|name:優しくしたら好きになってくれる?笑
優等生の制服のなか,207586,かみつかげつ,Romance,,1,name:藤田カフェコ|name:優等生の制服のなか
元カノたちとヤReなおし!?,197530,東雲龍,Ecchi;Romance,,1,qid:Q11528722|name:元カノたちとヤReなおし!?
元ギャル上司ちゃんのカラダがパネぇ!,175662,ぽろり,Ecchi,,1,name:ぽろり|name:元ギャル上司ちゃんのカラダがパネぇ!
元ヤン上司がかわいすぎる!!,137186,竹輪つぼみ,Romance,Josei,1,name:竹輪つぼみ|name:元ヤン上司がかわいすぎる!!
兄弟制度のあるヤンキー学園で、今日も契りを迫られてます,121544,赤いシラフ,Romance,,1,name:赤いシラフ|name:兄弟制度のあるヤンキー学園で、今日も契りを迫られてます
先生,41103,小泉蓮;天音佑湖;咲坂芽亜;藍川さき;水瀬藍;ホンゴウランコ;華夜;星森ゆきも;銀ノ橋倫;多岐しずく;わたなべ志穂;くまがい杏子;あゆみ凛;藤中千聖,Comedy;Romance,,2,qid:Q11622572|name:先生
先生、俺にかまわずイッてください!!,104977,,Comedy;Ecchi;Romance,Seinen,1,name:イガラシユイ|name:先生、俺にかまわずイッてください!!
先生、家賃はまだですか!?,138574,あさひ漫画家,Comedy,,1,qid:Q11511606|name:先生、家賃はまだですか!?
先生、我慢できません,182103,Arinco,Romance,,1,name:Arinco|name:先生、我慢できません
先生で、セックスの練習していい?,139076,麻生実花,Drama;Romance,,1,name:麻生実花|name:先生で、セックスの練習していい?
先生と僕,110484,香日ゆら,Ecchi;Hentai;Romance,,1,name:香日ゆら|name:先生と僕|sub:夏目漱石を囲む人々
先生のこと、くすぐってあげる.,140858,星河だんぱ,Ecchi;Romance,,2,name:星河だんぱ|name:先生のこと、くすぐってあげる.
先生を暴きたい,172172,うすいしっぽ,Romance,,1,name:うすいしっぽ|name:先生を暴きたい
先輩、ナカみせて,173651,沖田有帆,Romance,,1,name:沖田有帆|name:先輩、ナカみせて
先輩、断じて恋では!Brush up,128491,晴川シンタ,Comedy;Romance;Slice of Life,,1,name:晴川シンタ|name:先輩、断じて恋では!Brush up
全員起立!私立BL学園高等学校,115423,晴川シンタ,Comedy,,1,name:晴川シンタ|name:全員起立!私立BL学園高等学校
全裸監督,128822,本橋信宏;須本壮一,Drama;Ecchi,Seinen,1,name:本橋信宏|name:全裸監督|sub:村西とおる伝
全部教えて、先生。,145657,,Drama;Romance,,1,name:椎野翠|name:全部教えて、先生。
公然わいせつ魔法少女,143274,亜桜まる,Action;Comedy;Ecchi;Mahou Shoujo,,1,qid:Q11373862|name:公然わいせつ魔法少女
六月の七星,108658,カスカベアキラ,Romance;Sports,,1,qid:Q11294123|name:六月の七星
冒険してもいい頃,104501,みやすのんき,Comedy;Ecchi;Hentai;Romance,Seinen,1,qid:Q11279292|name:冒険してもいい頃
冗談だよ、バカだな,108425,岸虎次郎,Drama;Ecchi,,1,qid:Q3532202|name:冗談だよ、バカだな
冥王計画 (プロジェクト) ゼオライマーΩ,35192,高屋良樹,Action;Hentai;Mecha;Sci-Fi,,3,name:ワタリユウ|name:冥王計画 (プロジェクト) ゼオライマーΩ
冴えない僕が君の部屋でシている事をクラスメイトは誰も知らない,145891,ももずみ純;ヤマモトタケシ,Drama;Ecchi;Romance,Seinen,1,name:アサヒナヒカゲ|name:冴えない僕が君の部屋でシている事をクラスメイトは誰も知らない
処女がヤクザに調教されてます!,208215,ななみあいす,Romance,,3,name:ななみあいす|name:処女がヤクザに調教されてます!|sub:絶倫おじさまのソープ嬢レッスン
分校の人たち,105733,山本直樹,Drama;Romance;Slice of Life,,1,qid:Q324980|name:分校の人たち
初めてのセンセ。,115526,春輝,Drama;Ecchi;Romance,Seinen,1,qid:Q11513813|name:初めてのセンセ。
初めての失恋,93260,高城リョウ,Drama;Romance;Slice of Life,,1,qid:Q2178375|name:初めての失恋
初エッチのお相手は…まさかの包帯男!?,99487,,Hentai;Romance;Slice of Life,Josei,1,name:ハナマルオ|name:初エッチのお相手は…まさかの包帯男!?
初恋,163229,左近洋一郎;佐久間結衣,Hentai,,1,name:中村雅|name:初恋
初恋プレファミリー,197404,雲井ナツメ,Romance,,1,name:雲井ナツメ|name:初恋プレファミリー
制服、深夜2時。,181945,甘野めぐみ,Drama;Romance,,1,name:コウキ|name:制服、深夜2時。
刺激的な関係,40939,やまかみ梨由,Drama,,1,qid:Q11280450|name:刺激的な関係
前世で死ぬほど嫌いだった王子は、私が愛さないと死ぬらしいです?,178712,青日晴,Fantasy;Romance,,1,name:青日晴|name:前世で死ぬほど嫌いだった王子は、私が愛さないと死ぬらしいです?
前略、お兄ちゃんは聖女になりました。,145862,由依子,Fantasy;Romance,,1,name:由依子|name:前略、お兄ちゃんは聖女になりました。
副音声はうるさい十分に,180090,新矢りん,Comedy;Romance,,1,name:英子|name:副音声はうるさい十分に
劇画家畜人ヤプー 正編「宇宙帝国への招待」続編「悪夢の日本史」【2巻セット】,39420,沼正三,Drama;Horror;Romance;Sci-Fi,,1,qid:Q471103|name:劇画家畜人ヤプー 正編「宇宙帝国への招待」続編「悪夢の日本史」【2巻セット】
勇者さまは報酬に人妻をご希望です,159423,遠山ブリン,Adventure;Comedy;Ecchi;Fantasy;Romance,Seinen,1,name:遠山ブリン|name:勇者さまは報酬に人妻をご希望です
勇者と魔王の魂魄歴程(エクスタシス),105131,GEN,Action;Comedy;Ecchi;Fantasy,,1,name:GEN|name:勇者と魔王の魂魄歴程(エクスタシス)
勇者にみんな寝取られたけど諦めずに戦おう。きっと最後は俺が勝つ。.,164749,さとう;みずやん,Drama;Ecchi;Fantasy;Romance,,2,name:さとう|name:勇者にみんな寝取られたけど諦めずに戦おう。きっと最後は俺が勝つ。.
勇者に全部奪われた俺は勇者の母親とパーティを組みました!,159187,石のやっさん;久遠まこと,Action;Adventure;Ecchi;Fantasy;Romance,,2,qid:Q11369690|name:勇者に全部奪われた俺は勇者の母親とパーティを組みました!
勇者妻 勇者がシてくれなくても、聖女はケダモノ魔王に、貪られてます,175079,大井昌和;遊宇歩,Ecchi;Fantasy;Romance,,1,qid:Q11432186|name:勇者妻 勇者がシてくれなくても、聖女はケダモノ魔王に、貪られてます
勤務時間外、隣人の上司はケモノになる。,132255,九重千花,Hentai;Romance,,1,name:九重千花|name:勤務時間外、隣人の上司はケモノになる。
匂い狂い,51779,八月薫,Hentai,,1,qid:Q17219985|name:匂い狂い
匂艶大霊界,148267,蘭宮涼,Hentai;Supernatural,,1,qid:Q7385585|name:匂艶大霊界
十字架のろくにん.,116671,前屋進,Drama;Psychological;Thriller,,2,name:中武士竜|name:十字架のろくにん.
午前0時、とけあう熱,192744,由葵るゆ,Fantasy;Romance,,2,name:由葵るゆ|name:午前0時、とけあう熱
午前0時の失恋同好会,130806,ミナモトカズキ,Comedy;Romance;Slice of Life,,1,qid:Q11342349|name:午前0時の失恋同好会
午前0時の甘い罠,174473,鮭田ねね,Romance,,1,name:鮭田ねね|name:午前0時の甘い罠
半蔵の門,31609,小池一夫;小島剛夕,Action;Adventure;Drama,Seinen,11,qid:Q967455|name:半蔵の門
卒業,174033,くりた陸,Hentai,,1,qid:Q11265637|name:卒業
南くんはその声に焦らされたい,157480,,Romance,,1,name:相野ココ|name:南くんはその声に焦らされたい
南極28号,153902,遊人,Comedy;Hentai;Sci-Fi,,1,qid:Q965600|name:南極28号
危険なロイヤルマリッジ溺愛王子に奪われて,210409,小笠原宇紀,Fantasy;Romance,,1,name:小笠原宇紀|name:危険なロイヤルマリッジ溺愛王子に奪われて
友情バイブレーション,160530,赤いシラフ,Romance,,1,name:赤いシラフ|name:友情バイブレーション
友達はキスしない!,162783,鮫類,Comedy;Romance,,1,name:参号ミツル|name:友達はキスしない!
双子と先生,190695,かきのたね,Drama;Romance,,1,name:かきのたね|name:双子と先生
叙情と色情,190856,玉置勉強,Hentai,,1,qid:Q4889571|name:叙情と色情
口下手は恋に事故る,207525,羽毛,Comedy;Romance,,1,name:羽毛|name:口下手は恋に事故る
口止めのご褒美は男装乙女とイチャエロです!,143330,市村鉄之助;Raymon,Action;Comedy;Ecchi;Fantasy;Romance,,1,name:イット|name:口止めのご褒美は男装乙女とイチャエロです!|sub:THE COMIC
可哀想な君は僕だけの甘やかな傷,183375,千野ち,Drama;Romance,,1,name:千野ち|name:可哀想な君は僕だけの甘やかな傷
合コン相手は肉食警官!?,115737,二日市とふろう;月乃ひかり,Drama;Romance,Josei,2,name:佐鳥百|name:合コン相手は肉食警官!?
同居したら、秒で食べられました。,159833,明日乃らか,Romance,,1,name:明日乃らか|name:同居したら、秒で食べられました。|sub:執着系幼なじみの激しめエッチ
同居人,50179,結城稜,Hentai,,1,qid:Q17225147|name:同居人
同居人が男なんて聞いてナイッ!,192704,なかがわ久実,Romance,,1,name:なかがわ久実|name:同居人が男なんて聞いてナイッ!
名も知らず,180532,ヤナギナギ,Psychological;Slice of Life,,1,name:ヤナギナギ|name:名も知らず
后宮のオメガ.,141148,,Drama;Fantasy;Romance,,1,name:露久ふみ|name:后宮のオメガ.
向井のクセにエロすぎるッ,212547,藍川,Comedy;Romance,,1,name:藍川|name:向井のクセにエロすぎるッ
君だけに愛を,114158,金井たつお;集新矢,Comedy;Sports,Seinen,1,name:集新矢|name:君だけに愛を
君に愛されて痛かった,102545,知るかバカうどん,Drama;Psychological;Romance,Seinen,1,qid:Q27151108|name:君に愛されて痛かった
君の声で躾けて,197539,寺嶋かなえ,Romance,,1,name:みづい甘|name:君の声で躾けて
君の舌はドルチェ,169704,春路ON,Romance;Supernatural,,1,name:さとみち|name:君の舌はドルチェ
君は淫らな僕の女王,74155,横槍メンゴ;岡本倫,Comedy;Ecchi;Romance;Supernatural,Seinen,1,qid:Q17220992|name:君は淫らな僕の女王
君よ知るや南の獄,93837,田亀源五郎,,,1,qid:Q2483662|name:君よ知るや南の獄
君を前にしたら俺はもうっ…肉食派男子の純情な欲情,136905,GeradsMitch,Comedy;Ecchi;Romance,Josei,1,name:crow|name:君を前にしたら俺はもうっ…肉食派男子の純情な欲情
吸血童貞、乳を吸う。,149698,綿飴ぽん,Romance;Supernatural,,1,name:綿飴ぽん|name:吸血童貞、乳を吸う。
吸血鬼は心臓の夢をみる,117337,,Drama;Supernatural,,1,name:央川みはら|name:吸血鬼は心臓の夢をみる
告白は夢の中で…,140435,出樹,Romance,,1,name:梅子|name:告白は夢の中で…
咲,57753,小林立,Hentai,,1,qid:Q10959156|name:咲
咲き乱れるは百合の花,124867,,Hentai;Romance,,1,name:チチヅキ|name:咲き乱れるは百合の花
喰うか、喰われるか,163511,水名瀬雅良,Hentai,,1,qid:Q11548393|name:喰うか、喰われるか
営業二課っ!,96365,金井桂,Romance,,1,name:金井桂|name:営業二課っ!
嗅愛フェロモン,189003,九尾つなし,Drama;Romance,,1,name:九尾つなし|name:嗅愛フェロモン
嘘!アイツが私の旦那様!?,91512,宮越和草,Romance,Josei,1,name:宮越和草|name:嘘!アイツが私の旦那様!?
嘘つきな番,118365,なつはづき,Romance,,1,name:なつはづき|name:嘘つきな番|sub:その匂い、ナカまで染み込ませて
噛み砕いて愛をおしえて,161897,ぽけろう,Drama;Romance;Supernatural,,1,name:ぽけろう|name:噛み砕いて愛をおしえて
嚙む男,96467,不破慎理,Romance;Supernatural,,1,qid:Q11361825|name:嚙む男
囀る鳥は羽ばたかない,58449,ヨネダコウ,Action;Drama;Romance,,1,qid:Q11346116|name:囀る鳥は羽ばたかない
囁きは悪態と熱をはらむ,96355,富士山ひょうた,Romance;Slice of Life,,1,qid:Q11455984|name:囁きは悪態と熱をはらむ
四人のにびいろ.,115679,akabeko,Drama;Romance,,3,name:akabeko|name:四人のにびいろ.
四号×警備,37715,葛井美鳥,Action;Comedy;Drama;Romance,,1,qid:Q11620864|name:四号×警備
四季,52739,結城稜,Hentai,,1,qid:Q17225147|name:四季
回復術士のやり直し,100476,しおこんぶ,Ecchi;Fantasy,Seinen,1,name:しおこんぶ|name:回復術士のやり直し
回復術士のやり直し,100476,月夜涙;羽賀ソウケン,Ecchi;Fantasy,Seinen,1,name:月夜涙|name:回復術士のやり直し
回覧板のエッチなルールは絶対です。,166208,大友しゅうま,Ecchi;Romance;Slice of Life,Seinen,1,name:ラララ・ホリディ|name:回覧板のエッチなルールは絶対です。
因習秘録みだれまんだら,142470,粕谷秀夫;八月薫,Drama;Ecchi;Romance;Supernatural,Seinen,2,qid:Q17219985|name:因習秘録みだれまんだら
國木田社長の優雅な調教,160068,ゆうき莉子,Romance,,1,name:ゆうき莉子|name:國木田社長の優雅な調教
地獄に堕ちてよ、お兄ちゃん,149817,今井ささる,Drama;Ecchi;Romance,,1,name:ねじがなめた|name:地獄に堕ちてよ、お兄ちゃん
地雷系彼氏すずくん,154101,長岡太一,Drama;Romance,,1,name:かさいちあき|name:地雷系彼氏すずくん
執着ボイス,178574,桜庭ちどり,Romance,,1,name:桜庭ちどり|name:執着ボイス
堀田,49462,山本直樹,Fantasy;Hentai,Seinen,1,qid:Q324980|name:堀田
堕天使たちの狂宴,187183,ダーティ・松本,Action;Hentai,,1,qid:Q11317653|name:堕天使たちの狂宴
堕靡泥の星,176684,佐藤まさあき,Drama;Psychological,,1,qid:Q11383543|name:堕靡泥の星
塩対応幼馴染に甘過ぎボディを食べられました,211705,竹若トモハル,Comedy;Romance,,2,name:南志都|name:塩対応幼馴染に甘過ぎボディを食べられました
境界線,143834,函岬誉,Hentai,,1,qid:Q11395926|name:境界線
壬生の番い,193558,ひるなま,Drama;Romance,,1,name:cocoaball|name:壬生の番い
変態侯爵の理想の奥様,140606,国原;秋野真珠,Comedy;Romance,Josei,1,name:gamu|name:変態侯爵の理想の奥様
変態少年,42409,早見純,Hentai;Horror,,1,qid:Q11511567|name:変態少年
変身美少女大ピンチ、悪堕ち絶頂アンソロジーコミック,183439,v-mag;天野うずら;鮭,Hentai,,1,qid:Q11674207|name:変身美少女大ピンチ、悪堕ち絶頂アンソロジーコミック
夏の痣,93437,宮本佳野,Romance;Slice of Life,,1,qid:Q11454794|name:夏の痣
夏の魔物,157599,ノムラララ,Romance,,1,name:ノムラララ|name:夏の魔物
夕方のおともだち,184661,山本直樹,Drama;Slice of Life,,1,qid:Q324980|name:夕方のおともだち
外村探偵社の招かれざる客,180550,草間さかえ,Slice of Life,,1,qid:Q17129811|name:外村探偵社の招かれざる客
外道の家,93838,田亀源五郎,,,1,qid:Q2483662|name:外道の家
外道学園,42566,前田俊夫,Ecchi;Hentai;Horror;Supernatural,,1,qid:Q2517702|name:外道学園
夜のおたのしみ袋,200750,山本直樹,Comedy;Hentai;Romance,,1,qid:Q324980|name:夜のおたのしみ袋
夜をとめないで,86894,ハルミチヒロ,Drama;Romance,Josei,1,qid:Q11326896|name:夜をとめないで
夜縛◆夜明曲(オーバード),107523,RAN,Action;Comedy;Ecchi;Fantasy;Romance,,1,qid:Q9027719|name:夜縛◆夜明曲(オーバード)
夢うつつの花の園.,173285,小鳥遊あり,Comedy;Ecchi;Romance;Supernatural,Seinen,2,name:小鳥遊あり|name:夢うつつの花の園.
夢から覚めてもそばにいて.,137370,キラト瑠香,Romance,Josei,1,name:キラト瑠香|name:夢から覚めてもそばにいて.
夢で逢いましょう,171210,山本直樹,Drama;Romance,,1,qid:Q324980|name:夢で逢いましょう
