title,anilist_id,authors,genres_anilist,tags,merged_keys,page_key
やたらやらしい深見くん,162751,まつもとあやか,Comedy;Romance,,2,name:まつもとあやか|name:やたらやらしい深見くん
やりすぎコンパニオンとアタシ物語,52293,平本アキラ,Comedy;Ecchi,Seinen,1,qid:Q11483043|name:やりすぎコンパニオンとアタシ物語
やんなっちゃうくらい愛してる,31575,高座朗,Action;Romance;Supernatural,,1,name:高座朗|name:やんなっちゃうくらい愛してる
ゆうちゃん,192690,蜂煮,Comedy;Drama;Romance,,1,qid:Q128840639|name:ゆうちゃん
ゆるみつ,205421,藤村まりな,Comedy;Romance,,1,name:藤村まりな|name:ゆるみつ
よざくらセックストランス,212246,磯野フナ,Romance;Supernatural,,1,name:磯野フナ|name:よざくらセックストランス
よそはよそ、ウチはウチ,90898,北上れん,Comedy;Romance,,1,name:北上れん|name:よそはよそ、ウチはウチ
よばうよもすがら,159834,三ツ矢凡人,Romance;Supernatural,,1,name:三ツ矢凡人|name:よばうよもすがら
よめはいむ,51972,西野映一,Ecchi;Hentai,,1,qid:Q11629765|name:よめはいむ
よもやま病院へどーぞ!,50498,武林武士,Ecchi;Hentai,,1,qid:Q11546035|name:よもやま病院へどーぞ!
よりぬき水爆さん,208469,道満晴明,Comedy;Ecchi;Hentai;Romance;Sci-Fi,,1,qid:Q11641774|name:よりぬき水爆さん
らしくないよね、恋だよね,187638,内田カヲル,Romance,,1,qid:Q11394188|name:らしくないよね、恋だよね
らぶチュ ライトH系アンソロジー,112371,止田卓史;あさぎ龍;栗山廉士;かなめ薙;凪妖女;ひろせみほ;巴天舞;あまなつまこと;舞原マツゲ;松波留美;AM-DVL;usi;こまめ丸,Hentai,,1,qid:Q11189304|name:らぶチュ ライトH系アンソロジー
りある≠げえむ√{H},100508,上原あり,Hentai;Romance,,1,name:上原あり|name:りある≠げえむ√{H}
れすきゅーME!,71249,巻田佳春,Ecchi;Romance,Shounen,2,qid:Q11479932|name:れすきゅーME!
ろーまじ,92250,大見武士,Hentai,,1,qid:Q11438946|name:ろーまじ
わからないです吉田さん,181920,高橋脩,Comedy;Ecchi;Romance,,1,qid:Q11671567|name:わからないです吉田さん
わがままな男,113664,松崎司,Hentai,,1,qid:Q11104431|name:わがままな男
わがまま王子は猫を狩る,127476,右京あやね,Comedy;Drama;Hentai;Romance;Supernatural,,1,qid:Q11412137|name:わがまま王子は猫を狩る
わたしのきらいな社長,147106,真敷ひさめ,Comedy;Romance,,1,name:三浦ひらく|name:わたしのきらいな社長
わたしのふしだら,100534,大見武士,Drama;Ecchi;Supernatural,Seinen,1,qid:Q11438946|name:わたしのふしだら
わんことにゃんこ,34783,天咲吉実,Comedy;Romance,,1,name:天咲吉実|name:わんことにゃんこ
わんだふる❤lover,95278,南月ゆう,Romance,,2,name:南月ゆう|name:わんだふる❤lover
アイドルな彼女とヲタクな僕と,95054,春日旬,Comedy;Drama;Romance,Seinen,1,name:丸木戸サトシ|name:アイドルな彼女とヲタクな僕と
アオハルな放課後,173919,鈴玉レンリ,Hentai,,1,qid:Q11649440|name:アオハルな放課後|sub:二人だけの課外授業
アオハルは愛し愛され,173844,百瀬あん,Romance,,1,name:百瀬あん|name:アオハルは愛し愛され
アクマと契約,195589,hal,Drama;Romance,,2,qid:Q22127368|name:アクマと契約
アクマのひみつ,32126,高永ひなこ,Comedy;Fantasy;Romance,,1,qid:Q510977|name:アクマのひみつ
アサヒさんは啼かせたい。,182336,べのもと,Romance,,1,name:べのもと|name:アサヒさんは啼かせたい。
アストロキング,151865,竜庭ケンジ;GEN,Adventure;Ecchi;Fantasy;Romance,Seinen,1,name:ギザン|name:アストロキング|sub:召喚勇者だけど下級認定されたのでメイドハーレムを作ります!
アダマスの魔女たち,104285,今井ユウ,Comedy;Drama;Ecchi;Romance;Supernatural,Seinen,1,name:今井ユウ|name:アダマスの魔女たち
アダムの肋骨,113551,佐藤千鳥,Drama;Psychological;Romance;Slice of Life,,1,name:みちのくアタミ|name:アダムの肋骨
アッパーガールズ!,127706,そりむらようじ,Ecchi;Slice of Life,,1,qid:Q11270541|name:アッパーガールズ!
アトリエで飼われる私,190459,都筑せつり,Romance,,1,qid:Q11643775|name:アトリエで飼われる私
アトリエのエマ,97151,ながしま超助,Hentai,,1,qid:Q94610343|name:アトリエのエマ
アドベンチャーKID,42564,前田俊夫,Action;Adventure;Comedy;Hentai,,3,qid:Q2517702|name:アドベンチャーKID
アフター・ミッドナイト・スキン,171811,にむまひろ,Romance,,1,name:にむまひろ|name:アフター・ミッドナイト・スキン
アブノマダムズ,73263,タカスギコウ,Hentai,,1,qid:Q17350086|name:アブノマダムズ
アプリで出会った君と水槽に沈む,182230,蔵人健吾;時千広,Drama;Psychological;Romance,Seinen,1,name:時千広|name:アプリで出会った君と水槽に沈む
アホエロ,121554,重い実,Hentai,,1,name:重い実|name:アホエロ
アリンス国女帝夢幻,167574,ふくしま政美;西塔紅一,Action,,1,qid:Q11276986|name:アリンス国女帝夢幻
アルティメット・ラヴァーズ,96401,ぱんこ。,Drama;Romance,,2,name:ぱんこ。|name:アルティメット・ラヴァーズ
アレが生えてre: start!,132395,東雲龍,Comedy;Drama;Hentai;Romance;Supernatural,Seinen,1,qid:Q11528722|name:アレが生えてre: start!
アンタは俺のオメガだろ,196794,蘇我捨恥,Drama;Romance,,1,name:猫野まりこ|name:アンタは俺のオメガだろ
アンダーグラウンドホテル,31999,定広美香,Drama;Romance,,1,qid:Q11452206|name:アンダーグラウンドホテル
アンダーグラウンドホテルspell on you,207902,定広美香,Drama;Romance,,1,qid:Q11452206|name:アンダーグラウンドホテルspell on you
アンダーグラウンド・スネーク,183373,伊佐治屁泥,Romance,,1,name:伊佐治屁泥|name:アンダーグラウンド・スネーク
アンチロマンス,96554,日高ショーコ,Romance;Slice of Life,,1,qid:Q11510778|name:アンチロマンス
アンドロイドは愛の夢をみるか?,109660,ヒダカリョウ,Ecchi;Romance,,1,name:ヒダカリョウ|name:アンドロイドは愛の夢をみるか?
アンドロイドは経験人数に入りますか??,136508,焼肉定食,Comedy;Ecchi;Romance;Sci-Fi,,1,name:焼肉定食|name:アンドロイドは経験人数に入りますか??
イカセルカメラで撮ってみた,154593,めしろ,Ecchi;Romance,,1,name:めしろ|name:イカセルカメラで撮ってみた
イケズ彼氏の堕とし方,87974,右京あやね,Drama,,1,qid:Q11412137|name:イケズ彼氏の堕とし方
イケナイ菜々子さん,106400,あさぎ龍,Comedy;Ecchi;Romance,,1,name:あさぎ龍|name:イケナイ菜々子さん
イケボ配信者は俺狙い!?,172143,あぺこ,Comedy;Romance,,1,name:あぺこ|name:イケボ配信者は俺狙い!?
イケメン華道家と政略結婚したら、意識がトぶまで愛でられました,189010,桃川春日子,Romance,,1,name:桃川春日子|name:イケメン華道家と政略結婚したら、意識がトぶまで愛でられました
イジメラレ体質,212103,青木庸,Romance,,1,name:ころめ|name:イジメラレ体質
イジワル王子はめちゃくちゃに愛したい。,160092,すずくらはる,Romance,,1,name:すずくらはる|name:イジワル王子はめちゃくちゃに愛したい。
イチャイチャしようよ、クマ系彼氏くん。,128058,土橋朱里,Drama;Hentai;Romance,Josei,1,name:土橋朱里|name:イチャイチャしようよ、クマ系彼氏くん。
イッて終わりなわけがない!,211269,こめおかしぐ,Romance,,1,name:こめおかしぐ|name:イッて終わりなわけがない!
イノセントベル.,173300,芥,Drama;Romance,,1,name:芥|name:イノセントベル.
イベリコ豚と恋の奴隷。,161557,,Comedy;Drama;Romance,,1,name:SHOOWA|name:イベリコ豚と恋の奴隷。
イミテーション・プレイ,185111,誉あん,Romance,,1,name:誉あん|name:イミテーション・プレイ
イヤって言ってもきかないで,187073,宇良たまじ,Drama;Romance,,1,name:宇良たまじ|name:イヤって言ってもきかないで
インキュバスだって純愛したい,166782,北川あじゅ,Ecchi;Fantasy;Romance,,1,name:脳みそ海綿隊|name:インキュバスだって純愛したい
インゴシマ,185813,田中克樹,Action;Drama;Ecchi;Horror;Mystery,,2,qid:Q17160912|name:インゴシマ
インセストヘブン,115560,後藤羽矢子,Hentai,,1,qid:Q11488595|name:インセストヘブン
インディゴの気分,103191,丸木戸マキ,Romance,,1,qid:Q59551907|name:インディゴの気分
インディゴブルーのグラデーション,139537,市川けい,Romance;Slice of Life,,1,name:市川けい|name:インディゴブルーのグラデーション|sub:ブルースカイコンプレックス番外編
インモラル,149164,すあま;つかさき有,Hentai,,1,name:すあま|name:インモラル|sub:目覚めたら不倫漬けの人妻だった
インモラルな美人妻たちの秘密アンソロジーコミック,185886,るいす・まくられん;断華ナオキ;鮭,Hentai,,1,qid:Q11674207|name:インモラルな美人妻たちの秘密アンソロジーコミック
ウチのムスメに手を出すな!,87054,環望,Action;Comedy;Drama;Ecchi;Fantasy,Seinen,1,qid:Q50041|name:ウチのムスメに手を出すな!
ウツロボロス,182694,氏賀Y太,Horror;Psychological;Supernatural,,1,qid:Q1610292|name:ウツロボロス
ウラアカジョシ,113201,岩田れんたろう,Drama;Hentai,Seinen,1,name:七保志天十|name:ウラアカジョシ
ウラミン,163975,飯星シンヤ,Drama;Horror,Seinen,1,qid:Q11666401|name:ウラミン
エスケープジャーニー,87092,おげれつたなか,Drama;Romance,,1,name:おげれつたなか|name:エスケープジャーニー
エッチな××漏れてます…っ!,159955,青mori,Romance,,1,name:青mori|name:エッチな××漏れてます…っ!
エッチな小西さんと陰キャラな内田さんの社内恋愛事情,179702,,Romance;Slice of Life,,1,name:竹中ゆかり|name:エッチな小西さんと陰キャラな内田さんの社内恋愛事情
エデン,193117,宮川匡代,Fantasy;Hentai;Horror,,1,qid:Q1578169|name:エデン
エバーアフター,93431,えすとえむ,Drama;Fantasy;Romance;Slice of Life,,1,qid:Q5399979|name:エバーアフター
エリートΩは夜に溺れて,100882,,Drama;Hentai;Romance,,1,name:篁アンナ|name:エリートΩは夜に溺れて
エロキラ☆アソート,52609,川本貴裕,Hentai,,1,qid:Q11478714|name:エロキラ☆アソート
エロゲの世界でスローライフ,175607,白石新;ツタロー,Adventure;Comedy;Ecchi;Fantasy,Seinen,3,name:ツタロー|name:エロゲの世界でスローライフ
エロゲの竿おじさんに転生してしまった,162422,トリアイナ;コア助,Comedy;Ecchi;Romance;Slice of Life,,1,name:トリアイナ|name:エロゲの竿おじさんに転生してしまった
エロゲ世界に転生した俺が、推しへの愛で寝取られヒロインを幸せにする。,184306,水城水城;さつきあしゃ,Drama;Romance,,1,qid:Q64876419|name:エロゲ世界に転生した俺が、推しへの愛で寝取られヒロインを幸せにする。
エロスの種子,116462,もんでんあきこ,Drama;Psychological;Romance,Seinen,1,qid:Q11280216|name:エロスの種子
エロティック×アナボリック,129511,あちゅむち,Comedy;Ecchi,Seinen,1,name:あちゅむち|name:エロティック×アナボリック
エンサークルメントラブ,115407,淀川ゆお,Comedy;Romance,,1,name:淀川ゆお|name:エンサークルメントラブ
エンジンルーム,53714,大暮維人,Action;Ecchi;Fantasy;Hentai;Romance;Supernatural,,1,qid:Q553105|name:エンジンルーム
オオカミαさんとオオカミΩくん,140648,来岬未悠,Comedy;Ecchi;Romance,Josei,1,name:嵩崎ナツハ|name:オオカミαさんとオオカミΩくん
オオカミさんは食べられたい,124985,御握むすび,Hentai;Romance,,1,name:御握むすび|name:オオカミさんは食べられたい|sub:不器用女子とヘタレ教師、今夜初体験します。
オオカミと甘噛み,168681,江口尋,Drama;Romance,,1,name:江口尋|name:オオカミと甘噛み
オオカミ様の一途な暴愛,143206,うるひこ,Fantasy;Romance,,1,name:あぶく|name:オオカミ様の一途な暴愛
オオカミ王子の獲物ちゃん,109658,花岡美莉,Hentai;Romance,Shoujo,1,name:さんかく|name:オオカミ王子の獲物ちゃん
オジサンとムスメ,143982,五条うるの,Romance;Slice of Life,Shoujo,1,name:五条うるの|name:オジサンとムスメ
オタクでヤクザで甘々彼氏,142566,花杜みかん,Comedy;Drama;Romance,,1,name:花杜みかん|name:オタクでヤクザで甘々彼氏
オットに恋しちゃダメですか?,109659,藤原晶,Romance,Shoujo,1,qid:Q11623324|name:オットに恋しちゃダメですか?
オトコ専門別れさせ屋。,129790,柏木真,Hentai;Romance,,1,name:柏木真|name:オトコ専門別れさせ屋。
オトナのくせに!,92683,こうじま奈月,Romance,,1,name:こうじま奈月|name:オトナのくせに!
オネエ失格,105575,飛世,Hentai;Romance,,1,name:冴月ゆと|name:オネエ失格
オフステージラブサイド,172731,,Comedy;Drama;Romance,,1,name:大島かもめ|name:オフステージラブサイド
オメガの隠しごとは、ホテルのなかで,161549,紗良サアヤ,Fantasy;Romance,,1,name:紗良サアヤ|name:オメガの隠しごとは、ホテルのなかで
オメガポルノcase. たつる,111332,広里かな,Hentai;Romance,,1,name:広里かな|name:オメガポルノcase. たつる
オメガポルノcase. 千昭,111332,広里かな,Hentai;Romance,,1,name:広里かな|name:オメガポルノcase. 千昭
オメガ・シンドローム,110486,小箱あき,Romance,,1,name:小箱あき|name:オメガ・シンドローム
オレたま,30447,瀬口たかひろ;原田重光,Comedy;Ecchi;Romance;Supernatural,Seinen,2,qid:Q11566384|name:オレたま
オレって、天使,90983,硝音あや,Romance;Supernatural,,1,qid:Q11587665|name:オレって、天使
オレを満たして、勝利の女神様,146057,黒柴パン,Romance;Sports,,1,name:黒柴パン|name:オレを満たして、勝利の女神様|sub:溺愛彼氏のヘビー級えっち
カイカンドウキ,117879,本名ワコウ,Comedy;Ecchi;Romance,Seinen,1,qid:Q10644200|name:カイカンドウキ
カガクなヤツら,64471,吉川英朗,Comedy;Ecchi;Romance;Sci-Fi,,1,qid:Q11413085|name:カガクなヤツら
カッコウの夢,101356,ためこう,Drama;Romance,,1,qid:Q106478436|name:カッコウの夢
カットバック:エンドロール,210815,ヨシノ,Drama;Romance,,1,name:ヨシノ|name:カットバック:エンドロール
カフェ・デリシャス!!,143829,中田ゆみ,Hentai;Romance,,1,qid:Q11366646|name:カフェ・デリシャス!!
カラダが恋する契約結婚,146190,いち,Romance,,2,name:いち|name:カラダが恋する契約結婚
カラダだけ、甘く痺れて。,91723,はるこ,Hentai;Romance,Josei,1,name:はるこ|name:カラダだけ、甘く痺れて。
カラミざかRe:,182559,末太シノ;坂本あかみ,Comedy;Ecchi;Supernatural,,1,name:坂本あかみ|name:カラミざかRe:
カラーチャートをキミに,157298,風呂前有,Romance,,1,qid:Q11665436|name:カラーチャートをキミに
カラーレシピ,98168,はらだ,Drama;Psychological;Romance,,1,name:はらだ|name:カラーレシピ
カリギュラの恋,134218,佐藤千鳥,Romance,,1,name:みちのくアタミ|name:カリギュラの恋
カレシがいるのに,120656,柚木N',Drama;Romance,Seinen,1,qid:Q11533989|name:カレシがいるのに
カンブリアン,58975,三山のぼる,Drama;Horror;Sci-Fi,Seinen,1,qid:Q11355180|name:カンブリアン
カーストヘヴン,85531,北畠あけ乃,Drama;Psychological;Slice of Life,,1,name:緒川千世|name:カーストヘヴン
カーマスートラ,92270,長谷邦夫;永井豪,Adventure;Comedy;Ecchi;Hentai,,1,qid:Q11654038|name:カーマスートラ
ガイシューイッショク!,99340,色白好,Comedy;Ecchi;Romance,Seinen,1,qid:Q30928785|name:ガイシューイッショク!
ガチイキ挑発ナイト,97847,イクヤス,Comedy;Hentai;Romance,,1,name:イクヤス|name:ガチイキ挑発ナイト
ガールズゾンビパーティー,178981,sarako,Ecchi;Horror,Seinen,1,name:sarako|name:ガールズゾンビパーティー
ガールズトーク,96532,青野春秋,Hentai,,1,qid:Q11256629|name:ガールズトーク
ガールフレンド,133495,朔本敬子,Hentai;Romance;Slice of Life,,1,qid:Q38277645|name:ガールフレンド
キスしちゃダメなの?,208190,風呂前有,Romance,,1,qid:Q11665436|name:キスしちゃダメなの?
キスでふさいで、バレないで。,130047,ふどのふどう,Romance;Slice of Life,Josei,1,name:ふどのふどう|name:キスでふさいで、バレないで。
キスアリキ。,52511,新田祐克,Action;Hentai;Romance,,1,qid:Q274010|name:キスアリキ。
キス・アンド・ナイト,168548,羽純ハナ,Drama;Romance,,1,name:羽純ハナ|name:キス・アンド・ナイト
キズナ,95313,白沢まりも;山田デイジー;茶匡;瀬田ハルヒ;伊藤みんご;三浦瑞希,Hentai,,1,qid:Q11258469|name:キズナ
キック・アス,60347,光岡三ツ子;RomitaJohn;ジョン・ロミータJr.;マーク・ミラー;ジョン・ロミータ Jr.,Hentai,,1,name:マーク・ミラー|name:キック・アス
キミが、イイ。,146152,名仁川るい,Hentai,,1,qid:Q97191696|name:キミが、イイ。
キミの手で可愛くなりたい!,179328,Cocoapub. 2021,Drama;Romance,Josei,1,name:Cocoa|name:キミの手で可愛くなりたい!
キミの撫で方躾け方.,114724,長岡太一,Romance,,2,name:かさいちあき|name:キミの撫で方躾け方.
キミトコレカラ,85610,山本小鉄子,Comedy;Drama;Romance;Supernatural,,1,qid:Q11045541|name:キミトコレカラ
キラリティー,33055,うるし原智志,Adventure;Sci-Fi,Seinen,1,qid:Q549755|name:キラリティー
キラ・キラ,98721,高瀬志帆,Hentai,,1,qid:Q110403918|name:キラ・キラ
キンランドンス,122898,丸尾末広,Comedy;Drama;Psychological,,1,qid:Q1388268|name:キンランドンス
ギガント,100765,奥浩哉,Drama;Ecchi;Romance;Sci-Fi,Seinen,1,qid:Q2608898|name:ギガント
ギニーピッグは檻の外の夢を見ない,183671,安房さとる,Romance,,1,name:理原|name:ギニーピッグは檻の外の夢を見ない
ギフト,53101,中村かなこ,Hentai,,1,qid:Q11365176|name:ギフト
ギャルせん.,138776,植野メグル,Comedy;Ecchi;Romance;Slice of Life,Seinen,2,name:植野メグル|name:ギャルせん.
ギャルになつかれた話,151951,板場広志,Hentai,,1,qid:Q11532585|name:ギャルになつかれた話
ギラつき上司と偽装結婚!?,154644,叶依恭,Drama;Romance,,1,name:叶依恭|name:ギラつき上司と偽装結婚!?
ギリギリズム,92243,大見武士,Hentai,,1,qid:Q11438946|name:ギリギリズム
ギルティサークル,133592,門馬司;山本やみー,Comedy;Drama;Ecchi;Romance,Shounen,2,name:門馬司|name:ギルティサークル
クインズゲーム,70665,安達拓実,Hentai,,1,name:安達拓実|name:クインズゲーム
クインズシード,167047,Noise,Action;Comedy;Ecchi;Romance;Sci-Fi,Seinen,1,name:Noise|name:クインズシード
クズの正しい愛し方。,148051,,Drama;Romance,,1,name:こしの|name:クズの正しい愛し方。
クズ野郎とセフレ君,197018,伝子まねゑ,Drama;Psychological;Romance,,1,name:伝子まねゑ|name:クズ野郎とセフレ君
クソクソクソクソクソヒーロー,186216,時羽兼成,Romance,,1,name:時羽兼成|name:クソクソクソクソクソヒーロー
クソ上司はヤリ愛でるものと心得よ,134837,海野えび,Romance,,1,name:海野えび|name:クソ上司はヤリ愛でるものと心得よ
クラフトオーガズム,159178,夏鈴糖,Adventure;Comedy;Ecchi;Fantasy,,1,name:夏鈴糖|name:クラフトオーガズム
クリムゾン・スペル,30771,やまねあやの,Adventure;Fantasy;Romance,,1,qid:Q448696|name:クリムゾン・スペル
クロエと雌の園,144013,ちふゆ漫画家,Romance,,1,name:ちふゆ|name:クロエと雌の園
クロス,89746,井上紀良;梶研吾,Hentai,,1,qid:Q11373172|name:クロス
クロスアンドクライム,51755,葉月京,Drama;Ecchi;Romance,Seinen,1,qid:Q3201015|name:クロスアンドクライム
クロス・ファイア,178320,高屋良樹,Action;Comedy;Fantasy;Hentai;Mecha;Psychological;Supernatural,,1,qid:Q1079837|name:クロス・ファイア
クロネコ彼氏のあふれ方,94819,右京あやね,Romance;Supernatural,,1,qid:Q11412137|name:クロネコ彼氏のあふれ方
クロネコ彼氏のあるき方,120260,右京あやね,Hentai;Romance;Supernatural,,1,qid:Q11412137|name:クロネコ彼氏のあるき方
クロネコ彼氏のアソビ方,75335,右京あやね,Romance;Supernatural,,1,qid:Q11412137|name:クロネコ彼氏のアソビ方
クロネコ彼氏の愛し方,90314,右京あやね,Romance;Supernatural,,1,qid:Q11412137|name:クロネコ彼氏の愛し方
クロネコ彼氏の甘え方,82047,右京あやね,Drama;Romance;Supernatural,,1,qid:Q11412137|name:クロネコ彼氏の甘え方
クローゼット,152466,あいそえる,Drama;Ecchi,,1,name:あいそえる|name:クローゼット
クーデレづま,137249,,Drama;Hentai;Romance,,1,name:七草天音|name:クーデレづま
クールパイン,146258,南Q太,Ecchi;Romance,Shoujo,1,qid:Q11407271|name:クールパイン
グラぱらっ!,167995,西木田景志,Comedy;Drama;Ecchi;Romance,Shounen,1,name:桂あいり|name:グラぱらっ!
ケダモノ×スイッチ,112461,志水しゅな,Hentai;Romance,,1,name:志水しゅな|name:ケダモノ×スイッチ|sub:純情幼なじみと野獣なエッチ?
ケダモノに跪くは夜の下僕,140208,慧,Drama;Fantasy;Romance,,1,name:慧|name:ケダモノに跪くは夜の下僕
ケダモノアラシ,106013,園千代子,Fantasy;Romance,,3,name:黒井モリー|name:ケダモノアラシ
ケダモノ彼氏,91797,藍川さき;松浦千佳,Drama;Romance;Slice of Life,,2,qid:Q11622572|name:ケダモノ彼氏
ケーケン! 小鳥遊ルリのエロまんが道,90333,ちゃんぽん雅,Hentai,,1,qid:Q17350153|name:ケーケン! 小鳥遊ルリのエロまんが道
ゲスの純愛,132101,キラト瑠香,Hentai;Romance,Josei,1,name:キラト瑠香|name:ゲスの純愛
ゲーマーが異世界魂転してハーレム人生へコンティニューするそうです,160160,零覇;黒水蛇,Ecchi;Fantasy,,2,name:etose|name:ゲーマーが異世界魂転してハーレム人生へコンティニューするそうです
ゲームオブファミリア,104033,D.P,Action;Adventure;Ecchi;Fantasy,Seinen,1,qid:Q11195290|name:ゲームオブファミリア
コイシラズ,94549,栗本薫;定広美香,Drama;Hentai;Romance,,1,qid:Q11452206|name:コイシラズ
コイビト志願,32042,みなみ遥,Romance;Slice of Life,,1,qid:Q6381491|name:コイビト志願
コスプレHキーパーうめちゃん,52726,前川かずお,Ecchi;Hentai,Seinen,1,qid:Q11397148|name:コスプレHキーパーうめちゃん
コスプレ❤ドール,52593,あずまゆき,Hentai,,1,qid:Q8919606|name:コスプレ❤ドール
コスプレ刑事,47477,堂本奈央,Comedy;Ecchi;Hentai;Romance,Shoujo,1,qid:Q11427895|name:コスプレ刑事
コスメティック・プレイラバー.,110511,楢島さち,Drama;Romance;Slice of Life,,2,name:楢島さち|name:コスメティック・プレイラバー.
コペルニクスの呼吸,39700,中村明日美子,Drama;Psychological;Romance;Supernatural,,1,qid:Q4811878|name:コペルニクスの呼吸
コヨーテ,98154,座裏屋蘭丸,Action;Romance;Supernatural,,1,qid:Q57314811|name:コヨーテ
コワモテの隣人がΩだった時の対処法,176580,ニクヤ乾,Romance,,1,name:ニクヤ乾|name:コワモテの隣人がΩだった時の対処法
コワモテ上司のXLサイズが入りません!,162113,かむC,Comedy;Romance;Slice of Life,Josei,1,name:かむC|name:コワモテ上司のXLサイズが入りません!|sub:ちっぱいハムちゃんと絶倫サメくんの開発事情
コンシェルジュの恋人,91112,高城リョウ,Romance,,1,qid:Q2178375|name:コンシェルジュの恋人
コントラディクト,155928,,Romance,,1,name:大島かもめ|name:コントラディクト
コンビニん,36782,和六里ハル,Comedy;Ecchi;Romance,Seinen,1,qid:Q11417180|name:コンビニん
コーリング,45094,岡野玲子;パトリシア・A.マキリップ,Drama;Romance;Slice of Life,,2,qid:Q463053|name:コーリング
ゴクイッテン.,160999,COVE;つくは,Drama;Ecchi;Sci-Fi,,2,name:COVE|name:ゴクイッテン.
ゴージャス❤ハート,32617,東里桐子,Fantasy;Hentai,,1,qid:Q9215775|name:ゴージャス❤ハート
サイテーな高階くんは極甘な性獣でした,212162,桃凪めぐ,Romance,,1,name:桃凪めぐ|name:サイテーな高階くんは極甘な性獣でした
サイバーポルノ,174059,砂,Hentai,,1,qid:Q11587362|name:サイバーポルノ
サイレン,60245,万乗大智,Hentai,,1,qid:Q3778273|name:サイレン
サキちゃんは今夜もぺこぺこ,107690,みこくのほまれ;studio HIP-CATs,Comedy;Ecchi;Romance,Seinen,2,name:みこくのほまれ×Studio|name:サキちゃんは今夜もぺこぺこ
サキュバス&ヒットマン,117988,深見真;刻夜セイゴ,Action;Drama;Supernatural,Seinen,2,qid:Q11560276|name:サキュバス&ヒットマン
サキュバスなんかに負けない異世界生活,168350,くじらじーお,Action;Adventure;Ecchi;Fantasy,,1,name:くじらじーお|name:サキュバスなんかに負けない異世界生活
サタノファニ,98601,山田恵庸,Action;Drama;Ecchi;Mystery;Supernatural;Thriller,Seinen,2,qid:Q11470371|name:サタノファニ
サディスティックオープンマインド,194254,加東鉄瓶,Comedy;Romance,,1,name:加東鉄瓶|name:サディスティックオープンマインド
サハラの黒鷲,113370,五月女えむ,Drama;Romance,,1,name:五月女えむ|name:サハラの黒鷲
サバイバーズ・ギルト,132967,さおとめあげは,Drama;Psychological;Romance,,1,qid:Q105222311|name:サバイバーズ・ギルト
サークルゲーム,174996,村生ミオ,Drama;Thriller,Seinen,1,qid:Q11523385|name:サークルゲーム
シスタートラップ,37843,大橋薫,Comedy;Ecchi;Hentai;Romance,,1,qid:Q9019518|name:シスタートラップ
シノニム,159481,宮崎摩耶,Ecchi;Fantasy,,1,qid:Q11454332|name:シノニム
シャングリラの鳥,102809,座裏屋蘭丸,Drama;Romance,,1,qid:Q57314811|name:シャングリラの鳥
シャンパンタワーの向こう側.,192005,三原しらゆき,Drama;Romance,,2,name:りんこ|name:シャンパンタワーの向こう側.
シュガースカルとディープキス,169557,朔ヒロ,Romance;Supernatural,,1,name:朔ヒロ|name:シュガースカルとディープキス
シュガードラッグ,172144,頼長,Romance,,1,name:頼長|name:シュガードラッグ
ショジョ婚,134999,青井千寿;小島きいち,Romance;Slice of Life,Josei,1,name:青井千寿|name:ショジョ婚|sub:小日向夫婦はシてみたい
シークレットフライト,49884,環レン,Romance,,1,name:環レン|name:シークレットフライト
シーラ日記,50180,結城稜,Fantasy;Hentai;Supernatural,,1,qid:Q17225147|name:シーラ日記
ジェノサイダー,88221,秋吉宣宏;宮崎摩耶,Drama;Ecchi;Thriller,Seinen,1,qid:Q11454332|name:ジェノサイダー
ジェラシー,97518,スカーレットベリ子,Drama;Romance,,1,name:スカーレット・ベリ子|name:ジェラシー
ジェラテリアスーパーノヴァ,99416,こん炉,Drama;Romance,,1,name:キタハラリイ|name:ジェラテリアスーパーノヴァ
ジュリエットを撃て,163167,桂小町,Drama;Romance,,1,name:桂小町|name:ジュリエットを撃て
スイミングらいふ,181343,キャンベル議長,Hentai,,1,qid:Q121354870|name:スイミングらいふ
スイートハート・トリガー,99202,ニャンニャ,Comedy;Drama;Romance;Slice of Life,,1,name:ニャンニャ|name:スイートハート・トリガー
スウィートルームエスケイプ,167149,おわる,Romance,,1,name:おわる|name:スウィートルームエスケイプ
スカートの中はケダモノでした。,99486,,Drama;Romance,,1,name:ハナマルオ|name:スカートの中はケダモノでした。
スクール,45031,OKAMA,Ecchi;Hentai,Seinen,1,qid:Q7081759|name:スクール
スコール,54752,クミタ・リュウ,Hentai;Romance,,1,qid:Q11298812|name:スコール
スタンドバイミー,59981,大羽隆廣,Hentai,,1,qid:Q11438516|name:スタンドバイミー
スタンド・バイ・ミー,93638,おおや和美,Romance,,1,qid:Q9019844|name:スタンド・バイ・ミー
スタンバイ・キス,119125,那須村さっこ,Action;Drama;Hentai;Romance,,1,name:筋|name:スタンバイ・キス
スターライクワーズ,55682,ぢゅん子,Comedy;Romance,,1,qid:Q61721973|name:スターライクワーズ
スティグマ,200143,井浦秀夫,Hentai,,1,qid:Q11373668|name:スティグマ
ストラテジックラバーズ,128316,三色網戸。,Comedy;Drama;Ecchi;Mystery;Psychological;Romance,Seinen,2,name:三色網戸。|name:ストラテジックラバーズ
ストラムマイボイスレス,194264,百合アズル,Comedy;Drama;Romance,,1,name:百合アズル|name:ストラムマイボイスレス
