slug	current_authors	rakuten_author
misato-san-wa-amasugi-joushi-ni-chotto-kibishii	陽村空葉	くろたま
misen	尹胎鎬	ユン テホ/古川 綾子/金 承福
mishiranu-machi-de	野妻まゆ美	野妻まゆみ
mitarai-san-to-ishioka-kun-ga-iku	さちみりほ	島田荘司/今井ゆきる
mitasu-no-wa-kuufuku-dake-desu-ka	ごくげつ	タダノヤス
mitokon-perestroika	漫☆画太郎	まん○画太郎
mitsu-ai	長谷川潤	香森かずら
mitsu-no-aji	美里繚子	楊愛蓮/美里綾子
mitsu-no-aji-scandal	井出智香恵	井出知香恵
mitsuaikon	勝川ユミ	シラカワイチ/白石さよ
mitsuba-monogatari	幹藻ねずみ	堤　りん/七沢　またり/EURA
mitsubachi-to-enrai	皇名月	恩田　陸/皇なつき
mitsubachi-to-remonbaamu	犬居葉菜	端倉 ジル
mitsuboshi-kareshi-no-full-koosu	朝吹まり	森猫 まりり
mitsugo-chan	ニコル・ランベール	ニコル・ランベ-ル
mitsuhashi-otsuya-tokuhon	シバ	三橋乙揶
mitsuiro-office	七士七海	広枝出海/pinori
mitsume-mokushiroku	柚木N	手塚治虫/藤澤勇希
mitsuru-botsu-chan-wa-bocchi	うみハル	綾瀬れつ
mitsuru-quest	大江慎一郎	大江 しんいちろう
mitsuya-sensei-no-keikakutekina-ezuke	まつもとあやか	松本あやか
miyao-san-wa-haeteiru	わたい	TOもえ
miyazawa-kenji	村野守美	畑山 博
miyoko-asagaya-kibun	安部慎一	安部　愼一
miyoko-tagawa-kibun	安部慎一	安部　愼一
mizudako-chan-kara-wa-nigerarenai	もうれの	眼亀
mizuiro-idea	Ringo	高梨りんご
mizuiro-museum	二宮亜子	あさみゆとり
mizuiro-splash	紫・にゃ～	紫☆にゃ〜/舞阪　洸
mizuki-tama	比村奇石	水稀たま
mizukoshi-kun-wa-futtou-shitakunai-noni	陽村空葉	くろたま
mizumaho	生方めぐみ	むうりあん
mizutama-seikatsu	サライネス	サラ・イイネス
mizutamari-ni-ukabu-shima	三部敬	三部 けい
mobamin	上田敦夫	ずんだコロッケ
mobile-shinseiki-gundam-ekkusu	赤津豊	矢立肇/富野由悠季
mobile-suit-gundam	富野喜幸	コミックス
mobile-suit-gundam-dai-08-ms-shoutai	アクアロード	サンライズ
mobile-suit-gundam-dai-08ms-shoutai-u-c-0079-alpha	矢立肇|富野由悠季	飯田馬之介
mobile-suit-gundam-episode-gaido	(unknown)	ニュータイプ編集部
mobile-suit-gundam-f91-prequel	大野純二	おおの　じゅんじ/サンライズ/富野　由悠季
mobile-suit-gundam-gaiden-missing-link	大野純二	おおの　じゅんじ/矢立肇・富野由悠季/バンダイナムコゲームス
mobile-suit-gundam-gyakushuu-no-char	ときた洸一	矢立肇/富野由悠季
mobile-suit-gundam-ji-origin-msd-cucuruz-doan-no-shima	大野純二	おおの　じゅんじ/カトキ　ハジメ/ことぶき　つかさ/矢立肇・富野由悠季/サンライ
mobile-suit-gundam-seed	岩瀬昌嗣|高山瑞穂	矢立肇/富野由悠季
mobile-suit-gundam-seed-asutorei-tenkuu-no-princess	鴇田洸一	ときた　洸一/千葉　智宏（スタジオオルフェ）/矢立肇・富野由悠季
mobile-suit-gundam-seed-destiny-2005	岩瀬昌嗣|高山瑞穂|やまだたかひろ	矢立肇/富野由悠季
mobile-suit-gundam-senkou-no-hathaway	左菱虚秋	さびし　うろあき/富野由悠季・矢立肇
mobile-suit-gundam-the-movies	サンライズ (1987年)	サンライズ
mobile-suit-gundam-twilight-axis	高橋寛行	蒔島 梓/矢立 肇・富野 由悠季/Ark Performance/サンライズ
mobile-suit-gundam-uc-testament	虎哉孝征	サンライズ/福井晴敏
model	不破慎理|企画	茶屋町勝呂
model-chan-to-jimimane-san	玉崎たま	たねこ
modena-no-ken	池沢早人師	池沢さとし
modokidomo	楢島さち	蒼川なな
mofuka-no-popuri	瞳ちご	喜月かこ
mofumofu-no-kamisamasagashi	新川権兵衛	たまき
mofumofu-o-shiranakattara-jinsei-no-hanbun-wa-muda-ni-shite-ita	つきぼしりょう	片岡　とんち/ひつじのはね(ツギクル)/戸部　淑
mofumofu-yashiki-no-neko-to-ore	藤野もやむ	桑佳 あさ
moimoi-suisui	みいみつき	しでん
mokke-no-banbanzai	直木三十三	伽奈茶井子
mokutekichi-ni-touchaku-shimashita	タケオキュージュウ	鮭no.マリネ/日本サぱ協会
momo-eno-tegami	本橋雄一	北見明子/沖浦啓之
momo-oni	真敷ひさめ	嘉島ちあき
momoko-ni-tsuite	田渕由美子	田淵由美子
momonoke-togari	黒谷シュウジ	黒谷　宗史
momozono-quartet	赤井里美	赤井里実
mon-chan-to-watashi	山川イブキ	おぷうの きょうだい
mon-puchi-yome-wa-furansujin	じゃんぽ～る西	じゃんぽ〜る西
money	新岡浩美	寿限無
money-fight	hounori	ミックス・アップ
money-wars	宮川総一郎	宮川總一郎
mongaata-no-tabibito-yo	蔦屋空	野間　与太郎
monochrome	金光鉉	イム・ダリョン/キム・クァンヒョン
mononobe-koshoten-kaiki-tan	Re:	紺吉
mononoke-soul-food	草水敏	神崎 タタミ
mononokemono	ゴツボ×リュウジ	ゴツボリュウジ
monresu	青木健生	眼魔礼/茶谷葉
monster-dj	山下友美	山下和美
monster-strike-shitamachi-hello-world	おひたし熱郎	矢村いち
monstress	(unknown)	マージョリー・リュウ/サナ・タケダ/椎名 ゆかり
mori-girl	塩胡蝶	岩国　ひろひと
mori-no-hotori-de-jam-o-niru	椰子木虹	拓平/小鳩　子鈴/村上　ゆいち
morishita-tsuushin-kanameeru	森下要	もりしたかなめ
morudaibaa	伊東伸平	伊藤伸平（1960-）
mosh-pit	くれよんカンパニー	今野涼
moshikashiteshinderera	たらさわみち	たらさわみわ
moshimo-ano-hi-ni-modoretara	山本美希	本崎月子
moshimo-kubiwa-ga-hazusetanaraba	髭乃慎士	トナミショウ
mother-2-giygas-no-gyakushuu-ness-no-boukenki	伊藤あしゅら紅丸	伊藤紅丸
mother-lucy	山崎紗也夏	沖さやか
moto-kare-hiroimashita	MartínezHugo	三本 ひより
moto-kouzou-kaiseki-kenkyuusha-no-isekai-bouken-tan	ナッツ	犬社護/桐沢十三
moto-kyuutei-renkinjutsushi-no-watashi-henkyou-de-nonbiri-ryouchi-kaitaku-hajimemasu	大箕すず	たかはしツツジ/日之影ソラ/匈歌ハトリ
moto-ochikobore-koushaku-reijou-desu-the-comic	イシコ漫画家	一分咲/白鳥うしお
moto-yan-papa-to-hitsuji-sensei-yotsuba	比村奇石	水稀たま
motoshiikaazu-cafe-e-youkoso	ばどみゅーみん	ばどみゅーん
motto-dogeza-de-tanonde-mita	ふなつ一輝	ふなつ　かずき
motto-etchi-wa-shuu-7-kibou-desu	神室リツコ	ぺそ太郎
motto-naka-made-aishite-ageru	まつだいお	星乃みなみ
motto-zetsurin-yakuza	ミナモトカズキ|夏生恒|黒岬光	アンソロジー
mou-inai-kimi-to-wangan-o-aruite	ディビ	hituji
mou-sundome-wa-shineeyo	猿和香ちみ	雪野泉
moujuu-yakuza-to-doukyo-seikatsu	鹿島こたる	庭鳥ヒナコ
mound-no-taiyou	シャンプーハットこいで	水森崇史
mouryou-no-yurikago	三部敬	三部けい
mouse-guard	PetersenDavid	デイビッド・ピーターセン/柳田真坂樹
mousou-otome	いいじま凛	いいじま凜
mousou-senki-robot-zantouhei	まずりん	横尾公敏
mousou-telepathy	竹充ヒロ	NOBEL
mozzu-court-no-kuso-akuma	長岡太一	かさいちあき
ms-marvel	CamuncoliGiuseppe|BondocElmo|桜井瑞希|高山一実|S	G．ウィロー・ウィルソン/エイドリアン・アルフォナ
mudameshigurai-nintei-sareta-node-aiso-o-tsukashi-teikoku-ni-utsutte-shusse-suru	横澤しっか	澄沢 ソウタ/相野 仁/マニャ子
mugen-konteinyuu-de-mezasu-saikyou-yuusha	ユウコトリトリ	kt 60/ミヤウチ シンゴ
mugen-no-gunkan-yamato	須本壮一	本そういち
mugen-no-juunin-bakumatsu-no-show	秋山直衛	滝川 廉治/陶延 リュウ/沙村 広明
mugen-yawa	今市子	アンソロジー
mugimoto-sanpo-no-sukina-mono	藤峰式	住野よる/須藤佑実
mujikaku-na-tensai-shoujo-wa-kizukanai	きらた	伊吹 有/まきぶろ
mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tarenagasu	貞清カズヒコ	えとうヨナ/あーもんど/あんべよしろう
mukai-usagidou-nikki	海月れおな	鷹野久
muku-kano	まえじま	原田繭
mukuchi-na-koushaku-reijou-to-reitetsu-na-koutei	小牧街	押川 いい/ベキオ/藤 未都也
mukuwarenakatta-murabito-ee-kizoku-ni-hirowarete-dekiai-dekiaisareru-ue-ni-jitsu-wa-motte-ita	海産物	くもすずめ/三木 なずな/柴乃 櫂人
mumurin	仲峰紘史	岩井 勇気/佐々木 順一郎
mune-no-kodou	坂井久仁江	国枝彩香
muni-no-ichigeki	仲藤ぬい	内藤 光太郎
munou-no-akudou-ouji-wa-ikinokoritai	ニシキギカエデ|中浦トモキ	水面ミレ/サンボン
munou-no-taka	吉本祐樹	はんざき 朝未
murabito-desu-nanika	百均	鯖夢/白石　新/白蘇　ふぁみ/マイクロマガジン社
murakami-san-no-tokoro	フジモトマサル	村上春樹
muramasa	丸山哲弘	哲弘
murazukuri-game-no-npc-ga-namami-no-ningen-to-shika-omoenai	茶柱一号	森田　和彦/昼熊/海鼠
murder-murder	香穂	竹添 裕史
muse	鈴木ミニラ	鬼山 瑞樹
museum	山本ダバサ	巴 亮介
mushi-musume	森由羅	安芸 勘谷
mushi-no-joou-mayu-no-tabi	氷堂涼二	氷堂リョージ
mushijo	VirellaNik	あにき
mushikui	石川ちか	石川 チカ
mushoku-kakutou-niito-konbatto	ナマキマキセミ	若生 真也
mushoku-kyousei-shuuyoujo	昭伶	昭怜/鎌倉敦史
musuko-ga-kawaikute-shikata-ga-nai-mazoku-no-hahaoya	シンギョウガク	十五夜
musuko-ga-shishunki-o-kojirasete-iru	華桜小桃	華桜こもも
musunda-koi-no-tsutaekata	深緑野分	吉尾アキラ
mutant-taatoruzu	寿司一郎	ケビン・イーストマン/トム・ワルツ
mutant-turtles-classic-collection	彩月つかさ|EastmanKevin B|SmithTom	ケビン・イーストマン/ピーター・レアード
mutant-turtles-gaiden	菅野博之	菅野　博士
mutant-turtles-the-last-ronin	彩月つかさ|CurnowBobby|EastmanKevin B|SmithTo	ケビン・イーストマン
mutant-turtles-the-last-ronin-lost-years	彩月つかさ|EastmanKevin B|SmithTom|BishopBen|	ケビン・イーストマン/トム・ワルツ
mutant-turtles-tv-adventure	彩月つかさ|MyerSarah|中村優児|バーナムエリック	エリック・バーナム/ティム・ラティー/ルビー　翔馬　ジェームス
mutsugo-all-stars	赤塚不二夫	アンソロジー/おそ松さん製作委員会
muumin-no-bouken	JanssonTove	トーベ・ヤンソン/ノーミ・ヘーベルト
muv-luv-alternative	高橋寛行	蒔島梓/アージュ
muv-luv-alternative-total-eclipse-rising	老眼	吉宗鋼紀（ixtl／age）/ROHGUN
muzukashii-hou-no-saitoo-kun	辻恵	辻󠄀恵
my-baker	映画館	らくだ
my-girl	夢花李	佐原ミズ
my-little-inferno	小林嵩人	朝田ねむい
na-na	綱渕貴仁	綱淵貴仁
nada-sousou	こんちき	吉田紀子（脚本家）/山田秀樹
nagahama-monogatari-taishou-collection	長浜市	「長浜ものがたり大賞」実行委員会
nagai-aida-kimi-o-miteita	榎本ナリコ	野火ノビタ
nagami-rinko-no-kyoufu-tan	流水凜子	流水りんこ
nagami-san-no-hyakumonogatari	流水凜子	流水りんこ
nagami-san-no-reinou-shugyouki	流水凜子	流水りんこ
nagami-san-no-reinousha-angya	流水凜子	流水りんこ
nagamike-no-shokutaku	流水凜子	流水りんこ
nagare-inu-katchaku-monogatari	ひきの真二	ひのき真二
nagareboshi-mitaka	中城けんたろう	中城健
nagasaremono	甲良幹二郎	葉山　伸
nageki-no-bourei-wa-intai-shitai	育田せみ	蛇野　らい/槻影/チーコ
nagi	流水凜子	流水りんこ
nagori-no-yuki	尾崎未来	井上洋子（漫画家）
naisho-no-rabu-mariaaju	菅原竜	すがはらりゅう
naisho-no-yoshuu	奥田薫	森井 暁正
naite-nanka-irarenai	尾崎未来	井上洋子（漫画家）
naiteru-kimi-ga-1-ban-daisuki	あまね水咲	ともち
naitobotchi	オギノ	枩岡啓資
naka-ga-warui-nomo-oshigoto-desu	折紙ちよこ	おりがみちよこ
nakamura-koedo-to-daizu-keisuke-wa-umaku-ikanai	hounori	高瀬雅也
nakamurabashi-doubutsu-byouin-no-inu	高倉あつこ	高倉あつ子
nakanai-shukure-to-amai-kiss	高渕アスミ	南華 つくる
nakanomi	うらのりつ	NEO草野
nakanonchi-no-tameiki	高橋和希	たかはしかずき
nakaseta-sekinin-tottekure	くろばR	ナガトカヨ
naki-shoujo-no-tame-no-pavane	こげどんぼ*	コゲどんぼ
nakitai-yoru-no-kandouai	吉井ユウ|熊岡冬夕|三次マキ|北川夕夏|蒼井まもる|高見奈緒	アンソロジー
nameraretakunai-namekawa-san	小手万里	阿東 里枝
namida-no-bareebooru	塀内夏子	塀内真人
nanako-santeki-na-nichijou-rivaivaru	三部敬	瓦敬助
nanakongu	山崎紗也夏	沖さやか
nanakosantekina-nichijou-dash	三部敬	瓦 敬助
nanami-minami-wa-kagayakitai	上機しほ	屋久 ユウキ/吉田 ばな/フライ
nanashi-no-koujo-to-reikoku-koutei	山本夜	赤佐たな/藍上イオタ
nanashi-wa-ittai-daredeshou	岡﨑河亮	山田 鐘人/岡崎 河亮
nanatoshi-monogatari	三浦征隆	田中 芳樹/フクダ イクミ
nanatsu-no-taizai-seven-days-touzoku-to-seishoujo	西巻拓馬	小菊路 よう/鈴木 央/岩佐 まもる
nandemoari	小池たかし	どおくまんプロ
nanikato-mujikaku-na-joshi	言炎	相舞　みー
nanimo-kikazu-ni-dakasetekure	アラタアキ	澤村鞠子
naniwa-shounen-tanteidan	オキモト・シュウ	沖本秀子/東野圭吾
nankai-na-fujoshi	大箕すず	かおもじ
nankou-furaku-no-maoujou-e-youkoso	アオキタクト	御鷹穂積/蚕堂j1/弓取葵/ユウヒ
nankuru	姫なっつん	さだうおじ
nano-ranger	中西ゆか	渡辺伊織
nansou-satomi-hakkenden	宮添育男	みやぞえ郁雄
nante-koddai-farao-kun	関井シモン	小林拙太
naraku	山岸凉子	山岸　涼子
narikawari	大石普人	オオイシ ヒロト/長田 トヒキ
nasakenai-bokura-no-irokoi-moyou	山珠彩貴	茅なや
natsu-eno-tobira	竹宮惠子	竹宮恵子
natsu-jikan	坂井久仁江	国枝彩香
natsu-made	尾崎未来	井上洋子（漫画家）
natsuki-shizuko-sasupensu	寺口えみ	寺口ふみ/夏樹静子
natsume-no-sekai-ikai-taimaden	若宮弘明	若宮 ひろあき
natsumi-mama-no-tadaima-gohan	吹	香田　直
natsuno-no-kyou	ワタセセイゾウ	わたせ せいぞう
navagraha	ひいろ莎々	松葉 サトル/小林 裕和/小野 大輔/近藤 孝行
navillera	JIMMYpub. 2023	JIMMY/HUN
nazo-no-mizu-souchi	(unknown)	謎水
nazopon	上重☆さゆり	じょうさゆり
near-death	いまざきいつき	伊魔崎斎
necro-chronicle	鈴木狂太郎	鈴木　恭太郎
nee-chan-to-ore-to-tokidoki-sensei	わたい	TOもえ
nee-chan-wa-boku-ga-mamorutsu	九重千花	いちかわ壱
nee-mou-isso-tsukiatchau	ケンイチ	西島 黎/叶田 キズ
nega-channel	神田はるか	カワハラ恋
negative-twin-tower	けものの☆ 	けものの★
negattemo-nai-tsuihougo-kara-no-surooraifu	風緒|石ト悠良	ヤミーゴ/シュガースプーン。/なたーしゃ
negawakuba-kono-te-ni-koufuku-o	小城乃はな	メイジ/ショーン　田中/おちゃう
neiru-chan-to-fukazume-san	藤松盟|香川悠作|冬空	アンソロジー
nejikemono	夜州	肋家 竹一
neko-de-yokereba	安房さとる	やまもと りえ
neko-ga-iru-shiawase	桃ノ木みのむし	駒猫
neko-manga	槇村さとる	マガジンハウス
neko-no-hon	右京あやね	左京亜也
neko-no-kiku-chan	ぼのこ	湊文
neko-no-okite	斉藤ロクロ	目黒川うな
neko-no-ongaeshi	企画	森田宏幸/柊あおい
neko-no-te-datte-yaku-ni-tatsu	竹充ヒロ	NOBEL
neko-no-youna-nanika	栗之丸源	アヅミ　イノリ
neko-o-hirotta-hanashi	本多八十二	寺田 亜太朗
neko-puni	石田貴子	まつうらゆうこ
neko-tan	大橋ツヨシ	大橋つよし
neko-to-boku-no-hibi	BrownJeffrey	ジェフリー・ブラウン/飛田野裕子
neko-to-chiyo	伊月一	せらみっく
neko-to-shinshi-no-teiiruumu	ハイソンヤギ|吉田直子pub. 2023	モリコロス
neko-to-spica	西野きいな	鳩屋タマ
neko-to-watashi-no-hokkori-life	まつうらゆうこ	アンソロジー
neko-tono-mofumofu-kurashi	魔神ぐり子|ねこむらおたこ|まつうらゆうこ	アンソロジー
nekojiru-y-udon	山野一	ねこぢるy
nekoka-kareshi-no-ayashikata	右京あやね	左京亜也
nekokko-club	いわみちさくら	アンソロジー
nekomachi-bonsaiten	ParisiPaolo	池野みじこ
nekomamire	たらさわみち|松苗あけみ|野中のばら	アンソロジー
nekomata-to-asagohan	石田リンネ	清水アイ
nekomimi-maid-to-shounen-ouji	いつこ	さゆこ
nekomokoro	☆よしみる	乙佳佐明
nekomura-san-to-hoshi-yoriko	ほしよりこ	マガジンハウス
nekonyan-ninpouchou	谷間夢路	出井州忍
nekopan-nikki	ヒゲの筆	ぬら次郎
nekoteki-seikatsu-12-kagetsu	川崎苑子	北村夏
nekozamurai	松山花子	九州男児
nemurenu-yoru-wa-ubaini-kitene	ちふゆ漫画家	ちふゆ
nemuri-kyoushirou	柳川ヨシヒロ	柳川喜弘
nemuri-no-fuchi	白井もも吉	中村歩
nene-to-ikoku-no-mahoutsukai	夏木美香	tsugumi
neo-geo-comic	渡辺電機(株)	コミック編集部
neppuu-kairiku-bushilord-the-rising	藤真拓哉	武士団/実弥島　巧
neru-joshi	榎本ハイツ	酉川宇宙
netsu-shintouritsu	坂井久仁江	国枝彩香
netsuai-shoujo	草薙竜樹	水城かなる
neurose-dancing	山下ユタカ	山下ゆたか
never-good-enough	BIRDSTORY	CTK
new-frontier	CookeDarwyn	ダーウィン・クック/秋友　克也
new-normal	しゅがーぺろぺろ	相原瑛人
new-onnanokotachi-club	くじらいいく子	くじらいいくこ
newsman	小幡文生	ふんわり/矢島正雄
nezumi-royale	仲峰紘史	佐々木 順一郎
nhk-sono-toki-rekishi-ga-ugoita	ながいのりあき|谷口敬|小川おさむ|狩那匠|西田真基	日本放送協会
ni-no-kuni-no-hikitsugisho	tospub. 2025	tos
nichijou-no-fuchi	楠勝平	ササキバラ ゴウ
nido-tensei-shounen-wa-s-rank-boukensha-to-shite-heion-ni-sugosu	舞嶋大	十一屋　翠/イケシタ
nidome-no-jinsei-to-omottara-jitsuwa-sandome-datta-rekishi-chishiki-to-naisei-doryoku-de-fukou-na	take4|則本シゲ	麦こうちゃ
nidome-no-natsu-nido-to-aenai-kimi	SharpLiam	源 素水/赤城 大空/ぶーた
night-blood	富田安紀子	富田安紀良
nightmare-family	史群アル仙	七野　ワビせん
nigiyaka-bunko-3	ベルネ	Ｂｅｌｎｅ
nihiki-no-bull	いわしげ孝	瀬叩 龍/岩重 孝
nihonkaigun-kikkarengoukantai	枚	牧
niihao-jiangshi-kun	西東栄一	斎藤栄一（1952生）
niito-dakedo-harowa-ni-ittara-isekai-ni-tsuretekareta	さめだ小判	高野いつき/桂かすが
nijiiro-game-maker	芋畑サリー	たかし♂
nijiiro-no-toreesu	うさとさや	田中雅子（漫画家）
nijiiro-tantei-ki-tan	小川こうじ	小川浩司
nijisanji-sanba-kaani-baru	カツヲ	221/にじさんじ
nikai-kara-dekiai	Cielo	長谷河樹衣
nikkan-tenshoku-panic	宮川総一郎	水谷潤
nikokei-ikari-no-manga-deka	四宮和	マクレーン
nikoko-no-5-koma	(unknown)	255
niku-danzai	朝日曼耀	窪茶
nikujo-no-susume	あきのそら	小鳩ねねこ
nikusaikou	東村アキコ [ほか]	『このマンガがすごい!』編集部
nina-san-no-mahou-seikatsu	Ringo	高梨りんご
