slug	title	year	missing
hentai-kazoku-wa-shisen-de-okasu	変態華族は視線で犯す	2021	両方欠
hige-o-soru-soshite-joshikousei-o-hirou-each-stories	ひげを剃る。そして女子高生を拾う。Each Stories	2021	両方欠
hii-sama-muri-desu	姫様、無理です!	2021	両方欠
hikari-no-maison	光のメゾン	2021	両方欠
hikiyosetakunai-noni-supitaiken-ga-tomarimasen	引き寄せたくないのにスピ体験がとまりません	2021	両方欠
hikkomi-jian-na-shinchoujuu-tsukai-planet-intoruudaa-online-comic	引っ込み思案な神鳥獣使い-プラネットイントルーダー・オンライン-@COMIC	2021	両方欠
himitsu-to-hanazono	ひみつと花園	2021	両方欠
hiragana-osomatsu-kun	ひらがなおそまつくん	2021	両方欠
hisureba-hana-nari	秘すれば華なり	2021	両方欠
hitojichi-tachi-no-share-house	人質たちのシェアハウス	2021	両方欠
hitokui-kazoku	ひとくい家族	2021	両方欠
hitori-burari-gohan	ひとりぶらりごはん	2021	両方欠
hitorimi-tengoku	ひとりみ天国	2021	両方欠
hokenshitsu-no-nemurihime	保健室の眠り姫	2021	両方欠
hokuto-no-ken-seikimatsu-drama-satsueiden	北斗の拳世紀末ドラマ撮影伝	2021	両方欠
homo-mangaka-stripper-ni-naru	ホモ漫画家、ストリッパーになる	2021	両方欠
hon-no-mushi	本のムシ	2021	両方欠
honey-lemon-soda-side-stories	ハニーレモンソーダSide Stories	2021	両方欠
honmei-kareshi	本命彼氏	2021	両方欠
honnouji-kara-hajimeru-nobunaga-tono-tenka-touitsu	本能寺から始める信長との天下統一	2021	両方欠
hontou-ni-atta-omowazu-zawatsuku-totteoki-no-hanashi	本当にあった思わずザワつくとっておきの話	2021	両方欠
horente-tou-no-mahoutsukai	ホレンテ島の魔法使い	2021	両方欠
horeshou-no-half-elf-san	惚れ症のハーフエルフさん	2021	両方欠
hosono-fujihiko-shoki-tanpenshuu-biimen	細野不二彦初期短編集B面	2021	両方欠
hosono-fujihiko-shoki-tanpenshuu-ee-men	細野不二彦初期短編集A面	2021	両方欠
hougen-otoko-wa-goku-esu-joushi	方言男子は極S上司!?	2021	両方欠
houkago-wa-kimi-no-kanojo	放課後は君の彼女	2021	キャッチ欠
houtei-no-fantasma	法廷のファンタズマ	2021	両方欠
hyakuma-no-aruji	百魔の主	2021	両方欠
hyakunen-to-majo	百年と魔女	2021	両方欠
hyperinflation	ハイパーインフレーション	2021	両方欠
i-m-in-love	I'm in love	2021	キャッチ欠
iatsukan	威圧感◎	2021	両方欠
idol-liberty	アイドリバティ	2021	両方欠
idol-master-shainii-colors-shanimasu-everyday	アイドルマスターシャイニーカラーズシャニマスえぶりでい!	2021	両方欠
idoly-pride-beginning-of-lodestar	IDOLY PRIDE Beginning of Lodestar	2021	両方欠
ijikan-oonaa-tenshu-koutai	異時間オーナー店主交代!	2021	両方欠
ikemen-binbougami-to-doukyo-hajimemashita	イケメン貧乏神と同居はじめました!	2021	両方欠
ikemen-shachou-kai-hajimemashita	イケメン社長飼い始めました。	2021	両方欠
ikenami-shoutarou-gekiga-selection	池波正太郎劇画セレクション	2021	両方欠
iki-o-hisomete-koi-o	息をひそめて、恋を	2021	両方欠
ima-kimi-to-musubaretai	今、キミと結ばれたい	2021	両方欠
inari-sama-wa-heion-ni-kurashitai	稲荷様は平穏に暮らしたい	2021	両方欠
inchiki-no-chikara-de-sengoku-no-yo-o-kakenukero	銭(インチキ)の力で、戦国の世を駆け抜ける。	2021	両方欠
injuu-ai	淫獣愛	2021	両方欠
inrakujima	淫楽島	2021	両方欠
inshuu-hiroku-midare-mandala	因習秘録みだれまんだら	2021	両方欠
instant-life	インスタントライフ	2021	キャッチ欠
inu-virgin-road-o-aruku	犬、バージンロードを歩く	2021	両方欠
inumayuge-de-ikou-wakuwaku-inurie	犬マユゲでいこうワクワクいぬりえ	2021	両方欠
inuyama-tamaki-channel	犬山たまきちゃんねる!	2021	両方欠
invincible	インビンシブル	2021	両方欠
iridescence-reflector	イリデセンスリフレクタ	2021	両方欠
isakai-harem	諍い・ハーレム	2021	キャッチ欠
isekai-1-temo-shounen-manga-no-shujinkou-wa-ichimiri-mo-burenai	異世界行っても少年マンガの主人公は1ミリもブレない!!!	2021	両方欠
isekai-corrector	異世界コレクター	2021	両方欠
isekai-de-nanchatte-oukyuu-nurse-ni-narimashita	異世界で、なんちゃって王宮ナースになりました。	2021	両方欠
isekai-de-seikishi-no-hakooshi-shitetara-toutomi-ga-sugite-seijo-ni-natteta	異世界で聖騎士の箱推ししてたら尊みが過ぎて聖女になってた	2021	両方欠
isekai-de-seireishi-hajimemasu	異世界で精霊師はじめます。	2021	両方欠
isekai-demo-kagiya-san	異世界でも鍵屋さん	2021	両方欠
isekai-kigenzen-202-nen	異世界紀元前202年	2021	両方欠
isekai-maou-wa-fujoshi-o-zettai-nigasanai	異世界魔王は腐女子を絶対逃がさない	2021	両方欠
isekai-nanpa	異世界ナンパ	2021	両方欠
isekai-no-kouhi	異世界の皇妃	2021	両方欠
isekai-no-meitantei	異世界の名探偵	2021	両方欠
isekai-no-yakusho-de-arubaito-hajimemashita	異世界の役所でアルバイト始めました	2021	両方欠
isekai-oooku-de-jk-wa-koi-o-suru	異世界大奥でJKは恋をする	2021	両方欠
isekai-sankanou	異世界三冠王	2021	両方欠
ishimi-san-no-g-life	石見さんのGライフ	2021	両方欠
ishin-kenburoku	異新剣舞録	2021	両方欠
ishura	異修羅	2021	両方欠
isshokenmei-ni-arukoune-moudouken-kodi	いっしょにあるこうね盲導犬コディ	2021	両方欠
itsu-yame	イツやめ	2021	両方欠
itsuka-no-itsuka	いつかのいつか	2021	両方欠
itsuwari-hime-no-kari-goei	偽り姫の仮護衛!?	2021	両方欠
itterasshai-no-sono-go-de	いってらっしゃいのその後で	2021	両方欠
ittewa-ikenai-office-de-zecchou-kanri-24ji	イッてはいけない!オフィスで絶頂管理24時	2021	両方欠
ivu-no-himegoto	イヴの秘めごと	2021	両方欠
izon	依存	2021	両方欠
izon-hakusho	依存白書	2021	両方欠
izonshou-tte-nandesuka	依存症ってなんですか?	2021	両方欠
jieekeesanchi-no-sarutoru-san	JKさんちのサルトルさん	2021	両方欠
jigen-no-sakeme-ni-ochita-teni-no-saki-de	次元の裂け目に落ちた転移の先で	2021	両方欠
jigoku-no-hate-demo-aishiaou	地獄の果てでも、愛し合おう	2021	両方欠
jijiikuji	じじいくじ	2021	両方欠
jimi-riiman-honban-rec	地味リーマン、本番●rec	2021	両方欠
jinsei-ga-yori-chirakaru-shinkoku-onayami-soudanshitsu	人生がより散らかる!深刻お悩み相談室	2021	両方欠
joou-sama-no-tamago	女王様の卵	2021	両方欠
joshi-keimusho-wa-kowaiyo	女子刑務所はこわいよ	2021	両方欠
joshikousei-to-kekkon-shita-node-bakuhatsu-shimasu	女子高生と結婚したので爆発します。	2021	両方欠
junketsu-to-shinonome-sensei	純潔と東雲先生	2021	両方欠
juuhan-mitei	重版未定	2021	両方欠
juunishi-to-nezumi-to-hagureneko	十二支とネズミとはぐれ猫	2021	両方欠
k-keiko	K-keiko-	2021	両方欠
k-my	ケイ×マイ	2021	両方欠
kabukichou-no-sentakuya-san	歌舞伎町の洗濯屋さん	2021	両方欠
kafeore-wa-erikusaa	カフェオレはエリクサー	2021	キャッチ欠
kaihatsu-no-ojikan-desu	開発のお時間です	2021	両方欠
kaikin-idol	解禁(秘)アイドル	2021	両方欠
kaishin-no-ichigeki	かいしんのいちげき!	2021	キャッチ欠
kaiso-ichigenchou-hanafuda	怪鼠一見帳・花札	2021	キャッチ欠
kaite-hoshikerya-kore-o-kue	書いて欲しけりゃコレを喰え	2021	両方欠
kako-o-miru-hana	過去を見る花	2021	両方欠
kami-no-kora-no-regret	神の子らの懺悔(リグレット)	2021	両方欠
kamihitoe-rin-chan	紙一重りんちゃん	2021	両方欠
kamitama	神たま	2021	両方欠
kamitsukanaide-kisu-shiteyo	かみつかないで、キスしてよ	2021	キャッチ欠
kanbe-sensei-no-touchoku-gohan	神辺先生の当直ごはん	2021	両方欠
kannou-shousetsuka-no-mitsuiro-otogibanashi	官能小説家の蜜色お伽話	2021	両方欠
kanpeki-shitsuji-no-kawaii-himitsu	完璧執事のかわいいひみつ	2021	両方欠
kansai-joshi-ni-ijirareru-boku-no-love-jijou	関西女子にイジられるボクの恋愛事情	2021	両方欠
kanteigan	鑑定眼	2021	両方欠
karada-de-haratte-sumanai-hanashi	体で払って済まない話	2021	両方欠
karamizakari	カラミざかり	2021	キャッチ欠
karappo-no-aine	からっぽのアイネ	2021	両方欠
karisome-no-koushaku-fujin	かりそめの公爵夫人	2021	両方欠
kasouba-de-hataraku-boku-no-nichijou	火葬場で働く僕の日常	2021	両方欠
katamen	カタメン	2021	両方欠
katei-kyoushi-hitman-reborn-chaos-destiny	家庭教師ヒットマンreborn!カオスデスティニー	2021	両方欠
katekyoo-hitman-reborn-chaos-destiny	家庭教師ヒットマンreborn! chaos destiny	2021	両方欠
katekyoo-hitman-reborn-innocent-gravity	家庭教師ヒットマンreborn!イノセント・グラビティ	2021	両方欠
katekyoo-hitman-reborn-ring-royale	家庭教師ヒットマンreborn!リング・ロワイヤル	2021	両方欠
katekyoo-hitman-reborn-white-reign	家庭教師ヒットマンreborn! white reign	2021	両方欠
katsubou-suru-kajitsu	渇望する果実	2021	両方欠
kawaige-no-nai-hito	かわいげのない女	2021	両方欠
kazoku-yuugi	家族遊欺	2021	両方欠
keikenchi-chochiku-de-nonbiri-shoushin-ryokou-yuushatokoibitonitsuihousaretasenshinomu	経験値貯蓄でのんびり傷心旅行	2021	説明欠
keiyaku-hisho	契約秘書	2021	両方欠
kejime-tsukesasete-moraimasu	ケジメつけさせてもらいます。	2021	両方欠
kemono-no-lovely-sutoikku	獣のラブリーストイック	2021	両方欠
kemonotsukai-no-tensei-seijo	けもの使いの転生聖女	2021	両方欠
kenja-no-deshi-o-nanoru-kenja-gaiden	賢者の弟子を名乗る賢者外伝	2021	両方欠
kenja-no-madougu-koubou	賢者の魔道具工房	2021	両方欠
kenkyuutou-no-mayonaka-gohan	研究棟の真夜中ごはん	2021	両方欠
kenshin-to-matei-no-musuko-wa-date-janai	剣神と魔帝の息子はダテじゃない	2021	両方欠
kenzen-bishoujo-wa-shigokitai	健全美少女はシゴきたい!!	2021	両方欠
kichou-na-bou-o-motsu-neko	貴重な棒を持つネコ	2021	両方欠
kigunasu-no-otometachi	キグナスの乙女たち	2021	両方欠
kikai-nekomachi-toukyoudayori	機械・猫町・東京だより	2021	両方欠
kikansha-no-mahou-wa-tokubetsu-desu	帰還者の魔法は特別です	2021	両方欠
kimagure-walpurgis	きまぐれヴァルプルギス	2021	キャッチ欠
kimi-ga-blue-bird	君がブルーバード	2021	両方欠
kimi-ga-nozomeba	猫(きみ)が望めば	2021	両方欠
kimi-no-sensou-boku-no-hebi	君の戦争、僕の蛇	2021	両方欠
kimi-to-kazoku-ni-naru-made	キミと家族になるまで	2021	両方欠
kimiyon	きみよん	2021	両方欠
kin-no-ito	金の糸	2021	キャッチ欠
kin-to-ken	キンとケン	2021	キャッチ欠
kinki-inouryoku-no-kijutsushi	禁忌異能力の記述士	2021	両方欠
kinme-ginme-nekoyakata	金目銀目ねこ館	2021	両方欠
kinoko-no-akeko	キノコのアケコ	2021	両方欠
kintama-mukimuki-kun	筋魂!ムキムキくん	2021	両方欠
kiraware-yuusha-ni-tensei-shita-node-aisare-yuusha-o-mezashimasu	嫌われ勇者に転生したので愛され勇者を目指します!	2021	両方欠
kireina-kurokami-no-koukai-san-mushoku-to-tsukiau-kotoni-natta	きれいな黒髪の高階さん (無職) と付き合うことになった	2021	両方欠
kirimoya-hiyori	きりもやびより	2021	両方欠
kiryuu-keisatsu	機龍警察	2021	キャッチ欠
kiryuu-menkyo-totta-joshikousei	騎竜免許とった女子高生	2021	両方欠
kishuuai	奇習愛	2021	両方欠
kissa-anemone	喫茶アネモネ	2021	両方欠
kitsutsuki-tanteidokoro	啄木鳥探偵處	2021	両方欠
kiwameta-yakushi-wa-seijo-no-mahou-nimo-makemasen	極めた薬師は聖女の魔法にも負けません	2021	両方欠
kobayashi-san-no-meidoragon-okomorigurashi-no-fafuniiru	小林さんちのメイドラゴン お篭りぐらしのファフニール	2021	キャッチ欠
kochikame-higurashi-matsuri	こち亀日暮祭	2021	両方欠
kodomo-ni-natta-ore-o-tsuma-ga-mechakucha-medetekuru	子供になった俺を妻がめちゃくちゃ愛でてくる	2021	両方欠
kogepan	こげぱん	2021	両方欠
koi-no-dorei-2021	恋の奴隷	2021	両方欠
koi-no-koukishin	恋の好奇心	2021	両方欠
koi-no-michihiki	恋の満ち引き	2021	両方欠
koi-suru-shuumatsu-hoomusutei	恋する週末ホームステイ	2021	両方欠
koi-wa-ronpa-dekinai	恋は論破できない	2021	両方欠
koigakubo-kun-ni-hajimete-o-ubawaremashita	恋ケ窪くんにはじめてを奪われました	2021	両方欠
koinukei-osananajimi-wa-kyokon-de-zetsurin	子犬系幼なじみは巨根で絶倫	2021	両方欠
koisuru-panty-stocking	恋するパンティストッキング	2021	両方欠
kojiki-chuukara	古事記〈中辛〉	2021	両方欠
kokoro-ni-yasashii-tankoubon	心にやさしい単行本	2021	両方欠
kokoro-no-koe-ga-moreyasui-maid-san	心の声が漏れやすいメイドさん	2021	両方欠
komyushou-datte-motetaino	コミュ症だってモテたいの!	2021	両方欠
koneko-no-koume-san	子猫の小梅さん	2021	両方欠
konkatsu-battle-field-37	婚活バトルフィールド37	2021	両方欠
konkatsu-sensen	婚活戦線	2021	両方欠
konna-watashi-ga-ita-nante	こんな私がいたなんて	2021	両方欠
kono-gei-towa-tsukiaitakunai	このゲイとは付き合いたくない!!!	2021	両方欠
kono-uchi-tomare	このうちとまれ	2021	両方欠
konya-ore-to-sekkusu-shitoku	今夜、俺とセックスしとく?	2021	両方欠
konya-shachou-meirei-de-netoraremasu	今夜、社長命令で寝取られます。	2021	キャッチ欠
konya-wa-shanai-de-oyasuminasai	今夜は車内でおやすみなさい。	2021	両方欠
konyaku-haki-sareta-node-isekai-de-onsenyado-hajimemasu	婚約破棄されたので、異世界で温泉宿始めます	2021	両方欠
korashimete-sashiagemasutsu	懲らしめて差し上げますっ!	2021	両方欠
korogaru-onna-to-koi-no-numa	転がる女と恋の沼	2021	両方欠
korou-no-chi	孤狼の血	2021	両方欠
kosodate-afro-tanaka	子育てアフロ田中	2021	両方欠
kosodoroneko	こそどろねこ	2021	両方欠
kotoba-yuugi	言葉遊戯	2021	両方欠
kotobuki	寿	2021	両方欠
koushaku-fujin-no-50-no-ocha-recipe	公爵夫人の50のお茶レシピ	2021	両方欠
koushakuke-no-maid-ni-hyoui-shimashita	公爵家のメイドに憑依しました	2021	両方欠
koutei-to-onnakishi	皇帝と女騎士	2021	両方欠
kowai-tomodachi	怖いともだち	2021	キャッチ欠
kowamote-tenshu-no-dekiaijikomi	コワモテ店主の溺愛仕込み	2021	両方欠
kozukuri-maeve	コヅクリメイヴ	2021	キャッチ欠
kuchibiru-wa-egoisuteikku	唇はエゴイスティック	2021	両方欠
kuizunokku-shiki-otona-mo-bikkuri-shinjoushiki-quiz-book	QuizKnock式!!大人もビックリ★新常識クイズBOOK	2021	両方欠
kumichou-no-musume-wa-isekai-de-saikyou-no-kumi-o-tsukuru-tame-gokudou-musou-hajimemashita	組長の娘は異世界で最強の組を作るため極道無双はじめました	2021	両方欠
kumonoito-mushi-no-ongaeshi	クモノイト～蟲の怨返し～	2021	両方欠
kunoichi-kagerou	女忍陽炎	2021	両方欠
kurobane-hakusho	黒羽白書	2021	両方欠
kurobengoshi-no-chijou	黒弁護士の痴情	2021	両方欠
kurokage-yako-no-chuuzai-nisshi	黒影夜子の駐在日誌	2021	キャッチ欠
kuru-hi-mo-kuru-hi-mo-korona-no-manga	くる日もくる日もコロナのマンガ	2021	両方欠
kurukuru-mawase	くるくるまわせ!	2021	両方欠
kusano-to-nozomi	草野と希	2021	キャッチ欠
kusuriya-keiei-shite-mitara-rieki-ga-osoroshii-koto-ni-narimashita	薬屋経営してみたら、利益が恐ろしいことになりました	2021	両方欠
kuzu-ningen-chiryou-shimasu-jinkaku-seikei-geka	クズ人間、治療します。	2021	両方欠
kyojinyou-shingeki-no-kyojin-attack-on-titan	巨人用 進撃の巨人	2021	両方欠
kyomou-no-joou-henkyou-keibi-gaiden	虚妄の女王～辺境警備外伝～	2021	両方欠
kyoto-sasupensu-meitantei-kyasarin-no-file-ando-mystery-best-comic-iiekkusu	京都サスペンス名探偵キャサリンの事件簿&ミステリーベストコミックEX	2021	両方欠
kyou-mo-nantoka-ikitemasu	今日も、なんとか生きてます。	2021	両方欠
kyou-mo-watashi-wa-genki-desuu-kiregimi	今日もわたしは元気ですぅ!!〈キレ気味〉	2021	両方欠
kyoudai-shuffle	キョーダイシャッフル	2021	キャッチ欠
kyoujou	教場	2021	キャッチ欠
kyoukaku	侠客	2021	両方欠
kyuuketsuki-o-kau-koto-ni-narimashite	吸血鬼を飼うことになりまして	2021	キャッチ欠
kyuukyoku-shinka-shita-furudaibu-aarupiijii-ga-genjitsu-yorimo-kusogee-dattara	究極進化したフルダイブRPGが現実よりもクソゲーだったら	2021	両方欠
kyuuraisu-no-cinderella	キューライスのシンデレラ	2021	両方欠
kyuuteii-no-musume	宮廷医の娘	2021	両方欠
last-shiin-wa-gake-no-ue	ラストシーンは崖のうえ	2021	両方欠
legend-of-golgo-13-assassin-rose	Legend of ゴルゴ13 アサシン・ローズ	2021	両方欠
legend-of-golgo-13-black	Legend ofゴルゴ13 black	2021	両方欠
legend-of-golgo-13-cross-of-iron	Legend ofゴルゴ13クロス・オブ・アイアン	2021	両方欠
legend-of-golgo-13-white	Legend ofゴルゴ13 white	2021	両方欠
like-the-beast	Like the beast	2021	両方欠
linkman	リンクマン	2021	両方欠
lost-cats	ロスト・キャッツ	2021	両方欠
love-kyoudou-sensen	恋愛共同戦線	2021	両方欠
love-matoryoshika-girl	恋愛マトリョシカガール	2021	両方欠
love-no-charisma-wa-koi-o-shiranai	恋愛のカリスマは、恋を知らない。	2021	両方欠
