slug	title	kind	n_vol	n_isbn	n_harvest_cover	year
choujin-locke	超人ロック	fixable_now	66	66	21	1983
sasuke	サスケ	fixable_now	35	18	17	1963
ore-wa-teppei	おれは鉄兵	fixable_now	62	33	12	1978
abashiriikka	あばしり一家	fixable_now	21	20	12	1978
ninpen-manmaru	忍ペンまん丸	fixable_now	11	11	11	2017
ai-to-makoto	愛と誠	fixable_now	42	30	10	1975
musashi	ムサシ	fixable_now	12	10	10	1977
sunuupii-zenshuu	スヌーピー全集	fixable_now	10	10	10	2012
saiyuuki	最遊記	fixable_now	9	9	9	2002
i-ueo-boy	I・餓男	fixable_now	9	9	8	2000
menzukou	メンズ校	fixable_now	8	8	8	2007
kubikiri-asa	首斬り朝	fixable_now	22	18	7	1982
chikai-no-makyuu	ちかいの魔球	fixable_now	17	9	7	1962
sukeban-deka	スケバン刑事	fixable_now	34	26	6	1980
harenchi-gakuen	ハレンチ学園	fixable_now	25	7	6	1970
otoko-oidon	男おいどん	fixable_now	18	12	6	1975
soukaikessen	蒼海訣戰	fixable_now	10	10	6	2011
kuroi-himitsuheiki	黒い秘密兵器	fixable_now	8	8	6	1997
astro-kyuudan	アストロ球団	fixable_now	39	5	5	1974
watari	ワタリ	fixable_now	14	11	5	1972
angel	Angel	fixable_now	13	13	5	1995
matagi-rendetsu	マタギ列伝	fixable_now	12	6	5	1973
haru-ga-kita	春が来た	fixable_now	10	6	5	1978
microid-s	ミクロイドS	fixable_now	6	5	5	1977
mobile-suit-gundam	機動戦士ガンダム	fixable_now	6	5	5	1979
purantsu-doll	観用少女	fixable_now	6	6	5	1999
don-dracula	ドン・ドラキュラ	fixable_now	5	5	5	1982
nekomushi-stories	ネコムシ・ストーリーズ	fixable_now	5	5	5	2001
pangaea	PANGAEA	fixable_now	5	5	5	2008
kuu-neru-futari-sumu-futari	喰う寝るふたり住むふたり	fixable_now	5	5	5	2021
susume-pirates	すすめ!!パイレーツ	fixable_now	22	12	4	1980
suikoden	水滸伝	fixable_now	18	11	4	1969
kennedy-knights	ケネディ騎士団	fixable_now	15	4	4	1970
shuten-douji	手天童子	fixable_now	15	12	4	1978
shidenkai-no-taka	紫電改のタカ	fixable_now	12	8	4	1971
shin-obake-no-qtarou	新オバケのQ太郎	fixable_now	7	7	4	1989
gundlander	ガンドランダー	fixable_now	7	4	4	1992
sanada-kenryuu	真田剣流	fixable_now	6	4	4	1966
mach-sos	マッハSOS	fixable_now	6	4	4	1982
ijiwaru-baa-san	いじわるばあさん	fixable_now	6	6	4	1995
condor-king	コンドル・キング	fixable_now	6	4	4	1997
mahha-sanshirou	マッハ三四郎	fixable_now	6	4	4	1998
go-go-purin-teikoku	GO GO!ぷりん帝国	fixable_now	6	6	4	1999
ganso-daiyojouhan-daimonogatari	元祖大四畳半大物語	fixable_now	6	6	4	2000
tales-of-destiny-inomata-2000	Tales of Destiny	fixable_now	5	5	4	2000
tenmatenpei	天馬天平	fixable_now	5	4	4	2010
shiroi-toroika	白いトロイカ	fixable_now	4	4	4	1994
mobile-00-gundam-00	機動戦士ガンダム00	fixable_now	4	4	4	2008
coji-coji	COJI‐COJI	fixable_now	4	4	4	2009
reset-2009	リセット	fixable_now	4	4	4	2009
garasunoshiro	ガラスの城	fixable_now	16	5	3	1971
gekkou-kamen	月光仮面	fixable_now	14	6	3	1959
sutoppunii-chan	ストップ!にいちゃん	fixable_now	13	3	3	1968
yaguruma-kennosuke	矢車剣之助	fixable_now	13	10	3	1976
hit-and-run	ヒット・エンド・ラン	fixable_now	13	3	3	1979
meitantei-kageman	名たんていカゲマン	fixable_now	11	3	3	1978
douseiai	同棲愛	fixable_now	11	11	3	2000
gin-no-hanabira	銀の花びら	fixable_now	8	3	3	1969
ashitakagayaku	あした輝く	fixable_now	8	6	3	1974
sexaroid	セクサロイド	fixable_now	8	6	3	1974
manga-ka-zankoku-mono-gatari	漫画家残酷物語	fixable_now	7	3	3	1976
yakekuso-tenshi	やけくそ天使	fixable_now	7	5	3	1978
shounen-no-1	少年No.1	fixable_now	6	3	3	1970
jiro-ga-yuku	ジロがゆく	fixable_now	6	5	3	1976
stop-hibari-kun	ストップ!!ひばりくん!	fixable_now	6	6	3	1984
god-arm	ゴッド・アーム	fixable_now	5	3	3	1979
tales-of-destiny2	Tales of Destiny2	fixable_now	5	5	3	2004
rokkuboukenki	ロック冒険記	fixable_now	4	3	3	1956
99-suikan-super-99	潜水艦スーパー99	fixable_now	4	3	3	1977
chokkin	チョッキン	fixable_now	4	3	3	1978
denpa-odyssey	電波オデッセイ	fixable_now	4	4	3	2000
kikkunooni	キックの鬼	fixable_now	4	3	3	2001
koshien-no-tsuchi	甲子園の土	fixable_now	4	3	3	2006
fushigina-shounen-tezuka-1978	ふしぎな少年	fixable_now	3	3	3	1978
thrill-hakase	スリル博士	fixable_now	3	3	3	1979
two-hearts-1995	Two Hearts	fixable_now	3	3	3	1995
make-upper	メイキャッパー	fixable_now	3	3	3	1997
saint-bladers	聖闘士BLADERS	fixable_now	3	3	3	2002
wonder-three	WONDER THREE	fixable_now	3	3	3	2004
hinagiku-kenzan	ひなぎく見参!	fixable_now	3	3	3	2004
pokonyan	ポコニャン	fixable_now	3	3	3	2004
rinne-no-lagrange	輪廻のラグランジェ	fixable_now	3	3	3	2012
robodatchi	ロボダッチ	fixable_now	3	3	3	2015
hokenshigakita	保健師がきた	fixable_now	3	3	3	2023
elite-yoshinaga-2025	エリート	fixable_now	3	3	3	2025
shounen-keniya	少年ケニヤ	fixable_now	28	8	2	1953
jikken-doll-dummy-oscar	実験人形ダミー・オスカー	fixable_now	19	5	2	1979
1-2-3-to-4-5-roku	1・2・3と4・5・ロク	fixable_now	10	5	2	1977
zenigeba	銭ゲバ	fixable_now	9	4	2	1970
fire	ファイヤー!	fixable_now	9	7	2	1973
gyara	ギャラ	fixable_now	8	2	2	1980
hoshi-no-tategoto	星のたてごと	fixable_now	6	3	2	1968
ore-wa-otoko-da	おれは男だ!	fixable_now	6	2	2	1973
uchuu-senkan-yamato-1993	宇宙戦艦ヤマト	fixable_now	6	5	2	1976
uchuu-senkan-yamato	宇宙戦艦ヤマト	fixable_now	6	5	2	1976
saraba-uchiyuu-senkan-yamato	さらば宇宙戦艦ヤマト	fixable_now	6	5	2	1979
sagashiya-hagetaka-toujou	捜し屋はげ鷹登場!!	fixable_now	6	2	2	1979
maboroshi-no-futsuu-shoujo	幻想の普通少女	fixable_now	6	6	2	1987
ookami-kozou	狼小僧	fixable_now	5	2	2	1961
0	0戦はやと	fixable_now	5	2	2	1965
gun-frontier	ガンフロンティア	fixable_now	5	4	2	1977
irodori-no-koro	彩りのころ	fixable_now	5	2	2	1977
sexadoll	セクサドール	fixable_now	5	2	2	1978
cutey-honey	キューティーハニー	fixable_now	5	5	2	1992
tokoharu-boys	常春boys	fixable_now	5	4	2	1994
fuuma	風魔	fixable_now	4	2	2	1967
terashimachou-ki-tan	寺島町奇譚	fixable_now	4	2	2	1976
mangadaigaku	漫画大学	fixable_now	3	2	2	1950
senpuu-z	旋風Z	fixable_now	3	2	2	1960
shounen-harikeen	少年ハリケーン	fixable_now	3	2	2	1968
guts-jun	ガッツジュン	fixable_now	3	2	2	1976
sasuke-sasaki-2002	サスケ	fixable_now	3	2	2	1977
kaisou-nozarashi	快僧のざらし	fixable_now	3	2	2	1977
kakine-no-majo	垣根の魔女	fixable_now	3	2	2	1979
shisetsutantei-akai-kiba	私設探偵赤い牙	fixable_now	3	2	2	1981
genji-monogatari-2011	源氏物語	fixable_now	3	2	2	1982
ganso-onsen-gappa-donba	元祖温泉ガッパドンバ	fixable_now	3	2	2	1991
blue-city	ブルーシティー	fixable_now	3	3	2	1995
heroes	Heroes	fixable_now	3	3	2	1996
trigun	トライガン	fixable_now	3	3	2	1999
majutsushi-oofen-haguretabi	魔術士オーフェンはぐれ旅	fixable_now	3	3	2	2001
densha-otoko	電車男	fixable_now	3	3	2	2005
nekota-kojirou	猫田小次郎	fixable_now	3	3	2	2015
film-wa-ikiteiru	フィルムは生きている	fixable_now	2	2	2	1977
chikyuu-no-akuma	地球の悪魔	fixable_now	2	2	2	1977
yuushadan	勇者ダン	fixable_now	2	2	2	1979
chiteikoku-no-kaijin	地底国の怪人	fixable_now	2	2	2	1982
trouble-express	トラブル急行	fixable_now	2	2	2	1995
suitou	水筒	fixable_now	2	2	2	1995
chance-1996	チャンス!	fixable_now	2	2	2	1996
king-shinmura-2002	King	fixable_now	2	2	2	2002
himitsu-no-kaidan	ひみつの階段	fixable_now	2	2	2	2002
teroru-no-keifu	テロルの系譜	fixable_now	2	2	2	2002
high-score-aruko-2002	ハイスコア	fixable_now	2	2	2	2002
kouenjiatari	高円寺あたり	fixable_now	2	2	2	2002
4teen	4TEEN	fixable_now	2	2	2	2004
silver-suetsugu-2005	Silver	fixable_now	2	2	2	2005
pink-2005	ぴんく	fixable_now	2	2	2	2005
gift-2006	Gift	fixable_now	2	2	2	2006
hr	HR	fixable_now	2	2	2	2007
umeku-haisuikan	うめく排水管	fixable_now	2	2	2	2007
darling-2008	Darling!	fixable_now	2	2	2	2008
gift-2009	ぎふと	fixable_now	2	2	2	2009
engage-watanabe-2009	エンゲージ	fixable_now	2	2	2	2009
face	フェイス	fixable_now	2	2	2	2009
hpurasup	ひめぱら H+P	fixable_now	2	2	2	2011
believers	ビリーバーズ	fixable_now	2	2	2	2012
hinomaru-agete	日の丸あげて	fixable_now	2	2	2	2012
choujuu-gi-tan	蝶獣戯譚	fixable_now	2	2	2	2012
ikazuchi	雷神	fixable_now	2	2	2	2012
blazblue	BLAZBLUE	fixable_now	2	2	2	2013
chibi-mama-chan	ちびママちゃん	fixable_now	2	2	2	2015
ushinawareta-mirai-o-motomete	失われた未来を求めて	fixable_now	2	2	2	2015
face-2019	フェイス	fixable_now	2	2	2	2019
spotlight-miura-2021	スポットライト	fixable_now	2	2	2	2021
aotomidori	青と碧	fixable_now	2	2	2	2023
aakouya	あゝ、荒野	fixable_now	2	2	2	2025
koimaru	こい丸	fixable_now	2	2	2	2025
okarutotaimuzu	オカルトタイムズ	fixable_now	2	2	2	2025
goburin-airando	ゴブリンアイランド	fixable_now	2	2	2	2025
vanpaia-dekiaiparadaisu	ヴァンパイア♥溺愛パラダイス	fixable_now	2	2	2	2025
mikazukinokuni-osumansenyaichiya	三日月の国	fixable_now	2	2	2	2025
egakishi	描季師	fixable_now	2	2	2	2025
guru	GURU	fixable_now	2	2	2	2026
makkusutouun-eijaa	MAX TOONAGER	fixable_now	2	2	2	2026
ansesutaazu	アンセスターズ	fixable_now	2	2	2	2026
kutsunooto	靴の音	fixable_now	2	2	2	2026
isshokenmei-hajime-hajime-kun	いっしょけんめいハジメくん	fixable_now	17	17	1	1983
the-cop	ザ・コップ	fixable_now	13	1	1	1975
iara	イアラ	fixable_now	12	2	1	1974
again	アゲイン	fixable_now	11	3	1	1972
tank-tankuro	タンク・タンクロー	fixable_now	8	1	1	1935
lilliput	リリパット	fixable_now	7	1	1	1987
kimama-ni-idol	気ままにアイドル	fixable_now	7	7	1	1988
maki-no-kuchibue	マキの口笛	fixable_now	6	1	1	1970
shurayukihime	修羅雪姫	fixable_now	6	2	1	1973
0-shinohara-1977	0課の女	fixable_now	6	1	1	1977
elite	エリート	fixable_now	6	3	1	1977
akabee	赤兵衛	fixable_now	6	1	1	1977
scrap-gakuen	スクラップ学園	fixable_now	6	6	1	1981
akuma-kun	悪魔くん	fixable_now	6	6	1	1984
chinyuuki	珍遊記	fixable_now	6	4	1	1991
fuuten	フーテン	fixable_now	5	1	1	1972
yakyuu-doahou-den	野球どアホウ伝	fixable_now	5	3	1	1975
bouken-gabotenjima	冒険ガボテン島	fixable_now	5	5	1	1986
horobi	滅日	fixable_now	5	5	1	1987
ruriiro-princess	るり色プリンセス	fixable_now	5	5	1	1988
mirai-bouken-channel-5	未来冒険チャンネル5	fixable_now	5	5	1	1995
double-call	Double call	fixable_now	5	5	1	1996
choukyori-love-no-kodoku	長距離恋愛の孤独	fixable_now	5	5	1	1996
shin-piihyoro-ikka	新・ぴーひょろ一家	fixable_now	5	5	1	1997
nagashima-kun	ナガシマくん	fixable_now	4	1	1	1961
katamezaru	片目猿	fixable_now	4	1	1	1968
sennomesensei	千の目先生	fixable_now	4	1	1	1970
death-hunter	デスハンター	fixable_now	4	3	1	1971
gakuseitachi-no-michi	学生たちの道	fixable_now	4	1	1	1973
nyankororin	にゃんころりん	fixable_now	4	1	1	1976
kasuga-no-tsubone-1988	春日局	fixable_now	4	1	1	1988
yunohana-oyako	湯の花親子	fixable_now	4	2	1	1990
kekkon-shiyou	結婚しよう	fixable_now	4	4	1	1998
yamibana	闇華	fixable_now	4	4	1	2007
kenjuutenshi	拳銃天使	fixable_now	3	1	1	1954
kaze-no-ishimaru	風の石丸	fixable_now	3	1	1	1960
kaze-no-naka-no-cleo	風の中のクレオ	fixable_now	3	2	1	1971
shin-yajikita-douchuuki	新やじきた道中記	fixable_now	3	1	1	1972
sarutobi-sasuke	猿飛佐助	fixable_now	3	2	1	1976
hiyaku-monogatari	百物語	fixable_now	3	1	1	1976
fuutouden	風盗伝	fixable_now	3	2	1	1977
kaerazaru-toki-no-monogatari	帰らざる時の物語	fixable_now	3	2	1	1978
nogiku-no-haka	野菊の墓	fixable_now	3	2	1	1978
fujouri-nikki	不条理日記	fixable_now	3	1	1	1979
kasekitou	化石島	fixable_now	3	1	1	1979
super-sub	Superサブ	fixable_now	3	3	1	1985
grey	Grey	fixable_now	3	3	1	1986
gegege-no-kitarou-1987	ゲゲゲの鬼太郎	fixable_now	3	3	1	1987
battle-thunder	バトルサンダー	fixable_now	3	3	1	1991
tetsu-no-samuson	鉄のサムソン	fixable_now	3	1	1	1991
nonnonbaa-to-ore	のんのんばあとオレ	fixable_now	3	3	1	1992
gum-gum-punch	ガムガムパンチ	fixable_now	3	3	1	1994
isshukuippan	一宿一飯	fixable_now	3	3	1	1996
kaijin-doumei	怪人同盟	fixable_now	3	2	1	1998
katsu-kaishuu	勝海舟	fixable_now	3	2	1	2001
oni-iga-2	男弐	fixable_now	3	3	1	2003
yagyuu-hyougonosuke	柳生兵庫助	fixable_now	3	3	1	2005
helvetica-standard	Helvetica Standard	fixable_now	3	1	1	2011
shii-jiettaa-kai-to	シージェッター海斗	fixable_now	3	3	1	2012
zero-taiheiyou-senki	ZERO太平洋戦記	fixable_now	3	1	1	2018
saigou-takamori-2004	西郷隆盛	fixable_now	2	1	1	1930
yuubijin	有尾人	fixable_now	2	1	1	1949
hana-mo-arashi-mo-miyagi-2014	花も嵐も	fixable_now	2	1	1	1956
ryuusei-ouji	流星王子	fixable_now	2	1	1	1957
ougon-no-trunk	黄金のトランク	fixable_now	2	1	1	1958
kurobai-shogun	黒バイ将軍	fixable_now	2	1	1	1968
nikui-anchikishou	にくいあんちきしょう	fixable_now	2	1	1	1970
otoko-no-jouken	男の条件	fixable_now	2	1	1	1970
umidori	うみどり	fixable_now	2	1	1	1971
kawari-ooini-warau	カワリ大いに笑う!	fixable_now	2	1	1	1974
jieshika-no-sekai	ジェシカの世界	fixable_now	2	1	1	1974
nagayasu-takumi-sakuhinshuu	ながやす巧作品集	fixable_now	2	1	1	1975
daimos	ダイモス	fixable_now	2	1	1	1975
panic-world	パニック・ワールド	fixable_now	2	1	1	1975
chimamire-kannon	血まみれ観音	fixable_now	2	2	1	1975
cinderella-kun	シンデレラくん	fixable_now	2	1	1	1976
hamlet	ハムレット	fixable_now	2	1	1	1977
hatsukoi-jitai	初恋時代	fixable_now	2	1	1	1977
henjin-club	変人クラブ	fixable_now	2	1	1	1977
kekkon-no-jouken	結婚の条件	fixable_now	2	1	1	1977
juugo-no-hana-chan	銃後の花ちゃん	fixable_now	2	1	1	1978
007-sakusen	007サンダーボール作戦	fixable_now	2	1	1	1980
geta-o-haku-made	下駄を履くまで	fixable_now	2	1	1	1980
nakayoshi-techiyou	仲よし手帖	fixable_now	2	2	1	1981
natsu-eno-tobira	夏への扉	fixable_now	2	1	1	1981
uchuu-sakusen-dai-ichigou	宇宙作戦第一号	fixable_now	2	1	1	1981
aoi-hanabira	青い花びら	fixable_now	2	1	1	1981
hinomaru-gekijou	ひのまる劇場	fixable_now	2	1	1	1982
himiko-1992	HIMIKO	fixable_now	2	1	1	1984
kousha-ura-no-eleven	校舎うらのイレブン	fixable_now	2	2	1	1984
pink-2008	Pink	fixable_now	2	1	1	1985
pink	Pink	fixable_now	2	1	1	1985
norakuro-hourouki	のらくろ放浪記	fixable_now	2	2	1	1985
anna-karenina	アンナ・カレーニナ	fixable_now	2	2	1	1985
yuureidan	ゆうれい談	fixable_now	2	2	1	1986
fairy	フェアリー	fixable_now	2	2	1	1988
chibikkotenshi	ちびっこ天使	fixable_now	2	1	1	1990
hanazoushi	花草紙	fixable_now	2	2	1	1990
blue-2006	BLUE	fixable_now	2	1	1	1991
blue-sakisaka-2006	BLUE	fixable_now	2	1	1	1991
naishiyo-no-hamster	ないしょのハムスター	fixable_now	2	2	1	1991
mangaou	Mahjong まんが王	fixable_now	2	1	1	1992
natsu-no-guuwa	夏の寓話	fixable_now	2	2	1	1994
tenjinkarakusa	天人唐草	fixable_now	2	2	1	1994
miharashigaoka-nite	見晴らしガ丘にて	fixable_now	2	2	1	1994
futago-no-princess	ふたごのプリンセス	fixable_now	2	2	1	1995
romeo-to-juliet	ロミオとジュリエット	fixable_now	2	2	1	1995
jigoku-yuugi	地獄遊戯	fixable_now	2	2	1	1995
elisabeth	エリザベート	fixable_now	2	2	1	1996
jun-1997	純	fixable_now	2	2	1	1997
mach-gogogo	マッハGOGOGO	fixable_now	2	2	1	2000
kanon-usami-2003	カノン	fixable_now	2	1	1	2001
hagure-houchounin-mushuku-abare-ita-gousuke	はぐれ包丁人無宿暴れ板豪介	fixable_now	2	1	1	2003
gokuu-no-dai-bouken	悟空の大冒険	fixable_now	2	1	1	2003
matagi-no-inochi	又鬼の命	fixable_now	2	1	1	2008
sister-maria	死星マリア	fixable_now	2	2	1	2015
tsuyabanashi-sakaba-otakubaa	艶話酒場オタクバー	fixable_now	2	2	1	2020
gatenkei-shachou-wa-zetsurin-deshita	ガテン系社長は絶倫でした。	fixable_now	2	2	1	2021
hajimemashite-orenoshinyuu	はじめまして、オレの親友	fixable_now	2	2	1	2024
niji-no-hotori-de	虹のとりで	fixable_now	1	1	1	1980
ongoro-no-kamen	オンゴロの仮面	fixable_now	1	1	1	1981
kami-no-toride	紙の砦	fixable_now	1	1	1	1983
tanjou	誕生	fixable_now	1	1	1	1986
mugen-kaden	夢幻花伝	fixable_now	1	1	1	1988
ff	ff	fixable_now	1	1	1	1991
bushi-no-tamashii	武士の魂	fixable_now	1	1	1	1991
buruuju	ブルージュ	fixable_now	1	1	1	1992
hanabi	花火	fixable_now	1	1	1	1992
chippo-kun-konnichiwa	チッポくんこんにちは	fixable_now	1	1	1	1993
pluton-no-musukotachi	プルトンの息子たち	fixable_now	1	1	1	1993
yumemirukikai	夢みる機械	fixable_now	1	1	1	1993
mitsu-no-aji-watanabe-1982	蜜の味	fixable_now	1	1	1	1993
yume-no-ki	夢の記	fixable_now	1	1	1	1994
go-ahead-1981	Go ahead!!	fixable_now	1	1	1	1995
itsuka-suki-to-itte	いつか好きだと言って	fixable_now	1	1	1	1995
usagi-1996	うさぎ	fixable_now	1	1	1	1996
tsuge-yoshiharu-sakuhinshuu	つげ義春作品集	fixable_now	1	1	1	1996
virgin-shock	バージン・ショック	fixable_now	1	1	1	1996
kaidan-inuki-1996	怪談	fixable_now	1	1	1	1996
sora-ga-tottemo-aoi-kara	空がとっても青いから	fixable_now	1	1	1	1996
mint-1997	MINT	fixable_now	1	1	1	1997
hangyojin	半魚人	fixable_now	1	1	1	1997
jirujiru-ryokouki	ぢるぢる旅行記	fixable_now	1	1	1	1998
comic-otoko-no-bigaku	コミック男の美学	fixable_now	1	1	1	1998
morning-call	モーニングコール	fixable_now	1	1	1	1998
shirato-sanpei	白土三平	fixable_now	1	1	1	1998
ishinomori-shoutarou	石ノ森章太郎	fixable_now	1	1	1	1998
miagereba-tsuutenkaku	見上げれば通天閣	fixable_now	1	1	1	1998
cool-1999	Cool!	fixable_now	1	1	1	1999
siegfried	ジークフリート	fixable_now	1	1	1	1999
juunanasai	十七歳	fixable_now	1	1	1	1999
tennootoko	天の男	fixable_now	1	1	1	1999
kaze-no-koyomi	風の暦	fixable_now	1	1	1	1999
gogo-monster	GOGOモンスター	fixable_now	1	1	1	2000
oh-sunshine	Oh!サンシャイン	fixable_now	1	1	1	2000
gym-2000	ジム	fixable_now	1	1	1	2000
jiikurinde-no-komoriuta	ジークリンデの子守歌	fixable_now	1	1	1	2000
harietto-no-musume	ハリエットの娘	fixable_now	1	1	1	2000
lorient-no-aoi-sora	ロリアンの青い空	fixable_now	1	1	1	2000
chichuukai-no-ruka	地中海のルカ	fixable_now	1	1	1	2000
byakuya-no-nightingale	白夜のナイチンゲール	fixable_now	1	1	1	2000
kotoba-no-nai-raburetaa	言葉のないラブレター	fixable_now	1	1	1	2000
flower-higuri-2001	FLOWER	fixable_now	1	1	1	2001
dokutaareiku-no-kiyuushinbi	ドクターレイクの休診日	fixable_now	1	1	1	2001
yonimo-kimyouna-monogatari	世にも奇妙な物語	fixable_now	1	1	1	2001
fuyu-no-enban	冬の円盤	fixable_now	1	1	1	2001
shinjuu-ten-no-amijima	心中天網島	fixable_now	1	1	1	2001
hoshi-ni-negai-o-2001	星に願いを	fixable_now	1	1	1	2001
tsubakihime-watanabe-2001	椿姫	fixable_now	1	1	1	2001
midori-no-shoujo	緑の少女	fixable_now	1	1	1	2001
crusader-kawaso-2002	クルセイダー	fixable_now	1	1	1	2002
saraakia	サラーキア	fixable_now	1	1	1	2002
raburetaa-aruko-2002	ラブレター	fixable_now	1	1	1	2002
rakuen-2002	楽園	fixable_now	1	1	1	2002
bus-gamer	Bus gamer	fixable_now	1	1	1	2003
futaribocchi-yamakawa-2003	ふたりぼっち	fixable_now	1	1	1	2003
kiss-ni-goyoujin	キッスにご用心!	fixable_now	1	1	1	2003
motive	モーティヴ	fixable_now	1	1	1	2003
gekiga-mou-takutou-den	劇画毛沢東伝	fixable_now	1	1	1	2003
kujakusou	孔雀草	fixable_now	1	1	1	2003
rakuen-no-izumi	楽園の泉	fixable_now	1	1	1	2003
mobile-suit-gundam-yatate-1998	機動戦士ガンダム	fixable_now	1	1	1	2003
you-2003	陽	fixable_now	1	1	1	2003
help-fujiwara-2004	HELP!!	fixable_now	1	1	1	2004
iroha-soushi	いろは双紙	fixable_now	1	1	1	2004
kono-hoshi-no-nukumori	この星のぬくもり	fixable_now	1	1	1	2004
dracula-kun	どらきゅらクン	fixable_now	1	1	1	2004
chappii-to-yukaina-gebokudomo	チャッピーとゆかいな下僕ども	fixable_now	1	1	1	2004
sensei-no-okiniiri	先生のお気に入り	fixable_now	1	1	1	2004
aruiteikou-2004	歩いていこう。	fixable_now	1	1	1	2004
hakugei-kagemaru-2004	白鯨	fixable_now	1	1	1	2004
ginga	銀河	fixable_now	1	1	1	2004
cherry-2005	CHERRY	fixable_now	1	1	1	2005
himawari-ueno-2005	ひまわり	fixable_now	1	1	1	2005
motene	もてね!?	fixable_now	1	1	1	2005
iron-muscle-1969	アイアン・マッスル	fixable_now	1	1	1	2005
junk-2005	ジャンク	fixable_now	1	1	1	2005
motsu-chan	モッちゃん	fixable_now	1	1	1	2005
meitantei-shinkingu-machine-kanzendatsugoku	名探偵シンキングマシン完全脱獄	fixable_now	1	1	1	2005
kisha-ryokou	汽車旅行	fixable_now	1	1	1	2005
hai-ni-narumade	灰になるまで	fixable_now	1	1	1	2005
one-love	One Love	fixable_now	1	1	1	2006
agarime-sagarime	あがりめさがりめ	fixable_now	1	1	1	2006
carmen	カルメン	fixable_now	1	1	1	2006
medics	メディックス	fixable_now	1	1	1	2006
roman-kumi-kiyoku	ロマン組曲	fixable_now	1	1	1	2006
shin-kamen-rider	新・仮面ライダー	fixable_now	1	1	1	2006
toukyouzman	東京Zマン	fixable_now	1	1	1	2006
tsubakihime-2004	椿姫	fixable_now	1	1	1	2006
midorinotenshi	緑の天使	fixable_now	1	1	1	2006
gunyouken-yamato	軍用犬ヤマト	fixable_now	1	1	1	2006
inazuma-yarou	イナズマ野郎	fixable_now	1	1	1	2007
raburetaa-seo-2007	ラブレター	fixable_now	1	1	1	2007
mittsu-no-jubaku	三つの呪縛	fixable_now	1	1	1	2007
hoshi-ni-natta-shounen	星になった少年	fixable_now	1	1	1	2007
haru-natsu-aki-fuyu	春夏秋冬	fixable_now	1	1	1	2007
kaidan-2006	潰談	fixable_now	1	1	1	2007
otoko-to-onna-no-heya	男と女の部屋	fixable_now	1	1	1	2007
kami-sama-gofuzai	神様御不在	fixable_now	1	1	1	2007
houmurareta-reiiki	葬られた霊域	fixable_now	1	1	1	2007
miagetegoran	見上げてごらん	fixable_now	1	1	1	2007
reikai-eno-michishirube	霊界への道標	fixable_now	1	1	1	2007
kiri-no-naka-no-shoujo	霧のなかの少女	fixable_now	1	1	1	2007
mask	Mask	fixable_now	1	1	1	2008
sora-2008	そら	fixable_now	1	1	1	2008
yarisugi-konpanion-to-atashi-monogatari	やりすぎコンパニオンとアタシ物語	fixable_now	1	1	1	2008
wahhoo-aiken-ume-no-hana	わっほぉ愛犬うめのはな	fixable_now	1	1	1	2008
sentimental-shimokitazawa-2008	センチメンタル	fixable_now	1	1	1	2008
chocolate-derringer	チョコレート・デリンジャー	fixable_now	1	1	1	2008
ririifu-satsu-chan	リリーフサッちゃん	fixable_now	1	1	1	2008
yamabiko-shimai	山びこ姉妹	fixable_now	1	1	1	2008
kyoufunotoudai	恐怖の灯台	fixable_now	1	1	1	2008
himitsu-shirei-dai-3-gou	秘密指令第3号	fixable_now	1	1	1	2008
noto-no-shirokuma-urami-no-harite	能登の白クマうらみのはり手	fixable_now	1	1	1	2008
houou-gakuen-shikkoubu	鳳凰学園執行部	fixable_now	1	1	1	2008
escape-kano-2014	ESCAPE	fixable_now	1	1	1	2009
zuumu-appu-hijikata	ZOOM UP土方	fixable_now	1	1	1	2009
stitch	スティッチ	fixable_now	1	1	1	2009
midareru-megane	乱れるメガネ	fixable_now	1	1	1	2009
yume-oibito-no-mure	夢追人の群れ	fixable_now	1	1	1	2009
ooinarushoubu	大いなる勝負	fixable_now	1	1	1	2009
tenyoritakaku	天より高く	fixable_now	1	1	1	2009
kyonyuu-dragon	巨乳ドラゴン	fixable_now	1	1	1	2009
shouwaruneko	性悪猫	fixable_now	1	1	1	2009
kyuuso-wa-cheese-no-yume-o-miru	窮鼠はチーズの夢を見る	fixable_now	1	1	1	2009
kyuuso-wa-cheese-no-yume-o-miru-all-in-wan-edition	窮鼠はチーズの夢を見るオールインワンエディション	fixable_now	1	1	1	2009
kyuuso-wa-cheese-no-yume-o-miru-reboot-edition	窮鼠はチーズの夢を見るリブートエディション	fixable_now	1	1	1	2009
gohou-douji	護法童子	fixable_now	1	1	1	2009
ittou-ryoudan	鬼面石 一刀両断	fixable_now	1	1	1	2009
flowers-2010	Flowers	fixable_now	1	1	1	2010
take-the-b-studio	TAKE THE B STUDIO	fixable_now	1	1	1	2010
trash-2010	TRASH	fixable_now	1	1	1	2010
magokoro	まごころ。	fixable_now	1	1	1	2010
kiss-made-no-kyori	キスまでの距離	fixable_now	1	1	1	2010
yonmainokuin	四枚の女王	fixable_now	1	1	1	2010
mamotte-agetai	守ってあげたい	fixable_now	1	1	1	2010
shounenjiimen	少年Gメン	fixable_now	1	1	1	2010
kyoufu-no-yuusei-mazin	恐怖の遊星魔人	fixable_now	1	1	1	2010
shio-no-koe	汐の声	fixable_now	1	1	1	2010
hanakage	花影	fixable_now	1	1	1	2010
