slug	title	volumes	missing
ao-no-iris	青のアイリス	3	キャッチ欠
baba-ikuko-ga-koyonaku-bike-o-ice-wake	馬場郁子がこよなくバイクを愛す理由	3	両方欠
kiryuu-menkyo-totta-joshikousei	騎竜免許とった女子高生	3	両方欠
oniyome	鬼嫁	3	両方欠
tamashii-o-hanbun-kuwaretara-megami-sama-ni-doujou-sareta	魂を半分喰われたら女神様に同情された?	3	両方欠
makyou-seikatsu	魔境生活	3	両方欠
yomotsuhirasaka-residence	黄泉比良坂レジデンス	3	説明欠
kurobane-hakusho	黒羽白書	3	両方欠
ryuusa-no-ori	龍鎖のオリ	3	説明欠
zombie-sagashitemasu	#ゾンビさがしてます	3	説明欠
kowareta-chikyuu-no-arukikata-comic	#壊れた地球の歩き方@COMIC	3	両方欠
100-nengo-ni-tensei-shita-watashi-zense-no-juukishi-ni-kyuukon-saremashita	100年後に転生した私、前世の従騎士に求婚されました	3	両方欠
18-ji-kara-boku-no-mono	18時から僕のもの	3	両方欠
1-nichi-ikkai-hateru-made	1日1回、果てるまで…	3	キャッチ欠
29-ji-no-asagohan	29時の朝ごはん	3	両方欠
3-pungo-ni-marumaru-suru-hanashi	3分後に○○する話	3	キャッチ欠
4000-nenburi-ni-kikan-shita-dai-madoushi	4000年ぶりに帰還した大魔導士	3	両方欠
5-byou-de-omae-o-ikasete-yaruyo	5秒でお前をイかせてやるよ	3	両方欠
blast	BLAST	3	両方欠
blood-fire	BLOOD FIRE	3	両方欠
d4dj-the-prologue-of-peaky-p-key	D4DJ-The Prologue of Peaky P-key-	3	キャッチ欠
omega-one	OMEGA ONE	3	両方欠
queen	Queen	3	両方欠
ready-bravo	READY BRAVO	3	両方欠
ruby-hyousetsu-teikoku-za-comic	RWBY氷雪帝国THE COMIC	3	説明欠
sex-drive	Sex drive	3	説明欠
sub-sama-shitsuke-no-jikan-desu	Sub様、躾の時間です	3	両方欠
too-beat	Too BEAT	3	説明欠
weapons-warriors	WEAPONS & WARRIORS	3	両方欠
ekkusueru-de-oku-made-tonton-sarete-revenge-eichi-kara-nukedasenai	XLで奥までトントンされて…リベンジHから抜け出せない!	3	キャッチ欠
shop-skill-sae-areba-danjonka-shita-sekai-demo-rakushou-da	『ショップ』スキルさえあれば、ダンジョン化した世界でも楽勝だ	3	説明欠
sabitsuita-ken-o-tameshi-ni-kyouka-shite-mitara-tondemonai-maken-ni-bakemashita	【さびついた剣】を試しに強化してみたら、とんでもない魔剣に化けました	3	説明欠
anoyo-no-tasuku	あの世のタスク	3	両方欠
ayakashi-fuufu-wa-kimi-no-namae-o-mada-shiranai	あやかし夫婦は君の名前をまだ知らない。	3	両方欠
ayakashi-kura-no-kanrinin	あやかし蔵の管理人	3	両方欠
aya-to-watashi-mainichi-misoshiru	あやと私、まいにちみそ汁	3	両方欠
irodori-koukou-gasshoubu-yori	いろどり高校合唱部より	3	両方欠
utsubyou-ni-natte-manga-ga-kakenakunarimashita	うつ病になってマンガが描けなくなりました	3	説明欠
otagane	おたがね\	3	両方欠
otsu-chan-boukensha-no-senya-ichiya	おっちゃん冒険者の千夜一夜	3	両方欠
otsureai	おつれあい	3	両方欠
otonari-no-onee-san-ni-arekore-dekiaisareru-manga	おとなりのおねえさんにアレコレされるまんが	3	両方欠
omae-wa-ore-no-mono-daro	お前は俺のモノだろ?	3	両方欠
kuramashiya-kagyou	くらまし屋稼業	3	両方欠
kowai-otoko-to-hen-na-neko	こわい男とへんなねこ	3	両方欠
shibotte-ubatte-risarisa-chan	しぼってうばってリサリサちゃん!	3	両方欠
sugoi-sumaho	すごいスマホ	3	説明欠
spicy-days	すぱいしーでいず!	3	両方欠
sorette-maji-desuka	それってマジですか!?	3	両方欠
sore-wa-otona-no-jijou-desu	それは大人の事情です	3	両方欠
sonna-kao-shite-sasotteru	そんな顔して、誘ってる?	3	説明欠
tatsuki-ryou-senshuu	たつき諒選集	3	説明欠
dakara-anata-ni-koi-o-shita	だからあなたに恋をした	3	両方欠
chicchai-shima-no-dekkai-girl	ちっちゃい島のでっかいガール	3	キャッチ欠
teruteru-kensetsu	てるてる建設〈株〉	3	説明欠
torima-furo-ikane	とりま、風呂いかね?	3	説明欠
hatarake-oji-san-no-mori	はたらけ!おじさんの森	3	両方欠
ha-ra-pekotsuuringurume	はらぺこツーリングルメ	3	両方欠
hiroyuki-isekai-demo-ronpa-de-musou-shimasu	ひろゆき、異世界でも論破で無双します	3	両方欠
futsutsukamono-desu-dekiai-shite-kudasai	ふつつかものですが、溺愛してください。	3	両方欠
burari-tsuri-samurai	ぶらり釣り侍	3	両方欠
boku-mo-isshokenmei	ぼくもいっしょ!	3	両方欠
miyakomachi-chronicle	みやこまちクロニクル	3	両方欠
yajikita-gakuen-douchuuki-supinofu-hoshi-ni-kikitamae-asuku-za-stars	やじきた学園道中記スピンオフ星にききたまえ-Ask The Stars-	3	両方欠
yayakoshii-mikantachi	ややこしい蜜柑たち	3	説明欠
yarinaoshi-akuyaku-reijou-wa-osanai-otouto-tenshi-o-dekiai-shimasu-comic	やり直し悪役令嬢は、幼い弟〈天使〉を溺愛します@comic	3	両方欠
rinkane	りんかね	3	説明欠
ruruteru	るるてる	3	説明欠
ruru-hikaru	るるひかる	3	説明欠
rokopon	ろこぽん	3	説明欠
wake-wakannai-kimi-ga-suki	わけわかんないキミが好き	3	両方欠
alice-to-shieerazaado	アリスとシェエラザード	3	両方欠
yes-ka-noo-ka-hanbun-ka	イエスかノーか半分か	3	説明欠
ikigami-sairin	イキガミ再臨	3	キャッチ欠
ikemen-maid-wa-akuyaku-reijou-o-sukuu	イケメンメイドは悪役令嬢を救う	3	両方欠
witch-hand-craft	ウィッチ・ハンド・クラフト	3	両方欠
ookami-ouji-wa-netsuretsu-kyuuai-chuu	オオカミ王子は熱烈求愛中	3	両方欠
wotaku-ni-otoku-na-gal-gurashi	オタクにオトクなギャルぐらし	3	説明欠
wotaku-douryou-to-gisou-kekkon-shita-kekka-mainichi-ga-metcha-tanoshiin-dakedo	オタク同僚と偽装結婚した結果、毎日がメッチャ楽しいんだけど!	3	説明欠
all-raundaazu	オールラウンダーズ!!	3	両方欠
kanojo-wa-zettai-boku-no-koto-suki-na-hazu	カノジョは絶対、ボクのこと好きなはず	3	両方欠
capel-chan-wa-mite-hoshii	カプエルちゃんは見てほしい	3	両方欠
karada-sagashi-i	カラダ探し異	3	両方欠
kimi-no-amasa-ja-tokimekanai	キミの甘さじゃときめかない	3	キャッチ欠
gal-suke	ギャル×スケ!	3	両方欠
closet	クローゼット	3	両方欠
kenran-bankara	ケンランバンカラ	3	両方欠
gemono-ga-toosu	ゲモノが通す	3	両方欠
geemaazu-dungeon	ゲーマーズ×ダンジョン	3	両方欠
game-shoshinsha-no-mari-nee-ga-iku-buiaaruemuemuoo-nonbiri-taikenki	ゲーム初心者の真里姉が行くVRMMOのんびり?体験記	3	両方欠
koki-tsukawarete-tsuihousareta-sareta-moto-esu-rank-party-no-onimotsu-majutsushi-no-nariagari	コキ使われて追放された元Sランクパーティのお荷物魔術師の成り上がり	3	両方欠
kowai-hanashi-wa-kikudake-de	コワい話は≠(き)くだけで。	3	両方欠
sachi-to-yuuka	サチとユーカ	3	両方欠
savage-fang-ojou-sama	サベージファングお嬢様	3	説明欠
sayonara-mahoutsukai	サヨナラ魔法使い	3	説明欠
shojo-kon	ショジョ婚	3	説明欠
shiro-to-kujira	シロとくじら	3	説明欠
sukaraiti	スカライティ	3	説明欠
skill-kantei-ni-mezameta-node-akogare-no-kyonyuu-uketsukejou-o-kantei-shitara-maou-de-paddo-datta	スキル『鑑定』に目覚めたので、憧れの巨乳受付嬢を鑑定したら魔王でパッドだった件	3	両方欠
sukumizu-uchuujin-ga-mina-san-ni-otsutae-shitai-koto-ga-arimasu	スク水宇宙人がみなさんにお伝えしたいことがあります!	3	説明欠
sukeban-deka-pretend	スケバン刑事(デカ)Pretend	3	説明欠
stalker-shachou-no-karei-naru-kyuukon	ストーカー社長の華麗なる求婚	3	両方欠
sexaroid-ni-eeai-o-komete	セクサロイドにAIをこめて	3	説明欠
celebru-couple	セレブるカップル	3	両方欠
senpai-wazato-ja-nain-desu	センパイ!わざとじゃないんです!	3	説明欠
zomia	ゾミア	3	説明欠
dungeon-darake-no-isekai-ni-tensei-shitakedo-boku-no-onkei-ga-sainankan-dungeon-datta-ken	ダンジョンだらけの異世界に転生したけど僕の恩恵が最難関ダンジョンだった件	3	両方欠
tefure	テフレ。	3	両方欠
teramen	テラ麺	3	両方欠
dobe-to-nora	ドベとノラ	3	両方欠
dragon-ni-sand-hikareta-ore-no-tensei-shokunin-life	ドラゴンに三度轢かれた俺の転生職人ライフ	3	両方欠
drunk-kyonshees	ドランクキョンシーズ	3	両方欠
knuckle-knuckle	ナックルナックル	3	両方欠
neko-no-okite	ネコの掟	3	両方欠
haisupe-sugiru-jiki-shachou-ga-naze-watashi-hon-no-mushi-ni-go-shuushin	ハイスペすぎる次期社長がなぜか私 (本の虫) にご執心!?	3	両方欠
vanishing-twin	バニシング・ツイン	3	両方欠
panda-to-gokudou	パンダと極道	3	両方欠
hitman-the-shitman	ヒットマン・ザ・シットマン	3	両方欠
hippocrates-no-ikari	ヒポクラテスの怒り	3	両方欠
heroine-tarumono	ヒロインたるもの!	3	両方欠
bitter-playmate	ビタープレイメイト	3	両方欠
beautiful-place	ビューティフルプレイス	3	両方欠
baby-blooper	ベイビーブルーパー	3	両方欠
volley-volley	ボレーボレー	3	説明欠
post-kids	ポストキッズ	3	両方欠
mosaic-love-shower	モザイクラブシャワー	3	両方欠
yankee-akuyaku-reijou	ヤンキー悪役令嬢	3	説明欠
yomotsuhegui-shishanokuninokajitsu	ヨモツヘグイ	3	説明欠
rival-kon	ライバル婚	3	両方欠
last-encore	ラストアンコール	3	両方欠
leviathan	リバイアサン	3	両方欠
route	ルート	3	説明欠
retropolis-scratch	レトロポリス・スクラッチ	3	説明欠
royal-cinderella-mama	ロイヤル・シンデレラ・ママ	3	説明欠
rojikaru-shinkingu	ロジカル真王(シンキング)	3	両方欠
waruhara	ワルハラ	3	両方欠
world-s-end-bluebird	ワールズエンドブルーバード	3	説明欠
visual-prison-comics	ヴィジュアルプリズンcomics	3	両方欠
bannou-skill-choumiryou-sakusei-de-isekai-o-ikinukimasu	万能スキル『調味料作成』で異世界を生き抜きます!	3	両方欠
bannou-kaishain-sugata-kun	万能会社員菅田くん	3	両方欠
bukiyou-na-ouji-sama	不器用な王子様	3	両方欠
fukigen-itoko-ga-kawaisugite-shikatanai-side-naoki	不機嫌イトコがかわい過ぎて仕方ないside直樹	3	両方欠
fuguushoku-ningyoutsukai-no-nariagari	不遇職〈人形遣い〉の成り上がり	3	両方欠
sekai-ni-sayonara-no-kisu-o-shite	世界にさよならのキスをして	3	両方欠
sekaiichi-no-mahoutsukai-wa-deshi-ni-makenaitsu	世界一の魔法使いは弟子に負けないっ!	3	両方欠
jinrui-sonbou-cockpit-girls	人類存亡コクピットガールズ	3	両方欠
jinrui-metsubou-chokuzen-nanoni-niito-yuusha-ga-hatarakanai	人類滅亡直前なのにニート勇者が働かない	3	両方欠
konya-sushiya-de	今夜、寿司屋で。	3	両方欠
konya-mo-otto-o-uragitte-masu	今夜も夫を裏切ってます	3	両方欠
butsu-girl	仏ガール	3	両方欠
tanin-ni-wa-mienai-oryouri-no-sensei	他人には見えないお料理の先生	3	両方欠
naka-ga-warui-nomo-oshigoto-desu	仲が悪いのもお仕事です	3	両方欠
satou-fuufu-wa-amakunai	佐藤夫婦は甘くない	3	説明欠
nanto-iwareyoutomo-boku-wa-tada-no-kyuutei-shisho-desu	何と言われようとも、僕はただの宮廷司書です。	3	両方欠
yomei-ichinen-otoko-o-kau	余命一年、男をかう	3	説明欠
nisemono-ni-koi-shita-mahou-tsukai	偽物に恋した魔法使い	3	両方欠
nise-seijo-to-shiitagerareta-koushaku-reijou-wa-nidome-no-jinsei-wa-fukushuu-ni-ikiru	偽聖女と虐げられた公爵令嬢は二度目の人生は復讐に生きる	3	両方欠
youhei-to-shousetsuka	傭兵と小説家	3	説明欠
hatarake-onee-san	働け!おねえさん	3	両方欠
sensei-nisshi-homura-sensei-ha-tabun-motenai	先生日誌	3	説明欠
senpai-oishii-desuka	先輩、美味しいですか?	3	説明欠
zenryoku-de-aishite-ii-kana	全力で、愛していいかな?	3	説明欠
zenbu-tabete-ii-nougyou-otoko-wa-bukiyou-na-moujuu	全部食べていい?農業男子は不器用な猛獣	3	両方欠
meiou-sama-ga-tooru-no-desu-yo-comic	冥王様が通るのですよ!@COMIC	3	両方欠
tousei-no-kalevala	凍星のカレワラ	3	説明欠
zense-deshi-ni-korosareta-majo-desu-norowareta-deshi-ni-ai-ni-ikimasu	前世、弟子に殺された魔女ですが、呪われた弟子に会いに行きます	3	両方欠
kensen-hyoukyoku	剣仙鏢局	3	両方欠
sendagi-neko-sabou-no-bungou-gohan	千駄木ねこ茶房の文豪ごはん	3	説明欠
uranai-chan-wa-kimekirenai	占いちゃんは決めきれない!	3	両方欠
yakui-yo-arakushumi	厄いよ!アラクシュミ	3	説明欠
yuujin-ni-500-en-kashitara-shakkin-no-kata-ni-imouto-o-yokoshitekita-nodakeredo-ore-ha-ittai	友人に500円貸したら借金のカタに妹をよこしてきたのだけれど、俺は一体どうすればいいんだろう	3	説明欠
kuchidome-no-gohoubi-wa-dansou-otome-to-icha-ero-desu	口止めのご褒美は男装乙女とイチャエロです!	3	両方欠
shoukan-suru-sekai	召喚する世界	3	説明欠
kimi-wa-sukinosaurus	君はスキノサウルス	3	両方欠
waan-no-hitozakana	和庵のひと肴	3	両方欠
eigyoubu-no-saeki-san-to-kagitsuki-etchi	営業部の佐伯さんと鍵つきエッチ	3	両方欠
usotsuki-omega-ni-oshioki-o	嘘つきΩにお仕置きを	3	両方欠
yojouhan-kaitaku-nikki	四畳半開拓日記	3	両方欠
yuusha-wa-osorezu	囿者は懼れず	3	説明欠
shuuchaku-bengoshi-no-ai-ga-omosugiru	執着弁護士の愛が重すぎる	3	両方欠
yuugure-no-anata-ha-sukoshi-kubi-o-kashigete	夕暮れのあなたは、少し首をかしげて	3	説明欠
yoru-o-terasu-polaris	夜を照らすポラリス	3	両方欠
yoruko-to-otsutome-doubutsu	夜子とおつとめどうぶつ	3	両方欠
yume-de-furarete-hajimaru-yuri	夢でフラれてはじまる百合	3	説明欠
oedo-file	大江戸事件簿	3	両方欠
daizai-dungeon-kyoushuujo-no-hanmen-kyoushi	大罪ダンジョン教習所の反面教師	3	両方欠
tenshi-dattara-yokatta	天使だったらよかった	3	説明欠
tengokudou-kissaten	天国堂喫茶店	3	両方欠
tenzan-no-miko-sonin	天山の巫女ソニン	3	両方欠
joshikou-no-kohii-sensei	女子校のこひー先生	3	両方欠
joou-no-trunk	女王のトランク	3	両方欠
youtoutsukai-ga-cheat-skill-o-motte-isekai-hourou	妖刀使いがチートスキルをもって異世界放浪	3	両方欠
youkai-sumo-emaki	妖怪相撲絵巻	3	両方欠
imouto-ga-oshisugiru	妹が推しすぎる!	3	両方欠
imouto-chan-ore-risutora-sarechatta	妹ちゃん、俺リストラされちゃった	3	両方欠
metorare-kon	娶られ婚	3	両方欠
konyaku-haki-sareta-koushaku-reijou-wa-mori-ni-hikikomorimasu	婚約破棄された公爵令嬢は森に引き籠ります	3	両方欠
konyaku-haki-no-jippunmae-ni-zense-o-omoidashimashita	婚約破棄の十分前に、前世を思い出しました	3	両方欠
korou-no-chi-level2	孤狼の血LEVEL2	3	両方欠
kokou-no-bocchi-reijou-wa-hatsukoi-ouji-ni-furaretai	孤高のぼっち令嬢は初恋王子にふられたい	3	両方欠
gakkou-no-oseru-kaidan	学校の推せる怪談	3	両方欠
kanpeki-joushi-no-amai-himitsu	完璧上司の甘い秘密	3	両方欠
kyuutei-jokan-myonfa	宮廷女官ミョンファ	3	キャッチ欠
kozuma-na-kobito-no-kenshin-recipe	小妻なこびとの献身レシピ	3	両方欠
shoujotachi-no-kizuato-ni-kuchizuke-o	少女たちの痕(きずあと)にくちづけを	3	説明欠
shoujogata-heiki-aruma-chan-wa-kazoku-ni-naritai	少女型兵器(アルマちゃん)は家族になりたい	3	説明欠
mariachirudoren	少女戎機(マリアチルドレン)	3	両方欠
kyoshou	巨匠	3	両方欠
joushou-maou-no-yarinaoshi	常勝魔王のやりなおし	3	両方欠
heian-torikae-monogatari	平安とりかえ物語	3	両方欠
jakutaika-yuusha-no-restart	弱体化勇者のリスタート	3	両方欠
tsuyo-sugite-yuusha-party-o-sotsugyou-shita-saikyou-kenshi-mahou-gakuen-demo-aisareru	強すぎて勇者パーティーを卒業した最強剣士、魔法学園でも愛される	3	説明欠
koukyuu-no-hikikomorihime-ga-konotabi-kekkon-suru-sou-desu	後宮のひきこもり姫がこのたび結婚するそうです。	3	両方欠
kouhai-kun-ga-shitagi-no-himo-o-kuwaetara	後輩君が下着のヒモを咥えたら。	3	両方欠
omatsuribune	御祭舟	3	両方欠
wasureenu-majo-no-monogatari	忘れえぬ魔女の物語	3	説明欠
kaitou-kuishinbou	快盗くいしん坊	3	両方欠
shishunki-otoko-wa-douka-shite-iru	思春期男子はどうかしている。	3	両方欠
kyuu-ni-ane-ga-dekimashite	急に姉ができまして!	3	両方欠
renren-shinobi-yori	恋々忍びより	3	説明欠
nayameru-bengoshi-no-karei-naru-joshu	悩める弁護士の華麗なる助手	3	両方欠
akuyaku-reijou-wa-uwakimono-o-yurushimasen	悪役令嬢は浮気者を許しません!	3	両方欠
akuyaku-reijou-battle-royale	悪役令嬢バトルロワイヤル	3	両方欠
warumonosanchi-no-hamster	悪者さんちのハムスター	3	両方欠
dakitsubusu-made-yamenee-zo	抱きつぶすまでやめねぇぞ	3	両方欠
suteishi-yuusha-maou-no-moto-de-restart	捨て石勇者、魔王の下でリスタート	3	説明欠
saishu-wa-game-no-kihon-desu	採取はゲームの基本です!!	3	両方欠
kyoutakugoshi-no-kataomoi	教卓越しの片想い	3	両方欠
bungou-natsume-wa-ryourinin-ga-kirai	文豪ナツメは料理人が嫌い	3	両方欠
atarashii-konyakusha-wa-watashi-o-medetakute-shikata-nai	新しい婚約者は私を愛でたくて仕方ない	3	両方欠
shin-yokohama-de-aimashou	新横浜で会いましょう	3	両方欠
saotome-san-niwa-mou-desugeemu-shika-nai	早乙女さんにはもうデスゲームしかない	3	説明欠
