巻状態	種2	tier	信号	一致	残差	疑	slug	頁題	頁著者	頁最大巻	頁巻数	isbn	楽天題	楽天副題	抽出親題	抽出巻	楽天著者	出版社	レーベル	発売日	種2sid	種2題	種2巻	除外seed
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		PUBMISMATCH	piihyoro-ikka	ぴーひょろ一家	姫木薫理	9	9	9784391915679	ぴーひょろ一家（1）		ぴーひょろ一家	1	姫木薫理	主婦と生活社	MISSYCOMICS	1995年11月20日頃	13533	ぴーひょろ一家	1	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	PREFIX	story	PUBMISMATCH	piihyoro-ikka	ぴーひょろ一家	姫木薫理	9	9	9784834271348	ぴーひょろ一家（story　1）		ぴーひょろ一家(story	1	姫木薫理	ホーム社（千代田区）	ＨＭＢ	2000年04月	13533	ぴーひょろ一家	1	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	PREFIX	story	PUBMISMATCH	piihyoro-ikka	ぴーひょろ一家	姫木薫理	9	9	9784834271379	ぴーひょろ一家（story　2）		ぴーひょろ一家(story	2	姫木薫理	ホーム社（千代田区）	ＨＭＢ	2000年05月	13533	ぴーひょろ一家	2	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		PUBMISMATCH	piihyoro-ikka	ぴーひょろ一家	姫木薫理	9	9	9784391915730	ぴーひょろ一家（2）		ぴーひょろ一家	2	姫木薫理	主婦と生活社	MISSYCOMICS	1995年12月16日頃	13533	ぴーひょろ一家	2	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	PREFIX	story	PUBMISMATCH	piihyoro-ikka	ぴーひょろ一家	姫木薫理	9	9	9784834271386	ぴーひょろ一家（story　3）		ぴーひょろ一家(story	3	姫木薫理	ホーム社（千代田区）	ＨＭＢ	2000年05月	13533	ぴーひょろ一家	3	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		PUBMISMATCH	piihyoro-ikka	ぴーひょろ一家	姫木薫理	9	9	9784391915839	ぴーひょろ一家（3）		ぴーひょろ一家	3	姫木薫理	主婦と生活社	MISSYCOMICS	1996年01月20日頃	13533	ぴーひょろ一家	3	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		PUBMISMATCH	piihyoro-ikka	ぴーひょろ一家	姫木薫理	9	9	9784391915891	ぴーひょろ一家（4）		ぴーひょろ一家	4	姫木薫理	主婦と生活社	MISSYCOMICS	1996年02月20日頃	13533	ぴーひょろ一家	4	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	PREFIX	story	PUBMISMATCH	piihyoro-ikka	ぴーひょろ一家	姫木薫理	9	9	9784834271416	ぴーひょろ一家（story　4）		ぴーひょろ一家(story	4	姫木薫理	ホーム社（千代田区）	ＨＭＢ	2000年06月	13533	ぴーひょろ一家	4	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	PREFIX	story	PUBMISMATCH	piihyoro-ikka	ぴーひょろ一家	姫木薫理	9	9	9784834271461	ぴーひょろ一家（story　5）		ぴーひょろ一家(story	5	姫木薫理	ホーム社（千代田区）	ＨＭＢ	2000年07月	13533	ぴーひょろ一家	5	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	PREFIX	フルゲームの		ping-pong	ピンポン	松本大洋	9	9	9784091860897	ピンポン フルゲームの 1		ピンポン フルゲームの	1	松本 大洋	小学館	ビッグ コミックス	2014年04月	31950	ピンポン	1	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	PREFIX	フルゲームの		ping-pong	ピンポン	松本大洋	9	9	9784091860903	ピンポン フルゲームの 2		ピンポン フルゲームの	2	松本 大洋	小学館	ビッグ コミックス	2014年04月	31950	ピンポン	2	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		PUBMISMATCH	plamo-wars	プラモウォーズ	今木商事	7	7	9784835459257	プラモウォーズ 1		プラモウォーズ	1	今木商事	復刊ドットコム		2024年07月20日頃	9364	プラモウォーズ	1	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		YEARLIKE	platonic-chain	プラトニックチェーン	遠野ヤマ・渡辺浩弐	5	5	9784757512405	プラトニックチェーン（01）		プラトニックチェーン	1	遠野ヤマ/渡辺浩弐	スクウェア・エニックス	Ｇファンタジーコミックス	2004年07月	83645	プラトニックチェーン	1	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		YEARLIKE	platonic-chain	プラトニックチェーン	遠野ヤマ・渡辺浩弐	5	5	9784757513396	プラトニックチェーン（02）		プラトニックチェーン	2	遠野ヤマ/渡辺浩弐	スクウェア・エニックス	Ｇファンタジーコミックス	2004年12月	83645	プラトニックチェーン	2	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		YEARLIKE	platonic-chain	プラトニックチェーン	遠野ヤマ・渡辺浩弐	5	5	9784757514614	プラトニックチェーン（03）		プラトニックチェーン	3	遠野ヤマ/渡辺浩弐	スクウェア・エニックス	Ｇファンタジーコミックス	2005年06月	83645	プラトニックチェーン	3	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT			pluto	Pluto	浦沢直樹・手塚治虫・手塚眞	8	8	9784091874320	PLUTO（2）		PLUTO	2	浦沢直樹×手塚治虫/長崎尚志プロデュース/手塚 眞/手塚プロダクション	小学館	ビッグ コミックス	2005年04月26日	132240	Pluto	2	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	PREFIX	豪華版	EDITION	pluto	Pluto	浦沢直樹・手塚治虫・手塚眞	8	8	9784091803092	PLUTO 豪華版（3）		PLUTO 豪華版	3	浦沢直樹×手塚治虫/長崎尚志プロデュース/手塚 眞/手塚プロダクション	小学館	ビッグ コミックス	2006年03月24日	132240	Pluto	3	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	PREFIX	豪華版	EDITION	pluto	Pluto	浦沢直樹・手塚治虫・手塚眞	8	8	9784091810281	PLUTO 豪華版（4）		PLUTO 豪華版	4	浦沢直樹×手塚治虫/長崎尚志プロデュース/手塚 眞/手塚プロダクション	小学館	ビッグ コミックス	2006年12月20日	127466	Pluto	4	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT			pluto	Pluto	浦沢直樹・手塚治虫・手塚眞	8	8	9784091821270	PLUTO（6）		PLUTO	6	浦沢直樹×手塚治虫/長崎尚志プロデュース/手塚 眞/手塚プロダクション	小学館	ビッグ コミックス	2008年07月30日	132240	Pluto	6	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT			pluto	Pluto	浦沢直樹・手塚治虫・手塚眞	8	8	9784091823861	PLUTO（7）		PLUTO	7	浦沢直樹×手塚治虫/長崎尚志プロデュース/手塚 眞/手塚プロダクション	小学館	ビッグ コミックス	2009年02月27日	132240	Pluto	7	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT			pluto	Pluto	浦沢直樹・手塚治虫・手塚眞	8	8	9784091825247	PLUTO（8）	鉄腕アトム「地上最大のロボット」より	PLUTO	8	浦沢直樹/手塚治虫	小学館	ビッグコミックス	2009年06月30日	132240	Pluto	8	
OTHER_ISBN	SAME_SID	A	TITLE_MID	EXACT		DROPIMPRINT	pokkapoka	ぽっかぽか	深見じゅん	19	19	9784081061983	ぽっかぽか（vol．3（春の編））		ぽっかぽか(	3	深見じゅん	集英社	Shueisha　girls　remix	2002年05月21日頃	22258	ぽっかぽか	3	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		DROPIMPRINT	pokkapoka	ぽっかぽか	深見じゅん	19	19	9784081062249	ぽっかぽか（vol．4）		ぽっかぽか(	4	深見じゅん	集英社	Shueisha　girls　remix	2002年07月01日頃	22258	ぽっかぽか	4	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		DROPIMPRINT	pokkapoka	ぽっかぽか	深見じゅん	19	19	9784081062324	ぽっかぽか（vol．5）		ぽっかぽか(	5	深見じゅん	集英社	Shueisha　girls　remix	2002年07月15日頃	22258	ぽっかぽか	5	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		DROPIMPRINT	pokkapoka	ぽっかぽか	深見じゅん	19	19	9784081062409	ぽっかぽか（vol．6）		ぽっかぽか(	6	深見じゅん	集英社	Shueisha　girls　remix	2002年07月29日頃	22258	ぽっかぽか	6	
OTHER_ISBN	SAME_SID	A	TITLE_MID	EXACT		DROPIMPRINT	pokkapoka	ぽっかぽか	深見じゅん	19	19	9784081062959	ぽっかぽか（vol．7（秋の編））		ぽっかぽか(	7	深見じゅん	集英社	Shueisha　girls　remix	2002年11月	22258	ぽっかぽか	7	
OTHER_ISBN	SAME_SID	A	TITLE_MID	EXACT		DROPIMPRINT	pokkapoka	ぽっかぽか	深見じゅん	19	19	9784081063123	ぽっかぽか（vol．8（冬の編））		ぽっかぽか(	8	深見じゅん	集英社	Shueisha　girls　remix	2002年12月	22258	ぽっかぽか	8	
OTHER_ISBN	SAME_SID	A	TITLE_MID	EXACT		DROPIMPRINT	pokkapoka	ぽっかぽか	深見じゅん	19	19	9784081063253	ぽっかぽか（vol．9（冬の編））		ぽっかぽか(	9	深見じゅん	集英社	Shueisha　girls　remix	2003年01月	22258	ぽっかぽか	9	
OTHER_ISBN	SAME_SID	A	TITLE_MID	EXACT		DROPIMPRINT	pokkapoka	ぽっかぽか	深見じゅん	19	19	9784081063376	ぽっかぽか（vol．10（冬の編））		ぽっかぽか(	10	深見じゅん	集英社	Shueisha　girls　remix	2003年02月	22258	ぽっかぽか	10	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		PUBMISMATCH	pokonyan	ポコニャン	藤子・F・不二雄	3	3	9784124102154	ポコニャン（1）		ポコニャン	1	藤子・Ｆ・不二雄	中央公論新社	中公コミックス　藤子不二雄ランド	1988年11月	34123	ポコニャン	1	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		PUBMISMATCH	pokonyan	ポコニャン	藤子・F・不二雄	3	3	9784124102192	ポコニャン（2）		ポコニャン	2	藤子・Ｆ・不二雄	中央公論新社	中公コミックス　藤子不二雄ランド	1988年12月	34123	ポコニャン	2	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	PREFIX	復刻版	EDITION	poo-no-ichizoku	ポーの一族	萩尾望都・小池修一郎	5	5	9784091384003	ポーの一族 復刻版（1）		ポーの一族 復刻版	1	萩尾 望都	小学館	フラワーコミックス	2016年05月10日頃	37964	ポーの一族	1	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		EDITION	poo-no-ichizoku	ポーの一族	萩尾望都・小池修一郎	5	5	9784091312198	ポーの一族（1）	萩尾望都パーフェクトセレクション 6	ポーの一族	1	萩尾望都	小学館	フラワーコミックス α	2007年11月26日	37964	ポーの一族	1	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT			poo-no-ichizoku	ポーの一族	萩尾望都・小池修一郎	5	5	9784091970619	ポーの一族（volume　1）		ポーの一族(	1	萩尾望都	小学館	小学館叢書	1996年03月	37964	ポーの一族	1	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	PREFIX	復刻版	EDITION	poo-no-ichizoku	ポーの一族	萩尾望都・小池修一郎	5	5	9784091384096	ポーの一族 復刻版（2）		ポーの一族 復刻版	2	萩尾 望都	小学館	フラワーコミックス	2016年05月10日頃	37964	ポーの一族	2	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		EDITION	poo-no-ichizoku	ポーの一族	萩尾望都・小池修一郎	5	5	9784091312204	ポーの一族（2）	萩尾望都パーフェクトセレクション 7	ポーの一族	2	萩尾望都	小学館	フラワーコミックス α	2007年12月21日	37964	ポーの一族	2	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT			poo-no-ichizoku	ポーの一族	萩尾望都・小池修一郎	5	5	9784091970626	ポーの一族（volume　2）		ポーの一族(	2	萩尾望都	小学館	小学館叢書	1996年08月	37964	ポーの一族	2	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	PREFIX	復刻版	EDITION	poo-no-ichizoku	ポーの一族	萩尾望都・小池修一郎	5	5	9784091384102	ポーの一族 復刻版（3）		ポーの一族 復刻版	3	萩尾 望都	小学館	フラワーコミックス	2016年05月10日頃	37964	ポーの一族	3	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT			poo-no-ichizoku	ポーの一族	萩尾望都・小池修一郎	5	5	9784091970633	ポーの一族（volume　3）		ポーの一族(	3	萩尾望都	小学館	小学館叢書	1996年03月	37964	ポーの一族	3	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	PREFIX	復刻版	EDITION	poo-no-ichizoku	ポーの一族	萩尾望都・小池修一郎	5	5	9784091384140	ポーの一族 復刻版（4）		ポーの一族 復刻版	4	萩尾 望都	小学館	フラワーコミックス	2016年05月10日頃	37964	ポーの一族	4	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	PREFIX	復刻版	EDITION	poo-no-ichizoku	ポーの一族	萩尾望都・小池修一郎	5	5	9784091384157	ポーの一族 復刻版（5）		ポーの一族 復刻版	5	萩尾 望都	小学館	フラワーコミックス	2016年05月10日頃	37964	ポーの一族	5	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	PREFIX	《決定版》	EDITION/PUBMISMATCH	poporo-kuroisu-monogatari	ポポロクロイス物語	田森庸介	3	3	9784835454962	ポポロクロイス物語《決定版》（1）		ポポロクロイス物語《決定版》	1	田森庸介	復刊ドットコム		2017年09月	23435	ポポロクロイス物語	1	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	PREFIX	《決定版》	EDITION/PUBMISMATCH	poporo-kuroisu-monogatari	ポポロクロイス物語	田森庸介	3	3	9784835454979	ポポロクロイス物語《決定版》（2）		ポポロクロイス物語《決定版》	2	田森庸介	復刊ドットコム		2017年10月	23435	ポポロクロイス物語	2	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	PREFIX	《決定版》	EDITION/PUBMISMATCH	poporo-kuroisu-monogatari	ポポロクロイス物語	田森庸介	3	3	9784835454986	ポポロクロイス物語《決定版》（3）		ポポロクロイス物語《決定版》	3	田森庸介	復刊ドットコム		2017年11月	23435	ポポロクロイス物語	3	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		PUBMISMATCH	present	プレゼント	犬木加奈子	3	3	9784049190069	プレゼント（1）		プレゼント	1	犬木加奈子	角川書店	ザ・ホラーコミックス	1998年10月	53504	プレゼント	1	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		PUBMISMATCH	present	プレゼント	犬木加奈子	3	3	9784049190076	プレゼント（2）		プレゼント	2	犬木加奈子	角川書店	ザ・ホラーコミックス	1998年12月	53504	プレゼント	2	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		PUBMISMATCH	prince-standard	PRINCE STANDARD	別天荒人	7	7	9784861273346	Prince　standard（1）		Prince standard	1	別天荒人	マッグガーデン	Ｂｌａｄｅ　ｃｏｍｉｃｓ	2006年12月	10766	PRINCE STANDARD	1	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		PUBMISMATCH	prince-standard	PRINCE STANDARD	別天荒人	7	7	9784861273353	Prince　standard（2）		Prince standard	2	別天荒人	マッグガーデン	Ｂｌａｄｅ　ｃｏｍｉｃｓ	2006年12月	10766	PRINCE STANDARD	2	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		PUBMISMATCH	prince-standard	PRINCE STANDARD	別天荒人	7	7	9784861273469	Prince　standard（3）		Prince standard	3	別天荒人	マッグガーデン	Ｂｌａｄｅ　ｃｏｍｉｃｓ	2007年01月	10766	PRINCE STANDARD	3	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		PUBMISMATCH	prince-standard	PRINCE STANDARD	別天荒人	7	7	9784861273476	Prince　standard（4）		Prince standard	4	別天荒人	マッグガーデン	Ｂｌａｄｅ　ｃｏｍｉｃｓ	2007年01月	10766	PRINCE STANDARD	4	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		PUBMISMATCH	prince-standard	PRINCE STANDARD	別天荒人	7	7	9784861273599	Prince　standard（5）		Prince standard	5	別天荒人	マッグガーデン	Ｂｌａｄｅ　ｃｏｍｉｃｓ	2007年02月	10766	PRINCE STANDARD	5	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		PUBMISMATCH	prince-standard	PRINCE STANDARD	別天荒人	7	7	9784861273605	Prince　standard（6）		Prince standard	6	別天荒人	マッグガーデン	Ｂｌａｄｅ　ｃｏｍｉｃｓ	2007年02月	10766	PRINCE STANDARD	6	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		PUBMISMATCH	pro-wrestling-star-wars	プロレス・スターウォーズ	みのもけんじ・原康史	11	11	9784834216516	プロレス・スターウォーズ（1）		プロレス・スターウォーズ	1	原康史/みのもけんじ	ホーム社（千代田区）	ジャンプコミックスセレクション	1997年06月19日頃	83834	プロレス・スターウォーズ	1	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		PUBMISMATCH	pro-wrestling-star-wars	プロレス・スターウォーズ	みのもけんじ・原康史	11	11	9784834216523	プロレス・スターウォーズ（2）		プロレス・スターウォーズ	2	原康史/みのもけんじ	ホーム社（千代田区）	ジャンプコミックスセレクション	1997年07月18日頃	83834	プロレス・スターウォーズ	2	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		PUBMISMATCH	pro-wrestling-star-wars	プロレス・スターウォーズ	みのもけんじ・原康史	11	11	9784834216530	プロレス・スターウォーズ（3）		プロレス・スターウォーズ	3	原康史/みのもけんじ	ホーム社（千代田区）	ジャンプコミックスセレクション	1997年08月19日頃	83834	プロレス・スターウォーズ	3	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		PUBMISMATCH	pro-wrestling-star-wars	プロレス・スターウォーズ	みのもけんじ・原康史	11	11	9784834216547	プロレス・スターウォーズ（4）		プロレス・スターウォーズ	4	原康史/みのもけんじ	ホーム社（千代田区）	ジャンプコミックスセレクション	1997年09月19日頃	83834	プロレス・スターウォーズ	4	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		PUBMISMATCH	pro-wrestling-star-wars	プロレス・スターウォーズ	みのもけんじ・原康史	11	11	9784834216554	プロレス・スターウォーズ（5）		プロレス・スターウォーズ	5	原康史/みのもけんじ	集英社	ジャンプコミックスセレクション	1997年10月17日頃	83834	プロレス・スターウォーズ	5	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		PUBMISMATCH	pro-wrestling-star-wars	プロレス・スターウォーズ	みのもけんじ・原康史	11	11	9784834216561	プロレス・スターウォーズ（6）		プロレス・スターウォーズ	6	みのもけんじ	ホーム社（千代田区）	ジャンプコミックスセレクション	1997年11月19日頃	83834	プロレス・スターウォーズ	6	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		PUBMISMATCH	pro-wrestling-star-wars	プロレス・スターウォーズ	みのもけんじ・原康史	11	11	9784834216578	プロレス・スターウォーズ（7）		プロレス・スターウォーズ	7	みのもけんじ	ホーム社（千代田区）	ジャンプコミックスセレクション	1997年12月12日頃	83834	プロレス・スターウォーズ	7	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	PREFIX	13		psychometrer-eiji	サイコメトラーEiji	朝基まさし・安童夕馬	25	25	9784063533224	サイコメトラーEiji（13-1）		サイコメトラーEiji(13	1	朝基まさし/安童夕馬	講談社	ＫＰＣ	2004年08月	56240	サイコメトラーEiji	13	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	PREFIX	16		psychometrer-eiji	サイコメトラーEiji	朝基まさし・安童夕馬	25	25	9784063533552	サイコメトラーEiji（16-1）		サイコメトラーEiji(16	1	朝基まさし/安童夕馬	講談社	ＫＰＣ	2004年10月	56240	サイコメトラーEiji	16	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT			psychometrer-eiji	サイコメトラーEiji	朝基まさし・安童夕馬	25	25	9784063530735	サイコメトラーEiji（1）		サイコメトラーEiji	1	朝基まさし/安童夕馬	講談社	ＫＰＣ	2003年06月	56240	サイコメトラーEiji	1	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	PREFIX	13		psychometrer-eiji	サイコメトラーEiji	朝基まさし・安童夕馬	25	25	9784063533408	サイコメトラーEiji（13-2）		サイコメトラーEiji(13	2	朝基まさし/安童夕馬	講談社	ＫＰＣ	2004年08月	56240	サイコメトラーEiji	13	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	PREFIX	16		psychometrer-eiji	サイコメトラーEiji	朝基まさし・安童夕馬	25	25	9784063533668	サイコメトラーEiji（16-2）		サイコメトラーEiji(16	2	朝基まさし/安童夕馬	講談社	ＫＰＣ	2004年10月	56240	サイコメトラーEiji	16	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT			psychometrer-eiji	サイコメトラーEiji	朝基まさし・安童夕馬	25	25	9784063530902	サイコメトラーEiji（2）		サイコメトラーEiji	2	朝基まさし/安童夕馬	講談社	ＫＰＣ	2003年07月09日頃	56240	サイコメトラーEiji	2	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT			psychometrer-eiji	サイコメトラーEiji	朝基まさし・安童夕馬	25	25	9784063530919	サイコメトラーEiji（3）		サイコメトラーEiji	3	朝基まさし/安童夕馬	講談社	ＫＰＣ	2003年07月	56240	サイコメトラーEiji	3	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT			psychometrer-eiji	サイコメトラーEiji	朝基まさし・安童夕馬	25	25	9784063530971	サイコメトラーEiji（4）		サイコメトラーEiji	4	朝基まさし/安童夕馬	講談社	ＫＰＣ	2003年08月	56240	サイコメトラーEiji	4	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT			psychometrer-eiji	サイコメトラーEiji	朝基まさし・安童夕馬	25	25	9784063531039	サイコメトラーEiji（5）		サイコメトラーEiji	5	朝基まさし/安童夕馬	講談社	ＫＰＣ	2003年08月	56240	サイコメトラーEiji	5	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT			psychometrer-eiji	サイコメトラーEiji	朝基まさし・安童夕馬	25	25	9784063531107	サイコメトラーEiji（6）		サイコメトラーEiji	6	朝基まさし/安童夕馬	講談社	ＫＰＣ	2003年09月	56240	サイコメトラーEiji	6	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT			psychometrer-eiji	サイコメトラーEiji	朝基まさし・安童夕馬	25	25	9784063532388	サイコメトラーEiji（7）		サイコメトラーEiji	7	朝基まさし/安童夕馬	講談社	ＫＰＣ	2004年05月	56240	サイコメトラーEiji	7	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT			psychometrer-eiji	サイコメトラーEiji	朝基まさし・安童夕馬	25	25	9784063532531	サイコメトラーEiji（8）		サイコメトラーEiji	8	朝基まさし/安童夕馬	講談社	ＫＰＣ	2004年05月	56240	サイコメトラーEiji	8	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT			psychometrer-eiji	サイコメトラーEiji	朝基まさし・安童夕馬	25	25	9784063532616	サイコメトラーEiji（9）		サイコメトラーEiji	9	朝基まさし/安童夕馬	講談社	ＫＰＣ	2004年06月	56240	サイコメトラーEiji	9	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT			psychometrer-eiji	サイコメトラーEiji	朝基まさし・安童夕馬	25	25	9784063532753	サイコメトラーEiji（10）		サイコメトラーEiji	10	朝基まさし/安童夕馬	講談社	ＫＰＣ	2004年06月	56240	サイコメトラーEiji	10	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT			psychometrer-eiji	サイコメトラーEiji	朝基まさし・安童夕馬	25	25	9784063532937	サイコメトラーeiji（11）		サイコメトラーeiji	11	朝基まさし/安童夕馬	講談社	ＫＰＣ	2004年07月	56240	サイコメトラーEiji	11	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT			psychometrer-eiji	サイコメトラーEiji	朝基まさし・安童夕馬	25	25	9784063533088	サイコメトラーeiji（12）		サイコメトラーeiji	12	朝基まさし/安童夕馬	講談社	ＫＰＣ	2004年07月	56240	サイコメトラーEiji	12	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT			psychometrer-eiji	サイコメトラーEiji	朝基まさし・安童夕馬	25	25	9784063533958	サイコメトラーEiji（14）		サイコメトラーEiji	14	朝基まさし/安童夕馬	講談社	ＫＰＣ	2004年09月	56240	サイコメトラーEiji	14	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT			psychometrer-eiji	サイコメトラーEiji	朝基まさし・安童夕馬	25	25	9784063533965	サイコメトラーEiji（15）		サイコメトラーEiji	15	朝基まさし/安童夕馬	講談社	ＫＰＣ	2004年09月	56240	サイコメトラーEiji	15	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		PUBMISMATCH	pumpkin-night	パンプキンナイト	谷口世磨・外薗昌也	7	7	9784909767981	パンプキンナイト　1		パンプキンナイト	1	外薗昌也/谷口世磨	LINE Digital Frontier	LINEコミックス	2019年11月15日頃	12715	パンプキンナイト	1	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		PUBMISMATCH	pumpkin-night	パンプキンナイト	谷口世磨・外薗昌也	7	7	9784909767998	パンプキンナイト　2		パンプキンナイト	2	谷口世磨/外薗昌也	LINE Digital Frontier	LINEコミックス	2019年11月15日頃	12715	パンプキンナイト	2	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT			punk-ponk	パンク・ポンク	たちいりハルコ	12	12	9784091482112	パンク・ポンク（1）		パンク・ポンク	1	たちいりハルコ	小学館	ぴっかぴかコミックスカラー版	2005年09月	4374	パンク・ポンク	1	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT			punk-ponk	パンク・ポンク	たちいりハルコ	12	12	9784091482129	パンク・ポンク（2）		パンク・ポンク	2	たちいりハルコ	小学館	ぴっかぴかコミックスカラー版	2005年11月	4374	パンク・ポンク	2	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	PREFIX	新装版	EDITION/PUBMISMATCH	pupa	pupa	茂木清香	5	5	9784253140911	pupa新装版（1）		pupa新装版	1	茂木清香	秋田書店	ヤングチャンピオンコミックス	2015年09月10日頃	61889	pupa	1	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		DROPIMPRINT	q-and-a	QあんどA	あだち充	6	6	9784098031962	QあんどA（1）		QあんどA	1	あだち充	小学館	My　First　BIG　SPECIAL	2021年05月14日頃	41991	QあんどA	1	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT			q-and-a	QあんどA	あだち充	6	6	9784091273451	QあんどA（1）		QあんどA	1	あだち 充	小学館	少年サンデーコミックス	2016年06月10日頃	41991	QあんどA	1	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		DROPIMPRINT	q-and-a	QあんどA	あだち充	6	6	9784098032181	QあんどA（2）		QあんどA	2	あだち充	小学館	My　First　BIG　SPECIAL	2021年06月11日頃	41991	QあんどA	2	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT			q-and-a	QあんどA	あだち充	6	6	9784091273468	QあんどA（2）		QあんどA	2	あだち 充	小学館	少年サンデーコミックス	2016年07月12日頃	41991	QあんどA	2	
OTHER_ISBN	SAME_SID	A	TITLE_TAIL	EXACT		DROPIMPRINT	q-and-a	QあんどA	あだち充	6	6	9784098032389	QあんどA（3）		QあんどA	3	あだち充	小学館	My　First　BIG　SPECIAL	2021年07月09日頃	41991	QあんどA	3	
