巻状態	種2	tier	信号	一致	残差	疑	slug	頁題	頁著者	頁最大巻	頁巻数	isbn	楽天題	楽天副題	抽出親題	抽出巻	楽天著者	出版社	レーベル	発売日	種2sid	種2題	種2巻	除外seed
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	名作集	PUBMISMATCH	tezuka-osamu-1996	手塚治虫	伴俊男	1	1	9784834280111	手塚治虫名作集（10）		手塚治虫名作集	10	手塚治虫	ホーム社（千代田区）		1991年06月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	名作集	PUBMISMATCH	tezuka-osamu-1996	手塚治虫	伴俊男	1	1	9784834280128	手塚治虫名作集（11）		手塚治虫名作集	11	手塚治虫	集英社		1992年05月18日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	名作集	PUBMISMATCH	tezuka-osamu-1996	手塚治虫	伴俊男	1	1	9784834280135	手塚治虫名作集（12）		手塚治虫名作集	12	手塚治虫	集英社		1992年06月17日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	名作集	PUBMISMATCH	tezuka-osamu-1996	手塚治虫	伴俊男	1	1	9784834280142	手塚治虫名作集（13）		手塚治虫名作集	13	手塚治虫	ホーム社（千代田区）		1992年07月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	名作集	PUBMISMATCH	tezuka-osamu-1996	手塚治虫	伴俊男	1	1	9784834280159	手塚治虫名作集（14）		手塚治虫名作集	14	手塚治虫	集英社		1992年08月18日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	名作集	PUBMISMATCH	tezuka-osamu-1996	手塚治虫	伴俊男	1	1	9784834280173	手塚治虫名作集（16）		手塚治虫名作集	16	手塚治虫	集英社		1993年07月17日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	名作集	PUBMISMATCH	tezuka-osamu-1996	手塚治虫	伴俊男	1	1	9784834280203	手塚治虫名作集（19）		手塚治虫名作集	19	手塚治虫	集英社		1993年10月18日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	名作集	PUBMISMATCH	tezuka-osamu-1996	手塚治虫	伴俊男	1	1	9784834280258	手塚治虫名作集（20）		手塚治虫名作集	20	手塚治虫	集英社		1993年11月17日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	新選組	PUBMISMATCH	the-edge	the EDGE	長沢克泰	2	2	9784840109932	THE　EDGE　新選組3		THE EDGE 新選組	3	工藤　かずや/SHINYA	KADOKAWA	MFコミックス フラッパーシリーズ	2005年01月22日				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	w	PUBMISMATCH	the-innocent	イノセント	宮脇明子	1	1	9784785925574	イノセントW（2）		イノセントW	2	楠桂	少年画報社	ヤングキングコミックス	2005年07月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	w	PUBMISMATCH	the-innocent	イノセント	宮脇明子	1	1	9784785926731	イノセントW（3）		イノセントW	3	楠桂	少年画報社	ヤングキングコミックス	2006年08月				
MISSING_TAIL	ABSENT	B	TITLE_MID	PREFIX	オブファイターズ	YEARLIKE/SPINOFF/PUBMISMATCH	the-king	ザ・キング	司敬	5	5	9784881994443	ザ・キング・オブ・ファイターズ’94（外伝1巻）		ザ・キング・オブ・ファイターズ’	94	鷹岬諒	新声社	ゲーメストコミック	1998年01月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT		PUBMISMATCH	tight-rope	タイトロープ	夏目イサク	1	1	9784796241441	タイトロープ（2）		タイトロープ	2	内山まもる/前田治行	スコラ	バーガーSC	1992年01月16日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	コミックアンソロジー	SPINOFF/PUBMISMATCH	to-heart	To Heart	高雄右京・アクアプラス	3	3	9784758000444	To　Heartコミックアンソロジー（16）		To Heartコミックアンソロジー	16	アンソロジー	一迅社	DNAメディアコミックス	2002年06月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	コミックアンソロジー	SPINOFF/PUBMISMATCH	to-heart	To Heart	高雄右京・アクアプラス	3	3	9784758000758	To　Heartコミックアンソロジー（18）		To Heartコミックアンソロジー	18	アンソロジー	一迅社	IDコミックス　DNAメディアコミックス	2002年11月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	コミックアンソロジー	SPINOFF/PUBMISMATCH	to-heart-2	ToHeart2	御形屋はるか・アクアプラス	3	3	9784758002912	To　Heart2コミックアンソロジー（6）		To Heart2コミックアンソロジー	6	アンソロジー	一迅社	IDコミックス　DNAメディアコミックス	2005年12月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	コミックアンソロジー	SPINOFF/PUBMISMATCH	to-heart-2	ToHeart2	御形屋はるか・アクアプラス	3	3	9784758003018	To　Heart2コミックアンソロジー（7）		To Heart2コミックアンソロジー	7	アンソロジー	一迅社	IDコミックス　DNAメディアコミックス	2006年02月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	コミックアンソロジー	SPINOFF/PUBMISMATCH	to-heart-2	ToHeart2	御形屋はるか・アクアプラス	3	3	9784758003230	To　Heart2コミックアンソロジー（9）		To Heart2コミックアンソロジー	9	アンソロジー	一迅社	IDコミックス　DNAメディアコミックス	2006年06月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	ヒルズ高校白書	PUBMISMATCH	tokimeki	ときめき	伊東千江	2	2	9784091526533	ときめきヒルズ高校白書（3）		ときめきヒルズ高校白書	3	サイクロン猿橋	小学館	ヤングサンデーコミックス	2002年03月05日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	ごはんno	PUBMISMATCH	tokimeki	ときめき	伊東千江	2	2	9784785962647	ときめきごはん（No．9）		ときめきごはん(No.	9	アンソロジー	少年画報社	ぐる漫	2018年08月09日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	ごはんno	PUBMISMATCH	tokimeki	ときめき	伊東千江	2	2	9784785963453	ときめきごはん（No．11）		ときめきごはん(No.	11	アンソロジー	少年画報社	ぐる漫	2018年12月03日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	SUFFIX	わたしの大切な	PUBMISMATCH	tomodachi-takashi	ともだち	五十嵐かおる	1	1	9784575837063	わたしの大切なともだち（2）		わたしの大切なともだち	2	袴田めら	双葉社	アクションコミックス　ＣＯＭＩＣ　ＨＩＧＨ’Ｓ　ＢＲＡＮＤ	2009年12月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	SUFFIX	わたしの大切な	PUBMISMATCH	tomodachi-takashi	ともだち	五十嵐かおる	1	1	9784575837568	わたしの大切なともだち（3）		わたしの大切なともだち	3	袴田めら	双葉社	アクションコミックス　COMIC　HIGH’S　BRAND	2010年04月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	スヌーピー	PUBMISMATCH	totteoki	とっておき	みこくのほまれ	1	1	9784594030421	とっておき「スヌーピー」（vol．2）		とっておき「スヌーピー」(	2	チャールズ・モンロー・シュルツ	産經新聞出版		2000年12月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	スヌーピー	PUBMISMATCH	totteoki	とっておき	みこくのほまれ	1	1	9784594031534	とっておき「スヌーピー」（vol．3）		とっておき「スヌーピー」(	3	チャールズ・モンロー・シュルツ	産經新聞出版		2001年05月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	スヌーピー	PUBMISMATCH	totteoki	とっておき	みこくのほまれ	1	1	9784594033231	とっておき「スヌーピー」（vol．4）		とっておき「スヌーピー」(	4	チャールズ・モンロー・シュルツ	産經新聞出版		2001年11月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	スヌーピー	PUBMISMATCH	totteoki	とっておき	みこくのほまれ	1	1	9784594035785	とっておき「スヌーピー」（vol．5）		とっておき「スヌーピー」(	5	チャールズ・モンロー・シュルツ	産經新聞出版		2002年06月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	スヌーピー	PUBMISMATCH	totteoki	とっておき	みこくのほまれ	1	1	9784594038014	とっておき「スヌーピー」（vol．6）		とっておき「スヌーピー」(	6	チャールズ・モンロー・シュルツ	産經新聞出版		2002年11月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	スヌーピー	PUBMISMATCH	totteoki	とっておき	みこくのほまれ	1	1	9784594040000	とっておき「スヌーピー」（vol．7）		とっておき「スヌーピー」(	7	チャールズ・モンロー・シュルツ	産經新聞出版		2003年05月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	ーonlineコミックアンソロジーvol4仮	SPINOFF/PUBMISMATCH	touken-ranbu-2025	刀剣乱舞	蜷川ヤエコ	1	1	9784758021524	刀剣乱舞ーONLINE- コミックアンソロジー VOL.4(仮)（4）		刀剣乱舞ーONLINE- コミックアンソロジー VOL.4(仮)	4	アンソロジー	一迅社	DNAメディアコミックス	2020年08月25日				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT			trans-venus	トランス・ヴィーナス	田巻久雄	1	1	9784199501616	トランス・ヴィーナス（2）		トランス・ヴィーナス	2	たまきひさお	徳間書店	リュウコミックス	2010年01月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT		PUBMISMATCH	treasure	Treasure	東まゆみ	1	1	9784861170096	Treasure（2）	同人誌アンソロジ-集	Treasure	2	アンソロジ-	文苑堂	Ｍａｒｏコミックス	2004年04月05日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	チャビ全	PUBMISMATCH	treasure-hunter	トレジャーハンター	今井専	2	2	9784058116869	トレジャーハンター　チャビ　全4巻		トレジャーハンター チャビ 全	4	ゴムドリco．/カン・ギョンヒョ	Gakken		2024年02月15日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	SUFFIX	風見鶏★	PUBMISMATCH	tri-angle	トライ/アングル	久世みずき	1	1	9784812465707	風見鶏★トライアングル（2）		風見鶏★トライアングル	2	さのたかよし	竹書房	バンブーコミックス　NAMAIKI　SELECT	2007年03月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	SUFFIX	革命	PUBMISMATCH	tri-angle	トライ/アングル	久世みずき	1	1	9784575818765	革命トライアングル（2）		革命トライアングル	2	渡辺みちお	双葉社	アクションコミックス	1993年06月12日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	SUFFIX	風見鶏★	PUBMISMATCH	tri-angle	トライ/アングル	久世みずき	1	1	9784812468166	風見鶏★トライアングル（3）		風見鶏★トライアングル	3	さのたかよし	竹書房	バンブーコミックス　NAMAIKI　SELECT	2008年04月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	SUFFIX	風見鶏★	PUBMISMATCH	tri-angle	トライ/アングル	久世みずき	1	1	9784812471333	風見鶏★トライアングル（4）		風見鶏★トライアングル	4	さのたかよし	竹書房	バンブーコミックス　NAMAIKI　SELECT	2009年07月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	SUFFIX	風見鶏	PUBMISMATCH	tri-angle	トライ/アングル	久世みずき	1	1	9784812472804	風見鶏トライアングル（5）		風見鶏トライアングル	5	さのたかよし	竹書房	Bamboo comics Nanaiki select	2010年05月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT		PUBMISMATCH	tsumi-to-bachi	罪と罰	鈴木有布子	3	3	9784575835342	罪と罰（4）		罪と罰	4	落合尚之	双葉社	アクションコミックス	2008年09月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT		PUBMISMATCH	tsumi-to-bachi	罪と罰	鈴木有布子	3	3	9784575836042	罪と罰（5）		罪と罰	5	落合尚之	双葉社	アクションコミックス	2009年03月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT		PUBMISMATCH	tsumi-to-bachi	罪と罰	鈴木有布子	3	3	9784575836523	罪と罰（6）		罪と罰	6	落合尚之	双葉社	アクションコミックス	2009年07月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT		PUBMISMATCH	tsumi-to-bachi	罪と罰	鈴木有布子	3	3	9784575837100	罪と罰（7）		罪と罰	7	落合尚之	双葉社	アクションコミックス	2009年12月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT		PUBMISMATCH	tsumi-to-bachi	罪と罰	鈴木有布子	3	3	9784575837711	罪と罰（8）		罪と罰	8	落合尚之	双葉社	アクションコミックス	2010年05月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT		PUBMISMATCH	tsumi-to-bachi	罪と罰	鈴木有布子	3	3	9784575838411	罪と罰（9）		罪と罰	9	落合尚之	双葉社	アクションコミックス	2010年11月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT		PUBMISMATCH	tsumi-to-bachi	罪と罰	鈴木有布子	3	3	9784575838992	罪と罰（10）		罪と罰	10	落合尚之	双葉社	Action comics	2011年04月28日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT			tsumi-to-batsu	罪と罰	岩下博美・ドストエフスキー	4	4	9784575836042	罪と罰（5）		罪と罰	5	落合尚之	双葉社	アクションコミックス	2009年03月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT			tsumi-to-batsu	罪と罰	岩下博美・ドストエフスキー	4	4	9784575836523	罪と罰（6）		罪と罰	6	落合尚之	双葉社	アクションコミックス	2009年07月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT			tsumi-to-batsu	罪と罰	岩下博美・ドストエフスキー	4	4	9784575837100	罪と罰（7）		罪と罰	7	落合尚之	双葉社	アクションコミックス	2009年12月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT			tsumi-to-batsu	罪と罰	岩下博美・ドストエフスキー	4	4	9784575837711	罪と罰（8）		罪と罰	8	落合尚之	双葉社	アクションコミックス	2010年05月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT			tsumi-to-batsu	罪と罰	岩下博美・ドストエフスキー	4	4	9784575838411	罪と罰（9）		罪と罰	9	落合尚之	双葉社	アクションコミックス	2010年11月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT			tsumi-to-batsu	罪と罰	岩下博美・ドストエフスキー	4	4	9784575838992	罪と罰（10）		罪と罰	10	落合尚之	双葉社	Action comics	2011年04月28日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT		PUBMISMATCH	tsumitobatsu	罪と罰	手塚治虫・ドストエフスキー	1	1	9784575834291	罪と罰（2）		罪と罰	2	落合尚之	双葉社	アクションコミックス	2007年11月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT		PUBMISMATCH	tsumitobatsu	罪と罰	手塚治虫・ドストエフスキー	1	1	9784575834789	罪と罰（3）		罪と罰	3	落合尚之	双葉社	アクションコミックス	2008年04月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT		PUBMISMATCH	tsumitobatsu	罪と罰	手塚治虫・ドストエフスキー	1	1	9784575835342	罪と罰（4）		罪と罰	4	落合尚之	双葉社	アクションコミックス	2008年09月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT		PUBMISMATCH	tsumitobatsu	罪と罰	手塚治虫・ドストエフスキー	1	1	9784575836042	罪と罰（5）		罪と罰	5	落合尚之	双葉社	アクションコミックス	2009年03月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT		PUBMISMATCH	tsumitobatsu	罪と罰	手塚治虫・ドストエフスキー	1	1	9784575836523	罪と罰（6）		罪と罰	6	落合尚之	双葉社	アクションコミックス	2009年07月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT		PUBMISMATCH	tsumitobatsu	罪と罰	手塚治虫・ドストエフスキー	1	1	9784575837100	罪と罰（7）		罪と罰	7	落合尚之	双葉社	アクションコミックス	2009年12月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT		PUBMISMATCH	tsumitobatsu	罪と罰	手塚治虫・ドストエフスキー	1	1	9784575837711	罪と罰（8）		罪と罰	8	落合尚之	双葉社	アクションコミックス	2010年05月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT		PUBMISMATCH	tsumitobatsu	罪と罰	手塚治虫・ドストエフスキー	1	1	9784575838411	罪と罰（9）		罪と罰	9	落合尚之	双葉社	アクションコミックス	2010年11月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT		PUBMISMATCH	tsumitobatsu	罪と罰	手塚治虫・ドストエフスキー	1	1	9784575838992	罪と罰（10）		罪と罰	10	落合尚之	双葉社	Action comics	2011年04月28日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	ignalbook	PUBMISMATCH	twins	TWINS	影崎夕那	1	1	9784757500112	Twin　signal　book（2）	Ｐｅｒｆｅｃｔ　ｆｉｌｅ　ｏｆ　ａｔｒａｎｄｏｍ	Twin signal book	2	大清水さち	スクウェア・エニックス		1999年04月21日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	ignalbook	PUBMISMATCH	twins-2013	twins!	チャーリーにしなか	1	1	9784757500112	Twin　signal　book（2）	Ｐｅｒｆｅｃｔ　ｆｉｌｅ　ｏｆ　ａｔｒａｎｄｏｍ	Twin signal book	2	大清水さち	スクウェア・エニックス		1999年04月21日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	ignalbook	PUBMISMATCH	twins-mizushiro	TWINS	水城せとな	1	1	9784757500112	Twin　signal　book（2）	Ｐｅｒｆｅｃｔ　ｆｉｌｅ　ｏｆ　ａｔｒａｎｄｏｍ	Twin signal book	2	大清水さち	スクウェア・エニックス		1999年04月21日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT			udegashi-no-ten	腕貸しの天	安部譲二	1	1	9784575820669	腕貸しの天（2）		腕貸しの天	2	政岡としや/阿部譲二	双葉社	アクションコミックス	1995年06月12日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT			ultraman	ウルトラマン	楳図かずお	3	3	9784253098236	ウルトラマン80		ウルトラマン	80	円谷プロダクション	秋田書店	チャンピオングラフィック	1980年10月20日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT			ultraman-1992	ウルトラマン	宮田淳一・原彰孝・須甲和彦	2	2	9784253098236	ウルトラマン80		ウルトラマン	80	円谷プロダクション	秋田書店	チャンピオングラフィック	1980年10月20日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT			ultraman-kazumine	ウルトラマン	一峰大二	3	3	9784253098236	ウルトラマン80		ウルトラマン	80	円谷プロダクション	秋田書店	チャンピオングラフィック	1980年10月20日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	SUFFIX	ろりぽ	PUBMISMATCH	unlimited	アンリミテッド	亜月亮	2	2	9784758060592	ろりぽアンリミテッド（3）		ろりぽアンリミテッド	3	仏さんじょ	一迅社	IDコミックス　REXコミックス	2007年07月09日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	SUFFIX	ろりぽ	PUBMISMATCH	unlimited	アンリミテッド	亜月亮	2	2	9784758060745	ろりぽアンリミテッド（4）		ろりぽアンリミテッド	4	仏さんじょ	一迅社	IDコミックス　REXコミックス	2007年12月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	SUFFIX	ろりぽ	PUBMISMATCH	unlimited	アンリミテッド	亜月亮	2	2	9784758060998	ろりぽアンリミテッド（5）		ろりぽアンリミテッド	5	仏さんじょ	一迅社	IDコミックス　REXコミックス	2008年07月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	SUFFIX	ろりぽ	PUBMISMATCH	unlimited	アンリミテッド	亜月亮	2	2	9784758061223	ろりぽアンリミテッド（6）		ろりぽアンリミテッド	6	仏さんじょ	一迅社	IDコミックス　REXコミックス	2008年12月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	SUFFIX	ろりぽ	PUBMISMATCH	unlimited	アンリミテッド	亜月亮	2	2	9784758061537	ろりぽアンリミテッド（7）		ろりぽアンリミテッド	7	仏さんじょ	一迅社	IDコミックス　REXコミックス	2009年07月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	EXACT		PUBMISMATCH	valhalla	ヴァルハラ	キム・ビョンジン・真壁太陽	1	1	9784048861694	ヴァルハラ（2）		ヴァルハラ	2	山口　宏/イセダイチ　ケン	KADOKAWA	電撃コミックス	2011年12月17日				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	天国	PUBMISMATCH	vamp	ヴァンプ	斉木久美子	1	1	9784886537881	ヴァンプ天国（2）		ヴァンプ天国	2	知原えす	大都社	ダイトコミックス　アンジェリーナシリーズ	2003年08月20日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	ドールギルナザン	PUBMISMATCH	vampire-2005	バンパイア	徳弘正也	5	5	9784758053778	バンパイアドール・ギルナザン（6）		バンパイアドール・ギルナザン	6	雁えりか	一迅社	IDコミックス　ZERO-SUMコミックス	2008年11月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	の靴	PUBMISMATCH	venus-2015	ヴィーナス	麻生歩	1	1	9784785918675	ヴィーナスの靴（2）		ヴィーナスの靴	2	雨宮淳	少年画報社	コミックス	1998年09月09日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	の靴	PUBMISMATCH	venus-2015	ヴィーナス	麻生歩	1	1	9784785919078	ヴィーナスの靴（3）		ヴィーナスの靴	3	雨宮淳	少年画報社	コミックス	1999年04月20日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	の靴	PUBMISMATCH	venus-2015	ヴィーナス	麻生歩	1	1	9784785919665	ヴィーナスの靴（4）		ヴィーナスの靴	4	雨宮淳	少年画報社	コミックス	2000年01月11日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	の靴	PUBMISMATCH	venus-2015	ヴィーナス	麻生歩	1	1	9784785920180	ヴィーナスの靴（5）		ヴィーナスの靴	5	雨宮淳	少年画報社	コミックス	2000年08月07日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	SUFFIX	小説疾風伝説特攻の拓	SPINOFF	version	VERSION	坂口尚	3	3	9784063649154	小説　疾風伝説　特攻の拓　Version28		小説 疾風伝説 特攻の拓 Version	28	佐木 飛朗斗	講談社		2013年05月01日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	SUFFIX	特攻ぶっこみの拓	DROPIMPRINT	version	VERSION	坂口尚	3	3	9784063243260	特攻（ぶっこみ）の拓（version　28）	疾風伝説	特攻(ぶっこみ)の拓(version	28	佐木飛朗斗	講談社	マガジン・ノベルス	1997年12月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	SUFFIX	小説疾風伝説特攻の拓	SPINOFF	version	VERSION	坂口尚	3	3	9784063649512	小説　疾風伝説　特攻の拓　Version29		小説 疾風伝説 特攻の拓 Version	29	佐木 飛朗斗	講談社		2014年03月05日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	SUFFIX	小説疾風伝説特攻の拓	SPINOFF	version	VERSION	坂口尚	3	3	9784063649819	小説　疾風伝説　特攻の拓　Version30		小説 疾風伝説 特攻の拓 Version	30	佐木 飛朗斗	講談社		2016年03月16日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	SUFFIX	小説疾風伝説特攻の拓	SPINOFF	version	VERSION	坂口尚	3	3	9784065222935	小説　疾風伝説　特攻の拓　Version31		小説 疾風伝説 特攻の拓 Version	31	佐木 飛朗斗	講談社		2021年02月05日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	ママ	PUBMISMATCH	virgin	バージン	岡崎京子	1	1	9784575822458	バージン・ママ（13）		バージン・ママ	13	村生ミオ	双葉社	アクションコミックス	1997年05月12日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	ママ	PUBMISMATCH	virgin	バージン	岡崎京子	1	1	9784575822915	バージン・ママ（14）		バージン・ママ	14	村生ミオ	双葉社	アクションコミックス	1997年10月28日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	ママ	PUBMISMATCH	virgin	バージン	岡崎京子	1	1	9784575823509	バージン・ママ（15）		バージン・ママ	15	村生ミオ	双葉社	アクションコミックス	1998年06月27日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	ママ	PUBMISMATCH	virgin	バージン	岡崎京子	1	1	9784575823820	バージン・ママ（16）		バージン・ママ	16	村生ミオ	双葉社	アクションコミックス	1998年10月12日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	ママ	PUBMISMATCH	virgin	バージン	岡崎京子	1	1	9784575824209	バージン・ママ（17）		バージン・ママ	17	村生ミオ	双葉社	アクションコミックス	1999年03月27日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	ママ	PUBMISMATCH	virgin	バージン	岡崎京子	1	1	9784575824353	バージン・ママ（18）		バージン・ママ	18	村生ミオ	双葉社	アクションコミックス	1999年06月28日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	ママ	PUBMISMATCH	virgin	バージン	岡崎京子	1	1	9784575824728	バージン・ママ（19）		バージン・ママ	19	村生ミオ	双葉社	アクションコミックス	1999年12月04日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	ママ	PUBMISMATCH	virgin	バージン	岡崎京子	1	1	9784575824872	バージン・ママ（20）		バージン・ママ	20	村生ミオ	双葉社	アクションコミックス	2000年03月28日頃				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	SUFFIX	honey	PUBMISMATCH	voice-1986	V・O・I・C・E	外薗昌也	1	1	9784812467046	Honey　voice（2）		Honey voice	2	おーはしるい	竹書房	バンブーコミックス	2007年06月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	sideb	SPINOFF/PUBMISMATCH	wei	Weiβ	つちやきょうこ	2	2	9784758050715	Weiβ　Side　B（3）		Weiβ Side B	3	大峰ショウコ/子安武人	一迅社	IDコミックス　ZERO-SUMコミックス	2004年05月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	sideb	SPINOFF/PUBMISMATCH	wei	Weiβ	つちやきょうこ	2	2	9784758051156	Weiβ　Side　B（4）		Weiβ Side B	4	大峰ショウコ/子安武人	一迅社	IDコミックス　ZERO-SUMコミックス	2005年01月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	sideb	SPINOFF/PUBMISMATCH	wei	Weiβ	つちやきょうこ	2	2	9784758052153	Weiβ　Side　B（5）		Weiβ Side B	5	大峰ショウコ/子安武人	一迅社	IDコミックス　ZERO-SUMコミックス	2006年04月				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	日本語版	PUBMISMATCH	wild-cats	WILD CATS	清水玲子	1	1	9784073075899	WILDC．A．T．S　日本語版（2）		WILDC.A.T.S 日本語版	2	ジム・リー	KADOKAWA		1997年11月27日				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	日本語版	PUBMISMATCH	wild-cats	WILD CATS	清水玲子	1	1	9784073078913	WILDC．A．T．S　日本語版（3）		WILDC.A.T.S 日本語版	3	ジム・リー	KADOKAWA		1998年01月27日				
MISSING_TAIL	ABSENT	B	TITLE_TAIL	PREFIX	日本語版	PUBMISMATCH	wild-cats	WILD CATS	清水玲子	1	1	9784073089339	WILDC．A．T．S　日本語版（5）		WILDC.A.T.S 日本語版	5	ジム・リー	KADOKAWA		1998年05月27日				
