seed	special_isbn	special_title	normal_isbn	normal_title
special-edition-fix.yml	9784757575004	「30歳まで童貞だと魔法使いになれるらしい」8巻特装版　愛し合う男たちの純愛（ピュアラブ）ヒストリー小冊子付き（8） 豊田悠	9784757575011	30歳まで童貞だと魔法使いになれるらしい（8） 豊田悠
special-edition-fix.yml	9784757575035	好きな子がめがねを忘れた（8） 小冊子付き特装版 藤近小梅	9784757575028	好きな子がめがねを忘れた（8） 藤近小梅
special-edition-fix.yml	9784757578272	ヴァニタスの手記（10） 特装版 小冊子付き 望月淳	9784757578265	ヴァニタスの手記（10） 望月淳
special-edition-fix.yml	9784757578548	30歳まで童貞だと魔法使いになれるらしい(10) 特装版　純愛（ピュアラブ）Wedding Book付き 豊田悠	9784757578531	30歳まで童貞だと魔法使いになれるらしい（10） 豊田悠
special-edition-fix.yml	9784757579743	好きな子がめがねを忘れた（9）特装版 小冊子付き 藤近小梅	9784757579736	好きな子がめがねを忘れた（9） 藤近小梅
special-edition-fix.yml	9784757579996	東京エイリアンズ（5）特装版 小冊子付き NAOE	9784757579989	東京エイリアンズ（5） NAOE
special-edition-fix.yml	9784757581029	その着せ替え人形は恋をする（10）特装版 オリジナルアクリルジオラマ付き 福田晋一	9784757581012	その着せ替え人形は恋をする（10） 福田晋一
special-edition-fix.yml	9784757581708	わたしの幸せな結婚（4）特装版 小冊子付き 顎木あくみ/高坂りと/月岡月穂	9784757577657	わたしの幸せな結婚（4） 富士見L文庫／KADOKAWA刊/高坂りと/月岡月穂
special-edition-fix.yml	9784757582668	30歳まで童貞だと魔法使いになれるらしい（11）特装版　純愛（ピュアラブ）Wedding After Party-Just married-小冊子付き 豊田悠	9784757582651	30歳まで童貞だと魔法使いになれるらしい（11） 豊田悠
special-edition-fix.yml	9784757583726	ショタおに（3）特装版 小冊子付き 中山幸	9784757583719	ショタおに（3） 中山幸
special-edition-fix.yml	9784757584266	その着せ替え人形は恋をする（11）特装版 オリジナルアクリルジオラマ付き 福田晋一	9784757584259	その着せ替え人形は恋をする（11） 福田晋一
special-edition-fix.yml	9784757584976	デッドマウント・デスプレイ（11）特装版 小冊子付き 成田良悟/藤本新太	9784757584969	デッドマウント・デスプレイ（11） 成田良悟/藤本新太
special-edition-fix.yml	9784757586338	東京エイリアンズ（7）特装版 オリジナルアクリルジオラマ付き NAOE	9784757586321	東京エイリアンズ（7） NAOE
special-edition-fix.yml	9784757586376	地縛少年 花子くん（20）特装版　小冊子付き あいだいろ	9784757586369	地縛少年 花子くん（20） あいだいろ
special-edition-fix.yml	9784757586710	30歳まで童貞だと魔法使いになれるらしい（12）特装版　恋する男たちの純愛（ピュアラブ）交換日記小冊子付き 豊田悠	9784757586703	30歳まで童貞だと魔法使いになれるらしい（12） 豊田悠
special-edition-fix.yml	9784757586789	好きな子がめがねを忘れた（11）特装版　アンソロジー小冊子付き 藤近小梅	9784757586772	好きな子がめがねを忘れた（11） 藤近小梅
special-edition-fix.yml	9784757587267	月刊少女野崎くん（15）特装版　「15.5巻」付き 椿いづみ	9784757584280	月刊少女野崎くん（15） 椿いづみ
special-edition-fix.yml	9784757587465	ショタおに（4）特装版　小冊子付き 中山幸	9784757587458	ショタおに（4） 中山幸
special-edition-fix.yml	9784757587496	その着せ替え人形は恋をする（12）特装版　オリジナルアクリルジオラマ付き 福田晋一	9784757587489	その着せ替え人形は恋をする（12） 福田晋一
special-edition-fix.yml	9784757588783	黄泉のツガイ（6）特装版　小冊子付き 荒川弘	9784757588776	黄泉のツガイ（6） 荒川弘
special-edition-fix.yml	9784757588813	デッドマウント・デスプレイ（12）特装版 小冊子付き 成田良悟/藤本新太	9784757588806	デッドマウント・デスプレイ（12） 成田良悟/藤本新太
special-edition-fix.yml	9784757589247	東京エイリアンズ（8）特装版 小冊子付き NAOE	9784757589254	東京エイリアンズ（8） NAOE
special-edition-fix.yml	9784757590267	30歳まで童貞だと魔法使いになれるらしい（14）特装版　ドラマCD〜30歳まで売れないとアイドルになれるらしい〜付き 豊田悠	9784757590250	30歳まで童貞だと魔法使いになれるらしい（14） 豊田悠
special-edition-fix.yml	9784757590281	薬屋のひとりごと（13）特装版　小冊子付き 日向夏/ねこクラゲ/七緒一綺/しのとうこ	9784757590274	薬屋のひとりごと（13） 日向夏/ねこクラゲ/七緒一綺/しのとうこ
special-edition-fix.yml	9784757591332	その着せ替え人形は恋をする（13）特装版 オリジナルアクリルジオラマ付き 福田晋一	9784757591325	その着せ替え人形は恋をする（13） 福田晋一
special-edition-fix.yml	9784757591356	ヴァニタスの手記（11）特装版 小冊子“Brocante”付き 望月淳	9784757582262	ヴァニタスの手記（11） 望月淳
special-edition-fix.yml	9784757591684	好きな子がめがねを忘れた（12）(完)特装版　小冊子付き 藤近小梅	9784757591677	好きな子がめがねを忘れた（12）(完) 藤近小梅
special-edition-fix.yml	9784757591813	悪役令嬢は溺愛ルートに入りました！？（コミック）（4）特装版　小冊子付き 十夜/宵マチ/さくまれん	9784757591806	悪役令嬢は溺愛ルートに入りました！？（コミック）（4） 十夜/宵マチ/さくまれん
special-edition-fix.yml	9784757592179	わたしの幸せな結婚（5）特装版 小冊子付き 顎木あくみ（富士見L文庫／KADOKAWA刊）/高坂りと/月岡月穂	9784757592162	わたしの幸せな結婚（5） 富士見L文庫／KADOKAWA刊/高坂りと/月岡月穂
special-edition-fix.yml	9784757709386	ODD　JOBS　ART　WORKS　OF　ATSUSHI　KANEKO（特装版） カネコ　アツシ	9784757709393	Odd　jobs カネコアツシ
special-edition-fix.yml	9784757710139	BAMBi　零　alternative（特装版） カネコ　アツシ	9784757710146	バンビ零オルタナティヴ カネコアツシ
special-edition-fix.yml	9784758023481	甘えていいよ、満たすから。（1）もっと満たしちゃうSpecialコミック付き豪華版 エトウ ユツキ	9784758023474	甘えていいよ、満たすから。（1） エトウ ユツキ
special-edition-fix.yml	9784758034111	TSUKIPRO　THE　ANIMATIO 朝谷コトリ/ふじわら	9784758034104	TSUKIPRO　THE　ANIMATION（1） 朝谷コトリ/ふじわら
special-edition-fix.yml	9784758036542	乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった　特装版　7 ひだか なみ/山口 悟	9784758036535	乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった…7巻 ひだか なみ/山口 悟
special-edition-fix.yml	9784758077699	あおに鳴く初回限定版 灼	9784758078542	あおに鳴く 灼
special-edition-fix.yml	9784758083188	普通の女子校生が【ろこどる】やっ　7　特装版 小杉光太郎	9784758083171	普通の女子校生が【ろこどる】やってみた。　7 小杉光太郎
special-edition-fix.yml	9784785946500	湘南爆走族（6） 吉田聡	9784785946432	湘南爆走族アニメカラー版（6） 吉田聡
special-edition-fix.yml	9784785946517	湘南爆走族（7） 吉田聡	9784785946548	湘南爆走族アニメカラー版（7） 吉田聡
special-edition-fix.yml	9784785957919	ドリフターズ（5）アニメDVD付き 平野耕太	9784785957902	ドリフターズ（5） 平野耕太
special-edition-fix.yml	9784797346329	美少女忍者シャイニンガール！豪華版 天麻灯	9784797346060	美少女忍者シャイニンガール！（1） 天麻灯
special-edition-fix.yml	9784799206799	フリージング（vol．26）アクリルスタンド 林達永/金光鉉	9784799206751	フリージング（vol．26） 林達永/金光鉉
special-edition-fix.yml	9784799714195	アイツの大本命（7）初回限定版 田中鈴木	9784799714942	アイツの大本命（7） 田中鈴木
special-edition-fix.yml	9784799762837	マスク男子は恋したくないのに 4 OAD付き特装版 参号 ミツル	9784799762820	マスク男子は恋したくないのに 4 参号 ミツル
special-edition-fix.yml	9784800004208	初回限定版「魔法使いの嫁」3巻 ヤマザキコレ	9784800004222	魔法使いの嫁（3） ヤマザキコレ
special-edition-fix.yml	9784800007124	とつくにの少女（4）初回限定版 ながべ	9784800007209	とつくにの少女（4） ながべ
special-edition-fix.yml	9784800007469	とつくにの少女（5）初回限定版 ながべ	9784800007575	とつくにの少女（5） ながべ
special-edition-fix.yml	9784800008114	とつくにの少女（7）初回限定版 ながべ	9784800008367	とつくにの少女（7） ながべ
special-edition-fix.yml	9784800008206	リィンカーネーションの花弁（9）初回限定版 小西幹久	9784800008213	リィンカーネーションの花弁（9） 小西幹久
special-edition-fix.yml	9784800008275	魔法使いの嫁（11）初回限定版 ヤマザキコレ	9784800008374	魔法使いの嫁（11） ヤマザキコレ
special-edition-fix.yml	9784801979055	そんなに言うなら抱いてやる　小冊子付き初回限定版（2） にやま	9784801979062	そんなに言うなら抱いてやる（2） にやま
special-edition-fix.yml	9784840125949	まりあ ほりっく 5 限定版 ドラマCD 遠藤　海成	9784840125956	まりあ†ほりっく　5 遠藤　海成
special-edition-fix.yml	9784840133272	シュタインズ・ゲート（1）ドラマCD付き限 さらち　よみ/5pb．×ニトロプラス	9784840133289	シュタインズ・ゲート　1 【使用不可】さら　ちよみ/5pb．×ニトロプラス
special-edition-fix.yml	9784847038242	ほけんのせんせい 3巻 【初回版】 谷村まりか	9784847038440	ほけんのせんせい（3巻） 谷村まりか
special-edition-fix.yml	9784862525611	運命は僕の隣初回限定版 みろくことこ	9784862529855	運命は僕の隣 みろくことこ
special-edition-fix.yml	9784862525826	アラビアン・騎士初回限定版 島あさひ	9784862529398	アラビアン・騎士 島あさひ
special-edition-fix.yml	9784864369152	だってまおうさまは彼が嫌い（3）ドラマCD付き初 山田2丁目	9784864369145	だってまおうさまは彼が嫌い（3） 山田2丁目
special-edition-fix.yml	9784864685160	仮面ライダークウガ（08）限定特装版 石ノ森章太郎/井上敏樹	9784864685153	仮面ライダークウガ（08） 石ノ森章太郎/井上敏樹
special-edition-fix.yml	9784864912754	シビル・ウォー　限定生産・普及版 マーク・ミラー/スティーブ・マクニーブン	9784863323438	シビル・ウォー マーク・ミラー/スティーブ・マクニーブン
special-edition-fix.yml	9784865895605	ただいま、おかえりーひとやすみー初回限定版 いちかわ壱	9784865895582	ただいま、おかえりーひとやすみー いちかわ壱
special-edition-fix.yml	9784865896510	有休オメガ三三九度小冊子付き版 藤峰式	9784865896503	有休オメガ三三九度 藤峰式
special-edition-fix.yml	9784865897715	Hate　My　MIA！　ドラマCD付き（3）特装版 人鳥ぺんぎん	9784865897708	Hate　My　MIA！（3） 人鳥ぺんぎん
special-edition-fix.yml	9784866535630	恋が満ちたら 小冊子付き初回限定版 上田アキ	9784866535838	恋が満ちたら 上田アキ
special-edition-fix.yml	9784866537474	オフステージラブサイド 小冊子付き初回限定版 大島かもめ	9784866537726	オフステージラブサイド 大島かもめ
special-edition-fix.yml	9784866570877	タヌキとキツネ 4 ショートアニメDVD付き限定版 アタモト	9784866570860	タヌキとキツネ 4 アタモト
special-edition-fix.yml	9784866575964	幼馴染じゃ我慢できない 3 小冊子付き限定版 百瀬 あん	9784866575971	幼馴染じゃ我慢できない 3 百瀬 あん
special-edition-fix.yml	9784867163023	組長娘と世話係　8　描き下ろし小冊子付限定版 つきや	9784867163016	組長娘と世話係　8 つきや
special-edition-fix.yml	9784867204894	ガチ恋粘着獣 〜ネット配信者の彼女になりたくて〜 初回限定版（10） 星来	9784867204887	ガチ恋粘着獣 〜ネット配信者の彼女になりたくて〜（10） 星来
special-edition-fix.yml	9784867205600	ガチ恋粘着獣 〜ネット配信者の彼女になりたくて〜 初回限定版（11） 星来	9784867205594	ガチ恋粘着獣 〜ネット配信者の彼女になりたくて〜（11） 星来
special-edition-fix.yml	9784867206010	ガチ恋粘着獣 〜ネット配信者の彼女になりたくて〜 初回限定版（12） 星来	9784867206003	ガチ恋粘着獣 〜ネット配信者の彼女になりたくて〜（12） 星来
special-edition-fix.yml	9784896374247	琴浦さん（5）ドラマCD付き限 えのきづ	9784896374230	琴浦さん（5） えのきづ
special-edition-fix.yml	9784896379686	組長娘と世話係　3　ドラマCD付限定版 つきや	9784896379679	組長娘と世話係 3 つきや
special-edition-fix.yml	9784910803012	出世の花道 初回限定版 芥	9784910803005	出世の花道 芥
