class	severity	scope	isbn13	gap_days	num_span	rows	pages	editions	titles	slugs	rk_date	rk_verdict	rk_title	rk_series	detail
DATE_CONFLICT_YEAR	確実	CROSS_PAGE	9784065260791	1036	0	2	2	2	SHAMAN KING FAUST 8 / SHAMAN KING THE SUPER STAR	shaman-king-faust-8,shaman-king-the-super-star	2021-10-15	楽天一致 1/2行	SHAMAN　KING　FAUST8　永遠のエリザ（1）	マガジンエッジKC	shaman-king-faust-8#0(standard/マガジンエッジコミックス) vol=1 date=2021-10 || shaman-king-the-super-star#0(standard/プレミアムKC) vol=1 date=2018-11
DATE_CONFLICT_MONTH	高	CROSS_PAGE	9784091878854	91	0	2	2	2	カムイ伝全集 外伝 / カムイ外伝	kamuiden-zenshuu,kamuigaiden	2007-02-28	楽天=どの行とも不一致	カムイ伝全集 カムイ外伝（8）	ビッグ コミックス	kamuiden-zenshuu#0(standard/ビッグコミックススペシャル) vol=8 date=2007-04 || kamuigaiden#2(kanzenban/カムイ伝全集) vol=8 date=2006
DATE_CONFLICT_MONTH	高	CROSS_PAGE	9784091878861	91	0	2	2	2	カムイ伝全集 外伝 / カムイ外伝	kamuiden-zenshuu,kamuigaiden	2007-02-28	楽天=どの行とも不一致	カムイ伝全集 カムイ外伝（9）	ビッグ コミックス	kamuiden-zenshuu#0(standard/ビッグコミックススペシャル) vol=9 date=2007-04 || kamuigaiden#2(kanzenban/カムイ伝全集) vol=9 date=2006
DATE_CONFLICT_MONTH	高	CROSS_PAGE	9784091878878	91	0	2	2	2	カムイ伝全集 外伝 / カムイ外伝	kamuiden-zenshuu,kamuigaiden	2007-03-30	楽天=どの行とも不一致	カムイ伝全集 カムイ外伝（10）	ビッグ コミックス	kamuiden-zenshuu#0(standard/ビッグコミックススペシャル) vol=10 date=2007-04 || kamuigaiden#2(kanzenban/カムイ伝全集) vol=10 date=2006
DATE_CONFLICT_MONTH	高	CROSS_PAGE	9784091878885	91	0	2	2	2	カムイ伝全集 外伝 / カムイ外伝	kamuiden-zenshuu,kamuigaiden	2007-03-30	楽天=どの行とも不一致	カムイ伝全集 カムイ外伝（11）	ビッグ コミックス	kamuiden-zenshuu#0(standard/ビッグコミックススペシャル) vol=11 date=2007-04 || kamuigaiden#2(kanzenban/カムイ伝全集) vol=11 date=2006
DATE_CONFLICT_MONTH	高	CROSS_PAGE	9784091878830	60	0	2	2	2	カムイ伝全集 外伝 / カムイ外伝	kamuiden-zenshuu,kamuigaiden	2007-01-30	楽天=どの行とも不一致	カムイ伝全集 カムイ外伝（6）	ビッグ コミックス	kamuiden-zenshuu#0(standard/ビッグコミックススペシャル) vol=6 date=2007-03 || kamuigaiden#2(kanzenban/カムイ伝全集) vol=6 date=2006
DATE_CONFLICT_MONTH	高	CROSS_PAGE	9784091878847	60	0	2	2	2	カムイ伝全集 外伝 / カムイ外伝	kamuiden-zenshuu,kamuigaiden	2007-01-30	楽天=どの行とも不一致	カムイ伝全集 カムイ外伝（7）	ビッグ コミックス	kamuiden-zenshuu#0(standard/ビッグコミックススペシャル) vol=7 date=2007-03 || kamuigaiden#2(kanzenban/カムイ伝全集) vol=7 date=2006
DATE_CONFLICT_MONTH	高	CROSS_PAGE	9784091808431	46	0	2	2	2	カムイ外伝 / カムイ外伝第2部	kamui-gaiden-dai-2-bu,kamuigaiden	1985-12-17	楽天一致 1/2行	カムイ外伝（13）	ビッグコミックス	kamui-gaiden-dai-2-bu#0(standard/ビッグコミックス) vol=13 date=1986-02 || kamuigaiden#0(standard/ビッグコミックス) vol=13 date=1985-12-17
DATE_CONFLICT_MONTH	高	CROSS_PAGE	9784091808462	46	0	2	2	2	カムイ外伝 / カムイ外伝第2部	kamui-gaiden-dai-2-bu,kamuigaiden	1986-12-17	楽天一致 1/2行	カムイ外伝（16）	ビッグコミックス	kamui-gaiden-dai-2-bu#0(standard/ビッグコミックス) vol=16 date=1987-02 || kamuigaiden#0(standard/ビッグコミックス) vol=16 date=1986-12-17
DATE_CONFLICT_MONTH	高	CROSS_PAGE	9784091878663	35	0	2	2	2	カムイ伝 第二部 / カムイ伝全集 第2部	kamui-den-2-yuu,kamuidendainibu	2006-04-27	楽天一致 1/2行	カムイ伝全集 第二部（1）	ビッグ コミックス	kamui-den-2-yuu#0(standard/ビッグコミックススペシャル) vol=1 date=2006-06 || kamuidendainibu#2(kanzenban/カムイ伝全集) vol=1 date=2006-04-27
DATE_CONFLICT_MONTH	高	CROSS_PAGE	9784091878717	35	0	2	2	2	カムイ伝 第二部 / カムイ伝全集 第2部	kamui-den-2-yuu,kamuidendainibu	2006-07-28	楽天一致 1/2行	カムイ伝全集 第二部（6）	ビッグ コミックス	kamui-den-2-yuu#0(standard/ビッグコミックススペシャル) vol=6 date=2006-09 || kamuidendainibu#2(kanzenban/カムイ伝全集) vol=6 date=2006-07-28
DATE_CONFLICT_MONTH	高	CROSS_PAGE	9784091878724	35	0	2	2	2	カムイ伝 第二部 / カムイ伝全集 第2部	kamui-den-2-yuu,kamuidendainibu	2006-07-28	楽天一致 1/2行	カムイ伝全集 第二部（7）	ビッグ コミックス	kamui-den-2-yuu#0(standard/ビッグコミックススペシャル) vol=7 date=2006-09 || kamuidendainibu#2(kanzenban/カムイ伝全集) vol=7 date=2006-07-28
DATE_CONFLICT_MONTH	高	CROSS_PAGE	9784091808448	33	0	2	2	2	カムイ外伝 / カムイ外伝第2部	kamui-gaiden-dai-2-bu,kamuigaiden	1986-03-29	楽天一致 1/2行	カムイ外伝（14）	ビッグコミックス	kamui-gaiden-dai-2-bu#0(standard/ビッグコミックス) vol=14 date=1986-05 || kamuigaiden#0(standard/ビッグコミックス) vol=14 date=1986-03-29
DATE_CONFLICT_MONTH	高	CROSS_PAGE	9784091878755	33	0	2	2	2	カムイ伝 第二部 / カムイ伝全集 第2部	kamui-den-2-yuu,kamuidendainibu	2006-09-29	楽天一致 1/2行	カムイ伝全集 第二部（10）	ビッグ コミックス	kamui-den-2-yuu#0(standard/ビッグコミックススペシャル) vol=10 date=2006-11 || kamuidendainibu#2(kanzenban/カムイ伝全集) vol=10 date=2006-09-29
DATE_CONFLICT_MONTH	高	CROSS_PAGE	9784091878762	33	0	2	2	2	カムイ伝 第二部 / カムイ伝全集 第2部	kamui-den-2-yuu,kamuidendainibu	2006-09-29	楽天一致 1/2行	カムイ伝全集 第二部（11）	ビッグ コミックス	kamui-den-2-yuu#0(standard/ビッグコミックススペシャル) vol=11 date=2006-11 || kamuidendainibu#2(kanzenban/カムイ伝全集) vol=11 date=2006-09-29
DATE_CONFLICT_MONTH	高	CROSS_PAGE	9784091805928	32	0	2	2	2	カムイ外伝 / カムイ外伝第1部	kamui-gaiden-dai-1-bu,kamuigaiden	1983-06-30	楽天一致 1/2行	カムイ外伝（2）	ビッグコミックス	kamui-gaiden-dai-1-bu#0(standard/ビッグコミックス) vol=2 date=1983-08 || kamuigaiden#0(standard/ビッグコミックス) vol=2 date=1983-06
DATE_CONFLICT_MONTH	高	CROSS_PAGE	9784091808479	32	0	2	2	2	カムイ外伝 / カムイ外伝第2部	kamui-gaiden-dai-2-bu,kamuigaiden	1987-02-28	楽天一致 1/2行	カムイ外伝（17）	ビッグコミックス	kamui-gaiden-dai-2-bu#0(standard/ビッグコミックス) vol=17 date=1987-04 || kamuigaiden#0(standard/ビッグコミックス) vol=17 date=1987-02
DATE_CONFLICT_MONTH	高	CROSS_PAGE	9784091808486	32	0	2	2	2	カムイ外伝 / カムイ外伝第2部	kamui-gaiden-dai-2-bu,kamuigaiden	1987-03-30	楽天一致 1/2行	カムイ外伝（18）	ビッグコミックス	kamui-gaiden-dai-2-bu#0(standard/ビッグコミックス) vol=18 date=1987-05 || kamuigaiden#0(standard/ビッグコミックス) vol=18 date=1987-03-30
DATE_CONFLICT_MONTH	高	CROSS_PAGE	9784091808493	32	0	2	2	2	カムイ外伝 / カムイ外伝第2部	kamui-gaiden-dai-2-bu,kamuigaiden	1987-04-30	楽天一致 1/2行	カムイ外伝（19）	ビッグコミックス	kamui-gaiden-dai-2-bu#0(standard/ビッグコミックス) vol=19 date=1987-06 || kamuigaiden#0(standard/ビッグコミックス) vol=19 date=1987-04-30
DATE_CONFLICT_MONTH	高	CROSS_PAGE	9784091808509	32	0	2	2	2	カムイ外伝 / カムイ外伝第2部	kamui-gaiden-dai-2-bu,kamuigaiden	1987-05-30	楽天一致 1/2行	カムイ外伝（20）	ビッグコミックス	kamui-gaiden-dai-2-bu#0(standard/ビッグコミックス) vol=20 date=1987-07 || kamuigaiden#0(standard/ビッグコミックス) vol=20 date=1987-05-30
DATE_CONFLICT_MONTH	高	CROSS_PAGE	9784091878670	32	0	2	2	2	カムイ伝 第二部 / カムイ伝全集 第2部	kamui-den-2-yuu,kamuidendainibu	2006-05-30	楽天一致 1/2行	カムイ伝全集 第二部（2）	ビッグ コミックス	kamui-den-2-yuu#0(standard/ビッグコミックススペシャル) vol=2 date=2006-07 || kamuidendainibu#2(kanzenban/カムイ伝全集) vol=2 date=2006-05-30
DATE_CONFLICT_MONTH	高	CROSS_PAGE	9784091878687	32	0	2	2	2	カムイ伝 第二部 / カムイ伝全集 第2部	kamui-den-2-yuu,kamuidendainibu	2006-05-30	楽天一致 1/2行	カムイ伝全集 第二部（3）	ビッグ コミックス	kamui-den-2-yuu#0(standard/ビッグコミックススペシャル) vol=3 date=2006-07 || kamuidendainibu#2(kanzenban/カムイ伝全集) vol=3 date=2006-05-30
DATE_CONFLICT_MONTH	高	CROSS_PAGE	9784091878694	32	0	2	2	2	カムイ伝 第二部 / カムイ伝全集 第2部	kamui-den-2-yuu,kamuidendainibu	2006-06-30	楽天一致 1/2行	カムイ伝全集 第二部（4）	ビッグ コミックス	kamui-den-2-yuu#0(standard/ビッグコミックススペシャル) vol=4 date=2006-08 || kamuidendainibu#2(kanzenban/カムイ伝全集) vol=4 date=2006-06-30
DATE_CONFLICT_MONTH	高	CROSS_PAGE	9784091878700	32	0	2	2	2	カムイ伝 第二部 / カムイ伝全集 第2部	kamui-den-2-yuu,kamuidendainibu	2006-06-30	楽天一致 1/2行	カムイ伝全集 第二部（5）	ビッグ コミックス	kamui-den-2-yuu#0(standard/ビッグコミックススペシャル) vol=5 date=2006-08 || kamuidendainibu#2(kanzenban/カムイ伝全集) vol=5 date=2006-06-30
DATE_CONFLICT_MONTH	高	CROSS_PAGE	9784091878731	32	0	2	2	2	カムイ伝 第二部 / カムイ伝全集 第2部	kamui-den-2-yuu,kamuidendainibu	2006-08-30	楽天一致 1/2行	カムイ伝全集 第二部（8）	ビッグ コミックス	kamui-den-2-yuu#0(standard/ビッグコミックススペシャル) vol=8 date=2006-10 || kamuidendainibu#2(kanzenban/カムイ伝全集) vol=8 date=2006-08-30
DATE_CONFLICT_MONTH	高	CROSS_PAGE	9784091878748	32	0	2	2	2	カムイ伝 第二部 / カムイ伝全集 第2部	kamui-den-2-yuu,kamuidendainibu	2006-08-30	楽天一致 1/2行	カムイ伝全集 第二部（9）	ビッグ コミックス	kamui-den-2-yuu#0(standard/ビッグコミックススペシャル) vol=9 date=2006-10 || kamuidendainibu#2(kanzenban/カムイ伝全集) vol=9 date=2006-08-30
DATE_CONFLICT_MONTH	高	CROSS_PAGE	9784091878779	32	0	2	2	2	カムイ伝 第二部 / カムイ伝全集 第2部	kamui-den-2-yuu,kamuidendainibu	2006-10-30	楽天一致 1/2行	カムイ伝全集 第二部（12）	ビッグ コミックス	kamui-den-2-yuu#0(standard/ビッグコミックススペシャル) vol=12 date=2006-12 || kamuidendainibu#2(kanzenban/カムイ伝全集) vol=12 date=2006-10-30
DATE_CONFLICT_MONTH	高	CROSS_PAGE	9784091878816	32	0	2	2	2	カムイ伝全集 外伝 / カムイ外伝	kamuiden-zenshuu,kamuigaiden	2006-12-26	楽天一致 1/2行	カムイ伝全集 カムイ外伝（4）	ビッグ コミックス	kamuiden-zenshuu#0(standard/ビッグコミックススペシャル) vol=4 date=2007-02 || kamuigaiden#2(kanzenban/カムイ伝全集) vol=4 date=2006
DATE_CONFLICT_MONTH	高	CROSS_PAGE	9784091878823	32	0	2	2	2	カムイ伝全集 外伝 / カムイ外伝	kamuiden-zenshuu,kamuigaiden	2006-12-26	楽天一致 1/2行	カムイ伝全集 カムイ外伝（5）	ビッグ コミックス	kamuiden-zenshuu#0(standard/ビッグコミックススペシャル) vol=5 date=2007-02 || kamuigaiden#2(kanzenban/カムイ伝全集) vol=5 date=2006
DATE_CONFLICT_DAY	中	CROSS_PAGE	9784812453209	30	0	2	2	2	バツイチ30ans / バツイチ・トランタン	batsuichi-30ans,batsuichi-trentaine	1999-09-27	楽天一致 1/2行	バツイチトランタン（1）	バンブーコミックス	batsuichi-30ans#0(standard/-) vol=1 date=1999-10-27 || batsuichi-trentaine#0(standard/Bamboo comics) vol=1 date=1999-09-27
DATE_CONFLICT_DAY	中	CROSS_PAGE	9784758088145	27	0	2	2	2	王太子妃になんてなりたくない!! / 王太子妃になんてなりたくない!!婚約者編	ou-taishihi-ni-nante-nari-takunai,outaishihi-ni-nante-naritakunai-konyakusha-hen	2025-09-30	楽天一致 1/2行	王太子妃になんてなりたくない!! 婚約者編　4巻	ZERO-SUMコミックス	ou-taishihi-ni-nante-nari-takunai#0(standard/IDコミックス) vol=4[婚約者編 4] date=2025-10-27 || outaishihi-ni-nante-naritakunai-konyakusha-hen#0(standard/IDコミックス) vol=4 date=2025-09-30
DATE_CONFLICT_DAY	中	CROSS_PAGE	9784253099356	26	0	2	2	2	ビックリマン おもしろランド / ビックリマンおもしろランド	bikkuriman-omoshiro-land,bikkuriman-omoshirorando	1988-08-20	楽天一致 1/2行	ビックリマンおもしろランド（7）	ムービーコミックス	bikkuriman-omoshiro-land#0(standard/Movieコミックス) vol=7 date=1988-08-20 || bikkuriman-omoshirorando#0(standard/Movieコミックス) vol=7 date=1988-09-15
DATE_CONFLICT_DAY	中	CROSS_EDITION	9784065420980	18	0	2	1	2	最強で最速の無限レベルアップ	saikyou-de-saisoku-no-mugen-level-appu	2026-01-08	楽天一致 1/2行	最強で最速の無限レベルアップ（10）　〜スキル【経験値1000倍】と【レベルフリー】でレベル上限の枷	KCデラックス	saikyou-de-saisoku-no-mugen-level-appu#0(standard/月刊少年マガジン) vol=10 date=2026-01-08 || saikyou-de-saisoku-no-mugen-level-appu#1(deluxe/講談社コミックスデラックス. 月刊少年マガジン) vol=10[10#] date=2026-01-26
DATE_CONFLICT_DAY	中	CROSS_EDITION	9784065423127	14	0	2	1	2	追放されたチート付与魔術師は気ままなセカンドライフを謳歌する。	tsuihousareta-sareta-cheat-fuyo-majutsushi-wa-kimama-na-sekando-life-o-ouka-suru	2026-02-09	楽天一致 1/2行	追放されたチート付与魔術師は気ままなセカンドライフを謳歌する。　〜俺は武器だけじゃなく、あらゆるもの	KCデラックス	tsuihousareta-sareta-cheat-fuyo-majutsushi-wa-kimama-na-sekando-life-o-ouka-suru#0(standard/月刊少年マガジン) vol=19 date=2026-02-09 || tsuihousareta-sareta-cheat-fuyo-majutsushi-wa-kimama-na-sekando-life-o-ouka-suru#1(deluxe/講談社コミックスデラックス. 月刊少年マガジン) vol=19 date=2026-02-23
DATE_CONFLICT_DAY	中	CROSS_EDITION	9784065442272	14	0	2	1	2	十九川くんが困らせてくる!	tokugawa-kun-ga-komarasetekuru	2026-07-13	楽天一致 1/2行	十九川くんが困らせてくる！（6）	KCデラックス	tokugawa-kun-ga-komarasetekuru#0(standard/講談社) vol=6 date=2026-07-13 || tokugawa-kun-ga-komarasetekuru#1(deluxe/KCデラックス) vol=6 date=2026-07-27
DATE_CONFLICT_DAY	中	CROSS_EDITION	9784087928228	14	0	2	1	2	来世ではちゃんとします	raise-dewa-chanto-shimasu					raise-dewa-chanto-shimasu#0(aizoban/グランドジャンプ愛蔵版コミックス) vol=16 date=2026-07-03 || raise-dewa-chanto-shimasu#1(standard/集英社) vol=16 date=2026-07-17
DATE_CONFLICT_DAY	中	CROSS_PAGE	9784253013475	14	0	2	2	2	ラーメン大好き小泉さん	ramen-daisuki-koizumi-san,ramen-daisuki-koizumi-san-narumi-2014	2026-05-08	楽天一致 1/2行	ラーメン大好き小泉さん　15	少年チャンピオン・コミックス	ramen-daisuki-koizumi-san#0(standard/SHŌNEN CHAMPION COMICS) vol=15 date=2026-05-22 || ramen-daisuki-koizumi-san-narumi-2014#0(standard/Bamboo comics) vol=15 date=2026-05-08
DATE_CONFLICT_DAY	中	CROSS_PAGE	9784776740407	14	0	2	2	2	暴君ヴァーデルの花嫁 / 暴君ヴァーデルの花嫁 初夜編	bou-kun-vaaderu-no-hanayome,bou-kun-vaaderu-no-hanayome-shoya-hen	2015-07-01	楽天一致 1/2行	暴君ヴァーデルの花嫁初夜編（4）	ミッシィコミックス　Next　comics　F	bou-kun-vaaderu-no-hanayome#0(standard/Missy comics) vol=4 date=2015-07-15 || bou-kun-vaaderu-no-hanayome-shoya-hen#0(standard/Missy comics) vol=4 date=2015-07-01
DATE_CONFLICT_DAY	中	CROSS_PAGE	9784776742234	14	0	2	2	2	暴君ヴァーデルの花嫁 / 暴君ヴァーデルの花嫁 初夜編	bou-kun-vaaderu-no-hanayome,bou-kun-vaaderu-no-hanayome-shoya-hen	2016-04-01	楽天一致 1/2行	暴君ヴァーデルの花嫁初夜編（6）	ミッシィコミックス　Next　comics　F	bou-kun-vaaderu-no-hanayome#0(standard/Missy comics) vol=6 date=2016-04-15 || bou-kun-vaaderu-no-hanayome-shoya-hen#0(standard/Missy comics) vol=6 date=2016-04-01
DATE_CONFLICT_DAY	中	CROSS_PAGE	9784776742739	14	0	2	2	2	暴君ヴァーデルの花嫁 / 暴君ヴァーデルの花嫁 初夜編	bou-kun-vaaderu-no-hanayome,bou-kun-vaaderu-no-hanayome-shoya-hen	2016-07-01	楽天一致 1/2行	暴君ヴァーデルの花嫁初夜編（7）	ミッシィコミックス　Next　comics　F	bou-kun-vaaderu-no-hanayome#0(standard/Missy comics) vol=7 date=2016-07-15 || bou-kun-vaaderu-no-hanayome-shoya-hen#0(standard/Missy comics) vol=7 date=2016-07-01
DATE_CONFLICT_DAY	中	CROSS_PAGE	9784776743590	14	0	2	2	2	暴君ヴァーデルの花嫁 / 暴君ヴァーデルの花嫁 初夜編	bou-kun-vaaderu-no-hanayome,bou-kun-vaaderu-no-hanayome-shoya-hen	2016-11-01	楽天一致 1/2行	暴君ヴァーデルの花嫁初夜編（8）	ミッシィコミックス　Next　comics　F	bou-kun-vaaderu-no-hanayome#0(standard/Missy comics) vol=8 date=2016-11-15 || bou-kun-vaaderu-no-hanayome-shoya-hen#0(standard/Missy comics) vol=8 date=2016-11-01
DATE_CONFLICT_DAY	中	CROSS_PAGE	9784776744276	14	0	2	2	2	暴君ヴァーデルの花嫁 / 暴君ヴァーデルの花嫁 初夜編	bou-kun-vaaderu-no-hanayome,bou-kun-vaaderu-no-hanayome-shoya-hen	2017-03-01	楽天一致 1/2行	暴君ヴァーデルの花嫁初夜編（9）	ミッシィコミックス　Next　comics　F	bou-kun-vaaderu-no-hanayome#0(standard/Missy comics) vol=9 date=2017-03-15 || bou-kun-vaaderu-no-hanayome-shoya-hen#0(standard/Missy comics) vol=9 date=2017-03-01
DATE_CONFLICT_DAY	中	CROSS_PAGE	9784776745952	14	0	2	2	2	暴君ヴァーデルの花嫁 / 暴君ヴァーデルの花嫁 初夜編	bou-kun-vaaderu-no-hanayome,bou-kun-vaaderu-no-hanayome-shoya-hen	2017-11-01	楽天一致 1/2行	暴君ヴァーデルの花嫁初夜編（11）	ミッシィコミックス　Next　comics　F	bou-kun-vaaderu-no-hanayome#0(standard/Missy comics) vol=11 date=2017-11-15 || bou-kun-vaaderu-no-hanayome-shoya-hen#0(standard/Missy comics) vol=11 date=2017-11-01
DATE_CONFLICT_DAY	中	CROSS_EDITION	9784065440797	13	0	2	1	2	傷口と包帯	kizuguchi-to-houtai	2026-07-16	楽天一致 1/2行	傷口と包帯（5）	KCデラックス	kizuguchi-to-houtai#0(deluxe/講談社コミックスデラックス. 月刊少年マガジン) vol=5 date=2026-07-03 || kizuguchi-to-houtai#1(standard/講談社) vol=5 date=2026-07-16
DATE_CONFLICT_DAY	中	CROSS_PAGE	9784757503830	10	0	2	2	2	スターオーシャン セカンドストーリー	star-ocean-second-story,star-ocean-the-second-story	2001-01-22	楽天一致 1/2行	スターオーシャンセカンドストーリー（5）	ガンガンコミックス	star-ocean-second-story#0(standard/エニックススーパーコミック劇場 v.25) vol=5 date=2001-01-22 || star-ocean-the-second-story#0(standard/エニックススーパーコミック劇場) vol=5 date=2001-02
DATE_CONFLICT_DAY	中	CROSS_PAGE	9784803023350	10	0	2	2	2	無自覚聖女は今日も無意識に力を垂れ流す	mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tare-nagasu,mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tarenagasu	2026-07-10	楽天一致 1/2行	無自覚聖女は今日も無意識に力を垂れ流す　〜公爵家の落ちこぼれ令嬢、嫁ぎ先で幸せを掴み取る〜（8）	アース・スター　コミックス	mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tare-nagasu#0(standard/アース・スター　コミックス) vol=8 date=2026-07-10 || mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tarenagasu#0(standard/EARTH STAR COMICS) vol=8 date=2026-07-20
DATE_CONFLICT_DAY	中	CROSS_PAGE	9784821112050	10	0	2	2	2	まんがグリム童話 / 金瓶梅	kinpeibai,manga-grimm-douwa	2026-07-10	楽天一致 1/2行	金瓶梅（63）	まんがグリム童話	kinpeibai#0(standard/ぶんか社(まんがグリム童話)) vol=63 date=2026-07-10 || manga-grimm-douwa#0(standard/まんがグリム童話) vol=63[金瓶梅63] date=2026-07-20
DATE_CONFLICT_DAY	中	CROSS_PAGE	9784091390332	9	0	2	2	2	シティ・マンションの死角 / 夫婦探偵奮戦記	city-mansion-no-shikaku,fuufu-tantei-funsenki	1987-07-23	楽天一致 1/2行	夫婦探偵奮戦記（1）	フラワーコミックス　ジュディーロマンスシリーズ	city-mansion-no-shikaku#0(standard/Judy romance) vol=1 date=1987-08 || fuufu-tantei-funsenki#0(standard/-) vol=1 date=1987-07-23
DATE_CONFLICT_DAY	中	CROSS_PAGE	9784758031240	8	0	2	2	2	コーセルテルの竜術士 / コーセルテルの竜術士 子竜物語	corseltel-no-ryuujitsushi,corseltel-no-ryuujitsushi-koryuu-monogatari	2015-10-24	楽天一致 1/2行	コーセルテルの竜術士〜子竜物語〜（7）	IDコミックス　ZERO-SUMコミックス	corseltel-no-ryuujitsushi#0(standard/Crimson Comics) vol=7 date=2015-10-24 || corseltel-no-ryuujitsushi-koryuu-monogatari#0(standard/IDコミックス) vol=7 date=2015-11
DATE_CONFLICT_DAY	中	CROSS_PAGE	9784758059862	8	0	2	2	2	コーセルテルの竜術士 / コーセルテルの竜術士 子竜物語	corseltel-no-ryuujitsushi,corseltel-no-ryuujitsushi-koryuu-monogatari	2015-01-24	楽天一致 1/2行	コーセルテルの竜術士〜子竜物語〜（6）	IDコミックス　ZERO-SUMコミックス	corseltel-no-ryuujitsushi#0(standard/Crimson Comics) vol=6 date=2015-01-24 || corseltel-no-ryuujitsushi-koryuu-monogatari#0(standard/IDコミックス) vol=6 date=2015-02
DATE_CONFLICT_DAY	中	CROSS_EDITION	9784065391013	7	0	2	1	2	追放されたチート付与魔術師は気ままなセカンドライフを謳歌する。	tsuihousareta-sareta-cheat-fuyo-majutsushi-wa-kimama-na-sekando-life-o-ouka-suru	2025-04-09	楽天一致 1/2行	追放されたチート付与魔術師は気ままなセカンドライフを謳歌する。　〜俺は武器だけじゃなく、あらゆるもの	KCデラックス	tsuihousareta-sareta-cheat-fuyo-majutsushi-wa-kimama-na-sekando-life-o-ouka-suru#0(standard/月刊少年マガジン) vol=14 date=2025-04-09 || tsuihousareta-sareta-cheat-fuyo-majutsushi-wa-kimama-na-sekando-life-o-ouka-suru#1(deluxe/講談社コミックスデラックス. 月刊少年マガジン) vol=14 date=2025-04-02
DATE_CONFLICT_DAY	中	CROSS_EDITION	9784065392669	7	0	2	1	2	最強で最速の無限レベルアップ	saikyou-de-saisoku-no-mugen-level-appu	2025-04-09	楽天一致 1/2行	最強で最速の無限レベルアップ（7）　〜スキル【経験値1000倍】と【レベルフリー】でレベル上限の枷が	KCデラックス	saikyou-de-saisoku-no-mugen-level-appu#0(standard/月刊少年マガジン) vol=7 date=2025-04-09 || saikyou-de-saisoku-no-mugen-level-appu#1(deluxe/講談社コミックスデラックス. 月刊少年マガジン) vol=7[07#] date=2025-04-02
DATE_CONFLICT_DAY	中	CROSS_EDITION	9784065434352	7	0	2	1	2	追放されたチート付与魔術師は気ままなセカンドライフを謳歌する。	tsuihousareta-sareta-cheat-fuyo-majutsushi-wa-kimama-na-sekando-life-o-ouka-suru	2026-05-08	楽天一致 1/2行	追放されたチート付与魔術師は気ままなセカンドライフを謳歌する。　〜俺は武器だけじゃなく、あらゆるもの	KCデラックス	tsuihousareta-sareta-cheat-fuyo-majutsushi-wa-kimama-na-sekando-life-o-ouka-suru#0(standard/月刊少年マガジン) vol=20 date=2026-05-08 || tsuihousareta-sareta-cheat-fuyo-majutsushi-wa-kimama-na-sekando-life-o-ouka-suru#1(deluxe/講談社コミックスデラックス. 月刊少年マガジン) vol=20 date=2026-05-01
DATE_CONFLICT_DAY	中	CROSS_PAGE	9784253004343	7	0	2	2	2	ラーメン大好き小泉さん	ramen-daisuki-koizumi-san,ramen-daisuki-koizumi-san-narumi-2014	2025-10-08	楽天一致 1/2行	ラーメン大好き小泉さん　14	少年チャンピオン・コミックス	ramen-daisuki-koizumi-san#0(standard/SHŌNEN CHAMPION COMICS) vol=14 date=2025-10-01 || ramen-daisuki-koizumi-san-narumi-2014#0(standard/Bamboo comics) vol=14 date=2025-10-08
DATE_CONFLICT_DAY	中	CROSS_PAGE	9784803021936	7	0	2	2	2	無自覚聖女は今日も無意識に力を垂れ流す	mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tare-nagasu,mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tarenagasu	2025-10-10	楽天一致 1/2行	無自覚聖女は今日も無意識に力を垂れ流す　〜公爵家の落ちこぼれ令嬢、嫁ぎ先で幸せを掴み取る〜（7）	アース・スター　コミックス	mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tare-nagasu#0(standard/アース・スター　コミックス) vol=7 date=2025-10-10 || mujikaku-seijo-wa-kyou-mo-muishiki-ni-chikara-o-tarenagasu#0(standard/EARTH STAR COMICS) vol=7 date=2025-10-03
DATE_CONFLICT_DAY	中	CROSS_EDITION	9784065401576	6	0	2	1	2	追放されたチート付与魔術師は気ままなセカンドライフを謳歌する。	tsuihousareta-sareta-cheat-fuyo-majutsushi-wa-kimama-na-sekando-life-o-ouka-suru	2025-08-07	楽天一致 1/2行	追放されたチート付与魔術師は気ままなセカンドライフを謳歌する。　〜俺は武器だけじゃなく、あらゆるもの	KCデラックス	tsuihousareta-sareta-cheat-fuyo-majutsushi-wa-kimama-na-sekando-life-o-ouka-suru#0(standard/月刊少年マガジン) vol=16 date=2025-08-07 || tsuihousareta-sareta-cheat-fuyo-majutsushi-wa-kimama-na-sekando-life-o-ouka-suru#1(deluxe/講談社コミックスデラックス. 月刊少年マガジン) vol=16 date=2025-08-01
