tier	stem	title	route	ei	etype	label	imprint	number	kind	isbn	date	rak_title	rak_author	rak_publisher	g_pub	g_isbn	g_date	g_author	g_token	main_prefix	prev_num	prev_isbn	prev_date	next_num	next_isbn	next_date	publisher	n_cands	why	cover
ACCEPT	uchi-no-kore-ga-kore-na-monde	うちの相方(コレ)が腐(コレ)なもんで。	seed4	0	standard	通常版	角川コミックス・エース	1	LEAD	9784041062920	2017-12-09	うちの相方が腐なもんで。(1)	澄田佑貴	KADOKAWA	o	o	o	o	o	9784041				3	9784041070420	2018-08-10	KADOKAWA	1	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	
ACCEPT	uchi-no-kore-ga-kore-na-monde	うちの相方(コレ)が腐(コレ)なもんで。	seed4	0	standard	通常版	角川コミックス・エース	2	LEAD	9784041069530	2018-04-10	うちの相方が腐なもんで。(2)	澄田佑貴	KADOKAWA	o	o	o	o	o	9784041				3	9784041070420	2018-08-10	KADOKAWA	1	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	
ACCEPT	zeruda-no-densetsu-4-koma-manga-gekijou	ゼルダの伝説 4コママンガ劇場	seed4	0	standard	通常版	ゼルダ4コマシリーズ	2	LEAD	9784870257078	1993-02	ゼルダの伝説4コママンガ劇場(2)		スクウェア・エニックス	o	o	o	?	o	9784870				5	9784870257573	1994-08-22	エニックス	1	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	
ACCEPT	zeruda-no-densetsu-4-koma-manga-gekijou	ゼルダの伝説 4コママンガ劇場	seed4	0	standard	通常版	ゼルダ4コマシリーズ	4	LEAD	9784870257283	1993-10	ゼルダの伝説4コママンガ劇場(4)		スクウェア・エニックス	o	o	o	?	o	9784870				5	9784870257573	1994-08-22	エニックス	1	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	
REJECT_EDITION	ai-1995	愛	overrides	0	standard	通常版	アクションコミックス	1	LEAD	9784537105445	2006-10	愛!!	金沢有倖	日本文芸社	x	o	x	x	o	9784575				2	9784575933994	1995-06	双葉社	1	版元prefix不一致 ※種2に在るのに本番未描画=結線もれ	
REJECT_EDITION	fushigi-tobe-kun	ふしぎトーボくん	seed4	0	standard	通常版	ジャンプ・コミックス	2	MID	9784834213942	1995-01-19	ふしぎトーボくん(2)	ちばあきお	集英社	x	x	x	o	o	9784088	1	9784088512211	1983-04-15	3	9784088512235	1983-12	集英社	1	版元prefix不一致 ※種2に在るのに本番未描画=結線もれ	
REJECT_EDITION	hal-ayase-2017	ハル	seed4	0	standard	通常版	Poe backs	1	LEAD	9784088450636	2013-06-25	ハル	綾瀬羽美	集英社	x	o	o	x	o	9784865				2	9784865893540	2017-06	ふゅーじょんぷろだくと	1	版元prefix不一致 ※種2に在るのに本番未描画=結線もれ	
REJECT_EDITION	hana-ichimonme	花いちもんめ	seed4	0	standard	通常版	ぶんか社コミックス	1	LEAD	9784088535029	1989-10-13	花いちもんめ	谷川史子	集英社	x	o	o	x	o	9784821				2	9784821198658	2001-04	ぶんか社	1	版元prefix不一致 ※種2に在るのに本番未描画=結線もれ	
REJECT_EDITION	hyper-restaurant	ハイパーレストラン	seed4	0	standard	通常版	GANGAN WING COMICS	1	LEAD	9784870256590	1997-12-08	ハイパーレストラン(1)	霧香&聖娜	スクウェア・エニックス	x	x	o	x	o	9784757				3	9784757500464	1999-07-27	エニックス	1	版元prefix不一致 ※種2に在るのに本番未描画=結線もれ	
REJECT_EDITION	hyper-restaurant	ハイパーレストラン	seed4	0	standard	通常版	GANGAN WING COMICS	2	LEAD	9784870253872	1998-09-12	ハイパーレストラン(2)	霧香&聖娜	スクウェア・エニックス	x	x	o	x	o	9784757				3	9784757500464	1999-07-27	エニックス	1	版元prefix不一致 ※種2に在るのに本番未描画=結線もれ	
REJECT_EDITION	la-vie-en-rose-1998	ラヴィアンローズ	seed4	0	standard	通常版	プリンセスコミックスデラックス	1	LEAD	9784257918530	1985-12	ラヴィアン・ローズ	滝沢美之	朝日ソノラマ	x	x	o	x	o	9784253				2	9784253153652	1998-04-20	秋田書店	1	版元prefix不一致 ※種2に在るのに本番未描画=結線もれ	
REJECT_EDITION	sandman	サンドマン	overrides	0	standard	通常版		5	MID	9784924914308	1999-06	サンドマン(5)	ニール・ゲイマン	インターブックス	o	x	x	x	o	9784924	4	9784924914902	2024-11-09	6	9784924914964	2025-11-29	インターブックス	1	ISBN連番の外 ※種2に在るのに本番未描画=結線もれ	
REJECT_EDITION	shamo-1990	軍鶏	seed4	0	standard	通常版	SPコミックス	7	MID	9784575824926	2000-04-22	軍鶏(7)	たなか亜希夫/橋本以蔵	双葉社	x	x	x	x	o	9784845	5	9784845804429	1991-04	9	9784845804467	1992-07	リイド社	1	版元prefix不一致 ※種2に在るのに本番未描画=結線もれ	
REJECT_EDITION	shiikyuu-salaryman-kouza	C級さらりーまん講座	seed4	0	standard	通常版	ビッグコミックススペシャル	7	MID	9784091791672	2000-11-30	C級さらりーまん講座(7)	山科 けいすけ	小学館	o	x	o	o	o	9784091	6	9784091791665	1998-10-28	12	9784091790156	2007-05-30	小学館	1	ISBN連番の外 ※種2に在るのに本番未描画=結線もれ	
REJECT_EDITION	shiikyuu-salaryman-kouza	C級さらりーまん講座	seed4	0	standard	通常版	ビッグコミックススペシャル	8	MID	9784091791689	2003-05-28	C級さらりーまん講座(8)	山科 けいすけ	小学館	o	x	o	o	o	9784091	6	9784091791665	1998-10-28	12	9784091790156	2007-05-30	小学館	1	ISBN連番の外 ※種2に在るのに本番未描画=結線もれ	
REJECT_EDITION	shiikyuu-salaryman-kouza	C級さらりーまん講座	seed4	0	standard	通常版	ビッグコミックススペシャル	9	MID	9784091791696	2003-06-27	C級さらりーまん講座(9)	山科 けいすけ	小学館	o	x	o	o	o	9784091	6	9784091791665	1998-10-28	12	9784091790156	2007-05-30	小学館	1	ISBN連番の外 ※種2に在るのに本番未描画=結線もれ	
REJECT_EDITION	shiikyuu-salaryman-kouza	C級さらりーまん講座	seed4	0	standard	通常版	ビッグコミックススペシャル	10	MID	9784091791702	2006-03-28	C級さらりーまん講座(10)	山科 けいすけ	小学館	o	x	o	o	o	9784091	6	9784091791665	1998-10-28	12	9784091790156	2007-05-30	小学館	1	ISBN連番の外 ※種2に在るのに本番未描画=結線もれ	
REJECT_EDITION	shiikyuu-salaryman-kouza	C級さらりーまん講座	seed4	0	standard	通常版	ビッグコミックススペシャル	11	MID	9784091790071	2006-05-29	C級さらりーまん講座(11)	山科 けいすけ	小学館	o	x	o	o	o	9784091	6	9784091791665	1998-10-28	12	9784091790156	2007-05-30	小学館	1	ISBN連番の外 ※種2に在るのに本番未描画=結線もれ	
REJECT_EDITION	shin-nippon-jinbutsushi	新日本人物史	overrides	0	standard	通常版	朝日小学生新聞の学習まんが	1	LEAD	9784907150679	2015-10	新日本人物史(1)	つぼいこう	朝日学生新聞社	x	o	o	o	o	9784909				3	9784909064004	2017-01-30	朝日学生新聞社	1	版元prefix不一致 ※種2に在るのに本番未描画=結線もれ	
REJECT_EDITION	shin-nippon-jinbutsushi	新日本人物史	overrides	0	standard	通常版	朝日小学生新聞の学習まんが	2	LEAD	9784907150686	2015-10	新日本人物史(2)	つぼいこう	朝日学生新聞社	x	o	o	o	o	9784909				3	9784909064004	2017-01-30	朝日学生新聞社	1	版元prefix不一致 ※種2に在るのに本番未描画=結線もれ	
REJECT_EDITION	swan	SWAN	canon:extra[2]	3	kanzenban	特装シリーズ(2024〜)	SWAN特装シリーズ	8	MID	9784088503851	1990-08-04	Swan(8)	有吉京子	集英社	x	x	x	o	o	9784582	6	9784582288766	2024-05	13	9784582288490	2024-03	平凡社	1	版元prefix不一致 ※種2に在るのに本番未描画=結線もれ	
REJECT_EDITION	swan	SWAN	canon:extra[2]	3	kanzenban	特装シリーズ(2024〜)	SWAN特装シリーズ	10	MID	9784088504285	1990-08-04	Swan(10)	有吉京子	集英社	x	x	x	o	o	9784582	6	9784582288766	2024-05	13	9784582288490	2024-03	平凡社	1	版元prefix不一致 ※種2に在るのに本番未描画=結線もれ	
REJECT_EDITION	toaru-majutsu-no-baacharon	とある魔術の電脳戦機(バーチャロン)	seed4	0	standard	通常版	電撃コミックスNEXT	1	LEAD	9784048937740	2018-03	とある魔術の電脳戦機(バーチャロン) : とある魔術の禁書目録×電脳戦機バーチャロン. 1	鎌池, 和馬/ひびぽん/灰村, キヨタカ/竹/カトキ, ハジメ	KADOKAWA	x	o	o	o	o	9784049				2	9784049121308	2018-10-26	KADOKAWA	1	版元prefix不一致 ※種2に在るのに本番未描画=結線もれ	
REJECT_EDITION	usagi-1994	うさぎ	seed4	0	standard	通常版	劇画キングシリーズ	1	LEAD	9784088480831	1993-04-22	うさぎ	槇村さとる	集英社	x	o	o	x	o	9784883				2	9784883153220	1994-10	スタジオ・シップ	1	版元prefix不一致 ※種2に在るのに本番未描画=結線もれ	
REVIEW	boku-no-doubutsuen-nikki	ぼくの動物園日記	canon:volumes	0	standard	通常版	ジャンプ・コミックス	2	MID	9784834211511	1989-05-19	ぼくの動物園日記(2)	飯森広一	集英社	?	?	x	o	o		1		1973-04	3		1973	集英社	1	証拠不足 ※種2に在るのに本番未描画=結線もれ	
REVIEW	boku-no-doubutsuen-nikki	ぼくの動物園日記	canon:extra[0]	1	shinsoban	Jump comics	Jump comics	3	MID	9784834211528	1989-06-19	ぼくの動物園日記(3)	飯森広一	集英社	?	?	x	o	o		2		1973-09	4		1974-11-30	不明	1	証拠不足 ※種2に在るのに本番未描画=結線もれ	
REVIEW	boku-no-doubutsuen-nikki	ぼくの動物園日記	canon:volumes	0	standard	通常版	ジャンプ・コミックス	4	MID	9784834211535	1989-07-19	ぼくの動物園日記(4)	飯森広一	集英社	?	?	x	o	o		3		1973	5		1973	集英社	1	証拠不足 ※種2に在るのに本番未描画=結線もれ	
