slug	title	authors	year	publisher	total_volumes
the-mad-pachi-slot-brother-s	THE MAD PACHI-SLOT BROTHER'S	藤丸あらた	2001	byakuya-shobo	3
sutekina-shufutachi	すてきな主婦たち	風間宏子	2001	futabasha	2
damenzu-walker	だめんず・うぉ～か～	倉田真由美	2001	fusosha	32
pururun-seminar	ぷるるんゼミナール	ながしま超助	2001	futabasha	3
canon-2023	カノン	ハルミチヒロ	2001	hakusensha	2
kanon-usami-2003	カノン	宇佐美真紀	2001	shogakukan	2
sky-high	スカイハイ	髙橋ツトム	2001	shueisha	4
nippon-banashi	ニッポン昔話	花輪和一	2001	shogakukan	2
pachisuro-yancha-bugi	パチスロやんちゃブギ	しのはら勉	2001	(unknown)	12
hikari-to-tomoni	光とともに…	戸部けいこ	2001	akita	24
shin-kaiketsu-jouki-tanteidan	真・快傑蒸気探偵団	麻宮騎亜	2001	kadokawa	12
zettai-shitai-etchi-na-koi	絶対したいHな恋!	もんでんあきこ	2001	akita	2
majutsushi-oofen-haguretabi	魔術士オーフェンはぐれ旅	連	2001	kadokawa	3
birth-2002	BIRTH	山口譲司	2002	gentosha	2
dr-nekoyanagita-no-kagakuteki-seishun	Dr.猫柳田の科学的青春	筆吉純一郎	2002	gentosha	4
nhk-sono-toki-rekishi-ga-ugoita	NHKその時歴史が動いた	ながいのりあき・谷口敬・小川おさむ・狩那匠・西田真基	2002	shueisha	2
valkyrie-profile	VALKYRIE PROFILE	藍山恵	2002	square-enix	4
guruguru-shoukougun	ぐるぐる症候群	ノアール出版	2002	(unknown)	2
zakoken-maruchou	ざこ検〔○潮〕	高田靖彦	2002	shogakukan	5
shota-komi	ショタコミ	かたぎりあつこ・星逢ひろ・矢間野狐	2002	shobunkan	2
minami-no-teiou-special	ミナミの帝王スペシャル	郷力也	2002	nihon-bungeisha	4
meitantei-conan-tokubetsuhen-2016	名探偵コナン 特別編	窪田一裕・太田勝	2002	shogakukan	15
kishibe-no-uta	岸辺の唄	今市子	2002	shueisha	4
kagemusha-tokugawa-ieyasu-gaiden-sakon	影武者徳川家康外伝左近	原哲夫	2002	tokuma	5
gamurakan	臥夢螺館	福山庸治	2002	kodansha	2
hana-matsumoto-2002	花	松本大洋	2002	(unknown)	9
tsurikichi-sanpei-heiseiban	釣りキチ三平 平成版	矢口高雄	2002	kodansha	20
clamp-premium-collection-holic	CLAMP PREMIUM COLLECTION ×××HOLiC	CLAMP	2003	kodansha	39
capeta	capeta	曽田正人	2003	kodansha	48
xxxholic	xxxHOLiC	CLAMP	2003	kodansha	39
guruguru-kakumei	ぐるぐる革命	(unknown)	2003	(unknown)	8
shizuku-chan	しずくちゃん	ぎぼりつこ	2003	(unknown)	43
manga-grimm-douwa	まんがグリム童話	竹崎真実	2003	bunkasha	24
pachisuro-yancha-gaiden	パチスロやんちゃ外伝	しのはら勉	2003	(unknown)	4
senri-no-michi-mo-dai-sanshou	千里の道も 第三章	渡辺敏	2003	(unknown)	38
tenka-musou	天下無双	宮下あきら	2003	shueisha	10
kai-riki-ran-shin-quan	怪・力・乱・神クワン	志水アキ	2003	mediafactory	5
show-chan-no-bouken	正チャンの冒険	樺島勝一	2003	shogakukan	3
bakuon-rettou	爆音列島	高橋ツトム	2003	kodansha	17
tokusen-ol-shinkaron	特選OL進化論	秋月りす	2003	kodansha	2
dare-nimo-ienai-hi	誰にも言えない(秘)	ゆかりがわ弓夜・夏葉ヤシ・彩也・山田可南・杉本ふぁりな・松本ゆうか・梶原なつ・夏生恒・将貴和寿	2003	shobunkan	14
toriyama-akira-marusaku-gekijou-aratame	鳥山明○作劇場「改」	鳥山明	2003	shueisha	2
fate-kishi	Fate騎士	ノアール出版	2004	(unknown)	9
gold-2004	GOLD	山本隆一郎	2004	shonen-gahosha	2
jin	JIN	村上もとか	2004	shueisha	25
sugar-spice	Sugar ＆ Spice	オトヨシクレヲ	2004	kasakura-shuppan	17
uiui-days	ういうい❤days	犬上すくね	2004	takeshobo	7
manga-project-ekkusu-chousenshatachi	まんがプロジェクトX挑戦者たち	NHKプロジェクトX制作班	2004	ozora-shuppan	13
gang-king	ギャングキング	柳内大樹	2004	shonen-gahosha	64
misutaa-ajikko-2	ミスター味っ子Ⅱ	寺沢大介	2004	kodansha	4
meitantei-yumemizu-kiyoshirou-jiken-note	名探偵夢水清志郎事件ノート	えぬえけい	2004	kodansha	13
daikaizoku-doumei-extra-edition	大海賊同盟 EXTRA EDITION	(unknown)	2004	(unknown)	6
daiki-no-baka-h-special	大紀のバカHスペシャル	山崎大紀	2004	(unknown)	2
ou-sama-no-shitateya	王様の仕立て屋	大河原遁	2004	shueisha	45
eiyuu-sangokushi	英雄三国志	大島やすいち	2004	shueisha	3
tobaku-datenroku-kaiji	賭博堕天録カイジ	福本伸行	2004	kodansha	17
onmitsu-kenshi	隠密剣士	かわのいちろう	2004	shueisha	7
arasu-kagayakeru-tsubasa	Alas～輝ける翼	野部利雄	2005	shueisha	10
bartender	Bartender	長友健篩	2005	shueisha	26
gray-zone	Gray zone	(unknown)	2005	(unknown)	7
doubutsu-no-mori	どうぶつの森	あべさより	2005	shogakukan	9
mangetsu-no-yoru-ni	まんげつのよるに	あべ弘士	2005	kodansha	2
osaka-geijutsu-daigaku-daigaku-manga	大阪芸術大学 大学漫画	小池一夫	2005	koike-shoin	4
chousen-shikaku	挑戦資格	園田光慶	2005	pan-rolling	7
mobile-suit-gundam-seed-destiny-2005	機動戦士ガンダムSEED DESTINY	岩瀬昌嗣・高山瑞穂・やまだたかひろ	2005	kodansha	10
mobile-suit-gundam-san	機動戦士ガンダムさん	大和田秀樹・富野由悠季	2005	kadokawa	22
tokusen-kobo-chan	特選コボちゃん	植田まさし	2005	houbunsha	16
hana-2005	花	門井亜矢	2005	ozora-shuppan	9
dokusha-toukou-shinrei-taiken	読者投稿心霊体験	高港基資	2005	shonen-gahosha	3
akashiro-tamago	赤白たまご	東宮千子	2005	tousuisha	19
usaru-san	うさるさん。	たみやともか	2006	mediafactory	2
uchi-no-3-shimai	うちの3姉妹	松本ぷりっつ	2006	shufu-no-tomo	31
higurashi-no-nakukoro-ni	ひぐらしのなく頃に	とがわはなまる・ドバト・内村かなめ・楠見らんま・連・たかはしさなえ・にくばなれ・ico・KANZUME・いけだじゅん・カズー・こえこ・ナナマル・ほりやゆ・らすぷ～・りんごあっぷる・剛田ナギ・今泉昭彦・山斗・相沢・銘・由川朝巳・ヨシザワ・珠洲城くるみ・荒木風羽・凪妖女・ちんじゃおろおす・みなづき忍・新久保だいすけ・しゅー	2006	ozora-shuppan	5
higurashi-no-naku-koro-ni-himatsubushihen	ひぐらしのなく頃に 暇潰し編	外海良基	2006	square-enix	3
atori-show	アトリ抄	たしろたくや	2006	mediafactory	2
kingdom	キングダム	原泰久	2006	shueisha	95
mogura-no-uta	土竜の唄	高橋のぼる	2006	shogakukan	93
horikou-hanemono-ranger	堀高ハネモノレンジャー	葉月かなえ	2006	akita	2
yozakura-quartet	夜桜四重奏	ヤスダスズヒト	2006	kodansha	33
shin-ekiben-hitoritabi	新・駅弁ひとり旅	はやせ淳	2006	futabasha	12
asami-mitsuhiko-mystery-special	浅見光彦ミステリースペシャル	日下部拓海・羽柴麟・千村青	2006	jitsugyo-no-nihon	24
shiritsu-shouei-gakuen-otoko-koutoubu-kurashina-sensei-no-junan	私立翔瑛学園男子高等部倉科先生の受難	志野夏穂	2006	libre	4
moeyo-sensha-gakkou	萌えよ!戦車学校	野上武志	2006	(unknown)	4
reigen-ohatsu-torimono-hikae	霊験お初捕物控	坂口よしを	2006	akita	4
g-defend	G・defend	森本秀	2007	tousuisha	102
toaru-kagaku-no-railgun	とある科学の超電磁砲	冬川基・鎌池和馬	2007	kadokawa	14
neko-punch	ねこぱんち	小石川ふに	2007	shonen-gahosha	4
guranpuri-tengoku	グランプリ天国	村山文夫	2007	sankosha-photo	5
papillon	パピヨン	上田美和	2007	kodansha	7
parabellum	パラベラム	吉岡榊	2007	mediafactory	2
love-drug	ラブドラッグ	マーシーラビット・ゆかりがわ弓夜	2007	shobunkan	2
saki	咲	小林立	2007	square-enix	26
umimachi-diary	海街diary	吉田秋生	2007	shogakukan	8
shirasunamura	白砂村	今井神	2007	ichijinsha	6
yurihime-wild-rose	百合姫Wildrose	いづみやおとは・胡原おみ・速瀬羽柴・天野しゅにんた・柚葉せいろ・花田マコ・高橋依摘・三国ハヂメ・大槻ミゥ・南崎いく	2007	ichijinsha	2
euromanga	euromanga	フレデリック・トゥルモンド	2008	asuka-shinsha	3
neko-puni	ねこぷに	石田貴子	2008	mediax	6
tales-of-destiny-director-cut-cut-toki-no-rion	テイルズオブデスティニーディレクターズカット 儚き刻のリオン	カスカベアキラ	2008	kadokawa	4
persona-4-4-koma-kings	ペルソナ4 4コマKINGS	難波豊	2008	ichijinsha	4
muse-no-gakuen-de-aou	ミューズの学園で逢おう	立野真琴	2008	libre	3
shima-kousaku-zenshuu	島耕作全集	弘兼憲史	2008	kodansha	3
rikei-kun	理系クン	高世えり子	2008	bungei-shunju	4
reikan-koumuten-ripea	霊感工務店リペア	池田さとみ	2008	shueisha	11
chokoreito	ちょこれいと	フクシマハルカ	2009	kodansha	2
onape	オナぺ	佐藤沙緒里・カマキリ・栗山なつき	2009	shobunkan	2
jump-sq-comic-selection	ジャンプSQ.Comic Selection	集英社	2009	shueisha	5
tales-of-vesperia-4-koma-kings	テイルズオブヴェスペリア4コマKINGS	藤島康介・バンダイナムコゲームス	2009	ichijinsha	3
yuuutsuna-asa	憂鬱な朝	日高ショーコ	2009	tokuma	6
tokumorikobo-chan	特盛!コボちゃん	植田まさし	2009	houbunsha	9
gunjou-2012	群青	吉田秋生	2009	shogakukan	2
rinjou	臨場	上農ヒロ昭	2009	nihon-bungeisha	2
s	S	藤堂裕	2010	shogakukan	19
ziggurat	Ziggurat	Miss Black	2010	kill-time-communication	6
uta-no-purinsusamatsu	うたの☆プリンスさまっ♪	雪広うたこ	2010	kadokawa	2
hard-nuts	ハードナッツ	大竹とも	2010	kobunsha	2
pilot-a	パイロットA	吉田竜夫	2010	pan-rolling	4
ningen-shikkaku-ito-2010	人間失格	比古地朔弥	2010	gakken	3
yuu-gi-ou-5ds	遊・戯・王5D's	佐藤雅史	2010	shueisha	3
goshujin-sama-no-oshioki	ご主人様のおしおき?	春宮ぱんだ	2011	ozora-shuppan	2
meshibana-deka-tachibana	めしばな刑事タチバナ	阿左維シン	2011	tokuma	58
noragami	ノラガミ	あだちとか	2011	kodansha	40
majikyuu-4-koma-steins-gate	マジキュー4コマ STEINS;GATE	エンターブレイン	2011	kadokawa	3
mei-tantei-asami-mitsuhiko-ando-ryojou-mystery-comic-selection	名探偵浅見光彦＆旅情ミステリーコミックセレクション	ひたか良・花村えい子・えぐちゆう・鳥羽笙子・大塚あきら・風祭壮太・あさみさとる・月嶋つぐ美	2011	akita	22
shouwa-genroku-rakugo-shinjuu	昭和元禄落語心中	雲田はるこ	2011	kodansha	19
saiyaku-wa-boku-o-sukisugiru	災厄は僕を好きすぎる	二宮悦巳	2011	tokuma	10
kaina	腕	森秀樹	2011	leed	2
hanazakari-daikokuya-honpo	花ざかり大黒屋本舗	星野めみ	2011	futabasha	2
yuugiou-zearu	遊☆戯☆王ZEXAL	三好直人	2011	shueisha	6
robotics-notes-2012	Robotics;Notes	シヒラ竜也	2012	shueisha	4
saitou-takao-ikenami-shoutarou-jidai-gekiga-waido-selection	さいとう・たかを池波正太郎時代劇画ワイドセレクション	さいとう・たかを・池波正太郎	2012	leed	11
soshite-kozure-ookami-shikaku-no-ko	そして-子連れ狼刺客の子	森秀樹	2012	shogakukan	2
gate	ゲート	竿尾悟	2012	seiunsha	27
rakkiidoggu-1-blast	ラッキードッグ1 BLAST	おそら	2012	kadokawa	8
gakkou-kachinukisen-jikken-taiketsu	学校勝ち抜き戦 実験対決	洪鐘賢	2012	asahi-shimbun	9
kanojo-no-hitorigurashi-tsuu-out-manrui	彼女のひとりぐらしツーアウト満塁	玉置勉強	2012	gentosha	2
shin-kurosagi-kanketsu-hen	新クロサギ完結編	黒丸	2012	shogakukan	6
bou-kun-vaaderu-no-hanayome	暴君ヴァーデルの花嫁	松本帆加	2012	ozora-shuppan	7
gokudoumeshi	極道めし	土山しげる	2012	futabasha	3
kizuato	痕	月吉ヒロキ	2012	kadokawa	3
kyouka-ayakashi-hichou	鏡花あやかし秘帖	今市子	2012	gakken	2
servamp	SERVAMP	田中ストライク	2013	kadokawa	22
yaiba-2013	刃	さいとう・たかを・さいとうプロダクション	2013	leed	2
kaitou-lupin-den-aventurier	怪盗ルパン伝アバンチュリエ	森田崇	2013	shogakukan-creative	6
shin-mimibukuro	新耳袋	萩原玲二	2013	shueisha	2
futsuu-no-joshikousei-ga-rokodoru-yattemita	普通の女子校生が【ろこどる】やってみた。	小杉光太郎	2013	kodansha	9
shachou-to-anan	社長とあんあん❤	佐々木柚奈	2013	shogakukan	12
ryuutei-no-mon	竜蹄の門	やまさき拓味	2013	leed	5
kantai-collection-kancolle-4-koma-comic-fubuki-ganbarimasu	艦隊これくしょん-艦これ-4コマコミック 吹雪、がんばります!	「艦これ」運営鎮守府	2013	kadokawa	9
kantai-collection-kancolle-comic-arakaruto-maizuru-chinjufu-hen	艦隊これくしょん-艦これ-コミックアラカルト 舞鶴鎮守府編	「艦これ」運営鎮守府	2013	kadokawa	15
kachou-fuugetsu	花鳥風月	志水ゆき	2013	shinshokan	11
gurazeni-2014	Gurazeni	アダチケイジ・コージィ城倉	2014	kodansha	5
murci-lago	Murciélago	よしむらかな	2014	square-enix	27
chibi-hontou-ni-atta-waraeru-hanashi	ちび本当にあった笑える話	桜木さゆみ	2014	bunkasha	117
secret-siblings	シークレット×シブリングス	港川一臣	2014	square-enix	2
sugomori-hontou-ni-atta-koko-dake-no-hanashi-kiwami	スゴ盛!本当にあった〔○生〕ここだけの話極	おがたちえ・カツピロ・よしみいく・安斎かなえ・加藤マユミ・犬養ヒロ・高原けんじ・小沢カオル・新田朋子・茶畑るり・藤城翔・日高トモキチ・美月李予・薮犬小夏・鈴木ぺんた・和田真由美・はなぶー・後野まつり・杉野BEAT・しいなみなみ・恵える・戸川マル・小谷梓・江崎ころすけ・山口悠・おぎのじゅんこ・天野こひつじ・佐々木慶子・チャールズ後藤・Nyan・たかまつやよい・まつうらゆうこ・鈴木ぐり・きのしたきのこ	2014	houbunsha	23
fate-strange-fake-2019	フェイト/ストレンジフェイク	森井しづき	2014	(unknown)	4
kaitou-lupin-den-abanchurie-toujou-hen	怪盗ルパン伝アバンチュリエ 登場編	森田崇	2014	shogakukan-creative	3
bou-kun-vaaderu-no-hanayome-shoya-hen	暴君ヴァーデルの花嫁 初夜編	松本帆加	2014	ozora-shuppan	17
gifuu-doudou	義風堂々!!	武村勇治	2014	tokuma	13
major-2nd	MAJOR 2nd	満田拓也	2015	shogakukan	31
esudii-gundam-gaiden-kishi-gundam-monogatari-seikihei-monogatari-hen	SDガンダム外伝 騎士ガンダム物語 聖機兵物語編	ほしの竜一・桧山智幸	2015	kodansha	2
itadakimasu-uekan-2015	いただきます	くりた陸	2015	akita	3
otokuyou-mainichi-kaa-san	お徳用毎日かあさん	西原理恵子	2015	mainichi	4
atom-the-beginning	アトムザ・ビギニング	カサハラテツロー	2015	shogakukan-creative	24
ribbon-no-kishi-nakayoshi-orijinaruban-fukkoku-daizenshuu	リボンの騎士 ≪なかよしオリジナル版≫ 復刻大全集	手塚治虫	2015	fukkan-com	3
kamen-rider-kuuga	仮面ライダークウガ	横島一	2015	shogakukan-creative	28
gensuibaku-manga-collection	原水爆漫画コレクション	滝田ゆう・白土三平	2015	heibonsha	2
oogata-shinjin-no-kyouikugakari	大型新人の教育係	森長あやみ	2015	kadokawa	2
tachibanakan-try-anguru	立花館to lie (とらい) あんぐる	merryhachi	2015	kodansha	8
crew-de-gozaimasu	CREWでございます!	御前モカ	2016	akita	3
dogs-sato-2023	Dogs	里つばめ	2016	taiyoh-tosho	2
sherlock-berugureebia-no-shuubun	SHERLOCKベルグレービアの醜聞	Jay.	2016	kadokawa	2
sherlock-ooinaru-game	SHERLOCK大いなるゲーム	Jay.	2016	kadokawa	2
akuma-to-keiyaku	アクマと契約	ハル	2016	libre	2
sayonara-jitensha	サヨナラ自転車	友風子	2016	futabasha	2
zootopia	ズートピア	(unknown)	2016	kadokawa	2
dragless-sex	ドラッグレス・セックス	江口吾朗	2016	takeshobo	2
honey-lemon-soda	ハニーレモンソーダ	村田真優	2016	shueisha	30
finding-dory	ファインディング・ドリー	(unknown)	2016	kadokawa	2
vampire-naito-memories	ヴァンパイア騎士(ナイト)memories	樋野まつり	2016	hakusensha	10
hokuto-no-ken-2016	北斗の拳	行徒妹	2016	tokuma	5
shinyaku-meruhien	新約Marchen	えむけえ	2016	kodansha	2
mobile-suit-gundam-emuesuvui-aaru	機動戦士ガンダムMSV-R	虎哉孝征	2016	kadokawa	11
api	Api	瀬納よしき・淀川ゆお・ヴァージニア二等兵・桜日梯子・比村奇石・ほむらじいこ・銀子・桐式トキコ・雨宮かよう・山本泰一郎・ぴい・高瀬ろく	2017	houbunsha	7
final-fantasy-lost-stranger-2021	Final fantasy lost stranger	むつきらん	2017	square-enix	10
guresanpo	グレさんぽ	グレゴリ青山	2017	shogakukan	2
trinity-seven	トリニティセブン	奈央晃徳	2017	kadokawa	22
kemono-jihen	怪物(けもの)事変	藍本松	2017	shueisha	22
honda-kanoko-no-hondana	本田鹿の子の本棚	佐藤将	2017	leed	3
kantai-collection-kancolle-4-koma-comic	艦隊これくしょん-艦これ-4コマコミック	桃井涼太	2017	kadokawa	7
kusuriya-no-hitorigoto-shino-2017	薬屋のひとりごと	ねこクラゲ	2017	square-enix	10
diner	DINER ダイナー	河合孝典	2018	shueisha	25
fate-grand-order-turas-r-alta	Fate/Grand Order-turas réalta-	カワグチタケシ	2018	kodansha	17
douyara-watashi-no-karada-wa-kanzen-muteki-no-youdesune	どうやら私の身体は完全無敵のようですね	さばねこ	2018	kadokawa	10
nee-piyo-chan	ねぇ、ぴよちゃん	青沼貴子	2018	takeshobo	12
neko-youkai	ねこようかい	ぱんだにあ	2018	takeshobo	4
neko-youkai-gorogoro	ねこようかいゴロゴロ	ぱんだにあ	2018	takeshobo	4
neko-youkai-mugyutsu	ねこようかいムギュッ!	ぱんだにあ	2018	takeshobo	4
series-atarimae-no-zeitaku	シリーズあたりまえのぜひたく。	きくち正太	2018	gentosha	9
sugomori-hontou-ni-atta-nama-koko-dake-no-hanashi-kiwami-ultra	スゴ盛!本当にあった(生)ここだけの話極 (ウルトラ)	安斎かなえ	2018	houbunsha	26
chicken-iguchi-2024	チキン	歳脇将幸	2018	akita	22
chibikasu-kun	チビカスくん	村瀬範行	2018	shogakukan	3
hellhound-2018	ヘルハウンド	安藤慈朗	2018	nihon-bungeisha	3
mashou-no-ahosuta-san	マショウのあほすたさん	あほすたさん	2018	(unknown)	2
sekai-o-sukuu-tame-ni-watashi-to-asachun-dekimasu-ka	世界を救うために亜人(わたし)と朝チュンできますか?	音井れこ丸	2018	kadokawa	8
isekai-ni-kita-mitai-dakedo-dousureba-yoinodarou	異世界に来たみたいだけど如何すれば良いのだろう	森ゆきなつ	2018	gentosha	3
tensei-kenja-no-isekai-life	転生賢者の異世界ライフ	彭傑	2018	square-enix	31
mahouka-koukou-no-rettousei-2018	魔法科高校の劣等生	マジコ!	2018	square-enix	7
kuro-ka-shiro-ka	黒か白か	桜日梯子	2018	kadokawa	13
2-tengojigen-no-ririsa	2.5次元の誘惑(リリサ)	橋本悠	2019	shueisha	23
tsuyoshi	TSUYOSHI	丸山恭右・麦子	2019	shogakukan	29
douyara-watashi-no-karada-wa-kanzen-muteki-no-you-desu-ne	どうやら私の身体(からだ)は完全無敵のようですね	さばねこ	2019	kadokawa	3
arafoo-kenja-no-isekai-seikatsu-nikki	アラフォー賢者の異世界生活日記	西野リュウ	2019	square-enix	16
in-hand-2019	インハンドプロローグ	朱戸アオ	2019	kodansha	3
comic-asami-mitsuhiko-honkaku-ryojou-mystery	コミック浅見光彦本格旅情ミステリー	あさみさとる	2019	bunkasha	16
donketsu-dainishou	ドンケツ第2章	たーし	2019	shonen-gahosha	16
magia-record-2025	マギアレコード	Magica Quartet・富士フジノ	2019	houbunsha	11
kawaii-uso-no-kawauso	可愛い嘘のカワウソ	Lommy	2019	kadokawa	7
nageki-no-bourei-wa-intai-shitai	嘆きの亡霊は引退したい	育田せみ	2019	kadokawa	10
morino-no-kuma-chan	森ののくまちゃん	えびなしお	2019	shogakukan	6
afurete-koborete-gaman-dekinai	溢れて零れて、我慢できない	やまち	2019	takeshobo	2
chou-ka-han-ka	蝶か犯か	鳥海ペドロ	2019	kodansha	12
korekara-ore-wa-kouhai-ni-dakaremasu	これから俺は、後輩に抱かれます	佳門サエコ	2020	libre	5
marugoshi-deka-super-collection	まるごし刑事スーパーコレクション	渡辺みちお	2020	jitsugyo-no-nihon	18
killers-holiday	キラーズホリディ	松イラストレーター	2020	micro-magazine	6
hallelujah-baby	ハレルヤベイビー	多賀タイラ	2020	shueisha	7
riezon	リエゾン	ヨンチャン	2020	kodansha	20
fuguushoku-kanteishi-ga-jitsu-wa-saikyou-datta	不遇職〈鑑定士〉が実は最強だった	佐々木宣人	2020	kodansha	14
imootaru-princess-hajimemashita	人外姫様(イモータルプリンセス)、始めました	割田コマ	2020	kodansha	16
yuusha-densetsu-no-uragawa-de-ore-wa-eiyuu-densetsu-o-tsukurimasu	勇者伝説の裏側で俺は英雄伝説を作ります	まお	2020	futabasha	10
kanchigai-no-atelier-maisutaa	勘違いの工房主(アトリエマイスター)	KuhnAndy・パクゴヌン	2020	seiunsha	8
suki-ni-sasete-miseru-kara	好きにさせてみせるから!	衣田ぬぬ	2020	kadokawa	2
tsuma-to-boku-no-shoukibo-na-ikuji	妻と僕の小規模な育児	福満しげゆき	2020	kodansha	14
nichi-nichi-sora-no-tayori	日・日・天(そら)のたより	夢路行	2020	akita	10
touhou-chirei-kiden	東方智霊奇伝	るれくちぇ	2020	kadokawa	5
dekiai-royale	溺愛ロワイヤル	八神千歳	2020	shogakukan	14
honoo-no-mirage-reboot	炎の蜃気楼R(ミラージュリブート)	浜田翔子	2020	akita	9
fantasy-bishoujo-juniku-oji-san-to	異世界(ファンタジー)美少女受肉おじさんと	ちび丸・津留崎優	2020	shogakukan	16
kumo-desu-nanika	蜘蛛ですが、なにか?	グラタン鳥	2020	kadokawa	8
yuugiou-ofisharu-card-ocg-structures	遊☆戯☆王OCG(オフィシャルカードゲーム)ストラクチャーズ	佐藤雅史	2020	shueisha	9
0nichikon-demo-koishitai	0日婚でも恋したい	青山理砂	2021	bunkasha	6
shiori-experience-2021	Shiori experience	長田悠幸・餅田まか	2021	square-enix	8
pachinko	ぱちん娘(こ)。	若林稔弥	2021	kodansha	7
snowball-earth	スノウボールアース	小野寺こころ	2021	shogakukan	10
tenkaichi-azuma-2025	テンカイチ	あずま京太郎	2021	kodansha	12
new-normal	ニューノーマル	しゅがーぺろぺろ	2021	nippan-ips	6
niwatori-fighter	ニワトリ・ファイター	桜谷シュウ	2021	shogakukan-creative	11
bubble	バブル	今村KSK	2021	akita	9
hell-mode	ヘルモード	鉄田猿児	2021	earth-star	12
moto-ochikobore-koushaku-reijou-desu-the-comic	元、落ちこぼれ公爵令嬢です。the comic	イシコ漫画家	2021	mag-garden	7
taiyou-yori-mo-mabushii-hoshi	太陽よりも眩しい星	河原和音	2021	shueisha	13
himekishi-wa-barubaroi-no-yome	姫騎士は蛮族(バルバロイ)の嫁	コトバノリアキ	2021	kodansha	9
musume-ja-nakute-mama-ga-suki-nano	娘じゃなくて私(ママ)が好きなの!?	東鉄神	2021	hakusensha	8
heisei-kochikame-13-nen	平成こち亀13年	秋本治	2021	shueisha	2
heisei-kochikame-14-nen	平成こち亀14年	秋本治	2021	shueisha	2
heisei-kochikame-15-nen	平成こち亀15年	秋本治	2021	shueisha	2
heisei-kochikame-16-nen	平成こち亀16年	秋本治	2021	shueisha	2
heisei-kochikame-17-nen	平成こち亀17年	秋本治	2021	shueisha	2
heisei-kochikame-18-nen	平成こち亀18年	秋本治	2021	shueisha	2
heisei-kochikame-19-nen	平成こち亀19年	秋本治	2021	shueisha	2
koigakubo-kun-ni-hajimete-o-ubawaremashita-2023	恋ヶ窪くんにはじめてを奪われました	美麻りん	2021	kodansha	9
akuyaku-reijou-koukyuu-monogatari-oukoku-gekidouhen	悪役令嬢後宮物語王国激動編	鳥屋	2021	frontier-works	4
ryojou-mystery-file	旅情ミステリー事件簿	稜敦水	2021	jitsugyo-no-nihon	9
suekko-koujo-denka	末っ子皇女殿下	Stonehead	2021	kadokawa	8
ouji-sama-no-dakimakura	王子さまの抱きまくら	ハシモトミツ	2021	libre	4
amakute-atsukute-iki-mo-dekinai	甘くて熱くて息もできない	臼井ともみ	2021	frontier-works	3
saint-seiya-final-edition	聖闘士(セイント)星矢Final Edition	車田正美	2021	akita	11
shokuba-to-jitaku-de-gap-no-aru-papa	職場と自宅でギャップのあるパパ	佐藤カケル	2021	kadokawa	5
drcl	#DRCL	坂本眞一	2022	shueisha	7
kiss-me-crying	Kiss me crying	Arinco	2022	libre	4
onee-chan-no-midori-kun	お姉ちゃんの翠くん	目黒あむ	2022	shueisha	10
kojirase-kare-no-dekiai-ga-omosugimasu	こじらせ彼の溺愛が重すぎます!	八科こむぎ	2022	bunkasha	3
kono-sekai-ga-izure-horobu-koto-o-ore-dake-ga-shitte-iru	この世界がいずれ滅ぶことを、俺だけが知っている	翼	2022	kodansha	12
saitou-takawo-no-taifuu-gorou	さいとう・たかを'S台風五郎	さいとう・たかを	2022	shogakukan	2
tokuni-aru-hibi	とくにある日々	なか憲人	2022	shogakukan-creative	5
gurazeni-dairiiguhen	グラゼニ～大リーグ編～	アダチケイジ・コージィ城倉	2022	kodansha	8
drawing	ドローイング	金光鉉	2022	kill-time-communication	17
tokyo-camouflage-hour	ニュートーキョーカモフラージュアワー	松本千秋	2022	shonen-gahosha	12
batsu-hare	バツハレ	稲葉みのり	2022	shueisha	11
hotel-mettsuapeura-e-youkoso	ホテル・メッツァペウラへようこそ	福田星良	2022	kadokawa	7
bannou-jochuu-konii-ville	万能女中コニー・ヴィレ	黒コマリ	2022	j-publishing	3
moto-saikyou-yuusha-no-sai-shuushoku	元最強勇者の再就職	萩尾ノブト	2022	shogakukan-creative	7
jiraikei-kareshi-suzu-kun	地雷系彼氏すずくん	長岡太一	2022	takeshobo	2
onna-kajishi-wa-ohitoyoshi-guild-ni-hirowaremashita	女鍛冶師はお人好しギルドに拾われました	百井一途	2022	kadokawa	5
netoraretemo-anata-no-kanojo	寝取られてもアナタのカノジョ。	ももしか藤子	2022	seiunsha	2
heisei-kochikame-20-nen	平成こち亀 20年	秋本治	2022	shueisha	2
heisei-kochikame-21-nen	平成こち亀 21年	秋本治	2022	shueisha	2
heisei-kochikame-22-nen	平成こち亀 22年	秋本治	2022	shueisha	2
heisei-kochikame-23-nen	平成こち亀23年	秋本治	2022	shueisha	2
heisei-kochikame-24-nen	平成こち亀24年	秋本治	2022	shueisha	2
heisei-kochikame-25-nen	平成こち亀25年	秋本治	2022	shueisha	2
skill-rendaa-no-torikaeshi	技巧貸与(スキル・レンダー)のとりかえし	小山ナオト	2022	kodansha	11
saikou-nando-meikyuu-de-party-ni-okizari-ni-sareta-esu-rank-kenshi-hontou-ni-mayoimakutte-daremo	最高難度迷宮でパーティに置き去りにされたSランク剣士、本当に迷いまくって誰も知らない最深部へ	因幡シホ	2022	square-enix	7
hontou-ni-atta-chibi-waraeru-hanashi	本当にあったちび笑える話	桜木さゆみ・梅宮あいこ・チャールズ後藤	2022	bunkasha	4
