slug	題	巻書誌に無い著者	頁の巻数	照合できた巻数	巻書誌にある著者	reason
hyakumankai-no-kiss	100万回のkiss	さいとうちほ	1	1	さいとう / ちほ / 吉田 / 吉田秋生吉野朔実西炯子波津彬子さいとうちほ萩尾望都 / 吉野 / 彬子 / 朔実 / 望都 / 波津 / 	
hyakumankai-no-kiss	100万回のkiss	吉田秋生	1	1	さいとう / ちほ / 吉田 / 吉田秋生吉野朔実西炯子波津彬子さいとうちほ萩尾望都 / 吉野 / 彬子 / 朔実 / 望都 / 波津 / 	
hyakumankai-no-kiss	100万回のkiss	吉野朔実	1	1	さいとう / ちほ / 吉田 / 吉田秋生吉野朔実西炯子波津彬子さいとうちほ萩尾望都 / 吉野 / 彬子 / 朔実 / 望都 / 波津 / 	
hyakumankai-no-kiss	100万回のkiss	波津彬子	1	1	さいとう / ちほ / 吉田 / 吉田秋生吉野朔実西炯子波津彬子さいとうちほ萩尾望都 / 吉野 / 彬子 / 朔実 / 望都 / 波津 / 	
hyakumankai-no-kiss	100万回のkiss	萩尾望都	1	1	さいとう / ちほ / 吉田 / 吉田秋生吉野朔実西炯子波津彬子さいとうちほ萩尾望都 / 吉野 / 彬子 / 朔実 / 望都 / 波津 / 	
hyakumankai-no-kiss	100万回のkiss	西炯子	1	1	さいとう / ちほ / 吉田 / 吉田秋生吉野朔実西炯子波津彬子さいとうちほ萩尾望都 / 吉野 / 彬子 / 朔実 / 望都 / 波津 / 	
hyakuoku-no-hiru-to-senoku-no-yoru	百億の昼と千億の夜	広瀬龍	4	4	光瀬龍 / 光瀬龍萩尾望都 / 萩尾望都	
hyouka	氷菓	西屋太志	17	17	タスクオーナ / タスクオーナ米澤穂信西屋太志（京都アニメーション） / 米澤穂信 / 米澤穂信タスクオーナ西屋太志（京都アニメーション） 	
hyouketsu-kyoukai-no-eden	氷結鏡界のエデン	カスカベアキラ	4	4	アキラ / カスカベ / 勇貴 / 啓 / 木村 / 木村勇貴 / 木村勇貴細音啓 / 木村勇貴細音啓カスカベアキラ / 細音 / 細音啓	
hyouketsu-reijousama-o-follow-shitara-mechamecha-dekiai-sareteshimatta	氷結令嬢さまをフォローしたら、メチャメチャ溺愛されてしまった件	愛坂タカト	2	1	Bcoca / タカト / ハレノチアメ / ハレノチアメ愛坂タカトBcoca / 愛坂	
hyouryuu-no-machi	漂流の街	宮崎信二	3	3	山口正人	
hyouyomi-no-victoria	票読みのヴィクトリア	オキモト・シュウ	6	6	オキモト / コイチ / シュウ / 鈴木 / 鈴木コイチオキモトシュウ	
hyouyomi-no-victoria	票読みのヴィクトリア	鈴木コイチ	6	6	オキモト / コイチ / シュウ / 鈴木 / 鈴木コイチオキモトシュウ	
hyper-dash-shikurou	ハイパーダッシュ!四駆郎	徳田ザウルス	4	4	ザウルス / 宏之 / 徳田 / 武井 / 武井宏之徳田ザウルス	
hyper-dash-shikurou	ハイパーダッシュ!四駆郎	武井宏之	4	4	ザウルス / 宏之 / 徳田 / 武井 / 武井宏之徳田ザウルス	
hypnosis-mic	ヒプノシスマイク	キングレコード株式会社	6	6	EVIL / EVILLINERECORDS / EVILLINERECORDS城キイコ百瀬祐一郎 / LINE / RECORDS / シ	
hypnosis-mic-before-the-battle-dawn-of-divisions	ヒプノシスマイク-before the battle-dawn of divisions	キングレコード株式会社	3	3	EVIL / EVILLINERECORDS鴉月ルイ / LINE / RECORDS / ルイ / 鴉月	
hypnosis-mic-before-the-battle-dawn-of-divisions	ヒプノシスマイク-before the battle-dawn of divisions	百瀬祐一郎	3	3	EVIL / EVILLINERECORDS鴉月ルイ / LINE / RECORDS / ルイ / 鴉月	
hypnosis-mic-before-the-battle-dawn-of-divisions	ヒプノシスマイク-before the battle-dawn of divisions	鴉月ルイ	3	3	EVIL / EVILLINERECORDS鴉月ルイ / LINE / RECORDS / ルイ / 鴉月	
i-l	I.L	大林宣彦	5	5	手塚 / 手塚治虫 / 治虫	
i-love-ketsuekigata	アイ・LOVE・血液型	愛川てつや	1	1	本間正夫 / 本間正夫能見俊賢 / 能見俊賢	
i-love-you-baby	I Love you Baby	大槻幸子	4	4	小森みっこ	
i-sekai-de-inmashi-harem	異世界で淫魔師ハレム	ドン・ドナシアン	2	2	ドナシアン / ドン / 伊藤寿規 / 伊藤寿規ドンドナシアン	
i-sekai-dekasegi-nenshuu-ichi-chouen-o-mochikaeru-kantanna-o-shigoto	異世界出稼ぎ〜年収一兆円を持ち帰る簡単なお仕事	三木 なずな	1	1	なずな / 三木 / 三木なずな田村拓也 / 拓也 / 田村	
i-sekai-dekasegi-nenshuu-ichi-chouen-o-mochikaeru-kantanna-o-shigoto	異世界出稼ぎ〜年収一兆円を持ち帰る簡単なお仕事	田村 拓也	1	1	なずな / 三木 / 三木なずな田村拓也 / 拓也 / 田村	
i-sekai-tensei-shitara-oshi-no-tekiyaku-no-maid-ni-narimashita	異世界転生したら、推しの敵役のメイドになりました	MUGEN FACTORY	4	4	FACTORY / MUGEN / Moomon / MoomonSKYMUGENFACTORY / Moomon花橘はっかSKYMUGEN	
i-sekaigaeri-no-kensei-wa-jibun-no-jitsuryoku-ni-kigatsukanai	異世界帰りの剣聖は、自分の実力に気がつかない	吉田 屋敷	2	2	もきゅ / ユノ / 吉田 / 吉田屋敷夜桜ユノもきゅ / 夜桜 / 屋敷	
i-sekaigaeri-no-kensei-wa-jibun-no-jitsuryoku-ni-kigatsukanai	異世界帰りの剣聖は、自分の実力に気がつかない	夜桜 ユノ	2	2	もきゅ / ユノ / 吉田 / 吉田屋敷夜桜ユノもきゅ / 夜桜 / 屋敷	
i-turn	アイターン	大槻閑人	4	4	大槻 / 徹三 / 福澤 / 福澤徹三（文春文庫刊）大槻閑人 / 閑人 / （文春文庫刊）	
i-turn	アイターン	福澤徹三	4	4	大槻 / 徹三 / 福澤 / 福澤徹三（文春文庫刊）大槻閑人 / 閑人 / （文春文庫刊）	
ichiban-tookute-chikai-aitsu	一番遠くて、近いあいつ。	猫井ヤスユキ	5	5	かつら / ヤスユキ / 猫井 / 筏田 / 筏田かつら猫井ヤスユキ	
ichiban-tookute-chikai-aitsu	一番遠くて、近いあいつ。	筏田かつら	5	5	かつら / ヤスユキ / 猫井 / 筏田 / 筏田かつら猫井ヤスユキ	
ichido-shinde-mita	一度死んでみた	葛目迅	2	2	澤本嘉光 / 澤本嘉光葛目迅 / 葛目 / 迅	
ichinen-ni-ichido-shika-aenai-kimi-no-hanashi	一年に一度しか会えない君の話。	伊緒直道	4	4	伊緒 / 佐野 / 佐野徹夜伊緒直道 / 徹夜 / 直道	
ichinen-ni-ichido-shika-aenai-kimi-no-hanashi	一年に一度しか会えない君の話。	佐野徹夜	4	4	伊緒 / 佐野 / 佐野徹夜伊緒直道 / 徹夜 / 直道	
icontact	iコンタクト	伊賀大晃	4	4	伊賀 / 可也 / 大晃 / 月山 / 月山可也伊賀大晃	
icontact	iコンタクト	月山可也	4	4	伊賀 / 可也 / 大晃 / 月山 / 月山可也伊賀大晃	
id-invaded	ID:INVADED	Detectives United	3	3	Detectives / The / United / 小玉有起 / 小玉有起舞城王太郎TheDetectivesUnited / 舞城王太	
idaten-show	IDATEN翔	トミー	5	5	江島告 / 江鳥告 / 藤原としひろ / 藤原としひろ江島告 / 藤原としひろ江鳥告	
iden-kasuga-no-tsubone	異伝春日局	ひるた充	1	1	布留矢徹 / 蛭田充 / 蛭田充布留矢徹	
idol-master-cinderella-girls-after-20	アイドルマスター シンデレラガールズ After20	半 二合	4	4	T.I.Planning / バンダイナムコエンターテインメント / 二合 / 半 / 半二合バンダイナムコエンターテインメントT.I.Pl	
idol-master-cinderella-girls-ensemble	アイドルマスターシンデレラガールズあんさんぶる!	樫葉ハルキ	3	3	バンダイナムコエンターテインメント / バンダイナムコゲームス / 千葉サドル / 千葉サドルバンダイナムコエンターテインメント / 千葉サ	
idolatry	アイドラトリィ	大鷹シン	5	3	シン / ホマレ / 大鷹 / 大鷹シンホマレ	
ie-ga-moete-jinsei-doudemo-yoku-natta-kara-nokotta-nakenashi-no-kane-de-dark-elf-no-dorei-o-katta	家が燃えて人生どうでも良くなったから、残ったなけなしの金でダークエルフの奴隷を買った。	梅木泰祐	5	5	ユズリハ / ユズリハ陸奥こはる花染なぎさ / 花染なぎさ / 陸奥こはる	
ie-naki-ko	家なき子	いとう斗士八	2	2	沖倉利津子	
ie-naki-ko	家なき子	細野英延	2	2	沖倉利津子	
ie-naki-ko	家なき子	野島伸司	2	2	沖倉利津子	
ie-naki-ko	家なき子	高月真哉	2	2	沖倉利津子	
iemori-ki-tan	家守綺譚	梨木香歩	2	2	ようこ / 梨木 / 近藤 / 近藤ようこ梨木香歩 / 香歩	
iemori-ki-tan	家守綺譚	近藤ようこ	2	2	ようこ / 梨木 / 近藤 / 近藤ようこ梨木香歩 / 香歩	
ienai-kioku	言えない記憶	つじいもとこ	2	2	篠崎佳久子 / 篠崎佳久子高橋克彦 / 高橋克彦 / 高橋克彦篠崎佳久子	
ienai-kioku	言えない記憶	わたなべまさこ	2	2	篠崎佳久子 / 篠崎佳久子高橋克彦 / 高橋克彦 / 高橋克彦篠崎佳久子	
ienai-kioku	言えない記憶	井上洋子	2	2	篠崎佳久子 / 篠崎佳久子高橋克彦 / 高橋克彦 / 高橋克彦篠崎佳久子	
ienai-kioku	言えない記憶	橋本多佳子	2	2	篠崎佳久子 / 篠崎佳久子高橋克彦 / 高橋克彦 / 高橋克彦篠崎佳久子	
ienakiko-2	家なき子2	企画	3	1	山崎淳也 / 沖倉利津子 / 沖倉利津子山崎淳也	
igaku-no-himitsu	医学のひみつ	筒井海砂	1	1	〓りつき / 〓りつき茨木保 / 茨木保	
igor-no-shima	イゴールの島	志名坂高次	6	6	ナンジョウヨシミ / 志名坂 / 志名坂高次ナンジョウヨシミ / 高次	
igunoberu	いぐのべる	高田桂	2	2	biki / biki高田桂 / 桂 / 高田	
iihatoobu-nougakkou-no-kenji-sensei	イーハトーブ農学校の賢治先生	佐藤成	1	1	おさむ / 佐藤 / 成 / 魚戸 / 魚戸おさむ佐藤成	
iihatoobu-nougakkou-no-kenji-sensei	イーハトーブ農学校の賢治先生	魚戸おさむ	1	1	おさむ / 佐藤 / 成 / 魚戸 / 魚戸おさむ佐藤成	
ijime-0-no-gakkou	イジメ0の学校	石川実	3	3	実 / 慶大 / 石川 / 石川実西嶋慶大 / 西嶋	
ijime-0-no-gakkou	イジメ0の学校	西嶋慶大	3	3	実 / 慶大 / 石川 / 石川実西嶋慶大 / 西嶋	
ijime-to-kaeru-to-mama-to-fukushuu	イジメとカエルとママと復讐	原田 重光	1	1	原田 / 原田重光小林拓己 / 小林 / 拓己 / 重光	
ijime-to-kaeru-to-mama-to-fukushuu	イジメとカエルとママと復讐	小林 拓己	1	1	原田 / 原田重光小林拓己 / 小林 / 拓己 / 重光	
ijimerarekko-no-akuyaku-reijou-tenseiki	いじめられっ子の悪役令嬢転生記	弥生真由	6	6	三嶋しょう子 / 弥生真由（エブリスタ） / 弥生真由（エブリスタ）三嶋しょう子	
ijin-gahou-mitsumine-tooru	偉人画報三峯徹	金平守人	1	1	守人 / 稀見理都 / 稀見理都金平守人 / 金平	
ijiwaru-osananajimi-no-kajouna-kyuuai	イジワル幼なじみの過剰な求愛	一味ゆづる	1	1	アンソロジー	
ijiwaru-osananajimi-no-kajouna-kyuuai	イジワル幼なじみの過剰な求愛	愛染マナ	1	1	アンソロジー	
ijiwaru-osananajimi-no-kajouna-kyuuai	イジワル幼なじみの過剰な求愛	百山ネル	1	1	アンソロジー	
ijiwaru-shachou-no-koibito-lesson	イジワル社長の恋人レッスン	望月沙菜	2	2	はやぶち伶子 / はやぶち伶子モチヅキサナ / サナ / モチヅキ	
ikemen-binbougami-to-doukyo-hajimemashita	イケメン貧乏神と同居はじめました!	花井有人	3	3	有人 / 杏乃 / 杏乃花井有人 / 花井	
ikemen-paradise	イケメンパラダイス	ひさわゆみ	1	1	栄羽弥	
ikemen-paradise	イケメンパラダイス	ろびこ	1	1	栄羽弥	
ikemen-paradise	イケメンパラダイス	兄崎ゆな	1	1	栄羽弥	
ikemen-paradise	イケメンパラダイス	阿部あかね	1	1	栄羽弥	
ikemen-saikyou-boukensha-o-shitagae-te	イケメン最強冒険者を従えて	みんは／PRISMstudio	1	1	PRISMstudio / しお / みんは / みんは／PRISMstudio春人ミントむぎごはんしお / むぎごはん / 春人ミント	
ikenai-luna-sensei-r	いけない!ルナ先生R	上村純子	8	8	ぼーかん / ぼーかん上村純子 / 上村 / 純子	
ikenami-shoutarou-gekiga-selection	池波正太郎劇画セレクション	かどたひろし	1	1	アンソロジー	
ikenami-shoutarou-gekiga-selection	池波正太郎劇画セレクション	やまさき拓味	1	1	アンソロジー	
ikenami-shoutarou-gekiga-selection	池波正太郎劇画セレクション	増田貴彦	1	1	アンソロジー	
ikenami-shoutarou-gekiga-selection	池波正太郎劇画セレクション	大森寿美男	1	1	アンソロジー	
ikenami-shoutarou-gekiga-selection	池波正太郎劇画セレクション	山崎峰水	1	1	アンソロジー	
ikenami-shoutarou-gekiga-selection	池波正太郎劇画セレクション	池波正太郎	1	1	アンソロジー	
ikinari-kon	いきなり婚	櫻井音衣	4	4	櫻井音衣（エブリスタ） / 登深ヲ / 登深ヲ櫻井音衣（エブリスタ）	
ikinokotta-oujo-no-egao-no-ura-ni-wa	生き残った王女の笑顔の裏には	Studio wooridle	2	2	Amid / Studio / StudiowooridleAmid / wooridle	
ikiteitayuurei	生きていた幽霊	権藤晋	1	1	つげ / つげ義春 / 義春	
ikki-ni-jougai-rantou	いっきに場外乱闘	波多野康史	2	2	工藤晋 / 波多野やすし / 波多野やすし工藤晋	
ikkyuu-den	一休伝	小島剛夕	3	3	佐々木守 / 水上勉 / 水上勉佐々木守	
ikoku-no-kunshu-to-hana-uri-musume-ryakudatsuou-to-kokui-no-hanayome	異国の君主と花売り娘／略奪王と黒衣の花嫁	アニー・ウエスト	1	1	アニー / ウエスト / 秋乃ななみ / 秋乃ななみアニーウエスト	
ikusagami	イクサガミ	今村翔吾	7	7	今村 / 今村翔吾立沢克美 / 克美 / 立沢 / 翔吾	
ikusagami	イクサガミ	立沢克美	7	7	今村 / 今村翔吾立沢克美 / 克美 / 立沢 / 翔吾	
ima-kimi-to-musubaretai	今、キミと結ばれたい	山口ねね	3	3	アンソロジー	
ima-kimi-to-musubaretai	今、キミと結ばれたい	森月あめ	3	3	アンソロジー	
ima-kimi-to-musubaretai	今、キミと結ばれたい	黒之響	3	3	アンソロジー	
imari-san-wa-tabi-jougo	イマリさんは旅上戸	結城 弘	1	1	さばみぞれ / ぺけ / ぺけ結城弘さばみぞれ / 弘 / 結城	
imiko-to-yobareta-shoukanshi-attomaaku-comic	忌み子と呼ばれた召喚士@COMIC	コイシ漫画家	8	8	コイシ	
imiko-to-yobareta-shoukanshi-attomaaku-comic	忌み子と呼ばれた召喚士@COMIC	緑黄色野菜	8	8	コイシ	
imitation-dreams	イミテーション・ドリームズ	山川虹子	1	1	寺館和子	
imootaru-princess-hajimemashita	人外姫様(イモータルプリンセス)、始めました	割田コマ	17	17	Sherry / あきすず / アオ / コマ / 割田 / 園原 / 園原アオ割田コマ子日あきすずSherry / 子日	
imootaru-princess-hajimemashita	人外姫様(イモータルプリンセス)、始めました	子日あきすず	17	17	Sherry / あきすず / アオ / コマ / 割田 / 園原 / 園原アオ割田コマ子日あきすずSherry / 子日	
imouto-chan-ore-risutora-sarechatta	妹ちゃん、俺リストラされちゃった	アメカワリーチ	3	3	みやのより / みやのよりアメカワリーチ（ツギクル） / アメカワ / リーチ（ツギクル）	
imouto-ga-iranaito-suteta-hakushakusama-to-kekkon-shitanoni-imasara-ka	妹が「いらない」と捨てた伯爵様と結婚したのに、今更返せと言われても困ります	コユコム	1	1	当麻リコ / 雨宮エマ / 雨宮エマ当麻リコ	
imouto-gundam	妹ガンダム	富野由悠季	2	2	徳光康之	
imouto-gundam	妹ガンダム	矢立肇	2	2	徳光康之	
imouto-ni-konyakusha-o-toraretara-juu-na-ouji-ni-kyuukon-saremashita	妹に婚約者を取られたら、獣な王子に求婚されました	星川きづき	4	4	きづき / れん / 悠 / 星川 / 星川きづき桜井悠氷堂れん / 桜井 / 氷堂	
imouto-ni-konyakusha-o-toraretara-juu-na-ouji-ni-kyuukon-saremashita	妹に婚約者を取られたら、獣な王子に求婚されました	桜井悠	4	4	きづき / れん / 悠 / 星川 / 星川きづき桜井悠氷堂れん / 桜井 / 氷堂	
imouto-ni-konyakusha-o-torarete-kono-tabi-shuuaku-kou-to-oshitsukerare-kon-suru-hako	妹に婚約者を取られてこのたび醜悪公と押しつけられ婚する運びとなりました@COMIC	くまだ乙夜	2	2	篠宮しぐ	
imouto-ni-nanimokamo-ubawaretara-shinyuu-ga-dekimashita	妹に何もかも奪われたら親友が出来ました。虐げられ令嬢と呪われドレスの謎令嬢	平坂 はるか	2	2	はるか / コメコ / ヤヒロ / 平坂 / 平坂はるか荒瀬ヤヒロ甘塩コメコ / 甘塩 / 荒瀬	
imouto-ni-nanimokamo-ubawaretara-shinyuu-ga-dekimashita	妹に何もかも奪われたら親友が出来ました。虐げられ令嬢と呪われドレスの謎令嬢	甘塩 コメコ	2	2	はるか / コメコ / ヤヒロ / 平坂 / 平坂はるか荒瀬ヤヒロ甘塩コメコ / 甘塩 / 荒瀬	
imouto-ni-nanimokamo-ubawaretara-shinyuu-ga-dekimashita	妹に何もかも奪われたら親友が出来ました。虐げられ令嬢と呪われドレスの謎令嬢	荒瀬 ヤヒロ	2	2	はるか / コメコ / ヤヒロ / 平坂 / 平坂はるか荒瀬ヤヒロ甘塩コメコ / 甘塩 / 荒瀬	
imouto-wa-kanojo-ni-dekinai-noni	妹はカノジョにできないのに	ちくわ	5	5	ちくわ。 / 三九呂 / 鏡遊 / 鏡遊ちくわ。三九呂	
in-the-hero	イン・ザ・ヒーロー	李鳳宇	2	2	水野敬也 / 細川忠孝 / 細川忠孝水野敬也	
in-these-words	IN THESE WORDS	Guilt|Pleasure	5	5	Guilt｜Pleasure / 咎井淳 / 咎井淳Guilt｜Pleasure	
in-these-words	IN THESE WORDS	Narcissus	5	5	Guilt｜Pleasure / 咎井淳 / 咎井淳Guilt｜Pleasure	
in-these-words	IN THESE WORDS	ギルトプレジャー : Guilt Pleasure	5	5	Guilt｜Pleasure / 咎井淳 / 咎井淳Guilt｜Pleasure	
in-white-pure-story	In whiteピュアストーリー	天王寺きつね	1	1	阿倍野ちゃこ	
inagawa-kaidan	稲川怪談	井出智香恵	1	1	永久保貴一	
inagawa-kaidan	稲川怪談	稲川淳二	1	1	永久保貴一	
inaru-3-4	銀耳3・4	花輪ひろあき	2	2	華月章人	
inazuma-eleven-ares-no-tenbin	イナズマイレブンアレスの天秤	おおばあつし	4	4	あつし / おおば / おおばあつしレベルファイブ / レベルファイブ	
inazuma-eleven-bakugaidenshuu	イナズマイレブン爆外伝集	レベルファイブ	2	2	こした / こしたてつひろ / てつひろ	
inazuma-eleven-goo-bakugaidenshuu	イナズマイレブンGO爆外伝集	レベルファイブ	3	3	こした / こしたてつひろ / てつひろ	
