tier	worst_days	shape	slug	title	ed_idx	ed_type	ed_label	ed_imprint	publisher	status	n_vols	n_pairs	n_offenders	offender_nums	worst_pair	prec	isbn_pattern	isbn_pub_code	max_same_date	in_5y_ledger
T1_1年以上	1218	SINGLE	ouchi-ga-ichiban	おうちがいちばん	0	standard	通常版	Bamboo comics	竹書房	completed	7	4	1	2	2巻(2012-01)→3巻(2008-08)	M/M	有→有	48124/48124	1	
T1_1年以上	1203	SINGLE	ryuu-to-tora	龍と虎	0	standard	通常版		竹書房	ongoing	2	1	1	1	1巻(2026-06-15)→2巻(2023-02)	D/M	有→有	48019/48019	1	
T1_1年以上	1194	SCATTER	survival	サバイバル	1	shinsoban	SPコミックス(1988)	SPコミックス	リイド社	completed	15	49	7	1,4,5,6,7,9,10	5巻(1992-06)→8巻(1989-02-23)	M/D	有→有	48458/48458	2	
T1_1年以上	1175	SINGLE	doughnuts-books	Doughnuts books	0	standard	通常版	アクションコミックス	双葉社	completed	16	3	1	32	29巻(1994-08)→32巻(1991-05-14)	M/D	有→無	45759/-	1	
T1_1年以上	1163	SINGLE	aoharu-tetsudou	青春鉄道	0	standard	通常版	MFコミックス	メディアファクトリー	ongoing	4	3	1	1	1巻(2014-02-27)→2巻(2010-12-22)	D/D	有→有	40406/48401	1	
T1_1年以上	1158	SINGLE	orfina	Orfina	0	standard	通常版		角川書店	completed	12	4	1	8	8巻(2005-06-01)→9巻(2002-03)	D/M	有→有	40471/40492	1	
T1_1年以上	1158	SINGLE	yunbo-kun	ゆんぼくん	0	standard	通常版	ばんぶーこみっくす	竹書房	completed	5	2	1	4	3巻(1993-10)→4巻(1990-07)	M/M	有→有	48847/48847	2	
T1_1年以上	1157	SINGLE	chotto-shinguru	ちょっとSingle	0	standard	通常版	プレイコミックス・シリーズ	秋田書店	completed	2	1	1	1	1巻(1988-01)→2巻(1984-10)	M/M	有→有	42530/42530	1	
T1_1年以上	1156	SCATTER	tokusen-12-choume-no-yuuhi-12kagetsu	特選三丁目の夕日・12か月	0	standard	通常版		小学館	completed	12	18	3	6,9,12	10巻(2008-03)→12巻(2004-12)	M/M	有→有	40918/40917	4	
T1_1年以上	1127	SINGLE	zenryaku-onii-chan-wa-seijo-ni-narimashita	前略、お兄ちゃんは聖女になりました。	0	standard	通常版	Glanz BLcomics	星雲社	ongoing	4	3	1	1	1巻(2026-07-17)→2巻(2023-06-16)	D/D	有→有	44343/44343	1	
T1_1年以上	1106	BLOCK	eikyuu-shimei-onegai-shimasu	永久指名おねがいします!	0	standard	通常版	スフレコミックス	Jパブリッシング	completed	16	30	5	7,8,9,10,11	1巻(2020-04-30)→7巻(2017-04-20)	D/D	有→有	48666/49087	6	
T1_1年以上	1068	SINGLE	bakeru-kun	バケルくん	0	standard	通常版	てんとう虫コミックス	中央公論社	completed	3	1	1	1	1巻(1988-02-19)→2巻(1985-03-18)	D/D	有→有	41241/41241	1	
T1_1年以上	1036	SCATTER	kinzoo-no-agatte-nanbo	キンゾーの上ってなンボ!!	0	standard	通常版	Sankei comics	スタジオ・シップ	completed	7	8	3	2,3,8	3巻(1988-10)→4巻(1985-11)	M/M	有→無	49152/-	1	
T1_1年以上	1025	SINGLE	umimachi-diary	海街diary	0	standard	フラワーコミックス		小学館	completed	9	2	1	1	1巻(2011-08)→2巻(2008-10-10)	M/D	有→有	40916/40916	1	
T1_1年以上	1005	SINGLE	mogura-croket-no-yume	もぐらコロッケのゆめ	0	standard	通常版	ワイドKC	講談社	completed	2	1	1	1	1巻(2023-01-23)→2巻(2020-04-23)	D/D	有→有	40653/40651	1	
T1_1年以上	992	SINGLE	hikarishuppatsu-shinkou	ひかり!出発進行	0	standard	通常版	Manga time comics	自力制作出版	completed	4	3	1	1	1巻(2019-05)→2巻(2016-08-12)	M/D	有→有	49104/49104	1	
T1_1年以上	985	SINGLE	koukyoushihen-eureka-seven	交響詩篇 エウレカセブン	0	standard	通常版	角川コミックス・エース	角川書店	completed	6	1	1	5	5巻(2009-09)→6巻(2006-12-21)	M/D	有→有	40471/40471	1	
T1_1年以上	977	SINGLE	from-c	From C	0	standard	通常版	BUSINESSJUMP COMICS	集英社	completed	2	1	1	1	1巻(1989-12)→2巻(1987-03-30)	M/D	有→有	40886/40886	1	
T1_1年以上	958	SCATTER	doragonkuesuto-4-koma-manga-gekijou	ドラゴンクエスト4コママンガ劇場	0	standard	通常版	4コママンガシリーズ	エニックス	completed	22	12	4	1,2,6,7	7巻(1996-03-09)→8巻(1993-07-25)	D/D	有→有	48702/48702	1	
T1_1年以上	946	SINGLE	tekipaki-waakin-rabu	てきぱきワーキン・ラブ	0	standard	通常版	アスキーコミックス	エンターブレイン	completed	6	4	1	1	1巻(2000-11)→2巻(1998-03)	M/M	有→有	47577/48936	1	
T1_1年以上	945	SINGLE	hoozuki	ほおずき	0	standard	通常版	近代麻雀コミックス	竹書房	completed	2	1	1	1	1巻(1994-10)→2巻(1992-02)	M/M	有→有	48847/48847	1	
T1_1年以上	945	SINGLE	jikken-doll-dummy-oscar	実験人形ダミー・オスカー	0	standard	通常版	劇画キングシリーズ	不明	completed	18	6	1	11	10巻(1983-01)→11巻(1980-05)	M/M	無→無	-/-	1	
T1_1年以上	944	BLOCK	shin-megami-tensei-kaan	真・女神転生〔カーン〕	0	standard	通常版	アスキーコミックス	エンターブレイン	completed	9	9	2	2,3	2巻(2001-09)→4巻(1999-01)	M/M	有→有	47577/47572	1	
T1_1年以上	944	SINGLE	yabou-no-mure	野望の群れ	0	standard	通常版	ゴラク・コミックス	日本文芸社	completed	28	9	1	4	4巻(1994-08)→5巻(1991-12)	M/M	有→有	45370/45370	1	
T1_1年以上	940	SINGLE	z	Z	0	standard	通常版	花とゆめコミックス	秋田書店	completed	2	1	1	1	1巻(1987-10-15)→2巻(1985-03-19)	D/D	有→有	42531/45921	1	
T1_1年以上	927	SCATTER	shouwa-gokudoushi	昭和極道史	0	standard	通常版	文華コミックス	日本文華社	completed	33	52	8	5,6,7,8,9,11,13,15	7巻(1981-08-15)→10巻(1979-01)	D/M	有→有	48211/48211	3	
T1_1年以上	916	SCATTER	rotte-no-omocha	ロッテのおもちゃ!	0	standard	通常版	DENGEKI COMICS	角川グループパブリッシング	completed	9	6	2	1,4	1巻(2011-06)→2巻(2008-11-27)	M/D	有→有	40487/40486	1	
T1_1年以上	911	SCATTER	kanchigai-no-atelier-maisutaa	勘違いの工房主(アトリエマイスター)	0	standard	通常版	アルファポリスCOMICS	星雲社	ongoing	12	10	3	7,10,11	6巻(2024-02-22)→7巻(2021-08-25)	D/D	有→有	44343/44342	1	
T1_1年以上	905	SINGLE	feathertouch-operation	フェザータッチ・オペレーション	0	standard	通常版	ペーパームーン コミックス	新書館	completed	3	2	1	1	1巻(1988-12-01)→2巻(1986-06-10)	D/D	有→有	44036/44036	1	
T1_1年以上	895	SINGLE	ron-sensei-no-mushimegane	ロン先生の虫眼鏡	0	standard	通常版	少年チャンピオン・コミックス		completed	10	7	1	8	7巻(1979-09)→8巻(1977-03-20)	M/D	無→無	-/-	1	
T1_1年以上	884	SINGLE	sunny	Sunny	0	standard	通常版	Ikki comix	小学館	completed	6	4	1	1	1巻(2014-09)→2巻(2012-03)	M/M	有→有	40918/40918	1	
T1_1年以上	875	SINGLE	kurebatesu	クレバテス	0	standard	通常版	LINE COMICS	KADOKAWA	ongoing	12	3	1	4	3巻(2024-08-06)→4巻(2022-03-15)	D/D	有→有	40481/48669	2	
T1_1年以上	855	SINGLE	arc-the-lad-2	アークザラッドⅡ	0	standard	通常版	ガンガンコミックス	エニックス	completed	10	7	1	1	1巻(2000-09)→2巻(1998-04)	M/M	有→有	47575/48702	1	
T1_1年以上	832	SINGLE	kitayama-kun-to-minamiya-kun	北山くんと南谷くん	0	standard	通常版	Splushコミックス	イースト・プレス	completed	5	4	1	1	1巻(2026-03-30)→2巻(2023-12-19)	D/D	有→有	47816/47816	1	
T1_1年以上	832	SINGLE	kyoufu	恐怖	0	standard	通常版	サンデーコミックス	秋田書店	completed	2	1	1	1	1巻(1971-11-10)→3巻(1969-07)	D/M	無→無	-/-	1	
T1_1年以上	826	SINGLE	81-bunch-no-inu	81番地の犬	1	shinsoban	スコラレディースコミック	スコラレディースコミック	スコラ	completed	2	1	1	2	2巻(1998-03-16)→6巻(1995-12-11)	D/D	有→有	47962/47962	1	
T1_1年以上	823	SCATTER	dokaben	ドカベン	0	standard	少年チャンピオン・コミックス	少年チャンピオン・コミックス	秋田書店	completed	44	18	2	3,8	3巻(1976)→4巻(1973-09)	Y/M	有→有	42530/42530	2	
T1_1年以上	822	BLOCK	baka-to-test-to-shoukanjuu	バカとテストと召喚獣	0	standard	通常版	Kadokawa Comics A	KADOKAWA	completed	15	9	2	14,15	13巻(2015-06-26)→14巻(2013-03-26)	D/D	有→有	40410/40410	2	
T1_1年以上	815	SINGLE	kazunoko-densho	かずのこ伝書	0	standard	通常版	First comic	壱番館書房	completed	3	2	1	1	1巻(1993-03-25)→2巻(1990-12)	D/M	有→有	43314/43314	1	
T1_1年以上	801	SINGLE	ring-ni-kakero	リングにかけろ	0	standard	通常版	ジャンプ・コミックス	集英社	completed	25	12	1	7	7巻(1982-01-09)→8巻(1979-10)	D/M	有→有	48342/48342	1	
T1_1年以上	794	SCATTER	daichouhen-doraemon	大長編ドラえもん	0	standard	通常版	てんとう虫コミックス	小学館	completed	24	6	3	4,5,12	3巻(1985-09)→4巻(1983-06)	M/M	有→有	40914/40914	2	
T1_1年以上	793	SINGLE	dennou-nao-san	電脳なをさん	1	shinsoban	Dengeki Comics EX	Dengeki Comics EX	不明	completed	2	1	1	0	0巻(2012-10)→1巻(2010-07)	M/M	有→有	40489/40486	1	
T1_1年以上	792	SINGLE	shiibasu-1-2-3	シーバス1-2-3	0	standard	通常版	DENGEKI COMICS	メディアワークス	completed	6	5	1	1	1巻(1999-11)→2巻(1997-08)	M/M	有→有	40730/40730	1	
T1_1年以上	779	SINGLE	wakaokami-wa-shougakusei	若おかみは小学生!	0	deluxe	デラックス版	KCデラックス KCDX	講談社	completed	7	3	1	5	4巻(2009-01-13)→5巻(2006-11-26)	D/D	有→有	40637/40637	1	
T1_1年以上	763	SINGLE	momotarou-samurai	桃太郎侍	0	standard	通常版	時代劇漫画ジン	小池書院	completed	5	3	1	4	3巻(2009-01)→4巻(2006-11)	M/M	有→有	48622/48622	1	
T1_1年以上	761	SINGLE	kami-sama-nanka-shinjinai-bokura-no-eden	神様なんか信じない僕らのエデン	0	deluxe	デラックス版	ビーボーイコミックスデラックス	リブレ	ongoing	4	1	1	2	2巻(2023-04-10)→3巻(2021-03-10)	D/D	有→有	47997/47997	2	
T1_1年以上	761	SINGLE	the-king	ザ・キング	0	standard	通常版	トクマコミックストップス	徳間書店	completed	5	4	1	5	4巻(1990-05)→5巻(1988-03)	M/M	有→有	41978/41978	1	
T1_1年以上	755	SINGLE	oyasumi-matane-mashiro-kun	おやすみ、またね。ましろくん。	0	standard	通常版	B.Pilz comics	ブライト出版	completed	3	2	1	1	1巻(2026-08-20)→2巻(2024-07-26)	D/D	有→有	48678/48678	1	
T1_1年以上	734	SINGLE	sekainorekishi	世界の歴史	0	standard	通常版	中公コミックス	中央公論社	completed	9	4	1	9	9巻(1986-10-24)→11巻(1984-10-20)	D/D	無→有	-/41240	2	
T1_1年以上	731	SINGLE	chousokabe-motochika	長宗我部元親	0	standard	通常版	SPコミックス	リイド社	completed	2	1	1	1	1巻(2014-06)→2巻(2012-05)	M/M	有→有	48458/48458	1	
T1_1年以上	731	SINGLE	ginga-eiyuu-densetsu-eiyuutachi-no-shouzou	銀河英雄伝説 英雄たちの肖像	0	standard	通常版	Tokuma comics	徳間書店	completed	4	3	1	4	3巻(2015-04)→4巻(2013-03)	M/M	有→有	41978/41995	1	
T1_1年以上	731	BLOCK	hitsuji-no-uta	羊のうた	0	standard	通常版	スコラSC	幻冬舎	completed	7	10	2	6,7	4巻(2004-02)→6巻(2002-01)	M/M	有→有	43448/43448	2	
T1_1年以上	729	SINGLE	tadaimatsu	ただいまっ!!	0	standard	通常版	ヤングジャンプ・コミックス	集英社	completed	9	1	1	7	7巻(1990-08-30)→8巻(1988-08)	D/M	有→有	40886/40886	2	
T1_1年以上	716	SCATTER	shin-kyojin-no-hoshi	新巨人の星	1	shinsoban	別版	別版	不明	completed	7	8	2	1,4	1巻(1979-07)→2巻(1977-07-15)	M/D	無→無	-/-	1	
T1_1年以上	705	SINGLE	otou-san-wa-seiteki-content	お父さんは性的コンテンツ	0	deluxe	デラックス版	ビーボーイコミックスデラックス	リブレ	completed	3	1	1	2	2巻(2025-06-14)→3巻(2023-07-10)	D/D	有→有	47997/47997	2	
T1_1年以上	705	BLOCK	poo-no-ichizoku	ポーの一族	0	standard	通常版	フラワーコミックス	小学館	completed	5	4	2	2,3	3巻(1978-01-10)→4巻(1976-02-05)	D/D	有→有	40917/40913	1	
T1_1年以上	704	SINGLE	strawberry-children	Strawberry children	0	standard	通常版	光彩コミックス	光彩書房	completed	4	1	1	3	3巻(2002-03)→4巻(2000-03-27)	M/D	有→有	48777/48777	1	
T1_1年以上	701	BLOCK	appleseed	アップルシード	0	standard	通常版	Comic borne	青心社	completed	4	3	2	1,2	2巻(1989-07)→3巻(1987-07-31)	M/D	有→有	49153/49153	1	
T1_1年以上	696	BLOCK	code-geass	コードギアス	0	standard	通常版	角川コミックス・エース	KADOKAWA	completed	5	6	2	4,5	3巻(2016-01-23)→4巻(2014-02-26)	D/D	有→有	40410/40412	2	
T1_1年以上	671	SINGLE	haai-akkodesu	ハーイあっこです	0	standard	通常版		立風書房	completed	20	4	1	5	4巻(1985-10)→5巻(1983-11)	M/M	有→有	46511/46511	1	
T1_1年以上	671	SINGLE	kireina-onee-san-wa-yajuu-deshita	きれいなオネエさんは野獣でした!?	0	standard	通常版	Bamboo comics	竹書房	completed	3	1	1	2	2巻(2019-10-07)→3巻(2017-12-05)	D/D	有→有	48019/48019	2	
T1_1年以上	670	SINGLE	tokusen-kobo-chan	特選コボちゃん	0	standard	通常版	まんがタイム my pal comics	芳文社	completed	19	11	1	1	1巻(2006-12-28)→4巻(2005-02-26)	D/D	有→有	48322/48322	1	
T1_1年以上	669	SINGLE	ganbare-kickers	がんばれ!キッカーズ	0	standard	通常版	てんとう虫コミックス	小学館	completed	20	2	1	3	2巻(1985-07-25)→3巻(1983-09-25)	D/D	有→有	40914/40914	1	
T1_1年以上	653	BLOCK	shounen-shoujo-nippon-no-rekishi	少年少女日本の歴史	1	standard	少年少女日本の歴史 1982年版	少年少女日本の歴史 1982年版	小学館	completed	20	34	2	1,2	2巻(1983-10-15)→3巻(1981)	D/Y	有→有	40929/40929	11	
T1_1年以上	649	SINGLE	wild-7-1972	ワイルド7 1972	0	standard	通常版		復刊ドットコム	completed	3	1	1	2	2巻(2019-11)→3巻(2018-01-21)	M/D	無→有	-/48354	1	
T1_1年以上	645	SINGLE	morohoshi-daijirou-tanpen-shuusei	諸星大二郎短編集成	0	standard	通常版	BIG COMICS SPECIAL	小学館	ongoing	12	11	1	1	1巻(2027-11-30)→2巻(2026-02-23)	D/D	有→有	40986/40986	1	
T1_1年以上	640	SINGLE	tekkanomakihei	鉄火の巻平	0	standard	通常版	芳文社コミックス	芳文社	completed	8	3	1	7	6巻(1980-10)→7巻(1978-12)	M/M	無→無	-/-	1	
T1_1年以上	639	SINGLE	aoki-tsuushin	青木通信	0	standard	通常版	SPコミックス	リイド社	completed	2	1	1	1	1巻(1995-03)→2巻(1993-05)	M/M	有→有	48458/48458	1	
T1_1年以上	639	BLOCK	shura-ga-yuku	修羅がゆく	0	standard	通常版	ゴラク・コミックス	日本文芸社	completed	41	22	2	9,10	9巻(1994-11)→11巻(1993-01)	M/M	有→有	45370/45370	2	
T1_1年以上	638	SINGLE	hyouryuu-kansen-000	漂流幹線000	0	standard	通常版	ヒットコミックス	不明	completed	4	3	1	4	3巻(1983-10)→4巻(1982-01-01)	M/D	無→無	-/-	1	
T1_1年以上	626	SINGLE	inasezushi	いなせ鮨	0	standard	通常版		芳文社	completed	3	2	1	3	2巻(2001-09-17)→3巻(1999)	D/Y	有→有	48322/48322	1	
T1_1年以上	611	SINGLE	pokkii-kun	ポッキーくん	0	standard	通常版	Bamboo comics	竹書房	completed	12	3	1	2	2巻(1990-01)→3巻(1988-04)	M/M	有→有	48847/48847	1	
T1_1年以上	610	SINGLE	kachou-fuugetsu	花鳥風月	0	standard	通常版	ディアプラスコミックス	新書館	ongoing	12	1	1	3	3巻(2017-04)→4巻(2015-07)	M/M	有→有	44036/44036	3	
T1_1年以上	609	SCATTER	honzuki-no-gekokujou	本好きの下剋上	0	standard	通常版		TOブックス	completed	7	10	3	1,2,4	1巻(2022-04-01)→3巻(2020-07)	D/M	有→有	48669/48669	2	
T1_1年以上	604	SINGLE	hinotori	火の鳥	3	standard	手塚治虫漫画全集(1978–1995)	手塚治虫漫画全集	講談社	completed	17	3	1	1	1巻(1980-03-20)→2巻(1978-07-25)	D/D	有→有	40617/40617	2	
T1_1年以上	589	SINGLE	ushi-no-oppai	牛のおっぱい	0	standard	通常版	モーニングKC	講談社	completed	5	3	1	1	1巻(1997)→2巻(1995-05-23)	Y/D	有→有	40632/40632	1	
T1_1年以上	579	SCATTER	ore-no-kendo	俺の剣道	1	shinsoban	初版(1984-86)	SPコミックス	リイド社	completed	20	22	3	3,6,9	3巻(1985-09)→9巻(1984-01)	M/M	無→無	-/-	7	
T1_1年以上	570	SINGLE	bokura-no-oukoku	僕らの王国	0	standard	通常版	Be-boy comics	リブレ出版	completed	6	4	1	5	4巻(2007-01)→5巻(2005-06-10)	M/D	有→有	48626/48352	2	
T1_1年以上	558	SINGLE	marvel-zombies	マーベルゾンビーズ	0	standard	通常版	MARVEL	ヴィレッジブックス	completed	2	1	1	1	1巻(2014-07)→2巻(2012-12-20)	M/D	有→有	48649/48649	1	
T1_1年以上	551	SINGLE	echiechi-gakuensai	えちえち学園祭	0	standard	通常版	ワールドコミックス	久保書店	completed	6	5	1	1	1巻(2023-10-30)→2巻(2022-04-27)	D/D	有→有	47659/47659	1	
T1_1年以上	550	BLOCK	all-naito-live	オールナイトライブ	0	standard	通常版	アスペクトコミックス	エンターブレイン	completed	6	7	3	1,2,3	1巻(2001-11)→4巻(2000-04)	M/M	有→有	47577/47572	2	
T1_1年以上	548	SINGLE	ishii-hisaichi-no-keizai-gairon	いしいひさいちの経済外論	0	standard	通常版		朝日新聞社	completed	3	1	1	2	2巻(1989-07-01)→3巻(1987)	D/Y	有→有	40225/40225	1	
T1_1年以上	548	SINGLE	trigun	トライガン	0	standard	通常版	少年キャプテンコミックススペシャル	少年画報社	completed	3	2	1	3	1巻(2000-08-01)→3巻(1999-01)	D/M	有→有	47859/41983	2	
T1_1年以上	547	BLOCK	guruguru-kakumei	ぐるぐる革命	0	standard	通常版		ノアール出版	completed	10	12	3	4,5,6	6巻(2006-03)→9巻(2004-08)	M/M	有→有	48600/48600	1	
T1_1年以上	546	SINGLE	tokumei-kachou-tadano-hitoshi-otonaaji	特命課長只野仁	0	standard	通常版	RK comics	ぶんか社	completed	3	2	1	1	1巻(2025-01-27)→2巻(2023-07)	D/M	有→有	48211/48211	1	
T1_1年以上	542	BLOCK	isshokenmei-hajime-hajime-kun	いっしょけんめいハジメくん	4	shinsoban	ビジネスジャンプ・コミックス	ビジネスジャンプ・コミックス	集英社	completed	7	8	2	7,9	3巻(1990-07-27)→7巻(1989-01)	D/M	有→有	40886/40886	4	
T1_1年以上	533	BLOCK	shinshin-agatte-nanbo-taichi-yo-nakuna	新々上ってなンボ!!太一よ泣くな	0	standard	通常版	キングシリーズ	小池書院	completed	4	4	2	1,9	9巻(2010-10-15)→11巻(2009-04)	D/M	有→有	48622/48622	1	
T1_1年以上	518	SINGLE	sugar-spice	Sugar ＆ Spice	0	standard	通常版	Cult comics	笠倉出版社	completed	17	3	1	4	4巻(2008-05)→5巻(2006-11)	M/M	有→有	47730/47730	1	
T1_1年以上	517	SINGLE	battleship-girl	battleship girl	0	standard	通常版	GUM COM!CS Plus	ワニブックス	completed	4	1	1	3	3巻(2014-03)→4巻(2012-09)	M/M	有→有	48470/48470	1	
T1_1年以上	517	SINGLE	ranpou	らんぽう	0	standard	通常版	少年チャンピオン・コミックス	秋田書店	completed	37	6	1	33	32巻(1986-03)→33巻(1984-09)	M/M	有→有	42530/42530	2	
T1_1年以上	516	SCATTER	toilet-hakase	トイレット博士	0	standard	通常版	ジャンプ・コミックス	集英社	completed	20	16	4	12,13,15,18	18巻(1975-05-31)→19巻(1973)	D/Y	無→無	-/-	8	
T1_1年以上	497	SCATTER	kyojin-no-hoshi	巨人の星	0	standard	通常版	講談社コミックス	講談社	completed	19	29	8	2,3,6,11,12,13,14,15	11巻(1972-01-20)→16巻(1970-09-10)	D/D	無→無	-/-	3	
T1_1年以上	488	SCATTER	osanpo-daiou	おさんぽ大王	0	standard	通常版	アスペクトコミックス	エンターブレイン	completed	7	5	2	2,4	2巻(2002-01)→4巻(2000-08)	M/M	有→有	47577/47577	2	
T1_1年以上	487	SINGLE	kaibutsu-kun-1988	怪物くん	2	shinsoban	ぴっかぴかコミックス カラー版	ぴっかぴかコミックス カラー版	小学館	completed	5	3	1	0	0巻(2006-10-05)→1巻(2005-06-05)	D/D	有→有	40914/40914	1	
T1_1年以上	471	SCATTER	dokaben-puroyakyuuhen	ドカベン プロ野球編	0	standard	通常版	少年チャンピオン・コミックス	秋田書店	completed	51	11	3	23,25,26	23巻(2000-10-13)→24巻(1999-06)	D/M	有→有	42530/42530	1	
T1_1年以上	469	BLOCK	aikoku-sensou	哀国戦争	0	standard	通常版	キングシリーズ	集英社	completed	6	8	2	5,6	1巻(1990-08-01)→5巻(1989-04-19)	D/D	有→有	40885/40885	4	
T1_1年以上	468	SINGLE	elf-san-wa-yaserarenai	エルフさんは痩せられない。	0	standard	通常版	ガムコミックスプラス	秋田書店	completed	8	7	1	8	7巻(2023-03)→8巻(2021-11-18)	M/D	有→有	42533/42533	1	
T1_1年以上	467	BLOCK	deka-ankou	刑事あんこう	0	standard	通常版	SPコミックス	不明	completed	22	12	2	1,2	1巻(1981-11-10)→3巻(1980-07)	D/M	無→無	-/-	1	
T1_1年以上	466	SINGLE	osaka-mamegohan	大阪豆ゴハン	0	standard	通常版		講談社	completed	12	3	1	2	2巻(1995-09)→3巻(1994-05-23)	M/D	有→有	40617/40617	1	
T1_1年以上	464	BLOCK	momogumi-plus-senki	桃組プラス戦記	0	standard	通常版	あすかコミックス	KADOKAWA	completed	23	3	2	9,10	10巻(2014-12)→11巻(2013-08-24)	M/D	有→有	40492/40412	1	
T1_1年以上	463	SINGLE	tennen-shoujo-man	天然少女萬	0	standard	通常版	ヤンマガKCスペシャル	講談社	completed	20	4	1	5	4巻(1994-10-06)→5巻(1993-06)	D/M	有→有	40632/40632	1	
T1_1年以上	458	SINGLE	kyadi-monogatari	キャディ物語	0	standard	通常版	GORAKU COMICS	日本文芸社	completed	4	1	1	2	2巻(1994-02)→3巻(1992-10)	M/M	有→有	45370/45370	1	
T1_1年以上	458	SCATTER	shin-ranchesutaa-senryaku	新ランチェスター戦略	0	standard	通常版		ワコー	completed	10	14	4	1,2,4,5	2巻(1988-07)→3巻(1987-03)	M/M	有→有	49487/49487	4	
T1_1年以上	457	BLOCK	atagoul	アタゴオル	2	standard	通常版		メディアファクトリー	completed	5	4	2	1,2	2巻(2001-04-01)→3巻(1999-12)	D/M	有→有	48899/48899	2	
T1_1年以上	456	BLOCK	pink-no-curtain	ピンクのカーテン	0	standard	通常版	ゴラク・コミックス	日本文芸社	completed	15	9	2	3,4	4巻(1983-07-25)→5巻(1982-04-25)	D/D	無→無	-/-	2	
T1_1年以上	451	SINGLE	akatsuki-no-majo-reishii-wa-jiyuu-ni-ikitai	暁の魔女レイシーは自由に生きたい	0	standard	通常版	ガルドコミックス	オーバーラップ	ongoing	3	2	1	1	1巻(2026-09-08)→2巻(2025-06-14)	D/D	有→有	48240/48240	1	
T1_1年以上	433	SINGLE	tera-e	地球へ…	0	standard	通常版	サンコミックス	朝日ソノラマ	completed	5	3	1	2	2巻(1981-11)→3巻(1980-08-25)	M/D	有→有	42579/42579	3	
T1_1年以上	427	SINGLE	wagaya-no-oinari-sama	我が家のお稲荷さま。	0	standard	通常版	電撃コミックス	角川グループパブリッシング	completed	11	2	1	1	1巻(2009-07)→2巻(2008-04)	M/M	有→有	48402/48402	1	
T1_1年以上	425	BLOCK	bou-kun-vaaderu-no-hanayome-shoya-hen	暴君ヴァーデルの花嫁 初夜編	0	standard	通常版	Missy comics	宙出版	completed	21	16	4	13,14,15,16	13巻(2021-03-04)→17巻(2020-01-04)	D/D	有→有	48671/48617	3	
T1_1年以上	406	SINGLE	akuyaku-no-joou-ni-tensei-shitakedo-kakushi-chara-ga-kakuretenai	悪役の王女に転生したけど、隠しキャラが隠れてない。@COMIC	0	standard	通常版	コロナ・コミックス	TOブックス	ongoing	2	1	1	1	1巻(2025-10-13)→2巻(2024-09-02)	D/D	有→有	48679/48679	1	
T1_1年以上	397	SCATTER	ten-carat-torute	天からトルテ!	0	standard	通常版	Ascii comix	エンターブレイン	completed	14	17	4	2,8,9,10	8巻(2001-11)→10巻(2000-09)	M/M	有→有	47577/47577	3	
T1_1年以上	396	SINGLE	sengoku-sarumawashi	戦国猿廻し	0	standard	通常版	KODAMA COMICS	こだま出版	completed	9	3	1	6	6巻(1989-07)→7巻(1988-05)	M/M	有→有	49060/49060	2	
T1_1年以上	396	BLOCK	zonbii-hunter	死霊狩り	0	standard	通常版	ASPECT COMICS	エンターブレイン	completed	4	4	2	1,2	1巻(2001-10)→3巻(2000-08)	M/M	有→有	47577/47577	2	
T1_1年以上	394	BLOCK	birth-2002	BIRTH	0	standard	通常版		幻冬舎	completed	9	7	2	7,8	6巻(2003-03-24)→7巻(2002-02-23)	D/D	有→有	43448/43448	2	
T1_1年以上	391	SINGLE	kanon-usami-2003	カノン	0	standard	通常版	Twin Heart Comics	小学館	completed	2	1	1	1	1巻(2003-01-20)→8巻(2001-12-25)	D/D	有→無	40913/-	1	
T1_1年以上	376	SINGLE	himegoto-wa-hanazono	ひめごとははなぞの	0	standard	通常版	シルフコミックス	角川グループパブリッシング	completed	7	2	1	2	2巻(2011-09)→3巻(2010-08-21)	M/D	有→有	40486/40486	1	
T1_1年以上	366	SINGLE	hippuhoppu-kakeizu	ヒップホップ家系図	0	standard	通常版		プレスポップ	completed	3	2	1	3	1巻(2017-01)→3巻(2016-01-01)	M/D	有→有	49030/49030	2	
T1_1年以上	366	BLOCK	kemeko-dx	ケメコデラックス!	0	standard	通常版	DENGEKI COMICS	角川グループパブリッシング	completed	9	4	2	1,2	1巻(2008-09-24)→3巻(2007-09-24)	D/D	有→有	48402/48402	2	
T1_1年以上	366	BLOCK	purantsu-doll	観用少女	4	shinsoban	Nemuki+コミックス(2013)	Nemuki+コミックス	朝日新聞出版	completed	3	3	2	1,2	1巻(2014-07)→3巻(2013-06)	M/M	有→有	40221/40221	1	
T1_1年以上	366	SINGLE	sale	SALE!	0	standard	通常版	YOUNG ROSÉ COMICS	角川書店	completed	3	1	1	2	2巻(1995-04)→3巻(1994-03)	M/M	有→有	40492/40492	1	
T1_1年以上	365	SINGLE	ace-o-nerae	エースをねらえ!	3	bunkobon	中公文庫コミック版	中公文庫コミック版	中央公論社	completed	14	13	1	1	1巻(1995-10-18)→2巻(1994-10-18)	D/D	有→有	41220/41220	2	
T2_3か月以上	364	SINGLE	sketchbook	スケッチブック	0	standard	通常版	Blade comics	マッグガーデン	completed	14	1	1	1	1巻(2006-02-10)→2巻(2005-02-11)	D/D	有→有	48612/48612	2	
