# 2026-09-24 日次蒸留の保留見直し(過去の triage 全版の保留1,046件→未解決668件を現行分類器で再分類)。残りの一覧
class	isbn	ym	title	author	publisher	note
ex_mid	9784041179567	2026-11	ツッコミ待ちの町野さん 2	にちょぴん/くうねりん/サコ/KADOKAWA内部取引	KADOKAWA	
ex_mid	9784785983277	2026-11	バカ姉弟キング 3	安達哲	少年画報社	
ex_mid	9784065453391	2026-11	もやしもん＋（2）	石川 雅之	講談社	
ex_mid	9784088944173	2026-11	慰謝料狩り 6	きづきあきら＋サトウナンキ	集英社	
ex_mid	9784801991309	2026-11	新装版 pop one's cherry（2）	百合アズル	竹書房	
ex_mid	9784045002212	2026-11	怪異さんと飛鳥くんのお話 2	シズマ	KADOKAWA	
ex_mid	9784065454701	2026-11	異世界メイドの三ツ星グルメ　現代ごはん作ったら王宮で大バズリしました（6）	U4/モリタ/nima	講談社	
ex_mid	9784098641413	2026-10	座頭市物語ノワール（2）	那波 歩才/子母澤 寛	小学館	
ex_mid	9784098641499	2026-10	非視界戦闘 アイアンレッキ（2）	曽田 正人/冨山 玖呂	小学館	
ex_mid	9784098640799	2026-10	佐武と市捕物控〈完全版〉（2）	石ノ森章太郎	小学館	
ex_mid	9784575862805	2026-10	ホストと社畜　（5）	河尻みつる	双葉社	
ex_mid	9784065453025	2026-10	捨てられた冤罪令息、麗しき奔放皇女に拾われる。（3）	でんでらりゅうば	講談社	
ex_mid	9784049525052	2026-10	人脈チートで始める人任せ英雄譚5	坂石　遊作/元鷲　多義/Noy	KADOKAWA	
ex_mid	9784049525069	2026-10	人妻教師が教え子の女子高生にドはまりする話(2)	川上　しをん/入間　人間/猫屋敷　ぷしお	KADOKAWA	
ex_mid	9784049525106	2026-10	僕の彼女はデッカワイイ 4	sanorin	KADOKAWA	
ex_mid	9784049524765	2026-10	ホームセンターごと呼び出された私の大迷宮リノベーション！ 2	ばたっち/星崎　崑/志田	KADOKAWA	
ex_mid	9784049524741	2026-10	冒険者酒場の料理人 (4)	飴井　涼/黒留　ハガネ/転	KADOKAWA	
ex_mid	9784049524697	2026-10	金属スライムを倒しまくった俺が【黒鋼の王】と呼ばれるまで 4	藤屋　いずこ/温泉　カピバラ/山椒魚	KADOKAWA	
ex_mid	9784049524703	2026-10	スキル『植樹』を使って追放先でのんびり開拓はじめます 5	千嶌　オワリ/しんこせい/あんべよしろう	KADOKAWA	
ex_mid	9784785983062	2026-10	テーラーの憂鬱　2	鷹野 久	少年画報社	
ex_mid	9784301007784	2026-10	はじめまして #初恋配信中（4）(完)	酉村	スクウェア・エニックス	
ex_mid	9784041175668	2026-10	Fate／Grand　Order　-Epic　of　Remnant-　亜種特異点I　悪性隔絶魔境　新宿　新宿幻霊事件　（	佐々木少年/TYPE-MOON	KADOKAWA	
ex_mid	9784065453049	2026-10	全力めし　アリサはよく読みよく食べる（2）	相原 瑛人	講談社	
ex_mid	9784253020312	2026-10	ダストランド　2	高橋ヒロシ	秋田書店	
ex_mid	9784088944050	2026-10	メルヘンクラウン 5	赤坂 アカ×あおいくじら×アジチカ	集英社	
ex_mid	9784088943749	2026-10	釣って食べたいギャル澤さん 7	ふなつ かずき	集英社	
ex_mid	9784041178829	2026-10	サーキット・スイッチャー　（下）	川合　銀河/神田　タイキ/安野　貴博	KADOKAWA	
ex_mid	9784040765815	2026-10	路地裏で拾った女の子がバッドエンド後の乙女ゲームのヒロインだった件　2	カボチャマスク/樋乃　えなが/へいろー	KADOKAWA	
ex_mid	9784040765945	2026-10	監禁王　8	あしもと☆よいか/マサイ/ぺい	KADOKAWA	
ex_mid	9784040765877	2026-10	戦乙女たちと築く元・底辺村人の最強ハーレム2 〜数万人の女に対し、男は俺一人〜	下等　妙人/黒瀬　りぶ/水野　早桜	KADOKAWA	
ex_mid	9784040765846	2026-10	じつは義妹でした。〜最近できた義理の弟の距離感がやたら近いわけ〜　9	堺　しょうきち/白井　ムク/千種　みのり	KADOKAWA	
ex_mid	9784575862751	2026-10	ヴェクサシオンX　Fの継承者と心眼少女（2）	湯川　義弘	双葉社	
ex_mid	9784575862782	2026-10	なごみ吸血鬼のこごみさん（2）	天色ちゆ	双葉社	
ex_mid	9784065451342	2026-10	人外姫様、始めました　〜Free　Life　Fantasy　Online〜（18）	園原 アオ/割田 コマ/子日 あきすず/Sherry	講談社	
ex_mid	9784065451441	2026-10	色欲無双〜変態スキルが暴走してヤリサーから追放された俺は、はからずも淫靡な力で最強になる〜（3）	笠原 巴/あいの ひとし/三九呂	講談社	
ex_mid	9784065447758	2026-10	夜明けをつれてくる犬（2）	あまぎ 夏芽/吉田 桃子	講談社	
ex_mid	9784065452134	2026-10	妖狩のカノカ（3）	港 發	講談社	
ex_mid	9784065451786	2026-10	Sランクパーティから解雇された【呪具師】〜『呪いのアイテム』しか作れませんが、その性能はアーティファクト級なり……！〜（	LA軍/小川 錦	講談社	
ex_mid	9784098641116	2026-09	バニーナイト・トリートメント（3）	東雲	小学館	
ex_mid	9784098641086	2026-09	烏哭村ーカラスナキムラー（3）	照屋 太郎	小学館	
ex_mid	9784592160960	2026-09	Q研 2	赤堀君	白泉社	
ex_mid	9784049524413	2026-09	チュートリアルが始まる前に 5 ボスキャラ達を破滅させない為に俺ができる幾つかの事	横山　コウヂ/高橋　炬燵/カカオ・ランタン	KADOKAWA	
ex_mid	9784301007791	2026-09	スノードロップ〜あなたの死を望みます〜（2）	三部 けい	スクウェア・エニックス	
ex_mid	9784065449868	2026-09	夜鷹ふたたび（3）	イズミダ フユキ	講談社	
ex_mid	9784065450321	2026-09	異世界将棋無双〜将棋で戦争する世界で王子に転生した僕が弱小人類を救います〜（2）	おちR	講談社	
ex_mid	9784088943077	2026-09	4軍くん（仮） 14	末広 光/森高 夕次	集英社	
ex_mid	9784088943497	2026-09	商人令嬢アニエス 2 辺境に追放された悪役令嬢は商才を発揮し成り上がる	ヴァージニア二等兵/青季 ふゆ	集英社	
ex_mid	9784065448366	2026-09	ぶっ壊れ世界で死んだ時（3）	壱	講談社	
ex_mid	9784800018045	2026-09	狼とランドセル〜S級採集家と転生娘のダンジョンご飯〜（2）	海田ゆた/天那光汰	マッグガーデン	
ex_mid	9784041178386	2026-09	貞操逆転世界で頼めばヤれると噂の俺 2	澄田佑貴/aaa168（スリーエー）	KADOKAWA	
ex_mid	9784065410554	2026-09	アルス・ゲーティア　〜無能と呼ばれた少年は、72の悪魔を使役して無双する〜（4）	駒吉/北川 ニキタ/GreeN	講談社	
ex_mid	9784040765419	2026-09	金色の文字使い　25 -勇者四人に巻き込まれたユニークチートー	尾崎　祐介/十本　スイ/すまき　俊悟	KADOKAWA	
ex_mid	9784065452950	2026-10	文庫版　賭博黙示録カイジ　2	福本 伸行	講談社	
ex_mid	9784825100848	None	怖くも愛おしい『ナニカ』に淫らにイカされる…。ホラーラブアンソロジー(2)	アンソロジー	一迅社	
ex_mid	9784434387012	2027-01	七海くんの不健全な妄想癖3	成瀬ヨリ	彗星社	
ex_mid	9784867209547	2027-01	呂色麗の冥婚論（3）	星来	コアミックス	
ex_mid	9784825101470	2026-12	お飾り妻は冷酷旦那様と離縁したい！〜実は溺愛されていたなんて知りません〜 アンソロジーコミック　5巻	アンソロジー	一迅社	
ex_mid	9784868660675	2026-11	ジャスティス・サーガ　-我の創りし理想の世界で幼女無双ー 3	山本神話	Cygames	
ex_mid	9784868660781	2026-11	ホメちょろ無双〜こじらせ最強女達をホメただけで最強PTに〜 4	からしと	Cygames	
ex_mid	9784868660651	2026-11	お嬢様の捕まえ方 4	城島袋	Cygames	
ex_mid	9784868660729	2026-11	飛んでけ聖剣 5	ヴィコ	Cygames	
ex_mid	9784824208033	2026-11	通販で買った妖刀がガチだった（2）	日之影ソラ/新芽ふたつ/福きつね	一二三書房	
ex_mid	9784199611018	2026-11	幸運な君と僕の未来（2）	加奈	徳間書店	
ex_mid	9784088552781	2026-11	α王の運命 〜王妃候補の護衛のはずが王の番になりました〜 2	上原 有紗/カヅキ ハルカ（エブリスタ）	集英社	
ex_mid	9784434388682	2026-11	臼井くんはしのびない2	茶麻	ドリコム	
ex_mid	9784049525168	2026-11	近づいて、スピカ2	fuyu	KADOKAWA	
ex_mid	9784046609007	2026-11	ダウナー系お姉さんに毎日カスの嘘を流し込まれる話　4	生倉　のゑる/はるばーど屋	KADOKAWA	
ex_mid	9784046604880	2026-11	末っ子皇女殿下　10	Stonehead(AKEO STUDIO)/SAHA	KADOKAWA	
ex_mid	9784046608444	2026-11	異世界転移したけど、王立学院で事務員やってます（3） 平穏な日常、時々腹黒教授	秦　セロリ/虎石　幸子/黒埼	KADOKAWA	
ex_mid	9784046608437	2026-11	婚約破棄され捨てられるらしいので、軍人令嬢はじめます　2	宇海　みづ/雪/ノズ	KADOKAWA	
ex_mid	9784046608451	2026-11	ラスボス令息に殺される義姉ですが、彼を好きになってしまいました。　2	あるてぃ/かわい　澄香/夏目　レモン	KADOKAWA	
ex_mid	9784049723007	2026-11	国王陛下、私を飼ってください！　〜妹の身代わりで貢ぎ物にされましたが、愛され犬を目指します〜（2）	乙黒　ゆう/椿　蛍	KADOKAWA	
ex_mid	9784046607416	2026-11	悪役令嬢は王子の本性（溺愛）を知らない 6	西賀　スオミ/霜月　せつ/御子柴　リョウ	KADOKAWA	
ex_mid	9784801995550	2026-11	みこどもえ　現役巫女が描く世界一地味な巫女マンガ（3）	吉良さゆり	竹書房	
ex_mid	9784160902688	2026-11	最恐魔法使いの愛が一途すぎる 封印された元聖女は禁忌の愛でお目覚めです 2	来須 みかん/白良木 羅々	文藝春秋	
ex_mid	9784815634421	2026-11	学園の姫攻略始めたら修羅場になってた件（コミック）　2	汐凪みづき/かわいさん/うなさか	SBクリエイティブ	
ex_mid	9784815634452	2026-11	四天王最弱の自立計画（コミック）　2	小野ミサオ/西湖三七三/ふわり	SBクリエイティブ	
ex_mid	9784800018427	2026-11	竜神様に見初められまして〜虐げられ令嬢の三食もふもふ溺愛付き生活〜 2	さとうきび畑/青季ふゆ	マッグガーデン	
ex_mid	9784800018366	2026-11	魔王様のバグトラップ迷宮制作記 3	あまがえる	マッグガーデン	
ex_mid	9784045000690	2026-11	ハルタ 2026-NOVEMBER volume 139	ハルタ編集部	KADOKAWA	
ex_mid	9784045001260	2026-11	佐藤英子(32)はヒーローになれたのか　1	八十八　良	KADOKAWA	
ex_mid	9784045002564	2026-11	海底清掃人マタタビュリス　2	本山　とらじろう	KADOKAWA	
ex_mid	9784045002960	2026-11	春のデジャヴに踊れ　2	おどる	KADOKAWA	
ex_mid	9784799222263	2026-11	10年前にタイムリープして幼馴染のお嬢様を助けたら許嫁になりました2	煎餅/じゅうぜん	キルタイムコミュニケーション	
ex_mid	9784065452387	2026-11	Pumpkin　Scissors（25）	岩永 亮太郎	講談社	
ex_mid	9784868660606	2026-10	都市伝説が殺ってくる 7	米田旦人	Cygames	
ex_mid	9784045003141	2026-10	ライセット！ 〜転生令嬢による異世界ハーブアイテム革命〜 2	水菓子　モカ/蒼　さかな/コユコム	KADOKAWA	
ex_mid	9784045003349	2026-10	夜叉王の最愛 〜虐げられた治癒の乙女は溺愛される〜 2	也田　ゆき/マチバリ/日下　コウ	KADOKAWA	
ex_mid	9784199509964	2026-10	黒猫ニャンゴの冒険リブート（2）　レア属性を引き当てたので、気ままな冒険者を目指します	篠浦知螺/MiyaMa/四志丸	徳間書店	
ex_mid	9784868052364	2026-10	魔女とくゅらす（3）	柴田　康平	ヒーローズ	
ex_mid	9784825101838	2026-10	祝福のチェスカ　3巻	乃原美隆	一迅社	
ex_mid	9784825101845	2026-10	レイチェル・ジーンは踊らない　3巻	村上ゆいち/Moonshine/ボダックス	一迅社	
ex_mid	9784825101869	2026-10	八つ裂きループ令嬢は累計人生百年目に、初めての恋をした。　2巻	戸山こま/天ノ瀬/くろこだわに	一迅社	
ex_mid	9784825101906	2026-10	偽聖女だと言われましたが、どうやら私が本物のようですよ？ アンソロジーコミック　7巻	アンソロジー	一迅社	
ex_mid	9784825101876	2026-10	烈火の血族　3巻	honomi/夜光花/奈良千春	一迅社	
ex_mid	9784065400319	2026-10	平凡な令嬢　エリス・ラースの日常（3）	まゆらん/ひむかい 日向/羽公	講談社	
ex_mid	9784065451304	2026-10	悪役令嬢みたいに断罪されそうだったけど、全力で愛されてます！　不幸な運命に「ざまぁ」しますわ！　アンソロジーコミック（1	柏木 真/琴乃葉/Mugi/イチカ/おーぶりー/いちいち	講談社	
ex_mid	9784199509957	2026-10	腹パン系ダンジョン配信者（2）　-男女比1：100の世界でも俺が戦う訳ー	クスミ/恋狸	徳間書店	
ex_mid	9784041178089	2026-10	木花佐久夜毘売 山岸凉子短篇ベストコレクション2	山岸　凉子	KADOKAWA	
ex_mid	9784845872398	2026-10	ワイド版鬼平犯科帳（66巻）	さいとう・たかを/池波　正太郎	リイド社	
ex_mid	9784046605665	2026-10	可愛原先輩はかわいい（早乙女くん）がすき！　3	せらみっく	KADOKAWA	
ex_mid	9784864425728	2026-10	Cab vol.106	アンソロジー	東京漫画社	
ex_mid	9784825101715	2026-10	「あのとき助けていただいたモンスター娘です。」異世界おっさん教師 突然のモテ期に困惑する(5)	沖ノ輔	一迅社	
ex_mid	9784825101326	2026-10	男子校の姫(4)	いくたはな	一迅社	
ex_mid	9784046605481	2026-10	ELECEED -エレキシードー　02	ZHENA/SJH	KADOKAWA	
ex_mid	9784575425314	2026-10	聖女じゃないと追放されたので、もふもふ従者(聖獣)とおにぎりを握る（11）	東端/夕日	双葉社	
ex_mid	9784434386619	2026-10	うさひな -5年付き合ってる大学生カップルの話ー（2）	猪狩そよ子	ナンバーナイン	
ex_mid	9784813766797	2026-10	二度目の人生、(元)罪悪の聖女は前世で少年だった冷徹皇帝に拾われる　3	砂藤カミノ/友野紅子	スターツ出版	
ex_mid	9784813766810	2026-10	S級ギルドを離脱した刀鍛冶の自由な辺境スローライフ〜ブラックギルドから解放されて気ままに鍛冶してたら、伝説の魔刀が生まれ	日高/錬金王	スターツ出版	
ex_mid	9784813766827	2026-10	ハズレ職〈召喚士〉がS級万能職に化けました〜無能と蔑まれた俺、伝説の召喚獣達に懐かれ力が覚醒したので世界最強です〜5	野呂まこと/ヒツキノドカ	スターツ出版	
ex_mid	9784046606860	2026-10	Re:ゼロから始める異世界生活 第四章 聖域と強欲の魔女 14	花鶏　ハルノ/相川　有/長月　達平/大塚　真一郎	KADOKAWA	
ex_mid	9784046605849	2026-10	新・魔法科高校の劣等生　キグナスの乙女たち　7	La-na/佐島　勤/石田　可奈	KADOKAWA	
ex_mid	9784867782712	2026-10	私のこと嫌いって言いましたよね！？変態公爵による困った溺愛結婚生活（10）	北里千寿/刺身ナカミ	秋水社	
ex_mid	9784825101678	2026-10	悪女は変化する（9）	希羅月(Comicloft)/NUNOIZ/好調/押し花	一迅社	
ex_mid	9784824019035	2026-10	無能と言われ続けた魔導師、実は世界最強なのに幽閉されていたので自覚なし 3	すちふぁ/奉/mmu	オーバーラップ	
ex_mid	9784824019011	2026-10	最強の剣聖、美少女メイドに転生し箒で無双する 2	野村エージ/三日月猫/azuタロウ	オーバーラップ	
ex_mid	9784537174342	2026-10	異世界クラス召喚されたらR1○のスキルを獲得したので、○りたい放題させてもらいます！ （　6）	仁堂 ジョー/ひろの あきとみ	日本文芸社	
ex_mid	9784868680024	2026-10	たとえ愛されない聖女だとしても2	茲助/マツガサキヒロ/comicスピラ	ファンギルド	
ex_mid	9784868680154	2026-10	侯爵令嬢リディアの美しき決断〜裏切られたのでこちらから婚約破棄させていただきます〜4	きよせ/綺咲潔	ファンギルド	
ex_mid	9784825101517	2026-10	きつねのうりくん（2）	ねあ	一迅社	
ex_mid	9784866698830	2026-10	婚約した理想の王子が呪われていました2	十嶋あわこ/ナツ/八千代ハル	Jパブリッシング	
ex_mid	9784334111472	2026-10	辺境の魔術師、悟りを開き大賢者となる　2	日之影ソラ/山畑璃杏	光文社	
ex_mid	9784866579740	2026-10	タヌキとキツネ ゆるっと 2	アタモト	フロンティアワークス	
ex_mid	9784868541554	2026-10	俺はこの世界がモブでも【廃人】になれば最強になれることを知っている@COMIC 第2巻	とも助。	TOブックス	
ex_mid	9784868541547	2026-10	冒険者アル あいつの魔法はおかしい@COMIC 第5巻	山崎と子	TOブックス	
ex_mid	9784575425222	2026-10	絶頂スキル【温泉創造】で湯けむりハーレムを築くまで〜返済が滞ったら即奴隷の異世界転生！ 赤字旅館再建計画〜（4）	たぢまよしかづ/まるせい	双葉社	
ex_mid	9784824018694	2026-10	Ωになれたらお前と番える？ 2	吉田くまこ	オーバーラップ	
ex_mid	9784799222270	2026-10	富豪令嬢2	星見/マチバリ	キルタイムコミュニケーション	
ex_mid	9784065451885	2026-10	雨とおしゃべりな香辛料（2）	天道 グミ	講談社	
ex_mid	9784065451854	2026-10	不純すら純情（2）	岡 モトカ	講談社	
ex_mid	9784575425192	2026-10	捨てられ聖女のもふもふ保護活動〜天才魔法使いと幻獣たちに愛されて幸せになります〜（3）	角州みあき/村沢黒音	双葉社	
ex_mid	9784098548385	2026-10	＃ギャルとギャルの百合（2）	イノウエ	小学館	
ex_mid	9784865183061	2026-10	ケジメつけさせてもらいます。元ヤン弁護士 東矢斎 6	冴島つき	大誠社	
ex_mid	9784065453674	2026-10	リ・リ・リィンカーネーション　2	水藤 流	星海社	
ex_mid	9784824018663	2026-10	生贄姫の幸福 2　〜孤独な贄の少女は、魔物の王の花嫁となる〜	結衣まどか/雨咲はな/榊 空也	オーバーラップ	
ex_mid	9784065452769	2026-10	ロブレイブ（3）	やぶら	講談社	
ex_mid	9784774733104	2026-10	パーティーをクビになったので、「良成長」スキルを駆使して牧場でもふもふスローライフを送ろうと思います！ 4	酒井 さゆり/夢咲 まゆ	コスミック出版	
ex_mid	9784434385599	2026-10	スター・ウォーズ マンダロリアン グラフィックノベル　シーズン2	アレッサンドロ・フェラーリ、マッテオ・ピアーナ、イゴール・キ	波星社	
ex_mid	9784253019415	2026-10	原典完全版マッドメン・シリーズ2　大いなる復活	諸星大二郎	秋田書店	
ex_mid	9784049722338	2026-10	エンドロールは地獄まで3	三ツ星　しずく	KADOKAWA	
ex_mid	9784048119573	2026-10	苔から始まる異世界ライフ2	しげお/ももぱぱ/むに	KADOKAWA	
ex_mid	9784868460282	2026-10	スパイシーミルクキャンディ　2	つるいとと	シュークリーム	
ex_mid	9784860722388	2026-10	まんだらけZENBU（136）	まんだらけ	まんだらけ	
ex_mid	9784046601667	2026-10	田舎者にはよくわかりません ぼんやり辺境伯令嬢は、断罪された公爵令息をお持ち帰りする2	みくに　莉子/来須　みかん/羽公	KADOKAWA	
ex_mid	9784049168945	2026-10	異世界に行ったら謎の生物に可愛がられた話 2	河口　けい	KADOKAWA	
ex_mid	9784391168976	2026-10	地味な剣聖はそれでも最強です 12	鱗乃介/明石 六郎	主婦と生活社	
ex_mid	9784823611384	2026-10	クズ男のポエム 下	もちの米	ジーオーティー	
ex_mid	9784868541363	2026-10	恋した人は、妹の代わりに死んでくれと言った。-妹と結婚した片思い相手がなぜ今さら私のもとに？と思ったらー＠COMIC 第	家守まき	TOブックス	
ex_mid	9784832206601	2026-10	缶詰、お好きですか？　2	柚木らい/たけうちつむぐ	芳文社	
ex_mid	9784403680571	2026-10	セブンティーンシロップス（2）	あらた 六花	新書館	
ex_mid	9784825101463	2026-09	悪役令嬢が婚約破棄されたので、いまから俺が幸せにします。　アンソロジーコミック　5巻	アンソロジー	一迅社	
ex_mid	9784825101449	2026-09	侯爵家の悪妻は契約です　2巻	椎名 明/村井 ナギサ/もり/すがはら 竜	一迅社	
ex_mid	9784868660040	2026-09	地味異世界〜魔法ナシで化物の大群と戦えってブラックすぎません？〜 4	藤田曇	Cygames	
ex_mid	9784065431139	2026-09	不幸令嬢でしたが、ハッピーエンドを迎えました　アンソロジーコミック（6）	紡木 すあ/入野 イオリ/sacco/河井 あぽろ/調彩雨/	講談社	
ex_mid	9784911278055	2026-09	シャーリー・メディスン　3	森 薫	雪割草	
ex_mid	9784065449387	2026-09	夜伽の悪女　〜発情体質令嬢は、夜ごと皇帝に愛される〜（3）	松井 トミー	講談社	
ex_mid	9784065447819	2026-09	最果ての聖女のクロニクル（2）	帆高 晴海/冬茜 トム/がわこ	講談社	
ex_mid	9784199509919	2026-09	飛べない最強のダンジョンシーカー（2）　天空ダンジョン攻略記	日之影ソラ/灯/遊佐いつか	徳間書店	
ex_mid	9784575425086	2026-09	王妃になる予定でしたが、偽聖女の汚名を着せられたので逃亡したら、皇太子に溺愛されました。そちらもどうぞお幸せに。（7）	倉田香奈絵/糸加（ツギクル）	双葉社	
ex_mid	9784867782682	2026-09	あんたの相棒はオレなんで！　（3）	いけがみ小5	秋水社	
ex_mid	9784813766643	2026-09	Q.傲慢で非道な悪役貴族に、正義のヒーローに憧れる少年が転生したら？ 　A.口は悪いが人を救うダークヒーローが誕生する2	らた/むらくも航	スターツ出版	
ex_mid	9784824018571	2026-09	煽り系ゲーム配信者（20歳）、配信の切り忘れによりいい人バレする。 3	流嘉/夏乃実/麦うさぎ	オーバーラップ	
ex_mid	9784302126736	2026-09	傷うつし令嬢の逃亡計画は、王子の溺愛で阻止されました2	天点	ハーパーコリンズ・ジャパン	
ex_mid	9784575382570	2026-09	溺愛シークレットラバー（2）	入海アオ	双葉社	
ex_mid	9784049523744	2026-09	僕らの恋は夢うつつ2	白崎　ナベ	KADOKAWA	
ex_mid	9784046604644	2026-09	おっさん異世界で最強になる　3 〜物理特化の覚醒者〜	来須眠/次佐　駆人/peroshi	KADOKAWA	
ex_mid	9784046604637	2026-09	ダメ人間の愛しかた5	岩葉	KADOKAWA	
ex_mid	9784046604767	2026-09	アラフォー賢者の異世界生活日記　9	888/寿安清/ジョンディー	KADOKAWA	
ex_mid	9784046604828	2026-09	神の代行者（自称） 2 全てはあのお方の思し召すままに……と言いまくってたら引くに引けなくなった	神代　本人/流石ユユシタ/卵の黄身	KADOKAWA	
ex_mid	9784046605931	2026-09	住所不定キャンパーはダンジョンでのんびりと暮らしたい　3 〜危険な深層モンスターも俺にとっては食材です〜	やまだ　ごまち/タジリ　ユウ/市丸　きすけ	KADOKAWA	
ex_mid	9784434385247	2026-09	ギルドの雑用係が真の黒幕でした2 〜隠れた才能で暗躍無双〜	パヤパヤ/菱川さかく/ゆーにっと	ドリコム	
ex_mid	9784434385254	2026-09	魔術の果てを求める大魔術師2 〜魔道を極めた俺が三百年後の技術革新を期待して転生したら、哀しくなるほど退化していた……〜	白鳥解/福山松江/Genyaky	ドリコム	
ex_mid	9784910900056	2026-09	デューン 砂の惑星　グラフィックノベル3	フランク・ハーバート/ブライアン・ハーバート/ケヴィン・J・	楽工社	
ex_mid	9784781625898	2026-09	B組の名物カップルはまだ付き合ってない2	nikuhen	イースト・プレス	
ex_mid	9784537174281	2026-09	剣聖サラリーマン無双〜幼馴染みがときどき人類を救う手伝いを頼んでくる〜 （　2）	一江左 かさね（原作）/オハド（漫画）/へいろー（キャラクタ	日本文芸社	
ex_mid	9784046857262	2026-09	虐げられし公主の幸福な婚姻 （2） 人質花嫁は二人の王に寵愛される	須部　からく/青月花	KADOKAWA	
ex_mid	9784046605153	2026-09	かくして魔法使いノイ・ガレネーは100年後、花嫁となった2	円味/六つ花　えいこ/夜汽車	KADOKAWA	
ex_mid	9784046605870	2026-09	不本意な結婚をした令嬢が幸せになってしまいましたアンソロジーコミック2	白谷　ゆう/荻野　スミ/香月　心/神河　雪弥/田辺　たべり/	KADOKAWA	
ex_mid	9784434384578	2026-09	勘違いの工房主（10）	古川奈春/時野洋輔	アルファポリス	
ex_mid	9784824018281	2026-09	限界ラノベ作家は家政婦ギャルを妻だと思い込んでいる 2	ちふゆ	オーバーラップ	
ex_mid	9784781625881	2026-09	アリアの診療録2	SueLue	イースト・プレス	
ex_mid	9784815562243	2026-09	放課後、五年ぶりのキスをして 下	厚見しゃけ	英和出版社	
ex_mid	9784065450192	2026-09	ハンドレッドノートーアグリーダックー（3）	内海 八重	講談社	
ex_mid	9784824018229	2026-09	飼育員セシルの日誌 2　〜ひとりぼっちの女の子が新天地で愛を知るまで〜	高倉びび/紺染 幸/凩はとば	オーバーラップ	
ex_mid	9784881442784	2026-09	こめかみっ！ガールズ　第2巻	西條凜野/園田英樹/海猫屋	創藝社	
ex_mid	9784821112210	2026-09	最速進化のスライム無双 〜チートスキル＜スライム＞により100倍速でレベルアップして世界最強に〜（2）	野口祥汰/艇駆いいじ	ぶんか社	
ex_mid	9784821112074	2026-09	竜と歩む成り上がり冒険者道〜用済みとしてSランクパーティから追放された回復魔術師、捨てられた先で最強の神竜を復活させてし	＠カリカリうめ/岸本和葉	ぶんか社	
ex_mid	9784868052173	2026-09	先生はソレに気付かない。（2）	トナミ　ショウ	ヒーローズ	
ex_mid	9784868052203	2026-09	ダイダラ（5）	高橋　碁飯	ヒーローズ	
ex_mid	9784864425681	2026-09	ヒバリくんのΩ　2	ゴロイチ	東京漫画社	
ex_mid	9784777056217	2026-09	テツモ・シンドローム　3		ネコ・パブリッシング	
ex_mid	9784798642987	2026-09	ギャルとダンジョンと周回遅れの探索英雄譚 2 〜元レジェンド・今は訳あり低ランク探索者な俺が、S級ギャルに懐かれまくって	水田ケンジ/榊　一郎/黒獅子	ホビージャパン	
zokkan_版違い疑い	9784267025150	2026-09	完全版　飛ぶ教室　3	ひらまつ つとむ	潮出版社	頁=tobu-kiyoushitsu
zokkan_保留	9784253019774	2026-09	ばくおん！！　〜天野恩紗のニコイチ繁盛記〜　4	おりもとみまな/蒔野靖弘	秋田書店	同巻番号4既在(版違い/二重登録?) 既存=頁既在 slug=bakuon
zokkan_保留	9784824206077	None	悪役令嬢の遺言状（1）	巻村螢/小野おのこ/SNC	一二三書房	同巻番号1既在(版違い/二重登録?) 既存=頁既在 slug=akuyaku-reijou-no-yuigonjou
zokkan_版違い疑い	9784253019316	2026-12	愛蔵版　シグルイ　7	南條範夫/山口貴由	秋田書店	頁=shigurui
zokkan_版違い疑い	9784253019293	2026-11	愛蔵版　シグルイ　5	南條範夫/山口貴由	秋田書店	頁=shigurui
zokkan_版違い疑い	9784253019309	2026-11	愛蔵版　シグルイ　6	南條範夫/山口貴由	秋田書店	頁=shigurui
zokkan_版違い疑い	9784087930085	2026-11	男一匹ガキ大将 8 本宮ひろ志漫画大全集008	本宮 ひろ志	集英社	頁=otoko-ippiki-gaki-daishou
zokkan_版違い疑い	9784087930016	2026-11	男一匹ガキ大将 1 本宮ひろ志漫画大全集001	本宮 ひろ志	集英社	頁=otoko-ippiki-gaki-daishou
zokkan_版違い疑い	9784087930054	2026-11	男一匹ガキ大将 5 本宮ひろ志漫画大全集005	本宮 ひろ志	集英社	頁=otoko-ippiki-gaki-daishou
zokkan_版違い疑い	9784087930047	2026-11	男一匹ガキ大将 4 本宮ひろ志漫画大全集004	本宮 ひろ志	集英社	頁=otoko-ippiki-gaki-daishou
zokkan_版違い疑い	9784087930023	2026-11	男一匹ガキ大将 2 本宮ひろ志漫画大全集002	本宮 ひろ志	集英社	頁=otoko-ippiki-gaki-daishou
zokkan_版違い疑い	9784087930030	2026-11	男一匹ガキ大将 3 本宮ひろ志漫画大全集003	本宮 ひろ志	集英社	頁=otoko-ippiki-gaki-daishou
zokkan_版違い疑い	9784253019279	2026-10	愛蔵版　シグルイ　3	南條範夫/山口貴由	秋田書店	頁=shigurui
zokkan_版違い疑い	9784253019286	2026-10	愛蔵版　シグルイ　4	南條範夫/山口貴由	秋田書店	頁=shigurui
zokkan_版違い疑い	9784253019262	2026-09	愛蔵版　シグルイ　2	南條範夫/山口貴由	秋田書店	頁=shigurui
zokkan_版違い疑い	9784091543813	2026-10	イナズマイレブンGO　完全版（上）	やぶのてんや/レベルファイブ	小学館	頁=inazuma-eleven-go
