season	anime_title	kind	detail
2021-FALL	けものっ娘通信〜The Animation〜 牛娘ベル	NO_PAGE	NO_PAGE:111452 けものっ娘通信 ～理想のケモ娘、あなたにお届け～
2020-WINTER	宝石商リチャード氏の謎鑑定	NO_PAGE	NO_PAGE:113900 宝石商リチャード氏の謎鑑定
2020-WINTER	ヒーリングっど♥プリキュア	NO_PAGE	NO_PAGE:114479 ヒーリングっど♥プリキュア
2020-WINTER	おーばーふろぉ	NO_PAGE	NO_PAGE:114608 おーばーふろぉ
2020-WINTER	うしちち食べ放題!ジ・アニメーション	NO_PAGE	NO_PAGE:117646 うしちち食べ放題!
2020-SUMMER	日本沈没2020	NO_PAGE	NO_PAGE:160791 日本沈没2020
2020-SUMMER	兄に付ける薬はない！4	NO_PAGE	NO_PAGE:98808 快把我哥带走
2020-SUMMER	うまよん	NO_PAGE	NO_PAGE:116943 うまよん
2020-SUMMER	THE GOD OF HIGH SCHOOL ゴッド・オブ・ハイスクール	NO_PAGE	NO_PAGE:85141 갓 오브 하이스쿨
2020-SPRING	神之塔 -Tower of God-	NO_PAGE	NO_PAGE:85143 신의 탑
2020-SPRING	GREAT PRETENDER	NO_PAGE	NO_PAGE:118960 GREAT PRETENDER
2020-FALL	クソゲーって言うな！アニメーション	NO_PAGE	NO_PAGE:125908 クソゲーって言うな!
2020-FALL	アクダマドライブ	NO_PAGE	NO_PAGE:118854 アクダマドライブ
2019-WINTER	荒野のコトブキ飛行隊	NO_PAGE	NO_PAGE:116161 荒野のコトブキ飛行隊
2019-WINTER	えんどろ〜！	NO_PAGE	NO_PAGE:108603 えんどろ〜！
2019-WINTER	B-PROJECT～絶頂＊エモーション～	NO_PAGE	NO_PAGE:97157 B-PROJECT 妄想＊スキャンダル
2019-SUMMER	胡蝶綺 ～若き信長～	NO_PAGE	NO_PAGE:110170 胡蝶綺 ～若き信長～
2019-SUMMER	兄に付ける薬はない！3	NO_PAGE	NO_PAGE:98808 快把我哥带走
2019-SUMMER	ロード・エルメロイⅡ世の事件簿 {魔眼蒐集列車} Grace note	NO_PAGE	NO_PAGE:103075 ロード・エルメロイII世の事件簿
2019-SUMMER	コップクラフト	NO_CAND	
2019-SPRING	洗い屋さん! ~俺とアイツが女湯で!?~	NO_PAGE	NO_PAGE:110111 アソコ洗い屋さん！
2019-SPRING	ストライクウィッチーズ 501部隊発進しますっ！	NO_PAGE	NO_PAGE:106343 ストライクウィッチーズ 501部隊発進しますっ！
2019-SPRING	みるタイツ	NO_PAGE	NO_PAGE:113534 Miru Tights Special Booklet
2019-FALL	OBSOLETE（オブソリート）	NO_PAGE	NO_PAGE:124626 OBSOLETE ハナブサレポート
2018-WINTER	銀の墓守り 2	NO_PAGE	NO_PAGE:87140 银之守墓人
2018-WINTER	焼肉店センゴク	NO_PAGE	NO_PAGE:113115 焼肉店センゴク
2018-WINTER	ヴァイオレット・エヴァーガーデン	NO_CAND	
2018-WINTER	citrus	NO_PAGE	NO_PAGE:80145 citrus
2018-SUMMER	悪偶 -天才人形-	NO_PAGE	NO_PAGE:129983 恶偶 (天才玩偶)
2018-SUMMER	少女☆歌劇 レヴュー・スタァライト	NO_PAGE	NO_PAGE:104484 舞台 少女☆歌劇 レヴュースタァライト ―The LIVE― SHOW MUST GO ON
2018-SUMMER	兄に付ける薬はない！2	NO_PAGE	NO_PAGE:98808 快把我哥带走
2018-SUMMER	七星のスバル	NO_CAND	
2018-SUMMER	キスまで, あと1秒.	NO_PAGE	NO_PAGE:122913 キスまで、あと1秒。
2018-SUMMER	じょしおちっ！～2階から女の子が…降ってきた！？～	NO_PAGE	NO_PAGE:112330 女子落ちっ！～2階からエロ娘が降ってきて、オレのアレに！？～
2018-SUMMER	あるゾンビ少女の災難	NO_CAND	
2018-SUMMER	Back Street Girls -ゴクドルズ-	NO_PAGE	NO_PAGE:96785 Back Street Girls ～ゴクドルズ～
2018-SPRING	黒猫モンロヲ	NO_PAGE	NO_PAGE:131447 黒猫モンロヲ
2018-SPRING	魔法少女 俺	NO_PAGE	NO_PAGE:86899 魔法少女 俺
2018-SPRING	東京喰種-トーキョーグール-:re	NO_PAGE	NO_PAGE:85611 東京喰種-トーキョーグール-:re
2018-SPRING	ウマ娘 プリティーダービー	NO_PAGE	NO_PAGE:135321 ウマ娘 プリティーダービー アンソロジーコミックＳＴＡＲ
2018-SPRING	ひそねとまそたん	NO_PAGE	NO_PAGE:101118 ひそねとまそたん 名緒のそら
2018-SPRING	からめるハニー	NO_PAGE	NO_PAGE:100592 からめるハニー
2018-FALL	東京喰種-トーキョーグール-:re 2	NO_PAGE	NO_PAGE:85611 東京喰種-トーキョーグール-:re
2018-FALL	学園BASARA	NO_PAGE	NO_PAGE:50206 戦国BASARAシリーズ オフィシャルアンソロジーコミック 学園BASARA
2018-FALL	ユリシーズ　ジャンヌ・ダルクと錬金の騎士	NO_CAND	
2018-FALL	ツルネ ―風舞高校弓道部―	NO_CAND	
2018-FALL	ゾンビランドサガ	NO_PAGE	NO_PAGE:104714 ゾンビランドサガ
2018-FALL	ジョジョの奇妙な冒険 黄金の風	NO_PAGE	NO_PAGE:33008 ジョジョの奇妙な冒険 黄金の風
2017-WINTER	超游世界 -BEING THE REALITY-	NO_PAGE	NO_PAGE:117069 超游世界
2017-WINTER	ハンドシェイカー	NO_CAND	
2017-SUMMER	終物語（下）	NO_CAND	
2017-SUMMER	プリンセス・プリンシパル	NO_PAGE	NO_PAGE:113223 プリンセス・プリンシパル
2017-SUMMER	アクションヒロイン チアフルーツ	NO_PAGE	NO_PAGE:112683 アクションヒロイン チアフルーツ
2017-SPRING	銀の墓守り	NO_PAGE	NO_PAGE:87140 银之守墓人
2017-SPRING	変形少女	NO_PAGE	NO_PAGE:107648 変形少女 school☆days
2017-SPRING	兄に付ける薬はない！	NO_PAGE	NO_PAGE:98808 快把我哥带走
2017-SPRING	ラブ米 -We Love Rice-	NO_PAGE	NO_PAGE:106131 COMICラブ米-The Rice Plant or the Seed-
2017-SPRING	ツインエンジェルBreak	NO_PAGE	NO_PAGE:62391 快盗天使ツインエンジェル
2017-SPRING	キミノヒカリ ～あさがおと加瀬さん。～	NO_PAGE	NO_PAGE:68105 加瀬さんシリーズ
2017-SPRING	よ！大統領トラップくん	NO_PAGE	NO_PAGE:122936 よ！大統領トラップくん
2017-SPRING	High&Low g-sword	NO_PAGE	NO_PAGE:98373 HiGH&LOW g-sword
2016-WINTER	血液型くん！4	NO_PAGE	NO_PAGE:152527 혈액형에 관한 간단한 고찰
2016-WINTER	無彩限のファントム・ワールド	NO_CAND	
2016-WINTER	暦物語	NO_CAND	
2016-WINTER	シュヴァルツェスマーケン	NO_CAND	
2016-WINTER	GATE 自衛隊 彼の地にて、斯く戦えり 第2クール	GATE_FAIL	GATE_FAIL:71733 ゲート―自衛隊彼の地にて、斯く戦えり 候補=['gate-2002']
2016-SUMMER	美男高校地球防衛部LOVE！LOVE！	NO_PAGE	NO_PAGE:100343 美男高校地球防衛部LOVE！LOVE！
2016-SUMMER	Fate/kaleid liner プリズマ☆イリヤ ドライ!!	NO_PAGE	NO_PAGE:66131 Fate/kaleid liner プリズマ☆イリヤ ドライ！！
2016-SUMMER	B-PROJECT～鼓動＊アンビシャス～	NO_PAGE	NO_PAGE:97157 B-PROJECT 妄想＊スキャンダル
2016-SPRING	宇宙パトロールルル子	NO_PAGE	NO_PAGE:97182 宇宙パトロールルル子
2016-SPRING	スターフォックス ゼロ ザ・バトル・ビギンズ	NO_PAGE	NO_PAGE:45382 スターフォックス〜さらば愛しのファルコ〜
2016-SPRING	ジョジョの奇妙な冒険 ダイヤモンドは砕けない	NO_PAGE	NO_PAGE:33006 ジョジョの奇妙な冒険 ダイヤモンドは砕けない
2016-FALL	中古ビデオ屋の女店員 Ｘ	NO_PAGE	NO_PAGE:99113 中古ビデオ屋の女店員 X
2016-FALL	ルガーコード 1951	NO_PAGE	NO_PAGE:96668 ルガーコード1951
2016-FALL	ヘボット!	NO_PAGE	NO_PAGE:163811 ヘボット まるわかりヘボヘボBOOK
2016-FALL	デジモンユニバース アプリモンスターズ	NO_PAGE	NO_PAGE:104522 デジモンユニバース　アプリモンスターズ
2016-FALL	チーティングクラフト	NO_PAGE	NO_PAGE:86727 作弊艺术
2015-WINTER	血液型くん！２	NO_PAGE	NO_PAGE:152527 혈액형에 관한 간단한 고찰
2015-WINTER	ジョジョの奇妙な冒険 スターダストクルセイダース エジプト編	NO_PAGE	NO_PAGE:30872 ジョジョの奇妙な冒険スターダストクルセイダース
2015-WINTER	アルドノア・ゼロ 第2クール	NO_PAGE	NO_PAGE:87008 ALDNOAH.ZERO 2nd Season アルドノア・ゼロ
2015-WINTER	アイドルマスターシンデレラガールズ	NO_PAGE	NO_PAGE:96784 THE IDOLM@STER CINDERELLA GIRLS
2015-SUMMER	猫絵日記	NO_PAGE	NO_PAGE:100275 猫絵日記
2015-SUMMER	乱歩奇譚 Game of Laplace	NO_PAGE	NO_PAGE:111548 乱歩奇譚 Game of Laplace
2015-SUMMER	ルパン三世 PART IV	NO_PAGE	NO_PAGE:127522 ルパン三世 ITALIANO
2015-SUMMER	GATE 自衛隊 彼の地にて、斯く戦えり	GATE_FAIL	GATE_FAIL:71733 ゲート―自衛隊彼の地にて、斯く戦えり 候補=['gate-2002']
2015-SUMMER	Fate/kaleid liner プリズマ☆イリヤ ツヴァイ ヘルツ！	NO_PAGE	NO_PAGE:85136 Fate/kaleid liner プリズマ☆イリヤ ツヴァイ!
2015-SPRING	放課後のプレアデス	NO_PAGE	NO_PAGE:94575 放課後のプレアデス Prism Palette
2015-SPRING	てさぐれ! 部活もの すぴんおふ プルプルんシャルムと遊ぼう	NO_PAGE	NO_PAGE:116683 てさぐれ！部活もの　すぴんおふ　プルプルんシャルムと遊ぼう
2015-FALL	血液型くん！３	NO_PAGE	NO_PAGE:152527 혈액형에 관한 간단한 고찰
2015-FALL	終物語	NO_CAND	
2015-FALL	ランス・アンド・マスクス	NO_PAGE	NO_PAGE:96136 Lance N' Masques inside plus
2014-WINTER	咲-Saki-全国編	NO_PAGE	NO_PAGE:36310 咲 -Saki-
2014-WINTER	中二病でも恋がしたい！戀	NO_CAND	
2014-WINTER	ハピネスチャージプリキュア！	NO_PAGE	NO_PAGE:105043 ハピネスチャージプリキュア!
2014-WINTER	スペース☆ダンディ	NO_PAGE	NO_PAGE:85537 スペース☆ダンディ
2014-WINTER	Wake Up, Girls!	NO_PAGE	NO_PAGE:86194 Wake Up, Girls!
2014-SUMMER	幕末Rock	NO_PAGE	NO_PAGE:91450 幕末Rock -howling soul-
2014-SUMMER	グラスリップ	NO_CAND	
2014-SUMMER	Fate/kaleid linerプリズマ☆イリヤ ツヴァイ！	NO_PAGE	NO_PAGE:85136 Fate/kaleid liner プリズマ☆イリヤ ツヴァイ!
2014-SPRING	遊☆戯☆王ARC-V（アーク・ファイブ）	NO_PAGE	NO_PAGE:95866 遊☆戯☆王ARC-V
2014-SPRING	迷走！アンダーワールド	NO_PAGE	NO_PAGE:91233 迷走！アンダーワールド
2014-SPRING	ムーンレイカーズ	NO_PAGE	NO_PAGE:91232 ムーンレイカーズ
2014-SPRING	ジョジョの奇妙な冒険 スターダストクルセイダース	NO_PAGE	NO_PAGE:30872 ジョジョの奇妙な冒険スターダストクルセイダース
2014-FALL	憑物語	NO_CAND	
2014-FALL	愛・天地無用!	NO_PAGE	NO_PAGE:87252 愛・天地無用!
2014-FALL	天体のメソッド	NO_PAGE	NO_PAGE:92903 天体のメソッド
2014-FALL	ガンダム Gのレコンギスタ	NO_PAGE	NO_PAGE:93067 ガンダム Gのレコンギスタ
2014-FALL	Bonjour♪恋味パティスリー	NO_PAGE	NO_PAGE:106614 Bonjour♪恋味パティスリー
2013-WINTER	ドキドキ! プリキュア	NO_PAGE	NO_PAGE:105042 ドキドキ!プリキュア
2013-WINTER	たまこまーけっと	NO_CAND	
2013-WINTER	GJ部	NO_CAND	
2013-SUMMER	闇芝居	NO_PAGE	NO_PAGE:182945 闇芝居
2013-SUMMER	ファンタジスタドール	NO_PAGE	NO_PAGE:88377 ファンタジスタドール
2013-SUMMER	Fate/kaleid liner プリズマ☆イリヤ	NO_PAGE	NO_PAGE:33526 Fate/kaleid liner プリズマ☆イリヤ
2013-SUMMER	BROTHERS CONFLICT	NO_CAND	
2013-SPRING	銀河機攻隊 マジェスティックプリンス	NO_PAGE	NO_PAGE:88952 銀河機攻隊 マジェスティックプリンス
2013-SPRING	血液型くん!	NO_PAGE	NO_PAGE:152527 혈액형에 관한 간단한 고찰
2013-FALL	殺し屋さん The hired gun	NO_PAGE	NO_PAGE:49536 殺し屋さん
2013-FALL	境界の彼方	NO_CAND	
