slug	title	authors	year	publisher	total_volumes
isekai-ten-i-shita-ore-wa-etchi-no-tabi-ni-gacha-o-hiku	異世界転移した俺は、Hのたびにガチャを引く! : もってくれ、俺の精力!	愛南ぜろ	2025	(unknown)	2
kiri-no-please-raku	霧のプリーズラク = ТУМАННЫЙ ПРЙЗРАК	淡田青	2025	(unknown)	2
sanjigen-okotowari-na-watashi-no-keiyaku-kekkon	3次元お断りな私の契約結婚	伊吹楓	2026	(unknown)	1
5600-sai-no-furoufushi-influencer-iwaku	5600歳の不老不死インフルエンサーいわく。	洋介犬	2026	(unknown)	1
boruto-naruto-next-generations-story-guide-before-the-reversal	BORUTO-ボルト--NARUTO NEXT GENERATIONS-STORY GUIDE : BEFORE THE REVERSAL	岸本斉史・池本幹雄・小太刀右京	2026	(unknown)	1
diichuubaa	DTuber	早川洋太郎	2026	(unknown)	1
killer-twinkle	Killer Twinkle : アンチはステージに上がれません	田中こめ	2026	(unknown)	1
andaadokutaa	UNDER DOCTOR	谷本今日	2026	(unknown)	1
omae-o-aisuru-koto-wa-nai-to-iwareta-node-sou-na-no-watakushi-mo-yo-to-iikaeshite-okimashita	「お前を愛することはない」と言われたので「そうなの? 私もよ」と言い返しておきました。 : 氷の貴公子様と紡ぐ溺愛結婚生活	ふじなが薊	2026	(unknown)	1
enmusubi-reijou-ga-mote-ouji-no-konkatsu-o-tetsudattara-nazeka-kudokareteiru-node	『縁結び令嬢』がモテ王子の婚活を手伝ったら、なぜか口説かれているのですが!? 上	藍羽	2026	(unknown)	1
atama-ga-kongaragacchi-gekijou-kyou-no-yorugohan-wa-niku	あたまがコんガらガっち劇場「きょうのよるごはんは29」	ユーフラテス	2026	(unknown)	1
anata-no-maou-sama	あなたのマ王さま	九重シャム	2026	(unknown)	1
ano-shima-no-umine-sou	あの島の海音荘	瀬尾公治	2026	(unknown)	1
amanojaku-danshi-to-betabore-danshi	あまのじゃく男子とベタ惚れ男子	鴉月ルイ	2026	(unknown)	1
aru-kekkon-mae-no-fuukei	ある結婚前の風景	エイドリアン・トミネ	2026	(unknown)	1
awarena-reiraku-kizoku-no-koi-yuku-hate-wa	あわれな零落貴族の恋行く果ては	有木映子	2026	(unknown)	1
ika-gorilla-no-doerai-genki-ga-deru-manga	いかゴリラのどえらい!元気が出るマンガ	いかゴリラ	2026	(unknown)	1
itai-no-itai-no-sora-o-tobe	いたいのいたいのそらをとべ	黒崎冬子	2026	(unknown)	1
isso-kondo-wa-numarasete	いっそ今度は沼らせて	螺子じじ	2026	(unknown)	1
itsukasorakara	いつか宇宙から	稲葉光史	2026	(unknown)	1
everyday-host	えぶりでいホスト	ごとうにも	2026	(unknown)	2
okubyou-na-dia	おくびょうなディア : 百武先生の贅沢な悩み	秋雨るい	2026	(unknown)	1
omae-no-toiki-o-ubatte-itta	おまえの吐息を奪っていった	早寝電灯	2026	(unknown)	1
oyoso-100-nen-yuuhei-sareteita-majutsushi-fuufu-wa-sekai-o-meguru	およそ100年幽閉されていた魔術師夫婦は世界を巡る	志乃まろ	2026	(unknown)	1
omae-ga-yattandaro	お前がヤったんだろ!	クシザキ	2026	(unknown)	1
okazari-hime-no-dekiai-keikaku	お飾り姫の溺愛計画	野澤佑季恵	2026	(unknown)	1
kassai	かっさい!	空くれない	2026	(unknown)	1
kitto-shiawase-no-asa-ga-kuru	きっと幸せの朝がくる	古川智映子・くさか里樹	2026	(unknown)	1
kitto-kamisama-mo-shiranai	きっと神様も知らない	幕アケ	2026	(unknown)	1
kitsune-to-issho-ni-kurashitara	きつねと一緒に暮らしたら	夏朱優衣	2026	(unknown)	1
kimi-wa-saiai-no-stella	きみは最愛のステラ. 下	楢島さち	2026	(unknown)	1
kyou-mo-barezu-ni-sugoseta	きょうもバレずに過ごせた!	はづき	2026	(unknown)	1
kurabete-kemishite	くらべて、けみして : 校閲部の九重さん	こいしゆうか	2026	(unknown)	1
gunyo-chan-wa-shippaisaku-janai	ぐにょちゃんは失敗作じゃない!	ゆ菓子	2026	(unknown)	1
kojirase-yamase-wa-wakarasetai	こじらせ山瀬はわからせたい	入日マロ	2026	(unknown)	1
kocchi-mite-yo-sensei	こっち見てよ、先生	あさ稲	2026	(unknown)	1
kono-kiss-wa-jiko-nanoni-ironashi-no-watashi-ga-nazeka-saikyou-no-mahoutsukai-ni-torawarete	このキスは事故なのに色無しの私がなぜか最強の魔法使いにとらわれてます	7e	2026	(unknown)	1
kono-hanashi-tsuzuki-wa-hakaba-de	このハナシ、つづきは墓場で。	ぼめそ	2026	(unknown)	1
konotabi-koushaku-ke-no-reijou-no-konyakusha-to-narimashita-shikashi-uwasa-dewa-seika	この度、公爵家の令嬢の婚約者となりました。しかし、噂では性格が悪く、十歳も年上です。	山﨑千裕	2026	(unknown)	1
kono-dame-doru-domo-me	この駄目ドルどもめ! : 地下アイドルを武道館に立たせないと、ギャル社長に僕の内臓売られちゃう!?	青峰翼	2026	(unknown)	1
konna-no-suki-ni-naranai-wake-ga-nai	こんなの、好きにならないわけがない! 上	水谷あや	2026	(unknown)	1
gokujoshi	ごくじょし : 極道、女子小学生になる	木村光博	2026	(unknown)	1
gohan-no-otomo-o-ato-sukoshi	ごはんのおともをあと少し	たな	2026	(unknown)	1
sakuranbo-diary	さくらんぼダイアリー	水沢めぐみ	2026	(unknown)	2
sasebanaru	させば成る	楢崎壮太	2026	(unknown)	1
samishii-mamono-to-nise-yuusha	さみしいマモノと偽勇者	鹿島こたる	2026	(unknown)	1
shimobe-no-ouji-sama	しもべの王子様	たつもとみお	2026	(unknown)	1
jouzu-ni-gaman-dekiru-made	じょうずに我慢できるまで	日高あゆこ	2026	(unknown)	1
dashichaimashou-senpai	だしちゃいましょう先輩!	御茶漬わさび	2026	(unknown)	1
nagaiana	ながい窖	手塚治虫	2026	(unknown)	1
nanka-mou-aa-atte-kanji	なんかもうあーあって感じ。	宮田トヲル	2026	(unknown)	1
nikoniko-genki-happy-chan	にこにこ元気☆ハッピーちゃん	犬嶋乃介	2026	(unknown)	1
nuinonaoshiya	ぬいの直し屋	幌琴似	2026	(unknown)	1
harapekosanpo	はらぺこさんぽ	きゅっきゅぽん	2026	(unknown)	1
aonokai	アオの解	竹内良輔・ミヨカワ将	2026	(unknown)	1
agaribito-no-atoshimatsu	アガリビトの後始末	たもつ葉子	2026	(unknown)	1
adlib-kara-raimei	アドリブから雷鳴	笹淵	2026	(unknown)	1
afutaapiriodo	アフターピリオド	嘉島ちあき	2026	(unknown)	1
arafoo-kenja-no-isekai-seikatsu-nikki-zero-sword-and-sorceris-world	アラフォー賢者の異世界生活日記ZERO : ソード・アンド・ソーサリス・ワールド	羽鳥ぴよこ	2026	(unknown)	1
ari-to-giants-tezuka-osamu-missing-pieces-juvenile-works	アリと巨人 : 手塚治虫ミッシング・ピーシズジュブナイル・ワークス	手塚治虫	2026	(unknown)	1
andaaaidoru	アンダーアイドル	せつなゆうこ	2026	(unknown)	1
ikasama-nashi-no-kiss-ga-shitai	イカサマなしのkissがしたい	文日野ユミ	2026	(unknown)	1
urahara-doriimingu	ウラハラ・ドリーミング	淀川ゆお	2026	(unknown)	1
erufu-san-no-mahou-ryouriten-yousei-joou-to-shite-tensei-shita-keredo-mazu-wa	エルフさんの魔法料理店 : 妖精女王として転生したけれど、まずはのんびりお料理作りまくります!	小夏ゆーた	2026	(unknown)	1
elf-sensei-to-yobanaide	エルフ先生と呼ばないで!	森みさき	2026	(unknown)	1
enperaazu-sangokushi	エンペラーズ : 三国志	赤名修	2026	(unknown)	1
opera-za-no-cinderella-oujisama-wa-gokujou-onzoushi	オペラ座のシンデレラ : 王子様は極上御曹司	えだじまさくら	2026	(unknown)	1
oogakurafuto	オーガクラフト	岩見修三郎	2026	(unknown)	1
cardfight-vanguard-divinez-genma-kakusei-hen	カードファイト!!ヴァンガードDivinez幻真覚醒編	三越はるは	2026	(unknown)	1
kiss-de-ochinai-scandal	キスでオチないスキャンダル	夏原サイケ	2026	(unknown)	1
kiss-de-damashite-ochinaide	キスで騙して落ちないで	マスシタ	2026	(unknown)	1
kiss-wa-sousa-no-ato-de-again	キスは捜査のあとでアゲイン	すう	2026	(unknown)	1
kirumaibosu	キル・マイ・ボス	芥	2026	(unknown)	1
gyaru-gishi-chan-no-yabee-nichijou-houshasen-gishi-no-kawaikunai-oshigoto	ギャル技師ちゃんのやべぇ日常 : 放射線技師のかわいくないお仕事	からばく社	2026	(unknown)	1
kuzu-ouji-yarinaosu-zamaa-sarete-shinda-kedo-kondo-wa-sujigaki-buchikowashite-iki-nobiru	クズ王子、やりなおす! : ざまぁされて死んだけど、今度は筋書きブチ壊して生き延びる. Volume	氷堂リョージ	2026	(unknown)	1
classmate-wa-isekai-teni-nanoni-watashi-wa-isekai-tensei	クラスメイトは異世界転移なのに私は異世界転生	山田モジ美	2026	(unknown)	1
clip-studio-hajimete-no-manga-seisaku-nyuumon	クリスタはじめての漫画制作入門	まりむぅ	2026	(unknown)	1
kegaretachi	ケガレタチ	竹添裕史	2026	(unknown)	1
game-no-sekai-ni-tensei-shita-ore-ga-marumaru-ni-naru-made	ゲームの世界に転生した俺が○○になるまで	しまエナガ	2026	(unknown)	1
saborisenpai	サボり先輩	地球のお魚ぽんちゃん	2026	(unknown)	1
sare-koi-saikai-shita-motokare	サレ恋 : 再会した元カレ	遠山えま	2026	(unknown)	1
santa-reijou-wa-nemurenu-kishi-e-no-present-ni-naritakunai	サンタ令嬢は眠れぬ騎士へのプレゼントになりたくない	壱丸はる	2026	(unknown)	1
dekai-usagi-ni-natsukareta	デカいうさぎに懐かれた!?	真顔逸華	2026	(unknown)	1
deyueru-masutaazu-aizouban	デュエル・マスターズ : 愛蔵版	松本しげのぶ	2026	(unknown)	1
do-s-shachou-wa-do-m-hisho-o-ijimetai-office-de-nuretoro-gangu-review	ドS社長はドM秘書をいじめたい : オフィスでぬれとろ玩具レビュー	小此木葉っぱ	2026	(unknown)	1
dorokeifamirii	ドロケイファミリー	夏名ゆーま	2026	(unknown)	1
nishi-tokyo-metal-brothers	ニシトーキョーメタルブラザーズ	瀬澤ノブコ	2026	(unknown)	1
fantasy-ginga-nande-uchuu-ni-goblin-ya-orc-ga-irunda	ファンタジー銀河 : 何で宇宙にゴブリンやオークが居るんだ	新井春巻	2026	(unknown)	1
blue-edge-engage	ブルーエッジエンゲージ	井山ゆー	2026	(unknown)	1
professionals-professional-de-katte-ni-kuusou-time	プロフェッショナルズ : プロフェッショナルで勝手に空想タイム	たなかひかる	2026	(unknown)	1
makina-ni-omakase	マキナにおまかせ	ベン・グッドマン	2026	(unknown)	1
masters-of-universe-houkai-no-ken	マスターズ・オブ・ユニバース : 崩壊の剣	フレディ・E.ウィリアムス2世 アート カバーアート	2026	(unknown)	1
retaitonaito	レタイトナイト	香山哲	2026	(unknown)	2
nanatsu-no-umi-ni-kakomarete-russia-to-kaigun	七つの海に囲まれて : ロシアと海軍	黒井緑	2026	(unknown)	1
nigatsu-ni-koroshite-sakura-ni-umeru	二月に殺して桜に埋める	鳥トマト	2026	(unknown)	1
jinsei-donzoko-na-watashi-to-open-marriage-no-oujisama-no-keiyaku-junai	人生どん底な私とオープンマリッジの王子様の契約純愛	藤沢あさひ	2026	(unknown)	1
kyou-kara-boku-wa-kanojo-no-batsubatsu-o-kaishou-suru	今日から僕は、彼女の××を解消する。	コアヤアコ	2026	(unknown)	1
kyou-kara-koi-to-kosodate-hajimemasu	今日から恋と子育てはじめます	黒木めぐみ	2026	(unknown)	1
kyou-mo-cafe-nanakusa-biyori	今日もカフェななくさ日和	み～	2026	(unknown)	1
kamen-no-kuro-kishi-shoutai-bareta-node-mou-gakuen-demo-musou-suru	仮面の黒騎士。正体バレたのでもう学園でも無双する	さみ	2026	(unknown)	1
baterenkaidan	伴天連怪談	三木有	2026	(unknown)	1
koushakuke-no-itatte-heiwa-na-itsumo-no-shokutaku-katabutsu-koushaku-wa-gosai-ni-komakaku	侯爵家のいたって平和ないつもの食卓 : 堅物侯爵は後妻に事細かに指示をする	栗尾ねも	2026	(unknown)	1
ore-no-gachi-ota-ga-seme-number-one-toka-kiitenai	俺のガチオタが攻めナンバーワンとか聞いてない	すぎちよ	2026	(unknown)	1
ore-no-shoukan-mahou-ga-okashii-zako-sugiru-to-tsuihou-sareta-shoukan-mahoutsukai	俺の召喚魔法がおかしい。 : 雑魚すぎると追放された召喚魔法使いの俺は、現代兵器を召喚して育成チートで無双する. vol	近衛桜月	2026	(unknown)	1
ore-sama-tenshi-no-renai-process	俺様天使の恋愛プロセス	ほしの世界	2026	(unknown)	1
ore-tachi-wa-shinkon-san-kamoshirenai	俺達は新婚さんかもしれない. 蓮根編 上	ちしゃの実	2026	(unknown)	1
boku-wa-jissai-de-ichioku-en-kaseida	僕は10歳で1億円稼いだ = 10-YEAR-OLD BILLIONAIRE	織田一輝	2026	(unknown)	1
okuman-chouja-ni-ienai-himitsu	億万長者に言えない秘密	有沢遼	2026	(unknown)	1
koushaku-reijou-no-rouraku-mission-maou-to-no-seiryaku-kekkon-ga-jinrui	公爵令嬢の籠絡ミッション : 魔王との政略結婚が、人類最後の切り札です!…って、魔王が女の子の場合はどうすればいいのですか!?	川田暁生	2026	(unknown)	1
shokei-sareru-ateuma-ouji-watashi-ga-shiawase-ni-itashimasu	処刑される当て馬王子、私が幸せにいたします!	屋丸やす子	2026	(unknown)	1
ubu-na-botsuraku-reijou-wa-cool-na-onzoushi-no-amasugiru-renai-shinan-de-ubawaremashita	初心な没落令嬢はクールな御曹司の甘すぎる恋愛指南で奪われました	友井美穂	2026	(unknown)	2
hatsukoi-no-yukue-wa-nidome-no-kiss-kara	初恋のゆくえは二度目のキスから	はなだえーこ	2026	(unknown)	1
irezumi-to-pierce-to-koigokoro	刺青とピアスと恋心	熊六参	2026	(unknown)	1
juunen-me-no-mitsugetsu	十年目の蜜月	星合操	2026	(unknown)	1
gozen-niji-no-heart-fizz	午前2時のハートフィズ	家目やこ	2026	(unknown)	1
ukeda-to-semehara	受田と攻原	端	2026	(unknown)	1
koba-kun-wa-koi-ga-wakaranai	古葉くんは恋がワカらない	正青コム	2026	(unknown)	1
kimi-to-no-koi-wa-guard-funou	君との恋はガード不能	西園寺マヨイ	2026	(unknown)	1
kimi-no-hitomi-ni-ochiru-yoru	君の瞳に堕ちる夜	乃ノ々モノ	2026	(unknown)	1
ajinopuroresu	味のプロレス. マニアック編	アカツキ	2026	(unknown)	1
akinai-ningyo-to-sora-no-hatsukoi	商い人魚と蒼空の初恋	紅蜜ゆず	2026	(unknown)	1
usotsuki-na-kiss-de-kyou-mo-byebye	嘘つきなキスで今日もバイバイ	あゆ河	2026	(unknown)	1
kanda-ato-kara-tsugai-ni-naru-niwa-after	噛んだあとから番になるにはafter	倉田イツ子	2026	(unknown)	1
kaigeki-no-kinato	回撃のキナト	雨宮ケント	2026	(unknown)	1
kuniki	国木. 下	栗井茶	2026	(unknown)	1
shio-taiou-na-osananajimi-ga-nazeka-ore-dake-ni-amain-desu-kedo	塩対応な幼なじみがなぜか俺だけに甘いんですけど!?	いちる	2026	(unknown)	1
oosaki-san-to-komori-san	大崎さんと小森さん	犬山あむ	2026	(unknown)	1
keiyaku-kara-hajimeru-boy-meets-girl-oyakata-sora-kara-dark-elf-no-onnanoko-ga	契約から始めるボーイ・ミーツ・ガール : 親方、空からダークエルフの女の子が!	不文律	2026	(unknown)	1
onna-hitori-nihon-o-yukkuri-nonde-mita-yo	女ひとり日本をゆっくり飲んでみたよ	新久千映	2026	(unknown)	1
ane-no-inu-kara-me-ga-hanasenai	姉の犬から目が離せない	やまもと妹子	2026	(unknown)	1
hime-bushou-masamune-mairu	姫武将まさむね参る!! ぼんたん激動編	はしもとまさえ	2026	(unknown)	1
konyakusha-sama-niwa-unmei-no-heroine-ga-arawaremasu-ga-zantei-konyaku-life-o-ma	婚約者様には運命のヒロインが現れますが、暫定婚約ライフを満喫します! : 嫌われ悪女の猫転生譚	宮嶋リョク	2026	(unknown)	1
kanzen-fukachi-no-gedou-tamer-dungeon-no-saikyou-monster-musume-o-ore-no-skill-de-shihai-suru	完全不可知の外道テイマー : ダンジョンの最強モンスター娘を俺のスキルで支配する	伊藤屋	2026	(unknown)	1
saishou-hosa-to-kuro-kishi-no-keiyaku-kekkon-to-rikon-to-sonogo-henkyou-no-chi-de-futari	宰相補佐と黒騎士の契約結婚と離婚とその後 : 辺境の地で二人は夫婦をやり直す	安城ひろ	2026	(unknown)	1
ie-o-owareta-reijou-wa-kuroneko-ouji-no-okiniiri-norowareta-kuroneko-wa-sugata	家を追われた令嬢は黒猫王子のお気に入り : 呪われた黒猫は姿を消した王子様でした	猫宮ゆこ	2026	(unknown)	1
kaseifu-no-setsunai-keiyaku	家政婦の切ない契約	中村地里	2026	(unknown)	1
kaseifu-wa-cinderella	家政婦はシンデレラ	佐々江典子	2026	(unknown)	1
kotori-rider-wa-tokai-de-kurashitai-mofumofu-na-aibou-to-nonbiri-isekai-bouken-ki	小鳥ライダーは都会で暮らしたい : モフモフな相棒と、のんびり異世界冒険記	凱子包	2026	(unknown)	1
gakeppuchi-reijou-wa-kishi-sama-no-kyuuai-ni-kizukanai	崖っぷち令嬢は騎士様の求愛に気づかない	山悠希	2026	(unknown)	1
sasen-renkinjutsushi-no-henkyou-gurashi-moto-elite-wa-nidome-no-jinsei-mo-shippai	左遷錬金術師の辺境暮らし : 元エリートは二度目の人生も失敗したので辺境でのんびりとやり直すことにしました	えすお	2026	(unknown)	1
teito-no-maid-wa-koi-somuru	帝都の使用人は恋染むる	高宮ニカ	2026	(unknown)	1
toshishita-idol-kun-wa-wagamama-de-shittobukai	年下アイドル君はわがままで嫉妬深い	衣田ぬぬ	2026	(unknown)	1
osananajimi-tachi-ni-shiitagerareta-ore-seijo-ninmei-skill-ni-mezamete-te-no-hira-gaeshi	幼馴染たちに虐げられた俺、「聖女任命」スキルに目覚めて手のひら返し!	八納屋ミビ	2026	(unknown)	1
kouwakoku-kakyuuden-akuyaku-hime-ni-tensei-shita-you-desu-ga-oshikatsu-ni-isogashii	康和国花宮伝 : 悪役姫に転生したようですが、推し活に忙しいのでお役御免させていただきます	中田アミノ	2026	(unknown)	1
kanojo-tachi-no-tsumoru-hanashi	彼女たちのツモる話	安堂ミキオ	2026	(unknown)	1
kaiinokaigo	怪異の介護	コイケナツキ	2026	(unknown)	1
kaidanshi-shizuki-kanade-no-yoiyami-banashi-yuurei-ga	怪談師・志月かなでの宵闇話 : 幽霊画	油豆	2026	(unknown)	1
koishitekureruna-my-buddy	恋してくれるな、マイバディ	日々	2026	(unknown)	1
koi-to-synchronicity	恋とシンクロニシティ	ことのは紬	2026	(unknown)	1
koi-no-hate-made-yoyami-no-ou-ni-sarawarete	恋の果てまで、夜闇の王に攫われて	藤谷一帆	2026	(unknown)	1
koi-mo-okawari-dekimasu-ka	恋もおかわりできますか?	鯨田ヒロト	2026	(unknown)	1
koi-o-tsuzuru-nearly-equal	恋を綴るニアリーイコール	稲葉すずめ	2026	(unknown)	1
koibito-keiyaku-chuu-ni-tsuki-koushin	恋人契約中につき : 更新!	まつだいお	2026	(unknown)	1
koigokoro-kaihatsu-jikkyou	恋心開発実況	野白ぐり	2026	(unknown)	1
kyoufu-shinbun-original-kanzenban	恐怖新聞 : オリジナル完全版. Vol	つのだじろう	2026	(unknown)	1
kyouka-san-no-koi-no-hiyaku	恭花さんの恋の秘薬	麻井あらた	2026	(unknown)	1
aku-to-uso-o-egaku-buronson-no-manga-gensaku-shiron	悪と嘘を描く : 武論尊の漫画原作私論	武論尊	2026	(unknown)	1
akuyaku-reijou-tteno-wa-kou-yaru-no-yo	悪役令嬢ってのはこうやるのよ	檸羽	2026	(unknown)	1
akuyaku-reijou-no-yuigonjou	悪役令嬢の遺言状	小野おのこ	2026	(unknown)	2
akuyaku-kizoku-ga-hirakinaotte-hametsu-flag-o-jitsuryoku-de	悪役貴族が開き直って破滅フラグを&quot;実力&quot;で叩き折っていたら、いつの間にかヒロイン達から英雄視されるようになった件	てにたつじ	2026	(unknown)	1
akuryoukazoku	悪霊家族	にしこ	2026	(unknown)	1
aishiteru-to-omou-naraba	愛してると思うならば	寿ののこ	2026	(unknown)	1
aisuru-konyakusha-ni-korosareta-koushaku-reijou-shinimodori-shite-hikari-no-koushaku	愛する婚約者に殺された公爵令嬢、死に戻りして光の公爵様 (お父様) の溺愛に気づく : 今度こそ、生きて幸せになります!	かしい葵	2026	(unknown)	1
ai-toka-iroiro-aru-tokoro	愛とかいろいろあるところ	否田	2026	(unknown)	1
aijin-o-kakou-reitetsu-na-hakushaku-to-no-tenkeiteki-na-seiryaku-kekkon-soshite-kiraware	愛人を囲う冷徹な伯爵との典型的な政略結婚、そして嫌われからの溺愛、その結末。	ぺぷ	2026	(unknown)	1
oshi-sama-no-oose-no-mama-ni	推し様の仰せのままに	水名瀬雅良	2026	(unknown)	1
houkago-boka-ken-de	放課後、ボカ研で!	紅野あつ	2026	(unknown)	1
shin-yabaman-shin-mama-no-kiken-na-touhikou	新ヤバマン : シンママの危険な逃避行	えりちん	2026	(unknown)	1
hoshi-no-kawari-ni-aishite-yaru-yo	星のかわりに愛してやるよ	横澤しっか	2026	(unknown)	1
hoshi-no-kirby-motto-pupupu-na-mainichi	星のカービィもっと!!プププなまいにち	さくま良子	2026	(unknown)	1
hoshi-no-kirby-yurutto-pupupu-kyorokyoro-hen	星のカービィゆるっとプププ. きょろきょろ編	加藤みのり	2026	(unknown)	1
kagetora-kun-wa-modorenai	景虎君はもどれない	雪本愁二	2026	(unknown)	1
kurashite-mitara-manpuku-thai-gohan-phuket-tokidoki-bangkok	暮らしてみたらまんぷく!タイごはん : プーケットときどきバンコク	シベリカ子	2026	(unknown)	1
saikyou-kawaii-akira-gyaru	最強!かわいい!あきらギャル	苺盛どらごん	2026	(unknown)	1
saigo-no-kougi-kanzenban-mangaka-bunpitsuka-gaka-yamazaki-mari-hyougen-to-jiyuu	最後の講義完全版漫画家・文筆家・画家ヤマザキマリ : 「表現」と「自由」の深い関係とは?	ヤマザキマリ	2026	(unknown)	1
saikou-no-koibito-kouho	最高の恋人候補	藤原基央	2026	(unknown)	1
gekkou-no-kyoushitsu	月虹の教室	餅月望	2026	(unknown)	1
kikan-gentei-koibito-keiyaku-onzoushi-na-douryou-wa-shoushin-joshi-o-nigasanai	期間限定恋人契約 : 御曹司な同僚は傷心女子を逃がさない	ササキサキ	2026	(unknown)	1
honne-o-ieba-dakaretai	本音を言えば抱かれたい	穂高へき	2026	(unknown)	1
kuru-hi-mo-neko-mewaku	来る日もねこめーわく	竹本泉	2026	(unknown)	1
ki-ga-tsukeba-neko-ga-iru	気がつけば猫がいる	かわさきです。	2026	(unknown)	1
koorimai-no-aufgieser	氷舞のアウフギーサー	相馬一	2026	(unknown)	1
umi-no-michiru-gohan	海のみちるごはん	花宮みぃ	2026	(unknown)	1
umi-no-mukou-kimi-no-tonari	海の向こう君のとなり	紫妲たかゆき	2026	(unknown)	1
noumitsu-dousei-cool-na-shachou-no-kajou-na-dekiai	濃蜜同棲 : クールな社長の過剰な溺愛	小川つぐみ	2026	(unknown)	1
haikaburi-to-himitsu-no-yakata	灰かぶりと秘密の館	藤峰ゆき	2026	(unknown)	1
uinohana	烏衣の華	如月芳規	2026	(unknown)	1
jireru-munasaki-wa-nemurenai	焦れる胸先は眠れない	紅芋たると	2026	(unknown)	1
inuniakagami	犬に赤紙	タイム涼介	2026	(unknown)	1
inu-neko-sanbiki-nadetemo-nadetemo-te-ga-tarinai	犬猫3匹、撫でても撫でても手が足りない	ふじもりはる	2026	(unknown)	1
ookami-koushaku-to-ai-no-reiyaku	狼侯爵と愛の霊薬	壱木ハル	2026	(unknown)	1
nekokourin	猫降臨	灘谷航	2026	(unknown)	1
saruwatari-kyouju-no-kareinaru-tatakai	猿渡教授の華麗なる闘い	まどの一哉	2026	(unknown)	1
juujin-koutei-wa-dansou-reijou-o-dekiai-suru-tada-no-juusha-no-hazu-desu	獣人皇帝は男装令嬢を溺愛する : ただの従者のはずですが!	なげ	2026	(unknown)	1
kemono-sama-wa-ongaeshi-de-haramasetai	獣様は恩返しで孕ませたい. 邪神編	立花ビスコ	2026	(unknown)	1
oujo-deshita-ga-kossori-ryuukishidan-no-senzoku-kusushi-ni-narimashita	王女でしたがこっそり竜騎士団の専属薬師になりました!	宴	2026	(unknown)	1
ikenie-hime-no-koufuku-kodoku-na-nie-no-shoujo-wa-mamono-no-ou-no-hanayome-to-naru	生贄姫の幸福 : 孤独な贄の少女は、魔物の王の花嫁となる	結衣まどか	2026	(unknown)	1
isekai-kara-kaette-kita-yuusha-de-aru-ore-ga-kabukichou-de-ou-ni-naru-hanashi	異世界から帰ってきた勇者であるオレが歌舞伎町で王になる話	でこぼこちゃんぷるー	2026	(unknown)	1
isekai-demo-joou-sama	異世界でも女王様	松嶋大悟	2026	(unknown)	1
isekai-de-hanma-no-kodomo-o-sodatetara-yandere-ni-sodatta	異世界で半魔の子供を育てたらヤンデレに育った	仁神ユキタカ	2026	(unknown)	1
isekai-de-kaji-shin-no-chikara-o-eta-ore-megami-to-slow-life-hajimemashita	異世界で鍛冶神の力を得た俺、女神とスローライフはじめました。	野愛におし	2026	(unknown)	1
isekai-saihate-onsen-kikou	異世界サイハテ温泉紀行	なかやかな	2026	(unknown)	1
isekai-harem-massage-god-hand-de-nayameru-monster-musume-tachi-o-momihogusu	異世界ハーレムマッサージ : 神の指圧で悩めるモンスター娘たちを揉みほぐす!	サカヤギ	2026	(unknown)	1
koukoku-no-souheki-kizumono-no-hanayome-gaiden	皇國の双璧 : 傷モノの花嫁外伝	上条明峰	2026	(unknown)	1
shin-urashima-tarou-gataroo-man-shou-gekijou	真☆うらしま太郎 : ガタロー☆マン笑劇場	ガタロー☆マン	2026	(unknown)	1
ganka-wa-kurai-keiousen-desu	眼下は昏い京王線です	tom等	2026	(unknown)	1
kanzaki-san-tsuno-detemasu	神崎さん、ツノ出てますっ!?	蘇芳つむぎ	2026	(unknown)	1
kinyoku-sharehouse	禁欲シェアハウス	早乙女戦狼・音琴ニア	2026	(unknown)	1
junjou-half-baked-omega	純情ハーフベイクドオメガ	ようよう	2026	(unknown)	1
kekkon-miman-no-bokutachi-desu-ga	結婚未満の僕たちですが	てらしまむしこ	2026	(unknown)	1
zettai-agaraenai-amai-meirei	絶対抗えない甘い命令	兎山もなか・poco	2026	(unknown)	2
nikusaikou	肉最高!	東村アキコ [ほか]	2026	(unknown)	1
itaru-senpai-no-dame-na-toko	至センパイのダメなとこ	三田ロジ	2026	(unknown)	1
ashiya-yamanote-odougu-geihinkan-comic	芦屋山手お道具迎賓館 : コミック	イノメ洞窟	2026	(unknown)	1
kazoku-no-hanayome-hanamuko-tachi-no-bachelorette	花族の花嫁 : 花婿たちのバチェロレッテ	朱ひゐろ	2026	(unknown)	1
ochita-ringo-wa-koi-o-shiru	落ちた林檎は恋を知る	ぴみちゃん	2026	(unknown)	1
gyakkou-no-kuru-chan	虐幸のくるちゃん	木陰ひな田	2026	(unknown)	1
mushi-jingi-official-comic	蟲神器オフィシャルコミック	原やすし・木藤古マサキ	2026	(unknown)	1
sakareru-tamashii-mayuri-no-shock-report	裂かれる魂 : 魔百合の恐怖報告	山本まゆり・寺尾玲子	2026	(unknown)	1
uramichi-fudousan	裏道不動産	森本尚司	2026	(unknown)	1
tasokare-kagerou	誰そ彼、陽炎。	中川海二	2026	(unknown)	1
anata-sama-ga-wasurete-hoshii-to-osshaimashita-node-konyaku-haki-sareta-watakushi-ga-juusha	貴方様が「忘れてほしい」とおっしゃいましたので : 婚約破棄された私が、従者から溺愛されるなんて	庭師	2026	(unknown)	1
