tier	slug	isbn	series	title	sub	publisher	author	salesDate	page_vols_hit
TITLE	sahoko-quest	9784253013734	ヤングチャンピオン・コミックス	さほこクエスト〜陰キャ女子、紳士向け同人RPG世界で勇者になる〜 3		秋田書店	高山としのり	2026年05月27日	9
TITLE	sahoko-quest	9784253013734	ヤングチャンピオン・コミックス	さほこクエスト〜陰キャ女子、紳士向け同人RPG世界で勇者になる〜 3		秋田書店	高山としのり	2026年05月27日	9
TITLE	sasaki-to-miyano	9784046827579	ジーンピクシブシリーズ	佐々木と宮野 10 公式同人誌付き特装版		KADOKAWA	春園ショウ	2024年03月27日	2
TITLE	sasaki-to-miyano	9784046827579	ジーンピクシブシリーズ	佐々木と宮野 10 公式同人誌付き特装版		KADOKAWA	春園ショウ	2024年03月27日	2
TITLE	seikimatsu-doujinshi-densetsu	9784803316247		世紀末同人誌伝説		大陸書房	水谷 潤/藤宮 幸弘	1988年08月	1
TITLE	shimaji	9784902671858	the best best	同人誌Sellection 嶋二 メラコリ		東京漫画社	嶋二	2007年01月15日頃	2
TITLE	shimaji	9784902671858	the best best	同人誌Sellection 嶋二 メラコリ		東京漫画社	嶋二	2007年01月15日頃	2
SERIES	teiitaimu	9784893670199	同人誌まんが傑作選	ティータイム(')		白夜書房		1986年11月	1
TITLE	uchikirare-mangaka-to-doujin-onna	9784088850665	ジャンプコミックス	打ち切られ漫画家と同人女 1		集英社	澄 ヒビト	2026年06月04日	1
TITLE	yankee-shota-to-wotaku-onee-san	9784757564589	[特装版コミック]	ヤンキーショタとオタクおねえさん(6)特装版	星海ユミ描き下ろし同人誌つき特装版	スクウェア・エニックス	星海ユミ	2020年02月	1
SERIES	yata	9784865893625	POE BACKS 同人作家コレクション 269	ヤタ	ho	ふゅ〜じょんぷろだくと	ヤタ	2017年06月24日頃	1
TITLE	zenkan-shutsugeki	9784191247703		全艦出撃!!	「銀河英雄伝説」同人誌ベストセレクション	徳間書店		1992年02月01日頃	2
TITLE	zenkan-shutsugeki	9784191252868		全艦出撃!!(3)	「銀河英雄伝説」同人誌ベストセレクション	徳間書店		1993年09月	2
