type	subtype	severity	slug	title	status	year_started	year_ended	publisher_key	n_vols	n_eds	detail	evidence
YE_LT_YS		47	tsubakuro-zukin	つばくろ頭巾	completed	2007	1960	pan-rolling	3	1	year_ended=1960 < year_started=2007	[standard]MANGA Shop Series/パンローリング 2007-2007 n=3
YE_LT_YS		32	sukaruman	スカルマン	completed	2002	1970	mediafactory	5	2	year_ended=1970 < year_started=2002	[bunkobon]MF文庫/メディアファクトリー 2002-2003 n=4 | [standard]通常版/小学館クリエイティブ 2022-2022 n=1
YE_LT_YS		20	gin-no-oni	銀の鬼	completed	2006	1986	asahi-sonorama	3	1	year_ended=1986 < year_started=2006	[bunkobon]ソノラマコミック文庫/朝日ソノラマ 2006-2006 n=3
YE_LT_YS		18	kissxxxx	Kissxxxx	completed	2009	1991	shueisha	3	1	year_ended=1991 < year_started=2009	[bunkobon]集英社文庫/集英社 2009-2009 n=3
YE_LT_YS		17	shadow-shoukai-henkirou	シャドウ商会変奇郎	completed	1994	1977	akita	3	1	year_ended=1977 < year_started=1994	[bunkobon]秋田文庫/秋田書店 1994-1994 n=3
YE_LT_YS		15	honba-joshikou-manual	本場ぢょしこうマニュアル	completed	2004	1989	kodansha	2	2	year_ended=1989 < year_started=2004	[standard]通常版/講談社 1988-1988 n=1 | [deluxe]KCデラックス/不明 2004-2004 n=1
YE_LT_YS		12	takeki-ougon-no-kuni-iwasaki-yatarou	猛き黄金の国岩崎弥太郎	completed	2004	1992	shueisha	5	2	year_ended=1992 < year_started=2004	[bunkobon]集英社文庫コミック版/集英社 2004-2004 n=3 | [standard]通常版/ 2007-2007 n=2
YE_LT_YS		9	juukyouden	柔侠伝	completed	1989	1980	chuokoron	7	3	year_ended=1980 < year_started=1989	[standard]アクション・コミックス/中央公論社 1989-1989 n=3 | [bunkobon]笠倉漫画文庫/笠倉出版社 1995-1995 n=3 | [deluxe]アクションコミックスデラックス/ ?-? n=1
YE_LT_YS		7	kuroi-hohoemi	黒い微笑	completed	1982	1975	akita	5	2	year_ended=1975 < year_started=1982	[standard]プリンセス・コミックス/秋田書店 1982-1985 n=4 | [shinsoban]Princess comics = プリンセスコミックス/秋田書店 2011-2011 n=1
YE_LT_YS		6	brave-story-shinsetsu	ブレイブ・ストーリー新説	completed	2014	2008	shinchosha	3	1	year_ended=2008 < year_started=2014	[standard]Bunch comics/新潮社 2014-2016 n=3
YE_LT_YS		6	tokyo-babylon	東京BABYLON	completed	2000	1994	shinshokan	12	2	year_ended=1994 < year_started=2000	[standard]ウィングスコミックス/新書館 1992-1992 n=7 | [bunkobon]新書館ウィングス文庫/新書館 2000-2001 n=5
YE_LT_YS		4	kasei-robo-daikessen	火星ロボ大決戦!	completed	2012	2008	kadokawa	3	1	year_ended=2008 < year_started=2012	[standard]BEAM COMIX/角川グループパブリッシング 2012-2012 n=3
ONGOING_HAS_YE		1	hime-kishi-ga-classmate	姫騎士がクラスメート!	ongoing	2016	2026	kill-time-communication	10	1	status=ongoing なのに year_ended=2026	[standard]ヴァルキリーコミックス/キルタイムコミュニケーション 2016-2026 n=10
ONGOING_HAS_YE		1	isekai-ni-kita-mitai-dakedo-dousureba-yoinodarou	異世界に来たみたいだけど如何すれば良いのだろう	ongoing	2018	2018	gentosha	1	1	status=ongoing なのに year_ended=2018	[standard]バーズコミックス/幻冬舎 2018-2018 n=1
COMPLETED_FUTURE	no_evidence	1	aisareteru-baai-ja-nai-no	愛されてる場合じゃないの	completed	2025	2026	kadokawa	5	1	status=completed なのに未来の初版 #5=2026-10-05	[standard]フロースコミック/KADOKAWA 2025-2026 n=5
COMPLETED_FUTURE	no_evidence	1	ameiro-paradox	飴色パラドックス	completed	2011	2026	shinshokan	8	1	status=completed なのに未来の初版 #8=2026-09-01	[standard]ディアプラスコミックス/新書館 2011-2026 n=8
COMPLETED_FUTURE	no_evidence	1	ao-no-hako	アオのハコ	completed	2021	2026	shueisha	27	1	status=completed なのに未来の初版 #27=2026-10-02	[standard]ジャンプコミックス/集英社 2021-2026 n=27
COMPLETED_FUTURE	no_evidence	1	ayashi-michizure	あやし道連れ	completed	2025	2026	kodansha	3	1	status=completed なのに未来の初版 #3=2026-09-14	[standard]Honey Milk Comics/講談社 2025-2026 n=3
COMPLETED_FUTURE	no_evidence	1	boku-to-mameda-no-ume-nikki	僕とマメダの梅日記	completed	2026		shonen-gahosha	1	1	status=completed なのに未来の初版 #1=2026-08-31	[standard]YKコミックス/少年画報社 2026-2026 n=1
COMPLETED_FUTURE	no_evidence	1	dansou-joshi-ga-danshikou-de-waidan-suru-hanashi	男装女子が男子校で猥談する話	completed	2025	2026	square-enix	2	1	status=completed なのに未来の初版 #2=2026-10-22	[standard]ガンガンコミックスJOKER/スクウェア・エニックス 2025-2026 n=2
COMPLETED_FUTURE	no_evidence	1	doormat-heroine-wa-sokkou-shuuryou-itashimasu	ドアマットヒロインは速攻終了いたします!	completed	2026	2026	square-enix	2	1	status=completed なのに未来の初版 #2=2026-10-09	[standard]ガンガンコミックスONLINE/スクウェア・エニックス 2026-2026 n=2
COMPLETED_FUTURE	no_evidence	1	fuan-no-tane-asterisk	不安の種*	completed	2004	2026	akita	11	1	status=completed なのに未来の初版 #11=2026-10-20	[standard]ACW champion/秋田書店 2004-2026 n=11
COMPLETED_FUTURE	no_evidence	1	gacen-shoujo-to-ibunka-kouryuu	ゲーセン少女と異文化交流	completed	2020	2026	kadokawa	12	1	status=completed なのに未来の初版 #12=2026-10-09	[standard]ドラゴンコミックスエイジ/KADOKAWA 2020-2026 n=12
COMPLETED_FUTURE	no_evidence	1	golden-man	ゴールデンマン	completed	2024	2026	kodansha	11	1	status=completed なのに未来の初版 #11=2026-09-04	[standard]ヤンマガKC/講談社 2024-2026 n=11
COMPLETED_FUTURE	has_completion_evidence	1	hametsu-route-o-mezashi-kanpekina-akuyaku-reijou-ni-natte-misemasu	破滅ルートを目指し、完璧な悪役令嬢になってみせますっ！	completed	2026	2026	takeshobo	3	1	status=completed なのに未来の初版 #3=2026-09-04	[standard]バンブーコミックスBCf/竹書房 2026-2026 n=3
COMPLETED_FUTURE	no_evidence	1	hana-wa-saku-shura-no-gotoku	花は咲く、修羅の如く	completed	2022	2026	shueisha	11	1	status=completed なのに未来の初版 #11=2026-10-19	[standard]ヤングジャンプコミックス・ウルトラ/集英社 2022-2026 n=11
COMPLETED_FUTURE	no_evidence	1	hidarikiki-no-eren	左ききのエレン	completed	2017	2026	shueisha	26	1	status=completed なのに未来の初版 #26=2026-09-04	[standard]JUMP COMICS+/集英社 2017-2026 n=26
COMPLETED_FUTURE	no_evidence	1	hima-ten	ひまてん!	completed	2024	2026	shueisha	11	1	status=completed なのに未来の初版 #11=2026-09-04	[standard]ジャンプコミックス/集英社 2024-2026 n=11
COMPLETED_FUTURE	no_evidence	1	hyouyomi-no-victoria	票読みのヴィクトリア	completed	2024	2026	kodansha	8	1	status=completed なのに未来の初版 #8=2026-10-22	[standard]モーニングKC/講談社 2024-2026 n=8
COMPLETED_FUTURE	no_evidence	1	inaka-no-kuro-gal-jieikee-to-kekkon-shimashita	田舎の黒ギャルJKと結婚しました	completed	2024	2026	kadokawa	4	1	status=completed なのに未来の初版 #4=2026-09-09	[standard]ドラゴンコミックスエイジ/KADOKAWA 2024-2026 n=4
COMPLETED_FUTURE	no_evidence	1	innu	INNU	completed	2024	2026	kodansha	8	1	status=completed なのに未来の初版 #8=2026-09-04	[standard]ヤンマガKC/講談社 2024-2026 n=8
COMPLETED_FUTURE	no_evidence	1	kami-ni-chikatte-itsuwari-desu	神に誓って偽りです	completed	2025	2026	kadokawa	4	1	status=completed なのに未来の初版 #4=2026-09-15	[standard]HARTA COMIX/KADOKAWA 2025-2026 n=4
COMPLETED_FUTURE	no_evidence	1	kanojo-no-real-ga-kirinukenai	彼女のリアルが切り抜けない!	completed	2025	2026	houbunsha	4	1	status=completed なのに未来の初版 #4=2026-09-14	[standard]芳文社コミックス. トレイル/芳文社 2025-2026 n=4
COMPLETED_FUTURE	has_completion_evidence	1	kisei-shoujo-yuuchan	寄生少女ゆうちゃん	completed	2026	2026	vivion	3	1	status=completed なのに未来の初版 #3=2026-09-30	[standard]comipo comics/viviON viviON THOTH 2025-2026 n=3
COMPLETED_FUTURE	no_evidence	1	kochira-katsushikaku-kameari-kouen-mae-hashutsujo	こちら葛飾区亀有公園前派出所	completed	1977	2026	shueisha	229	2	status=completed なのに未来の初版 #203=2026-10-02	[standard]ジャンプ・コミックス/集英社 1977-2026 n=203 | [bunkobon]集英社文庫コミック版/集英社 1995-1999 n=26
COMPLETED_FUTURE	no_evidence	1	konyaku-haki-sareta-node-osouji-maid-ni-nattara-warawanai-kikoushi-sama-ni-dekiai-saremashita	婚約破棄されたのでお掃除メイドになったら笑わない貴公子様に溺愛されました	completed	2024	2026	futabasha	6	1	status=completed なのに未来の初版 #6=2026-10-23	[standard]モンスターコミックスf/双葉社 2024-2026 n=6
COMPLETED_FUTURE	no_evidence	1	me-no-mae-no-kami-sama	目の前の神様	completed	2024	2026	shueisha	5	1	status=completed なのに未来の初版 #5=2026-10-02	[standard]ジャンプコミックス/集英社 2024-2026 n=5
COMPLETED_FUTURE	no_evidence	1	mii-chan-to-yamada-san	みいちゃんと山田さん	completed	2024	2026	kodansha	7	1	status=completed なのに未来の初版 #7=2026-09-09	[standard]シリウスKCデラックス/講談社 2024-2026 n=7
COMPLETED_FUTURE	no_evidence	1	mikiri-kara-hajimeru-garyuu-kenjutsu	見切りから始める我流剣術	completed	2023	2026	mag-garden	5	1	status=completed なのに未来の初版 #5=2026-10-14	[standard]MGC/マッグガーデン 2023-2026 n=5
COMPLETED_FUTURE	no_evidence	1	nenrei-seigen-tsuki-otomege-no-akuyaku-reijou-desu-katabutsu-kishi-sama-ga-yuushuu-sugite-aaru	年齢制限付き乙女ゲーの悪役令嬢ですが、堅物騎士様が優秀過ぎてRイベントが一切おきない	completed	2023	2026	takeshobo	5	1	status=completed なのに未来の初版 #5=2026-10-05	[standard]Bamboo comics/竹書房 2023-2026 n=5
COMPLETED_FUTURE	no_evidence	1	nigejouzu-no-wakagimi	逃げ上手の若君	completed	2021	2026	shueisha	27	1	status=completed なのに未来の初版 #27=2026-10-02	[standard]ジャンプコミックス/集英社 2021-2026 n=27
COMPLETED_FUTURE	has_completion_evidence	1	ore-ochi-slave-hero-korekushon	俺堕ちスレイブヒーローコレクション	completed	2026	2026	kadokawa	3	1	status=completed なのに未来の初版 #3=2026-09-09	[standard]ドラゴンコミックスエイジ/KADOKAWA 2025-2026 n=3
COMPLETED_FUTURE	no_evidence	1	oyasumi-fumi-san	おやすみふみさん	completed	2025	2026	kodansha	8	1	status=completed なのに未来の初版 #8=2026-09-09	[standard]KCDX. 週刊少年マガジン/講談社 2025-2026 n=8
COMPLETED_FUTURE	no_evidence	1	sensei-bokutachi-wa-koroshite-imasen	先生、僕たちは殺していません。	completed	2024	2026	square-enix	6	1	status=completed なのに未来の初版 #6=2026-10-09	[standard]ガンガンコミックスonline/スクウェア・エニックス 2024-2026 n=6
COMPLETED_FUTURE	no_evidence	1	shin-tennis-no-ouji-sama	新テニスの王子様	completed	2009	2026	shueisha	48	1	status=completed なのに未来の初版 #48=2026-09-04	[standard]Jump comics SQ/集英社 2009-2026 n=48
COMPLETED_FUTURE	no_evidence	1	shinimodori-reijou-no-ruchetta	死に戻り令嬢のルチェッタ	completed	2023	2026	hakusensha	6	1	status=completed なのに未来の初版 #6=2026-09-04	[standard]花とゆめCOMICS/白泉社 2023-2026 n=6
COMPLETED_FUTURE	has_completion_evidence	1	shion-hinasho2026	SHION	completed	2026	2026	shogakukan	3	1	status=completed なのに未来の初版 #3=2026-09-28	[standard]コロコロコミックス/小学館 2025-2026 n=3
COMPLETED_FUTURE	no_evidence	1	sora-o-matotte	空をまとって	completed	2023	2026	shueisha	10	1	status=completed なのに未来の初版 #10=2026-10-19	[standard]ヤングジャンプコミックスGJ/集英社 2023-2026 n=10
COMPLETED_FUTURE	no_evidence	1	soredemo-otouto-wa-koi-shitagaru	それでも弟は恋したがる	completed	2022	2026	hakusensha	8	1	status=completed なのに未来の初版 #8=2026-09-04	[standard]花とゆめCOMICS/白泉社 2022-2026 n=8
COMPLETED_FUTURE	no_evidence	1	toshi-densetsu-senpai	都市伝説先輩	completed	2025	2026	shueisha	4	1	status=completed なのに未来の初版 #4=2026-09-04	[standard]ジャンプコミックス/集英社 2025-2026 n=4
COMPLETED_FUTURE	no_evidence	1	wakaba-san-no-aoi-koi	若葉さんちの青い恋	completed	2024	2026	shogakukan	5	1	status=completed なのに未来の初版 #5=2026-09-11	[standard]サンデーうぇぶり少年サンデーコミックス/小学館 2024-2026 n=5
COMPLETED_FUTURE	no_evidence	1	yaiteru-futari	焼いてるふたり	completed	2020	2026	kodansha	25	1	status=completed なのに未来の初版 #25=2026-09-18	[standard]モーニングKC/講談社 2020-2026 n=25
COMPLETED_FUTURE	no_evidence	1	yonoi-tsukihiko-no-shiawase-na-jigoku	夜ノ井月彦の幸せな地獄	completed	2023	2026	shogakukan	9	1	status=completed なのに未来の初版 #9=2026-10-08	[standard]プチコミックフラワーコミックスα/小学館 2023-2026 n=9
COMPLETED_FUTURE	no_evidence	1	yuri-no-hajimari-wa-dorei-kara	百合のはじまりは奴隷から	completed	2025	2026	kadokawa	3	1	status=completed なのに未来の初版 #3=2026-09-07	[standard]カドコミ/KADOKAWA 2025-2026 n=3
YS_LATE	seed_stale	28	hyou-tan-komako	ひょうたん駒子	completed	2008	2011	poplar	3	3	year_started=2008 > 最古巻年=1980 (28年後)	[standard]手塚治虫傑作選集/ポプラ社 2008-2008 n=1 | [bunkobon]手塚治虫文庫全集/講談社 2011-2011 n=1 | [standard]手塚治虫漫画全集/講談社 1980-1980 n=1
YS_LATE	seed_stale	28	saboten-kun	サボテン君	completed	2008	2010	poplar	3	3	year_started=2008 > 最古巻年=1980 (28年後)	[standard]通常版/ポプラ社 2008-2008 n=1 | [bunkobon]手塚治虫文庫全集/講談社 2010-2010 n=1 | [standard]手塚治虫漫画全集/講談社 1980-1980 n=1
YS_LATE	seed_stale	25	ginga-tetsudou-no-yoru	銀河鉄道の夜	completed	2020	2021	(unknown)	4	3	year_started=2020 > 最古巻年=1995 (25年後)	[standard]最終形(風呂猫)/風呂猫 2020-2021 n=2 | [shinsoban]扶桑社版/扶桑社 2023-2023 n=1 | [bunkobon]扶桑社文庫/扶桑社 1995-1995 n=1
YS_LATE	seed_stale	23	chippo-kun-konnichiwa	チッポくんこんにちは	completed	2016	2016	kokushokankoukai	2	2	year_started=2016 > 最古巻年=1993 (23年後)	[standard]学研カラー絵ばなし/国書刊行会 2016-2016 n=1 | [standard]手塚治虫漫画全集/講談社 1993-1993 n=1
YS_LATE	seed_stale	21	film-wa-ikiteiru	フィルムは生きている	completed	1998	2014	shogakukan	4	4	year_started=1998 > 最古巻年=1977 (21年後)	[bunkobon]小学館文庫/小学館 1998-1998 n=1 | [standard]手塚治虫漫画選集/国書刊行会 2014-2014 n=1 | [bunkobon]手塚治虫文庫全集/講談社 2011-2011 n=1 | [standard]手塚治虫漫画全集/講談社 1977-1977 n=1
YS_LATE	seed_stale	20	thrill-hakase	スリル博士	completed	1999	2008	poplar	5	4	year_started=1999 > 最古巻年=1979 (20年後)	[bunkobon]小学館文庫/小学館 1999-1999 n=1 | [standard]通常版/ポプラ社 2008-2008 n=2 | [bunkobon]手塚治虫文庫全集/講談社 2011-2011 n=1 | [standard]手塚治虫漫画全集/講談社 1979-1979 n=1
YS_LATE	seed_stale	20	yoakejou	夜明け城	completed	1998	2003	shogakukan	3	3	year_started=1998 > 最古巻年=1978 (20年後)	[bunkobon]小学館文庫/小学館 1998-1998 n=1 | [standard]手塚治虫漫画選集/学習研究社 2003-2003 n=1 | [standard]手塚治虫漫画全集/講談社 1978-1978 n=1
YS_LATE	seed_stale	19	0man	0マン	completed	1997	2008	kinnohoshi	15	4	year_started=1997 > 最古巻年=1978 (19年後)	[bunkobon]小学館文庫/小学館 1997-1998 n=2 | [standard]コンパクト・コミックス/金の星社 2008-2008 n=7 | [standard]手塚治虫漫画全集/講談社 1978-1978 n=4 | [bunkobon]手塚治虫文庫全集/講談社 2011-2011 n=2
YS_LATE	dummy2000	18	taratta-pon	タラッタ★ポン	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1982 (18年後)	[standard]講談社コミックスmimi/講談社 1982-1982 n=1
YS_LATE	dummy2000	17	5-nenme-no-u-turn	5年めのUターン	completed	2000		shueisha	1	1	year_started=2000 > 最古巻年=1983 (17年後)	[standard]通常版/集英社 1983-1983 n=1
YS_LATE	dummy2000	17	ai-no-ougonritsu	愛の黄金率	completed	2000		shogakukan	1	1	year_started=2000 > 最古巻年=1983 (17年後)	[standard]通常版/小学館 1983-1983 n=1
YS_LATE	dummy2000	17	aiko-sajiyuurokusai	アイコ36歳	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1983 (17年後)	[standard]講談社コミックスミミ/講談社 1983-1983 n=1
YS_LATE	seed_stale	17	futago-no-kishi	双子の騎士	completed	1995	1999	kodansha	5	4	year_started=1995 > 最古巻年=1978 (17年後)	[standard]手塚治虫漫画選/講談社 1995-1995 n=2 | [bunkobon]講談社漫画文庫/講談社 1999-1999 n=1 | [bunkobon]手塚治虫文庫全集/講談社 2010-2010 n=1 | [standard]手塚治虫漫画全集/講談社 1978-1978 n=1
YS_LATE	dummy2000	17	love-focus	ラブ・フォーカス	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1983 (17年後)	[standard]通常版/講談社 1983-1983 n=1
YS_LATE	seed_stale	17	ningendomo-atsumare	人間ども集まれ!	completed	1995	1995	jitsugyo-no-nihon	5	3	year_started=1995 > 最古巻年=1978 (17年後)	[bunkobon]文春文庫/文芸春秋 1995-1995 n=2 | [bunkobon]手塚治虫文庫全集/講談社 2010-2010 n=1 | [standard]手塚治虫漫画全集/講談社 1978-1978 n=2
YS_LATE	dummy2000	16	adam-no-happa	アダムの葉っぱ	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1984 (16年後)	[standard]通常版/講談社 1984-1984 n=1
YS_LATE	dummy2000	16	basuruumu-no-ihoujin	バスルームの異邦人	completed	2000		shueisha	1	1	year_started=2000 > 最古巻年=1984 (16年後)	[standard]通常版/集英社 1984-1984 n=1
YS_LATE	dummy2000	16	chiyou-no-kioku	蝶の記憶	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1984 (16年後)	[standard]講談社コミックスミミ/講談社 1984-1984 n=1
YS_LATE	dummy2000	16	futagozashinmetorii	双子座シンメトリー	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1984 (16年後)	[standard]通常版/講談社 1984-1984 n=1
YS_LATE	dummy2000	16	gakuran-jingi	ガクラン仁義	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1984 (16年後)	[standard]KC/講談社 1984-1984 n=1
YS_LATE	dummy2000	16	hanzai-shinrigaku	犯罪心理学	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1984 (16年後)	[standard]通常版/講談社 1984-1984 n=1
YS_LATE	seed_stale	16	honba-joshikou-manual	本場ぢょしこうマニュアル	completed	2004	1989	kodansha	2	2	year_started=2004 > 最古巻年=1988 (16年後)	[standard]通常版/講談社 1988-1988 n=1 | [deluxe]KCデラックス/不明 2004-2004 n=1
YS_LATE	dummy2000	16	kurosurabukizokukan	クロスラブ・貴族館	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1984 (16年後)	[standard]通常版/講談社 1984-1984 n=1
YS_LATE	dummy2000	16	madammei	Madamメイ	completed	2000		kodansha	2	1	year_started=2000 > 最古巻年=1984 (16年後)	[standard]通常版/講談社 1984-1985 n=2
YS_LATE	seed_stale	16	metropolis	メトロポリス	completed	1995	2001	kadokawa	3	3	year_started=1995 > 最古巻年=1979 (16年後)	[bunkobon]角川文庫/角川書店 1995-1995 n=1 | [standard]手塚治虫初期漫画館/角川書店 2001-2001 n=1 | [standard]手塚治虫漫画全集/講談社 1979-1979 n=1
YS_LATE	dummy2000	16	mori-to-hayashi-no-ohanashi	森と林のおはなし	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1984 (16年後)	[standard]BE・LOVE KC/講談社 1984-1984 n=1
YS_LATE	dummy2000	16	mou-hitotsu-no-ashita	もうひとつの朝	completed	2000		kodansha	2	1	year_started=2000 > 最古巻年=1984 (16年後)	[standard]講談社コミックスミミ/講談社 1984-1984 n=2
YS_LATE	seed_stale	16	onimaru-taishou	鬼丸大将	completed	1995	1999	akita	7	4	year_started=1995 > 最古巻年=1979 (16年後)	[bunkobon]秋田文庫/秋田書店 1995-1995 n=2 | [standard]POWER COMICS/秋田書店 1999-1999 n=2 | [standard]手塚治虫漫画全集/講談社 1979-1979 n=2 | [bunkobon]手塚治虫文庫全集/講談社 2011-2011 n=1
YS_LATE	dummy2000	16	rinden-green-no-kotoritachi	リンデングリーンの小鳥たち	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1984 (16年後)	[standard]講談社コミックスなかよし/講談社 1984-1984 n=1
YS_LATE	dummy2000	16	romance-ozawa	ロマンス	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1984 (16年後)	[standard]講談社コミックスフレンドB/講談社 1984-1984 n=1
YS_LATE	dummy2000	16	shuukan-kekkon-jouhou	週刊結婚情報	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1984 (16年後)	[standard]講談社コミックスミミ/講談社 1984-1984 n=1
YS_LATE	dummy2000	16	usaginokomugi-chan	うさぎの小麦ちゃん	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1984 (16年後)	[standard]通常版/講談社 1984-1984 n=1
YS_LATE	dummy2000	16	yumebito	夢人	completed	2000		shueisha	1	1	year_started=2000 > 最古巻年=1984 (16年後)	[standard]通常版/集英社 1984-1984 n=1
YS_LATE	dummy2000	15	chiikurettorabu	チークレット・らぶ	completed	2000		kodansha	2	1	year_started=2000 > 最古巻年=1985 (15年後)	[standard]通常版/講談社 1985-1985 n=2
YS_LATE	seed_stale	15	choujintaikei	鳥人大系	completed	1995	1997	daitosha	5	4	year_started=1995 > 最古巻年=1980 (15年後)	[standard]ハードコミックス/大都社 1995-1995 n=1 | [bunkobon]手塚治虫作品集 角川文庫 10440/角川書店 1997-1997 n=1 | [bunkobon]手塚治虫文庫全集/講談社 2011-2011 n=1 | [standard]手塚治虫漫画全集/講談社 1980-1980 n=2
YS_LATE	dummy2000	15	city-masquerade	CITYマスカレード	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1985 (15年後)	[standard]通常版/講談社 1985-1985 n=1
YS_LATE	dummy2000	15	poritan	ポリタン	completed	2000		hakusensha	1	1	year_started=2000 > 最古巻年=1985 (15年後)	[standard]ジェッツコミックス/白泉社 1985-1985 n=1
YS_LATE	dummy2000	15	power-fool	POWER FOOL	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1985 (15年後)	[standard]通常版/講談社 1985-1985 n=1
YS_LATE	seed_stale	15	toki-no-ashioto	時の足音	completed	2008		futabasha	2	2	year_started=2008 > 最古巻年=1993 (15年後)	[bunkobon]双葉文庫/双葉社 2008-2008 n=1 | [standard]JOUR COMICS/双葉社 1993-1993 n=1
YS_LATE	dummy2000	15	yamanekotachi-no-yoru	山猫たちの夜	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1985 (15年後)	[standard]通常版/講談社 1985-1985 n=1
YS_LATE	dummy2000	14	akai-heel-no-shinnyuusha	赤いヒールの侵入者	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1986 (14年後)	[standard]通常版/講談社 1986-1986 n=1
YS_LATE	dummy2000	14	anpan-no	アンパンの。	completed	2000		kodansha	2	1	year_started=2000 > 最古巻年=1986 (14年後)	[standard]通常版/講談社 1986-1990 n=2
YS_LATE	dummy2000	14	harukanaru-chiheisen-yori	はるかなる地平線より	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1986 (14年後)	[standard]通常版/講談社 1986-1986 n=1
YS_LATE	dummy2000	14	kodomotachinojikan	子供たちの時間	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1986 (14年後)	[standard]通常版/講談社 1986-1986 n=1
YS_LATE	dummy2000	14	mayonaka-no-dinaa	真夜中のディナー	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1986 (14年後)	[standard]通常版/講談社 1986-1986 n=1
YS_LATE	dummy2000	14	miyuki-ni-omakase	美由紀におまかせ!	completed	2000		kodansha	2	1	year_started=2000 > 最古巻年=1986 (14年後)	[standard]講談社コミックスマガジン/講談社 1986-1988 n=2
YS_LATE	seed_stale	14	nippon-hakkyou	日本発狂	completed	1996	1999	akita	3	3	year_started=1996 > 最古巻年=1982 (14年後)	[bunkobon]秋田 文庫/秋田書店 1996-1996 n=1 | [standard]Star comics/秋田書店 1999-1999 n=1 | [standard]手塚治虫漫画全集/講談社 1982-1982 n=1
YS_LATE	dummy2000	14	sarariimanshokeinisasagu	サラリーマン諸兄に捧ぐ?	completed	2000		kodansha	2	1	year_started=2000 > 最古巻年=1986 (14年後)	[standard]通常版/講談社 1986-1986 n=2
YS_LATE	seed_stale	14	sayonara-no-wake	さよならの理由	completed	2002		futabasha	2	2	year_started=2002 > 最古巻年=1988 (14年後)	[bunkobon]双葉文庫名作シリーズ/双葉社 2002-2002 n=1 | [standard]通常版/講談社 1988-1988 n=1
YS_LATE	dummy2000	14	seijo-harimao	聖女ハリマオ	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1986 (14年後)	[standard]通常版/講談社 1986-1986 n=1
YS_LATE	dummy2000	14	tekireiki-no-onna-tachi-he	適齢期の女たちへ	completed	2000		kodansha	2	1	year_started=2000 > 最古巻年=1986 (14年後)	[standard]講談社コミックスMe/講談社 1986-1988 n=2
YS_LATE	dummy2000	14	ten-takaku-yutaka-nari	天高く豊かなり	completed	2000		kodansha	2	1	year_started=2000 > 最古巻年=1986 (14年後)	[standard]通常版/講談社 1986-1986 n=2
YS_LATE	dummy2000	14	tokiotometagogo	時をとめた午後	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1986 (14年後)	[standard]通常版/講談社 1986-1986 n=1
YS_LATE	seed_stale	14	umineko-no-iru-densetsu	海猫のいる伝説	completed	2005		bunkasha	2	2	year_started=2005 > 最古巻年=1991 (14年後)	[bunkobon]ぶんか社コミック文庫/ぶんか社 2005-2005 n=1 | [standard]通常版/白泉社 1991-1991 n=1
YS_LATE	dummy2000	13	aoi-ie	蒼い家	completed	2000		shueisha	1	1	year_started=2000 > 最古巻年=1987 (13年後)	[standard]通常版/集英社 1987-1987 n=1
YS_LATE	dummy2000	13	asumi-miura	ASUMI	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1987 (13年後)	[standard]通常版/講談社 1987-1987 n=1
YS_LATE	dummy2000	13	bara-ga-saku	薔薇が咲く	completed	2000		shueisha	1	1	year_started=2000 > 最古巻年=1987 (13年後)	[standard]通常版/集英社 1987-1987 n=1
YS_LATE	dummy2000	13	barairo-no-labyrinth	薔薇色のラビリンス	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1987 (13年後)	[standard]講談社コミックスフレンド B/講談社 1987-1987 n=1
YS_LATE	dummy2000	13	body-talk	BODY TALK	completed	2000		futabasha	1	1	year_started=2000 > 最古巻年=1987 (13年後)	[standard]通常版/双葉社 1987-1987 n=1
YS_LATE	dummy2000	13	dakishimete	だきしめて	completed	2000		kodansha	1	1	year_started=2000 > 最古巻年=1987 (13年後)	[standard]通常版/講談社 1987-1987 n=1
