slug	title_id	カテゴリ	商品題
netooku-otoko-no-tanoshii-isekai-boueki	223739	ライトノベル/男性向けライトノベル	ネトオク男の楽しい異世界貿易 1【電子版書き下ろし付】
nie-no-seijo-to-kyuusai-no-chigiri	20071572	小説・文芸/小説	国内小説	贄の聖女と救済の契り　不良魔法士と綴る二度目の恋【電子特典付き】
nikumare-akuyaku-reijou-no-yarinaoshi	1676732	ライトノベル/女性向けライトノベル	憎まれ悪役令嬢のやり直し　今度も愛されなくて構いません　【電子特典付き】
ninzuu-awase-de-goukon-ni-sanka-shita-ore-wa-naze-amarimono-ni-natteta-moto-ninki-idol-de-kokuhou	1410919	ライトノベル/男性向けライトノベル	人数合わせで合コンに参加した俺は、なぜか余り物になってた元人気アイドルで国宝級の美少女をお持ち帰りしました。【電子版特典付】１
nippon-e-youkoso-elf-san	541466	ライトノベル/男性向けライトノベル	日本へようこそエルフさん。1
nyuuyooku-de-kangaechuu	491486	小説・文芸/エッセイ・紀行	エッセイ	ニューヨークで考え中
obake-zukan-anime-ehon	862035	小説・文芸/児童書	よみもの	おばけずかん　アニメえほん　１
oboro-no-hanayome	20085682	小説・文芸/小説	国内小説	朧の花嫁【電子特典付き】
ochikobore-dame-reijou-wa-dekiai-sarete-umarekawarimasu	20069574	ライトノベル/女性向けライトノベル	落ちこぼれダメ令嬢は溺愛されて生まれ変わります!? ～褒められるのが嬉しくて頑張っていたら規格外の才能が開花しました～
oni-no-ko	910136	小説・文芸/児童書	児童文学	鬼の子 １
ookami-o-karu-housoku	268487	BL/BL小説	狼を狩る法則
ore-wa-boukensha-guild-no-akutoku-guild-master	965943	ライトノベル/男性向けライトノベル	俺は冒険者ギルドの悪徳ギルドマスター　～人材を適材適所に追放したら、なぜかめちゃくちゃ感謝されました～
origami-shokunin-mimosa-nohi-kichou	2002571	ライトノベル/女性向けライトノベル	折り紙職人ミモザの日記帳１
osanago-wa-saikyou-no-tamer-da-to-kizuite-imasen	1156855	ライトノベル/男性向けライトノベル	【SS付き】幼子は最強のテイマーだと気付いていません！
otoko-girai-na-bijin-shimai-o-namae-mo-tsugezu-ni-tasuketara-ittai-dou-naru	20055634	ライトノベル/男性向けライトノベル	男嫌いな美人姉妹を名前も告げずに助けたら一体どうなる？
otonari-no-tenshi-sama-ni-itsunomanika-dame-ningen-ni-sareteita-ken	621967	ライトノベル/男性向けライトノベル	お隣の天使様にいつの間にか駄目人間にされていた件
ouji-na-kishidanchou-wa-yakusouzuki-no-reijou-o-dekiai-shite-metoritai	1031780	TL/TL小説	王子な騎士団長は薬草好きの令嬢を溺愛してめとりたい
ouji-sama-no-wakeari-kaikeishi	20065551	ライトノベル/女性向けライトノベル	王子様の訳あり会計士　なりすまし令嬢は処刑回避のため円満退職したい！【特典SS付】
oukyuu-niwa-are-ga-iru	1410007	ライトノベル/女性向けライトノベル	王宮には『アレ』が居る　1
outo-no-hazure-no-renkinjutsushi	20030648	ライトノベル/男性向けライトノベル	王都の外れの錬金術師　～ハズレ職業だったので、のんびりお店経営します～
paradise-residence	144648	ライトノベル/男性向けライトノベル	パラダイスレジデンス１
permanent-nobara	450688	小説・文芸/小説	国内小説	パーマネント野ばら（新潮文庫）
pretty-babies	315077	BL/BL小説	プリティ・ベイビィズ(1)
raburaibu-school-idol-diary	257632	ライトノベル/男性向けライトノベル	ラブライブ！　School idol diary ～高坂穂乃果～
remote-jugyou-ni-nattara-class-1-no-bishoujo-to-doukyo-suru-koto-ni-natta	1100404	ライトノベル/男性向けライトノベル	リモート授業になったらクラス１の美少女と同居することになった
roguauto-shita-no-wa-buiaaruemuemuoo-ja-naku-honmono-no-isekai-deshita	1044427	ライトノベル/男性向けライトノベル	ログアウトしたのはVRMMOじゃなく本物の異世界でした ～現実に戻ってもステータスが壊れている件～
rougo-ni-sonaete-isekai-de-8-manmai-no-kinka-o-tamemasu	60006734	ライトノベル/男性向けライトノベル	老後に備えて異世界で８万枚の金貨を貯めます
ruchiru-kuootsu-no-taikan	20064304	ライトノベル/男性向けライトノベル	ルチルクォーツの戴冠 -王の誕生-
ruki-san	1614205	小説・文芸/小説	国内小説	るきさん
ryuujin-to-iinazuke-no-akai-hana-jirushi	1281412	ライトノベル/女性向けライトノベル	龍神と許嫁の赤い花印二～神々のための町～【電子限定SS付き】
ryuuou-no-oshigoto	335372	ライトノベル/男性向けライトノベル	りゅうおうのおしごと！
saeki-san-to-hitotsu-yane-no-shita	427914	ライトノベル/男性向けライトノベル	佐伯さんと、ひとつ屋根の下　I’ll have Sherbet！ 1
saiaku-no-avalon	1200516	ライトノベル/男性向けライトノベル	【電子版限定特典付き】災悪のアヴァロン1 ～ゲーム最弱の悪役デブに転移したけど、俺だけ“やせれば強くてニューゲーム”な世界だったので、最速レベルアップ＆破滅フラグ回避で影の英雄を目指します～
saijaku-kizoku-ni-tensei-shita-node-akuyaku-tachi-o-atsumetemita	1824686	ライトノベル/男性向けライトノベル	最弱貴族に転生したので悪役たちを集めてみた
saikawa-fusai-no-love-jijou	449279	TL/TL小説	才川夫妻の恋愛事情
saitei-chara-ni-tensei-shita-ore-wa-ikinokoritai	20056725	ライトノベル/男性向けライトノベル	最低キャラに転生した俺は生き残りたい１
sakura-no-mori-no-mankai-no-shita-2009	1197655	小説・文芸/小説	国内小説	桜の森の満開の下
salaryman-senka	1267500	小説・文芸/小説	国内小説	サラリーマン専科（１）見栄もほどほどの巻
sayounara-oujisama-douka-watashi-nokoto-wa-wasuretekudasai	20142054	小説・文芸/小説	国内小説	さようなら王子様、どうか私のことは忘れてください
seijo-sama-ni-konyakusha-o-ubawareta-node-mahoushi-hakubutsukan-ni-hikikomorimasu	1483342	ライトノベル/女性向けライトノベル	聖女様に婚約者を奪われたので、魔法史博物館に引きこもります。
sekai-wa-futari-no-tame-ni-futari-wa-sekai-no-tame-ni	223742	小説・文芸/小説	国内小説	世界は二人のために、二人は世界のために
senpai-jitaku-keibiin-no-koyou-wa-ikaga-desu-ka	1056316	ライトノベル/男性向けライトノベル	センパイ、自宅警備員の雇用はいかがですか？
senya-senshoku-monogatari	1262538	ライトノベル/女性向けライトノベル	千夜千食物語１　敗国の姫ですが氷の皇子殿下がどうも溺愛してくれています
shachiku-desu-shuzoku-shinka-shite-saikyou-e-to-itarimasu	875308	ライトノベル/男性向けライトノベル	社畜ですが、種族進化して最強へと至ります
shachiku-kensei-haishinsha-ni-naru	20073217	ライトノベル/男性向けライトノベル	社畜剣聖、配信者になる　～ブラックギルド会社員、うっかり会社用回線でS級モンスターを相手に無双するところを全国配信してしまう～ 1巻
shachiku-no-ore-dragon-ni-natsukareta-node-pet-haishin-o-hajimemasu	20076786	ライトノベル/男性向けライトノベル	社畜の俺、ドラゴンに懐かれたのでペット配信を始めます　チビッ子ドラゴンとモンスター牧場ライフ
shibou-yuugi-de-meshi-o-kuu	20051355	ライトノベル/男性向けライトノベル	死亡遊戯で飯を食う。【電子特典付き】
shikabane-kaigo	20045657	小説・文芸/小説	国内ホラー	屍介護
shikkaku-seijo-no-gekokujou	20048420	ライトノベル/女性向けライトノベル	失格聖女の下克上　左遷先の悪魔な神父様になぜか溺愛されています【電子特典付き】
shimiko-to-tomoe	518106	小説・文芸/エッセイ・紀行	エッセイ	しみことトモヱ
shin-san-nameko-no-gendai-shakaigaku	360410	小説・文芸/エッセイ・紀行	エッセイ	辛酸なめ子の現代社会学
shiniki-no-mahoutsukai	921035	ライトノベル/男性向けライトノベル	神域の魔法使い～神に愛された落第生は魔法学院へ通う～(サーガフォレスト)1
shinitagari-reijou-wa-kyuuketsuki-ni-dekiai-dekiaisareru	1540421	ライトノベル/女性向けライトノベル	死にたがり令嬢は吸血鬼に溺愛される
shio-no-machi	142225	小説・文芸/小説	国内小説	塩の街
shitsuren-maid-wa-bikei-gunjin-ni-dekiai-dekiaisareru	20070590	小説・文芸/小説	国内小説	失恋メイドは美形軍人に溺愛される　～実は最強魔術の使い手でした～
shokei-flag-mansai-no-kiraware-ouji-no-yarinaoshi	1590160	ライトノベル/男性向けライトノベル	処刑フラグ満載の嫌われ皇子のやり直し１
shuku-seijo-ni-naremasen-deshita	1425919	ライトノベル/女性向けライトノベル	【電子版限定特典付き】祝・聖女になれませんでした。1　このままステルスしたいのですが、悪役顔と精霊に愛され体質のせいでやっぱり色々起こります
skill-daidokoro-shoukan-wa-sugoi	548672	ライトノベル/女性向けライトノベル	スキル『台所召喚』はすごい！　～異世界でごはん作ってポイントためます～
souin-gyokusaiseyo	1173163	小説・文芸/小説	国内小説	総員玉砕せよ！　新装完全版
succubus-ni-tensei-shita-node-milk-o-shiborimasu	460173	ライトノベル/男性向けライトノベル	サキュバスに転生したのでミルクをしぼります ： 1
suikyou-ki-tan	1543632	小説・文芸/SF・ファンタジー	ファンタジー（海外）	水鏡綺譚
suna-mahou-de-suna-no-oukoku-o-tsukurou	929100	ライトノベル/男性向けライトノベル	砂魔法で砂の王国を作ろう ～砂漠に追放されたから頑張って祖国以上の国家を建ててみた～
suterare-kizoku-no-mujintou-nobinobi-kaitakuki	1394672	ライトノベル/男性向けライトノベル	捨てられ貴族の無人島のびのび開拓記～ようやく自由を手に入れたので、もふもふたちと気まぐれスローライフを満喫します～【電子限定SS付き】
suterareta-seijo-wa-dungeon-de-kakusei-shimashita	20054340	ライトノベル/男性向けライトノベル	捨てられた聖女はダンジョンで覚醒しました　真の聖女？　いいえモンスター料理愛好家です！
taitei-no-ken	356127	小説・文芸/小説	国内小説	大帝の剣　１
takemoto-izumi-no-iroiro-book	176094	小説・文芸/エッセイ・紀行	エッセイ	竹本泉のいろいろぶっく
takou-no-hime-o-tasuketara-otomodachi-kara-hajimeru-koto-ni-narimashita	20085524	ライトノベル/男性向けライトノベル	他校の氷姫を助けたら、お友達から始める事になりました
teito-ayakashi-yashiki-no-keiyaku-hanayome	959970	小説・文芸/小説	国内小説	帝都あやかし屋敷の契約花嫁
tensei-akuma-no-saikyou-yuusha-ikusei-keikaku	1138894	ライトノベル/男性向けライトノベル	転生悪魔の最強勇者育成計画 1
tensei-koujo-wa-reikoku-koutei-heika-ni-dekiai-dekiaisareru-ga-yume-wa-boukensha-desu	1479500	ライトノベル/男性向けライトノベル	転生皇女は冷酷皇帝陛下に溺愛されるが夢は冒険者です！
tensei-nightingale-wa-yoake-o-utau	1353242	ライトノベル/男性向けライトノベル	転生ナイチンゲールは夜明けを歌う～薄幸の辺境令嬢は看護の知識で家族と領地を救います！～（サーガフォレスト）１
tensei-reijou-to-suukina-jinsei-o	1038680	小説・文芸/SF・ファンタジー	ファンタジー（国内）	転生令嬢と数奇な人生を１　辺境の花嫁【電子書籍限定特典イラスト付】
tensei-reijou-vioretta-no-nougyou-kakumei	1612826	ライトノベル/女性向けライトノベル	転生令嬢ヴィオレッタの農業革命１　美食を探究していたら、氷の侯爵様に溺愛されていました？【電子書店共通特典SS付】
tensei-reijou-wa-akumei-takai-shishakuke-toushu	20075113	ライトノベル/女性向けライトノベル	転生令嬢は悪名高い子爵家当主　～領地運営のための契約結婚、承りました～
tensei-renkin-shoujo-no-surooraifu	20059261	ライトノベル/男性向けライトノベル	転生錬金少女のスローライフ 1
tensei-ryuuki-no-eiyuu-tan	1140138	ライトノベル/男性向けライトノベル	転生竜騎の英雄譚
tensei-shimashite-genzai-wa-jijo-de-gozaimasu	524083	ライトノベル/女性向けライトノベル	転生しまして、現在は侍女でございます。 １
tensei-shita-dai-seijo-wa-seijo-de-aru-koto-o-hitakakusu-zero	1177754	ライトノベル/男性向けライトノベル	転生した大聖女は、聖女であることをひた隠す　ZERO１
tensei-shitara-dragon-no-tamago-datta	357574	ライトノベル/男性向けライトノベル	転生したらドラゴンの卵だった ～最強以外目指さねぇ～1
tensei-shitara-suteraretaga-hirowarete-tanoshiku-ikite-imasu	1272198	ライトノベル/女性向けライトノベル	転生したら捨てられたが、拾われて楽しく生きています。
tensei-shoujo-wa-mazu-ippo-kara-hajimetai	849998	ライトノベル/男性向けライトノベル	転生少女はまず一歩からはじめたい　1　～魔物がいるとか聞いてない！～
tensei-youjo-wa-aibyou-to-nonbiri-tabi-o-suru	1933810	ライトノベル/女性向けライトノベル	転生幼女は愛猫とのんびり旅をする【電子特装版】
tensei-youjo-wa-zense-de-tasuketa-seirei-tachi-ni-natsukareru	20064270	ライトノベル/男性向けライトノベル	転生幼女は前世で助けた精霊たちに懐かれる 1巻
teogonia	506285	ライトノベル/男性向けライトノベル	神統記（テオゴニア）【電子版特典付】
tezuka-osamu-essay-shuu	176564	小説・文芸/エッセイ・紀行	エッセイ	手塚治虫エッセイ集　1
tezuka-osamu-kouenshuu	182678	小説・文芸/エッセイ・紀行	エッセイ	手塚治虫講演集
tezuka-osamu-manga-no-ougi	182337	小説・文芸/エッセイ・紀行	エッセイ	手塚治虫　漫画の奥義
tezuka-osamu-no-manga-no-egakikata	181295	小説・文芸/エッセイ・紀行	エッセイ	手塚治虫のマンガの描き方
tezuka-osamu-no-manga-senka	182336	小説・文芸/エッセイ・紀行	エッセイ	手塚治虫のまんが専科
tezuka-osamu-scenario-shuu	181293	小説・文芸/小説	国内小説	手塚治虫シナリオ集
tezuka-osamu-shinarioshuu	181293	小説・文芸/小説	国内小説	手塚治虫シナリオ集
tezuka-osamu-shousetsushuu	180840	小説・文芸/小説	国内ミステリー	手塚治虫小説集
the-bad-guys	909160	小説・文芸/小説	国内小説	バッドガイズ1
toaru-kagaku-no-railgun	20045569	ライトノベル/男性向けライトノベル	とある科学の超電磁砲
tobioriru-chokuzen-no-doukyuusei-ni-shiyou-to-teian-shite-mita	20043816	ライトノベル/男性向けライトノベル	飛び降りる直前の同級生に『×××しよう！』と提案してみた。
torawareta-joou-wa-nido-shiawase-na-yume-o-miru	20111091	小説・文芸/SF・ファンタジー	ファンタジー（国内）	囚われた王女は二度、幸せな夢を見る １
tsuihousareta-sareta-kajishi-wa-cheat-skill-de-densetsu-o-tsukurimakuru	20063558	ライトノベル/男性向けライトノベル	追放された鍛冶師はチートスキルで伝説を作りまくる ～婚約者に店を追い出されたけど、気ままにモノ作っていられる今の方が幸せです～
tsuihousareta-sareta-tensei-kizoku-hazure-skill-de-naisei-musou	1043913	ライトノベル/男性向けライトノベル	追放された転生貴族、外れスキルで内政無双1～気ままに領地運営するはずが、スキル『ガチャ』のお陰で最強領地を作り上げてしまった～
tsuihousareta-seijo-no-doronko-nouen-seikatsu	1297783	ライトノベル/女性向けライトノベル	追放聖女のどろんこ農園生活　～いつのまにか隣国を救ってしまいました～
tsuihousareta-seijo-wa-juujin-no-kuni-de-tanoshiku-kurashite-imasu	20085530	ライトノベル/女性向けライトノベル	追放聖女は獣人の国で楽しく暮らしています　～自作の薬と美味しいご飯で人質生活も快適です!?～
uirabu	552815	小説・文芸/小説	国内小説	ういらぶ。
veeru-no-seijo	20051874	ライトノベル/女性向けライトノベル	ヴェールの聖女 ～醜いと誤解された聖女、イケメン護衛騎士に溺愛される～ 【電子書籍限定特典SS付き】
waga-gyouyuu-ni-furueyo-tenchi	385030	ライトノベル/男性向けライトノベル	我が驍勇にふるえよ天地　～アレクシス帝国興隆記～
watashi-ga-shinde-manzoku-desu-ka	1118718	ライトノベル/女性向けライトノベル	私が死んで満足ですか？　疎まれた令嬢の死と、残された人々の破滅について
watashi-no-hatsukoi-wa-hazukashisugite-dare-nimo-ienai	20073183	ライトノベル/男性向けライトノベル	私の初恋は恥ずかしすぎて誰にも言えない
watashi-no-kokoro-wa-oji-san-de-aru	1356104	ライトノベル/男性向けライトノベル	私の心はおじさんである【電子版特典付】
watashi-o-oidasu-nowa-ii-desukedo-kono-ie-no-kusuri-tsukutta-no-zenbu-watashi-desu-yo	1088019	ライトノベル/女性向けライトノベル	私を追い出すのはいいですけど、この家の薬作ったの全部私ですよ？
watashi-wa-tada-no-jijo-desunode	20076270	小説・文芸/小説	国内小説	私はただの侍女ですので　ひっそり暮らしたいのに、騎士王様が逃がしてくれません
yancha-hime-sama-no-dai-bouken	20098557	ライトノベル/男性向けライトノベル	やんちゃ姫さまの大冒険　うちの第三王女、冒険者になるってよ
yanderekei-otomege-no-sekai-ni-tensei-shite-shimatta-youdesu	296131	ライトノベル/女性向けライトノベル	ヤンデレ系乙女ゲーの世界に転生してしまったようです　１
yane-no-sanposha	102743	小説・文芸/小説	国内ミステリー	屋根裏の散歩者　人間椅子　パノラマ島奇談
yarinaoshi-henkyou-fujin-no-koufuku-na-go-san	20087750	ライトノベル/女性向けライトノベル	やり直し辺境伯夫人の幸福な誤算【電子版限定書き下ろしSS付】
yonagahime-to-mimiotoko	1181333	小説・文芸/小説	国内小説	夜長姫と耳男
yopparai-reijou-ga-eiyuu-to-shirazu-kyuukon-shita-kekka	1447531	ライトノベル/女性向けライトノベル	酔っ払い令嬢が英雄と知らず求婚した結果　～最強の神獣騎士から溺愛がはじまりました！？～【電子版特典付】
yuuboku-shoujo-o-hanayome-ni	557106	ライトノベル/女性向けライトノベル	遊牧少女を花嫁に【電子版特典付】
yuusha-no-kawari-ni-maou-toubatsu-shitara-tegara-o-yokodori-saremashita	530810	ライトノベル/男性向けライトノベル	勇者の代わりに魔王討伐したら手柄を横取りされました 1
zense-akuyaku-datta-reijou-ga-hikikomori-no-choukyou-o-makasaremashita	701478	ライトノベル/男性向けライトノベル	前世悪役だった令嬢が、引き籠りの調教を任されました 1
zetsubou-reijou-no-karei-naru-rikon	1211494	ライトノベル/女性向けライトノベル	絶望令嬢の華麗なる離婚　～幼馴染の大公閣下の溺愛が止まらないのです～
zonbii-hunter	501835	小説・文芸/SF・ファンタジー	SF（国内）	死霊狩り　（１）
