series_key	title	class	subtitle	vols	first_date	last_date	imprints	authors	isbn	既存頁slug	類似頁	材料	著者既掲載
qid:Q97188820|name:本好きの下剋上	本好きの下剋上	同題別著者(要確認)		2	2025-08-18	2026-08-27		香月美夜 / 波野涼	9784867946282			未取得	
name:かぬアイ|name:ヒャッハーな幼馴染達と始めるVRMMO@COMIC	ヒャッハーな幼馴染達と始めるVRMMO@COMIC	未掲載		2	2025-01-27	2026-08-27	コロナ・コミックス	則本シゲ / 地雷酒	9784867943908			紹介文+書影	
name:近原さくら|name:高嶺のSubのあばき方	高嶺のSubのあばき方	未掲載		2	2026-04-20	2026-08-03	Daitosha comic. Daito comics BLシリーズ	近原さくら	9784864957977			紹介文+書影	
name:MAHALO|name:恋するサイコの白雪くん	恋するサイコの白雪くん	未掲載		4	2026-05-04	2026-08-03	FUTAMI COMICS×サイコワ	江夏遙 / MAHALO / 石原通信	9784576260068			紹介文+書影	
name:宇佐木|name:離婚しようと記憶喪失のふりをしたら、怜悧な旦那様が激甘に愛してきます	離婚しようと記憶喪失のふりをしたら、怜悧な旦那様が激甘に愛してきます	未掲載		2	2026-02-02	2026-07-27	marmalade comics	由多いり / 宇佐木	9784302114016			紹介文+書影	済
name:坂上暁仁|name:神田ごくら町職人ばなし	神田ごくら町職人ばなし	未掲載		2	2023-09	2026-07-27	torch comics	坂上暁仁	9784845861637			紹介文+書影	
name:さざなみ陽輔|name:異世界転生おじさんは静かに暮らしたい	異世界転生おじさんは静かに暮らしたい	未掲載		2	2025-05-02	2026-07-27	ヤングチャンピオン・コミックス	さざなみ陽輔	9784253017794			紹介文+書影	済
name:琴子|name:推し〈噓〉の筆頭魔術師様が「俺たち、両思いだったんだね」と溺愛してくるんですが!?	推し〈噓〉の筆頭魔術師様が「俺たち、両思いだったんだね」と溺愛してくるんですが!?	未掲載		2	2025-07-18	2026-07-27	ブリーゼコミックス	麦崎旬 / 琴子	9784799220634			紹介文+書影	済
name:ほの香|name:元聖女候補は生臭坊主の金ヅルです	元聖女候補は生臭坊主の金ヅルです	未掲載		2	2026-02-23	2026-07-27	ヤングチャンピオン・コミックス	ほの香	9784253010580			紹介文+書影	
name:Hansol|name:傲慢の時代	傲慢の時代	未掲載		3	2026-02-09	2026-07-27	GAコミックf	Lemonfrog / Josara	9784815636913			紹介文+書影	
name:あおぞら|name:一般兵士が転生特典に『無限再生』を貰った結果、数多の美女に狙われた	一般兵士が転生特典に『無限再生』を貰った結果、数多の美女に狙われた	未掲載		2	2026-02-09	2026-07-27	GAコミック	つまじょ / あおぞら	9784815631796			紹介文+書影	
name:やぶら|name:ロブレイブ	ロブレイブ	未掲載		2	2026-05-08	2026-07-27	KCDX. 週刊少年マガジン		9784065436622			紹介文+書影	
name:ラズウェル細木1956-|name:ほろ酔いグルメ帖	ほろ酔いグルメ帖	未掲載		2	2026-01-09	2026-07-27	SPコミックス. SP pocket wide	ラズウェル細木	9784845870431			書影のみ	済
name:イシイ渡|name:せいぶつ部の田辺くん	せいぶつ部の田辺くん	未掲載		3	2026-01-26	2026-07-27	KCDX. 週刊少年マガジン	中川海二	9784065421994			紹介文+書影	済
name:星倉ぞぞ|name:かわいいしっぽのかくしかた	かわいいしっぽのかくしかた	未掲載		2	2025-09-29	2026-07-27	drap COMICS DX	星倉ぞぞ	9784866539034			紹介文+書影	済
name:高比良りと|name:Dr.系男子の恋愛カルテ	Dr.系男子の恋愛カルテ	未掲載		2	2020-10	2026-07-27	Honey Milk Comics	高比良りと	9784065209288			紹介文+書影	済
name:Mikura|name:一匹狼の花嫁	一匹狼の花嫁	未掲載		2	2026-01-15	2026-07-22	Cult comics. Niμ collection	すのはら風香 / 百迦にごう	9784773066241			紹介文+書影	済
name:ながを|name:鬼様の恋、前途多難	鬼様の恋、前途多難	未掲載		2	2025-03-05	2026-07-20	Ryu comics	理系女ちゃん	9784199508967			紹介文+書影	
name:冨手優夢|name:風俗怪談	風俗怪談	未掲載		2	2025-11-24	2026-07-20	ビッグコミックス	charme	9784098636150			紹介文+書影	
name:れもんぴーる|name:転生赤ちゃんカティは諜報活動しています	転生赤ちゃんカティは諜報活動しています	未掲載		2	2025-12-15	2026-07-20	Regina COMICS	生倉大福 / れもんぴーる	9784434365027			紹介文+書影	済
name:とらふぐ|name:縁切りエマ	縁切りエマ	未掲載		2	2025-04-21	2026-07-20	ビッグコミックススペシャル	とらふぐ / 今井康絵	9784098633852			紹介文+書影	済
name:ぽぽたぱぽた|name:甘い声でStayなんて言うんじゃねぇ!	甘い声でStayなんて言うんじゃねぇ!	未掲載		2	2025-11-24	2026-07-20	Blend COMICS	ぽぽたぱぽた	9784434367540			紹介文+書影	済
name:市居ちい|name:溺愛御曹司は小鳥に求愛する	溺愛御曹司は小鳥に求愛する	未掲載		2	2025-03-28	2026-07-20	Bamboo comics. Renpara collection DX = 恋パラコレクションDX	市居ちい	9784801985889			紹介文+書影	
name:よねやませつこ|name:梟と番様	梟と番様	未掲載		2	2026-01-26	2026-07-20	IDコミックス. Zero-sum comics	藤森フクロウ / よねやませつこ	9784758088985			書影のみ	済
name:北里のえ|name:悪役令嬢はシングルマザーになりました	悪役令嬢はシングルマザーになりました	未掲載		2	2025-10-27	2026-07-20	IDコミックス. Zero-sum comics	星川きづき / 北里のえ	9784758088169			書影のみ	済
name:おきぬpub.|name:後は野となれ山となれ	後は野となれ山となれ	未掲載		2	2025-11-24	2026-07-20	Blend COMICS	立川譲	9784434367557			紹介文+書影	
name:gacchi|name:居場所を奪われ続けた私はどこに行けばいいのでしょうか?	居場所を奪われ続けた私はどこに行けばいいのでしょうか?	未掲載		2	2026-02-23	2026-07-20	Regina COMICS	gacchi / 暮間チカ	9784434367045			紹介文+書影	済
name:港發|name:妖狩のカノカ	妖狩のカノカ	未掲載		2	2026-04-18	2026-07-20	ヤンマガKC	うみんちゅ	9784065430590			紹介文+書影	済
qid:Q11553336|name:名もなき魔物と二人の騎士	名もなき魔物と二人の騎士	未掲載		2	2026-03-20	2026-07-20	ベツコミフラワーコミックススペシャル	河丸慎	9784098733576			紹介文+書影	済
name:シクシク|name:マユノウタ	マユノウタ	未掲載		2	2026-01-12	2026-07-20	IDコミックス. コミック百合姫	シクシク	9784758088787			書影のみ	済
name:ぽんぬ|name:プリエールキス	プリエールキス	未掲載		2	2025-10-27	2026-07-20	IDコミックス. Zero-sum comics	ぽんぬ	9784758088152			書影のみ	
name:西海ミナト|name:ハッピーコンプレックス	ハッピーコンプレックス	未掲載		2	2025-10-03	2026-07-20	Bamboo comics. 恋パラコレクションDX	西海ミナト	9784801987814			紹介文+書影	済
name:折口良乃|name:ドラゴンギャルのネイリスト	ドラゴンギャルのネイリスト	未掲載		2	2026-01-06	2026-07-20	Ryu comics unicorn	折口良乃 / 蜂鳥ちゃぼ	9784199509414			紹介文+書影	
name:羊歯|name:ギベットルーム	ギベットルーム	未掲載		2	2026-03-18	2026-07-20	Bamboo comics	羊歯	9784801989153			紹介文+書影	済
name:ANYCOLOR株式会社|name:でびるんしぇあはうすっ	でびるんしぇあはうすっ	未掲載		2	2025-12-15	2026-07-20	ちゃおコミックススペシャル	ANYCOLOR株式会社 / 桜庭あも	9784098732791			紹介文+書影	
name:白波龍二|name:忍びの犬	忍びの犬	未掲載		2	2026-04-15	2026-07-17	Bamboo comics	蔵人健吾	9784801989467			紹介文+書影	済
name:藤本セツナ|name:堕天使そぷらのちゃんの復讐	堕天使そぷらのちゃんの復讐	未掲載		2	2026-01-09	2026-07-17	カドコミ	藤本セツナ	9784048117456			紹介文+書影	
name:木村琴々|name:前世は保育士、今世は悪役令嬢?からの、わがまま姫様の教育係!?	前世は保育士、今世は悪役令嬢?からの、わがまま姫様の教育係!?	未掲載		2	2026-01-09	2026-07-17	角川コミックス・エース	木村琴々 / 沙夜	9784041165638			紹介文+書影	済
name:優風|name:ポンコツ勇者パーティー、竜をひろう	ポンコツ勇者パーティー、竜をひろう	未掲載		2	2025-10-10	2026-07-17	ドラゴンコミックスエイジ	三木よう子	9784040761237			紹介文+書影	済
name:イチリ|name:ボクの理想の異世界生活	ボクの理想の異世界生活	未掲載		2	2024-12-27	2026-07-17	ドラゴンコミックスエイジ	空維深夜	9784040757377			紹介文+書影	
name:うのせろ|name:ダンジョン攻略のためなら、ラブコメしなくちゃダメですか?	ダンジョン攻略のためなら、ラブコメしなくちゃダメですか?	未掲載		2	2026-02-16	2026-07-17	ドラゴンコミックスエイジ	ふか田さめたろう / うのせろ	9784040762692			紹介文+書影	
name:次見やをら|name:腐男子天使	腐男子天使	未掲載		2	2025-07-28	2026-07-13		小手万里	9784758087131			書影のみ	
name:青代理鶴|name:煙霧公爵と氷の花嫁	煙霧公爵と氷の花嫁	未掲載		2	2026-03-23	2026-07-13	Celicaコミックス	青代理鶴	9784867948842			紹介文+書影	
name:バロン吉元1940-|name:昭和柔俠伝	昭和柔俠伝	未掲載		2	2025-12-22	2026-07-13	torch comics / アクション・コミックス	バロン吉元	9784845869886			紹介文+書影	済
name:春日部こみと|name:愛する人は他にいると言った夫が、私を離してくれません	愛する人は他にいると言った夫が、私を離してくれません	未掲載		2	2025-08-15	2026-07-13	LAKE	春日部こみと / 武桐千	9784758087599			書影のみ	済
name:花本麻実|name:同じ夢みた君はアイドル	同じ夢みた君はアイドル	未掲載		2	2026-03-20	2026-07-13	Sho-Comiフラワーコミックス	花本麻実	9784098733033			紹介文+書影	
name:鈴咲ひかり|name:キスしてキラーチューン	キスしてキラーチューン	未掲載		2	2026-04-08	2026-07-13	Sho-Comiフラワーコミックス		9784098733965			紹介文+書影	
name:広中あん|name:やり直し愛犬は今世も恋する	やり直し愛犬は今世も恋する	未掲載		2	2026-01-16	2026-07-13	Cheese!フラワーコミックス	広中あん	9784098733293			紹介文+書影	
name:西野きいな|name:お狐ちゃんには青春がたりない	お狐ちゃんには青春がたりない	未掲載		2	2025-01-17	2026-07-13	ベツコミフラワーコミックス	西野きいな	9784098726684			紹介文+書影	済
qid:Q108110312|name:いけない二人	いけない二人	未掲載		2	2026-05-18	2026-07-13	ビッグコミックス	稲岡和佐	9784098638031			紹介文+書影	済
name:東|name:鬼時代	鬼時代	未掲載		2	2026-01-02	2026-07-10	ヤンマガKC	東	9784065414972			紹介文+書影	
name:モリガコウセイ|name:十戒	十戒	同題別著者(要確認)		3	2026-04-25	2026-07-10	ガンガンコミックスonline	nov / 國友翔太郎 / 悠木星人	9784301004639			未取得	済
name:雪代侑|name:僕は骨董屋を辞めたい	僕は骨董屋を辞めたい	未掲載		2	2025-07-01	2026-07-10	ガンガンコミックスup!	悠馬ゆん	9784301006220			紹介文+書影	
name:misekiss|name:保知矢さんはあまりある	保知矢さんはあまりある	未掲載		2	2026-04-15	2026-07-10	ヤンマガKC		9784065429297			紹介文+書影	
name:まじさわ|name:不良少年に飯を食わす	不良少年に飯を食わす	未掲載		2	2025-02-12	2026-07-10	ビッグガンガンコミックス	まじさわ	9784301006572			紹介文+書影	
name:h-j|name:ラブフレグランス	ラブフレグランス	未掲載		2	2026-05-25	2026-07-10	夜暇		9784434374180			紹介文+書影	
name:野良犬ロマン|name:ノカゼのピンクなトリセツ	ノカゼのピンクなトリセツ	未掲載		2	2026-04-15	2026-07-10	ヤンマガKC		9784065431023			紹介文+書影	
name:ちふゆ漫画家|name:秘密のいばら	秘密のいばら	未掲載		2	2025-11-10	2026-07-06		ちふゆ漫画家	9784758029872			書影のみ	済
name:いけがみ小5|name:あんたの相棒はオレなんで!	あんたの相棒はオレなんで!	未掲載		2	2026-06-15	2026-07-06	Shusui digital comics BLシリーズ	いけがみ小5	9784867782415			紹介文+書影	
name:カンナ|name:転生悪役令嬢、極愛執事に純潔を狙われています。	転生悪役令嬢、極愛執事に純潔を狙われています。	未掲載		2	2024-05	2026-07-03	ショコラシュクレコミックス	カンナ	9784799219041			紹介文+書影	
name:ニクヤ乾|name:社内恋愛の相手は俺ですけど?	社内恋愛の相手は俺ですけど?	未掲載		3	2022-06	2026-07-03	IDコミックス. Gateau comics / drap COMICS DX	ニクヤ乾	9784825100756			書影のみ	済
name:暮浦鶏太|name:田舎暮らしの魔草薬師は返り咲く	田舎暮らしの魔草薬師は返り咲く	未掲載		3	2025-12-12	2026-07-03	グラストCOMICS	暮浦鶏太	9784813765431			紹介文+書影	
name:杜間とまと|name:無職独身アラフォー女子の異世界奮闘記	無職独身アラフォー女子の異世界奮闘記	未掲載		2	2026-01-26	2026-07-03	ヤングチャンピオン・コミックス	杜間とまと / 田伊りょうき	9784253009584			紹介文+書影	済
name:朝比奈りいむ|name:死んだ石井の大群	死んだ石井の大群	未掲載		2	2026-04-01	2026-07-03	KCDX		9784065433300			紹介文+書影	
name:椎名秋乃|name:悪魔な兄が過保護で困ってます	悪魔な兄が過保護で困ってます	未掲載		2	2025-05-09	2026-07-03	FK comics	香月航 / 椎名秋乃	9784866697703			紹介文+書影	済
name:千江しか|name:彼の魔族は如何なる魔術をもって防護結界を攻略したか	彼の魔族は如何なる魔術をもって防護結界を攻略したか	未掲載		2	2025-12-12	2026-07-03	NOVA COMICS	千江しか / 春日康徳	9784824205070			紹介文+書影	
name:岸本和葉|name:二周目賢者の英雄譚	二周目賢者の英雄譚	未掲載		2	2026-01-09	2026-07-03	ヤングジャンプコミックス	岸本和葉 / 蛍幻飛鳥	9784088941189			紹介文+書影	済
name:犬野まげゆいし|name:ゴミ溜めのガーネット	ゴミ溜めのガーネット	未掲載		2	2024-09-06	2026-07-03	ビーボーイコミックスデラックス	犬野まげゆいし	9784799768785			紹介文+書影	
name:吾瀬わぎもこ|name:アフターグロウ	アフターグロウ	未掲載		2	2024-03	2026-07-03	Gateau comics / IDコミックス. Gateau comics	吾瀬わぎもこ	9784758026802			紹介文+書影	
name:あいのひとし|name:色欲無双	色欲無双	未掲載		2	2026-02-23	2026-06-29	シリウスKC	笠原巴 / あいのひとし	9784065427514			紹介文+書影	済
name:Jicco|name:氷の鱗	氷の鱗	未掲載		2	2026-02-02	2026-06-29	Bunch comics	Jicco / 岩井勇樹	9784107729071			紹介文+書影	
name:きし晴護|name:大草原の小さな領主	大草原の小さな領主	未掲載		2	2026-02-09	2026-06-29	ガルドコミックス	きし晴護 / 赤村咲	9784824015372			紹介文+書影	済
name:寿千花|name:冷酷参謀の夫婦円満計画	冷酷参謀の夫婦円満計画	未掲載		2	2025-12-05	2026-06-29	Pur comics Pure	戸瀬つぐみ / 寿千花	9784866698205			紹介文+書影	
name:エノキスルメ|name:フリードリヒの戦場	フリードリヒの戦場	未掲載		2	2025-07-18	2026-06-29	ガルドコミックス	上機しほ / エノキスルメ	9784824012685			紹介文+書影	済
name:あボーン|name:ネトゲの嫁が人気アイドルだった	ネトゲの嫁が人気アイドルだった	未掲載		2	2025-04-19	2026-06-29	ガルドコミックス	もっつぉ / あボーン	9784824011299			紹介文+書影	
name:玖々嶌社|name:キラキラの壊し方	キラキラの壊し方	未掲載		2	2026-01-26	2026-06-29	シリウスKC	山田大和	9784065422397			紹介文+書影	済
name:7Liquid|name:なにも理解らない	なにも理解らない	未掲載		2	2025-11-08	2026-06-29	FUZ comics	7Liquid	9784832205598			紹介文+書影	
name:ハッピーワニワニ|name:忠犬部下とツンデレ少尉	忠犬部下とツンデレ少尉	未掲載		2	2025-10-01	2026-06-27		蟹乃まよ	9784046601919			紹介文+書影	
name:イブキ16号|name:吸血鬼と人間のBL	吸血鬼と人間のBL	未掲載		2	2025-09-03	2026-06-27	Kaiohsha comics. Gush comics	イブキ16号	9784796417679			書影のみ	
name:ハッピーゼリーポンチ|name:君にかわいいと叫びたい	君にかわいいと叫びたい	未掲載		2	2025-07-15	2026-06-27		ミツコシ	9784046602558			紹介文+書影	
name:YUNOKI|name:古都古書祓いの陰陽師	古都古書祓いの陰陽師	未掲載		2	2025-09-10	2026-06-27	MFコミックス. ジーンシリーズ	YUNOKI / ウカラガウ	9784046603005			紹介文+書影	済
name:髙橋碁飯|name:ダイダラ	ダイダラ	未掲載		4	2025-05-07	2026-06-27	HCヒーローズコミックス	髙橋碁飯	9784868050667			書影のみ	
name:有馬ツカサ|name:ソラノヤ	ソラノヤ	未掲載		2	2025-04-23	2026-06-27	ヒーローズコミックスふらっと	餅田まか	9784868050612			書影のみ	済
name:合鴨ミケランジェロ|name:ふたりのけもの	ふたりのけもの	未掲載		2	2025-12-02	2026-06-27		合鴨ミケランジェロ	9784046601902			紹介文+書影	
name:ふに無9|name:303号室の神さま	303号室の神さま	未掲載		2	2025-06-28	2026-06-27		ふに無9	9784046602541			紹介文+書影	済
name:二重いち実|name:顔も思い出せない婚約者に、婚約解消を提案しましたが	顔も思い出せない婚約者に、婚約解消を提案しましたが	未掲載		2	2025-07-01	2026-06-22	ブリーゼコミックス	瑪々子 / 二重いち実	9784799220641			紹介文+書影	
name:梅原うめ|name:転生少女の底辺から始める幸せスローライフ	転生少女の底辺から始める幸せスローライフ	未掲載		2	2025-12-08	2026-06-22	Ride Comics	秋作	9784867168691			紹介文+書影	
name:かのん1988-|name:悪役令嬢はもう全部が嫌になったので、記憶喪失のふりをすることにした	悪役令嬢はもう全部が嫌になったので、記憶喪失のふりをすることにした	未掲載		2	2025-04-05	2026-06-22	ブリーゼコミックス	かのん / ゆずまんじゅう	9784799220337			紹介文+書影	済
name:幹藻ねずみ|name:実家に帰ったら甘やかされ生活が始まりました	実家に帰ったら甘やかされ生活が始まりました	未掲載		2	2024-09-06	2026-06-22	PASH!COMICS	しめさば / 幹藻ねずみ	9784391163322			紹介文+書影	
name:佐崎咲|name:子ども扱いしないでください!	子ども扱いしないでください!	未掲載		2	2025-10-27	2026-06-22	Regina COMICS	十屋つぐみ / 佐崎咲	9784434364570			紹介文+書影	済
name:ぽふぽふ|name:収納魔法が切実に欲しいと願っていたら、転生してしまった	収納魔法が切実に欲しいと願っていたら、転生してしまった	未掲載		2	2026-01-26	2026-06-22	GAコミック	狐豆 / ぽふぽふ	9784815630294			紹介文+書影	
name:シリ崎|name:俺のこと、好きにならないでね。	俺のこと、好きにならないでね。	未掲載		2	2025-10-13	2026-06-22	CITR COMICS	シリ崎	9784823609251			書影のみ	済
name:仲邑エンジツ|name:ムジナとミサキ	ムジナとミサキ	未掲載		2	2025-08-06	2026-06-22	YKコミックス	仲邑エンジツ	9784785980078			紹介文+書影	済
name:春雷|name:ダンジョンを造ろう	ダンジョンを造ろう	未掲載		2	2025-03-31	2026-06-22	ヴァルキリーコミックス	大盛無量 / くりきまる	9784799220177			紹介文+書影	済
name:篠崎ゆうま|name:わたくし、恋愛結婚がしたいんです。	わたくし、恋愛結婚がしたいんです。	未掲載		2	2025-03-31	2026-06-22	ブリーゼコミックス	篠崎ゆうま / 青柳朔	9784799220221			紹介文+書影	済
name:ソルレダ|name:ATMおじさん	ATMおじさん	未掲載		2	2026-03-23	2026-06-22	ヴァルキリーコミックス	林達永 / ソルレダ	9784799221426			紹介文+書影	
name:なんじゃもんじゃ|name:隠れ転生勇者	隠れ転生勇者	未掲載		2	2025-07-15	2026-06-20	MFC	なんじゃもんじゃ / 佐々川いこ	9784046601834			紹介文+書影	済
name:黒川裕美|name:贋 まがいもの	贋 まがいもの	未掲載		2	2025-07-15	2026-06-20	HARTA COMIX	よした	9784045000577			紹介文+書影	
name:榛名丼|name:薬売りの聖女	薬売りの聖女	未掲載		2	2025-07-15	2026-06-20	フロースコミック	鳴原千 / 榛名丼	9784046602954			紹介文+書影	済
name:佐藤宮|name:船長、問題ありません!	船長、問題ありません!	未掲載		2	2025-10-08	2026-06-20	HARTA COMIX	永吉美幸	9784045001147			紹介文+書影	済
name:T.I.Corp|name:老境博徒伝Soga	老境博徒伝Soga	未掲載		2	2025-09-03	2026-06-20	Kindai mahjong comics = 近代麻雀comics	さのさくら / T.I.Corp / 春壱	9784801987470			紹介文+書影	済
name:剃り残し|name:立ち飲み居酒屋でクーデレダウナー系女子大生が隣に来る話	立ち飲み居酒屋でクーデレダウナー系女子大生が隣に来る話	未掲載		2	2026-02-16	2026-06-20	ガンガンコミックスup!	剃り残し / 大窪太一	9784301003106			紹介文+書影	
name:弓きいろ|name:空の中	空の中	未掲載		2	2025-12-29	2026-06-20	花とゆめCOMICS. 自衛隊三部作シリーズ	有川浩 / 弓きいろ	9784592231011			紹介文+書影	済
name:八緒あいら|name:私は生贄のはずですが	私は生贄のはずですが	未掲載		2	2026-01-09	2026-06-20	ガンガンコミックスup!	灰音アサナ / 八緒あいら	9784301002604			紹介文+書影	済
name:御城夏|name:王たる股冠の輝きよ	王たる股冠の輝きよ	未掲載		2	2026-03-11	2026-06-20	ガンガンコミックスjoker	御城夏 / 綿和わた	9784301004035			紹介文+書影	
name:柊一葉|name:悪役令嬢はシナリオを知らない	悪役令嬢はシナリオを知らない	未掲載		2	2025-04-09	2026-06-20	KCx	柊一葉 / 藍川さくら	9784065392034			紹介文+書影	済
name:三沢ケイ|name:後宮の影公主	後宮の影公主	未掲載		2	2026-02-02	2026-06-20	フラワーコミックスα	栗美あい / ナフセ	9784098733682			紹介文+書影	済
name:谷原光|name:弾丸ビースト!	弾丸ビースト!	未掲載		2	2024-01	2026-06-20	ガンガンコミックスonline	谷原光	9784301005858			紹介文+書影	
name:ウシハシル|name:幼なじみはいつも先走る	幼なじみはいつも先走る	未掲載		2	2025-03-03	2026-06-20	YKコミックス	吉宗	9784785978655			紹介文+書影	済
name:活又ひろき|name:寡黙だけどめちゃくちゃノリの良い黒猫ちゃん	寡黙だけどめちゃくちゃノリの良い黒猫ちゃん	未掲載		2	2026-02-16	2026-06-20	ガンガンコミックスpixiv	活又ひろき	9784301003342			紹介文+書影	済
name:佐崎咲|name:奪ったのではありません、お姉様が捨てたのです	奪ったのではありません、お姉様が捨てたのです	未掲載		2	2025-09-27	2026-06-20	KCx	佐崎咲 / 紫彗冷泉	9784065408223			紹介文+書影	
name:Marita|name:君に贈るキヅタ	君に贈るキヅタ	未掲載		3	2025-09-27	2026-06-20	ジーンLINEコミックス	Marita	9784046600981			紹介文+書影	済
name:稚丸イトコ|name:初恋の少年は冷徹騎士に豹変していました	初恋の少年は冷徹騎士に豹変していました	未掲載		2	2025-12-02	2026-06-20	フロースコミック	雨咲はな / ひので淘汰	9784046601773			紹介文+書影	
name:はづきけい|name:元カノ先生は、ちょっぴりエッチな家庭訪問できみとの愛を育みたい。	元カノ先生は、ちょっぴりエッチな家庭訪問できみとの愛を育みたい。	未掲載		2	2025-03-19	2026-06-20	HJコミックス	猫又ぬこ / 七谷八尋	9784798637761			紹介文+書影	済
name:園内かな|name:傾国の美姫はステータス変更で素手喧嘩無敗になりました	傾国の美姫はステータス変更で素手喧嘩無敗になりました	未掲載		2	2026-03-06	2026-06-20	フラワーコミックスα	園内かな / 小呉みお	9784098733903			紹介文+書影	
name:夏河もか|name:グランアヴェール	グランアヴェール	未掲載		2	2025-10-01	2026-06-20	HJコミックス	ほなみ彩 / 神岡鳥乃	9784798638812			紹介文+書影	済
name:兎屋ドットコム|name:クラスで一番かわいいギャルを餌付けしている話	クラスで一番かわいいギャルを餌付けしている話	未掲載		2	2025-10-08	2026-06-20	ガンガンコミックスup!	白乃友 / QKP	9784301000877			紹介文+書影	
name:黒坂錬|name:キラーズファミリア	キラーズファミリア	未掲載		2	2025-10-08	2026-06-20	ガンガンコミックス	QKP	9784301001164			紹介文+書影	
name:カバー株式会社|name:ウェスタdeクッキング	ウェスタdeクッキング	未掲載		2	2025-05-30	2026-06-20	ガンガンコミックスup!	ヨハネ / カバー株式会社	9784301004905			紹介文+書影	済
name:酉村|name:はじめまして#初恋配信中	はじめまして#初恋配信中	未掲載		2	2026-03-27	2026-06-20	ヤングガンガンコミックス	竹輪つぼみ	9784301004172			紹介文+書影	済
name:中島直俊|name:聖女ルネスと獣の少年	聖女ルネスと獣の少年	未掲載		2	2025-09-20	2026-06-15	SDC YLシリーズ / 異世界SDC	中島直俊 / 秋乃茉莉	9784867781852			書影のみ	済
name:東雲pub.|name:バニーナイト・トリートメント	バニーナイト・トリートメント	未掲載		2	2026-03-16	2026-06-15	ビッグコミックス	熊雪ふる	9784098637768			紹介文+書影	済
name:越谷美咲|name:香港ネクロポリス	香港ネクロポリス	未掲載		2	2025-11-22	2026-06-13	HARTA COMIX	越谷美咲	9784045001123			紹介文+書影	
name:ましろ雪|name:藤堂秘書は今日も塩対応	藤堂秘書は今日も塩対応	未掲載		2	2026-02-02	2026-06-13	プチコミックフラワーコミックスα	ましろ雪	9784098733484			紹介文+書影	済
name:桃缶|name:花見小路北日記	花見小路北日記	未掲載		2	2025-06-14	2026-06-13	マーガレットコミックス	西海ミナト	9784088431499			紹介文+書影	済
name:宮之みやこ|name:聖女が来るから「君を愛することはない」と言われたのでお飾り王妃に徹していたら、聖女が5歳だったので全力で愛します!!	聖女が来るから「君を愛することはない」と言われたのでお飾り王妃に徹していたら、聖女が5歳だったので全力で愛します!!	未掲載		2	2025-05-30	2026-06-13	MGC. Web comic beat's series	宮之みやこ / 桛深ビスホ	9784800015976			紹介文+書影	済
name:ねこまき|name:深夜3時のくろねこ喫茶	深夜3時のくろねこ喫茶	未掲載		2	2025-10-03	2026-06-13	OZ comics	ねこまき	9784813795155			紹介文+書影	済
name:三ツ矢彰|name:法の番人は守る世界を選べない	法の番人は守る世界を選べない	未掲載		2	2025-03-19	2026-06-13	モーニングKC	師走トオル / 三ツ矢彰	9784065387948			紹介文+書影	済
name:北駒生|name:書くなる我ら	書くなる我ら	未掲載		2	2025-11-15	2026-06-13	モーニングKC	北駒生	9784065414378			紹介文+書影	済
name:梅星あやめ|name:悪役令嬢はスローライフをエンジョイしたい!	悪役令嬢はスローライフをエンジョイしたい!	未掲載		2	2025-11-08	2026-06-13	isekai f	夕薙 / 雨宮れん	9784838733620			紹介文+書影	済
name:無機質|name:怪しいおまわりさん	怪しいおまわりさん	未掲載		2	2025-04-12	2026-06-13	ヤングジャンプコミックス	無機質	9784088936369			紹介文+書影	
name:あずまたま|name:左遷された第三王女は『辺境改革』を始めます!!	左遷された第三王女は『辺境改革』を始めます!!	未掲載		2	2025-06-14	2026-06-13	ヤングジャンプコミックス	日之影ソラ / あずまたま	9784088937298			紹介文+書影	済
name:イズミダフユキ|name:夜鷹ふたたび	夜鷹ふたたび	未掲載		2	2026-03-13	2026-06-13	モーニングKC	星海ユミ	9784065422533			紹介文+書影	済
name:倉瀬しの|name:夜を教えて千夜来くん	夜を教えて千夜来くん	未掲載		2	2026-02-23	2026-06-13	マーガレットコミックス	辰川皐	9784088432410			紹介文+書影	済
name:雨田青|name:ミライライフライ	ミライライフライ	未掲載		2	2025-07-11	2026-06-13	アフタヌーンKC	雨田青	9784065400470			紹介文+書影	
name:美波はるこ|name:ブラックリストの食えない男	ブラックリストの食えない男	未掲載		2	2025-10-17	2026-06-13	office YOU COMICS	美波はるこ	9784420154925			紹介文+書影	済
name:座紀光倫|name:ナースの取扱説明書	ナースの取扱説明書	未掲載		2	2026-02-09	2026-06-13	モーニングKC	座紀光倫	9784065426845			紹介文+書影	済
name:saku漫画家|name:グランニューデイズ	グランニューデイズ	未掲載		2	2026-01-09	2026-06-13	集英社ホームコミックス. オギャー!!	saku漫画家	9784834233506			紹介文+書影	済
name:烏丸紫明|name:わたくしに恋してください!	わたくしに恋してください!	未掲載		2	2025-12-02	2026-06-13	フロースコミック	花形怜 / 鳥羽井ゆせん	9784046601742			紹介文+書影	済
name:スガレオン|name:ぼくの壊れた正義はループする異世界で愛と罪を天秤にかける	ぼくの壊れた正義はループする異世界で愛と罪を天秤にかける	未掲載		2	2025-06-21	2026-06-13	ヤングジャンプコミックス	すずの木くろ / スガレオン	9784088937205			紹介文+書影	済
