series_key	title	class	subtitle	vols	first_date	last_date	imprints	authors	isbn	既存頁slug	類似頁	材料	著者既掲載
qid:Q11316376|name:ロボットポンコッツ スペシャリスト編	ロボットポンコッツ スペシャリスト編	未掲載		2	2015-10	2015-10	KCDX	下田淳 / タモリはタル / レッド・エンタテインメント	9784063773316		robot-ponkottsu	未取得	済
name:雨市|name:07-GHOST	07-GHOST	同題別著者(要確認)		3	2015-08	2015-10	IDコミックス	雨市	9784758031011			未取得	済
name:重松成美|name:BABEL	BABEL	同題別著者(要確認)		5	2012-05	2015-09	IKKI COMICS / Ikki comix	重松成美	9784091885845			未取得	済
name:座紀光倫|name:ROSE GUNS DAYS Last Season	ROSE GUNS DAYS Last Season	未掲載		2	2015-08	2015-08	ビッグガンガンコミックス	座紀光倫	9784757547209			書影のみ	済
name:東条さかな|name:Rewrite:SIDE-B	Rewrite:SIDE-B	未掲載		8	2011-04	2015-07	アスキー・メディアワークス / 電撃コミックス	東条さかな / KEY by Ylab	9784048652827			紹介文+書影	済
qid:Q618883|name:将太の寿司2	将太の寿司2	未掲載		2	2015-01	2015-06	イブニングKC	寺沢大介	9784063545524		shouta-no-sushi	未取得	済
qid:Q7497596|name:ドカベン ドリームトーナメント編 別巻	ドカベン ドリームトーナメント編 別巻	未掲載		5	2012-09-20	2015-04-15	SHŌNEN CHAMPION COMICS / 少年チャンピオン・コミックス	水島新司	9784253219051		dokaben	未取得	済
qid:Q5209147|name:西遊妖猿伝 西域篇	西遊妖猿伝 西域篇	未掲載		6	2009-06	2015-04	モーニングKC	諸星大二郎	9784063728088		saiyuu-youenden	未取得	済
qid:Q11538067|name:本当にあった笑える話	本当にあった笑える話	未掲載		2	2007-01	2015-04	 / ぶんか社ムック	桜木さゆみ / すみれいこ / チャールズ後藤	9784821166169			未取得	済
qid:Q11585349|name:アイムホーム	アイムホーム	未掲載		2	2015-04	2015-04	ビッグコミックススペシャル	石坂啓	9784091870865			紹介文+書影	済
qid:Q3045424|name:範馬刃牙 史上最強の親子喧嘩編	範馬刃牙 史上最強の親子喧嘩編	未掲載		7	2014-08	2015-02	Akita top comics wide	板垣恵介	9784253247528		hanma-baki	未取得	済
name:茶鳥木明代|name:デュラララ!! 黄巾賊編	デュラララ!! 黄巾賊編	未掲載		3	2013-10	2015-01	G fantasy comics	茶鳥木明代 / 成田良悟	9784757541115		durarara	未取得	済
qid:Q7784543|name:シルバークロス	シルバークロス	同題別著者(要確認)		3	2014-07	2014-10		藤子不二雄Ⓐ	9784778032852			未取得	済
name:CUTEG|name:彼女がフラグをおられたら～ルートラブ～	彼女がフラグをおられたら～ルートラブ～	未掲載		2	2014-04-02	2014-07-02	シリウスKCDX	綾咲千城 / CUTEG / 竹井10日	9784063769746			紹介文+書影	済
qid:Q11275808|name:駅弁ひとり旅ザ・ベスト	駅弁ひとり旅ザ・ベスト	未掲載		4	2013-09	2014-05	ACTION COMICS	はやせ淳	9784575842821		ekiben-hitoritabi	未取得	済
name:中目黒さくら|name:キャッツ♥愛	キャッツ♥愛	未掲載		8	2011-04	2014-04	ゼノンコミックス	阿左維シン / 北条司 / 中目黒さくら	9784199800023			書影のみ	済
name:弓弦イズル|name:IS	IS	同題別著者(要確認)		5	2010-12	2014-01	MFコミックス / OVERLAP COMICS	弓弦イズル	9784840137171			未取得	
qid:Q11669995|name:リトルバスターズ!	リトルバスターズ!	未掲載		6	2009-04	2013-12	電撃コミックス	KEY by Ylab / 高木信孝	9784048661720			未取得	済
qid:Q11371047|name:SPEC～結～	SPEC～結～	未掲載		2	2013-11	2013-12	角川コミックス・エース	了春刀 / 西荻弓絵	9784041208885			書影のみ	済
name:アイディアファクトリー|name:薄桜鬼	薄桜鬼	同題別著者(要確認)		4	2010-06	2013-10	B's log comics / ビーズログコミックス	二宮サチ / アイディアファクトリー / デザインファクトリー	9784047265318		hakuouki-esuesueru-sweet-school-life	未取得	済
name:オーガスト|name:大図書館の羊飼い	大図書館の羊飼い	同題別著者(要確認)		2	2013-02	2013-10	MFコミックス	佃煮のりお / オーガスト	9784840150040			書影のみ	済
name:平井和正|name:ウルフガイ	ウルフガイ	同題別著者(要確認)		2	2013-09	2013-10	King series	平井和正 / かどたひろし	9784862259493			未取得	済
qid:Q275121|name:アルカナ	アルカナ	未掲載		2	2013-10	2013-10	角川コミックス・エース	小手川ゆあ	9784041209240			紹介文+書影	済
name:Key|name:リトルバスターズ!	リトルバスターズ!	未掲載		4	2008-09	2013-09	角川コミックス・エース	あなぐらもぐら / KEY by Ylab / 黒八	9784041206300			未取得	済
qid:Q725387|name:聖闘士星矢EPISODE.G	聖闘士星矢EPISODE.G	未掲載		21	2003-07-20	2013-08	チャンピオンREDコミックス / チャンピオンREDコミックス Champion RED Comics	車田正美 / 岡田芽武	9784253231107		saint-seiya	未取得	済
qid:Q749265|name:C0DE:BREAKER	C0DE:BREAKER	未掲載		14	2011-06	2013-07-17	講談社キャラクターズA / 講談社コミックス / 講談社コミックスマガジン	上条明峰	9784063584097			紹介文+書影	済
qid:Q11641774|name:ぱら★いぞ	ぱら★いぞ	未掲載		2	2011-02	2013-07	Wani magazine comics special	道満晴明	9784862691583			なし	済
qid:Q967455|name:BROTHERS	BROTHERS	同題別著者(要確認)		5	2013-02	2013-06	King series	叶精作 / 小池一夫	9784862258885			未取得	済
qid:Q208582|name:ドラゴンボール フリーザ編	ドラゴンボール フリーザ編	未掲載		5	2013-04-09	2013-04-09	ジャンプ・コミックス	鳥山明	9784088707129		dragon-ball	未取得	済
qid:Q11574300|name:チェンジH	チェンジH	同題別著者(要確認)		7	2009-12	2013-04	TSコミックス	長月みそか / 綾杉つばき / 吉田悟郎	9784785932787			未取得	済
name:桑原水菜|name:イルゲネス 偽翼の交響曲	イルゲネス 偽翼の交響曲	未掲載		3	2011-10	2013-04	Avarus series	桑原水菜 / 石据カチル	9784800000064		irugenesu	未取得	済
qid:Q11623533|name:【急募】村長さん	【急募】村長さん	未掲載		2	2012-08-25	2013-03-25	花とゆめCOMICS	藤原規代	9784592190561			書影のみ	済
name:菅正太郎|name:輪廻のラグランジェ	輪廻のラグランジェ	同題別著者(要確認)		4	2012-01	2013-03	ヤングガンガンコミックス	吉岡公威 / 菅正太郎	9784757534773			未取得	済
name:茶鳥木明代|name:デュラララ!! 罪歌編	デュラララ!! 罪歌編	未掲載		2	2012-09	2013-03	GFC super	茶鳥木明代 / 成田良悟	9784757537118		durarara	未取得	済
qid:Q418449|name:吉田秋生	吉田秋生	未掲載		2	1982-07-15	2012-12-12	 / フラワーコミックスマスターピーシーズ	吉田秋生	0371820482831		yoshida-akimi-the-best-selection	未取得	済
qid:Q6378134|name:銀河英雄伝説	銀河英雄伝説	同題別著者(要確認)		32	1990-02-25	2012-10	Animage chara comics / Animage comics special / Chara comics	田中芳樹 / 道原かつみ	9784197701377		ginga-eiyuu-densetsu-gaiden-ougon-no-tsubasa	未取得	済
qid:Q17572|name:UTOPIA	UTOPIA	同題別著者(要確認)		2	1991-02-03	2012-09-30	The complete works of Fujiko・F・Fujio / 中公コミックス	藤子不二雄 / 藤子不二雄Ⓐ / 藤子・F・不二雄	9784091435026		utopia-saigo-no-sekai-taisen	紹介文+書影	済
qid:Q2875041|name:極道の食卓 獄中編	極道の食卓 獄中編	未掲載		2	2011-10	2012-07	プレイコミック・シリーズ	立原あゆみ	9784253251242		gokudou-no-shokutaku	未取得	済
qid:Q11363492|name:新カラテ地獄変 孤狼放浪編	新カラテ地獄変 孤狼放浪編	未掲載		2	2012-06	2012-07	KCDX	梶原一騎 / 中城けんたろう	9784063766585			未取得	済
qid:Q1578169|name:林檎と蜂蜜 憂鬱な赤林檎編	林檎と蜂蜜 憂鬱な赤林檎編	未掲載		5	2012-02	2012-04	集英社文庫	宮川匡代	9784086192231		ringo-to-hachimitsu	未取得	済
qid:Q463078|name:女子高生 バカ軍団波乱の修学旅行	女子高生 バカ軍団波乱の修学旅行	未掲載		2	2011-12	2011-12	双葉文庫	大島永遠	9784575727838			書影のみ	済
qid:Q873283|name:Dear	Dear	同題別著者(要確認)		6	2011-07	2011-12	ガンガンコミックスjoker	藤原ここあ	9784757532915		dear	未取得	済
qid:Q10938181|name:神曲奏界ポリフォニカ	神曲奏界ポリフォニカ	同題別著者(要確認)		3	2009-06	2011-11	Flex comix	米村孝一郎 / 大迫純一	9784797355017			未取得	済
name:一川未宇|name:まんがグリム童話	まんがグリム童話	同題別著者(要確認)		2	2010-01	2011-11	まんがグリム童話	小山田いく / 空路 / 天ヶ江ルチカ	9784821172368			未取得	済
name:ひらく椥|name:薄桜鬼 新選組奇譚	薄桜鬼 新選組奇譚	未掲載		2	2011-07	2011-10	シルフコミックス	ひらく椥 / オトメイト / 「薄桜鬼碧血録」製作委員会	9784048706223		hakuouki	書影のみ	済
name:茶谷あみ|name:君のせい～傷跡～	君のせい～傷跡～	未掲載		2	2011-03	2011-10	アルカナコミックス	茶谷あみ / 咲良色	9784797361056		kimi-no-sei	未取得	済
qid:Q11280195|name:天上天下唯我独尊 スペシャル	天上天下唯我独尊 スペシャル	未掲載		5	2011-03	2011-07	Gコミックス	もりやまつる	9784537157758		tenjou-tenge-yuiga-dokuson	未取得	済
qid:Q11551675|name:胡蝶伝説 六本木激闘編	胡蝶伝説 六本木激闘編	未掲載		2	2011-02	2011-06	Queen's comics	池田ユキオ	9784088656182		ageha-densetsu	未取得	済
qid:Q11534451|name:盗撮影手パパラッチ	盗撮影手パパラッチ	同題別著者(要確認)		3	2011-05	2011-06	King series / King series 漫画スーパーワイド	小池一夫 / 柳澤一明	9784862257338			未取得	済
name:つか絵夢子|name:まんがグリム童話	まんがグリム童話	同題別著者(要確認)		2	2007-04	2011-05	まんがグリム童話	岡田純子 / 安武わたる / 空路	9784821171576			未取得	済
qid:Q1015799|name:DEAR BOYS ACTⅢ	DEAR BOYS ACTⅢ	未掲載		6	2009-06-17	2011-02-17	KCGM	八神ひろき	9784063712018		dear-boys	未取得	済
qid:Q912386|name:わたしにXXしなさい!	わたしにXXしなさい!	未掲載		5	2009-10-06	2011-02-04	講談社コミックスなかよし	遠山えま	9784063642360			紹介文+書影	済
qid:Q1721423|name:太陽の黙示録 建国編	太陽の黙示録 建国編	未掲載		9	2008-07	2011-02	ビッグコミックス	かわぐちかいじ	9784091820181		taiyou-no-mokushiroku	未取得	済
name:梅原猛|name:ヤマトタケル	ヤマトタケル	同題別著者(要確認)		4	1988-01	2011-02	 / あすかコミックス / 山岸凉子スペシャルセレクション	梅原猛 / 山岸凉子	9784048520867			未取得	済
qid:Q3181532|name:テニスの王子様 完全版 season 1	テニスの王子様 完全版 season 1	未掲載		2	2010-12	2011-02	愛蔵版コミックス	許斐剛	9784087823141		tennis-no-ouji-sama	未取得	済
qid:Q10884012|name:ユダヤ人大富豪の教え スイス篇	ユダヤ人大富豪の教え スイス篇	未掲載		2	2011-01	2011-01		今谷鉄柱	9784479793106		yudayajin-daifugou-no-oshie	未取得	済
name:長尾朋寿|name:ホロ酔い酒房	ホロ酔い酒房	同題別著者(要確認)		5	2006-01	2011-01	マンサンQコミックス / マンサンコミックス	長尾ともひさ	9784408169651			未取得	済
qid:Q6102301|name:つぼみ	つぼみ	未掲載		4	2009-11	2010-12	Manga time KR comics	磯本つよし / 関谷あさみ / 吉富昭仁	9784832278585			書影のみ	済
name:D3パブリッシャー|name:VitaminZ	VitaminZ	同題別著者(要確認)		2	2010-05	2010-12	ビーズログコミックス	住吉文子 / D3パブリッシャー	9784047265301			未取得	済
name:高殿円|name:神曲奏界ポリフォニカ	神曲奏界ポリフォニカ	同題別著者(要確認)		3	2009-09-30	2010-11-30	PRINCESS COMICS	藤丘ようこ / 高殿円	9784253194976			未取得	済
qid:Q11267671|name:星のカービィ	星のカービィ	同題別著者(要確認)		17	1996-04	2010-11-02	てんとう虫コミックススペシャル / ぴっかぴかコミックス カラー版	さくま良子	9784091402882		hoshi-no-kirby-pupupu-na-mainichi	未取得	済
name:寺澤広蔵|name:（新）ブラックジャックによろしく	（新）ブラックジャックによろしく	未掲載		3	2009-11-04	2010-10	Big spirits comics special	佐藤秀峰 / 寺澤広蔵	9784091827005			未取得	済
qid:Q7499514|name:純愛特攻隊長!　本気	純愛特攻隊長!　本気	未掲載		3	2010-01	2010-10	講談社コミックスB	清野静流	9784063416640		junai-tokkou-taichou	未取得	済
name:夏目漱石|name:三四郎	三四郎	同題別著者(要確認)		2	2010-05	2010-08	MANGA BUNGOシリーズ / マンガで読む名作	夏目漱石 / 上田しんご / 加藤礼次朗	9784537125818			未取得	済
name:関川哲夫|name:ヘルボーイ	ヘルボーイ	同題別著者(要確認)		3	2008-08	2010-06	Jive American comicsシリーズ	関川哲夫	9784861765384			未取得	
name:ごぉ|name:ひまわり	ひまわり	同題別著者(要確認)		2	2010-04	2010-06	角川コミックス・エース	森崎くるみ / ごぉ / ぶらんくのーと	9784047154445			未取得	済
qid:Q471103|name:劇画家畜人ヤプー	劇画家畜人ヤプー	同題別著者(要確認)		2	1983-06	2010-03-18		石ノ森章太郎 / 沼正三	9784780801439			未取得	済
name:九猫あざみ|name:新ラブツナ	新ラブツナ	同題別著者(要確認)		2	2009-11	2010-02	ピクト・コミックス	九猫あざみ	9784904312636			未取得	
name:鳴海涼|name:スポットライト	スポットライト	同題別著者(要確認)		3	2009-07	2010-01	KCDX	鳴海涼	9784063757521			未取得	済
name:夏生恒|name:誰にも言えない(秘)	誰にも言えない(秘)	未掲載		6	2005-03-23	2009-11-06	ガールズポップコレクション / ダイヤモンドコミックス. ガールズポップコレクション	夏葉ヤシ / 夏生恒 / 将貴和寿	9784790114369			未取得	済
qid:Q11272160|name:スティッチ!	スティッチ!	同題別著者(要確認)		2	2009-04-01	2009-11-02	てんとう虫コミックススペシャル	つきりのゆみ	9784091408143			未取得	済
name:川内康範|name:月光仮面 平和の章	月光仮面 平和の章	未掲載		3	2009-09-03	2009-09-03	マンガショップシリーズ	川内康範 / 桑田二郎	9784775913307			未取得	済
name:天ケ江ルチカ|name:まんがグリム童話	まんがグリム童話	同題別著者(要確認)		2	2009-04	2009-08	まんがグリム童話	小山田いく / 藤田あつ子 / 北川玲子	9784821187928			未取得	済
name:きだたつみ|name:つぼみ	つぼみ	未掲載		2	2009-02	2009-08	Manga time KR comics	宇河弘樹 / 宮内由香 / 吉富昭仁	9784832277786			書影のみ	済
name:菊池一|name:（新）ブラックジャックによろしく	（新）ブラックジャックによろしく	未掲載		6	2007-04-01	2009-06-03	Big spirits comics special	佐藤秀峰 / 菊池一 / 寺澤広蔵	9784091811899			未取得	済
qid:Q11549680|name:真・カルラ舞う!	真・カルラ舞う!	未掲載		8	2006-12	2009-06	BONITA COMICS	永久保貴一	9784253097154			未取得	済
qid:Q11269443|name:海の大陸Noa×	海の大陸Noa×	同題別著者(要確認)		2	2008-07	2009-06	KCDX	じゅきあきら・T・	9784063755312		shinsouban-umi-no-tairiku-noa	未取得	済
qid:Q11280478|name:三国志	三国志	同題別著者(要確認)		3	2009-05	2009-06	King series	やまさき拓味	9784862254467			未取得	済
qid:Q5209147|name:西遊妖猿伝 大唐篇	西遊妖猿伝 大唐篇	未掲載		10	2009-01	2009-05	モーニングKCDX	諸星大二郎	9784063756616		saiyuu-youenden	未取得	済
qid:Q11534127|name:ドリームキング	ドリームキング	未掲載		5	2005-04	2009-05	GS comics / YKコミックス	柳内大樹	9784056038811		dream-king	未取得	済
qid:Q468761|name:キメラ	キメラ	同題別著者(要確認)		2	2009-04	2009-05	Zero comics	こだか和麻	9784862635709			未取得	済
qid:Q47582971|name:ねこぱんち	ねこぱんち	同題別著者(要確認)		3	2007-12	2009-05	にゃんcomi	たらさわみち	9784785928643		neko-punch-deka-mori	未取得	済
qid:Q193300|name:新寳島	新寳島	未掲載		2	2009-03	2009-03-04		酒井七馬 / 手塚治虫	9784778031084			紹介文+書影	済
name:姫川明|name:ゼルダの伝説	ゼルダの伝説	同題別著者(要確認)		10	2000-02-25	2009-03-03	てんとう虫コミックススペシャル	姫川明	9784091401168		zelda-no-densetsu-twilight-princess	未取得	済
name:コンプティーク|name:らき・すたコミックアラカルト	らき・すたコミックアラカルト	未掲載		4	2007-09	2009-03	単行本コミックス	コンプティーク編集部	9784048541268			書影のみ	
name:茶留たかふみ|name:漫画版世界の歴史	漫画版世界の歴史	未掲載		2	2009-01	2009-02	集英社文庫	茶留たかふみ / 井上大助 / 本村凌二	9784087463255			紹介文+書影	済
name:ペプシ|name:骸VSヒバリ	骸VSヒバリ	同題別著者(要確認)		2	2008-07	2008-11	ピクト・コミックス	ペプシ	9784904312001			未取得	
qid:Q11367095|name:CROWN	CROWN	同題別著者(要確認)		5	2006-09	2008-10	Blade comics	中西達郎	9784861272950			未取得	済
qid:Q22129976|name:矢車剣之助 迅雷編	矢車剣之助 迅雷編	未掲載		3	2008-08-15	2008-08-15	MANGA Shop Series	堀江卓	9784775912492		yaguruma-kennosuke	未取得	済
name:ナツミチハル|name:誰にも言えない(秘)	誰にも言えない(秘)	未掲載		2	2008-01-30	2008-07-06	ガールズポップコレクション / ダイヤモンドコミックス. ガールズポップコレクション	夏生恒 / 俊成有人 / ナツミチハル	9784790120513			未取得	済
qid:Q516177|name:マッハgo go go	マッハgo go go	同題別著者(要確認)		2	2008-06	2008-07		吉田竜夫	9784777109494		mach-gogogo	未取得	済
qid:Q5508584|name:地球へ…	地球へ…	同題別著者(要確認)		2	2007-10	2008-05	G fantasy comics	林ふみの / 竹宮惠子	9784757521193			未取得	済
qid:Q11653035|name:HR	HR	同題別著者(要確認)		2	2006-11	2008-05	Kirara menu	長月みそか	9784832275997			未取得	済
qid:Q11385285|name:悪滅	悪滅	未掲載		2	2008-02	2008-03	Akita top comics wide	余湖裕輝 / 田畑由秋	9784253244510			なし	済
qid:Q41698730|name:ダークネス	ダークネス	未掲載		4	2006-07	2008-03		魔木子	9784821183203			未取得	済
name:野奇夜|name:Darker than black	Darker than black	同題別著者(要確認)		2	2007-08	2008-01	あすかコミックスDX	野奇夜 / 岡村天斎 / BONES	9784048541152			未取得	済
name:こうじま奈月|name:君主サマの恋のお相手	君主サマの恋のお相手	未掲載		2	2003-03	2007-12	Be-boy comics	こうじま奈月	9784835214290			書影のみ	済
qid:Q11242372|name:阿佐谷腐れ酢学園	阿佐谷腐れ酢学園	未掲載		2	2003-05	2007-11	Wani magazine comics special	SABE	9784862690388			なし	済
qid:Q3045424|name:バキ 神の子激突編	バキ 神の子激突編	未掲載		2	2007-10	2007-11	Akita top comics wide	板垣恵介	9784253243247			なし	済
qid:Q403201|name:ストロベリーちゃんの超華麗な生活	ストロベリーちゃんの超華麗な生活	未掲載		2	2004-04	2007-11	Zero comics	森永あい	9784835215754			書影のみ	済
qid:Q3045424|name:バキ 中国大擂台賽編	バキ 中国大擂台賽編	未掲載		2	2007-08	2007-09	Akita top comics wide	板垣恵介	9784253243223			なし	済
qid:Q9013687|name:Doubt!	Doubt!	同題別著者(要確認)		2	2002-09	2007-05	JOUR COMICS / 双葉文庫名作シリーズ	名香智子	9784575332759			未取得	済
qid:Q2279877|name:CROWS	CROWS	同題別著者(要確認)		17	2006-07	2007-04	SHONEN CHAMPION COMICS	髙橋ヒロシ	9784253211413			書影のみ	済
name:長尾文子|name:犬神家の一族	犬神家の一族	同題別著者(要確認)		2	2004-02	2007-01	Akita top comics wide / サスペリアミステリーコミックス	横溝正史 / 長尾文子	9784253185110			未取得	
qid:Q11385132|name:（新）マリエにお手!	（新）マリエにお手!	未掲載		2	2006-08	2006-10		佐香厚子	9784925187800			未取得	済
qid:Q11274881|name:リベロの武田	リベロの武田	未掲載		2	2006-07	2006-08	Missy comics	にわのまこと	9784776719533			未取得	済
qid:Q467415|name:Cat's・eye	Cat's・eye	未掲載		15	2005-11	2006-07	Tokuma comics	北条司	9784197803170			書影のみ	済
qid:Q17349658|name:本当にあった〔○生〕ここだけの話	本当にあった〔○生〕ここだけの話	未掲載		2	2005-12	2006-06	まんがタイムmy pal comics	鈴木ぺんた / 小池恵子 / 後藤ユタカ	9784832264311			未取得	済
qid:Q11532611|name:まんがグリム童話	まんがグリム童話	同題別著者(要確認)		3	2003-12	2006-06	まんがグリム童話	板東いるか	9784821180608			未取得	済
name:ダークホースコミックス|name:ヘルボーイ	ヘルボーイ	同題別著者(要確認)		2	2004-11	2006-05	Jive American comicsシリーズ	アウルズ・エージェンシー / ダークホースコミックス / 堺三保	9784861760143			未取得	
qid:Q11370397|name:ゾーンゼロゼロ	ゾーンゼロゼロ	未掲載		2	2005-02	2006-02	Zero comics	九条キヨ	9784835217079			書影のみ	済
name:きむらゆういち|name:あらしのよるに	あらしのよるに	同題別著者(要確認)		2	2005-12	2006-01-05	ぴっかぴかコミックスアニメ版 / マガジンZ KC	樋野友行 / きむらゆういち / 杉井ギサブロー	9784063492323			未取得	済
name:コンプティーク|name:SHUFFLE!コミックアラカルト	SHUFFLE!コミックアラカルト	未掲載		3	2005-01-08	2005-12-10	角川コミックス・エース	コンプティーク編集部	9784047136854			なし	
name:矢立肇|name:∀ガンダム	∀ガンダム	同題別著者(要確認)		2	2005-11	2005-12	Gレジェンドコミックス	矢立肇 / 富野由悠季 / ときた洸一	9784063721072			書影のみ	済
name:高橋ユキ|name:ヴァンパイア	ヴァンパイア	同題別著者(要確認)		2	2004-03	2005-10	ピチコミックス	高橋ユキ	9784056033724			未取得	済
qid:Q1738755|name:Gunsmith cats	Gunsmith cats	未掲載		4	2005-07	2005-10	アフタヌーンKCDX	園田健一	9784063720396		gunsmith-cats-burst	未取得	済
qid:Q11618228|name:Engage	Engage	同題別著者(要確認)		2	2005-07	2005-10	MBコミックス	草薙竜樹	9784408434254			書影のみ	済
qid:Q958256|name:元祖天才バカボン	元祖天才バカボン	未掲載		4	2005-09	2005-09	赤塚不二夫漫画大全集	赤塚不二夫	9784090017599			未取得	済
name:矢立肇|name:機動新世紀ガンダムX	機動新世紀ガンダムX	同題別著者(要確認)		3	2005-06	2005-08	講談社コミックス	矢立肇 / 富野由悠季 / ときた洸一	9784063720297			未取得	済
name:鈴木光司|name:リング	リング	同題別著者(要確認)		2	2005-06	2005-06	単行本コミックス	MEIMU / 高橋洋 / 鈴木光司	9784048538596			未取得	済
name:滝沢馬琴|name:八犬伝	八犬伝	同題別著者(要確認)		18	1995-08	2005-02	HMB / ニュータイプ100%コミックス	碧也ぴんく / 滝沢馬琴	9784048525848			未取得	済
qid:Q958269|name:キャプテン翼 ワールドユース編	キャプテン翼 ワールドユース編	未掲載		26	1994-12	2005-02	ジャンプ・コミックス / 集英社文庫 コミック版	高橋陽一	9784086182225		captain-tsubasa	未取得	済
qid:Q11277050|name:Cherry	Cherry	同題別著者(要確認)		2	2004-02	2005-01	WANI MAGAZINE COMICS / ワニマガジン・コミックス	ふじいあきこ / 秋山道夫	9784898299517			未取得	済
name:Sabe|name:初体験白書	初体験白書	未掲載		2	1998-11	2004-12	ワールドコミックスmax	SABE	9784765923224			なし	済
qid:Q11541939|name:Imagine 29	Imagine 29	未掲載		5	2000-10	2004-12	コーラスシリーズ / 集英社文庫	槇村さとる	9784086182638			書影のみ	済
name:西村ミツル|name:星に願いを	星に願いを	同題別著者(要確認)		2	2004-06	2004-10	ヤングジャンプ・コミックスBJ	堀口純男 / 西村ミツル	9784088766294			未取得	済
name:ノアール出版|name:大海賊時代	大海賊時代	未掲載		2	2002-02	2004-10		ノアール出版	9784860020361			なし	済
qid:Q348436|name:Happy!	Happy!	同題別著者(要確認)		38	1994-04	2004-08	BIG COMICS SPECIAL / ビッグコミックス	浦沢直樹	9784091834010			書影のみ	済
qid:Q11518743|name:マイニチ	マイニチ	未掲載		2	1994-10	2004-07	Bamboo comics / リターン・フェスティバル	木村千歌	9784765905763			なし	済
name:伊月慶悟|name:Point・D	Point・D	同題別著者(要確認)		3	2004-04	2004-05	Tokuma favorite comics	勘崎順次 / 伊月慶悟	9784197802272			未取得	済
qid:Q1851836|name:東京ミュウミュウ あ・ら・もーど	東京ミュウミュウ あ・ら・もーど	未掲載		2	2003-11-06	2004-04-06	講談社コミックスなかよし	講談社 / 征海美亜	9784063640342		tokyo-myuumyuu	未取得	済
name:河出書房新社|name:九龍	九龍	未掲載		6	2001-04	2003-11			9784309728032			書影のみ	
name:矢立肇|name:Theビッグオー	Theビッグオー	同題別著者(要確認)		2	2003-03	2003-10	マガジンZ KC	矢立肇 / ありがひとし	9784063491210			未取得	済
qid:Q43427119|name:コンシェルジュ	コンシェルジュ	同題別著者(要確認)		2	2003-01	2003-08	講談社コミックスBE LOVE	楠木あると	9784063190823			未取得	済
name:高城可奈|name:嵐のデスティニィ second stage	嵐のデスティニィ second stage	未掲載		3	2001-05	2003-07-30	Crimson Comics / クリムゾンコミックス	高城可奈	9784420170307		arashi-no-destiny	未取得	済
qid:Q11542157|name:まんがグリム童話	まんがグリム童話	同題別著者(要確認)		6	2002-01-15	2003-07-20	Kodansha sophia books	樋口雅一 / 西村佑子 / 池田香代子	9784062691659			未取得	済
qid:Q53764804|name:幸せ咲いた	幸せ咲いた	未掲載		3	2003-02	2003-05	Judy comics	ありさか邦	9784091692610			紹介文+書影	済
qid:Q3082793|name:ドラゴンクエストダイの大冒険	ドラゴンクエストダイの大冒険	同題別著者(要確認)		5	1995-12	2003-04	Shueisha jump remix / ジャンプ・コミックスデラックス	三条陸	9784081062898			未取得	済
qid:Q7784543|name:シルバー・クロス	シルバー・クロス	同題別著者(要確認)		2	2003-03	2003-03	藤子不二雄Aランド	藤子不二雄Ⓐ	9784835430447			未取得	済
qid:Q11382767|name:幸せな結婚	幸せな結婚	未掲載		2	2002-01	2003-02	ミッシィコミックス	佐伯かよの	9784872875980			なし	済
name:しのざき薫|name:幸せな結婚	幸せな結婚	未掲載		2	2002-11	2003-02	Missy comics	柴田あや子 / 三浦浩子 / 文月今日子	9784872877335			なし	済
name:石川賢＆ダイナミックプロ|name:虚無戦記	虚無戦記	同題別著者(要確認)		5	2002-04	2002-12	双葉文庫名作シリーズ	石川賢＆ダイナミックプロ	9784575723861			未取得	
qid:Q11501218|name:Loveless	Loveless	同題別著者(要確認)		2	2001-06-20	2002-08-20	フラワーコミックス	新井理恵	9784091361035			未取得	済
qid:Q11272358|name:ルチル	ルチル	未掲載		10	1999-07-07	2002-07-24	BIRZ COMICS RUTILE COLLECTION / ソニー・マガジンズ コミックス	胡原おみ / つづき春 / 緋色れーいち	9784344800205			なし	済
name:塚本哲也|name:エリザベート	エリザベート	同題別著者(要確認)		2	1996-06	2002-04	歴史ロマンcomics / 講談社漫画文庫	水野英子 / 塚本哲也	9784063602319			未取得	済
qid:Q602746|name:PROJECT ARMS	PROJECT ARMS	未掲載		6	2001-08-15	2002-01-15	少年サンデーコミックスビジュアルセレクション	皆川亮二	9784091267818			未取得	済
qid:Q11649074|name:ダブロウ・ゲート	ダブロウ・ゲート	未掲載		2	2001-05-01	2001-11-01	あすかコミックスDX	鈴木理華	9784048533522			なし	済
name:雁屋哲|name:野望の王国	野望の王国	同題別著者(要確認)		2	2001-07	2001-11	Gコミックス / ゴラク・コミックス	由紀賢二 / 雁屋哲	9784537150124			未取得	
name:C.ブロンテ|name:ジェーン・エア	ジェーン・エア	同題別著者(要確認)		2	1996-02	2001-10	マンガ世界の文学 / 双葉文庫名作シリーズ	花村えい子 / C・ブロンテ	9784418962020			未取得	済
name:とよざきようこ|name:あさきゆめみし 花の章	あさきゆめみし 花の章	未掲載		2	2001-04-13	2001-07-13	講談社バイリンガル・コミックス	大和和紀 / ステュウット・アットキン / とよざきようこ	9784770027023		asaki-yume-mishi	未取得	済
qid:Q265148|name:別冊サザエさん	別冊サザエさん	未掲載		3	1998-07-01	2001-02	 / 長谷川町子全集	長谷川町子	9784022571007			未取得	済
