tier	stem	title	route	ei	etype	label	imprint	number	kind	isbn	date	rak_title	rak_author	rak_publisher	g_pub	g_isbn	g_date	g_author	g_token	main_prefix	prev_num	prev_isbn	prev_date	next_num	next_isbn	next_date	publisher	n_cands	why	cover
ACCEPT	tensai-bakabon	天才バカボン	canon:extra[1]	2	shinsoban	講談社コミックス(1988)	講談社コミックス	12	MID	9784063113761	1988-08-17	天才バカボン(12)	赤塚不二夫	講談社	o	o	o	o	o	9784063	5	9784063113488		14	9784063113860	1988-09-17	講談社	1	版元o+ISBN連番o+日付o(既存候補1件も有)	
ACCEPT	tensai-bakabon	天才バカボン	canon:extra[1]	2	shinsoban	講談社コミックス(1988)	講談社コミックス	13	MID	9784063113853	1988-09-17	天才バカボン(13)	赤塚不二夫	講談社	o	o	o	o	o	9784063	5	9784063113488		14	9784063113860	1988-09-17	講談社	1	版元o+ISBN連番o+日付o(既存候補1件も有)	
ACCEPT	toki-no-gyouja	時の行者	canon:extra[5]	6	shinsoban	SPコミックス	SPコミックス	3	MID	9784845808946	1993-05-21	時の行者(3)	横山光輝	リイド社	o	o	o	o	o	9784845	1	9784845808922	1993-04	4	9784845808953	1993-07	リイド社	1	版元o+ISBN連番o+日付o(既存候補2件も有)	
ACCEPT	tv-animation-major-characters-handbook-heroes	TV ANIMATION MAJOR キャラクターズハンドブック HEROES	seed4	0	standard	通常版	少年サンデーコミックス	1	LEAD	9784091206480	2006-09-15	TV ANIMATION MAJOR[キャラクターズハンドブック]HEROES 1	満田 拓也	小学館	o	o	o	o	o	9784091				2	9784091214744	2008-11-23	小学館	1	版元o+ISBN連番o+日付o	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0912/09120648.jpg
REVIEW	tensai-bakabon	天才バカボン	canon:volumes	0	standard	通常版	講談社コミックス	19	MID	9784061093188	1975-08	天才バカボン(19)	赤塚不二夫	講談社	?	?	x	o	o		18		1976-04-30	20		1976-01-25	講談社	1	証拠不足(既存候補2件も有)	
REVIEW_TOKEN	senmonogatari	千物語	seed4	0	standard	通常版		1	LEAD	9784871830799	1987-12-01	千物語	よしだけい	オーク出版サービス	o	o	o	x	x	9784871				7	9784871831864	1989-04-25	桜桃書房	1	楽天題に巻番号が無い=単巻本か1巻か判別不能	
REJECT_EDITION	fukushuu-no-kyoujuu	復讐の兇獣	canon:extra[0]	1	shinsoban	芳文社コミックス(1995)	芳文社コミックス	3	MID	9784832222991	1982-09-28	復讐の兇獣(3)	筒美廣平/セルジオ関	芳文社	o	x	x	o	o	9784832	2	9784832227330	1995-10	4	9784832227408	1995-12	芳文社	2	ISBN連番の外(別レーベル/別年代版の可能性)	
REJECT_EDITION	hamster-no-kyuukyuubako	ハムスターの救急箱	seed4	0	standard	通常版	あおばコミックス	1	LEAD	9784796288132	1997-07-16	ハムスターの救急箱	アンソロジー	スコラ	x	o	o	x	x	9784873				2	9784873170695	1999-10-16	あおば出版	1	版元prefix不一致	
REJECT_EDITION	hard-ando-ruuzu	ハード＆ルーズ	canon:extra[0]	1	shinsoban	アクションコミックス	アクションコミックス	5	MID	9784575810875	1986-09-19	ハード&ルーズ(5)	かわぐちかいじ/狩撫麻礼	双葉社	o	x	x	o	o	9784575	4	9784575818895	1993-08	7	9784575819106	1993-11	双葉社	2	ISBN連番の外(別レーベル/別年代版の可能性)	
REJECT_EDITION	inukko-club	犬っこ倶楽部	seed4	0	standard	通常版	スコラLC	4	MID	9784873170985	1999-12-16	犬っこ倶楽部(4)	アンソロジー	あおば出版	x	x	x	x	o	9784796	1	9784796287944	1997-04-16	5	9784796288651	1998-04-16	スコラ	1	版元prefix不一致	
REJECT_EDITION	love-neko	ラブ・ネコ	seed4	0	standard	通常版	まんがタイムmy pal comics	1	LEAD	9784835218748	2006-03-10	ラブネコ	三島一彦	ビブロス	x	x	o	x	x	9784832				4	9784832267282	2009-04	芳文社	1	版元prefix不一致	
REJECT_EDITION	nekokko-club	猫っこ倶楽部	seed4	0	standard	通常版	スコラLC	1	LEAD	9784873170305	1999-09-16	猫っこ倶楽部(1)	アンソロジー	あおば出版	x	x	x	x	o	9784796				2	9784796287562	1996-11-16	スコラ	1	版元prefix不一致	
REJECT_EDITION	premium	Premium	seed4	0	standard	通常版	バーガーSCデラックス	1	LEAD	9784861170584	2005-10	Premium	アンソロジー	文苑堂	x	x	x	x	x	9784796				3	9784796243810	1996-07-29	スコラ	1	版元prefix不一致	
REJECT_EDITION	sekainorekishi	世界の歴史	seed4	0	standard	通常版	中公コミックス	4	MID	9784082491147	1986-05	世界の歴史(4)	岩田一彦	集英社	x	x	x	x	o	9784124	3	9784124024289	1983-12-20	7	9784124024333	1984-06-20	中央公論社	1	版元prefix不一致	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1147/9784082491147.jpg
REJECT_EDITION	sekainorekishi	世界の歴史	seed4	0	standard	通常版	中公コミックス	5	MID	9784082491154	1986-06	世界の歴史(5)	岩田一彦	集英社	x	x	x	x	o	9784124	3	9784124024289	1983-12-20	7	9784124024333	1984-06-20	中央公論社	1	版元prefix不一致	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1154/9784082491154.jpg
REJECT_EDITION	sekainorekishi	世界の歴史	seed4	0	standard	通常版	中公コミックス	6	MID	9784082491161	1986-07	世界の歴史(6)	岩田一彦	集英社	x	x	x	x	o	9784124	3	9784124024289	1983-12-20	7	9784124024333	1984-06-20	中央公論社	1	版元prefix不一致	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1161/9784082491161.jpg
REJECT_EDITION	sekainorekishi	世界の歴史	seed4	0	standard	通常版	中公コミックス	8	MID	9784082491185	1986-09	世界の歴史(8)	岩田一彦	集英社	x	x	o	x	o	9784124	7	9784124024333	1984-06-20	9		1986-10-24	中央公論社	1	版元prefix不一致	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1185/9784082491185.jpg
REJECT_EDITION	sekainorekishi	世界の歴史	seed4	0	standard	通常版	中公コミックス	10	MID	9784082491208	1986-11	世界の歴史(10)	岩田一彦	集英社	x	o	x	x	o	9784124	9		1986-10-24	11	9784124024371	1984-10-20	中央公論社	1	版元prefix不一致	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1208/9784082491208.jpg
REJECT_EDITION	sekainorekishi	世界の歴史	seed4	0	standard	通常版	中公コミックス	12	MID	9784082491222	1987-01	世界の歴史(12)	岩田一彦	集英社	x	x	x	x	o	9784124	11	9784124024371	1984-10-20	13	9784124024395	1984-12-20	中央公論社	1	版元prefix不一致	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1222/9784082491222.jpg
REJECT_EDITION	shutter-shower	シャッターシャワー	canon:extra[0]	1	shinsoban	スーパー・プレイボーイ・コミックス	スーパー・プレイボーイ・コミックス	2	MID	9784088570525		シャッターシャワー(2)	池沢さとし	集英社	o	x	?	o	o	9784088	1	9784088572130	1986-10	4	9784088572161	1987-04	集英社	2	ISBN連番の外(別レーベル/別年代版の可能性)	
REJECT_EDITION	sutegoma-ichi	捨て駒いち	canon:volumes	0	standard	通常版	ヤングジャンプ・コミックス	5	MID	9784061013339	1987-10-06	捨て駒いち(5)	政岡としや/北芝健	講談社	x	?	x	o	o	9784088	4		1982-09	6		1983-01	集英社	2	版元prefix不一致	
REJECT_EDITION	swan	SWAN	canon:extra[2]	3	kanzenban	特装シリーズ(2024〜)	SWAN特装シリーズ	9	MID	9784088504230	1990-08-04	Swan(9)	有吉京子	集英社	x	x	x	o	o	9784582	6	9784582288766	2024-05	13	9784582288490	2024-03	平凡社	1	版元prefix不一致(既存候補4件も有)	
REJECT_EDITION	swan	SWAN	canon:extra[2]	3	kanzenban	特装シリーズ(2024〜)	SWAN特装シリーズ	11	MID	9784088504346	1990-08-04	Swan(11)	有吉京子	集英社	x	x	x	o	o	9784582	6	9784582288766	2024-05	13	9784582288490	2024-03	平凡社	1	版元prefix不一致(既存候補4件も有)	
REJECT_EDITION	swan	SWAN	canon:extra[2]	3	kanzenban	特装シリーズ(2024〜)	SWAN特装シリーズ	12	MID	9784088504797	1990-08-04	Swan(12)	有吉京子	集英社	x	x	x	o	o	9784582	6	9784582288766	2024-05	13	9784582288490	2024-03	平凡社	1	版元prefix不一致(既存候補4件も有)	
REJECT_EDITION	wani-bunsho	ワニ分署	canon:extra[1]	2	shinsoban	スーパー・プレイボーイ・コミックス	スーパー・プレイボーイ・コミックス	2	MID	9784845813438	1996-01-16	ワニ分署(2)	篠原とおる	リイド社	x	x	x	o	o	9784088	1	9784088572017	1986-10	8	9784088572086	1988-02	集英社	1	版元prefix不一致	
REJECT_EDITION	wani-bunsho	ワニ分署	canon:extra[1]	2	shinsoban	スーパー・プレイボーイ・コミックス	スーパー・プレイボーイ・コミックス	3	MID	9784845813445	1996-03-08	ワニ分署(3)	篠原とおる	リイド社	x	x	x	o	o	9784088	1	9784088572017	1986-10	8	9784088572086	1988-02	集英社	1	版元prefix不一致	
REJECT_EDITION	wani-bunsho	ワニ分署	canon:extra[1]	2	shinsoban	スーパー・プレイボーイ・コミックス	スーパー・プレイボーイ・コミックス	4	MID	9784845813452	1996-05-24	ワニ分署(4)	篠原とおる	リイド社	x	x	x	o	o	9784088	1	9784088572017	1986-10	8	9784088572086	1988-02	集英社	1	版元prefix不一致	
REJECT_EDITION	wani-bunsho	ワニ分署	canon:extra[1]	2	shinsoban	スーパー・プレイボーイ・コミックス	スーパー・プレイボーイ・コミックス	5	MID	9784845813209	1996-07-26	ワニ分署(5)	篠原とおる	リイド社	x	x	x	o	o	9784088	1	9784088572017	1986-10	8	9784088572086	1988-02	集英社	1	版元prefix不一致	
REJECT_EDITION	watashi-ga-watashi-o-uru-wake	私がわたしを売る理由	seed4	0	standard	通常版	裏少年サンデーコミックス	6	MID	9784911567180	2025-11-20	私がわたしを売る理由 6	夏子久	Cygames	x	x	o	o	o	9784098	5	9784098537914	2025-01-03	10	9784868660033	2026-09-30	小学館	1	版元prefix不一致	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7180/9784911567180_1_4.jpg
REJECT_EDITION	watashi-ga-watashi-o-uru-wake	私がわたしを売る理由	seed4	0	standard	通常版	裏少年サンデーコミックス	7	MID	9784911567449	2026-02-27	私がわたしを売る理由 7	夏子久	Cygames	x	x	o	o	o	9784098	5	9784098537914	2025-01-03	10	9784868660033	2026-09-30	小学館	1	版元prefix不一致	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7449/9784911567449_1_6.jpg
REJECT_EDITION	watashi-ga-watashi-o-uru-wake	私がわたしを売る理由	seed4	0	standard	通常版	裏少年サンデーコミックス	8	MID	9784911567654	2026-04-30	私がわたしを売る理由 8	夏子久	Cygames	x	x	o	o	o	9784098	5	9784098537914	2025-01-03	10	9784868660033	2026-09-30	小学館	1	版元prefix不一致	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7654/9784911567654_1_5.jpg
REJECT_EDITION	watashi-ga-watashi-o-uru-wake	私がわたしを売る理由	seed4	0	standard	通常版	裏少年サンデーコミックス	9	MID	9784911567876	2026-08-28	私がわたしを売る理由 9	夏子久	Cygames	x	x	o	o	o	9784098	5	9784098537914	2025-01-03	10	9784868660033	2026-09-30	小学館	1	版元prefix不一致	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/7876/9784911567876.gif
EXISTS	1-2-no-1-rou	1・2の三四郎	canon:volumes	0	standard	通常版	少年マガジンコミックス	8	MID	9784061013896	1988-10-06	1・2の三四郎(8)	小林まこと	講談社						9784061	7	9784061726642	1980-05	9	9784061726857	1980-09	講談社	5	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0610/06101389.jpg
EXISTS	1-2-no-1-rou	1・2の三四郎	canon:extra[1]	2	shinsoban	講談社コミックス	講談社コミックス	9	MID	9784061013902	1988-11-05	1・2の三四郎(9)	小林まこと	講談社						9784061	8	9784061726840	1980-08	15	9784061727991	1981-12-10	講談社	5	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/0610/06101390.jpg
EXISTS	1-2-no-1-rou	1・2の三四郎	canon:extra[1]	2	shinsoban	講談社コミックス	講談社コミックス	10	MID	9784061727113	1989-09-02	1・2の三四郎(10)	小林まこと	講談社						9784061	8	9784061726840	1980-08	15	9784061727991	1981-12-10	講談社	8	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	1-2-no-1-rou	1・2の三四郎	canon:extra[1]	2	shinsoban	講談社コミックス	講談社コミックス	11	MID	9784061727236	1989-09-02	1・2の三四郎(11)	小林まこと	講談社						9784061	8	9784061726840	1980-08	15	9784061727991	1981-12-10	講談社	8	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	1-2-no-1-rou	1・2の三四郎	canon:extra[1]	2	shinsoban	講談社コミックス	講談社コミックス	12	MID	9784061727458	1981-05-10	1・2の三四郎(12)	小林まこと	講談社						9784061	8	9784061726840	1980-08	15	9784061727991	1981-12-10	講談社	8	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	1-2-no-1-rou	1・2の三四郎	canon:extra[1]	2	shinsoban	講談社コミックス	講談社コミックス	13	MID	9784061727687	1981-08-10	1・2の三四郎(13)	小林まこと	講談社						9784061	8	9784061726840	1980-08	15	9784061727991	1981-12-10	講談社	3	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	1-2-no-1-rou	1・2の三四郎	canon:extra[1]	2	shinsoban	講談社コミックス	講談社コミックス	14	MID	9784061727816	1981-10-10	1・2の三四郎(14)	小林まこと	講談社						9784061	8	9784061726840	1980-08	15	9784061727991	1981-12-10	講談社	3	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	1-2-no-1-rou	1・2の三四郎	canon:volumes	0	standard	通常版	少年マガジンコミックス	15	MID	9784061727991	1981-12-10	1・2の三四郎(15)	小林まこと	講談社						9784061	14	9784061727816	1981-10-20	17	9784061728301	1982-05-20	講談社	3	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	1-2-no-1-rou	1・2の三四郎	canon:volumes	0	standard	通常版	少年マガジンコミックス	16	MID	9784061728127	1982-02-10	1・2の三四郎(16)	小林まこと	講談社						9784061	14	9784061727816	1981-10-20	17	9784061728301	1982-05-20	講談社	3	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	1-2-no-1-rou	1・2の三四郎	canon:extra[1]	2	shinsoban	講談社コミックス	講談社コミックス	17	MID	9784061728301	1982-05-10	1・2の三四郎(17)	小林まこと	講談社						9784061	16	9784061728127	1982-02-10	18	9784061728479	1982-08-10	講談社	3	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	1-2-no-1-rou	1・2の三四郎	canon:volumes	0	standard	通常版	少年マガジンコミックス	18	MID	9784061728479	1982-08-10	1・2の三四郎(18)	小林まこと	講談社						9784061	17	9784061728301	1982-05-20	20	9784061728844	1983-03-20	講談社	3	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	1-2-no-1-rou	1・2の三四郎	canon:volumes	0	standard	通常版	少年マガジンコミックス	19	MID	9784061728592	1983-01-10	1・2の三四郎(19)	小林まこと	講談社						9784061	17	9784061728301	1982-05-20	20	9784061728844	1983-03-20	講談社	3	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	81-bunch-no-inu	81番地の犬	canon:extra[0]	1	shinsoban	スコラレディースコミック	スコラレディースコミック	3	MID	9784796288880	1998-09-16	81番地の犬(3)	西田陽子(漫画家)	スコラ						9784796	2	9784796288590	1998-03-16	6	9784796287203	1995-12-11	スコラ	3	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	81-bunch-no-inu	81番地の犬	canon:extra[0]	1	shinsoban	スコラレディースコミック	スコラレディースコミック	4	MID	9784873170602	1999-10-16	81番地の犬(4)	西田陽子(漫画家)	あおば出版						9784796	2	9784796288590	1998-03-16	6	9784796287203	1995-12-11	スコラ	2	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	81-bunch-no-inu	81番地の犬	canon:extra[0]	1	shinsoban	スコラレディースコミック	スコラレディースコミック	5	MID	9784873171296	2000-02-16	81番地の犬(5)	西田陽子(漫画家)	あおば出版						9784796	2	9784796288590	1998-03-16	6	9784796287203	1995-12-11	スコラ	2	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	aahananoouendan	嗚呼!!花の応援団	canon:extra[0]	1	shinsoban	アクションコミックス(1983)	アクションコミックス	8	MID	9784834231380	1995-05-19	嗚呼!!花の応援団(8)	どおくまん	集英社						9784575	7	9784575486599	1983-09	9	9784575486612	1983-10	双葉社	2	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/1380/9784834231380.jpg
EXISTS	ai-1995	愛	overrides	0	standard	通常版	アクションコミックス	1	LEAD	9784537105445	2006-10	愛!!	金沢有倖	日本文芸社						9784575				2	9784575933994	1995-06	双葉社	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	https://thumbnail.image.rakuten.co.jp/@0_mall/book/cabinet/5371/53710544.jpg
EXISTS	bikkuriman-omoshiro-land	ビックリマンおもしろランド	seed4	0	standard	通常版	Movieコミックス	1	LEAD	9784253099295	1988-03-10	ビックリマンおもしろランド(1)	菅野誠一	秋田書店						9784253				4	9784253099325	1988-06-20	秋田書店	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
EXISTS	bikkuriman-omoshiro-land	ビックリマンおもしろランド	seed4	0	standard	通常版	Movieコミックス	2	LEAD	9784253099301	1988-03-10	ビックリマンおもしろランド(2)	菅野誠一	秋田書店						9784253				4	9784253099325	1988-06-20	秋田書店	1	候補ISBNが既に本番/種2に在る=取込もれでない(under-merge)	
