title	kana	authors	vols	lacking
解雇された暗黒兵士〈30代〉のスローなセカンドライフ.	カイコサレタアンコクヘイシサンジュウダイノスローナセカンドライフ	岡沢六十四/るれくちぇ	[14]	巻不連続[14];v1書影無(楽天)
快楽敗北ヒロインズ	カイラクハイボクヒロインズ	空蜂ミドロ	[1]	v1書影無(楽天)
顔さえよければいい教室 = EVERYONE HAS TALENT.IF ONLY WE COULD REALIZE IT.	カオサエヨケレバイイキョウシツ	三河ごーすと/マッハダイ	[3]	巻不連続[3];v1書影無(楽天)
覚醒したら世界最強の魔導錬成師でした : 錬金術や治癒をも凌駕する力ですべてを手に入れる.	カクセイシタラセカイサイキョウノマドウレンセイシデシタ:レンキンジュツヤチユオモ	入江達/長野文三郎	[2]	巻不連続[2];v1書影無(楽天)
描くなるうえは.	カクナルウエワ	高畑弓/蒲夕二	[4]	巻不連続[4];v1書影無(楽天)
かくりよの若旦那様と贄姫 = Master and sacrificial princess In the Kakuriyo.	カクリヨノワカダンナサマトニエヒメ	街こまち	[3]	巻不連続[3];v1書影無(楽天)
隠れ転生勇者 : チートスキルと勇者ジョブを隠して第二の人生を楽しんでやる!	カクレテンセイユウシャ:チートスキルトユウシャジョブオカクシテダイニノジンセイオ	佐々川いこ/なんじゃもんじゃ	[2]	巻不連続[2];v1書影無(楽天)
陰の実力者になりたくて! = The Eminence in Shadow.	カゲノジツリョクシャニナリタクテ	坂野杏梨/逢沢大介	[14]	巻不連続[14];v1書影無(楽天)
加護なし令嬢の小さな村 : さあ、領地運営を始めましょう!	カゴナシレイジョウノチイサナムラ:サアリョウチウンエイオハジメマショウ	ひなた水色/ぷにちゃん	[6]	巻不連続[6];v1書影無(楽天)
風の槍 = SPEAR OF THE WIND.	カゼノヤリ	NUMBER8/矢野日菜子	[6]	巻不連続[6];v1書影無(楽天)
風よ雲よ剣よ : 波之進慟哭	カゼヨクモヨケンヨ:ナミノシンドウコク	さいとう・たかを	[1]	題不一致(NDL/楽天):風よ雲よ剣よ 波之進慟哭
仮想世界のテミス.	カソウセカイノテミス	河瀬季/さくたつ。	[2]	巻不連続[2];v1書影無(楽天)
火葬場で働く僕の日常 : 最期の火を灯す者.	カソウバデハタラクボクノニチジョウ:サイゴノヒオトモスモノ	下駄華緒/蓮古田二郎	[4]	巻不連続[4];v1書影無(楽天)
彼方へ : 諸星大二郎短編集	カナタエ:モロホシダイジロウタンペンシュウ	諸星大二郎	[1]	題不一致(NDL/楽天):諸星大二郎短編集 彼方へ
カナン様はあくまでチョロい.	カナンサマワアクマデチョロイ	nonco	[8]	巻不連続[8];v1書影無(楽天)
彼女のそれにやられてる.	カノジョノソレニヤラレテル	大海たび [著]	[2]	巻不連続[2];v1書影無(楽天)
歌舞伎町ヒステリックドリーマー = KABUKICHO HYSTERIC DREAMER. 上	カブキチョウヒステリックドリーマー	関野葵	[1]	題不一致(NDL/楽天):歌舞伎町ヒステリックドリーマ
歌舞伎町ヒステリックドリーマー = KABUKICHO HYSTERIC DREAMER. 下	カブキチョウヒステリックドリーマー	関野葵	[1]	題不一致(NDL/楽天):歌舞伎町ヒステリックドリーマ
過保護な公爵様の蜜愛包囲網 : 運命の令嬢を絶対に離さない	カホゴナコウシャクサマノミツアイホウイモウ:ウンメイノレイジョウオゼッタイニハナ	天点/熊野まゆ	[1]	題不一致(NDL/楽天):過保護な公爵様の蜜愛包囲網〜
神の手違いで死んだらチートガン積みで異世界に放り込まれました.	カミノテチガイデシンダラチートガンツミデイセカイニホウリコマレマシタ	かくろう/石神一威	[11]	巻不連続[11];v1書影無(楽天)
カムゴロシ.	カムゴロシ	田中克樹/上野将治	[8]	巻不連続[8];v1書影無(楽天)
カモのネギには毒がある : 加茂教授の人間経済学講義.	カモノネギニワドクガアル:カモキョウジュノニンゲンケイザイガクコウギ	甲斐谷忍/夏原武	[9]	巻不連続[9];v1書影無(楽天)
カラダからはじめる溺愛結婚 : 婚約破棄されたら極上スパダリに捕まりました.	カラダカラハジメルデキアイケッコン:コンヤクハキサレタラゴクジョウスパダリニツカ	結祈みのり/秋月綾	[2]	巻不連続[2];v1書影無(楽天)
缶詰 : 懐かしくて新しい味	カンズメ:ナツカシクテアタラシイアジ		[1]	著者無;題不一致(NDL/楽天):缶詰 懐かしくて新しい味
完璧ワイフによる完璧な復讐計画 = THE FLAWLESS REVENGE BY THE FLAWLESS WIFE.	カンペキワイフニヨルカンペキナフクシュウケイカク	錦ヒトミ/佐倉サク	[3]	巻不連続[3];v1書影無(楽天)
ガチャを回して仲間を増やす最強の美少女軍団を作り上げろ = You increase families and make beautiful girl army corps,and put it up : THE COMIC.	ガチャオマワシテナカマオフヤスサイキョウノビショウジョグンダンオツクリアゲロ	晴野しゅー/ちんくるり	[11]	巻不連続[11];v1書影無(楽天)
我間乱-修羅- = GAMARAN-SHURA-.	ガマランシュラ	中丸洋介	[33]	巻不連続[33];v1書影無(楽天)
伽藍の姫.	ガランノヒメ	こるせ	[2]	巻不連続[2];v1書影無(楽天)
消えたくない神様と日日暮らし.	キエタクナイカミサマトニチニチグラシ	まちた	[2]	巻不連続[2];v1書影無(楽天)
機械姦孕ませ : 妊娠装置で強制種付け!	キカイカンハラマセ:ニンシンソウチデキョウセイタネツケ		[1]	著者無;v1書影無(楽天)
キッチンカー『デリ・ジョイ』 : 車窓から異世界へ美味いもの密輸販売中!	キッチンカーデリジョイ:シャソウカライセカイエウマイモノミツユハンバイチュウ	水晶零/りぃん	[6]	巻不連続[6];v1書影無(楽天)
機動戦士ガンダムウェアヴォルフ = Mobile Suit Gundam WEARWOLF.	キドウセンシガンダムウェアヴォルフ	伊藤亰/重信康 シナリオ	[3]	巻不連続[3];v1書影無(楽天)
機動戦士ガンダムF91プリクエル = MOBILE SUIT GUNDAM FORMULA 91 PREQUEL.	キドウセンシガンダムエフキュウジュウイチプリクエル	富野由悠季/おおのじゅんじ	[6]	巻不連続[6];v1書影無(楽天)
機動戦士Vガンダム = MOBILE SUIT V GUNDAM.	キドウセンシヴイガンダム	岩村俊哉/矢立肇, 富野由悠季	[1, 2]	題不一致(NDL/楽天):新装版 機動戦士Vガンダム
キマグレドダビンチ作品集 : 数学とb-boyの融合なるか	キマグレドダビンチサクヒンシュウ:スウガクトb-boyノユウゴウナルカ	山中康秀	[1]	v1書影無(楽天)
君に捧げる男前 = my manhood for you.	キミニササゲルオトコマエ	文之助	[2]	巻不連続[2];v1書影無(楽天)
きみは謎解きのマシェリ = Tu es ma détective chérie.	キミワナゾトキノマシェリ	糸なつみ	[7]	巻不連続[7];v1書影無(楽天)
休日限定彼女 = My weekend girlfriend.	キュウジツゲンテイカノジョ	いなばみね	[3]	巻不連続[3];v1書影無(楽天)
今日もまたそんな日 : 超朝型ルーティン生活の愉しみ	キョウモマタソンナヒ:チョウアサガタルーティンセイカツノタノシミ	タナカカツキ	[1]	題不一致(NDL/楽天):今日もまたそんな日 超朝型ル
極東キメラティカ = KYOKUTOU CHIMERATICA.	キョクトウキメラティカ	板橋大祐	[4]	巻不連続[4];v1書影無(楽天)
キラーズホリディ = Killer's Holiday.	キラーズホリディ	松(A・TYPEcorp.)	[7]	巻不連続[7];v1書影無(楽天)
桐島くんはいじめたい.	キリシマクンワイジメタイ	あられちゃん	[2]	巻不連続[2];v1書影無(楽天)
キルアオ = KILL BLUE.	キルアオ	藤巻忠俊	[7]	巻不連続[7];v1書影無(楽天)
きれいなおじさんは、好きですか。 = DO YOU LIKE BEAUTIFUL OJISAN.	キレイナオジサンワスキデスカ	座紀光倫	[2]	巻不連続[2];v1書影無(楽天)
金烏玉兎恋歌	キンウギョクトレンカ	腐蝕	[1]	v1書影無(楽天)
金装のヴェルメイユ : 崖っぷち魔術師は最強の厄災と魔法世界を突き進む.	キンソウノヴェルメイユ:ガケップチマジュツシワサイキョウノヤクサイトマホウセカイ	天那光汰/梅津葉子	[9]	巻不連続[9];v1書影無(楽天)
ギャルとツチノコ = Gal & Tsuchinoko.	ギャルトツチノコ	トミムラコタ	[2]	巻不連続[2];v1書影無(楽天)
ギャル欲しがりだけ	ギャルホシガリダケ	東野みかん	[1]	v1書影無(楽天)
ギルティサークル = Guilty Circle.	ギルティサークル	門馬司/山本やみー	[14]	巻不連続[14];v1書影無(楽天)
ギルティホール : 教え子しか指名できない店	ギルティホール:オシエゴシカシメイデキナイミセ	ケンティ	[1]	題不一致(NDL/楽天):ギルティホール〜教え子しか指
クジャクのダンス、誰が見た? = Who saw the peacock dance in the jungle?	クジャクノダンスダレガミタ	浅見理都	[6]	巻不連続[6];v1書影無(楽天)
クズの教育	クズノキョウイク	藤村まりな	[1]	v1書影無(楽天)
クセつよ異種族で行列ができる結婚相談所.	クセツヨイシュゾクデギョウレツガデキルケッコンソウダンジョ	五月雨きょうすけ/sorani	[2]	巻不連続[2];v1書影無(楽天)
久世くん、悪いことしちゃダメ = Don't do anything bad,Kuze-kun.	クゼクンワルイコトシチャダメ	仲月かな/香乃子	[3]	巻不連続[3];v1書影無(楽天)
くっ殺ヒロインズ. SP20	クッコロヒロインズ		[20]	巻不連続[20];著者無;v1書影無(楽天)
首斬り朝 : 畳捕り傘次郎	クビキリアサ:タタミドリカサジロウ	小池一夫/小島剛夕	[1]	題不一致(NDL/楽天):首斬り朝 畳捕り傘次郎
クレイターズシンクス = CRATERS THINKS.	クレイターズシンクス	田中レオン/とらほたて	[2]	巻不連続[2];v1書影無(楽天)
黒か白か.	クロカシロカ	さちも	[13]	巻不連続[13];v1書影無(楽天)
黒猫と魔女の教室 = The Classroom of a Black Cat and a Witch.	クロネコトマジョノキョウシツ	金田陽介	[9]	巻不連続[9];v1書影無(楽天)
グールが世界を救ったことを私だけが知っている = Only I know the Ghoul saved the world.	グールガセカイオスクッタコトオワタクシダケガシッテイル	火浦R/下等妙人	[2]	巻不連続[2];v1書影無(楽天)
傾国悪女のやり直し王女譚 : 騎士団長が不器用で離れません.	ケイコクアクジョノヤリナオシオウジョタン:キシダンチョウガブキヨウデハナレマセン	絢瀬マコト/柚原テイル	[2]	巻不連続[2];v1書影無(楽天)
煙と蜜 = SMOKE & HONEY. 第6集	ケムリトミツ	長蔵ヒロコ	[6]	巻不連続[6];v1書影無(楽天)
怪物事変.	ケモノジヘン	藍本松	[22]	巻不連続[22];v1書影無(楽天)
ゲーマーが妖怪退治やってみた!	ゲーマーガヨウカイタイジヤッテミタ	小松清太郎	[4]	巻不連続[4];v1書影無(楽天)
現代史の中のゴルゴ13 : ドイツ統一と冷戦の終結	ゲンダイシノナカノゴルゴ13:ドイツトウイツトレイセンノシュウケツ	さいとう・たかを	[1]	題不一致(NDL/楽天):現代史の中のゴルゴ13 ドイ
恋ヶ窪くんにはじめてを奪われました = Koigakubo-kun stole my first time.	コイガクボクンニハジメテオウバワレマシタ	美麻りん	[8]	巻不連続[8];v1書影無(楽天)
恋だの愛だの~君は僕の太陽だ~.	コイダノアイダノキミワボクノタイヨウダ	辻田りり子	[2]	巻不連続[2];v1書影無(楽天)
恋はあえての逆バニー.	コイワアエテノギャクバニー	むねひろ [著]	[2]	巻不連続[2];v1書影無(楽天)
恋は忍耐 = Love is patience.	コイワニンタイ	川西ノブヒロ	[2]	巻不連続[2];v1書影無(楽天)
攻殻機動隊THE HUMAN ALGORITHM.	コウカクキドウタイザヒューマンアルゴリズム	藤咲淳一/吉本祐樹	[7]	巻不連続[7];v1書影無(楽天)
紅殻のパンドラ : GHOST URN.	コウカクノパンドラ:ゴーストユーアールエヌ	士郎正宗/六道神士	[26]	巻不連続[26];v1書影無(楽天)
後宮食医の薬膳帖 : 廃姫は毒を喰らいて薬となす.	コウキュウショクイノヤクゼンチョウ:ハイヒワドクオクライテクスリトナス	夢見里龍/そ太郎	[1]	題不一致(NDL/楽天):後宮食医の薬膳帖 1 廃姫は
後宮妃は龍神の生贄花嫁 : 五神山物語 .	コウキュウヒワリュウジンノイケニエハナヨメ:ゴシンザンモノガタリ	葵ハカス コミック/唐澤和希	[2]	巻不連続[2];v1書影無(楽天)
侯爵嫡男好色物語 : 異世界ハーレム英雄戦記.	コウシャクチャクナンコウショクモノガタリ:イセカイハーレムエイユウセンキ	AL/GEN	[7]	巻不連続[7];v1書影無(楽天)
皇帝陛下の寵姫にご指名されました.	コウテイヘイカノチョウキニゴシメイサレマシタ	霜月星良	[2]	巻不連続[2];v1書影無(楽天)
高2の恋の忘れ方 = How to let go of your junior year love.	コウニノコイノワスレカタ	小沢かな	[3]	巻不連続[3];v1書影無(楽天)
氷の侯爵様とかりそめの花嫁 = The ice marquis and His temporary bride : 愛のない王命婚なのに、なぜか溺愛されてます.	コオリノコウシャクサマトカリソメノハナヨメ	兎月りか/キムラましゅろう	[1]	題不一致(NDL/楽天):氷の侯爵様とかりそめの花嫁〜
黒魔無双.	コクマムソウ	石澤寛伎, COMIC ROOM	[5]	巻不連続[5];v1書影無(楽天)
小暮くんは美少女V〈♂〉に恋してる = Kogure-kun is in love with a beautiful girl V-tuber(♂).	コグレクンワビショウジョブイニコイシテル	流星ハニー	[2]	巻不連続[2];v1書影無(楽天)
こじらせ彼の溺愛が重すぎます! : 10年越しのとろ甘えっち試してみる?	コジラセカレノデキアイガオモスギマス!:10ネンゴシノトロアマエッチタメシテミル	古賀てっこ	[3]	巻不連続[3];v1書影無(楽天)
国境のエミーリャ = ПОГРАНИЧНИЦА ЗМИЛИЯ.	コッキョウノエミーリャ	池田邦彦/津久田重吾 監修協力	[12]	巻不連続[12];v1書影無(楽天)
「子供を殺してください」という親たち.	「コドモオコロシテクダサイ」トイウオヤタチ	押川剛/鈴木マサカズ	[16]	巻不連続[16];v1書影無(楽天)
こどものくに = Children's Land.	コドモノクニ	カシミハル	[3]	巻不連続[3];v1書影無(楽天)
こどものグルメ.	コドモノグルメ	久住昌之/安倍吉俊	[2]	巻不連続[2];v1書影無(楽天)
この男は人生最大の過ちです = This guy is the biggest mistake in my life.	コノオトコワジンセイサイダイノアヤマチデス	九瀬しき	[10]	巻不連続[10];v1書影無(楽天)
この恋、茶番につき!? = This love,is a farce!?	コノコイチャバンニツキ	山中梅鉢	[11]	巻不連続[11];v1書影無(楽天)
好みじゃなかと. 3rd	コノミジャナカト	見多ほむろ	[3]	巻不連続[3];v1書影無(楽天)
コミック乱ツインズセレクション : 秋霜烈日の如く	コミックランツインズセレクション:シュウソウレツジツノゴトク	さいとう・たかを, ラズウェル細木, 外薗昌也, こだま学, 倉島圭, 平田弘史, 鈴木あつむ, 岡村賢二/池波正太郎	[1]	題不一致(NDL/楽天):コミック乱ツインズセレクショ
狐面夫婦 = Evil masked couple can't be honest.	コメンフウフ	岩飛猫	[2]	巻不連続[2];v1書影無(楽天)
婚約を破棄された悪役令嬢は荒野に生きる。.	コンヤクオハキサレタアクヤクレイジョウワコウヤニイキル	吉井あん/中野るり	[4]	巻不連続[4];v1書影無(楽天)
婚約者が浮気相手と駆け落ちしました。王子殿下に溺愛されて幸せなので、今さら戻りたいと言われても困ります。.	コンヤクシャガウワキアイテトカケオチシマシタオウジデンカニデキアイサレテシアワセ	あおいれびん/櫻井みこと	[2]	巻不連続[2];v1書影無(楽天)
婚約者の浮気現場を見ちゃったので始まりの鐘が鳴りましたthe comic.	コンヤクシャノウワキゲンバオミチャッタノデハジマリノカネガナリマシタthecom	えひと/あず真矢	[3]	巻不連続[3];v1書影無(楽天)
今夜はどっちの"オレ"に抱かれたい?上司がWでエロ全開に迫ってきます!!	コンヤワドッチノオレニダカレタイジョウシガダブルデエロゼンカイニセマッテキマス	江田まり	[1]	題不一致(NDL/楽天):今夜はどっちの“オレ”に抱か
ゴールデンドロップ = GOLDEN DROP.	ゴールデンドロップ	上月亮/津覇圭一	[7]	巻不連続[7];v1書影無(楽天)
ゴールデンマン = GOLDENMAN.	ゴールデンマン	ペトス/恵広史	[3]	巻不連続[3];v1書影無(楽天)
極上御曹司と甘くとろける恋愛事情.	ゴクジョウオンゾウシトアマクトロケルレンアイジジョウ	中山紗良/神埼たわ	[2]	巻不連続[2];v1書影無(楽天)
極上御曹司の秘書になったのは溺愛されるためじゃありません!	ゴクジョウオンゾウシノヒショニナッタノワデキアイサレルタメジャアリマセン	有沢遼/藤谷郁	[2]	巻不連続[2];v1書影無(楽天)
極上パイロットが愛妻にご所望です = The super pilot wants you to become a beloved wife.	ゴクジョウパイロットガアイサイニゴショモウデス	いちかわ有花/若菜モモ	[2]	巻不連続[2];v1書影無(楽天)
極と蕾 : 極道と恋を知らない人妻と.	ゴクトツボミ:ゴクドウトコイオシラナイヒトズマト	井山ゆー	[1]	題不一致(NDL/楽天):極と蕾〜極道と恋を知らない人
悪役令嬢の中の人 = The person in a villainess : 断罪された転生者のため嘘つきヒロインに復讐いたします.	アクヤクレイジョウノナカノヒト	白梅ナズナ/まきぶろ	[5]	巻不連続[5];v1書影無(楽天)
あさドラ! : 連続漫画小説. volume9	アサドラ:レンゾクマンガショウセツ	浦沢直樹	[9]	巻不連続[9];v1書影無(楽天)
アスチルベ = Astilbe : 船底の花嫁.	アスチルベ	鈴木望	[1]	題不一致(NDL/楽天):アスチルベ〜船底の花嫁〜
アストロキング : 召喚勇者だけど下級認定されたのでメイドハーレムを作ります!	アストロキング:ショウカンユウシャダケドカキュウニンテイサレタノデメイドハーレム	GEN/竜庭ケンジ	[4]	巻不連続[4];v1書影無(楽天)
あちらの新海社長は絶倫・溺愛 : エリート野獣と甘イキ蜜夜	アチラノシンカイシャチョウワゼツリンデキアイ:エリートヤジュウトアマイキミツヤ	小川つぐみ	[1]	題不一致(NDL/楽天):あちらの新海社長は絶倫・溺愛
あなたの妻じゃなくていいから : 謝罪する夫を許せますか? 上	アナタノツマジャナクテイイカラ:シャザイスルオットオユルセマスカ	上野りゅうじん	[1]	題不一致(NDL/楽天):あなたの妻じゃなくていいから
姉に言われるがままに特訓をしていたら、とんでもない強さになっていた弟 : ブラコン姉に鍛えられすぎた新米冒険者、やがて英雄となる.	アネニイワレルガママニトックンオシテイタラトンデモナイツヨサニナッテイタオトウト	吉田杏, スコッティ/相模映 漫画・原作	[7]	巻不連続[7];v1書影無(楽天)
姉の身代わりで婚約したら何故か辺境の聖女と呼ばれるようになりました.	アネノミガワリデコンヤクシタラナゼカヘンキョウノセイジョトヨバレルヨウニナリマシ	こなきなこ/冬月光輝	[6]	巻不連続[6];v1書影無(楽天)
あやかし蔵の管理人.	アヤカシグラノカンリニン	朝比奈和/北野りりお	[4]	巻不連続[4];v1書影無(楽天)
あること♪ないこと☆	アルコトナイコト	六角八十助	[1]	v1書影無(楽天)
いずれ最強の錬金術師?	イズレサイキョウノレンキンジュツシ	小狐丸/ささかまたろう	[8]	巻不連続[8];v1書影無(楽天)
異世界サウナへようこそ! : ルナちゃんはととのいたい.	イセカイサウナエヨウコソ!:ルナチャンワトトノイタイ	はづき	[3]	巻不連続[3];v1書影無(楽天)
異世界仕立て屋ソフィア : 貧乏令嬢、現代知識で服を作ってみんなの暮らしを豊かにします.	イセカイシタテヤソフィア:ビンボウレイジョウ、ゲンダイチシキデフクオツクッテミン	今仲華月	[3]	巻不連続[3];v1書影無(楽天)
異世界←→地球間で個人貿易してみた.	イセカイ←→チキュウカンデコジンボウエキシテミタ	海老猫道楽/肥前文俊	[1]	題不一致(NDL/楽天):異世界⇔地球間で個人貿易して
異世界のおチビちゃんは今日も何かを創り出す : スキル〈想像創造〉で目指せ成り上がり!	イセカイノオチビチャンワキョウモナニカオツクリダス:スキルソウゾウソウゾウデメザ	犬飼りっぽ/ぱつきんすきー	[2]	巻不連続[2];v1書影無(楽天)
異世界フィールドワークは今日も大変 = Fieldwork in another world is hard today.	イセカイフィールドワークワキョウモタイヘン	瀬戸涼子	[2]	巻不連続[2];v1書影無(楽天)
異世界魔王ごっこ : 魔王は姫を倒したくない!	イセカイマオウゴッコ:マオウワヒメオタオシタクナイ!	むつをむつ/蒼井ゆん	[1]	題不一致(NDL/楽天):異世界魔王ごっこ〜魔王は姫を
一匹狼の花嫁 : 結婚当日に「貴女を愛せない」と言っていた旦那さまの様子がおかしいのですが.	イッピキオオカミノハナヨメ:ケッコントウジツニ「アナタオアイセナイ」トイッテイタ	百迦にごう/Mikura	[1]	題不一致(NDL/楽天):一匹狼の花嫁〜結婚当日に「貴
妹はシスコン兄がめんどくさい.	イモウトワシスコンアニガメンドクサイ	ヨシミズ	[3]	巻不連続[3];v1書影無(楽天)
淫靡なトラップに嵌められる女たち : 罠に堕ちた人妻とアイドル	インビナトラップニハメラレルオンナタチ:ワナニオチタヒトズマトアイドル	鬼窪浩久	[1]	v1書影無(楽天)
ウォルテニア戦記.	ウォルテニアセンキ	保利亮太/八木ゆかり	[11]	巻不連続[11];v1書影無(楽天)
ウサミミヤンキー!! : 俺の獲物に噛みつきたい. 上	ウサミミヤンキー:オレノエモノニカミツキタイ	御茶漬わさび [著]	[1]	題不一致(NDL/楽天):ウサミミヤンキー!! 上
ウサミミヤンキー!! : 俺の獲物に噛みつきたい. 下	ウサミミヤンキー:オレノエモノニカミツキタイ	御茶漬わさび [著]	[1]	題不一致(NDL/楽天):ウサミミヤンキー!! 下
渦神 : 分裂増殖人間.	ウズガミ:ブンレツゾウショクニンゲン	山口貴巳/大城密	[2]	巻不連続[2];v1書影無(楽天)
嘘婚ロマン : 契約結婚のはずなのに、クールな旦那様に溺愛されています.	ウソコンロマン:ケイヤクケッコンノハズナノニクールナダンナサマニデキアイサレテイ	奈院ゆりえ/マチバリ	[3]	巻不連続[3];v1書影無(楽天)
内気なカノジョ	ウチキナカノジョ	を図さとる	[1]	v1書影無(楽天)
ウルフちゃんは澄ましたい = wolf chan wants to put on an unconcerned air.	ウルフチャンワスマシタイ	ホンノシオリ	[2]	巻不連続[2];v1書影無(楽天)
Fランク冒険者の成り上がり : 俺だけができる《ステータス操作》で最強へと至る.	エフランクボウケンシャノナリアガリ:オレダケガデキルステータスソウサデサイキョウ	二世めぐる/まるせい	[3]	巻不連続[3];v1書影無(楽天)
エロいスキルで異世界無双 : THE COMIC.	エロイスキルデイセカイムソウ:ザコミック	薬味紅生姜/まさなん	[4]	巻不連続[4];v1書影無(楽天)
エローナ.	エローナ	山田ゴゴゴ	[2]	巻不連続[2];v1書影無(楽天)
おいしいからだ。.	オイシイカラダ。	青井うえ	[2]	巻不連続[2];v1書影無(楽天)
美味しんぼ : 名品集. もはや日本食!?いつもの中華料理編	オイシンボ:メイヒンシュウ	雁屋哲/花咲アキラ	[1]	題不一致(NDL/楽天):美味しんぼ名品集 もはや日本
オオカミ課長のキスは甘い : 冷徹上司の裏の顔.	オオカミカチョウノキスワアマイ:レイテツジョウシノウラノカオ	一之瀬絢	[5]	巻不連続[5];v1書影無(楽天)
大判鬼平犯科帳 : 蛙の長助	オオバンオニヘイハンカチョウ:カエルノチョウスケ	さいとう・たかを/池波正太郎	[1]	題不一致(NDL/楽天):大判鬼平犯科帳 蛙の長助
犯され催眠 : 男子1人しかいない学園で性格最悪の女達に犯されまくる	オカサレサイミン:ダンシヒトリシカイナイガクエンデセイカクサイアクノオンナタチニ	しんどう	[1]	v1書影無(楽天)
お金が大好きな平民の私は卑屈貴族と契約結婚して愛し愛されます.	オカネガダイスキナヘイミンノワタクシワヒクツキゾクトケイヤクケッコンシテアイシア	青井さび/ゴルゴンゾーラ三国	[2]	巻不連続[2];v1書影無(楽天)
おしかけ!爆乳ギャルハーレム性活THE BOOK	オシカケバクニュウギャルハーレムセイカツザブック	ひし形とまる	[1]	v1書影無(楽天)
推しの桂真くんにガチ恋してます.	オシノケイマクンニガチコイシテマス	三浦うに	[2]	巻不連続[2];v1書影無(楽天)
Oppai in the sky	オッパイインザスカイ	天空太一	[1]	v1書影無(楽天)
お父さん、私この結婚イヤです!	オトウサン、ワタクシコノケッコンイヤデス!	Roal/yuri 文	[8, 8]	巻不連続[8, 8];v1書影無(楽天)
義弟を好きになってもいいですか : 猫かぶりの甘い罠.	オトウトオスキニナッテモイイデスカ:ネコカブリノアマイワナ	沙絵子	[2]	巻不連続[2];v1書影無(楽天)
鬼上司の溺愛が止まりません = MY STRICT BOSS ALWAYS LOVES ME.	オニジョウシノデキアイガトマリマセン	大島幸也	[4]	巻不連続[4];v1書影無(楽天)
おひとりさまホテル : don't disturb.	オヒトリサマホテル:don&#39;tdisturb	まろ/マキヒロチ	[5]	巻不連続[5];v1書影無(楽天)
おままごとのおわり。 : さかさな短編集	オママゴトノオワリ。:サカサナタンペンシュウ	さかさな	[1]	題不一致(NDL/楽天):おままごとのおわり。さかさな
思い出食堂. No. 79 (カキフライ編)	オモイデショクドウ		[79]	巻不連続[79];著者無;v1書影無(楽天)
お別れホスピタル = Owakare Hospital.	オワカレホスピタル	沖田×華	[13]	巻不連続[13];v1書影無(楽天)
終わりと始まりのマイルス = Mailvs Exitvs et Ortvs	オワリトハジマリノマイルス	鬼頭莫宏	[1]	題不一致(NDL/楽天):完全版 終わりと始まりのマイ
介護はじまりました : ままならないアラフィフたち	カイゴハジマリマシタ:ママナラナイアラフィフタチ	月野まる/太田差惠子	[1]	題不一致(NDL/楽天):ままならないアラフィフたち 
帰ってきたウルトラマン = Return of ULTRAMAN : 内山まもるウルトラ作品集	カエッテキタウルトラマン	内山まもる/円谷プロダクション	[1]	題不一致(NDL/楽天):帰ってきたウルトラマン 内山
楓と鈴	カエデトスズ	きょくちょ	[1]	v1書影無(楽天)
kakao Early Days	カカオアーリーデイズ	kakao	[1]	v1書影無(楽天)
かけ湯くん : 旅する温泉漫画. 温泉旅は好きですか編	カケユクン:タビスルオンセンマンガ	松本英子	[1]	題不一致(NDL/楽天):旅する温泉漫画 かけ湯くん
風よ雲よ剣よ : 吹雪に一人行く	カゼヨクモヨケンヨ:フブキニヒトリユク	さいとう・たかを	[1]	題不一致(NDL/楽天):風よ雲よ剣よ 吹雪に一人行く
彼女が女風に通うワケ : 元セラピストが語る女性用風俗の真実	カノジョガジョフウニカヨウワケ:モトセラピストガカタルジョセイヨウフウゾクノシン	カナメキヌコ/リオ	[1]	題不一致(NDL/楽天):彼女が女風に通うワケ 〜元セ
カラーコミックコレクション : 別冊コミックアンリアル.	カラーコミックコレクション:ベッサツコミックアンリアル		[10]	巻不連続[10];著者無;v1書影無(楽天)
カラフルグレー = COLORFUL GRAY.	カラフルグレー	躯咲マドロミ	[4]	巻不連続[4];v1書影無(楽天)
妃教育から逃げたい私 = I want to escape from princess education.	キサキキョウイクカラニゲタイワタクシ	菅田うり/沢野いずみ	[6]	巻不連続[6];v1書影無(楽天)
気になるあの子はカエル好き = That Girl Loves Frogs.	キニナルアノコワカエルズキ	松本勇祐	[2]	巻不連続[2];v1書影無(楽天)
君を堕とした証	キミオオトシタアカシ	堀博昭	[1]	v1書影無(楽天)
今日、駅で見た可愛い女の子。 = CUTE GIRL I SAW AT THE STATION TODAY.	キョウエキデミタカワイイオンナノコ	さかなこうじ	[4]	巻不連続[4];v1書影無(楽天)
境界迷宮と異界の魔術師 = BOUNDARY LABYRINTH AND MAGICIAN OF ALIEN WORLD.	キョウカイメイキュウトイカイノマジュツシ	小野崎えいじ/ばう	[13]	巻不連続[13];v1書影無(楽天)
牛丼も幸せも特盛で : 食の短編集熱き心の15品	ギュウドンモシアワセモトクモリデ:ショクノタンペンシュウアツキココロノジュウゴヒ	和泉ひろき	[1]	題不一致(NDL/楽天):牛丼も幸せも特盛で 食の短編
空想カノジョのグリモワール	クウソウカノジョノグリモワール	さいおがうま	[1]	v1書影無(楽天)
クーデレづま. [4]	クーデレズマ	七草天音	[4]	巻不連続[4];v1書影無(楽天)
食らいついてよ、旦那さま.	クライツイテヨダンナサマ	ユキハル	[2]	巻不連続[2];v1書影無(楽天)
結婚×レンアイ。 = MARRiAGE LOVE.	ケッコンレンアイ	萩尾彬	[10]	巻不連続[10];v1書影無(楽天)
