tier	stem	title	route	ei	etype	label	imprint	number	kind	isbn	date	src	rak_title	rak_author	rak_publisher	g_pub	g_isbn	g_date	g_author	g_token	main_prefix	prev_num	prev_isbn	prev_date	next_num	next_isbn	next_date	publisher	n_cands	why	cover
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	7	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	8	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	9	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	10	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	11	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	12	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	13	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	14	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	15	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	16	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	17	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	18	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	19	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	20	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	21	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	22	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	23	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	24	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	25	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	26	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	27	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	28	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	29	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	30	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	31	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	32	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	33	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	34	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	35	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	36	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	37	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	palm	パーム	seed4	0	standard	通常版	Wings comics	38	LEAD												9784403				40	9784403622571	2018-03	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	papa-no-kokoro	パパのココロ	seed4	0	standard	通常版		1	LEAD												9784574				2	9784574000819	1998-04	婦人生活社	0	楽天live/NDLにも該当巻なし	
NOHIT	peace-mashuko	PEACE	canon:volumes	0	standard	通常版	Laqia comics	1	ELEAD												9784915				2	9784915858277	1992-05-06	不明	0	楽天live/NDLにも該当巻なし	
NOHIT	perfect-angel-lip	Perfectエンジェルリップ	seed4	0	standard	通常版	バーガーSCスペシャル	1	LEAD												9784796				2	9784796243902	1996-09-28	スコラ	0	楽天live/NDLにも該当巻なし	
NOHIT	pet-boy-s	Pet-boy's	seed4	0	standard	通常版	Tsukasa comics	1	LEAD												9784812				2	9784812800980	1997-12	司書房	0	楽天live/NDLにも該当巻なし	
NOHIT	plamo-kyoushirou	プラモ狂四郎	canon:extra[3]	4	deluxe	コミックボンボンデラックス	コミックボンボンデラックス	1	ELEAD												9784063				4	9784063131277		講談社	0	楽天live/NDLにも該当巻なし	
NOHIT	plamo-kyoushirou	プラモ狂四郎	canon:extra[3]	4	deluxe	コミックボンボンデラックス	コミックボンボンデラックス	2	ELEAD												9784063				4	9784063131277		講談社	0	楽天live/NDLにも該当巻なし	
NOHIT	plamo-kyoushirou	プラモ狂四郎	canon:extra[3]	4	deluxe	コミックボンボンデラックス	コミックボンボンデラックス	3	ELEAD												9784063				4	9784063131277		講談社	0	楽天live/NDLにも該当巻なし	
NOHIT	premium	Premium	seed4	0	standard	通常版	バーガーSCデラックス	1	LEAD												9784796				3	9784796243810	1996-07-29	スコラ	0	楽天live/NDLにも該当巻なし	
NOHIT	premium	Premium	seed4	0	standard	通常版	バーガーSCデラックス	2	LEAD												9784796				3	9784796243810	1996-07-29	スコラ	0	楽天live/NDLにも該当巻なし	
NOHIT	purodeyuusaa-ni-naritai	プロデューサーになりたい	canon:volumes	0	standard	通常版	ワイドKCミスターマガジン	1	ELEAD												9784063				3	9784063373066	1996-08-09	講談社	0	楽天live/NDLにも該当巻なし	
NOHIT	purodeyuusaa-ni-naritai	プロデューサーになりたい	canon:volumes	0	standard	通常版	ワイドKCミスターマガジン	2	ELEAD												9784063				3	9784063373066	1996-08-09	講談社	0	楽天live/NDLにも該当巻なし	
NOHIT	raika	雷火	seed4	0	deluxe	デラックス版	バーガーSC deluxe	1	ELEAD												9784796				2	9784882750338	1988-10-22	スコラ	0	楽天live/NDLにも該当巻なし	
NOHIT	retsupuu	烈風	canon:extra[1]	2	shinsoban	Rekishi gunzo books	Rekishi gunzo books	1	ELEAD												9784056				2	9784056021066	1999-08	学習研究社	0	楽天live/NDLにも該当巻なし	
NOHIT	rinjin-o-maiseyo	隣人を妹 (まい) せよ!	seed4	0	standard	通常版	4コマkingsぱれっとcomics	1	LEAD												9784758				4	9784758082624	2016-06	一迅社	0	楽天live/NDLにも該当巻なし	
NOHIT	rinjin-o-maiseyo	隣人を妹 (まい) せよ!	seed4	0	standard	通常版	4コマkingsぱれっとcomics	2	LEAD												9784758				4	9784758082624	2016-06	一迅社	0	楽天live/NDLにも該当巻なし	
NOHIT	saakitto-no-ookami-2	サーキットの狼Ⅱ	seed4	0	standard	通常版	MCCコミックス	1	LEAD												9784944				20	9784944017409	1998-03	マインドカルチャーセンター	0	楽天live/NDLにも該当巻なし	
NOHIT	saakitto-no-ookami-2	サーキットの狼Ⅱ	seed4	0	standard	通常版	MCCコミックス	2	LEAD												9784944				20	9784944017409	1998-03	マインドカルチャーセンター	0	楽天live/NDLにも該当巻なし	
NOHIT	saakitto-no-ookami-2	サーキットの狼Ⅱ	seed4	0	standard	通常版	MCCコミックス	3	LEAD												9784944				20	9784944017409	1998-03	マインドカルチャーセンター	0	楽天live/NDLにも該当巻なし	
NOHIT	saakitto-no-ookami-2	サーキットの狼Ⅱ	seed4	0	standard	通常版	MCCコミックス	4	LEAD												9784944				20	9784944017409	1998-03	マインドカルチャーセンター	0	楽天live/NDLにも該当巻なし	
NOHIT	saakitto-no-ookami-2	サーキットの狼Ⅱ	seed4	0	standard	通常版	MCCコミックス	5	LEAD												9784944				20	9784944017409	1998-03	マインドカルチャーセンター	0	楽天live/NDLにも該当巻なし	
NOHIT	saakitto-no-ookami-2	サーキットの狼Ⅱ	seed4	0	standard	通常版	MCCコミックス	6	LEAD												9784944				20	9784944017409	1998-03	マインドカルチャーセンター	0	楽天live/NDLにも該当巻なし	
NOHIT	saakitto-no-ookami-2	サーキットの狼Ⅱ	seed4	0	standard	通常版	MCCコミックス	7	LEAD												9784944				20	9784944017409	1998-03	マインドカルチャーセンター	0	楽天live/NDLにも該当巻なし	
NOHIT	saakitto-no-ookami-2	サーキットの狼Ⅱ	seed4	0	standard	通常版	MCCコミックス	8	LEAD												9784944				20	9784944017409	1998-03	マインドカルチャーセンター	0	楽天live/NDLにも該当巻なし	
NOHIT	saakitto-no-ookami-2	サーキットの狼Ⅱ	seed4	0	standard	通常版	MCCコミックス	9	LEAD												9784944				20	9784944017409	1998-03	マインドカルチャーセンター	0	楽天live/NDLにも該当巻なし	
NOHIT	saakitto-no-ookami-2	サーキットの狼Ⅱ	seed4	0	standard	通常版	MCCコミックス	10	LEAD												9784944				20	9784944017409	1998-03	マインドカルチャーセンター	0	楽天live/NDLにも該当巻なし	
NOHIT	saakitto-no-ookami-2	サーキットの狼Ⅱ	seed4	0	standard	通常版	MCCコミックス	11	LEAD												9784944				20	9784944017409	1998-03	マインドカルチャーセンター	0	楽天live/NDLにも該当巻なし	
NOHIT	saakitto-no-ookami-2	サーキットの狼Ⅱ	seed4	0	standard	通常版	MCCコミックス	12	LEAD												9784944				20	9784944017409	1998-03	マインドカルチャーセンター	0	楽天live/NDLにも該当巻なし	
NOHIT	saakitto-no-ookami-2	サーキットの狼Ⅱ	seed4	0	standard	通常版	MCCコミックス	13	LEAD												9784944				20	9784944017409	1998-03	マインドカルチャーセンター	0	楽天live/NDLにも該当巻なし	
NOHIT	saakitto-no-ookami-2	サーキットの狼Ⅱ	seed4	0	standard	通常版	MCCコミックス	14	LEAD												9784944				20	9784944017409	1998-03	マインドカルチャーセンター	0	楽天live/NDLにも該当巻なし	
NOHIT	saakitto-no-ookami-2	サーキットの狼Ⅱ	seed4	0	standard	通常版	MCCコミックス	15	LEAD												9784944				20	9784944017409	1998-03	マインドカルチャーセンター	0	楽天live/NDLにも該当巻なし	
NOHIT	saakitto-no-ookami-2	サーキットの狼Ⅱ	seed4	0	standard	通常版	MCCコミックス	16	LEAD												9784944				20	9784944017409	1998-03	マインドカルチャーセンター	0	楽天live/NDLにも該当巻なし	
NOHIT	saakitto-no-ookami-2	サーキットの狼Ⅱ	seed4	0	standard	通常版	MCCコミックス	17	LEAD												9784944				20	9784944017409	1998-03	マインドカルチャーセンター	0	楽天live/NDLにも該当巻なし	
NOHIT	saakitto-no-ookami-2	サーキットの狼Ⅱ	seed4	0	standard	通常版	MCCコミックス	18	LEAD												9784944				20	9784944017409	1998-03	マインドカルチャーセンター	0	楽天live/NDLにも該当巻なし	
NOHIT	saakitto-no-ookami-2	サーキットの狼Ⅱ	seed4	0	standard	通常版	MCCコミックス	19	LEAD												9784944				20	9784944017409	1998-03	マインドカルチャーセンター	0	楽天live/NDLにも該当巻なし	
NOHIT	sadistic-sayaka-chan	サディスティックさやかちゃん!	seed4	0	standard	通常版	劇画キングシリーズ	1	LEAD												9784883				2	9784883150861	1990-12-20	スタジオ・シップ	0	楽天live/NDLにも該当巻なし	
NOHIT	saibaa-comics	サイバーコミックス	seed4	0	standard	通常版		1	LEAD												9784891				5		1988-12-25	バンダイ	0	楽天live/NDLにも該当巻なし	
NOHIT	saibaa-comics	サイバーコミックス	seed4	0	standard	通常版		2	LEAD												9784891				5		1988-12-25	バンダイ	0	楽天live/NDLにも該当巻なし	
NOHIT	saibaa-comics	サイバーコミックス	seed4	0	standard	通常版		3	LEAD												9784891				5		1988-12-25	バンダイ	0	楽天live/NDLにも該当巻なし	
NOHIT	saibaa-comics	サイバーコミックス	seed4	0	standard	通常版		4	LEAD												9784891				5		1988-12-25	バンダイ	0	楽天live/NDLにも該当巻なし	
NOHIT	saikyou-de-saisoku-no-mugen-level-appu	最強で最速の無限レベルアップ	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	1	ELEAD												9784065				6	9784065378830	2025-01-03	講談社	0	楽天live/NDLにも該当巻なし	
NOHIT	saikyou-de-saisoku-no-mugen-level-appu	最強で最速の無限レベルアップ	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	2	ELEAD												9784065				6	9784065378830	2025-01-03	講談社	0	楽天live/NDLにも該当巻なし	
NOHIT	saikyou-de-saisoku-no-mugen-level-appu	最強で最速の無限レベルアップ	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	3	ELEAD												9784065				6	9784065378830	2025-01-03	講談社	0	楽天live/NDLにも該当巻なし	
NOHIT	saikyou-de-saisoku-no-mugen-level-appu	最強で最速の無限レベルアップ	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	4	ELEAD												9784065				6	9784065378830	2025-01-03	講談社	0	楽天live/NDLにも該当巻なし	
NOHIT	saikyou-de-saisoku-no-mugen-level-appu	最強で最速の無限レベルアップ	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	5	ELEAD												9784065				6	9784065378830	2025-01-03	講談社	0	楽天live/NDLにも該当巻なし	
NOHIT	saishinban-heisei-tensai-bakabon	最新版平成天才バカボン	seed4	0	standard	通常版	ワイドKCボンボン	1	LEAD												9784090				2	9784090017650		小学館	0	楽天live/NDLにも該当巻なし	
NOHIT	saitsuyo-akuyaku-reijou-nikki	さいつよ☆悪役令嬢日記	seed4	0	standard	通常版		1	LEAD												9784866				2	9784866454344	2025-08-01	銀河書籍	0	楽天live/NDLにも該当巻なし	
NOHIT	samurider	サムライダー	canon:extra[1]	2	shinsoban	ヤンマガKCスペシャル	ヤンマガKCスペシャル	1	ELEAD												9784061				2	9784061021389	1989-01-17	講談社	0	楽天live/NDLにも該当巻なし	
NOHIT	seishoujo	聖少女	canon:volumes	0	standard	通常版	Worldコミックス	1	ELEAD												9784765				2	9784765920599	1983-11	久保書店	0	楽天live/NDLにも該当巻なし	
NOHIT	sekai-saikyou-no-majo-hajimemashita	世界最強の魔女、始めました	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	1	ELEAD												9784065				7	9784065382202	2025-02-10	講談社	0	楽天live/NDLにも該当巻なし	
NOHIT	sekai-saikyou-no-majo-hajimemashita	世界最強の魔女、始めました	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	2	ELEAD												9784065				7	9784065382202	2025-02-10	講談社	0	楽天live/NDLにも該当巻なし	
NOHIT	sekai-saikyou-no-majo-hajimemashita	世界最強の魔女、始めました	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	3	ELEAD												9784065				7	9784065382202	2025-02-10	講談社	0	楽天live/NDLにも該当巻なし	
NOHIT	sekai-saikyou-no-majo-hajimemashita	世界最強の魔女、始めました	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	4	ELEAD												9784065				7	9784065382202	2025-02-10	講談社	0	楽天live/NDLにも該当巻なし	
NOHIT	sekai-saikyou-no-majo-hajimemashita	世界最強の魔女、始めました	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	5	ELEAD												9784065				7	9784065382202	2025-02-10	講談社	0	楽天live/NDLにも該当巻なし	
NOHIT	sekai-saikyou-no-majo-hajimemashita	世界最強の魔女、始めました	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	6	ELEAD												9784065				7	9784065382202	2025-02-10	講談社	0	楽天live/NDLにも該当巻なし	
NOHIT	sensei-ga-suki	先生が好き	seed4	0	standard	通常版		1	ELEAD												9784197				2	9784197890217	1989-01	徳間書店	0	楽天live/NDLにも該当巻なし	
NOHIT	shakaikamanganihonnonbiriryokou	社会科まんが日本のんびり旅行	seed4	0	standard	通常版		1	LEAD												9784378				4	9784378041049	1984-01	さ・え・ら書房	0	楽天live/NDLにも該当巻なし	
NOHIT	shakaikamanganihonnonbiriryokou	社会科まんが日本のんびり旅行	seed4	0	standard	通常版		2	LEAD												9784378				4	9784378041049	1984-01	さ・え・ら書房	0	楽天live/NDLにも該当巻なし	
NOHIT	shakaikamanganihonnonbiriryokou	社会科まんが日本のんびり旅行	seed4	0	standard	通常版		3	LEAD												9784378				4	9784378041049	1984-01	さ・え・ら書房	0	楽天live/NDLにも該当巻なし	
NOHIT	shinshi-kyoutei-o-musubou	紳士協定を結ぼう!	canon:volumes	0	standard	通常版	あすかコミックスCL-DX	1	ELEAD												9784048				2	9784048544337	2010-03	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	shinshin-agatte-nanbo-taichi-yo-nakuna	新々上ってなンボ!!太一よ泣くな	seed4	0	standard	通常版	キングシリーズ	1	LEAD												9784862				4			小池書院	0	楽天live/NDLにも該当巻なし	
NOHIT	shinshin-agatte-nanbo-taichi-yo-nakuna	新々上ってなンボ!!太一よ泣くな	seed4	0	standard	通常版	キングシリーズ	2	LEAD												9784862				4			小池書院	0	楽天live/NDLにも該当巻なし	
NOHIT	shinshin-agatte-nanbo-taichi-yo-nakuna	新々上ってなンボ!!太一よ泣くな	seed4	0	standard	通常版	キングシリーズ	3	LEAD												9784862				4			小池書院	0	楽天live/NDLにも該当巻なし	
NOHIT	shinshin-agatte-nanbo-taichi-yo-nakuna-2006	新々上がってなンボ!!太一よ泣くな	seed4	0	standard	通常版	King series	1	LEAD												9784862				4	9784862250049	2006-01	小池書院	0	楽天live/NDLにも該当巻なし	
NOHIT	shinshin-agatte-nanbo-taichi-yo-nakuna-2006	新々上がってなンボ!!太一よ泣くな	seed4	0	standard	通常版	King series	2	LEAD												9784862				4	9784862250049	2006-01	小池書院	0	楽天live/NDLにも該当巻なし	
NOHIT	shinshin-agatte-nanbo-taichi-yo-nakuna-2006	新々上がってなンボ!!太一よ泣くな	seed4	0	standard	通常版	King series	3	LEAD												9784862				4	9784862250049	2006-01	小池書院	0	楽天live/NDLにも該当巻なし	
NOHIT	shintouki	神統記	seed4	0	standard	通常版	PASH!COMICS	2	LEAD												9784391				11	9784391162301	2024-04-05	主婦と生活社	0	楽天live/NDLにも該当巻なし	
NOHIT	shintouki	神統記	seed4	0	standard	通常版	PASH!COMICS	3	LEAD												9784391				11	9784391162301	2024-04-05	主婦と生活社	0	楽天live/NDLにも該当巻なし	
NOHIT	shintouki	神統記	seed4	0	standard	通常版	PASH!COMICS	4	LEAD												9784391				11	9784391162301	2024-04-05	主婦と生活社	0	楽天live/NDLにも該当巻なし	
NOHIT	shintouki	神統記	seed4	0	standard	通常版	PASH!COMICS	5	LEAD												9784391				11	9784391162301	2024-04-05	主婦と生活社	0	楽天live/NDLにも該当巻なし	
NOHIT	shintouki	神統記	seed4	0	standard	通常版	PASH!COMICS	6	LEAD												9784391				11	9784391162301	2024-04-05	主婦と生活社	0	楽天live/NDLにも該当巻なし	
NOHIT	shintouki	神統記	seed4	0	standard	通常版	PASH!COMICS	7	LEAD												9784391				11	9784391162301	2024-04-05	主婦と生活社	0	楽天live/NDLにも該当巻なし	
NOHIT	shintouki	神統記	seed4	0	standard	通常版	PASH!COMICS	8	LEAD												9784391				11	9784391162301	2024-04-05	主婦と生活社	0	楽天live/NDLにも該当巻なし	
NOHIT	shintouki	神統記	seed4	0	standard	通常版	PASH!COMICS	9	LEAD												9784391				11	9784391162301	2024-04-05	主婦と生活社	0	楽天live/NDLにも該当巻なし	
NOHIT	shintouki	神統記	seed4	0	standard	通常版	PASH!COMICS	10	LEAD												9784391				11	9784391162301	2024-04-05	主婦と生活社	0	楽天live/NDLにも該当巻なし	
NOHIT	shinuhodo-kisu-shite	死ぬほどKISSして	seed4	0	standard	通常版	SPコミックス	1	LEAD												9784845				2	9784845809073	1993-11	リイド社	0	楽天live/NDLにも該当巻なし	
NOHIT	shippo-ga-tomodachi	シッポがともだち	seed4	2	bunkobon	文庫版	文庫版コミックス	1	ELEAD												9784087				2	9784087850260	1997-04-28	集英社	0	楽天live/NDLにも該当巻なし	
NOHIT	shisaku-nansensu-senshuu	思索ナンセンス選集	seed4	0	standard	通常版		1	LEAD												9784783				2	9784783510901	1983-11	思索社	0	楽天live/NDLにも該当巻なし	
NOHIT	shoki-sakuhin-shuu	レフトアンドライト	seed4	0	standard	通常版	あすかコミックス・スペシャル	1	LEAD												9784049				28	9784049230284	1988-03-17	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	shoki-sakuhin-shuu	レフトアンドライト	seed4	0	standard	通常版	あすかコミックス・スペシャル	2	LEAD												9784049				28	9784049230284	1988-03-17	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	shoki-sakuhin-shuu	レフトアンドライト	seed4	0	standard	通常版	あすかコミックス・スペシャル	3	LEAD												9784049				28	9784049230284	1988-03-17	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	shoki-sakuhin-shuu	レフトアンドライト	seed4	0	standard	通常版	あすかコミックス・スペシャル	4	LEAD												9784049				28	9784049230284	1988-03-17	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	shoki-sakuhin-shuu	レフトアンドライト	seed4	0	standard	通常版	あすかコミックス・スペシャル	5	LEAD												9784049				28	9784049230284	1988-03-17	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	shoki-sakuhin-shuu	レフトアンドライト	seed4	0	standard	通常版	あすかコミックス・スペシャル	6	LEAD												9784049				28	9784049230284	1988-03-17	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	shoki-sakuhin-shuu	レフトアンドライト	seed4	0	standard	通常版	あすかコミックス・スペシャル	7	LEAD												9784049				28	9784049230284	1988-03-17	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	shoki-sakuhin-shuu	レフトアンドライト	seed4	0	standard	通常版	あすかコミックス・スペシャル	8	LEAD												9784049				28	9784049230284	1988-03-17	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	shoki-sakuhin-shuu	レフトアンドライト	seed4	0	standard	通常版	あすかコミックス・スペシャル	9	LEAD												9784049				28	9784049230284	1988-03-17	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	shoki-sakuhin-shuu	レフトアンドライト	seed4	0	standard	通常版	あすかコミックス・スペシャル	10	LEAD												9784049				28	9784049230284	1988-03-17	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	shoki-sakuhin-shuu	レフトアンドライト	seed4	0	standard	通常版	あすかコミックス・スペシャル	11	LEAD												9784049				28	9784049230284	1988-03-17	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	shoki-sakuhin-shuu	レフトアンドライト	seed4	0	standard	通常版	あすかコミックス・スペシャル	12	LEAD												9784049				28	9784049230284	1988-03-17	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	shoki-sakuhin-shuu	レフトアンドライト	seed4	0	standard	通常版	あすかコミックス・スペシャル	13	LEAD												9784049				28	9784049230284	1988-03-17	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	shoki-sakuhin-shuu	レフトアンドライト	seed4	0	standard	通常版	あすかコミックス・スペシャル	14	LEAD												9784049				28	9784049230284	1988-03-17	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	shoki-sakuhin-shuu	レフトアンドライト	seed4	0	standard	通常版	あすかコミックス・スペシャル	15	LEAD												9784049				28	9784049230284	1988-03-17	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	shoki-sakuhin-shuu	レフトアンドライト	seed4	0	standard	通常版	あすかコミックス・スペシャル	16	LEAD												9784049				28	9784049230284	1988-03-17	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	shoki-sakuhin-shuu	レフトアンドライト	seed4	0	standard	通常版	あすかコミックス・スペシャル	17	LEAD												9784049				28	9784049230284	1988-03-17	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	shoki-sakuhin-shuu	レフトアンドライト	seed4	0	standard	通常版	あすかコミックス・スペシャル	18	LEAD												9784049				28	9784049230284	1988-03-17	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	shoki-sakuhin-shuu	レフトアンドライト	seed4	0	standard	通常版	あすかコミックス・スペシャル	19	LEAD												9784049				28	9784049230284	1988-03-17	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	shoki-sakuhin-shuu	レフトアンドライト	seed4	0	standard	通常版	あすかコミックス・スペシャル	20	LEAD												9784049				28	9784049230284	1988-03-17	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	shoki-sakuhin-shuu	レフトアンドライト	seed4	0	standard	通常版	あすかコミックス・スペシャル	21	LEAD												9784049				28	9784049230284	1988-03-17	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	shoki-sakuhin-shuu	レフトアンドライト	seed4	0	standard	通常版	あすかコミックス・スペシャル	22	LEAD												9784049				28	9784049230284	1988-03-17	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	shoki-sakuhin-shuu	レフトアンドライト	seed4	0	standard	通常版	あすかコミックス・スペシャル	23	LEAD												9784049				28	9784049230284	1988-03-17	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	shoki-sakuhin-shuu	レフトアンドライト	seed4	0	standard	通常版	あすかコミックス・スペシャル	24	LEAD												9784049				28	9784049230284	1988-03-17	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	shoki-sakuhin-shuu	レフトアンドライト	seed4	0	standard	通常版	あすかコミックス・スペシャル	25	LEAD												9784049				28	9784049230284	1988-03-17	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	shoki-sakuhin-shuu	レフトアンドライト	seed4	0	standard	通常版	あすかコミックス・スペシャル	26	LEAD												9784049				28	9784049230284	1988-03-17	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	shoki-sakuhin-shuu	レフトアンドライト	seed4	0	standard	通常版	あすかコミックス・スペシャル	27	LEAD												9784049				28	9784049230284	1988-03-17	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	shounan-bousouzoku	湘南暴走族	seed4	0	standard	通常版	ヤングキングAnimeコミックス	1	LEAD												9784785				5	9784785946296	1989-06-15	少年画報社	0	楽天live/NDLにも該当巻なし	
