tier	stem	title	route	ei	etype	label	imprint	number	kind	isbn	date	src	rak_title	rak_author	rak_publisher	g_pub	g_isbn	g_date	g_author	g_token	main_prefix	prev_num	prev_isbn	prev_date	next_num	next_isbn	next_date	publisher	n_cands	why	cover
NOHIT	blue-sakisaka-2006	BLUE	overrides	1	shinsoban	フラワーコミックス	フラワーコミックス	3	ELEAD												9784091				6	9784091338488	2011-06-29	小学館	0	楽天live/NDLにも該当巻なし	
NOHIT	blue-sakisaka-2006	BLUE	overrides	1	shinsoban	フラワーコミックス	フラワーコミックス	4	ELEAD												9784091				6	9784091338488	2011-06-29	小学館	0	楽天live/NDLにも該当巻なし	
NOHIT	blue-sakisaka-2006	BLUE	overrides	1	shinsoban	フラワーコミックス	フラワーコミックス	5	ELEAD												9784091				6	9784091338488	2011-06-29	小学館	0	楽天live/NDLにも該当巻なし	
NOHIT	bolts-and-nuts-prologue	BOLTS AND NUTS!Prologue	seed4	0	standard	通常版	Neko mook	1	LEAD												9784777				20	9784777013715	2013-01-30	ネコ・パブリッシング	0	楽天live/NDLにも該当巻なし	
NOHIT	bolts-and-nuts-prologue	BOLTS AND NUTS!Prologue	seed4	0	standard	通常版	Neko mook	2	LEAD												9784777				20	9784777013715	2013-01-30	ネコ・パブリッシング	0	楽天live/NDLにも該当巻なし	
NOHIT	bolts-and-nuts-prologue	BOLTS AND NUTS!Prologue	seed4	0	standard	通常版	Neko mook	3	LEAD												9784777				20	9784777013715	2013-01-30	ネコ・パブリッシング	0	楽天live/NDLにも該当巻なし	
NOHIT	bolts-and-nuts-prologue	BOLTS AND NUTS!Prologue	seed4	0	standard	通常版	Neko mook	4	LEAD												9784777				20	9784777013715	2013-01-30	ネコ・パブリッシング	0	楽天live/NDLにも該当巻なし	
NOHIT	bolts-and-nuts-prologue	BOLTS AND NUTS!Prologue	seed4	0	standard	通常版	Neko mook	5	LEAD												9784777				20	9784777013715	2013-01-30	ネコ・パブリッシング	0	楽天live/NDLにも該当巻なし	
NOHIT	bolts-and-nuts-prologue	BOLTS AND NUTS!Prologue	seed4	0	standard	通常版	Neko mook	6	LEAD												9784777				20	9784777013715	2013-01-30	ネコ・パブリッシング	0	楽天live/NDLにも該当巻なし	
NOHIT	bolts-and-nuts-prologue	BOLTS AND NUTS!Prologue	seed4	0	standard	通常版	Neko mook	7	LEAD												9784777				20	9784777013715	2013-01-30	ネコ・パブリッシング	0	楽天live/NDLにも該当巻なし	
NOHIT	bolts-and-nuts-prologue	BOLTS AND NUTS!Prologue	seed4	0	standard	通常版	Neko mook	8	LEAD												9784777				20	9784777013715	2013-01-30	ネコ・パブリッシング	0	楽天live/NDLにも該当巻なし	
NOHIT	bolts-and-nuts-prologue	BOLTS AND NUTS!Prologue	seed4	0	standard	通常版	Neko mook	9	LEAD												9784777				20	9784777013715	2013-01-30	ネコ・パブリッシング	0	楽天live/NDLにも該当巻なし	
NOHIT	bolts-and-nuts-prologue	BOLTS AND NUTS!Prologue	seed4	0	standard	通常版	Neko mook	10	LEAD												9784777				20	9784777013715	2013-01-30	ネコ・パブリッシング	0	楽天live/NDLにも該当巻なし	
NOHIT	bolts-and-nuts-prologue	BOLTS AND NUTS!Prologue	seed4	0	standard	通常版	Neko mook	11	LEAD												9784777				20	9784777013715	2013-01-30	ネコ・パブリッシング	0	楽天live/NDLにも該当巻なし	
NOHIT	bolts-and-nuts-prologue	BOLTS AND NUTS!Prologue	seed4	0	standard	通常版	Neko mook	12	LEAD												9784777				20	9784777013715	2013-01-30	ネコ・パブリッシング	0	楽天live/NDLにも該当巻なし	
NOHIT	bolts-and-nuts-prologue	BOLTS AND NUTS!Prologue	seed4	0	standard	通常版	Neko mook	13	LEAD												9784777				20	9784777013715	2013-01-30	ネコ・パブリッシング	0	楽天live/NDLにも該当巻なし	
NOHIT	bolts-and-nuts-prologue	BOLTS AND NUTS!Prologue	seed4	0	standard	通常版	Neko mook	14	LEAD												9784777				20	9784777013715	2013-01-30	ネコ・パブリッシング	0	楽天live/NDLにも該当巻なし	
NOHIT	bolts-and-nuts-prologue	BOLTS AND NUTS!Prologue	seed4	0	standard	通常版	Neko mook	15	LEAD												9784777				20	9784777013715	2013-01-30	ネコ・パブリッシング	0	楽天live/NDLにも該当巻なし	
NOHIT	bolts-and-nuts-prologue	BOLTS AND NUTS!Prologue	seed4	0	standard	通常版	Neko mook	16	LEAD												9784777				20	9784777013715	2013-01-30	ネコ・パブリッシング	0	楽天live/NDLにも該当巻なし	
NOHIT	bolts-and-nuts-prologue	BOLTS AND NUTS!Prologue	seed4	0	standard	通常版	Neko mook	17	LEAD												9784777				20	9784777013715	2013-01-30	ネコ・パブリッシング	0	楽天live/NDLにも該当巻なし	
NOHIT	bolts-and-nuts-prologue	BOLTS AND NUTS!Prologue	seed4	0	standard	通常版	Neko mook	18	LEAD												9784777				20	9784777013715	2013-01-30	ネコ・パブリッシング	0	楽天live/NDLにも該当巻なし	
NOHIT	bolts-and-nuts-prologue	BOLTS AND NUTS!Prologue	seed4	0	standard	通常版	Neko mook	19	LEAD												9784777				20	9784777013715	2013-01-30	ネコ・パブリッシング	0	楽天live/NDLにも該当巻なし	
NOHIT	booska-plus	ブースカプラス	seed4	0	standard	通常版	HCヒーローズコミックス	1	LEAD												9784864				2	9784864684132	2015-04-04	小学館クリエイティブ	0	楽天live/NDLにも該当巻なし	
NOHIT	bouken-kyouryuukan	まんが 冒険恐竜館	seed4	0	standard	通常版		1	LEAD												9784406				2	9784406058315	2015-02-25	新日本出版社	0	楽天live/NDLにも該当巻なし	
NOHIT	bushigin	武士銀	seed4	0	standard	通常版		1	LEAD												9784860				2	9784860021528	2005-04	ノアール出版	0	楽天live/NDLにも該当巻なし	
NOHIT	buya-jitsuroku-andou-gumi	ブヤ 実録・安藤組	seed4	0	standard	通常版		1	LEAD												9784575				3	9784575933215	1993-01-12	双葉社	0	楽天live/NDLにも該当巻なし	
NOHIT	buya-jitsuroku-andou-gumi	ブヤ 実録・安藤組	seed4	0	standard	通常版		2	LEAD												9784575				3	9784575933215	1993-01-12	双葉社	0	楽天live/NDLにも該当巻なし	
NOHIT	cafe	cafe	seed4	0	standard	通常版	Petit princess	1	LEAD												9784253				6	9784253197847	2011-02	秋田書店	0	楽天live/NDLにも該当巻なし	
NOHIT	cafe	cafe	seed4	0	standard	通常版	Petit princess	2	LEAD												9784253				6	9784253197847	2011-02	秋田書店	0	楽天live/NDLにも該当巻なし	
NOHIT	cafe	cafe	seed4	0	standard	通常版	Petit princess	3	LEAD												9784253				6	9784253197847	2011-02	秋田書店	0	楽天live/NDLにも該当巻なし	
NOHIT	cafe	cafe	seed4	0	standard	通常版	Petit princess	4	LEAD												9784253				6	9784253197847	2011-02	秋田書店	0	楽天live/NDLにも該当巻なし	
NOHIT	cafe	cafe	seed4	0	standard	通常版	Petit princess	5	LEAD												9784253				6	9784253197847	2011-02	秋田書店	0	楽天live/NDLにも該当巻なし	
NOHIT	chou-ten-chan	超てんちゃん!	seed4	0	standard	通常版	MFC	1	LEAD												9784046				2	9784046827012	2023-08-23	KADOKAWA	0	楽天live/NDLにも該当巻なし	
NOHIT	chuchu-hunter	Chu❤chuハンター	seed4	0	standard	通常版	マンサンコミックス	1	LEAD												9784408				2	9784408164236	1998-01	実業之日本社	0	楽天live/NDLにも該当巻なし	
NOHIT	cinderella-no-mori	シンデレラの森	overrides	0	standard	セブンティーン・コミックス		1	ELEAD												9784088				2	9784088543482	1987-11-05		0	楽天live/NDLにも該当巻なし	
NOHIT	collar-me	Collar me	seed4	0	standard	通常版	ディアプラスコミックス	1	LEAD												9784403				2	9784403668333	2022-09-01	新書館	0	楽天live/NDLにも該当巻なし	
NOHIT	comic-bii-tarou	コミックビー太郎	seed4	0	standard	通常版	Akane comics	1	LEAD												9784871				2	9784871821308	1994-12	茜新社	0	楽天live/NDLにも該当巻なし	
NOHIT	comic-cue	Comic cue	seed4	0	standard	通常版		1	LEAD												9784872				2		1996-01	イースト・プレス	0	楽天live/NDLにも該当巻なし	
NOHIT	comic-hero	Comic HERO	seed4	0	standard	通常版		1	LEAD												9784870				6	9784870423060	1992-01-25	あまとりあ社	0	楽天live/NDLにも該当巻なし	
NOHIT	comic-hero	Comic HERO	seed4	0	standard	通常版		2	LEAD												9784870				6	9784870423060	1992-01-25	あまとりあ社	0	楽天live/NDLにも該当巻なし	
NOHIT	comic-hero	Comic HERO	seed4	0	standard	通常版		3	LEAD												9784870				6	9784870423060	1992-01-25	あまとりあ社	0	楽天live/NDLにも該当巻なし	
NOHIT	comic-hero	Comic HERO	seed4	0	standard	通常版		4	LEAD												9784870				6	9784870423060	1992-01-25	あまとりあ社	0	楽天live/NDLにも該当巻なし	
NOHIT	comic-hero	Comic HERO	seed4	0	standard	通常版		5	LEAD												9784870				6	9784870423060	1992-01-25	あまとりあ社	0	楽天live/NDLにも該当巻なし	
NOHIT	comic-indeep	COMIC INDEEP	seed4	0	standard	通常版	EX comics	1	LEAD												9784756				3	9784756701237	1994-09-30	桜桃書房	0	楽天live/NDLにも該当巻なし	
NOHIT	comic-indeep	COMIC INDEEP	seed4	0	standard	通常版	EX comics	2	LEAD												9784756				3	9784756701237	1994-09-30	桜桃書房	0	楽天live/NDLにも該当巻なし	
NOHIT	comic-luna	コミックルナ	seed4	0	standard	通常版		1	LEAD												9784807				5	9784807830077	1988-12-01	桃園書房	0	楽天live/NDLにも該当巻なし	
NOHIT	comic-luna	コミックルナ	seed4	0	standard	通常版		2	LEAD												9784807				5	9784807830077	1988-12-01	桃園書房	0	楽天live/NDLにも該当巻なし	
NOHIT	comic-luna	コミックルナ	seed4	0	standard	通常版		3	LEAD												9784807				5	9784807830077	1988-12-01	桃園書房	0	楽天live/NDLにも該当巻なし	
NOHIT	comic-luna	コミックルナ	seed4	0	standard	通常版		4	LEAD												9784807				5	9784807830077	1988-12-01	桃園書房	0	楽天live/NDLにも該当巻なし	
NOHIT	comic-shin-3-goku-musou-san-battle-iryuujon	コミック真・三國無双3バトルイリュージョン	seed4	0	standard	通常版	Koei game comics	1	LEAD												9784775				7	9784775802076	2004-08-03	光栄	0	楽天live/NDLにも該当巻なし	
NOHIT	comic-shin-3-goku-musou-san-battle-iryuujon	コミック真・三國無双3バトルイリュージョン	seed4	0	standard	通常版	Koei game comics	2	LEAD												9784775				7	9784775802076	2004-08-03	光栄	0	楽天live/NDLにも該当巻なし	
NOHIT	comic-shin-3-goku-musou-san-battle-iryuujon	コミック真・三國無双3バトルイリュージョン	seed4	0	standard	通常版	Koei game comics	3	LEAD												9784775				7	9784775802076	2004-08-03	光栄	0	楽天live/NDLにも該当巻なし	
NOHIT	comic-shin-3-goku-musou-san-battle-iryuujon	コミック真・三國無双3バトルイリュージョン	seed4	0	standard	通常版	Koei game comics	4	LEAD												9784775				7	9784775802076	2004-08-03	光栄	0	楽天live/NDLにも該当巻なし	
NOHIT	comic-shin-3-goku-musou-san-battle-iryuujon	コミック真・三國無双3バトルイリュージョン	seed4	0	standard	通常版	Koei game comics	5	LEAD												9784775				7	9784775802076	2004-08-03	光栄	0	楽天live/NDLにも該当巻なし	
NOHIT	comic-shin-3-goku-musou-san-battle-iryuujon	コミック真・三國無双3バトルイリュージョン	seed4	0	standard	通常版	Koei game comics	6	LEAD												9784775				7	9784775802076	2004-08-03	光栄	0	楽天live/NDLにも該当巻なし	
NOHIT	comic-shin-genjitsu	Comic新現実	seed4	0	standard	通常版		1	LEAD												9784048				2	9784048537889	2004-11-29	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	cosmos-rakuenki	コスモス楽園記	seed4	0	deluxe	デラックス版	KC deluxe	1	ELEAD												9784796				2	9784061037809	1988-06-23	スコラ	0	楽天live/NDLにも該当巻なし	
NOHIT	crash-junky-spirit	Crash junky × spirit	seed4	0	standard	通常版	Gust comic	1	LEAD												9784756				2	9784756704924	1998-02-10	桜桃書房	0	楽天live/NDLにも該当巻なし	
NOHIT	dai-chouhen-doraemon-1984	大長編ドラエもん	seed4	0	standard	通常版	てんとう虫コミックス	1	LEAD												9784091				2	9784091590640	1984-03-25	小学館	0	楽天live/NDLにも該当巻なし	
NOHIT	daiki-no-baka-h-special	大紀のバカHスペシャル	seed4	0	standard	通常版	マイウェイコミックス	1	LEAD												9784861				2	9784861350290	2004-03	マイウェイ出版	0	楽天live/NDLにも該当巻なし	
NOHIT	dainiji-chousen-sensou-yugio	第二次朝鮮戦争ユギオ	seed4	0	standard	通常版	Goma books	1	LEAD												9784814				2	9784814918843	2019-01	ゴマブックス	0	楽天live/NDLにも該当巻なし	
NOHIT	denpa-odyssey	電波オデッセイ	canon:extra[1]	2	shinsoban	ASPECT COMIX	ASPECT COMIX	1	ELEAD												9784893				2	9784893669537	1998-03-09	アスペクト	0	楽天live/NDLにも該当巻なし	
NOHIT	dfk	DFK	seed4	0	standard	通常版	てんとう虫コロコロコミックス	1	LEAD												9784091				2	9784091411969	2010-12-29	小学館	0	楽天live/NDLにも該当巻なし	
NOHIT	dokaben-super-sutaazuhen	ドカベン スーパースターズ編	seed4	1	bunkobon	文庫版	秋田文庫	1	ELEAD												9784253				15	9784253178358	2011-04	秋田書店	0	楽天live/NDLにも該当巻なし	
NOHIT	dokaben-super-sutaazuhen	ドカベン スーパースターズ編	seed4	1	bunkobon	文庫版	秋田文庫	2	ELEAD												9784253				15	9784253178358	2011-04	秋田書店	0	楽天live/NDLにも該当巻なし	
NOHIT	dokaben-super-sutaazuhen	ドカベン スーパースターズ編	seed4	1	bunkobon	文庫版	秋田文庫	3	ELEAD												9784253				15	9784253178358	2011-04	秋田書店	0	楽天live/NDLにも該当巻なし	
NOHIT	dokaben-super-sutaazuhen	ドカベン スーパースターズ編	seed4	1	bunkobon	文庫版	秋田文庫	4	ELEAD												9784253				15	9784253178358	2011-04	秋田書店	0	楽天live/NDLにも該当巻なし	
NOHIT	dokaben-super-sutaazuhen	ドカベン スーパースターズ編	seed4	1	bunkobon	文庫版	秋田文庫	5	ELEAD												9784253				15	9784253178358	2011-04	秋田書店	0	楽天live/NDLにも該当巻なし	
NOHIT	dokaben-super-sutaazuhen	ドカベン スーパースターズ編	seed4	1	bunkobon	文庫版	秋田文庫	6	ELEAD												9784253				15	9784253178358	2011-04	秋田書店	0	楽天live/NDLにも該当巻なし	
NOHIT	dokaben-super-sutaazuhen	ドカベン スーパースターズ編	seed4	1	bunkobon	文庫版	秋田文庫	7	ELEAD												9784253				15	9784253178358	2011-04	秋田書店	0	楽天live/NDLにも該当巻なし	
NOHIT	dokaben-super-sutaazuhen	ドカベン スーパースターズ編	seed4	1	bunkobon	文庫版	秋田文庫	8	ELEAD												9784253				15	9784253178358	2011-04	秋田書店	0	楽天live/NDLにも該当巻なし	
NOHIT	dokaben-super-sutaazuhen	ドカベン スーパースターズ編	seed4	1	bunkobon	文庫版	秋田文庫	9	ELEAD												9784253				15	9784253178358	2011-04	秋田書店	0	楽天live/NDLにも該当巻なし	
NOHIT	dokaben-super-sutaazuhen	ドカベン スーパースターズ編	seed4	1	bunkobon	文庫版	秋田文庫	10	ELEAD												9784253				15	9784253178358	2011-04	秋田書店	0	楽天live/NDLにも該当巻なし	
NOHIT	dokaben-super-sutaazuhen	ドカベン スーパースターズ編	seed4	1	bunkobon	文庫版	秋田文庫	11	ELEAD												9784253				15	9784253178358	2011-04	秋田書店	0	楽天live/NDLにも該当巻なし	
NOHIT	dokaben-super-sutaazuhen	ドカベン スーパースターズ編	seed4	1	bunkobon	文庫版	秋田文庫	12	ELEAD												9784253				15	9784253178358	2011-04	秋田書店	0	楽天live/NDLにも該当巻なし	
NOHIT	dokaben-super-sutaazuhen	ドカベン スーパースターズ編	seed4	1	bunkobon	文庫版	秋田文庫	13	ELEAD												9784253				15	9784253178358	2011-04	秋田書店	0	楽天live/NDLにも該当巻なし	
NOHIT	dokaben-super-sutaazuhen	ドカベン スーパースターズ編	seed4	1	bunkobon	文庫版	秋田文庫	14	ELEAD												9784253				15	9784253178358	2011-04	秋田書店	0	楽天live/NDLにも該当巻なし	
NOHIT	dorabeesu-doraemon-super-baseball-gaiden	ドラベース ドラえもん超野球外伝	seed4	0	standard	通常版	コロコロコミックス	1	LEAD												9784091				12	9784091402790	2007-01-26	小学館	0	楽天live/NDLにも該当巻なし	
NOHIT	dorabeesu-doraemon-super-baseball-gaiden	ドラベース ドラえもん超野球外伝	seed4	0	standard	通常版	コロコロコミックス	2	LEAD												9784091				12	9784091402790	2007-01-26	小学館	0	楽天live/NDLにも該当巻なし	
NOHIT	dorabeesu-doraemon-super-baseball-gaiden	ドラベース ドラえもん超野球外伝	seed4	0	standard	通常版	コロコロコミックス	3	LEAD												9784091				12	9784091402790	2007-01-26	小学館	0	楽天live/NDLにも該当巻なし	
NOHIT	dorabeesu-doraemon-super-baseball-gaiden	ドラベース ドラえもん超野球外伝	seed4	0	standard	通常版	コロコロコミックス	4	LEAD												9784091				12	9784091402790	2007-01-26	小学館	0	楽天live/NDLにも該当巻なし	
NOHIT	dorabeesu-doraemon-super-baseball-gaiden	ドラベース ドラえもん超野球外伝	seed4	0	standard	通常版	コロコロコミックス	5	LEAD												9784091				12	9784091402790	2007-01-26	小学館	0	楽天live/NDLにも該当巻なし	
NOHIT	dorabeesu-doraemon-super-baseball-gaiden	ドラベース ドラえもん超野球外伝	seed4	0	standard	通常版	コロコロコミックス	6	LEAD												9784091				12	9784091402790	2007-01-26	小学館	0	楽天live/NDLにも該当巻なし	
NOHIT	dorabeesu-doraemon-super-baseball-gaiden	ドラベース ドラえもん超野球外伝	seed4	0	standard	通常版	コロコロコミックス	7	LEAD												9784091				12	9784091402790	2007-01-26	小学館	0	楽天live/NDLにも該当巻なし	
NOHIT	dorabeesu-doraemon-super-baseball-gaiden	ドラベース ドラえもん超野球外伝	seed4	0	standard	通常版	コロコロコミックス	8	LEAD												9784091				12	9784091402790	2007-01-26	小学館	0	楽天live/NDLにも該当巻なし	
NOHIT	dorabeesu-doraemon-super-baseball-gaiden	ドラベース ドラえもん超野球外伝	seed4	0	standard	通常版	コロコロコミックス	9	LEAD												9784091				12	9784091402790	2007-01-26	小学館	0	楽天live/NDLにも該当巻なし	
NOHIT	dorabeesu-doraemon-super-baseball-gaiden	ドラベース ドラえもん超野球外伝	seed4	0	standard	通常版	コロコロコミックス	10	LEAD												9784091				12	9784091402790	2007-01-26	小学館	0	楽天live/NDLにも該当巻なし	
NOHIT	dorabeesu-doraemon-super-baseball-gaiden	ドラベース ドラえもん超野球外伝	seed4	0	standard	通常版	コロコロコミックス	11	LEAD												9784091				12	9784091402790	2007-01-26	小学館	0	楽天live/NDLにも該当巻なし	
NOHIT	dotou-no-saikyou-suit-suima-kun	怒涛の最強戦士睡魔くん	seed4	0	standard	通常版	あすかコミックス	1	LEAD												9784049				2	9784049244786	1994-12-07	角川書店	0	楽天live/NDLにも該当巻なし	
NOHIT	double-call	Double call	canon:extra[0]	1	shinsoban	新装版(海王社)	KAIOHSHA COMICS GUSH COMICS	1	ELEAD												9784877				2	9784877243739	2004-10-09	海王社	0	楽天live/NDLにも該当巻なし	
NOHIT	doughnuts-books	Doughnuts books	seed4	0	standard	通常版	アクションコミックス	1	LEAD												9784575				8	9784575960099	1985-01-10	双葉社	0	楽天live/NDLにも該当巻なし	
NOHIT	doughnuts-books	Doughnuts books	seed4	0	standard	通常版	アクションコミックス	2	LEAD												9784575				8	9784575960099	1985-01-10	双葉社	0	楽天live/NDLにも該当巻なし	
NOHIT	doughnuts-books	Doughnuts books	seed4	0	standard	通常版	アクションコミックス	3	LEAD												9784575				8	9784575960099	1985-01-10	双葉社	0	楽天live/NDLにも該当巻なし	
NOHIT	doughnuts-books	Doughnuts books	seed4	0	standard	通常版	アクションコミックス	4	LEAD												9784575				8	9784575960099	1985-01-10	双葉社	0	楽天live/NDLにも該当巻なし	
NOHIT	doughnuts-books	Doughnuts books	seed4	0	standard	通常版	アクションコミックス	5	LEAD												9784575				8	9784575960099	1985-01-10	双葉社	0	楽天live/NDLにも該当巻なし	
NOHIT	doughnuts-books	Doughnuts books	seed4	0	standard	通常版	アクションコミックス	6	LEAD												9784575				8	9784575960099	1985-01-10	双葉社	0	楽天live/NDLにも該当巻なし	
NOHIT	doughnuts-books	Doughnuts books	seed4	0	standard	通常版	アクションコミックス	7	LEAD												9784575				8	9784575960099	1985-01-10	双葉社	0	楽天live/NDLにも該当巻なし	
NOHIT	dr-typhoon	Dr.タイフーン	overrides	1	wideban	ワイド版(1996)		1	ELEAD												9784575				2	9784575934564	1996-07	双葉社	0	楽天live/NDLにも該当巻なし	
NOHIT	evangelion-anthology-comic	エヴァンゲリオン・アンソロジィコミック	seed4	0	standard	通常版	A-collection	1	LEAD												9784896				2	9784896012507	1996-08	ムービック	0	楽天live/NDLにも該当巻なし	
NOHIT	f1-sokuhou-guranpuri-tengoku	F1速報グランプリ天国	seed4	0	standard	通常版	ニューズムック	1	LEAD												9784779				7	9784779640209	2019-11	三栄	0	楽天live/NDLにも該当巻なし	
NOHIT	f1-sokuhou-guranpuri-tengoku	F1速報グランプリ天国	seed4	0	standard	通常版	ニューズムック	2	LEAD												9784779				7	9784779640209	2019-11	三栄	0	楽天live/NDLにも該当巻なし	
NOHIT	f1-sokuhou-guranpuri-tengoku	F1速報グランプリ天国	seed4	0	standard	通常版	ニューズムック	3	LEAD												9784779				7	9784779640209	2019-11	三栄	0	楽天live/NDLにも該当巻なし	
NOHIT	f1-sokuhou-guranpuri-tengoku	F1速報グランプリ天国	seed4	0	standard	通常版	ニューズムック	4	LEAD												9784779				7	9784779640209	2019-11	三栄	0	楽天live/NDLにも該当巻なし	
NOHIT	f1-sokuhou-guranpuri-tengoku	F1速報グランプリ天国	seed4	0	standard	通常版	ニューズムック	5	LEAD												9784779				7	9784779640209	2019-11	三栄	0	楽天live/NDLにも該当巻なし	
NOHIT	f1-sokuhou-guranpuri-tengoku	F1速報グランプリ天国	seed4	0	standard	通常版	ニューズムック	6	LEAD												9784779				7	9784779640209	2019-11	三栄	0	楽天live/NDLにも該当巻なし	
NOHIT	fate-kishi	Fate騎士	seed4	0	standard	通常版		1	LEAD												9784860				2	9784860021337	2004-12	ノアール出版	0	楽天live/NDLにも該当巻なし	
NOHIT	fire-emblem-nintendo-1996	ファイアーエムブレム	seed4	1	standard	通常版	メディアファクトリー	1	ELEAD												9784889				12	9784889917741	2001-02-23	メディアファクトリー	0	楽天live/NDLにも該当巻なし	
NOHIT	fire-emblem-nintendo-1996	ファイアーエムブレム	seed4	1	standard	通常版	メディアファクトリー	2	ELEAD												9784889				12	9784889917741	2001-02-23	メディアファクトリー	0	楽天live/NDLにも該当巻なし	
NOHIT	fire-emblem-nintendo-1996	ファイアーエムブレム	seed4	1	standard	通常版	メディアファクトリー	3	ELEAD												9784889				12	9784889917741	2001-02-23	メディアファクトリー	0	楽天live/NDLにも該当巻なし	
NOHIT	fire-emblem-nintendo-1996	ファイアーエムブレム	seed4	1	standard	通常版	メディアファクトリー	4	ELEAD												9784889				12	9784889917741	2001-02-23	メディアファクトリー	0	楽天live/NDLにも該当巻なし	
NOHIT	fire-emblem-nintendo-1996	ファイアーエムブレム	seed4	1	standard	通常版	メディアファクトリー	5	ELEAD												9784889				12	9784889917741	2001-02-23	メディアファクトリー	0	楽天live/NDLにも該当巻なし	
NOHIT	fire-emblem-nintendo-1996	ファイアーエムブレム	seed4	1	standard	通常版	メディアファクトリー	6	ELEAD												9784889				12	9784889917741	2001-02-23	メディアファクトリー	0	楽天live/NDLにも該当巻なし	
NOHIT	fire-emblem-nintendo-1996	ファイアーエムブレム	seed4	1	standard	通常版	メディアファクトリー	7	ELEAD												9784889				12	9784889917741	2001-02-23	メディアファクトリー	0	楽天live/NDLにも該当巻なし	
NOHIT	fire-emblem-nintendo-1996	ファイアーエムブレム	seed4	1	standard	通常版	メディアファクトリー	8	ELEAD												9784889				12	9784889917741	2001-02-23	メディアファクトリー	0	楽天live/NDLにも該当巻なし	
NOHIT	fire-emblem-nintendo-1996	ファイアーエムブレム	seed4	1	standard	通常版	メディアファクトリー	9	ELEAD												9784889				12	9784889917741	2001-02-23	メディアファクトリー	0	楽天live/NDLにも該当巻なし	
NOHIT	fire-emblem-nintendo-1996	ファイアーエムブレム	seed4	1	standard	通常版	メディアファクトリー	10	ELEAD												9784889				12	9784889917741	2001-02-23	メディアファクトリー	0	楽天live/NDLにも該当巻なし	
NOHIT	fire-emblem-nintendo-1996	ファイアーエムブレム	seed4	1	standard	通常版	メディアファクトリー	11	ELEAD												9784889				12	9784889917741	2001-02-23	メディアファクトリー	0	楽天live/NDLにも該当巻なし	
NOHIT	foot-gear	Foot gear	seed4	0	standard	通常版	コミック	1	LEAD												9784785				3	9784785912079	1989-06	少年画報社	0	楽天live/NDLにも該当巻なし	
NOHIT	foot-gear	Foot gear	seed4	0	standard	通常版	コミック	2	LEAD												9784785				3	9784785912079	1989-06	少年画報社	0	楽天live/NDLにも該当巻なし	
NOHIT	football-taka-amerikan-football-comics	フットボール鷹―American football comics	seed4	0	standard	通常版		1	LEAD												9784583				4	9784583027623		ベースボール・マガジン社	0	楽天live/NDLにも該当巻なし	
NOHIT	football-taka-amerikan-football-comics	フットボール鷹―American football comics	seed4	0	standard	通常版		2	LEAD												9784583				4	9784583027623		ベースボール・マガジン社	0	楽天live/NDLにも該当巻なし	
NOHIT	football-taka-amerikan-football-comics	フットボール鷹―American football comics	seed4	0	standard	通常版		3	LEAD												9784583				4	9784583027623		ベースボール・マガジン社	0	楽天live/NDLにも該当巻なし	
NOHIT	g-defend	G・defend	seed4	0	bunkobon	文庫版	冬水社文庫	1	ELEAD												9784887				4	9784887417847	2007-08	冬水社	0	楽天live/NDLにも該当巻なし	
NOHIT	g-defend	G・defend	seed4	0	bunkobon	文庫版	冬水社文庫	2	ELEAD												9784887				4	9784887417847	2007-08	冬水社	0	楽天live/NDLにも該当巻なし	
NOHIT	g-defend	G・defend	seed4	0	bunkobon	文庫版	冬水社文庫	3	ELEAD												9784887				4	9784887417847	2007-08	冬水社	0	楽天live/NDLにも該当巻なし	
NOHIT	gakkou-kachinukisen-jikken-taiketsu-2016	学校勝ちぬき戦 実験対決	seed4	0	standard	通常版	かがくるBOOK	1	LEAD												9784023				21	9784023314399	2015-09-30	朝日新聞出版	0	楽天live/NDLにも該当巻なし	
NOHIT	gakkou-kachinukisen-jikken-taiketsu-2016	学校勝ちぬき戦 実験対決	seed4	0	standard	通常版	かがくるBOOK	2	LEAD												9784023				21	9784023314399	2015-09-30	朝日新聞出版	0	楽天live/NDLにも該当巻なし	
NOHIT	gakkou-kachinukisen-jikken-taiketsu-2016	学校勝ちぬき戦 実験対決	seed4	0	standard	通常版	かがくるBOOK	3	LEAD												9784023				21	9784023314399	2015-09-30	朝日新聞出版	0	楽天live/NDLにも該当巻なし	
NOHIT	gakkou-kachinukisen-jikken-taiketsu-2016	学校勝ちぬき戦 実験対決	seed4	0	standard	通常版	かがくるBOOK	4	LEAD												9784023				21	9784023314399	2015-09-30	朝日新聞出版	0	楽天live/NDLにも該当巻なし	
NOHIT	gakkou-kachinukisen-jikken-taiketsu-2016	学校勝ちぬき戦 実験対決	seed4	0	standard	通常版	かがくるBOOK	5	LEAD												9784023				21	9784023314399	2015-09-30	朝日新聞出版	0	楽天live/NDLにも該当巻なし	
NOHIT	gakkou-kachinukisen-jikken-taiketsu-2016	学校勝ちぬき戦 実験対決	seed4	0	standard	通常版	かがくるBOOK	6	LEAD												9784023				21	9784023314399	2015-09-30	朝日新聞出版	0	楽天live/NDLにも該当巻なし	
