class	severity	slug	title	ed_idx	ed_label	ed_imprint	ed_publisher	n_vols	numbers	date	verdict	detail	extra
BULK_SAME_DATE_ALL	確実	kamuigaiden	カムイ外伝	2	決定版 カムイ伝全集	カムイ伝全集	小学館	11	1,10,11,2,3,4,5,6,7,8,9	2006	RAKUTEN_SPREAD(6種:2006-10,2006-11,2006-12,2007-01,2007-02)	11巻が同一発売日。版の全巻が同日	isbn連番幅=10/11冊
BULK_SAME_DATE_ALL	確実	taiman-buruusu	たいまんぶるうす	0	通常版	芸文ムックス	芸文社	7	1,2,3,4,5,6,7	1993-12	RAKUTEN_SPREAD(2種:1993-11,1993-12)	7巻が同一発売日。版の全巻が同日	isbn連番幅=6/7冊
BULK_SAME_DATE_ALL	確実	taraobannai	多羅尾伴内	1	道草文庫	道草文庫	小池書院	4	1,2,3,4	1997-12	RAKUTEN_SPREAD(2種:1997-11,1997-12)	4巻が同一発売日。版の全巻が同日	isbn連番幅=3/4冊
BULK_SAME_DATE_PART	確実	black-jack	ブラック・ジャック	3	文庫版	秋田文庫	秋田書店	12	1,10,11,12,2,3,4,5,6,7,8,9	1993-08	RAKUTEN_SPREAD(3種:1994-07,1995-08,1995-10)	12巻が同一発売日。他5巻は別日付	isbn連番幅=11/12冊
BULK_SAME_DATE_PART	確実	break-blade	ブレイクブレイド	0	通常版	Flex comix	ほるぷ出版	10	1,10,2,3,4,5,6,7,8,9	2012-02	RAKUTEN_SPREAD(5種:2013-07,2013-08,2013-09,2013-10,2013-11)	10巻が同一発売日。他10巻は別日付	isbn連番幅=21/10冊 ★連番飛び=別時期採番
BULK_SAME_DATE_PART	確実	ginga-tetsudou-999	銀河鉄道999	1	文庫版	少年画報社文庫	少年画報社	8	10,3,4,5,6,7,8,9	1994-05-04	RAKUTEN_SPREAD(2種:1994-05,1996-01)	8巻が同一発売日。他10巻は別日付	isbn連番幅=7/8冊
BULK_SAME_DATE_PART	確実	kamui-den	カムイ伝	1	決定版 カムイ伝全集	カムイ伝全集	小学館	7	10,11,12,13,14,15,9	2005	RAKUTEN_SPREAD(4種:2006-01,2006-02,2006-03,2006-04)	7巻が同一発売日。他8巻は別日付	isbn連番幅=6/7冊
BULK_SAME_DATE_PART	確実	dokaben	ドカベン	1	文庫版	秋田文庫	秋田書店	6	1,2,3,4,5,6	1994-08	RAKUTEN_SPREAD(2種:1994-12,1995-10)	6巻が同一発売日。他25巻は別日付	isbn連番幅=5/6冊
BULK_SAME_DATE_PART	確実	garfield	ガーフィールド	0	通常版		研究社	6	2,3,4,5,8,9	1990	RAKUTEN_SPREAD(2種:1990-07,1991-01)	6巻が同一発売日。他14巻は別日付	isbn連番幅=7/6冊
BULK_SAME_DATE_PART	確実	hadashi-no-gen	はだしのゲン	0	通常版		汐文社	6	2,3,4,5,6,7	1986-08	RAKUTEN_SPREAD(2種:2014-08,2020-02)	6巻が同一発売日。他4巻は別日付	isbn連番幅=68719398/6冊 ★連番飛び=別時期採番
BULK_SAME_DATE_PART	確実	ninja-bugeichou-kagemaruden	忍者武芸帳〈影丸伝〉	1	小学館文庫(1976)	小学館文庫	小学館	5	1,2,3,4,5	1976-04-20	RAKUTEN_SPREAD(4種:1985-01,1985-03,1985-12,1986-07)	5巻が同一発売日。他12巻は別日付	isbn連番幅=4/5冊
BULK_SAME_DATE_PART	確実	bambi	バンビ	0	通常版	アスペクトコミックス	エンターブレイン	4	1,2,3,5	2001-01	RAKUTEN_SPREAD(2種:2000-06,2001-01)	4巻が同一発売日。他2巻は別日付	isbn連番幅=160/4冊 ★連番飛び=別時期採番
BULK_SAME_DATE_PART	確実	captain	キャプテン	3	ホームコミックス(ホーム社)	ホームコミックス	ホーム社	4	13,14,15,16	2010-04	RAKUTEN_SPREAD(2種:2010-03,2010-04)	4巻が同一発売日。他14巻は別日付	isbn連番幅=6/4冊 ★連番飛び=別時期採番
BULK_SAME_DATE_PART	確実	kamuiden-zenshuu	カムイ伝全集 外伝	0	通常版	ビッグコミックススペシャル	小学館	4	10,11,8,9	2007-04	RAKUTEN_SPREAD(2種:2007-02,2007-03)	4巻が同一発売日。他7巻は別日付	isbn連番幅=3/4冊
BULK_SAME_DATE_PART	確実	mitsumegatooru	三つ目がとおる	3	GAMANGA BOOKS(2012)	GAMANGA BOOKS	三栄書房	4	3,4,5,6	2012-06	RAKUTEN_SPREAD(2種:2012-05,2012-06)	4巻が同一発売日。他6巻は別日付	isbn連番幅=3/4冊
BULK_SAME_DATE_PART	確実	peleliu-rakuen-no-gerunika	ペリリュー-楽園のゲルニカ-	0	通常版	YOUNG ANIMAL COMICS	白泉社	4	1,2,3,4	2017-08	RAKUTEN_SPREAD(4種:2016-07,2017-01,2017-07,2018-02)	4巻が同一発売日。他7巻は別日付	isbn連番幅=3/4冊
BULK_SAME_DATE_PART	確実	samurai-giants	侍ジャイアンツ	3	梶原一騎原作漫画傑作選	梶原一騎原作漫画傑作選	道出版	4	5,6,7,8	2002-04	RAKUTEN_SPREAD(2種:2002-03,2002-04)	4巻が同一発売日。他4巻は別日付	isbn連番幅=4/4冊
BULK_SAME_DATE_PART	確実	shin-ranchesutaa-senryaku	新ランチェスター戦略	0	通常版		ワコー	4	10,2,8,9	1988-07	RAKUTEN_SPREAD(2種:1986-06,1988-07)	4巻が同一発売日。他6巻は別日付	isbn連番幅=12/4冊 ★連番飛び=別時期採番
BULK_SAME_DATE_PART	確実	tonari-no-seki-kun	となりの関くん	0	通常版	MFコミックスフラッパーシリーズ	KADOKAWA	4	1,2,3,4	2013-12	RAKUTEN_SPREAD(4種:2011-04,2011-11,2012-07,2013-04)	4巻が同一発売日。他6巻は別日付	isbn連番幅=3/4冊
BULK_SAME_DATE_ALL	高	netsuai-prince-oniichan-wa-kimi-ga-suki	熱愛プリンス お兄ちゃんはキミが好き	2	カルチュア・エンタテインメント版	アニメージュコミックスコイハル	カルチュア・エンタテインメント	25	1,10,11,12,13,14,15,16,17,18,19,2,20,21…	2026-10-13	NO_RAKUTEN	25巻が同一発売日。版の全巻が同日	isbn連番幅=24/25冊
BULK_SAME_DATE_ALL	高	shoichi	伝説の雀鬼 ショーイチ	1	完全版	マンガの金字塔		24	1,10,11,12,13,14,15,16,17,18,19,2,20,21…	2021-06	NO_RAKUTEN	24巻が同一発売日。版の全巻が同日	
BULK_SAME_DATE_ALL	高	tensai-bakabon	天才バカボン	4	赤塚不二夫漫画大全集(2005)	赤塚不二夫漫画大全集	小学館	21	1,10,11,12,13,14,15,16,17,18,19,2,20,21…	2005-09	NO_RAKUTEN	21巻が同一発売日。版の全巻が同日	isbn連番幅=20/21冊
BULK_SAME_DATE_ALL	高	nihonnorekishi	日本の歴史	0	学習まんが	集英社版・学習まんが	集英社	20	1,10,11,12,13,14,15,16,17,18,19,2,20,3…	2016-10	NO_RAKUTEN	20巻が同一発売日。版の全巻が同日	isbn連番幅=19/20冊
BULK_SAME_DATE_ALL	高	nippon-no-rekishi-2015-9	日本の歴史	0	通常版	角川まんが学習シリーズ	KADOKAWA	15	1,10,11,12,13,14,15,2,3,4,5,6,7,8…	2015-06-30	NO_RAKUTEN	15巻が同一発売日。版の全巻が同日	isbn連番幅=14/15冊
BULK_SAME_DATE_ALL	高	gakken-manga-new-sekai-no-rekishi	学研まんがNEW世界の歴史	0	通常版		学研プラス	12	1,10,11,12,2,3,4,5,6,7,8,9	2016-02-23	NO_RAKUTEN	12巻が同一発売日。版の全巻が同日	isbn連番幅=11/12冊
BULK_SAME_DATE_ALL	高	sabaku-no-maou	沙漠の魔王	2	秋田書店創立65周年記念特別企画(2012復刻)	秋田書店創立65周年記念特別企画(2012復刻)	秋田書店	10	1,10,2,3,4,5,6,7,8,9	2012-08	NO_RAKUTEN	10巻が同一発売日。版の全巻が同日	
BULK_SAME_DATE_ALL	高	kappa-no-sanpei	河童の三平	3	1975年版	1975年版	不明	8	1,2,3,4,5,6,7,8	1975-10-12	NO_RAKUTEN	8巻が同一発売日。版の全巻が同日	
BULK_SAME_DATE_ALL	高	kappa-no-sanpei	河童の三平	4	1993年版	1993年版	不明	8	1,2,3,4,5,6,7,8	1993-10-22	NO_RAKUTEN	8巻が同一発売日。版の全巻が同日	
BULK_SAME_DATE_ALL	高	let-s-la-gon	レッツラ・ゴン	1	通常版	Akebono-Comics	小学館	8	2,3,4,5,6,7,8,9	2005-09	NO_RAKUTEN	8巻が同一発売日。版の全巻が同日	isbn連番幅=7/8冊
BULK_SAME_DATE_ALL	高	manga-hyakunin-isshu-monogatari	マンガ百人一首物語	0	通常版		学研教育出版	8	1,2,3,4,5,6,7,8	2014-02-16	NO_RAKUTEN	8巻が同一発売日。版の全巻が同日	isbn連番幅=7/8冊
BULK_SAME_DATE_ALL	高	manga-saiensu	まんがサイエンス	1	通常版		学習研究社	8	1,2,3,4,5,6,7,8	2004-02-13	NO_RAKUTEN	8巻が同一発売日。版の全巻が同日	isbn連番幅=7/8冊
BULK_SAME_DATE_ALL	高	mononoke-ranchiki-wars	物の怪らんちき戦争	0	通常版	コンプコミックス	メディアワークス	4	1,2,3,4	1994-02	NO_RAKUTEN	4巻が同一発売日。版の全巻が同日	isbn連番幅=39/4冊 ★連番飛び=別時期採番
BULK_SAME_DATE_ALL	高	muumin-no-bouken	ムーミンのぼうけん	0	通常版		偕成社	4	1,2,3,4	1999-12	NO_RAKUTEN	4巻が同一発売日。版の全巻が同日	isbn連番幅=30/4冊 ★連番飛び=別時期採番
BULK_SAME_DATE_PART	高	shounen-shoujo-nippon-no-rekishi	少年少女日本の歴史	0	少年少女日本の歴史 1998年版	少年少女日本の歴史 1998年版	小学館	19	1,12,13,14,15,16,17,18,19,2,20,21,3,4…	1998-02	NO_RAKUTEN	19巻が同一発売日。他3巻は別日付	isbn連番幅=20/19冊
BULK_SAME_DATE_PART	高	ippei-zenshuu	一平全集	1	大空社復刻版	大空社復刻版	大空社	15	1,10,11,12,13,14,15,2,3,4,5,6,7,8…	1990-10	NO_RAKUTEN	15巻が同一発売日。他5巻は別日付	
BULK_SAME_DATE_PART	高	gakken-manga-nippon-no-rekishi	学研まんが 日本の歴史	0	学研まんが 日本の歴史 1982年版		学研	13	10,11,12,13,15,16,2,4,5,6,7,8,9	1982	NO_RAKUTEN	13巻が同一発売日。他3巻は別日付	isbn連番幅=14/13冊
BULK_SAME_DATE_PART	高	ningenkyouki	人間兇器	0	通常版	GORAKU COMICS	日本文芸社	13	1,11,12,13,14,2,3,4,5,6,7,8,9	1982-08-25	NO_RAKUTEN	13巻が同一発売日。他10巻は別日付	
BULK_SAME_DATE_PART	高	shounen-shoujo-nippon-no-rekishi	少年少女日本の歴史	1	少年少女日本の歴史 1982年版	少年少女日本の歴史 1982年版	小学館	11	10,11,12,13,14,15,5,6,7,8,9	1982	NO_RAKUTEN	11巻が同一発売日。他9巻は別日付	isbn連番幅=10/11冊
BULK_SAME_DATE_PART	高	manga-nougyou-business-rendetsu	まんが農業ビジネス列伝	0	通常版		家の光協会	9	1,2,3,4,5,6,7,8,9	2007-03-15	NO_RAKUTEN	9巻が同一発売日。他2巻は別日付	isbn連番幅=8/9冊
BULK_SAME_DATE_PART	高	toilet-hakase	トイレット博士	0	通常版	ジャンプ・コミックス	集英社	8	11,14,16,17,19,20,8,9	1973	NO_RAKUTEN	8巻が同一発売日。他12巻は別日付	
BULK_SAME_DATE_PART	高	boku-no-doubutsuen-nikki	ぼくの動物園日記	0	通常版	ジャンプ・コミックス	集英社	7	10,3,5,6,7,8,9	1973	NO_RAKUTEN	7巻が同一発売日。他1巻は別日付	
BULK_SAME_DATE_PART	高	houchounin-ajihei	包丁人味平	0	通常版	ジャンプコミックス	集英社	7	1,10,2,3,4,7,9	1974	NO_RAKUTEN	7巻が同一発売日。他8巻は別日付	
BULK_SAME_DATE_PART	高	ore-no-kendo	俺の剣道	1	初版(1984-86)	SPコミックス	リイド社	7	1,10,2,4,5,7,8	1984-04	NO_RAKUTEN	7巻が同一発売日。他13巻は別日付	
BULK_SAME_DATE_PART	高	iyahayanantomo	イヤハヤ南友	0	通常版	講談社コミックス	講談社	6	1,2,3,4,5,6	1976-06-25	NO_RAKUTEN	6巻が同一発売日。他1巻は別日付	
BULK_SAME_DATE_PART	高	boukenshatachi-no-sekaishi	冒険者たちの世界史	0	通常版		タイムライフブックス	4	1,14,4,9	1983-06	NO_RAKUTEN	4巻が同一発売日。他19巻は別日付	isbn連番幅=13/4冊 ★連番飛び=別時期採番
BULK_SAME_DATE_PART	高	jibaku-kun	ジバクくん	0	通常版	BROS.COMICS	エンターブレイン	4	1,2,3,5	2000-07	NO_RAKUTEN	4巻が同一発売日。他2巻は別日付	isbn連番幅=27/4冊 ★連番飛び=別時期採番
BULK_SAME_DATE_PART	高	swan	SWAN	3	特装シリーズ(2024〜)	SWAN特装シリーズ	平凡社	4	14,4,5,6	2024-05	NO_RAKUTEN	4巻が同一発売日。他3巻は別日付	isbn連番幅=26/4冊 ★連番飛び=別時期採番
BULK_SAME_DATE_ALL	要確認	nakazawa-deka-heiwa-manga-sakuhinshuu	中沢啓治平和マンガ作品集	0	通常版	中沢啓治ヒューマンコミックス	ほるぷ出版	20	1,10,11,12,13,14,15,16,17,18,19,2,20,3…	1995-01	RAKUTEN_OTHER(2012-01)	20巻が同一発売日。版の全巻が同日	isbn連番幅=19/20冊
BULK_SAME_DATE_ALL	要確認	shiki	史記	1	文庫版	小学館文庫	小学館	11	1,10,11,2,3,4,5,6,7,8,9	2001-08	RAKUTEN_OTHER(2001-07)	11巻が同一発売日。版の全巻が同日	isbn連番幅=10/11冊
BULK_SAME_DATE_ALL	要確認	kizuoibito	傷追い人	1	文庫版	道草文庫	スタジオ・シップ	8	1,2,3,4,5,6,7,8	1995-01	RAKUTEN_OTHER(1994-12)	8巻が同一発売日。版の全巻が同日	isbn連番幅=7/8冊
BULK_SAME_DATE_ALL	要確認	asaki-yume-mishi	あさきゆめみし	1	文庫版	講談社漫画文庫	講談社	7	1,2,3,4,5,6,7	2001-08	RAKUTEN_OTHER(2001-07)	7巻が同一発売日。版の全巻が同日	isbn連番幅=6/7冊
BULK_SAME_DATE_ALL	要確認	kawaite-sourou	乾いて候	0	文庫版	道草文庫	スタジオ・シップ	7	1,2,3,4,5,6,7	1995-01	RAKUTEN_OTHER(1994-12)	7巻が同一発売日。版の全巻が同日	isbn連番幅=6/7冊
BULK_SAME_DATE_ALL	要確認	boyfriend	ボーイフレンド	1	文庫版	小学館文庫	小学館	6	1,2,3,4,5,6	1995-01	RAKUTEN_OTHER(1994-12)	6巻が同一発売日。版の全巻が同日	isbn連番幅=5/6冊
BULK_SAME_DATE_ALL	要確認	otasuke-kun	おた助くん	0	通常版	赤塚不二夫漫画大全集	小学館	6	1,2,3,4,5,6	2005-09	NO_RAKUTEN	6巻が同一発売日。版の全巻が同日	isbn連番幅=5/6冊
BULK_SAME_DATE_ALL	要確認	again	アゲイン	1	文庫版	秋田漫画文庫		5	1,2,3,4,5	1976	NO_RAKUTEN	5巻が同一発売日。版の全巻が同日	
BULK_SAME_DATE_ALL	要確認	akatsuki-sentoutai	あかつき戦闘隊	0	通常版	COMIC MATE	若木書房	5	1,2,3,4,5	1971	NO_RAKUTEN	5巻が同一発売日。版の全巻が同日	
BULK_SAME_DATE_ALL	要確認	fuji-santarou	フジ三太郎	2	ソノラマ漫画文庫	ソノラマ漫画文庫	不明	5	1,2,3,4,5	1976	NO_RAKUTEN	5巻が同一発売日。版の全巻が同日	
BULK_SAME_DATE_ALL	要確認	hidarikiki-no-eren-nifuni-2020	左ききのエレン	0	通常版		ナンバーナイン	5	1,2,3,4,5	2020-04-06	NO_RAKUTEN	5巻が同一発売日。版の全巻が同日	isbn連番幅=4/5冊
BULK_SAME_DATE_ALL	要確認	hypno-travel	ヒプノトラベル	0	通常版	ほんとにあった怖い話コミックス	朝日新聞社	5	1,2,3,4,5	2007-10	RAKUTEN_OTHER(2007-12)	5巻が同一発売日。版の全巻が同日	isbn連番幅=4/5冊
BULK_SAME_DATE_ALL	要確認	kaiketsu-harimao	快傑ハリマオ	4	文庫版	講談社漫画文庫		5	1,2,3,4,5	1976	NO_RAKUTEN	5巻が同一発売日。版の全巻が同日	
BULK_SAME_DATE_ALL	要確認	kugishi-sabuyan	釘師サブやん	2	文庫版	竹書房文庫	竹書房	5	1,2,3,4,5	1996-03-28	RAKUTEN_OTHER(1996-02)	5巻が同一発売日。版の全巻が同日	isbn連番幅=4/5冊
BULK_SAME_DATE_ALL	要確認	majo-tenshi	魔女天使	0	通常版	KCマガジン		5	1,2,3,4,5	1979-07	NO_RAKUTEN	5巻が同一発売日。版の全巻が同日	
BULK_SAME_DATE_ALL	要確認	manga-de-gakushuu-nippon-no-rekishi	まんがで学習 日本の歴史	0	通常版		成美堂出版	5	1,2,3,4,5	2002-08-10	NO_RAKUTEN	5巻が同一発売日。版の全巻が同日	isbn連番幅=4/5冊
BULK_SAME_DATE_ALL	要確認	manga-de-nabigeeto	まんがでナビゲート	0	通常版		合同出版	5	1,2,3,4,5	2001-04-05	NO_RAKUTEN	5巻が同一発売日。版の全巻が同日	isbn連番幅=4/5冊
BULK_SAME_DATE_ALL	要確認	namuji	ナムジ	3	アニメージュコミックス オリジナル	アニメージュコミックス オリジナル	徳間書店	5	1,2,3,4,5	1994-05-20	RAKUTEN_OTHER(1994-04)	5巻が同一発売日。版の全巻が同日	isbn連番幅=4/5冊
BULK_SAME_DATE_ALL	要確認	ofurodemoyomerusarari-kun	お風呂でも読めるサラリ君	0	通常版		フロンティアニセン	5	1,2,3,4,5	2006-07-01	RAKUTEN_OTHER(2006-09)	5巻が同一発売日。版の全巻が同日	isbn連番幅=4/5冊
BULK_SAME_DATE_ALL	要確認	princess	Princess	0	通常版	角川コミックス・ドラゴンJr.	角川書店	5	1,2,3,4,5	2003-01-01	RAKUTEN_OTHER(2002-12)	5巻が同一発売日。版の全巻が同日	isbn連番幅=4/5冊
BULK_SAME_DATE_ALL	要確認	sugiurashigeruondemandosenshuu	杉浦茂オンデマンド選集	0	通常版		青林工藝舎	5	1,2,3,4,5	2009-02	NO_RAKUTEN	5巻が同一発売日。版の全巻が同日	isbn連番幅=4/5冊
BULK_SAME_DATE_ALL	要確認	youkai-manga-de-tanoshii-koten	妖怪マンガで楽しい古典	0	通常版		学研プラス	5	1,2,3,4,5	2016-02-23	NO_RAKUTEN	5巻が同一発売日。版の全巻が同日	isbn連番幅=4/5冊
BULK_SAME_DATE_ALL	要確認	arabesque-dai1bu	アラベスク第1部	0	通常版	花とゆめCOMICS	不明	4	1,2,3,4	1975-06-20	NO_RAKUTEN	4巻が同一発売日。版の全巻が同日	
BULK_SAME_DATE_ALL	要確認	california-monogatari	カリフォルニア物語	1	文庫版	小学館文庫	小学館	4	1,2,3,4	1994-12	RAKUTEN_OTHER(1994-11)	4巻が同一発売日。版の全巻が同日	isbn連番幅=3/4冊
BULK_SAME_DATE_ALL	要確認	finding-nemo	ファインディングニモ	0	通常版	Animage comics special	徳間書店スタジオジブリ事業本部	4	1,2,3,4	2004-01	NO_RAKUTEN	4巻が同一発売日。版の全巻が同日	isbn連番幅=5/4冊
BULK_SAME_DATE_ALL	要確認	gilgamesh	ギルガメッシュ	1	竹書房文庫	竹書房文庫	竹書房	4	1,2,3,4	1996-04-27	RAKUTEN_OTHER(1996-03)	4巻が同一発売日。版の全巻が同日	isbn連番幅=3/4冊
BULK_SAME_DATE_ALL	要確認	kakutououbui	格闘王V	0	通常版	マンガショップシリーズ	パンローリング	4	1,2,3,4	2007-04-02	RAKUTEN_OTHER(2007-03)	4巻が同一発売日。版の全巻が同日	isbn連番幅=3/4冊
BULK_SAME_DATE_ALL	要確認	maihime-shichihenge	舞姫七変化	1	文庫版	祥伝社コミック文庫	祥伝社	4	1,2,3,4	2007-12	RAKUTEN_OTHER(2007-11)	4巻が同一発売日。版の全巻が同日	isbn連番幅=3/4冊
BULK_SAME_DATE_ALL	要確認	monogatari-yunbo-kun	ものがたりゆんぼくん	0	文庫版	竹書房文庫	角川書店	4	1,2,3,4	2009-05	NO_RAKUTEN	4巻が同一発売日。版の全巻が同日	isbn連番幅=3/4冊
BULK_SAME_DATE_ALL	要確認	monokage-ni-ashibyoushi	物陰に足拍子	1	新装版(1998)	マンサンコミックス	実業之日本社	4	1,2,3,4	1998-12	RAKUTEN_OTHER(1999-01)	4巻が同一発売日。版の全巻が同日	isbn連番幅=3/4冊
BULK_SAME_DATE_ALL	要確認	niji-o-yobu-ken	虹をよぶ拳	1	復刻版(マンガショップ)	マンガショップシリーズ	マンガショップ	4	1,2,3,4	2007-03-02	RAKUTEN_OTHER(2007-02)	4巻が同一発売日。版の全巻が同日	isbn連番幅=3/4冊
BULK_SAME_DATE_ALL	要確認	ninja-senpuu	忍者旋風	0	通常版	コンパクト・コミックス	集英社	4	1,2,3,4	1967-12-31	NO_RAKUTEN	4巻が同一発売日。版の全巻が同日	
BULK_SAME_DATE_ALL	要確認	noragaki	のらガキ	0	通常版	少年サンデーコミックス	小学館	4	2,3,4,5	2005-09	NO_RAKUTEN	4巻が同一発売日。版の全巻が同日	isbn連番幅=3/4冊
BULK_SAME_DATE_ALL	要確認	norainu-no-oka	のら犬の丘	1	完全版(マンガショップ)	マンガショップシリーズ	パンローリング	4	1,2,3,4	2007-02-02	RAKUTEN_OTHER(2007-01)	4巻が同一発売日。版の全巻が同日	isbn連番幅=3/4冊
BULK_SAME_DATE_ALL	要確認	otchan	オッチャン	0	通常版	AkeBono Comics	小学館	4	2,3,4,5	2005-09	NO_RAKUTEN	4巻が同一発売日。版の全巻が同日	isbn連番幅=3/4冊
BULK_SAME_DATE_ALL	要確認	puroresu-akuyaku-series	プロレス悪役シリーズ	0	通常版	MANGA Shop Series	パンローリング	4	1,2,3,4	2006-07-03	RAKUTEN_OTHER(2006-06)	4巻が同一発売日。版の全巻が同日	isbn連番幅=3/4冊
BULK_SAME_DATE_ALL	要確認	retsupuu	烈風	1	青林堂オンデマンド	青林堂オンデマンド	不明	4	1,2,3,4	2002-08-01	NO_RAKUTEN	4巻が同一発売日。版の全巻が同日	
BULK_SAME_DATE_ALL	要確認	saizensen	最前線	3	Star comics	Star comics	不明	4	1,2,3,4	1983-07-08	NO_RAKUTEN	4巻が同一発売日。版の全巻が同日	
BULK_SAME_DATE_ALL	要確認	shimakko	島っ子	1	ホームコミックス・現代マンガ作家選集	ホームコミックス・現代マンガ作家選集	不明	4	1,2,3,4	1975-09	NO_RAKUTEN	4巻が同一発売日。版の全巻が同日	
BULK_SAME_DATE_ALL	要確認	shounen-ninja-butai-gekkou	少年忍者部隊月光	0	通常版	SUN WIDE COMICS	パンローリング	4	1,2,3,4	2007-01-02	RAKUTEN_OTHER(2006-12)	4巻が同一発売日。版の全巻が同日	isbn連番幅=3/4冊
BULK_SAME_DATE_ALL	要確認	slow-step	スローステップ	1	文庫版	小学館文庫	小学館	4	1,2,3,4	1995-09	RAKUTEN_OTHER(1995-08)	4巻が同一発売日。版の全巻が同日	isbn連番幅=3/4冊
BULK_SAME_DATE_ALL	要確認	vampire	バンパイヤ	2	サンデー・コミックス(1988)	サンデー・コミックス	秋田書店	4	1,2,3,4	1988-03	RAKUTEN_OTHER(1991-12)	4巻が同一発売日。版の全巻が同日	isbn連番幅=3/4冊
BULK_SAME_DATE_PART	要確認	sousei-no-taiga	創世のタイガ	0	通常版	イブニングKC	白泉社	11	1,10,11,2,3,4,5,6,7,8,9	2024-03	RAKUTEN_OTHER(2024-02)	11巻が同一発売日。他3巻は別日付	isbn連番幅=20/11冊 ★連番飛び=別時期採番
BULK_SAME_DATE_PART	要確認	nijitte-monogatari	弐十手物語	4	道草文庫	道草文庫	小池書院	10	1,10,2,3,4,5,6,7,8,9	1994-12	RAKUTEN_OTHER(1994-11)	10巻が同一発売日。他10巻は別日付	isbn連番幅=9/10冊
BULK_SAME_DATE_PART	要確認	pachipro-hyena	パチプロハイエナ	0	通常版	バーガーSC	日本文芸社	7	1,2,3,4,5,6,7	1999-09	RAKUTEN_OTHER(1999-08)	7巻が同一発売日。他3巻は別日付	isbn連番幅=6/7冊
BULK_SAME_DATE_PART	要確認	joshi-joshikousei-girls-hai	女子高生Girls-High	1	通常版	アクションコミックス	双葉社	6	1,2,3,4,5,6	2006-02	RAKUTEN_OTHER(2006-01)	6巻が同一発売日。他7巻は別日付	isbn連番幅=10/6冊 ★連番飛び=別時期採番
BULK_SAME_DATE_PART	要確認	kimi-ni-aisarete-itakatta	君に愛されて痛かった	0	通常版	Bunch comics	秋田書店	6	1,2,3,4,5,6	2023-03	RAKUTEN_OTHER(2023-02)	6巻が同一発売日。他3巻は別日付	isbn連番幅=5/6冊
BULK_SAME_DATE_PART	要確認	akadou-suzunosuke	赤胴鈴之助	1	初出単行本(1957-59・版元不明)	初出単行本(1957-59・版元不明)	不明	5	10,11,12,5,6	1957-07	NO_RAKUTEN	5巻が同一発売日。他8巻は別日付	
BULK_SAME_DATE_PART	要確認	bonobono	ぼのぼの	1	文庫版	竹書房文庫	竹書房	5	1,2,3,4,5	2002-07	RAKUTEN_OTHER(2002-06)	5巻が同一発売日。他10巻は別日付	isbn連番幅=4/5冊
BULK_SAME_DATE_PART	要確認	g-defend	G・defend	1	通常版	ラキッシュ・コミックス	冬水社	5	44,5,6,7,8	2014-04	NO_RAKUTEN	5巻が同一発売日。他71巻は別日付	isbn連番幅=4/5冊
BULK_SAME_DATE_PART	要確認	golgo-13	ゴルゴ13	1	SPコミックスコンパクト	SPコミックスコンパクト	リイド社	5	1,2,3,4,5	2002-10	RAKUTEN_OTHER(2002-09)	5巻が同一発売日。他172巻は別日付	isbn連番幅=4/5冊
BULK_SAME_DATE_PART	要確認	hidamari-no-ki	陽だまりの樹	1	文庫版	小学館文庫	小学館	5	1,2,3,4,5	1995-06	RAKUTEN_OTHER(1995-05)	5巻が同一発売日。他3巻は別日付	isbn連番幅=4/5冊
BULK_SAME_DATE_PART	要確認	manga-project-ekkusu-chousenshatachi	まんがプロジェクトX挑戦者たち	0	通常版		宙出版	5	1,2,3,4,5	2004-08-07	NO_RAKUTEN	5巻が同一発売日。他8巻は別日付	isbn連番幅=4/5冊
BULK_SAME_DATE_PART	要確認	ningen-kousaten	人間交差点	1	文庫版	小学館文庫	小学館	5	10,6,7,8,9	1995-03	RAKUTEN_OTHER(1995-02)	5巻が同一発売日。他14巻は別日付	isbn連番幅=4/5冊
BULK_SAME_DATE_PART	要確認	pink-no-curtain	ピンクのカーテン	1	文庫版	竹書房文庫	竹書房	5	1,2,3,4,5	1996-05	RAKUTEN_OTHER(1996-04)	5巻が同一発売日。他9巻は別日付	isbn連番幅=4/5冊
BULK_SAME_DATE_PART	要確認	crying-freeman	クライングフリーマン	1	文庫版	道草文庫	スタジオ・シップ	4	1,2,3,4	1995-05	RAKUTEN_OTHER(1994-11)	4巻が同一発売日。他3巻は別日付	isbn連番幅=3/4冊
BULK_SAME_DATE_PART	要確認	harenchi-gakuen	ハレンチ学園	5	文庫版(集英社漫画文庫)	集英社漫画文庫	集英社	4	1,2,3,4	1976-11	NO_RAKUTEN	4巻が同一発売日。他8巻は別日付	
BULK_SAME_DATE_PART	要確認	judo-no-rekishi	柔道の歴史	0	通常版		本の友社	4	3,4,5,6	1988-10	NO_RAKUTEN	4巻が同一発売日。他2巻は別日付	isbn連番幅=3/4冊
BULK_SAME_DATE_PART	要確認	keirin-yarou	ケイリン野郎	0	通常版	Judy comics	小学館	4	1,2,3,4	1991-07	RAKUTEN_OTHER(1991-06)	4巻が同一発売日。他52巻は別日付	isbn連番幅=3/4冊
