class	severity	slug	title	ed_idx	ed_label	ed_imprint	ed_publisher	n_vols	numbers	date	verdict	detail	extra
BEFORE_SERIES_START	情報	kurosurabukizokukan	クロスラブ・貴族館	0	通常版		講談社	1	1	1984-11-06		year_started=2000 より16年前。★大半は year_started 側の誤り	9784061721258
BEFORE_SERIES_START	情報	lady-dragon	レディードラゴン	0	通常版		講談社	1	1	1988-05-06		year_started=2000 より12年前。★大半は year_started 側の誤り	9784061754867
BEFORE_SERIES_START	情報	lady-mes	レディ・メス	0	通常版	ACTION COMICS	双葉社	1	1	1993-07-17		year_started=2000 より7年前。★大半は year_started 側の誤り	9784575818871
BEFORE_SERIES_START	情報	lady-mes	レディ・メス	0	通常版	ACTION COMICS	双葉社	1	2	1994-01-19		year_started=2000 より6年前。★大半は year_started 側の誤り	9784575819281
BEFORE_SERIES_START	情報	love-focus	ラブ・フォーカス	0	通常版		講談社	1	1	1983-07-10		year_started=2000 より17年前。★大半は year_started 側の誤り	9784061700185
BEFORE_SERIES_START	情報	love-live-flowers-hasunosora-jogakuin-school-idol-club	ラブライブ! flowers*-蓮ノ空女学院スクールアイドルクラブー	0	通常版	ヤングジャンプコミックス	集英社	1	1	2024-05		year_started=2026 より2年前。★大半は year_started 側の誤り	9784088932415
BEFORE_SERIES_START	情報	love-live-flowers-hasunosora-jogakuin-school-idol-club	ラブライブ! flowers*-蓮ノ空女学院スクールアイドルクラブー	0	通常版	ヤングジャンプコミックス	集英社	1	2	2024-11-19		year_started=2026 より2年前。★大半は year_started 側の誤り	9784088934464
BEFORE_SERIES_START	情報	love-no-okite	恋愛の掟	0	通常版	Bamboo comics	竹書房	1	1	1998-06-17		year_started=2000 より2年前。★大半は year_started 側の誤り	9784812452066
BEFORE_SERIES_START	情報	love-shock	恋愛ショック	0	通常版		集英社	1	1	1991-11-22		year_started=2000 より9年前。★大半は year_started 側の誤り	9784088622040
BEFORE_SERIES_START	情報	maboroshi-no-9kai	幻の9階	0	通常版	Meコミックス	講談社	1	1	1993-02-13		year_started=2000 より7年前。★大半は year_started 側の誤り	9784061783553
BEFORE_SERIES_START	情報	madammei	Madamメイ	0	通常版		講談社	1	1	1984-12-06		year_started=2000 より16年前。★大半は year_started 側の誤り	9784061721272
BEFORE_SERIES_START	情報	madammei	Madamメイ	0	通常版		講談社	1	2	1985-08-06		year_started=2000 より15年前。★大半は year_started 側の誤り	9784061721289
BEFORE_SERIES_START	情報	maguma-taishi	マグマ大使	3	手塚治虫漫画全集(1980)	手塚治虫漫画全集	講談社	1	1	1980-02		year_started=1993 より13年前。★大半は year_started 側の誤り	9784061087866
BEFORE_SERIES_START	情報	maguma-taishi	マグマ大使	3	手塚治虫漫画全集(1980)	手塚治虫漫画全集	講談社	1	2	1980-03		year_started=1993 より13年前。★大半は year_started 側の誤り	9784061087873
BEFORE_SERIES_START	情報	maguma-taishi	マグマ大使	3	手塚治虫漫画全集(1980)	手塚治虫漫画全集	講談社	1	3	1980-05-20		year_started=1993 より13年前。★大半は year_started 側の誤り	9784061087880
BEFORE_SERIES_START	情報	mai-mai-darling	My舞ダーリン	0	通常版		スコラ	1	1	1992-12-16		year_started=2000 より8年前。★大半は year_started 側の誤り	9784796286336
BEFORE_SERIES_START	情報	maico-2010	MAICO 2010	0	通常版	ヤングキングコミックス	少年画報社	1	1	1997-08-23		year_started=2000 より3年前。★大半は year_started 側の誤り	9784785915919
BEFORE_SERIES_START	情報	maico-2010	MAICO 2010	0	通常版	ヤングキングコミックス	少年画報社	1	2	1998-03-26		year_started=2000 より2年前。★大半は year_started 側の誤り	9784785918309
BEFORE_SERIES_START	情報	mamono-o-karu-na-to-iwareta-saikyou-hunter-ryouri-guild-ni-tenshoku-suru	魔物を狩るなと言われた最強ハンター、料理ギルドに転職する	0	通常版	NOVA COMICS	一二三書房	1	1	2022-01-20		year_started=2024 より2年前。★大半は year_started 側の誤り	9784891997847
BEFORE_SERIES_START	情報	mamono-o-karu-na-to-iwareta-saikyou-hunter-ryouri-guild-ni-tenshoku-suru	魔物を狩るなと言われた最強ハンター、料理ギルドに転職する	0	通常版	NOVA COMICS	一二三書房	1	2	2022-08-19		year_started=2024 より2年前。★大半は year_started 側の誤り	9784891998417
BEFORE_SERIES_START	情報	manatsu-no-crescent	真夏のクレセント	0	通常版		主婦と生活社	1	1	1990-05-14		year_started=2000 より10年前。★大半は year_started 側の誤り	9784391913101
BEFORE_SERIES_START	情報	manga-de-zesshou-shinfogia	まんがDE絶唱しんふぉぎあ	0	通常版	単行本コミックス	KADOKAWA	1	1	2017-07-07		year_started=2019 より2年前。★大半は year_started 側の誤り	9784048994293
BEFORE_SERIES_START	情報	manga-tenkanshifuku-nihongo-honyakuban	漫画「天官賜福」日本語翻訳版	0	通常版			1	1	2024-02-20		year_started=2026 より2年前。★大半は year_started 側の誤り	9784789737050
BEFORE_SERIES_START	情報	manga-tenkanshifuku-nihongo-honyakuban	漫画「天官賜福」日本語翻訳版	0	通常版			1	2	2024-11-15		year_started=2026 より2年前。★大半は year_started 側の誤り	9784789737104
BEFORE_SERIES_START	情報	manpen	まんペン	0	通常版	モーニング　KC	講談社	1	1	2024-12-11		year_started=2026 より2年前。★大半は year_started 側の誤り	9784065375358
BEFORE_SERIES_START	情報	maou-reijou-no-kyouikugakari	魔王令嬢の教育係	0	通常版	ポルカコミックス	一二三書房	1	1	2022-07-15		year_started=2024 より2年前。★大半は year_started 側の誤り	9784891998295
BEFORE_SERIES_START	情報	maou-sama-to-sunadokei	魔王様と砂時計	0	通常版	ヤングチャンピオン・コミックス	秋田書店	1	1	2024-06-27		year_started=2026 より2年前。★大半は year_started 側の誤り	9784253312912
BEFORE_SERIES_START	情報	mariko-no-hiza-kozou	真理子のヒザ小僧	0	通常版		白泉社	1	1	1989-06-06		year_started=2000 より11年前。★大半は year_started 側の誤り	9784592154341
BEFORE_SERIES_START	情報	marionette-game	マリオネット・ゲーム	0	通常版		集英社	1	1	1988-10-21		year_started=2000 より12年前。★大半は year_started 側の誤り	9784088621128
BEFORE_SERIES_START	情報	mayonaka-no-dinaa	真夜中のディナー	0	通常版		講談社	1	1	1986-08-06		year_started=2000 より14年前。★大半は year_started 側の誤り	9784061754201
BEFORE_SERIES_START	情報	mayonaka-no-raburetaa	真夜中のラブレター	0	通常版		主婦と生活社	1	2	1989-12-14		year_started=2000 より11年前。★大半は year_started 側の誤り	9784391903904
BEFORE_SERIES_START	情報	mazin-saga-nagai	魔神サーガ	0	通常版	ヤングジャンプコミックス	集英社	1	1	1991-12-12		year_started=2000 より9年前。★大半は year_started 側の誤り	9784088751016
BEFORE_SERIES_START	情報	merry-san-no-christmas	メリーさんちのXmas	0	通常版		講談社	1	1	1995-12-12		year_started=2000 より5年前。★大半は year_started 側の誤り	9784063177305
BEFORE_SERIES_START	情報	meshi-tero-kei-guradoru-wa-gaman-dekinai	飯テロ系グラドルは我慢できない!?	0	通常版	MFC キューンシリーズ	KADOKAWA	1	1	2024-10-24		year_started=2026 より2年前。★大半は year_started 側の誤り	9784046841759
BEFORE_SERIES_START	情報	metal-mama	メタル・ママ	0	通常版	ヤンマガKC	講談社	1	1	1991-10-05		year_started=2000 より9年前。★大半は year_started 側の誤り	9784061022966
BEFORE_SERIES_START	情報	metal-mama	メタル・ママ	0	通常版	ヤンマガKC	講談社	1	2	1992-08-06		year_started=2000 より8年前。★大半は year_started 側の誤り	9784063233476
BEFORE_SERIES_START	情報	metropolis	メトロポリス	2	手塚治虫漫画全集(1979)	手塚治虫漫画全集	講談社	1	1	1979-01-20		year_started=1995 より16年前。★大半は year_started 側の誤り	9784061086449
BEFORE_SERIES_START	情報	midorigaoka-3choume	緑が丘3丁目	1	通常版		双葉社	1	1	1998-07-16		year_started=2003 より5年前。★大半は year_started 側の誤り	9784575332278
BEFORE_SERIES_START	情報	mikaifuu-na-kanojotachi	未開封な彼女たち	0	通常版	ヤングキングコミックス	少年画報社	1	1	1998-06-22		year_started=2000 より2年前。★大半は year_started 側の誤り	9784785918491
BEFORE_SERIES_START	情報	mikami-no-wana	美神の罠	0	通常版		スコラ	1	1	1994-05-16		year_started=2000 より6年前。★大半は year_started 側の誤り	9784796286909
BEFORE_SERIES_START	情報	mikan-honkan-natsumikan	みかんホンカン夏蜜柑	0	通常版		双葉社	1	1	1990-07-16		year_started=2000 より10年前。★大半は year_started 側の誤り	9784575331080
BEFORE_SERIES_START	情報	mikio-to-mikio	みきおとミキオ	0	通常版	てんとう虫コミックス		1	1	1978-02-28		year_started=1988 より10年前。★大半は year_started 側の誤り	9784091402110
BEFORE_SERIES_START	情報	minikui-yuukaku-no-ko	みにくい遊郭の子	0	通常版	LAVARE comics	一二三書房	1	1	2022-10-05		year_started=2024 より2年前。★大半は year_started 側の誤り	9784891998677
BEFORE_SERIES_START	情報	minikui-yuukaku-no-ko	みにくい遊郭の子	0	通常版	LAVARE comics	一二三書房	1	2	2022-10-05		year_started=2024 より2年前。★大半は year_started 側の誤り	9784891998684
BEFORE_SERIES_START	情報	misu-junjou-make	ミス・純情メイク	0	通常版		双葉社	1	1	1987-07-16		year_started=2000 より13年前。★大半は year_started 側の誤り	9784575330335
BEFORE_SERIES_START	情報	miyuki-ni-omakase	美由紀におまかせ!	0	通常版	講談社コミックスマガジン	講談社	1	1	1986-12-17		year_started=2000 より14年前。★大半は year_started 側の誤り	9784063113037
BEFORE_SERIES_START	情報	miyuki-ni-omakase	美由紀におまかせ!	0	通常版	講談社コミックスマガジン	講談社	1	2	1988-01-16		year_started=2000 より12年前。★大半は year_started 側の誤り	9784063113112
BEFORE_SERIES_START	情報	mizuchi	水蛇	0	通常版		スコラ	1	1	1992-12-16		year_started=2000 より8年前。★大半は year_started 側の誤り	9784796286343
BEFORE_SERIES_START	情報	mo-zaiku	摸細工	0	通常版		双葉社	1	1	1988-03-16		year_started=2000 より12年前。★大半は year_started 側の誤り	9784575330533
BEFORE_SERIES_START	情報	mobu-joshikousei-no-ore-demo-boukensha-ni-nareba-riajuu-ni-naremasu-ka	モブ高生の俺でも冒険者になればリア充になれますか?	0	通常版	NOVA COMICS	一二三書房	1	1	2022-01-20		year_started=2024 より2年前。★大半は year_started 側の誤り	9784891997854
BEFORE_SERIES_START	情報	mobu-joshikousei-no-ore-demo-boukensha-ni-nareba-riajuu-ni-naremasu-ka	モブ高生の俺でも冒険者になればリア充になれますか?	0	通常版	NOVA COMICS	一二三書房	1	2	2022-08-19		year_started=2024 より2年前。★大半は year_started 側の誤り	9784891998424
BEFORE_SERIES_START	情報	monoshiri-mama-no-chieko-san	ものしりママのチエ子さん	0	通常版		芳文社	1	1	1993-01-28		year_started=2000 より7年前。★大半は year_started 側の誤り	9784832260566
BEFORE_SERIES_START	情報	mori-to-hayashi-no-ohanashi	森と林のおはなし	0	通常版	BE・LOVE KC	講談社	1	1	1984-11-06		year_started=2000 より16年前。★大半は year_started 側の誤り	9784061753716
BEFORE_SERIES_START	情報	moshikashiteshinderera	もしかしてシンデレラ	0	通常版		講談社	1	1	1991-11-13		year_started=2000 より9年前。★大半は year_started 側の誤り	9784061783447
BEFORE_SERIES_START	情報	mou-hitotsu-no-ashita	もうひとつの朝	0	通常版	講談社コミックスミミ	講談社	1	2	1984-05-14		year_started=2000 より16年前。★大半は year_started 側の誤り	9784061700178
BEFORE_SERIES_START	情報	museiran	無精卵	0	通常版		講談社	1	1	1991-07-13		year_started=2000 より9年前。★大半は year_started 側の誤り	9784061783393
BEFORE_SERIES_START	情報	musumegahahanichikazukutoki	娘が母に近づくとき	0	通常版		講談社	1	1	1993-02-13		year_started=2000 より7年前。★大半は year_started 側の誤り	9784063274110
BEFORE_SERIES_START	情報	mystery-selection	ミステリーセレクション	0	通常版		光文社	1	1	1994-07-25		year_started=2000 より6年前。★大半は year_started 側の誤り	9784334802325
BEFORE_SERIES_START	情報	n	N	0	通常版	電撃コミックスNEXT	KADOKAWA	1	1	2024-06-26		year_started=2026 より2年前。★大半は year_started 側の誤り	9784049157789
BEFORE_SERIES_START	情報	nagare-inu-katchaku-monogatari	流れ犬かっちゃく物語	0	通常版		双葉社	1	1	1995-08-28		year_started=2000 より5年前。★大半は year_started 側の誤り	9784575934090
BEFORE_SERIES_START	情報	nanatsumekozou	七つ目小僧	0	通常版	青林堂オンデマンド	双葉社	1	1	1988-07-09		year_started=2000 より12年前。★大半は year_started 側の誤り	9784575814774
BEFORE_SERIES_START	情報	natsuki-shizuko-sasupensu	夏樹静子サスペンス	0	通常版		宙出版	1	1	1992-08-27		year_started=2000 より8年前。★大半は year_started 側の誤り	9784391904772
BEFORE_SERIES_START	情報	natsuki-shizuko-sasupensu	夏樹静子サスペンス	0	通常版		宙出版	1	2	1992-09-26		year_started=2000 より8年前。★大半は year_started 側の誤り	9784391904789
BEFORE_SERIES_START	情報	nekonotekashishimasu	猫の手貸します	0	通常版		講談社	1	1	1988-12-17		year_started=2000 より12年前。★大半は year_started 側の誤り	9784063210064
BEFORE_SERIES_START	情報	nerawareta-shounen	狙われた少年	0	通常版		秋田書店	1	1	1987-05-15		year_started=2000 より13年前。★大半は year_started 側の誤り	9784253091770
BEFORE_SERIES_START	情報	night-jade	Night jade	1	通常版	スコラレディースコミックスミステリー	スコラ	1	1	1996-09-17		year_started=2002 より6年前。★大半は year_started 側の誤り	9784796287487
BEFORE_SERIES_START	情報	nigiyaka-bunko-3	にぎやか文庫3	0	通常版		新書館	1	1	1987-07-01		year_started=2000 より13年前。★大半は year_started 側の誤り	9784403611315
BEFORE_SERIES_START	情報	ningendomo-atsumare	人間ども集まれ!	2	手塚治虫漫画全集(1978)	手塚治虫漫画全集	講談社	1	1	1978-04-20		year_started=1995 より17年前。★大半は year_started 側の誤り	9784061086814
BEFORE_SERIES_START	情報	ningendomo-atsumare	人間ども集まれ!	2	手塚治虫漫画全集(1978)	手塚治虫漫画全集	講談社	1	2	1978-05-25		year_started=1995 より17年前。★大半は year_started 側の誤り	9784061086821
BEFORE_SERIES_START	情報	ninja-hattori-kun	忍者ハットリくん	0	てんとう虫コミックス		小学館	1	1	1982-01		year_started=1984 より2年前。★大半は year_started 側の誤り	9784091404817
BEFORE_SERIES_START	情報	ninja-hattori-kun	忍者ハットリくん	0	てんとう虫コミックス		小学館	1	2	1982-03		year_started=1984 より2年前。★大半は year_started 側の誤り	9784091404824
BEFORE_SERIES_START	情報	ninja-hattori-kun	忍者ハットリくん	0	てんとう虫コミックス		小学館	1	3	1982-05-28		year_started=1984 より2年前。★大半は year_started 側の誤り	9784091404831
BEFORE_SERIES_START	情報	ninja-hattori-kun	忍者ハットリくん	0	てんとう虫コミックス		小学館	1	4	1982-09		year_started=1984 より2年前。★大半は year_started 側の誤り	9784091101440
BEFORE_SERIES_START	情報	ninja-hattori-kun	忍者ハットリくん	0	てんとう虫コミックス		小学館	1	5	1982-11		year_started=1984 より2年前。★大半は year_started 側の誤り	9784091404855
BEFORE_SERIES_START	情報	ninkuu	忍空	0	ジャンプ・コミックス		集英社	1	1	1994-01		year_started=2000 より6年前。★大半は year_started 側の誤り	9784088711065
BEFORE_SERIES_START	情報	ninkuu	忍空	0	ジャンプ・コミックス		集英社	1	2	1994-03		year_started=2000 より6年前。★大半は year_started 側の誤り	9784088711089
BEFORE_SERIES_START	情報	ninkuu	忍空	0	ジャンプ・コミックス		集英社	1	3	1994-05		year_started=2000 より6年前。★大半は year_started 側の誤り	9784088711096
BEFORE_SERIES_START	情報	ninkuu	忍空	0	ジャンプ・コミックス		集英社	1	4	1994-08		year_started=2000 より6年前。★大半は year_started 側の誤り	9784088711102
BEFORE_SERIES_START	情報	ninkuu	忍空	0	ジャンプ・コミックス		集英社	1	5	1994-11		year_started=2000 より6年前。★大半は year_started 側の誤り	9784088718859
BEFORE_SERIES_START	情報	ninkuu	忍空	0	ジャンプ・コミックス		集英社	1	6	1995-02		year_started=2000 より5年前。★大半は year_started 側の誤り	9784088718866
BEFORE_SERIES_START	情報	ninkuu	忍空	0	ジャンプ・コミックス		集英社	1	7	1995-04		year_started=2000 より5年前。★大半は year_started 側の誤り	9784088718873
BEFORE_SERIES_START	情報	ninkuu	忍空	0	ジャンプ・コミックス		集英社	1	8	1995-08		year_started=2000 より5年前。★大半は year_started 側の誤り	9784088718880
BEFORE_SERIES_START	情報	ninkuu	忍空	0	ジャンプ・コミックス		集英社	1	9	1995-11		year_started=2000 より5年前。★大半は year_started 側の誤り	9784088718897
BEFORE_SERIES_START	情報	nippon-hakkyou	日本発狂	2	手塚治虫漫画全集(1982)	手塚治虫漫画全集	講談社	1	1	1982-07-20		year_started=1996 より14年前。★大半は year_started 側の誤り	9784061732476
BEFORE_SERIES_START	情報	no-no-hana-no-hanayome	野の花の花嫁	0	通常版		講談社	1	1	1994-01-13		year_started=2000 より6年前。★大半は year_started 側の誤り	9784063176346
BEFORE_SERIES_START	情報	nobunaga-o-koroshita-otoko-nichirin-no-demarukashion	信長を殺した男　〜日輪のデマルカシオン〜	0	通常版	ヤングチャンピオン・コミックス	秋田書店	1	1	2021-10-20		year_started=2026 より5年前。★大半は year_started 側の誤り	9784253302555
BEFORE_SERIES_START	情報	nobunaga-o-koroshita-otoko-nichirin-no-demarukashion	信長を殺した男　〜日輪のデマルカシオン〜	0	通常版	ヤングチャンピオン・コミックス	秋田書店	1	2	2022-05-19		year_started=2026 より4年前。★大半は year_started 側の誤り	9784253302562
BEFORE_SERIES_START	情報	nobunaga-o-koroshita-otoko-nichirin-no-demarukashion	信長を殺した男　〜日輪のデマルカシオン〜	0	通常版	ヤングチャンピオン・コミックス	秋田書店	1	3	2022-11-18		year_started=2026 より4年前。★大半は year_started 側の誤り	9784253302579
BEFORE_SERIES_START	情報	nobunaga-o-koroshita-otoko-nichirin-no-demarukashion	信長を殺した男　〜日輪のデマルカシオン〜	0	通常版	ヤングチャンピオン・コミックス	秋田書店	1	4	2023-05-18		year_started=2026 より3年前。★大半は year_started 側の誤り	9784253302586
BEFORE_SERIES_START	情報	nobunaga-o-koroshita-otoko-nichirin-no-demarukashion	信長を殺した男　〜日輪のデマルカシオン〜	0	通常版	ヤングチャンピオン・コミックス	秋田書店	1	5	2023-11-20		year_started=2026 より3年前。★大半は year_started 側の誤り	9784253302593
BEFORE_SERIES_START	情報	nobunaga-o-koroshita-otoko-nichirin-no-demarukashion	信長を殺した男　〜日輪のデマルカシオン〜	0	通常版	ヤングチャンピオン・コミックス	秋田書店	1	6	2024-06-19		year_started=2026 より2年前。★大半は year_started 側の誤り	9784253302609
BEFORE_SERIES_START	情報	non-virgin-ga-suteki	ノン・バージンが素敵	0	通常版	Tsukasa comics	シュベール出版	1	1	1992-07-22		year_started=2000 より8年前。★大半は year_started 側の誤り	9784915858376
BEFORE_SERIES_START	情報	nonomura-ririko-23-sai	野々村リリ子23才	0	通常版		双葉社	1	1	1990-07-16		year_started=2000 より10年前。★大半は year_started 側の誤り	9784575331097
BEFORE_SERIES_START	情報	nooi	ノーイ	0	通常版		講談社	1	1	1994-07-13		year_started=2000 より6年前。★大半は year_started 側の誤り	9784061767379
BEFORE_SERIES_START	情報	norman	ノーマン	2	手塚治虫漫画全集(1981)	手塚治虫漫画全集	講談社	1	1	1981-04-20		year_started=1993 より12年前。★大半は year_started 側の誤り	9784061087767
BEFORE_SERIES_START	情報	norman	ノーマン	2	手塚治虫漫画全集(1981)	手塚治虫漫画全集	講談社	1	2	1981-05-20		year_started=1993 より12年前。★大半は year_started 側の誤り	9784061087774
BEFORE_SERIES_START	情報	norman	ノーマン	2	手塚治虫漫画全集(1981)	手塚治虫漫画全集	講談社	1	3	1981-06-20		year_started=1993 より12年前。★大半は year_started 側の誤り	9784061087781
BEFORE_SERIES_START	情報	nurse-no-oshigoto	ナースのお仕事	0	通常版		スコラ	1	1	1998-04-16		year_started=2000 より2年前。★大半は year_started 側の誤り	9784796288644
BEFORE_SERIES_START	情報	obaka-san-girl	おバカさんGirl	0	通常版		主婦と生活社	1	1	1994-12-01		year_started=2000 より6年前。★大半は year_started 側の誤り	9784391920321
BEFORE_SERIES_START	情報	oishii-futari	美味しいふたり	0	通常版	キュンコミックス	コスミックインターナショナル	1	1	1998-04-21		year_started=2000 より2年前。★大半は year_started 側の誤り	9784774700007
BEFORE_SERIES_START	情報	oishii-futari	美味しいふたり	0	通常版	キュンコミックス	コスミックインターナショナル	1	2	1998-04-21		year_started=2000 より2年前。★大半は year_started 側の誤り	9784774700014
BEFORE_SERIES_START	情報	oishii-futari	美味しいふたり	0	通常版	キュンコミックス	コスミックインターナショナル	1	3	1998-06-19		year_started=2000 より2年前。★大半は year_started 側の誤り	9784774700083
BEFORE_SERIES_START	情報	oishii-futari	美味しいふたり	0	通常版	キュンコミックス	コスミックインターナショナル	1	4	1998-07-21		year_started=2000 より2年前。★大半は year_started 側の誤り	9784774700144
BEFORE_SERIES_START	情報	oishii-futari	美味しいふたり	0	通常版	キュンコミックス	コスミックインターナショナル	1	5	1998-08-21		year_started=2000 より2年前。★大半は year_started 側の誤り	9784774700182
BEFORE_SERIES_START	情報	oishii-futari	美味しいふたり	0	通常版	キュンコミックス	コスミックインターナショナル	1	6	1998-09-21		year_started=2000 より2年前。★大半は year_started 側の誤り	9784774700229
BEFORE_SERIES_START	情報	oishii-futari	美味しいふたり	0	通常版	キュンコミックス	コスミックインターナショナル	1	7	1998-10-21		year_started=2000 より2年前。★大半は year_started 側の誤り	9784774700236
BEFORE_SERIES_START	情報	ojousamagojoudano	お嬢様、ご冗談を!	0	通常版		講談社	1	1	1987-10-06		year_started=2000 より13年前。★大半は year_started 側の誤り	9784061754713
BEFORE_SERIES_START	情報	omiyage-wa-naani	お土産はなあに?	0	通常版		集英社	1	1	1992-10-19		year_started=2000 より8年前。★大半は year_started 側の誤り	9784088611402
BEFORE_SERIES_START	情報	oni-hime-zuka	鬼姫塚	0	通常版		主婦と生活社	1	1	1990-12-06		year_started=2000 より10年前。★大半は year_started 側の誤り	9784391913378
BEFORE_SERIES_START	情報	onigarishi	鬼狩り師	0	通常版	Tokuma comics	徳間書店	1	1	1989-09-29		year_started=2000 より11年前。★大半は year_started 側の誤り	9784197891122
BEFORE_SERIES_START	情報	onigarishi	鬼狩り師	0	通常版	Tokuma comics	徳間書店	1	2	1990-03-31		year_started=2000 より10年前。★大半は year_started 側の誤り	9784197800506
BEFORE_SERIES_START	情報	onigarishi	鬼狩り師	0	通常版	Tokuma comics	徳間書店	1	3	1991-11-30		year_started=2000 より9年前。★大半は year_started 側の誤り	9784197810109
BEFORE_SERIES_START	情報	onigarishi	鬼狩り師	0	通常版	Tokuma comics	徳間書店	1	4	1991-03-14		year_started=2000 より9年前。★大半は year_started 側の誤り	9784197810406
BEFORE_SERIES_START	情報	onimaru-taishou	鬼丸大将	2	手塚治虫漫画全集(1979)	手塚治虫漫画全集	講談社	1	1	1979-10-10		year_started=1995 より16年前。★大半は year_started 側の誤り	9784061087743
BEFORE_SERIES_START	情報	onimaru-taishou	鬼丸大将	2	手塚治虫漫画全集(1979)	手塚治虫漫画全集	講談社	1	2	1979-12-10		year_started=1995 より16年前。★大半は year_started 側の誤り	9784061087750
BEFORE_SERIES_START	情報	onna-ga-yureru	女が揺れる	0	通常版		スコラ	1	1	1994-09-16		year_started=2000 より6年前。★大半は year_started 側の誤り	9784796286985
BEFORE_SERIES_START	情報	onna-hakushaku-amber-niwa-shousai-ga-aru	女伯爵アンバーには商才がある! やっと自由になれたので、再婚なんてお断り	0	通常版	フロース　コミック	KADOKAWA	1	1	2024-03		year_started=2026 より2年前。★大半は year_started 側の誤り	9784046832405
BEFORE_SERIES_START	情報	onna-hakushaku-amber-niwa-shousai-ga-aru	女伯爵アンバーには商才がある! やっと自由になれたので、再婚なんてお断り	0	通常版	フロース　コミック	KADOKAWA	1	2	2024-11-18		year_started=2026 より2年前。★大半は year_started 側の誤り	9784046840943
BEFORE_SERIES_START	情報	onnatootokonokousaten	女と男の交差点	0	通常版		講談社	1	1	1987-04-06		year_started=2000 より13年前。★大半は year_started 側の誤り	9784061780361
BEFORE_SERIES_START	情報	ononoke-kuwaidanbu	おののけ！ くわいだん部	0	通常版		KADOKAWA	1	1	2021-08-30		year_started=2026 より5年前。★大半は year_started 側の誤り	9784041113400
BEFORE_SERIES_START	情報	ononoke-kuwaidanbu	おののけ！ くわいだん部	0	通常版		KADOKAWA	1	2	2023-08-31		year_started=2026 より3年前。★大半は year_started 側の誤り	9784041117194
BEFORE_SERIES_START	情報	ookuhiruhausunosanshimai	オークヒルハウスの三姉妹	0	通常版		講談社	1	1	1990-05-12		year_started=2000 より10年前。★大半は year_started 側の誤り	9784061783065
BEFORE_SERIES_START	情報	osen-wana-hito	おせん　和な女	0	通常版	バーズコミックス	幻冬舎	1	1	2023-01-24		year_started=2026 より3年前。★大半は year_started 側の誤り	9784344851696
BEFORE_SERIES_START	情報	osen-wana-hito	おせん　和な女	0	通常版	バーズコミックス	幻冬舎	1	2	2023-08-24		year_started=2026 より3年前。★大半は year_started 側の誤り	9784344852754
BEFORE_SERIES_START	情報	osen-wana-hito	おせん　和な女	0	通常版	バーズコミックス	幻冬舎	1	3	2024-02-24		year_started=2026 より2年前。★大半は year_started 側の誤り	9784344853577
BEFORE_SERIES_START	情報	osen-wana-hito	おせん　和な女	0	通常版	バーズコミックス	幻冬舎	1	4	2024-10-24		year_started=2026 より2年前。★大半は year_started 側の誤り	9784344854628
BEFORE_SERIES_START	情報	ougon-taikouki	黄金太閤記	0	通常版	SP comics	双葉社	1	1	1988-04-18		year_started=2000 より12年前。★大半は year_started 側の誤り	9784575814576
BEFORE_SERIES_START	情報	ougon-taikouki	黄金太閤記	0	通常版	SP comics	双葉社	1	2	1989-11-21		year_started=2000 より11年前。★大半は year_started 側の誤り	9784575815924
BEFORE_SERIES_START	情報	paapekiotokozoku	パーペキオトコ族	0	通常版		講談社	1	1	1990-12-18		year_started=2000 より10年前。★大半は year_started 側の誤り	9784063150278
BEFORE_SERIES_START	情報	papa-wa-okama-san	パパはオカマさん	0	通常版		講談社	1	1	1994-05-13		year_started=2000 より6年前。★大半は year_started 側の誤り	9784061783652
BEFORE_SERIES_START	情報	peace-mashuko	PEACE	0	通常版	通常版	不明	1	2	1992-05-06		year_started=2002 より10年前。★大半は year_started 側の誤り	9784915858277
BEFORE_SERIES_START	情報	peace-mashuko	PEACE	0	通常版	通常版	不明	1	3	1992-12-17		year_started=2002 より10年前。★大半は year_started 側の誤り	9784915858529
BEFORE_SERIES_START	情報	piasunomadoi	ピアスの惑い	0	通常版		講談社	1	1	1991-09-13		year_started=2000 より9年前。★大半は year_started 側の誤り	9784061783430
BEFORE_SERIES_START	情報	piichiku-paachiku	ぴーちくぱーちく	0	通常版	YOUNG KING COMICS	少年画報社	1	1	1997-10-23		year_started=2000 より3年前。★大半は year_started 側の誤り	9784785918064
BEFORE_SERIES_START	情報	pink-spot	ピンクスパット	0	通常版		講談社	1	1	1990-06-23		year_started=2000 より10年前。★大半は year_started 側の誤り	9784063131505
BEFORE_SERIES_START	情報	pink-spot	ピンクスパット	0	通常版		講談社	1	2	1990-06-23		year_started=2000 より10年前。★大半は year_started 側の誤り	9784063131512
BEFORE_SERIES_START	情報	pocket-park-2	ポケット・パーク	0	通常版		講談社	1	1	1992-12-09		year_started=2000 より8年前。★大半は year_started 側の誤り	9784063256086
BEFORE_SERIES_START	情報	popaitachi-no-i-san	ポパイたちの遺産	0	通常版		講談社	1	1	1994-11-09		year_started=2000 より6年前。★大半は year_started 側の誤り	9784063280746
BEFORE_SERIES_START	情報	poritan	ポリタン	0	通常版	ジェッツコミックス	白泉社	1	1	1985-12-17		year_started=2000 より15年前。★大半は year_started 側の誤り	9784592130727
