byoujaku-na-akuyaku-reijou-desu-konyakusha-ga-kahogo-sugite-nigedashitai	manga.v2	isekai	isekai<tag+text:転生/乙女ゲー/前世;romcom<text:ラブコメ
cheat-eater	manga.v2	isekai	isekai<tag+text:異世界/召喚
cheat-majutsu-de-unmei-o-nejifuseru	manga.v2	isekai	isekai<tag+text:異世界
cheat-na-tablet-o-motte-kaiteki-isekai-seikatsu	manga.v2	isekai	isekai<tag+text:異世界/転生
cheat-skill-shihai-o-tsukatte-isekai-harem	manga.v2	isekai	isekai<tag+text:異世界/転移
cheat-tensei-neko-wa-yome-no-hiza-de-maruku-naritai	manga.v2	isekai	isekai<tag+text:転生
chiaki-to-mutsuki	manga.v2	gourmet	gourmet<tag+text:料理/弁当
chii-chan-no-oshinagaki-hanjouki	manga.v2	gourmet	gourmet<tag+text:料理/グルメ/食堂;4-koma<text:4コマ
chii-chan-no-oshinagaki	manga.v2	gourmet	gourmet<tag+text:料理/食堂;4-koma<text:4コマ
chittai-ore-no-makikomare-isekai-seikatsu	manga.v2	isekai	isekai<tag+text:異世界/転生/召喚
chiyodaku-oukoku-jajjimento	manga.v2	isekai	isekai<tag+text:異世界/召喚
chotto-ippai	manga.v2	gourmet	gourmet<tag+text:料理/居酒屋
chouetsusha-to-natta-otsu-san-wa-mai-peesu-ni-isekai-o-sansaku-suru	manga.v2	isekai	isekai<tag+text:異世界/召喚
choujuu-gichou-no-arukikata	manga.v2	isekai	isekai<tag+text:異世界
chouri-deka-no-sousaku-gohan	manga.v2	gourmet	gourmet<tag+text:グルメ/ごはん/飯
chuunyan-koushu-no-bishoku-gaikouroku	manga.v2	gourmet	gourmet<tag+text:料理/グルメ/美食
cinema-gohan	manga.v2	gourmet	gourmet<tag+text:料理/グルメ/ごはん
class-ga-isekai-shoukan-sareta-naka-ore-dake-nokottandesuga	manga.v2	isekai	isekai<tag+text:異世界/召喚
class-teni-de-ore-dake-haburareta-node-doukyuusei-harem-tsukuru-koto-ni-shita	manga.v2	isekai	isekai<tag+text:異世界/転移
coffee-cantata	manga.v2	gourmet	gourmet<tag+text:コーヒー/喫茶
coffee-ikaga-deshou	manga.v2	gourmet	gourmet<tag+text:珈琲/コーヒー
coffee-o-shizuka-ni	manga.v2	gourmet	gourmet<tag+text:珈琲
dai-3-ouji-wa-surooraifu-o-go-goshomou	manga.v2	isekai	isekai<tag+text:異世界/転生/前世
dai-yogensha-ha-zense-kara-nigeru-sanshuume-ha-koushaku-reijou-ni-tensei-shita-kara-barairo-life-o	manga.v2	isekai	isekai<tag+text:転生/前世
daijukai-no-monster-partner	manga.v2	isekai	isekai<tag+text:異世界
danna-sama-wa-saikyou	manga.v2	isekai	isekai<tag+text:異世界/召喚
datsusara-chan-wa-iyasaretai	manga.v2	gourmet	gourmet<tag+text:ビール/珈琲
deaimon	manga.v2	gourmet	gourmet<tag+text:和菓子
delicious	manga.v2	gourmet	gourmet<tag+text:料理/シェフ;romcom<text:ラブコメ
desumaachi-kara-hajimaru-isekai-koufukukyoku	manga.v2	gourmet,isekai	isekai<tag+text:異世界;gourmet<tag+text:料理/グルメ
digimon-adventure-v-tamer-01	manga.v2	isekai	isekai<tag+text:召喚
diiteii-tensei	manga.v2	isekai	isekai<tag+text:異世界/転生
doka-kue	manga.v2	gourmet,isekai	isekai<tag+text:異世界;gourmet<tag+text:料理/グルメ/飯
dokushin-kizoku-wa-isekai-o-ouka-suru	manga.v2	isekai	isekai<tag+text:異世界/転生
doro-no-kuni	manga.v2	isekai	isekai<tag+text:異世界/転生/前世
dragon-ni-sand-hikareta-ore-no-tensei-shokunin-life	manga.v2	isekai	isekai<tag+text:転生
dream-life-yume-no-isekai-seikatsu	manga.v2	isekai	isekai<tag+text:異世界/転生
drop-yuki-2018	manga.v2	isekai	isekai<tag+text:転生/ゲームの世界/前世
dropout-kara-no-saishuushokusaki-wa-isekai-no-saikyou-kishidan-deshita	manga.v2	isekai	isekai<tag+text:異世界
drunk-invader	manga.v2	isekai	isekai<tag+text:異世界
dungeon-darake-no-isekai-ni-tensei-shitakedo-boku-no-onkei-ga-sainankan-dungeon-datta-ken	manga.v2	isekai	isekai<tag+text:異世界/転生/前世
dungeon-faamu	manga.v2	isekai	isekai<tag+text:転生/ゲームの世界/前世
dungeon-ga-omotta-yori-mo-fukakute-doushiyoumo-nai-node-akiramete-onnanoko-o-kudoiteiku-koto-ni	manga.v2	isekai	isekai<tag+text:異世界/転移
dungeon-harem-master	manga.v2	isekai	isekai<tag+text:異世界/召喚
ebigawachou-no-youkai-cafe	manga.v2	gourmet	yokai<tag:Youkai;gourmet<tag+text:料理/食卓;yokai<text:妖怪
edomae-no-shun-ginzayanagisushisandaime	manga.v2	gourmet	gourmet<tag+text:寿司
efu-rank-boukensha-no-nariagari	manga.v2	isekai	isekai<tag+text:異世界
eigoban-za-chef	manga.v2	gourmet	gourmet<tag+text:料理/シェフ
eiyuu-sonogo-no-sekando-life	manga.v2	gourmet	gourmet<tag+text:料理/グルメ
elf-dorei-to-kizuku-dungeon-harem	manga.v2	isekai	isekai<tag+text:異世界/転生
elf-o-karu-monotachi	manga.v2	isekai	isekai<tag+text:異世界
elf-sensei-no-toire-wa-doko-desuka	manga.v2	isekai	isekai<tag+text:異世界
enoku-daini-butai-no-ensei-gohan	manga.v2	gourmet	gourmet<tag+text:グルメ/ごはん
enoku-dainibutai-no-harapeko-ensei-gohan	manga.v2	gourmet	gourmet<tag+text:料理/ごはん
erenoa-joou-wa-jiyuu-na-seishun-o-okuritai	manga.v2	isekai	isekai<tag+text:異世界
erii-golden-to-itazura-na-tenkan-busu-de-debu-demo-ikemen-elite	manga.v2	isekai	isekai<tag+text:異世界
eroge-no-sekai-de-surooraifu	manga.v2	isekai	isekai<tag+text:異世界
eroge-sekai-ni-tensei-ore-ga-oshi-heno-ai-de-netorare-heroine-o-shiawase-ni-suru	manga.v2	isekai	isekai<tag+text:転生
eroge-tensei	manga.v2	isekai	isekai<tag+text:転生
etsu-heibon-desuyo	manga.v2	isekai	isekai<tag+text:異世界/転生/前世
fairy-tail-chronicle	manga.v2	isekai	isekai<tag+text:転移
fantasy-niwa-najimenai	manga.v2	isekai	isekai<tag+text:異世界/転移
final-tensei	manga.v2	isekai	isekai<tag+text:異世界/転生
floor-ni-maou-ga-imasu	manga.v2	gourmet	gourmet<tag+text:料理/グルメ/食堂
