tier	file	slug	title	kana	rakuten_kana	madb_kana	flags
1	3senchimentaru	3senchimentaru	3センチメンタル	3センチメンタル	サン センチメンタル	3センチメンタル	SLUG_TOKEN_MISMATCH:3senchimentaru;NOHYPHEN
1	a-homance	a-homance	ア・ホーマンス	アホーマンス	アホーマンス	ア ホーマンス	SLUG_TOKEN_MISMATCH:homance
1	aa-warera-ga-myao-shogun	aa-warera-ga-myao-shogun	あゝ我らがミャオ将軍	アアワレラガミャオショウグン	アアワレラガミャオショウグンイチ	アア ワレラ ガ ミャオ ショウグン	SLUG_TOKEN_MISMATCH:shogun
1	aakeidia	aakeidia	アーケイディア	アーケイディア	アーケイディア1		SLUG_TOKEN_MISMATCH:aakeidia
1	abashiriikka	abashiriikka	あばしり一家	アバシリイッカ	アバシリ イッカ	アバシリイッカ	NOHYPHEN
1	abc-arbacks	abc-arbacks	ABCアーバックス	エイビーシーアーバックス	ABC　アーバックス（1）	ABCアーバックス	SLUG_TOKEN_MISMATCH:arbacks
1	abec-shabada	abec-shabada	アベックシャバダァ	アベックシャバダァ	アベック シャバダァ	アベック シャバダァ	SLUG_TOKEN_MISMATCH:abec
1	ablovecadabra	ablovecadabra	アブラブカダブラ	アブラブカダブラ	アブラブカダブラ　イチ		SLUG_TOKEN_MISMATCH:ablovecadabra;NOHYPHEN
1	abunoomarukei-joshi	abunoomarukei-joshi	危ノーマル系女子	アブノーマルケイジョシ	アブ ノーマルケイ ジョシ	アブノーマルケイ ジョシ	LOWHYPHEN
1	abunougozaimasu-obotchama	abunougozaimasu-obotchama	あぶのうございますお坊ちゃま	アブノウゴザイマスオボッチャマ	アブノウゴザイマス オボッチャマ	アブノウゴザイマス オボッチャマ	SLUG_TOKEN_MISMATCH:obotchama
1	aburakadabura	aburakadabura	アブラカダブラ	アブラカダブラ	アブラカダブラ リョウキハンザイトクソウシツ	アブラカダブラ	NOHYPHEN
1	accel-star	accel-star	アクセルスター	アクセルスター		アクセル スター	SLUG_TOKEN_MISMATCH:accel
1	adoribukararaimei	adlib-kara-raimei	アドリブから雷鳴	アドリブカラライメイ	アドリブカラライメイ	アドリブカラライメイ	SLUG_TOKEN_MISMATCH:adlib
1	ahare-meisaku-kun	ahare-meisaku-kun	あはれ!名作くん	アワレメイサククン	アワレメイサククンイチ	アワレ メイサククン	SLUG_TOKEN_MISMATCH:ahare
1	ahogenomu	ahogenomu	アホゲノム	アホゲノム	アホゲノム　ザムザカサタニックヘアー　イチ	アホゲノム	NOHYPHEN
1	ahoken-jakkii	ahoken-jakkii	あほ拳ジャッキー	アホケンジャッキー			SLUG_TOKEN_MISMATCH:jakkii
1	ahoubune	ahoubune	阿呆船	アホウセン			SLUG_TOKEN_MISMATCH:ahoubune
1	ai-doll	ai-doll	愛人形	アイドール	アイ ドール	アイ ドール	SLUG_TOKEN_MISMATCH:doll
1	ai-ga-nakutcha-komarimasu	ai-ga-nakutcha-komarimasu	愛がなくっちゃ、こまります!	アイガナクッチャコマリマス		アイ ガ ナクッチャ コマリマス	SLUG_TOKEN_MISMATCH:nakutcha
1	ai-like-haiku	ai-like-haiku	あいらいく俳句	アイライクハイク		アイ ライク ハイク	SLUG_TOKEN_MISMATCH:like
1	ai-ni-chekkuin	ai-ni-chekkuin	愛にチェックイン	アイニチェックイン	アイニチェックイン	アイ ニ チェックイン	SLUG_TOKEN_MISMATCH:chekkuin
1	ai-niiju	ai-niiju	あいにーじゅ♥	アイニージュ		アイ ニージュ	SLUG_TOKEN_MISMATCH:niiju
1	ai-no-akujotachi	ai-no-akujotachi	愛の悪女たち	オオゾラシュッパン	アイ ノ アクジョタチ		SLUG_TOKEN_MISMATCH:akujotachi;KANA_DIFF_RAKUTEN
1	ai-no-danchitchi	ai-no-danchitchi	愛のだんちっち	アイノダンチッチ		アイ ノ ダンチッチ	SLUG_TOKEN_MISMATCH:danchitchi
1	ai-o-choodai	ai-o-choodai	愛をちょーだい!	アイオチョーダイ	アイ オ チョーダイ	アイ オ チョーダイ	SLUG_TOKEN_MISMATCH:choodai
1	ai-to-seishun-no-natchanzu	ai-to-seishun-no-natchanzu	愛とせーしゅんのなっちゃんズ	アイトセイシュンノナッチャンズ	アイ ト セーシュン ノ ナッチャンズ	アイ ト セイシュン ノ ナッチャンズ	SLUG_TOKEN_MISMATCH:natchanzu
1	ai-wa-noroi-no-nippon-doll	ai-wa-noroi-no-nippon-doll	あいは呪いの日本人形	アイワノロイノニホンニンギョウ	アイ ワ ノロイ ノ ニホン ニンギョウ	アイ ワ ノロイ ノ ニホン ニンギョウ	SLUG_TOKEN_MISMATCH:nippon,doll
1	aido-teradateka	aido-teradateka	愛奴	アイド	アイド		SLUG_TOKEN_MISMATCH:teradateka
1	aidorumasutaa-shainiikaraazu-jimuteki-koukuu-kiroku	aidorumasutaa-shainiikaraazu-jimuteki-koukuu-kiroku	アイドルマスター シャイニーカラーズ 事務的光空	アイドルマスターシャイニーカラーズジムテキシャイ	アイドルマスター シャイニーカラーズ ジムテキ・		SLUG_TOKEN_MISMATCH:shainiikaraazu,koukuu,kiroku
1	aikodesho	aikodesho	あいこでしょ!	アイコデショ	ヒマワリ ヨウチエン モノガタリ アイコ デショ	アイコデショ	NOHYPHEN
1	aikyuu-rakuen	aikyuu-rakuen	愛Q楽園	アイキューパラダイス	アイキューパラダイス　ダイ1カン		SLUG_TOKEN_MISMATCH:rakuen
1	aile	aile	エール!	エール	エール	エール	SLUG_TOKEN_MISMATCH:aile
1	ainosenbiki	ainosenbiki	アイノセンビキ	アイノセンビキ	アイノセンビキ 〜ママカツシタラママガデキタハナ		NOHYPHEN
1	airabu-hiyori	airabu-hiyori	あいらぶ日和	アイラブビヨリ	アイ ラブ ビヨリ	アイラブ ビヨリ	SLUG_TOKEN_MISMATCH:hiyori
1	aishite-aisare-nakutchane	aishite-aisare-nakutchane	愛して愛されなくっちゃね!	アイシテアイサレナクッチャネ	アイシテ アイサレナクッチャネ	アイシテ アイサレ ナクッチャネ	SLUG_TOKEN_MISMATCH:nakutchane
1	aishiteru-kaiyou	aishiteru-kaiyou	アイシテル -海容-	アイシテル	アイシテル カイヨウ		SLUG_TOKEN_MISMATCH:kaiyou
1	aishiteru-kizuna	aishiteru-kizuna	アイシテル -絆-	アイシテル	アイシテル キズナ		SLUG_TOKEN_MISMATCH:kizuna
1	aiteii-shachou-no-aigan-pet-ni-dekiaisaretemasu	aiteii-shachou-no-aigan-pet-ni-dekiaisaretemasu	IT社長の愛玩ペットにされてます	アイティーシャチョウノアイガンペットニサレテマス	アイティー シャチョウ ノ アイガン ペット ニ	アイティー シャチョウ ノ アイガン ペット ニ	SLUG_TOKEN_MISMATCH:dekiaisaretemasu
1	aizenkagura	aizenkagura	あいぜんかぐら	アイゼンカグラ	アイゼン カグラ	アイゼンカグラ	NOHYPHEN
1	ajia-no-diipuna-arukikata	ajia-no-diipuna-arukikata	アジアのディープな歩き方	アジアノディープナアルキカタ		アジア ノ ディープナ アルキカタ	SLUG_TOKEN_MISMATCH:diipuna
1	aka-no-merodii	aka-no-merodii	赤の旋律	アカノメロディー	アカノセンリツ		SLUG_TOKEN_MISMATCH:merodii;KANA_DIFF_RAKUTEN
1	aka-no-washupiiru	aka-no-washupiiru	赤の原遊戯	アカノワシュピール	アカ ノ ワシュピール	アカ ノ ワシュピール	SLUG_TOKEN_MISMATCH:washupiiru
1	akage-no-an-matsuzaki	akage-no-an-matsuzaki	赤毛のアン	アカゲノアン	アカゲ ノ アン		SLUG_TOKEN_MISMATCH:matsuzaki
1	akahishi-no-eleven	akahishi-no-eleven	赤菱のイレブン	セキリョウノイレブン	セキリョウ ノ イレブン	セキリョウ ノ イレブン	SLUG_TOKEN_MISMATCH:akahishi
1	akai-green	akai-green	紅い芝生	アカイグリーン	アカイグリーン	アカイ グリーン	SLUG_TOKEN_MISMATCH:green
1	akai-gsen	akai-gsen	紅いG線	アカイGセン	アカイ ジーセン	アカイ Gセン	SLUG_TOKEN_MISMATCH:gsen
1	akai-kami-no-shounen	akai-kami-no-shounen-christmas	クリスマス	クリスマス		アカイカミノショウネン	SLUG_TOKEN_MISMATCH:akai,kami,shounen;KANA_DIFF_MADB
1	akai-propose	akai-propose	朱いプロポーズ	アカイプロポーズ	アカイ プロポーズ	アカイ プロポーズ	SLUG_TOKEN_MISMATCH:propose
1	akanbeetenshi	akanbeetenshi	あかんべえ天使	アカンベエテンシ	アカンベエ テンシ	アカンベエテンシ	NOHYPHEN
1	akapoli	akapoli	アカポリ	アカポリ	アカポリ	アカポリ	SLUG_TOKEN_MISMATCH:akapoli
1	akihabara-ichiman-channel	akihabara-ichiman-channel	秋葉原いちまんちゃんねる	アキハバライチマンチャンネル	アキハバラ イチマン チャンネル	アキハバラ イチマン チャンネル	SLUG_TOKEN_MISMATCH:channel
1	akiko-teradateka	akiko-teradateka	AKIKO	アキコ	アキコ		SLUG_TOKEN_MISMATCH:teradateka
1	akko-no-ko	akko-no-ko	悪虎の子	ワルトラノコ			SLUG_TOKEN_MISMATCH:akko
1	akogare-adventure	akogare-adventure	あこがれ冒険者	アコガレアドベンチャー	アコガレアドベンチヤー	アコガレ アドベンチャー	SLUG_TOKEN_MISMATCH:adventure
1	akogare-sensation	akogare-sensation	あこがれ先生ション	アコガレセンセーション	アコガレセンセイシヨン	アコガレ センセーション	SLUG_TOKEN_MISMATCH:sensation
1	akogare-time	akogare-time	あこがれたい夢	アコガレタイム	アコガレタイム	アコガレ タイム	SLUG_TOKEN_MISMATCH:time
1	akoku-seikatsu	akoku-seikatsu	A国生活	Aコクセイカツ	エイコク セイカツ	Aコク セイカツ	SLUG_TOKEN_MISMATCH:akoku
1	akoya-tsutaya	akoya-tsutaya	アコヤツタヱ	アコヤツタエ	アコヤ ツタエ	アコヤツタエ	SLUG_TOKEN_MISMATCH:tsutaya
1	aku-no-hanamichi-o-ikimashou	aku-no-hanamichi-o-ikimashou	悪の華道を行きましょう	アクノハナミチオユキマショウ	アクノハナミチヲイキマショウ		SLUG_TOKEN_MISMATCH:ikimashou
1	aku-onna	aku-onna	灰汁女	アクジョ	アクジョ		SLUG_TOKEN_MISMATCH:onna
1	akuma-no-finaare	akuma-no-finaare	悪魔の終曲	アクマノフィナーレ	アクマ ノ フィナーレ	アクマ ノ フィナーレ	SLUG_TOKEN_MISMATCH:finaare
1	akumagari	akumagari	悪魔狩り	アクマガリ	アクマガリ カンヨク ノ セイテンシヘン	アクマガリ	NOHYPHEN
1	akumazelma	akumazelma	アクマゼルマ	アクマゼルマ	アクマ ゼルマ	アクマゼルマ	NOHYPHEN
1	akutaaju	akutaaju	アクタージュ	アクタージュ	アクタージュ	アクタージュ	SLUG_TOKEN_MISMATCH:akutaaju
1	akyuuseiden	akyuuseiden	阿Q正伝	アQセイデン		アQ セイデン	SLUG_TOKEN_MISMATCH:akyuuseiden;NOHYPHEN_UNVERIFIED
1	alabaster	alabaster	アラバスター	アラバスター	テズカ オサム マンガ ゼンシュウ	アラバスター	NOHYPHEN;KANA_DIFF_RAKUTEN
1	alcafus	alcafus	アルカフス	アルカフス	アルカフス　1	アルカフス	SLUG_TOKEN_MISMATCH:alcafus
1	alfreden-monogatari	alfreden-monogatari	アルフレーデン物語	アルフレーデンモノガタリ	アルフレーデン モノガタリ	アルフレーデン モノガタリ	SLUG_TOKEN_MISMATCH:alfreden
1	alice	alice	A・LI・CE	アリス	アリス	アリス	SLUG_TOKEN_MISMATCH:alice
1	alice-in-wonderland	alice-in-wonderland	ありす IN WONDERLAND	アリスINWONDERLAND	アリス イン ワンダーランド	アリス IN WONDERLAND	SLUG_TOKEN_MISMATCH:alice;KANA_DIFF_RAKUTEN
1	alice-oa-alice	alice-oa-alice	ありすorありす	アリスオアアリス	アリスオアアリス1カン シスコンニイサントフタゴ	アリス オア アリス	SLUG_TOKEN_MISMATCH:alice,alice
1	alien-crash	alien-crash	エイリアンクラッシュ	エイリアンクラッシュ	エイリアンクラツシユ	エイリアン クラッシュ　	SLUG_TOKEN_MISMATCH:crash
1	all-about-mangatchi	all-about-mangatchi	All aboutマンガっち	Allaboutマンガッチ	オール アバウト マンガッチ	All about マンガッチ	SLUG_TOKEN_MISMATCH:mangatchi;KANA_DIFF_RAKUTEN
1	allergy-suit	allergy-suit	アレルギー戦士	アレルギーセンシ	アレルギーセンシ	アレルギー センシ	SLUG_TOKEN_MISMATCH:suit
1	alosmente	alosmente	アルオスメンテ	アルオスメンテ	アルオス メンテ	アルオスメンテ	SLUG_TOKEN_MISMATCH:alosmente;NOHYPHEN
1	alpha	alpha	α	アルファ	アルファ	アルファ	SLUG_TOKEN_MISMATCH:alpha
1	alps-densetsu-golden	alps-densetsu-golden	アルプス伝説黄金	アルプスデンセツゴールデン	アルプス デンセツ ゴールデン	アルプス デンセツ ゴールデン	SLUG_TOKEN_MISMATCH:golden
1	alquaine	alquaine	アルクアイネ	アルクアイネ		アルクアイネ	SLUG_TOKEN_MISMATCH:alquaine
1	amaitamashii	amaitamashii	アマイタマシイ	アマイタマシイ	アマイ タマシイ	アマイ タマシイ	NOHYPHEN
1	amaku-dakareru-shitsuaikon	amaku-dakareru-shitsuaikon	甘く抱かれる執愛婚	アマクダカレルシュウアイコン	アマクダカレルシュウアイコンレイコクナオンゾウシ		SLUG_TOKEN_MISMATCH:shitsuaikon
1	amanoiwato-monogatari	amanoiwato-monogatari	天の岩戸ものがたり	アマノイワトモノガタリ	アマ ノ イワト モノガタリ	アマノイワト モノガタリ	LOWHYPHEN
1	amazawa-san-o-oshitemasu	amazawa-san-o-oshitemasu	天沢さんを推してます。	アマサワサンオオシテマス。	アマサワサンヲオシテマス		SLUG_TOKEN_MISMATCH:amazawa
1	ame-no-kaauosshu	ame-no-kaauosshu	雨のカーウォッシュ	アメノカーウォッシュ	アメノカーウオツシユ	アメ ノ カーウォッシュ	SLUG_TOKEN_MISMATCH:kaauosshu
1	amoral-customize-z	amoral-customize-z	アンモラル・カスタマイズZ	アンモラルカスタマイズゼット	アンモラル カスタマイズ ゼット	アンモラル カスタマイズ ゼット	SLUG_TOKEN_MISMATCH:amoral
1	anasatsujin	anasatsujin	穴殺人	アナサツジン	アナ サツジン	アナサツジン	NOHYPHEN
1	anastasia-no-ikita-kokonokakan	anastasia-no-ikita-kokonokakan	アナスタシアの生きた9日間	アナスタシアノイキタ9ニチカン	アナスタシアノイキタココノカカン		SLUG_TOKEN_MISMATCH:kokonokakan
1	anata-no-omocha-shinkonhen	anata-no-omocha-shinkonhen	あなたのオモチャ 新婚編	アナタノオモチャ	アナタノオモチャシンコンヘン		SLUG_TOKEN_MISMATCH:shinkonhen
1	ancient-misty	ancient-misty	エンシェントミスティ	エンシェントミスティ	エンシェント ミスティ	エンシェント ミスティ	SLUG_TOKEN_MISMATCH:misty
1	andaadokutaa	andaadokutaa	UNDER DOCTOR	アンダードクター	アンダー ドクター	アンダードクター	NOHYPHEN
1	anekurabe	anekurabe	あねくらべ	アネクラベ	アネ クラベ	アネクラベ	NOHYPHEN
1	angel-bless	angel-bless	エンジェル・ブレス	エンジェルブレス	エンジェル ブレス	エンジェル ブレス	SLUG_TOKEN_MISMATCH:bless
1	angel-mate	angel-mate	えんじぇるめいと	エンジェルメイト	エンジェルメイト		SLUG_TOKEN_MISMATCH:angel,mate
1	angel-naut	angel-naut	エンジェルノート	エンジェルノート	エンジェル ノート	エンジェル ノート	SLUG_TOKEN_MISMATCH:naut
1	angel-ni-kiite	angel-ni-kiite	天使に聞いて	エンジェルニキイテ	エンジェル ニ キイテ		SLUG_TOKEN_MISMATCH:angel
1	angelic-kanbaseeshon	angelic-kanbaseeshon	エンジェリック・カンバセーション	エンジェリックカンバセーション	アー ユー エネミー	アー ユー エネミー	SLUG_TOKEN_MISMATCH:kanbaseeshon;LOWHYPHEN;KANA_DIFF_RAKUTEN;KANA_DIFF_MADB
1	angorumoa	angorumoa	アンゴルモア	アンゴルモア	アンゴルモア　ゲンコウカッセンキ　ダイ1カン	アンゴルモア	NOHYPHEN
1	animagear	animagear	アニマギア	アニマギア	アニマギア	アニマギア	SLUG_TOKEN_MISMATCH:animagear
1	animal-sakusen	animal-sakusen	アニマル作戦	アニマルタイセン			SLUG_TOKEN_MISMATCH:sakusen
1	animetenchou	animetenchou	アニメ店長	アニメテンチョウ	アニメ テンチョウ	アニメテンチョウ	NOHYPHEN
1	animunxacsys	animunxacsys	アニムンサクシス	アニムンサクシス	アニムン サクシス	アニムン サクシス	SLUG_TOKEN_MISMATCH:animunxacsys;NOHYPHEN
1	ankoku-no-yajuu	ankoku-no-yajuu	小畑しゅんじ短編集エスパー大旋風	エスパーダイセンプウ	エスパ- ダイセンプウ カンゼンバン プラス ア	アンコク ノ ヤジュウ	SLUG_TOKEN_MISMATCH:ankoku,yajuu;KANA_DIFF_RAKUTEN;KANA_DIFF_MADB
1	ankoku-suit	ankoku-suit	暗黒戦士	アンコクセンシ	アンコク センシ		SLUG_TOKEN_MISMATCH:suit
1	anna-comnena	anna-comnena	アンナ・コムネナ	アンナコムネナ	アンナ コムネナ1		SLUG_TOKEN_MISMATCH:comnena
1	anne-freaks	anne-freaks	Anne・Freakes	アンネフリークス	アンネ フリークス	アンネ フリークス	SLUG_TOKEN_MISMATCH:freaks
1	ano-ko-to-isshokenmei	ano-ko-to-isshokenmei	あのコと一緒	アノコトイッショ	アノコ ト イツショ	アノ コ ト イッショ	SLUG_TOKEN_MISMATCH:isshokenmei
1	anonemitchan	anonemitchan	あのね、みっちゃん	アノネミッチャン	アノネミッチャン	アノネミッチャン	SLUG_TOKEN_MISMATCH:anonemitchan
1	anoyo-no-shinrei-kenkyuusho	anoyo-no-shinrei-kenkyuusho	あの世の心霊研究所	アノヨノシンレイケンキュウジョ	アノヨノシンレイケンキュウジョ		SLUG_TOKEN_MISMATCH:kenkyuusho
1	ansatsuhime	ansatsuhime	暗殺姫	アンサツヒメ	アンサツヒメ ヤイバ ノ コクヨウヒメ ワ コオ	アンサツヒメ	NOHYPHEN
1	antatchaburu	antatchaburu	あんたっちゃぶる	アンタッチャブル	アンタツチヤブル	アンタッチャブル	SLUG_TOKEN_MISMATCH:antatchaburu
1	antiman	antiman	アンチマン	アンチマン	アンチマン オカダサクモタンペンシュウ		SLUG_TOKEN_MISMATCH:antiman
1	antinomie	antinomie	アンチノミー	アンチノミー	アンチノミー	アンチノミー	SLUG_TOKEN_MISMATCH:antinomie
1	anzunosakuoto	anzunosakuoto	あんずの咲く音	アンズノサクオト	ウエハラ キミコ ジセンシュウ	アンズノサクオト	NOHYPHEN;KANA_DIFF_RAKUTEN
1	ao-no-eins	ao-no-eins	蒼のアインツ	アオノアインツ	アオノアインツ1	アオ ノ アインツ	SLUG_TOKEN_MISMATCH:eins
1	ao-no-imaaju	ao-no-imaaju	蒼のイマージュ	アオノイマージュ	アオノイマージュ		SLUG_TOKEN_MISMATCH:imaaju
1	ao-no-mitsukai	ao-no-mitsukai	蒼の御使い	アオノオツカイ	アオノオツカイ		SLUG_TOKEN_MISMATCH:mitsukai
1	ao-no-rapusodia	ao-no-rapusodia	蒼のラプソディア	アオノラプソディア	アオ ノ ラプソデイア	アオ ノ ラプソディア	SLUG_TOKEN_MISMATCH:rapusodia
1	ao-no-suit	ao-no-suit	青の戦士	アオノセンシ	アオ ノ センシ	アオ ノ センシ	SLUG_TOKEN_MISMATCH:suit
1	aoharu-deathtopia	aoharu-deathtopia	青春デストピア	アオハルデストピア	アオハルデストピア　1	アオハル デストピア	SLUG_TOKEN_MISMATCH:deathtopia
1	aoitori	aoitori	青い鳥-ブルーバード-	ブルーバード	アオイトリ	アオイトリ	SLUG_TOKEN_MISMATCH:aoitori;KANA_DIFF_RAKUTEN;KANA_DIFF_MADB
1	aoiyoumatachi	aoiyoumatachi	蒼い妖魔たち	アオイヨウマタチ	アオイ ヨウマタチ	アオイヨウマタチ	NOHYPHEN
1	aoki-nichinichi-wa	aoki-nichinichi-wa	アオキヒビハ。	アオキヒビワ	アオキヒビハ。	アオキ ヒビ ワ	SLUG_TOKEN_MISMATCH:nichinichi
1	aphorism	aphorism	アホリズム	アホリズム	アホリズム		SLUG_TOKEN_MISMATCH:aphorism
1	apothecarius-argentum	apothecarius-argentum	薬師アルジャン	ヤクシアルジャン	ヤクシ アルジャン	ヤクシ アルジャン	SLUG_TOKEN_MISMATCH:apothecarius,argentum
1	arafookenjanoisekaiseikatsunikkizero-soodoandosoosarisuwaarudo	arafoo-kenja-no-isekai-seikatsu-nikki-zero-sword-and-sorceris-world	アラフォー賢者の異世界生活日記ZERO : ソー	アラフォーケンジャノイセカイセイカツニッキゼロ:	アラフォーケンジャノイセカイセイカツニッキゼロソ	アラフォーケンジャノイセカイセイカツニッキゼロ:	SLUG_TOKEN_MISMATCH:arafoo,sword,sorceris
1	araoni	araoni	荒鬼	アラキ	アラキ		SLUG_TOKEN_MISMATCH:araoni
1	arashigahara	arashigahara	嵐が原	アラシガハラ	アラシ ガ ハラ	アラシガハラ	NOHYPHEN
1	arcana-familia	arcana-familia	アルカナ・ファミリア	アルカナファミリア	アルカナファミリアアモーレマンジャーレカンターレ	アルカナ ファミリア	SLUG_TOKEN_MISMATCH:familia
1	aritojaiantsu-tezukaosamumisshingupiishizujubunairuwaakusu	ari-to-giants-tezuka-osamu-missing-pieces-juvenile-works	アリと巨人 : 手塚治虫ミッシング・ピーシズジュ	アリトジャイアンツ:テズカオサムミッシングピーシ		アリトジャイアンツ:テズカオサムミッシングピーシ	SLUG_TOKEN_MISMATCH:giants,missing,pieces
1	arigatights	arigatights	ありがタイツ!	アリガタイツ	アリガタイツ!1	アリガタイツ	SLUG_TOKEN_MISMATCH:arigatights
1	arthro-colossus	arthro-colossus	アースロコロッサス	アースロコロッサス	アースロコロッサス　1	アースロ コロッサス	SLUG_TOKEN_MISMATCH:arthro
1	aru-nichi-toaru-nichi-totoaru-nichi-no-kuru	aru-nichi-toaru-nichi-totoaru-nichi-no-kuru	ある日とある日ととある日のクル	アルヒトアルヒトトアルヒノクル	トアル ヒ ノ クル	トアル ヒ ノ クル	SLUG_TOKEN_MISMATCH:nichi,nichi,nichi
1	aru-yogensha-no-fiction	aru-yogensha-no-fiction	ある預言者の物語	アルヨゲンシャノフィクション	アルヨゲンシャノフィクション 1	アル ヨゲンシャ ノ フィクション	SLUG_TOKEN_MISMATCH:fiction
1	arujaanon-ni-yurikago-o	arujaanon-ni-yurikago-o	アルジャーノンにゆりかごを	アルジャーノンニユリカゴヲ	アルジャーノン ニ ユリカゴ オ	アルジャーノン ニ ユリカゴ ヲ	SLUG_TOKEN_MISMATCH:arujaanon
1	arunosaaju	arunosaaju	アルノサージュ	アルノサージュ	アルノサージュウマレイズルホシヘイノルウタ1	アルノサージュ	SLUG_TOKEN_MISMATCH:arunosaaju
1	asa-made-isshokenmei	asa-made-isshokenmei	朝までいっしょ	アサマデイッショ	アサ マデ イッショ	アサ マデ イッショ	SLUG_TOKEN_MISMATCH:isshokenmei
1	asa-made-love-chu	asa-made-love-chu	朝まで恋愛chu!	アサマデレンアイチュ	アサマデレンアイチュ！ 〜オサナナジミハトキメカ	アサ マデ レンアイ チュ	SLUG_TOKEN_MISMATCH:love
1	asa-to-miicha	asa-to-miicha	朝とミーチャ	アサトミーチャ		アサ ト ミーチャ	SLUG_TOKEN_MISMATCH:miicha
1	asagaonoasa	asagaonoasa	朝顔の朝	アサガオノアサ	アサガオ ノ アサ	アサガオノアサ	NOHYPHEN
1	asahiyama	asahiyama	Asahiyama	アサヒヤマ	アサヒヤマ アサヒヤマ ドウブツエン モノガタリ	アサヒヤマ	NOHYPHEN
1	asetchau	asetchau	あせっちゃう!!	アセッチャウ	アセツチヤウ	アセッチャウ	SLUG_TOKEN_MISMATCH:asetchau
1	ashitamokiminiainiiku	ashita-mo-kimi-ni-ai-ni-iku	明日もきみに会いに行く	アスモキミニアイニユク	アシタモキミニアイニイク		SLUG_TOKEN_MISMATCH:ashita,iku
1	ashita-mo-kimono-hiyori	ashita-mo-kimono-hiyori	あしたも着物日和	アシタモキモノビヨリ		アシタ モ キモノ ビヨリ	SLUG_TOKEN_MISMATCH:hiyori
1	ashita-no-naaja	ashita-no-naaja	明日のナージャ	アシタノナージャ	アシタ ノ ナージャ		SLUG_TOKEN_MISMATCH:naaja
1	ashitakagayaku	ashitakagayaku	あした輝く	アシタカガヤク	アシタ カガヤク	アシタカガヤク	NOHYPHEN
1	astekaizer	astekaizer	アステカイザー	アステカイザー	アステカイザー	アステカイザー	SLUG_TOKEN_MISMATCH:astekaizer
1	asuka-komoriuta	asuka-komoriuta	明日香子守歌	アスカララバイ	アスカララバイ		SLUG_TOKEN_MISMATCH:komoriuta
1	asuka-no-joou	asuka-no-joou	明日香の王女	アスカノオウジョ	アスカ ノ ヒメミコ	アスカ ノ オウジョ	SLUG_TOKEN_MISMATCH:joou
1	asumi-miura	asumi-miura	ASUMI	ASUMI	アスミ		SLUG_TOKEN_MISMATCH:miura;KANA_DIFF_RAKUTEN
1	asura	asura	アシュラ	アシュラ	アシュラ	アシュラ	SLUG_TOKEN_MISMATCH:asura
1	atashihakai	atashihakai	あたしは貝	アタシハカイ	アタシ ワ カイ	アタシハカイ	NOHYPHEN
1	atashinchi-no-otoko	atashinchi-no-otoko	アタシんちの男子	アタシンチノダンシ	アタシンチ ノ ダンシ	アタシンチ ノ ダンシ	SLUG_TOKEN_MISMATCH:otoko
1	atchanchi	atchanchi	あっちゃんち	アッチャンチ	アッチャンチ		SLUG_TOKEN_MISMATCH:atchanchi
1	atchi-kocchi	atchi-kocchi	あっちこっち	アッチコッチ	アッチ コッチ	アッチ コッチ	SLUG_TOKEN_MISMATCH:atchi
1	atchi-kocchi-tamagotchi	atchi-kocchi-tamagotchi	あっちこっちたまごっち	アッチコッチタマゴッチ	アッチコッチタマゴッチタップリッチセレクション	アッチ コッチ タマゴッチ	SLUG_TOKEN_MISMATCH:atchi,tamagotchi
1	atchi-mo-kocchi-mo	atchi-mo-kocchi-mo	あっちもこっちも	アッチモコッチモ	ホシサトモチルタンペンシュウ アッチモコッチモ	アッチ モ コッチ モ	SLUG_TOKEN_MISMATCH:atchi
1	atchi-muite-paa	atchi-muite-paa	あっち向いて!Par	アッチムイテPar			SLUG_TOKEN_MISMATCH:atchi,paa
1	atchikotchi-netchi	atchikotchi-netchi	あっちこっちネッチ!	アッチコッチネッチ			SLUG_TOKEN_MISMATCH:atchikotchi
1	atmosphere	atmosphere	アトモスフィア	アトモスフィア	アトモスフィア		SLUG_TOKEN_MISMATCH:atmosphere
1	atomikkutaun	atomikkutaun	アトミック街	アトミックタウン	アトミツク タウン	アトミックタウン	NOHYPHEN
1	atori-show	atori-show	アトリ抄	アトリショウ	アトリショウ　4	アトリ ショウ	SLUG_TOKEN_MISMATCH:show
1	atwight-game	atwight-game	アトワイトゲーム	アトワイトゲーム	アトワイトゲーム1		SLUG_TOKEN_MISMATCH:atwight
1	aurora-no-ginyoku	aurora-no-ginyoku	極光ノ銀翼	オーロラノギンヨク	オーロラ ノ ギンヨク	オーロラ ノ ギンヨク	SLUG_TOKEN_MISMATCH:aurora
1	autobureiku-company	autobureiku-company	アウトブレイク・カンパニー	アウトブレイクカンパニー	アウトブレイク カンパニー モエル シンリャクシ	アウトブレイク カンパニー	LOWHYPHEN
1	av-rendetsu	av-rendetsu	AV烈伝	AVレツデン	エイヴイ レツデン	AV レツデン	SLUG_TOKEN_MISMATCH:rendetsu
1	avaaru-senki	avaaru-senki	アヴァール戦記	アヴァールセンキ	アバール センキ	アヴァール センキ	SLUG_TOKEN_MISMATCH:avaaru
1	avarth	avarth	アヴァルト	アヴァルト	アヴァルト1	アヴァルト	SLUG_TOKEN_MISMATCH:avarth
