tier	file	slug	title	kana	rakuten_kana	madb_kana	flags
1	shuningayuku	shuningayuku	主任がゆく!	シュニンガユク	シュニン ガ ユク	シュニンガユク	NOHYPHEN
1	shunkan-guradeeshon	shunkan-guradeeshon	瞬間グラデーション	シュンカングラデーション	シュンカングラデーション	シュンカン グラデーション	SLUG_TOKEN_MISMATCH:guradeeshon
1	shuntarou	shuntarou	蠢太郎	ジュンタロウ	ジュンタロウ		SLUG_TOKEN_MISMATCH:shuntarou
1	shura-ga-yuku-special	shura-ga-yuku-special	修羅がゆくスペシャル	シュラガユクスペシャル	シュラ ガ ユク スペシャル	シュラ ガ ユク スペシャル	SLUG_TOKEN_MISMATCH:special
1	shuredingaa-no-tsuma-wa-genki-ka	shuredingaa-no-tsuma-wa-genki-ka	シュレディンガーの妻は元気か	シュレディンガーノツマワゲンキカ	シュレディンガー ノ ツマ ワ ゲンキ カ	シュレディンガー ノ ツマ ワ ゲンキ カ	SLUG_TOKEN_MISMATCH:shuredingaa
1	shuryou-borukan	shuryou-borukan	ドン・ボルカン	ドンボルカン	ドンボルガン		SLUG_TOKEN_MISMATCH:shuryou
1	shuryou-quixote	shuryou-quixote	ドン・キホーテ	ドンキホーテ	ドン キホーテ	ドン キホーテ	SLUG_TOKEN_MISMATCH:shuryou
1	shusendoo	shusendoo	シュセンドー	シュセンドー	シュセンドー		SLUG_TOKEN_MISMATCH:shusendoo
1	shutsudouminisukaporisu	shutsudou-miniska-police	出動!!ミニスカポリス	シュツドウミニスカポリス	シユツドウミニスカポリス	シュツドウミニスカポリス	SLUG_TOKEN_MISMATCH:miniska
1	shuudan	shuudan	シューダン!	シューダン	シューダン	シューダン	SLUG_TOKEN_MISMATCH:shuudan
1	shuuen-no-alhabor	shuuen-no-alhabor	讐演のアルアビュール	シュウエンノアルアビュール	シュウエンノアルアビュール		SLUG_TOKEN_MISMATCH:alhabor
1	shuuenchi	shuuenchi	終園地	シュウエンチ	シュウエンチ ジョウ	シュウエンチ	NOHYPHEN
1	shuukon	shuukon	蹴魂	フットボール	フットボール		SLUG_TOKEN_MISMATCH:shuukon
1	shuumahha	shuumahha	しゅーまっは	シューマッハ	シューマッハ	シューマッハ	SLUG_TOKEN_MISMATCH:shuumahha
1	shuuren	shuuren	終恋	ツイコイ	ツイコイ ジョウ		SLUG_TOKEN_MISMATCH:shuuren
1	shuurinin	shuurinin	靴理人	シューリニン	シューリニン	シューリニン	SLUG_TOKEN_MISMATCH:shuurinin
1	shuuten-unknown-gaiden	shuuten-unknown-gaiden	終点unknown 外伝	シュウテンアンノウン	シュウテン アンノウン		SLUG_TOKEN_MISMATCH:gaiden
1	shuyaku-no-hatsutaiken-watashi-ga-ubatchaimashita	shuyaku-no-hatsutaiken-watashi-ga-ubatchaimashita	主役の初体験、私が奪っちゃいました	シュヤクノハツタイケン、ワタクシガウバッチャイマ	シュヤクノハツタイケンワタシガウバッチャイマシタ		SLUG_TOKEN_MISMATCH:watashi,ubatchaimashita
1	side-born-e	side-born-e	サイドボーン	サイドボーン	サイド ボーン	SIDE・BORN'E	SLUG_TOKEN_MISMATCH:born;KANA_DIFF_MADB
1	siegfried	siegfried	ジークフリート	ジークフリート	ニーベルング ノ ユビワ		NOHYPHEN;KANA_DIFF_RAKUTEN
1	silkroad-uchuu-yuku-hansen	silkroad-uchuu-yuku-hansen	シルクロード 宇宙ゆく帆船	シルクロードソラユクフネ	ソラ ユク フネ		SLUG_TOKEN_MISMATCH:uchuu,hansen
1	singles	singles	シングル巣	シングルズ		シングルズ	SLUG_TOKEN_MISMATCH:singles
1	siren-suit	siren-suit	サイレン戦士	サイレンセンシ	サイレン センシ	サイレン センシ	SLUG_TOKEN_MISMATCH:suit
1	siscon-ouji	siscon-ouji	シスコン王子	シスコンオウジ	シスコン オウジ	シスコン オウジ	SLUG_TOKEN_MISMATCH:siscon
1	sister-marine	sister-marine	シスターまりん	シスターマリン	シスターマリン	シスター マリン	SLUG_TOKEN_MISMATCH:marine
1	sixty-nine	sixty-nine	69	ロクジュウキュウ	ロクジュウキュウ		SLUG_TOKEN_MISMATCH:sixty,nine
1	skare-to-mkano-no-houteishiki	skare-to-mkano-no-houteishiki	SカレとMカノの方程式	SカレトMカノノホウテイシキ	エスカレ ト エムカノ ノ ホウテイシキ	Sカレ ト Mカノ ノ ホウテイシキ	SLUG_TOKEN_MISMATCH:skare,mkano
1	skip-nami-chan	skip-nami-chan	すきっぷなみちゃん	スキップナミチャン	スキップ ナミチャン	スキップ ナミチャン	SLUG_TOKEN_MISMATCH:skip
1	sky-crawlers-innocent-aces	sky-crawlers-innocent-aces	スカイ・クロライノセン・テイセス	スカイクロライノセンテイセス	スカイ クロラ イノセン テイセス	スカイ クロラ イノセン テイセス	SLUG_TOKEN_MISMATCH:innocent,aces
1	skyuu-hero	skyuu-hero	S級ヒーロー!	Sキュウヒーロー		Sキュウ ヒーロー	SLUG_TOKEN_MISMATCH:skyuu
1	slam-danchi	slam-danchi	スラム団地	スラムダンチ		スラム ダンチ	SLUG_TOKEN_MISMATCH:slam
1	slanleat	slanleat	スローンラット	スローンラット	スローンラット		SLUG_TOKEN_MISMATCH:slanleat
1	slayers-next-film-book	slayers-next-film-book	スレイヤーズNEXT フィルムブック	スレイヤーズネクストフィルムブック		スレイヤーズ ネクスト フィルム ブック	SLUG_TOKEN_MISMATCH:film,book
1	sna-watashi-to-mna-sensei	sna-watashi-to-mna-sensei	Sな私とMな先生	SナワタクシトMナセンセイ	エスナワタシトエムナセンセイ	Sナ ワタクシ ト Mナ センセイ	SLUG_TOKEN_MISMATCH:sna,watashi,mna
1	sofii-no-sekai	sofii-no-sekai	ソフィーの世界	ソフィーノセカイ			SLUG_TOKEN_MISMATCH:sofii
1	sofii-rose-to-ibara-no-warlock	sofii-rose-to-ibara-no-warlock	ソフィー・ローズと荊棘の人形師	ソフィー・ローズトイバラノウォーロック	ソフィー ローズ ト イバラ ノ ウォーロック	ソフィー ・ ローズ ト イバラ ノ ウォーロッ	SLUG_TOKEN_MISMATCH:sofii,warlock
1	sokubakuai	sokubakuai	束縛愛	ソクバクアイ	ソクバクアイ カレシ オ ヒキコモラセル ヒャク	ソクバクアイ	NOHYPHEN
1	solfege	solfege	ソルフェージュ	ソルフェージュ		ソルフェージュ	SLUG_TOKEN_MISMATCH:solfege
1	soorujaa	soorujaa	葬流者	ソールジャー		ソールジャー	SLUG_TOKEN_MISMATCH:soorujaa
1	sora-made-itchau	sora-made-itchau	空までイっちゃう	ソラマデイッチャウ		ソラ マデ イッチャウ	SLUG_TOKEN_MISMATCH:itchau
1	sora-tobe-putchi	sora-tobe-putchi	空飛べ!プッチ	ソラトベプッチ	ソラ トベ プッチ	ソラ トベ プッチ	SLUG_TOKEN_MISMATCH:putchi
1	sorairo-scramble	sorairo-scramble	空色☆すくらんぶる	ソライロスクランブル	ソライロ スクランブル	ソライロ スクランブル	SLUG_TOKEN_MISMATCH:scramble
1	soraniochiru	soraniochiru	空におちる	ソラニオチル	ソラ ニ オチル	ソラニオチル	NOHYPHEN
1	sore-yuke-marine-chan	sore-yuke-marine-chan	それゆけまりんちゃん	ソレユケマリンチャン	ソレ ユケ マリンチャン	ソレ ユケ マリンチャン	SLUG_TOKEN_MISMATCH:marine
1	sorofesshonaru	sorofesshonaru	ソロフェッショナル	ソロフェッショナル	ソロフェッショナル ソロカツダンシトボッチジョシ		NOHYPHEN
1	soshiranu-disutansu	soshiranu-disutansu	そしらぬディスタンス	ソシラヌディスタンス	ソシラヌディスタンス		SLUG_TOKEN_MISMATCH:disutansu
1	sotsugyou-guradeyueeshon	sotsugyou-guradeyueeshon	卒業〈グラデュエーション〉	ソツギョウグラデュエーション	グラデュエーション	ソツギョウ グラデュエーション	SLUG_TOKEN_MISMATCH:guradeyueeshon
1	sotsugyou-scramble	sotsugyou-scramble	卒業☆すくらんぶる	ソツギョウスクランブル	ソツギョウ スクランブル		SLUG_TOKEN_MISMATCH:scramble
1	sotto-royale	sotto-royale	そっとロワイヤル	ソットロワイヤル	ソット ロワイヤル	ソット ロワイヤル	SLUG_TOKEN_MISMATCH:royale
1	souboutei-kowasubeshi	souboutei-kowasubeshi	双亡亭壊すべし	ソウボウテイコワスベシ	ウシオ ト トラ		LOWHYPHEN;KANA_DIFF_RAKUTEN
1	sougen-no-ookami	sougen-no-ookami	草原の狼	サイシュウセンソウシリーズ		サイシュウ センソウ シリーズ	SLUG_TOKEN_MISMATCH:sougen,ookami
1	sougiya-file	sougiya-file	葬儀屋事件簿	ソウギヤジケンボ	ソウギヤ ジケンボ	ソウギヤ ジケンボ	SLUG_TOKEN_MISMATCH:file
1	soujiya-cross-reido	soujiya-cross-reido	葬除屋×RAID	ソウジヤクロスレイド	ソウジヤ クロスレイド	ソウジヤ クロス レイド	SLUG_TOKEN_MISMATCH:cross
1	soukaikessen	soukaikessen	蒼海訣戰	ソウカイケッセン	ソウカイ ケッセン	ソウカイ ケッセン	NOHYPHEN
1	soukuu-no-aegis	soukuu-no-aegis	蒼空の盾	ソウクウノイージス	ソウクウ ノ イージス	ソウクウ ノ イージス	SLUG_TOKEN_MISMATCH:aegis
1	soukyuu-no-fafunaa	soukyuu-no-fafunaa	蒼穹のファフナー	ソウキュウノファフナー	ソウキュウノファフナー1	ソウキュウ ノ ファフナー	SLUG_TOKEN_MISMATCH:fafunaa
1	soulful-medleys	soulful-medleys	ソウルフルメドレーズ	ソウルフルメドレーズ	ソウルフル メドレーズ	ソウルフル メドレーズ	SLUG_TOKEN_MISMATCH:medleys
1	soup-man	soup-man	スープーマン	スープーマン		スープーマン	SLUG_TOKEN_MISMATCH:soup
1	souseki-file	souseki-file	漱石事件簿	ソウセキジケンボ	ソウセキ ジケンボ	ソウセキ ジケンボ	SLUG_TOKEN_MISMATCH:file
1	soushokukei-otoko	soushokukei-otoko	曹植系男子	ソウショクケイダンシ	ソウショクケイ ダンシ	ソウショクケイ ダンシ	SLUG_TOKEN_MISMATCH:otoko
1	souta-no-houchou-derakkusu	souta-no-houchou-derakkusu	蒼太の包丁deluxe	ソウタノホウチョウdeluxe	ソウタ ノ ホウチョウ デラックス	ソウタ ノ ホウチョウ deluxe	SLUG_TOKEN_MISMATCH:derakkusu
1	soutarou-no-shutchou-botchimeshi	soutarou-no-shutchou-botchimeshi	創太郎の出張ぼっちめし	ソウタロウノシュッチョウボッチメシ	ソウタロウ ノ シュッチョウ ボッチメシ	ソウタロウ ノ シュッチョウ ボッチメシ	SLUG_TOKEN_MISMATCH:shutchou,botchimeshi
1	soutou-no-koei	soutou-no-koei	双頭の孤影	ソウトウノシルエット	ソウトウ ノ シルエット		SLUG_TOKEN_MISMATCH:koei
1	spanner	spanner	ス・パ・ナ	スパナ	スパナ	スパナ	SLUG_TOKEN_MISMATCH:spanner
1	speed-yamamoto	speed-yamamoto	SPEED	SPEED			SLUG_TOKEN_MISMATCH:yamamoto
1	sperman	sperman	スペルマン	スペルマン			SLUG_TOKEN_MISMATCH:sperman
1	spirit-jump	spirit-jump	スピリット・ジャンプ	スピリットジャンプ	スピリット ジャンプ		SLUG_TOKEN_MISMATCH:spirit,jump
1	spirits-master-tabino-fukusuke-tsuu	spirits-master-tabino-fukusuke-tsuu	霊媒師=多比野福助Ⅱ	スピリッツマスタータビノフクスケツー	スピリッツ マスター タビ ノ フクスケ 2	スピリッツ マスター タビノ フクスケ ツー	SLUG_TOKEN_MISMATCH:spirits,master
1	spirits-master-tabinofukusuke	spirits-master-tabinofukusuke	霊媒師多比野福助	スピリッツマスタータビノフクスケ	スピリッツ マスター タビ ノ フクスケ		SLUG_TOKEN_MISMATCH:spirits,master
1	spotlight	spotlight	スポットライト	スポットライト	スポット ライト	スポットライト	NOHYPHEN
1	sprichworterbuch	sprichwoerterbuch	シュプリヒヴェルターブーフ	シュプリヒヴェルターブーフ	シュプリヒヴェルター ブーフ	シュプリヒヴェルター ブーフ	SLUG_TOKEN_MISMATCH:sprichwoerterbuch;NOHYPHEN
1	spring-uepon-nanbaawan	spring-uepon-nanbaawan	青春兵器ナンバーワン	スプリングウェポンナンバーワン	スプリングウェポンナンバーワン	スプリング ウェポン ナンバーワン	SLUG_TOKEN_MISMATCH:spring
1	esuesuesukyuusukiruhaifushinkannohenkyousekandoraifu-sasensakinomu	sss-kyuu-skill-haifu-shinkan-no-henkyou-second-life	SSS級スキル配布神官の辺境セカンドライフ	エスエスエスキュウスキルハイフシンカンノヘンキョ	エスエスエスキュウスキルハイフシンカンノヘンキョ		SLUG_TOKEN_MISMATCH:skill,second,life
1	sssspecial	sssspecial	SSSSPECIAL	エスエスエススペシャル	エス エス エス スペシヤル	エスエスエススペシャル	NOHYPHEN
1	stalker-jokers	stalker-jokers	ストーカー浄化団	ストーカージョウカダン		ストーカー ジョウカダン	SLUG_TOKEN_MISMATCH:jokers
1	stand-appu	stand-appu	すたんどあっぷ	スタンドアップ	スタンドアップ　イチ		SLUG_TOKEN_MISMATCH:stand
1	stand-by-miiche	stand-by-miiche	STAND☆BYみーちぇ!!	Standbyミーチェ	スタンド バイ ミーチェ	Stand by ミーチェ	SLUG_TOKEN_MISMATCH:miiche;KANA_DIFF_RAKUTEN
1	star-lord	star-lord	スターロード	スターロード	スターロード	スターロード	SLUG_TOKEN_MISMATCH:lord
1	starmyu-stardusts-dream	starmyu-stardusts-dream	スタミュStardust's Dream	スタミュスターダストズドリーム	スタミュ　スターダストドリーム1	スタミュ スターダストズ ドリーム	SLUG_TOKEN_MISMATCH:stardusts
1	statement	statement	ストメント	ストメント		ストメント	SLUG_TOKEN_MISMATCH:statement;NOHYPHEN_UNVERIFIED
1	stealth-symphony	stealth-symphony	ステルス交境曲	ステルスシンフォニー	ステルス シンフォニー	ステルス シンフォニー	SLUG_TOKEN_MISMATCH:symphony
1	strawberry-decadent	strawberry-decadent	ストロベリー・デカダン	ストロベリーデカダン	ストロベリー デカダン	ストロベリー デカダン	SLUG_TOKEN_MISMATCH:decadent
1	strawberry-sisters	strawberry-sisters	ストロベリーシッターズ	ストロベリーシッターズ	ストロベリーシッターズ	ストロベリー シッターズ	SLUG_TOKEN_MISMATCH:sisters
1	stressers	stressers	ストレッサーズ	ストレッサーズ	ストレツサーズ		SLUG_TOKEN_MISMATCH:stressers
1	strike-uitchiizu	strike-uitchiizu	ストライクウィッチーズ	ストライクウィッチーズ	ストライク ウィッチーズ テンクウ ノ オトメタ		SLUG_TOKEN_MISMATCH:uitchiizu
1	strike-uitchiizu-chiisaanya	strike-uitchiizu-chiisaanya	ストライクウィッチーズ小ぃサーニャ	ストライクウィッチーズチィサーニャ	ストライク ウィッチーズ チィサーニャ	ストライク ウィッチーズ チィサーニャ	SLUG_TOKEN_MISMATCH:uitchiizu
1	strike-uitchiizu-chiisaizu	strike-uitchiizu-chiisaizu	ストライクウィッチーズ小ぃさいズ	ストライクウィッチーズチィサイズ	ストライク ウィッチーズ チィサイズ	ストライク ウィッチーズ チィサイズ	SLUG_TOKEN_MISMATCH:uitchiizu
1	strike-uitchiizu-gekijouban	strike-uitchiizu-gekijouban	ストライクウィッチーズ劇場版	ストライクウィッチーズゲキジョウバン	ストライクウィッチーズゲキジョウバン　501ブタ	ストライク ウィッチーズ ゲキジョウバン	SLUG_TOKEN_MISMATCH:uitchiizu
1	strobo-stroke	strobo-stroke	ストロボストローク	ストロボストローク	ストロボストローク	ストロボ ストローク	SLUG_TOKEN_MISMATCH:strobo
1	subetcha-ikenai-geinin-gohan	subetcha-ikenai-geinin-gohan	すべっちゃいけない芸人ごはん	スベッチャイケナイゲイニンゴハン	スベッチャイケナイゲイニンゴハン		SLUG_TOKEN_MISMATCH:subetcha
1	suchuwaadesu-kanako-no-himitsu	suchuwaadesu-kanako-no-himitsu	スチュワーデス・加奈子のひみつ	スチュワーデスカナコノヒミツ			SLUG_TOKEN_MISMATCH:suchuwaadesu
1	sugar-darling	sugar-darling	シュガー・ダーリン	シュガーダーリン	シュガー ダーリン	シュガー ダーリン	SLUG_TOKEN_MISMATCH:darling
1	sugiura-shigeru-mangakan	sugiura-shigeru-mangakan	杉浦茂マンガ館	シラレザルケッサクシュウ	スギウラ シゲル マンガカン		SLUG_TOKEN_MISMATCH:mangakan;KANA_DIFF_RAKUTEN
1	sugiura-shigeru-no-omoshiro-sekai	sugiura-shigeru-no-omoshiro-sekai	杉浦茂のおもしろ世界	シサクナンセンスセンシュウ			SLUG_TOKEN_MISMATCH:sugiura,shigeru,omoshiro
1	suigun-no-show	suigun-no-show	水軍の将	スイグンノショウ	スイグン ノ ショウ コニシ ユキナガ デン	スイグン ノ ショウ	SLUG_TOKEN_MISMATCH:show
1	suikyoushou	suikyoushou	水鏡抄	ミズカガミショウ			SLUG_TOKEN_MISMATCH:suikyoushou;NOHYPHEN_UNVERIFIED
1	suima-san-to-isshokenmei	suima-san-to-isshokenmei	すいまさんといっしょ	スイマサントイッショ	スイマサン ト イッショ	スイマサン ト イッショ	SLUG_TOKEN_MISMATCH:isshokenmei
1	suishou	suishou	水晶	スジョン	スジョン ニッカン レンアイ キョウシキョク	スジョン	SLUG_TOKEN_MISMATCH:suishou
1	suit-bankou	suit-bankou	千紫萬紅	センシバンコウ		センシ バンコウ	SLUG_TOKEN_MISMATCH:suit
1	suit-ni-ai-o	suit-ni-ai-o	戦士に愛を	センシニアイオ		センシ ニ アイ オ	SLUG_TOKEN_MISMATCH:suit
1	suite-room	suite-room	スイートルーム	スイートルーム	スイート ルーム	スイート ルーム	SLUG_TOKEN_MISMATCH:suite
1	sukaraiti	sukaraiti	スカライティ	スカライティ	スカライティ		SLUG_TOKEN_MISMATCH:sukaraiti
1	sukarukiraa-jiyatsukiou	sukarukiraa-jiyatsukiou	スカルキラー邪鬼王	スカルキラージヤツキオウ	スカル キラー ジャキオウ	スカルキラー ジヤツキオウ	LOWHYPHEN
1	sukimameshi	sukimameshi	すきまめし	スキマメシ	スキマ メシ	スキマメシ	NOHYPHEN
1	sukisuki-daisuki-mejiro	sukisuki-daisuki-mejiro	好き好き大好き	アイサレタキオク	スキスキダイスキ		SLUG_TOKEN_MISMATCH:sukisuki,daisuki,mejiro;KANA_DIFF_RAKUTEN
1	sukuuru-days	sukuuru-days	すくうるでいず	スクウルデイズ	スクウルデイズ	スクウル デイズ	SLUG_TOKEN_MISMATCH:days
1	sumairingu	sumairingu	スマイリング!	スマイリング	スマイリング ハレヤカナ ロード	スマイリング	NOHYPHEN
1	sumairufomii	sumairufomii	スマイルfor美衣	スマイルフォーミー	スマイル フォー ミー	スマイル フォー ミー	SLUG_TOKEN_MISMATCH:sumairufomii;NOHYPHEN
1	suna-no-tsurugi	suna-no-tsurugi	砂の剣	スナノケン	スナノケン		SLUG_TOKEN_MISMATCH:tsurugi
1	sunadokei-ikegami	sunadokei-ikegami	砂時計	スナドケイ	スナドケイ	スナドケイ	SLUG_TOKEN_MISMATCH:ikegami
1	sunatchaa-setsu	sunatchaa-setsu	スナッチャー窃	スナッチャーセツ	スナッチャー セツ	スナッチャー セツ	SLUG_TOKEN_MISMATCH:sunatchaa
1	super-arbeiter-densetsu-murasame	super-arbeiter-densetsu-murasame	スーパーアルバイター伝説ムラサメ	スーパーアルバイターデンセツムラサメ		スーパー アルバイター デンセツ ムラサメ	SLUG_TOKEN_MISMATCH:super,arbeiter
1	super-fairy-densetsu-kira	super-fairy-densetsu-kira	超妖精伝説KI★RA	スーパーフェアリーデンセツキラ	チョウ ヨウセイ デンセツ キラ	スーパー フェアリー デンセツ キラ	SLUG_TOKEN_MISMATCH:super,fairy;KANA_DIFF_RAKUTEN
1	super-robot-rendetsu	super-robot-rendetsu	スーパーロボット烈伝	スーパーロボットレツデン			SLUG_TOKEN_MISMATCH:rendetsu
1	supooshon-kid	supooshon-kid	スポーションKID	スポーションKIDS	スポーシヨンキツズ		SLUG_TOKEN_MISMATCH:supooshon
1	supooshon-kids	supooshon-kids	スポーションKIDS	スポーションKIDS	スポーシヨンキツズ		SLUG_TOKEN_MISMATCH:supooshon
1	supootsuman-kintarou-daiisshou	supootsuman-kintarou-daiisshou	スポーツマン金太郎 第1章	スポーツマンキンタロウ	スポーツマン キンタロウ		SLUG_TOKEN_MISMATCH:daiisshou
1	supootsuman-kintarou-dainishou	supootsuman-kintarou-dainishou	スポーツマン金太郎 第2章	スポーツマンキンタロウ	スポーツマン キンタロウ		SLUG_TOKEN_MISMATCH:dainishou
1	supootsuman-kintarou-saishuushou	supootsuman-kintarou-saishuushou	スポーツマン金太郎 最終章	スポーツマンキンタロウ	スポーツマン キンタロウ		SLUG_TOKEN_MISMATCH:saishuushou
1	supple-binders	supple-binders	サプリビンダーズ	サプリビンダーズ	サプリビンダーズ	サプリ ビンダーズ	SLUG_TOKEN_MISMATCH:supple
1	suriraakyouju-ijiwarukyouju	suriraakyouju-ijiwarukyouju	スリラー教授いじわる教授	スリラーキョウジュイジワルキョウジュ		スリラーキョウジュ イジワルキョウジュ	SLUG_TOKEN_MISMATCH:suriraakyouju
1	suroomooshon-o-mou-ichido	suroomooshon-o-mou-ichido	スローモーションをもう一度	スローモーションオモウイチド	スローモーションヲモウイチド	スローモーション オ モウ イチド	SLUG_TOKEN_MISMATCH:suroomooshon
1	surooruupu	surooruupu	スローループ	スローループ	スローループ　イチ	スローループ	NOHYPHEN
1	survibee	survibee	サバイビー	サバイビー	サバイビー	サバイビー	SLUG_TOKEN_MISMATCH:survibee
1	suspicion	suspicion	サスピション	サスピション	テズカ オサム マンガ ゼンシュウ	サスピション	NOHYPHEN;KANA_DIFF_RAKUTEN
1	susumearajin	susumearajin	進めアラジン	ススメアラジン	ススメ アラジン	ススメアラジン	NOHYPHEN
1	suteigumata	suteigumata	スティグマタ	スティグマタ	スティグマタ セイコン ソウサ	スティグマタ	NOHYPHEN
1	sutochiru	sutochiru	ストチル	ストチル	ストチル　イチ		NOHYPHEN
1	sutoraikaa-rendetsu	sutoraikaa-rendetsu	ストライカー列伝	ストライカーレツデン		ストライカー レツデン	SLUG_TOKEN_MISMATCH:rendetsu
1	suu-sento-marii-no-koi	suu-sento-marii-no-koi	スー・セント・マリーの恋	チャイロノコビン	スー セント マリー ノ コイ		SLUG_TOKEN_MISMATCH:suu,sento,marii;KANA_DIFF_RAKUTEN
1	suzuki-deka	suzuki-deka	鈴木啓示	スズキケイジ		スズキ ケイジ	SLUG_TOKEN_MISMATCH:deka
1	suzuna-attack	suzuna-attack	すずなあたっく!	スズナアタック	スズナ アタック	スズナ アタック	SLUG_TOKEN_MISMATCH:attack
1	swing	swing	すいんぐ!!	スイング	スイングイチ	スイング	SLUG_TOKEN_MISMATCH:swing
1	switch-new-era-basketball-comic	switch-new-era-basketball-comic	switch	スイッチ	スイッチ	スイッチ	SLUG_TOKEN_MISMATCH:new,era,basketball
1	swweeet	swweeet	スウィート	スウィート	スウィート		SLUG_TOKEN_MISMATCH:swweeet
1	syd-craft-no-saishuu-suiri	syd-craft-no-saishuu-suiri	シド・クラフトの最終推理	シドクラフトノサイシュウスイリ	シド クラフトノサイシュウスイリ		SLUG_TOKEN_MISMATCH:syd,craft
1	symmetrys	symmetrys	シンメトリーズ	シンメトリーズ	シンメトリーズ1	シンメトリーズ	SLUG_TOKEN_MISMATCH:symmetrys
1	tabemonogatari	tabemonogatari	タベモノガタリ	タベモノガタリ	タベモノガタリ　イチ	タベモノガタリ	NOHYPHEN
1	tabitabi-ajia-shanghai	tabitabi-ajia-shanghai	たびたびあじあ上海	タビタビアジアシャンハイ		タビタビ アジア シャンハイ	SLUG_TOKEN_MISMATCH:shanghai
1	tabuchi-kun	tabuchi-kun	わしらのベースボール	ワシラノベースボール	タブチクン	タブチクン	SLUG_TOKEN_MISMATCH:tabuchi,kun;KANA_DIFF_RAKUTEN;KANA_DIFF_MADB
1	tachibana-kun-daitekudasai-hajimete-no-aite-wa-douryou-ouji	tachibana-kun-daitekudasai-hajimete-no-aite-wa-douryou-ouji	橘くん抱いてください!	タチバナクンダイテクダサイ!	タチバナクンダイテクダサイハジメテノアイテハドウ	タチバナクン ダイテクダサイ !	SLUG_TOKEN_MISMATCH:hajimete,douryou,ouji
1	tachimachi-haruta	tachimachi-haruta	たちまち晴太	タチマチセイタ	タチマチ セイタ		SLUG_TOKEN_MISMATCH:haruta
1	tada-shiawasena-isekai-kazoku-seikatsu-tenseishite-kondo-koso-shiawase-ni-kurashimasu	tada-shiawasena-isekai-kazoku-seikatsu-tenseishite-kondo-koso-shiawase-ni-kurashimasu	ただ幸せな異世界家族生活	タダシアワセナイセカイカゾクセイカツ		タダ シアワセナ イセカイ カゾク セイカツ	SLUG_TOKEN_MISMATCH:tenseishite,kondo,koso
1	taekwondoer-park	taekwondoer-park	テコンダー朴	テコンダーパク	テコンダーパク	テコンダー パク	SLUG_TOKEN_MISMATCH:taekwondoer
1	tailor-mori	tailor-mori	テラモリ	テラモリ	テラモリ	テラモリ	SLUG_TOKEN_MISMATCH:tailor
1	taiman-gorufaa-katsu	taiman-gorufaa-katsu	タイマンゴルファー勝	タイマンゴルファーカツ	タイマンゴルフアーシヨウ	タイマン ゴルファー カツ	SLUG_TOKEN_MISMATCH:gorufaa
1	taishou-otome-karte	taishou-otome-karte	大正乙女カルテ	タイショウオトメカルテ	タイショウ オトメ カルテ	タイショウ オトメ カルテ	SLUG_TOKEN_MISMATCH:karte
1	taishou-roman-porno	taishou-roman-porno	大正ロマンポルノ	タイショウロマンポルノ	タイショウロマンポルノ	タイショウ ロマン ポルノ	SLUG_TOKEN_MISMATCH:porno
1	takamari-shisuu-esukareeshon	takamari-shisuu-esukareeshon	たかまり指数エスカレーション	タカマリシスウエスカレーシヨン			SLUG_TOKEN_MISMATCH:esukareeshon
1	takamatsu-kun-ima-nanpaasento	takamatsu-kun-ima-nanpaasento	高松くん、いま何%?	タカマツクン、イマナン%?	タカマツクンイマナンパーセント		SLUG_TOKEN_MISMATCH:nanpaasento
1	takarazuka	takarazuka	タカラヅカ	タカラズカ	タカラヅカ ユメノジカンキコウ	タカラズカ	NOHYPHEN;KANA_DIFF_RAKUTEN
1	takedakedake	takedakedake	たけだけだけ	タケダケダケ	タケダケ ダケ タケダケイ ゲンテイ	タケダケダケ	NOHYPHEN
1	takegosho-yobun	takegosho-yobun	竹御所余聞	タケノゴショヨブン	タケ ノ ゴショ ヨブン		SLUG_TOKEN_MISMATCH:takegosho
1	takiyashahime-onmyouji-ezoushi	takiyashahime-onmyouji-ezoushi	瀧夜叉姫	タキヤシャヒメ	タキヤシャヒメ オンミョウジエゾウシ　ダイイッカ	タキヤシャヒメ	SLUG_TOKEN_MISMATCH:onmyouji,ezoushi
1	takuhai-otoko	takuhai-otoko	宅配男子!!	タクハイダンシ	タクハイ ダンシ	タクハイ ダンシ	SLUG_TOKEN_MISMATCH:otoko
1	takuji-jou-no-orbale	takuji-jou-no-orbale	託児城のオルベイル	タクジジョウノオルベイル	タクジジョウノオルベイル1		SLUG_TOKEN_MISMATCH:orbale
1	tamagotchi-ohanashi-ehon	tamagotchi-ohanashi-ehon	たまごっち!おはなしえほん	タマゴッチオハナシエホン		タマゴッチ オハナシ エホン	SLUG_TOKEN_MISMATCH:tamagotchi
1	tamakikku	tamakikku	玉キック	タマキック	タマ キック	タマキック	NOHYPHEN
1	tamaroido-choucgandamu	tamaroido-choucgandamu	タマロイド超Cガンダム	タマロイドチヨウシーガンダム		タマロイド チョウcガンダム	SLUG_TOKEN_MISMATCH:choucgandamu
1	tamashii-no-tsurugi	tamashii-no-tsurugi	魂の剣	ヒカリノケン	タマシイノケン	ヒカリ ノ ケン	SLUG_TOKEN_MISMATCH:tamashii,tsurugi;KANA_DIFF_RAKUTEN
1	tamayuradouji	tamayuradouji	たまゆら童子	タマユラドウジ	タマユラ ドウジ	タマユラドウジ	NOHYPHEN
