tier	stem	title	route	ei	etype	label	imprint	number	kind	isbn	date	rak_title	rak_author	rak_publisher	g_pub	g_isbn	g_date	g_author	g_token	main_prefix	prev_num	prev_isbn	prev_date	next_num	next_isbn	next_date	publisher	n_cands	why	cover
NOHIT	kuusou-kagaku-dai-bouken-katsugeki-kyousaku-dai-zenshuu	空想科学大冒険活劇競作大全集	seed4	0	standard	通常版	マイコミックスパートナー	3	LEAD										o	9784885				8	9784885702174	1988-02	東京三世社	0	NDLにも該当巻なし	
NOHIT	kuusou-kagaku-dai-bouken-katsugeki-kyousaku-dai-zenshuu	空想科学大冒険活劇競作大全集	seed4	0	standard	通常版	マイコミックスパートナー	4	LEAD										o	9784885				8	9784885702174	1988-02	東京三世社	0	NDLにも該当巻なし	
NOHIT	kuusou-kagaku-dai-bouken-katsugeki-kyousaku-dai-zenshuu	空想科学大冒険活劇競作大全集	seed4	0	standard	通常版	マイコミックスパートナー	5	LEAD										o	9784885				8	9784885702174	1988-02	東京三世社	0	NDLにも該当巻なし	
NOHIT	kuusou-kagaku-dai-bouken-katsugeki-kyousaku-dai-zenshuu	空想科学大冒険活劇競作大全集	seed4	0	standard	通常版	マイコミックスパートナー	6	LEAD										o	9784885				8	9784885702174	1988-02	東京三世社	0	NDLにも該当巻なし	
NOHIT	kuusou-kagaku-dai-bouken-katsugeki-kyousaku-dai-zenshuu	空想科学大冒険活劇競作大全集	seed4	0	standard	通常版	マイコミックスパートナー	7	LEAD										o	9784885				8	9784885702174	1988-02	東京三世社	0	NDLにも該当巻なし	
NOHIT	kyuukoku-no-seijo-desu-kokugai-tsuihousareta-sarechaimashita	救国の聖女ですが、国外追放されちゃいましたー!?	seed4	0	standard	通常版	IDコミックス	1	LEAD										o	9784758				2	9784758037488	2022-06	一迅社	0	NDLにも該当巻なし	
NOHIT	l-gion	LÉGION	seed4	0	standard	通常版	Bunkasha comics young teioh series	2	LEAD										o	9784821				3	9784821195756	1997-06	ぶんか社	0	NDLにも該当巻なし	
NOHIT	lemon-kids	レモンキッズ	seed4	0	standard	通常版		2	MID										o	9784870	1	9784870422513	1989-12-25	3	9784870422537	1990-04	あまとりあ社	0	NDLにも該当巻なし	
NOHIT	lemon-kids	レモンキッズ	seed4	0	standard	通常版		4	MID										o	9784870	3	9784870422537	1990-04	5	9784870422551	1990-06	あまとりあ社	0	NDLにも該当巻なし	
NOHIT	lemon-kids	レモンキッズ	seed4	0	standard	通常版		8	MID										o	9784870	7	9784870422575	1990-08	11	9784870422612	1990-12-25	あまとりあ社	0	NDLにも該当巻なし	
NOHIT	lemon-kids	レモンキッズ	seed4	0	standard	通常版		9	MID										o	9784870	7	9784870422575	1990-08	11	9784870422612	1990-12-25	あまとりあ社	0	NDLにも該当巻なし	
NOHIT	lemon-kids	レモンキッズ	seed4	0	standard	通常版		10	MID										o	9784870	7	9784870422575	1990-08	11	9784870422612	1990-12-25	あまとりあ社	0	NDLにも該当巻なし	
NOHIT	let-s-go-nirvana	Let's go nirvana	seed4	0	standard	通常版	Bunch comics	1	LEAD										o	9784107				2	9784107728111	2025-04-12	新潮社	0	NDLにも該当巻なし	
NOHIT	linkman	リンクマン	seed4	0	standard	通常版	Bunch comics	1	LEAD										o	9784107				2	9784107724403	2021-11-09	新潮社	0	NDLにも該当巻なし	
NOHIT	love-neko	ラブ・ネコ	seed4	0	standard	通常版	まんがタイムmy pal comics	2	LEAD										o	9784832				4	9784832267282	2009-04	芳文社	0	NDLにも該当巻なし	
