vols	base	brand	pub	first_date	last_date	isbns
1	モンスターハンター2 4コマアンソロジーコミック	Bros.comics EX	エンターブレイン	2006-08	2006-08	9784757728400
1	もんすたあ・レース 4コマブック	Koei game comics	光栄	1998-10	1998-10	9784877196349
1	モグラーニャ 4コママンガ劇場	ゲーム4コママンガ劇場シリーズ	エニックス	1997-05-16	1997-05-16	9784870259539
1	マジキュー4コマ恋姫・無双	マジキューコミックス	エンターブレイン	2007-11	2007-11	9784757738126
1	マジキュー4コマ ましろ色シンフォニー	マジキューコミックス	角川グループパブリッシング	2010-04	2010-04	9784047262850
1	マジキュー4コマひぐらしのなく頃に	マジキューコミックス	エンターブレイン	2008-08	2008-08	9784757743380
1	マジキュー4コマ メモリーズオフ	マジキューコミックス	角川グループパブリッシング	2010-03	2010-03	9784047263284
1	ラグナロクオンライン  4コママンガ笑スタジアム	OHZORA笑COMICS	宙出版	2003-03	2003-03	9784776710066
1	マジキュー4コマ キミキスpure rouge	マジキューコミックス	エンターブレイン	2007-11	2007-11	9784757738348
1	マジキュー4コマ どきどき魔女神判!	マジキューコミックス	エンターブレイン	2007-10	2007-10	9784757737327
1	マジキュー4コマ キミキスlips	マジキューコミックス	エンターブレイン	2008-01	2008-01	9784757739123
1	マジキュー4コマ　STEINS;GATE	マジキューコミックス	角川グループパブリッシング	2010-08	2010-08	9784047265790
1	ポケットモンスター　4コマギャグバトル	火の玉ゲームコミックシリーズ	光文社	1996-11	1996-11	9784334803520
1	ポポロクロイス　4コママンガ劇場	ゲーム4コママンガシリーズ	エニックス	1996-12-13	1996-12-13	9784870259263
1	ポストペットの大冒険		エニックス	2000-12	2000-12	9784757503519
1	ポケットモンスター　4コマDX	Softbank comics	ソフトバンク出版事業部	1996-09	1996-09	9784797300550
1	ポケットモンスター4コママンガ劇場	ゲーム4コママンガ劇場シリーズ	エニックス	1998-01-16	1998-01-16	9784870256927
1	ファイアーエムブレム4コママンガ劇場	ゲーム4コママンガ劇場シリーズ	エニックス	1997-06	1997-06	9784870259676
1	ファイアーエムブレム4コママンガ劇場	ゲーム4コママンガシリーズ	エニックス	1996-10-04	1996-10-04	9784870259126
1	ファイアーエムブレム4コママンガ劇場	ファイアーエムブレム4コマシリーズ	エニックス	1995-03-17	1995-03-17	9784870257979
1	ブレスオブファイアⅣ　うつろわざるもの　4コマKINGS	DNAメディアコミックス	スタジオDNA	2000-08	2000-08	9784921066512
1	ファントム・キングダム　4コママンガ劇場		スクウェア・エニックス	2005-07	2005-07	9784757514645
1	ファイナルファンタジー・クリスタルクロニクル　4コママンガ劇場		スクウェア・エニックス	2004-02	2004-02	9784757511224
1	やるぜ!ファイアーエムブレム	G-collection	ムービック	1997-11	1997-11	9784896013191
1	バストアムーブ　4コママンガ劇場		エニックス	1998-06	1998-06	9784870253094
1	ニッポン擬人化ハイパー		コアマガジン	2010-01	2010-01	9784862527004
1	ニッポン擬人化		コアマガジン	2009-05	2009-05	9784862525321
1	とらいあんぐるハート3～Sweet Songs Forever～　4コマKINGS	DNAメディアコミックス	スタジオDNA	2001-10	2001-10	9784758000031
1	スーパーロボット大戦COMPACT2 4コマKINGS	DNAメディアコミックス	スタジオDNA	2001-05	2001-05	9784921066918
1	スーパーロボット大戦IMPACT 4コマKINGS	DNAメディアコミックス	スタジオDNA	2002-08	2002-08	9784758000604
1	スーパーロボット大戦α外伝 4コマKINGS	DNAメディアコミックス	スタジオDNA	2001-09	2001-09	9784758000062
1	スーパーロボット大戦IMPACT 4コマまんが戦線	アクションコミックス	双葉社			9784575937855
1	スーパーロボット大戦R 4コマギャグバトル	火の玉ゲームコミックシリーズ	光文社	2002-11	2002-11	9784334805708
1	スーパーマリオ 4コママンガ劇場	ガンガンコミックス	エニックス	1993-09	1993-09	9784870257191
1	スーパーボンバーマン3 4コマギャグバトル	少年王コミックス	光文社	1995-08-10	1995-08-10	9784334802790
1	スターフォックス64 4コママンガ劇場	ゲーム4コママンガ劇場シリーズ	エニックス	1997-08-15	1997-08-15	9784870259805
1	コミック遥かなる時空の中で 4コマbest!		光栄	2006-10	2006-10	9784775804957
1	サムライスピリッツ天草降臨 4コマ		ムービック	1997-08	1997-08	9784896013023
1	サイキックフォース2012 4コマ決定版	ゲーメストコミックス	新声社	1998-10	1998-10	9784881995273
1	白土三平初期傑作集	小学館叢書	小学館	1996-08	1996-08	9784091973917
1	コミック遥かなる時空の中で　舞一夜　カーニバル	Koei game comics	光栄	2006-12	2006-12	9784775805060
1	コミック遥かなる時空の中で3＆十六夜記 カーニバルスペシャル	Koei game comics	光栄	2009-04	2009-04	9784775807286
1	コミック遥かなる時空の中で～八葉抄～ カーニバル	Koei game comics	光栄	2005-08	2005-08	9784775803356
1	私立ジャスティス学園熱血青春日記2　4コマKINGS	DNAメディアコミックス	スタジオDNA	1999-09	1999-09	9784921066215
1	コミック私立ジャスティス学園カーニバル	Koei game comics	光栄	1998-10	1998-10	9784877196417
1	コミック牧場物語Oh!ワンダフルライフ　4コマカーニバル	Koei game comics	光栄	2005-02	2005-02	9784775802656
1	コミック無双OROCHI魔王再臨 ハイパーアクション	Koei game comics	光栄	2008-08	2008-08	9784775806845
1	コミック無双OROCHI魔王再臨 スーパーアクション	Koei game comics	光栄	2008-07	2008-07	9784775806838
1	コミック無双OROCHI魔王再臨 アナザーアクション	Koei game comics	光栄	2008-06	2008-06	9784775806821
1	コミック戦国無双3 グローリーロード	Koei game comics	光栄	2010-03	2010-03	9784775807644
1	コミック戦国無双3 ヴィクトリーロード	Koei game comics	光栄	2010-02	2010-02	9784775807637
1	コミック封神演義カーニバル	Koei game comics	光栄	1998-11	1998-11	9784877196561
1	ゲームボーイギャラリー 4コママンガ劇場		エニックス	1997-06	1997-06	9784870259683
1	グランディアパラレルトリッパーズ　4コマKINGS	DNAメディアコミックス	スタジオDNA	2001-03	2001-03	9784921066734
1	グランディアエクストリーム　4コママンガ劇場		エニックス	2002-06	2002-06	9784757507067
1	ゼノサーガエピソード1　力への意志　4コマKINGS	DNAメディアコミックス	スタジオDNA	2002-10	2002-10	9784758000642
1	Xenogears　4コマコミック		ムービック	1998-10	1998-10	9784896013993
1	タクティクスオウガ　4コマKINGS	DNAメディアコミックス	スタジオDNA	1999-08	1999-08	9784921066185
1	オウガバトル64 Person of Lordly Caliber　4コマKINGS	DNAメディアコミックス	スタジオDNA	1999-10	1999-10	9784921066222
1	To heart 2　4コママンガ劇場		スクウェア・エニックス	2005-07	2005-07	9784757514669
1	テイルズオブジアビス　4コママンガ劇場		スクウェア・エニックス	2006-04	2006-04	9784757516595
1	テイルズオブザワールド　なりきりダンジョン3　4コママンガ劇場		スクウェア・エニックス	2005-07	2005-07	9784757514652
1	テイルズオブシンフォニア　4コマ・ショートコミックselection	BCアンソロジーコレクション	マッグガーデン	2007-11	2007-11	9784861274305
1	テイルズオブシンフォニア　4コマミニミニ大図鑑		スタジオDNA	2004-11	2004-11	9784758010221
1	テイルズオブデスティニー　4コママンガ劇場		エニックス	2001-10	2001-10	9784757505568
1	コミックサモンナイト4 4コマカーニバル	Koei game comics	光栄	2007-03	2007-03	9784775805718
1	コミックサモンナイト クラフトソード物語～はじまりの石～ 4コマカーニバル	Koei game comics	光栄	2006-03	2006-03	9784775803967
1	コミックサモンナイト クラフトソード物語2 4コマカーニバル	Koei game comics	光栄	2004-10	2004-10	9784775802373
1	コミックサモンナイト3 4コマカーニバル	Koei game comics	光栄	2003-11	2003-11	9784775801178
1	サモンナイト クラフトソード物語2 4コママンガ劇場		スクウェア・エニックス	2004-12	2004-12	9784757513143
1	サモンナイト3 4コママンガ劇場		スクウェア・エニックス	2003-11	2003-11	9784757510661
1	ストリートファイターZERO3 4コマKINGS	DNAメディアコミックス	スタジオDNA	1999-02	1999-02	9784921066055
1	きたな!ストリートファイター	G-collection	ムービック	1997-12	1997-12	9784896013283
1	ストリートファイターZERO3 4コマ決定版	ゲーメストコミックス	新声社	1998-12	1998-12	9784881995495
1	ストリートファイターⅢ 4コママンガ劇場		エニックス	1997-09	1997-09	9784870259874
1	ストリートファイターZERO2 4コママンガ劇場	ゲーム4コママンガシリーズ	エニックス	1996-12-27	1996-12-27	9784870259324
1	ストリートファイターⅡ4コママンガ劇場	ゲーム4コママンガシリーズ	エニックス	1996-01-01	1996-01-01	9784870258600
1	ストリートファイターⅡ　4コママンガ劇場	ゲーム4コママンガシリーズ	エニックス	1995-09-11	1995-09-11	9784870258327
1	F～ファナティック～　4コママンガ劇場		スクウェア・エニックス	2004-11	2004-11	9784757513099
1	CAPCOM vs.SNK millennium fight 2000　4コマKINGS	DNAメディアコミックス	スタジオDNA	2000-12	2000-12	9784921066628
1	ぷよぷよ　4コマKINGS	DNAメディアコミックス	スタジオDNA	1999-02	1999-02	9784921066048
1	ぷよぷよ　4コマギャグバトル	Shounenoh comics	光文社	1998-11-10	1998-11-10	9784334804381
1	ペルソナ4　4コマアンソロジーコミック	Bros.comics EX	エンターブレイン	2008-12	2008-12	9784757746046
1	ペルソナ3フェス　4コマアンソロジーコミック	Bros.comics EX	エンターブレイン	2007-11	2007-11	9784757738485
1	真・女神転生3-nocturne 4コママンガ劇場		スクウェア・エニックス	2003-07	2003-07	9784757509603
1	コミック真・三國無双シリーズ　4コマBest!		光栄	2007-03	2007-03	9784775805916
1	ブラックマトリクスII 4コマKINGS	DNAメディアコミックス	スタジオDNA	2002-06	2002-06	9784758000451
1	MOTHER2ギーグの逆襲4コママンガ劇場	ゲーム4コママンガシリーズ	エニックス	1995-11-13	1995-11-13	9784870258495
1	Mother2ギーグの逆襲4コママンガ劇場		エニックス	1995-02-20	1995-02-20	9784870257948
1	Battle arena にとうしんでん　4コマDX	Softbank comics	ソフトバンク出版事業部	1996-12	1996-12	9784797301250
1	星のカービィ夢の泉デラックス 4コママンガ劇場		スクウェア・エニックス	2003-07	2003-07	9784757509610
1	ギルティギアイグゼクスthe midnight carnival 4コマKINGS	DNAメディアコミックス	スタジオDNA	2002-09	2002-09	9784758000635
1	新世紀エヴァンゲリオン鋼鉄のガールフレンド2nd4コママンガ劇場		スクウェア・エニックス	2003-12	2003-12	9784757510685
1	ギルティ ギアX plus　4コマKINGS	DNAメディアコミックス	スタジオDNA	2002-04	2002-04	9784758000321
1	4コマ倶楽部	Poe backs	ふゅーじょんぷろだくと	1989-10	1989-10	9784893930521
1	星のカービィ鏡の大迷宮 4コママンガ劇場		スクウェア・エニックス	2004-09	2004-09	9784757512511
1	笑いのツボ		チュンソフト	1997-04	1997-04	9784924978072
1	星のカービィ4コママンガ劇場	ゲーム4コママンガ劇場シリーズ	エニックス	1997-07-18	1997-07-18	9784870259744
1	ザ・キング・オブ・ファイターズ2000 4コマKINGS	DNAメディアコミックス	スタジオDNA	2001-01	2001-01	9784921066659
1	ザ・キング・オブ・ファイターズ＆#39;98 4コマkings	DNAメディアコミックス	スタジオDNA	1999-03	1999-03	9784921066086
1	めざせ!キング・オブ・ファイターズ	G-collection	ムービック	1997-12	1997-12	9784896013344
1	ザ・キング・オブ・ファイターズ2001 4コマkings	DNAメディアコミックス	スタジオDNA	2002-03	2002-03	9784758000345
1	ザ・キング・オブ・ファイターズ'97 4コマキャグバトル	火の玉ゲームコミックシリーズ	光文社	1998-05	1998-05	9784334804213
1	ザ・キング・オブ・ファイターズ'95 4コマギャグバトル	Shounenoh comics	光文社	1996-02	1996-02	9784334803056
1	ザ・キング・オブ・ファイターズ'94 4コマギャグバトル	少年王コミックス	光文社	1995-05	1995-05	9784334802646
1	エヴァンゲリオン四コマ新世紀	ムービックコミックス	ムービック	1996-08	1996-08	9784896012521
1	コミックアンジェリーク4コマbest!		光栄	2006-12	2006-12	9784775805121
1	コミックイリスのアトリエエターナルマナ4コマカーニバル	Koei game comics	光栄	2004-08	2004-08	9784775802052
1	リリーのアトリエ～ザールブルグの錬金術士3～4コマkings	DNAメディアコミックス	スタジオDNA	2001-10	2001-10	9784758000123
1	エリーのアトリエ-ザールブルグの錬金術士2-4コマkings	DNAメディアコミックス	スタジオDNA	1999-06	1999-06	9784921066123
1	ヴァンパイアハンター	火の玉ゲームコミックシリーズ	光文社	1995-06	1995-06	9784334802660
1	ヴァンパイア	火の玉ゲームコミックシリーズ	光文社	1995-02	1995-02	9784334802547
1	いくぞ!ヴァンパイアセイヴァー	G-collection	ムービック	1997-11	1997-11	9784896013276
1	CLANNAD 4コママンガ劇場		スクウェア・エニックス	2004-08	2004-08	9784757512429
