tier	slug	title	publishers	year	cover_missing
T3	hitozuma-no-shitsuke-ka-ta	人妻のしつけかた	コアマガジン	2019	0/1
T3	hokenshitsu-no-nemurihime	保健室の眠り姫	フランス書院	2021	0/2
T3	honjitsu-yori-kitsunegami-sama-no-nie-ni-narimashita	本日より狐神様の贄になりました	秋水社	2022	0/1
T3	hooked-on-quasar	フックトオンクエーサー	フランス書院	2025	0/2
T3	houkago-wa-itsumo-futari	放課後はいつもふたり	茜新社	2016	0/1
T3	ichigo-dorobou	いちご泥棒	久保書店	1984	1/1
T3	ichinose-kun-wa-itsumo-iinari	一ノ瀬くんはいつも言いなり。	コアマガジン	2018	0/2
T3	iiko-desune-meirei-shitemo	いい子ですね、命令しても?	コアマガジン	2022	0/1
T3	ikoku-irokoi-roman-tan	異国色恋浪漫譚	コアマガジン	2019	0/1
T3	image	イマージュ	白夜書房	1991	14/14
T3	injuu-ai	淫獣愛	フランス書院	2021	0/2
T3	inma-na-shachou-ni-yabai-cry-shuuchaku-sarete-imasu	淫魔な社長にヤバいくらい執着されています!?	フランス書院	2025	0/2
T3	is-collection	IS collection	白夜書房	1984	1/1
T3	itchomae-angel	いっちょまえangel	ワニマガジン社	1996	2/2
T3	itsu-datte-souda-shouki-de-irarenai	いつだってそうだ正気でいられない	茜新社	2018	0/1
T3	itsumademo-dokomademo	いつまでもどこまでも	久保書店	1983	1/1
T3	jfkennedy	JFKennedy	久保書店	1992	2/2
T3	jiken-bunkasai	事件・文化祭	久保書店	1982	1/1
T3	jitsuroku-warui-hito-dx	実録悪い人DX	コアマガジン	2017	0/1
T3	jounetsu-no-ingurisshu-rose	情熱のイングリッシュローズ	コアマガジン	2011	0/1
T3	joushi-ga-gomu-o-kuwaetara	上司がゴムを咥えたら	オークラ出版	2017	0/3
T3	joushi-ga-mukoiri	上司がムコ入り!?	フランス書院	2020	0/4
T3	junai-damontsu	純愛だもんッ!	ワニマガジン社	1995	1/1
T3	junjou-heart-kaihouku	純情はぁと解放区	コアマガジン	2003	0/2
T3	juu-no-rettou	獣の列島	ワニマガジン社	1991	4/4
T3	kagami-no-kuni-no-bishoujo	鏡の国の美少女	久保書店	1982	1/1
T3	kago-no-tsubomi	籠の莟	オークラ出版	2016	0/2
T3	kago-shintarou-no-sukatorojii-taizen	駕籠真太郎のスカトロジー大全	久保書店	2023	0/1
T3	kaihatsu-no-ojikan-desu	開発のお時間です	コアマガジン	2021	0/1
T3	kaira	回螺	ワニマガジン社	2008	0/1
T3	kairaku-hakurankai	快楽博覧会	オークラ出版	2010	0/1
T3	kairakubyoutou	快楽病棟	久保書店	1988	1/1
T3	kakukaku	赫赫	茜新社	2023	1/2
T3	kamishiro-buchou-wa-ueteiru	神代部長は飢えている。	オークラ出版	2020	0/2
T3	kannosenritsu	姦の旋律	久保書店	1982	1/1
T3	karada-goto-taberarechau	カラダごと食べられちゃう!?	オークラ出版	2018	0/2
T3	karamete-de-kudoite	からめ手で口説いて	コアマガジン	2007	1/6
T3	karasu-wa-hibari-ni-amakute-amai	鴉は雲雀に甘くてあまい	コアマガジン	2024	0/1
T3	kare-no-shousou-to-koi-ni-tsuite	彼の焦燥と恋について	コアマガジン	2014	0/3
T3	karikare	仮カレ!!	コアマガジン	2014	0/2
T3	katekyo	カテキョ!	コアマガジン	2009	0/4
T3	kenban-no-ue-no-caress	鍵盤の上のカレス	コアマガジン	2011	0/3
T3	ki-ni-naru-otonari-san	気になるお隣りさん	ワニマガジン社	1991	1/1
T3	kids-torein	きっず・とれいん	フランス書院	1991	1/1
T3	kiku-no-yume	菊の夢	久保書店	1991	0/1
T3	king-sitter	King sitter	コアマガジン	2016	0/1
T3	kinniku-banchou	筋肉番長	白夜書房	1991	1/1
T3	kinyoubi-no-shinshitsu	金曜日の寝室	フランス書院	1981	10/10
T3	kioku-o-idaite-nemure	記憶を抱いて眠れ	茜新社	1996	0/2
T3	kioku-oobaarappu	記憶オーバーラップ	白夜書房	1991	1/1
T3	kirepapa	キレパパ。	コアマガジン	2003	0/4
T3	kishidou-club	騎士堂倶楽部	コアマガジン	2005	0/2
T3	kiss-of-life	Kiss of life	コアマガジン	1999	1/1
T3	kisu-no-akusento	Kissのアクセント	コアマガジン	2001	0/2
T3	kita-no-kuni-kara-konnichiwa	北の国からこんにちわ	ワニマガジン社	1992	2/2
T3	kodoku-no-gunshuu	孤独の群衆	茜新社	1995	0/2
T3	kodomo-endorooru	こどもエンドロール	コアマガジン	2017	0/1
T3	kodomo-no-mori-kanketsuhen	子供の森	オークラ出版	1998	0/1
T3	kodomo-no-mori-kanketsuhen-1999	子供の森・完結編	オークラ出版	1999	0/1
T3	kohitsuji-project	子羊プロジェクト	オークラ出版	2012	0/2
T3	koi-ga-michitara	恋が満ちたら	コアマガジン	2021	0/2
T3	koibito-keiyaku-wa-beddo-no-naka-de	恋人契約はベッドの中で	オークラ出版	2022	0/2
T3	koijuu	恋獣	コアマガジン	2012	0/1
T3	koisuru-sanobabitchi	恋するサノバビッチ	フランス書院	2018	0/1
T3	kojirabu	こじラブ。	コアマガジン	2017	0/2
T3	koketsu-dining	虎穴ダイニング	フランス書院	2012	0/4
T3	koko-kara-saki-wa-yuuryou-desu-majime-otto-ni-etchi-na-service	※ここから先は有料です!マジメ夫にえっちなサービス!?	フランス書院	2024	0/2
T3	kokoro-mo-karada-mo-torawarete	ココロもカラダも囚われて	オークラ出版	2019	0/2
T3	kokuu-karano-chousen	虚空からの挑戦	白夜書房	1984	1/1
T3	komochi-yakuza-to-doukyo-hajimemashita	子持ちヤクザと同居はじめました。	オークラ出版	2017	0/2
T3	konbini	コンビニ	オークラ出版	2000	0/1
T3	konna-ni-etchi-de-gomennasai	こんなにえっちでごめんなさい。	コアマガジン	2025	0/1
T3	kono-koi-wa-hardboiled	この恋はハードボイルド	茜新社	1997	1/1
T3	konohanasakuya	コノハナサクヤ	コアマガジン	2012	0/1
T3	kore-ijou-wa-ikenaino	これ以上はイケないの!!	オークラ出版	2017	0/2
T3	korogari-teiji	ころがり釘次	コアマガジン	1995	3/3
T3	kotetsu-no-daibouken	小鉄の大冒険	ワニマガジン社	1992	9/9
T3	kotoza-no-regashii	こと座のレガシー	ワニマガジン社	1992	1/1
T3	koushoku-shounen	好色少年	司書房	1995	1/1
T3	kuchibiru-wa-egoisuteikku	唇はエゴイスティック	オークラ出版	2021	0/2
T3	kusarizoroi-no-doukyuusei	腐揃いの同級生	コアマガジン	2025	0/1
T3	kusarizoroi-no-kyoushitsu	腐揃いの教室	コアマガジン	2022	0/1
T3	kuwareru-hodo-ni-abakarete	喰われるほどに暴かれて	コアマガジン	2023	0/1
T3	kyou-de-anata-o-wasuremasu-dakara-douzo-oshiawase-ni	今日で貴方を忘れます。だからどうぞお幸せに。	フランス書院	2025	0/2
T3	kyou-kara-wa-binetsujin	今日からは微熱人	ワニマガジン社	1988	5/5
T3	kyoufu-buta-no-machi-hino-hideshi-animal-works	恐怖!!ブタの町+日野日出志アニマルワークス	久保書店	2025	0/1
T3	kyouju-to-shitsuji-no-shizuka-na-seikatsu	教授と執事の静かな生活	コアマガジン	2013	0/2
T3	kyoumei-glamorous-voice	共鳴-グラマラス・ヴォイス-	オークラ出版	2015	0/2
T3	kyrie-kuraka-2018	Kyrie	茜新社	2018	1/2
T3	kyuugorou-rekkyuuden	球五郎列球伝	白夜書房	1994	1/1
T3	last-resort	Last resort	コアマガジン	2009	0/1
T3	level-1-no-dakarekata	レベル1の抱かれ方	コアマガジン	2024	0/1
T3	lip-suteikku	りっぷすてぃっく	白夜書房	1985	1/1
T3	little-sister	LITTLE SISTER	ワニマガジン社	1996	2/2
T3	long-period	ロングピリオド	フランス書院	2023	0/2
T3	love-blossom	ラブロッサム	オークラ出版	2018	0/2
T3	love-hate-takagi-2020	LOVE & HATE	コアマガジン	2020	0/1
T3	love-miracle	ラヴミラクル	オークラ出版	2000	0/1
T3	love-nenrei	恋愛年齢	コアマガジン	2010	0/2
T3	love-paradox	恋愛Paradox	コアマガジン	2012	0/3
T3	love-plus-alpha	恋愛プラスα	コアマガジン	2000	0/2
T3	love-seeker	LOVE SEEKER	コアマガジン	2004	0/2
T3	lovely-sick-ohmine-2004	ラブリーシック	オークラ出版	2004	0/3
T3	luck-master	ラックマスター	白夜書房	1989	1/1
T3	machine-head	マシンヘッド	白夜書房	1989	7/7
T3	madk	MADK	フランス書院	2018	0/3
T3	maid-angel	メイドエンジェル	オークラ出版	2001	0/1
T3	mainichi	マイニチ	久保書店	1994	1/2
T3	mako-chan-enikki	マコちゃん絵日記	茜新社	2009	0/13
T3	manga-anata-no-shiranai-zetsubou-shakai	まんがあなたの知らない絶望社会	コアマガジン	2019	0/1
T3	manga-ayashii-ura-shigoto	まんが怪しい裏仕事	コアマガジン	2019	0/1
T3	manga-fukouna-hito	まんが不幸な人	コアマガジン	2017	0/1
T3	manga-gokuakunin-ni-tsugu	まんが極悪人に告ぐ!!	コアマガジン	2018	0/1
T3	manga-gouyoku-mamire-no-ningen-file	まんが強欲まみれの人間file	コアマガジン	2019	0/1
T3	manga-jitsuroku-kowai-hito	まんが実録怖い人	コアマガジン	2016	0/1
T3	manga-jitsuwa-maddoakkusu-z	まんが実話マッドアックスZ	コアマガジン	2017	0/1
T3	manga-kowai-nippon	まんが怖い日本	コアマガジン	2018	0/1
T3	manga-ningenbanare-shita-kyoujintachi	まんが人間離れした狂人たち	コアマガジン	2018	0/1
T3	manga-ogurikyappu-monogatari	まんがオグリキャップ物語	ワニマガジン社	1990	1/1
T3	manner-koushi-kurosaki	マナー講師黒咲	コアマガジン	2016	0/1
T3	maou-no-kodomotachi-konpuriito	魔王の子供達コンプリート	白夜書房	1998	1/1
T3	maou-no-kodomotachi-za-next-mireniamu	魔王の子供達the next millennium	コアマガジン	1999	1/1
T3	marriage-game	マリッジ・ゲーム.	茜新社	2023	0/2
T3	masukomi-guerrilla	マスコミゲリラ	白夜書房	1982	2/2
T3	mesu-no-honnou	牝の本能	コアマガジン	2018	0/1
T3	metameta-gakuen-akademinyan	超々学園アカデミニャン	白夜書房	1997	1/1
T3	midareru-megane	乱れるメガネ	オークラ出版	2009	0/1
T3	migawari-honeymoon	身代わりハネムーン	フランス書院	2024	0/2
T3	miku-to-neo	ミクとネオ	茜新社	2013	0/2
T3	milky-box	ミルキィ★ボックス	白夜書房	1984	1/1
T3	milky-way-1983	ミルキー・ウェイ	久保書店	1983	1/1
T3	mitsumeru-manazashi	みつめるまなざし	オークラ出版	2005	0/1
T3	mobu-kara-mita-biieru	モブから見たBL	フランス書院	2025	0/2
T3	moeyo-tetsujin	燃えよ鉄人	ワニマガジン社	1989	4/4
T3	mokkai-honki-de-daite-ii	もっかい本気で抱いていい?	オークラ出版	2023	0/2
T3	momodatchi	ももだっち	司書房	1989	1/2
T3	momoiro-sankaku	桃色三角	白夜書房	1984	1/1
T3	monmon	モンモン	白夜書房	1997	1/1
T3	monohon-honmonology	Monoほんモノロジィ	茜新社	1998	0/3
T3	monster-master	モンスターマスター	コアマガジン	2010	0/1
T3	motherfuckers	マザーファッカーズ	コアマガジン	2007	0/3
T3	motsu-chan	モッちゃん	白夜書房	2005	0/1
T3	mousou-elektel	妄想エレキテル	コアマガジン	2009	0/4
T3	musunda-koi-no-tsutaekata	結んだ恋の伝え方	コアマガジン	2021	0/2
T3	myuutanto-gakuen	みゅうたんと学園	ワニマガジン社	1994	1/1
T3	nakasetakute-doushiyou	泣かせたくてどうしよう	コアマガジン	2023	0/2
T3	name-of-love	ネーム・オブ・ラブ	コアマガジン	2008	0/1
T3	natsuhada-no-taion	夏肌の体温	オークラ出版	2015	0/1
T3	nayameru-giin-no-love-kiyaku	悩める議員の恋愛規約	オークラ出版	2011	0/1
T3	near-death	ニア・デス	白夜書房	1990	1/1
T3	neko-to-spica	猫とスピカ	コアマガジン	2017	0/7
T3	neo-magician-road	ネオ・マジシャンロード	白夜書房	1991	1/1
T3	nichiyoubi-ni-kanojo-wa	日曜日に彼女は	ワニマガジン社	1996	1/1
T3	nikuirozukan	肉色図鑑	久保書店	1989	1/1
T3	nikushokujuu-no-table-manner	肉食獣のテーブルマナー	コアマガジン	2007	0/1
T3	ninja-ga-nanja	忍者がなんじゃ!!	白夜書房	1986	2/2
T3	no-step	NO STEP	久保書店	1989	1/1
T3	nonscale	nonscale	ワニマガジン社	2012	0/1
T3	norowareta-akujo-wa-shishi-no-to-ai-ni-torawareru	呪われた悪女は獣の執愛に囚われる	秋水社	2026	0/3
T3	notice	Notice	久保書店	1988	1/1
T3	nousatsu-daddy	悩殺ダディ	コアマガジン	2014	0/1
T3	o-b	O.B	茜新社	2014	0/2
T3	ochame-danetsu	おちゃめだねっ	司書房	1989	1/1
T3	ochita-taiyou	堕ちた太陽	オークラ出版	2011	0/1
T3	odoru-omaera-to-daimeiwaku	踊るお前らと大迷惑	茜新社	2017	0/1
T3	off-stage-love-side	オフステージラブサイド	コアマガジン	2023	0/2
T3	oh-potato-boy	OH!ポテトBOY	白夜書房	1987	1/1
T3	ohirune-chutsu	おひるねちゅっ!	ワニマガジン社	2005	0/1
T3	ojamashimasu	おじゃまします	ワニマガジン社	1992	1/1
T3	okubyou-hime-to-dekiai-naito	臆病ヒメと溺愛ナイト	フランス書院	2022	0/2
T3	okyan-pin	おきゃん・ピン	白夜書房	1990	0/1
T3	one-night-lesson	One night lesson	コアマガジン	2002	0/1
T3	oneekei-yakuza-ni-maiban-dekiai-dekiaisaretemasu	オネエ系ヤクザに毎晩溺愛されてます	フランス書院	2020	0/8
T3	onnanoko-haru-natsu-aki-fuyu	おんなのこはるなつあきふゆ	オークラ出版	2002	0/1
T3	ore-no-tame-dake-ni-naite	俺のためだけに鳴いて?	フランス書院	2021	0/3
T3	ore-to-atashi-to-shinsekai	オレとあたしと新世界	オークラ出版	2017	0/6
T3	osaka-itemae-surottaa-manmai-kun	大阪いてまえスロッター万枚くん	白夜書房	2003	0/3
T3	osananajimi-no-yabasugiru-aishikata	幼なじみのヤバ過ぎる愛し方	オークラ出版	2017	0/2
T3	osewa-yakimasu	オセワヤキマス	コアマガジン	2005	0/1
T3	otona-keikenchi	オトナ経験値	コアマガジン	2008	0/1
T3	otona-nanka-daikkirai	オトナなんかだいっきらい!!	白夜書房	1983	1/1
T3	otona-ni-nattemo-2008	大人になっても	コアマガジン	2008	0/1
T3	ou-sama-no-koiasobi	王様の恋あそび	コアマガジン	2014	0/2
T3	owaru-sekai-no-sora-no-shita	終わる世界の空の下	オークラ出版	1999	0/1
T3	oyaji-no-wakusei	おやじの惑星	白夜書房	1991	1/1
T3	oyajiman	おやじマン	ワニマガジン社	1996	1/1
T3	oyome-ni-oideyo	お嫁においでよ!	オークラ出版	2002	0/1
T3	pachinko-niwa-chotto-hitokoto-iwasete-moraitai	パチンコにはちょっとひとこといわせてもらいたい	白夜書房	1994	1/2
T3	pachiratchi	パチラッチ	白夜書房	1999	2/2
T3	pachislo-bakappuru	パチスロバカップル	白夜書房	2003	0/4
T3	pachisuro-115-bangai	パチスロ115番街	白夜書房	2001	0/4
T3	pachisuro-de-atta-zenbu-umai-hanashi	パチスロであった全部旨い話	白夜書房	2004	1/10
T3	pachisuro-hitoritabi	パチスロひとり旅	白夜書房	2001	4/15
T3	pachisuro-hitoritabi-gold	パチスロひとり旅GOLD	白夜書房	2003	0/1
T3	page-1	Page 1	白夜書房	1986	9/9
T3	pan-parade	パンパレード	コアマガジン	1999	2/2
T3	pet-boy-s	Pet-boy's	司書房	1997	1/1
T3	pez	PEZ	ワニマガジン社	2014	0/1
T3	phantom-shooter-io	ファントムシューター・イオ	白夜書房	1991	1/1
T3	platonic-animal	プラトニックアニマル	オークラ出版	1998	0/1
T3	powered-miyuchan	POWERED MIYUCHAN	久保書店	1987	2/2
T3	powerful-mazegohan	パワフル☆まぜごはん	白夜書房	1986	2/2
T3	present-1983	プレゼント	久保書店	1983	1/1
T3	pretty-cat-s-show-time	PRETTY CAT'S SHoW TIME	コアマガジン	1999	0/1
T3	pumpkin	パンプキン	白夜書房	1986	21/21
T3	putchin-fruits	ぷっちんフルーツ	オークラ出版	1996	1/1
T3	q-no-majo-den	Qの魔女伝	ワニマガジン社	1992	2/2
T3	ranpo-amuneshia-nijuuichi-banme-no-jinkaku	乱歩アムネシア二十一番目の人格	コアマガジン	2023	0/3
T3	reflex-1987	Reflex	白夜書房	1986	6/6
T3	refrain-1992	リフレイン	白夜書房	1992	0/1
T3	rein	Rein	コアマガジン	1998	1/1
T3	reinou-tantei-miko	霊能探偵ミコ	ワニマガジン社	1994	7/7
T3	renkashou	恋華抄	コアマガジン	2023	1/3
T3	reppuutai-soudouki	烈風隊騒動記	白夜書房	1991	1/1
T3	ritou-no-umi	りとうのうみ	ワニマガジン社	2011	0/1
T3	rokugatsu-no-oka-no-hinageshi	六月の丘のひなげし	コアマガジン	2013	0/1
T3	romantic-nishida-2020	ロマンティック	茜新社	2020	0/1
T3	romantic-porno	ロマンチックポルノ	コアマガジン	2018	0/1
T3	sabi-no-yume	錆のゆめ	フランス書院	2016	0/2
T3	sajou-rihito-no-chichi-to-sono-buka	佐条利人の父とその部下	茜新社	2025	0/2
T3	sakura-no-kuchibiru	さくらのくちびる	オークラ出版	1997	0/1
T3	sangokushi-f	三国志F	コアマガジン	2009	0/2
T3	sarasouju	沙羅双樹	白夜書房	1993	0/1
T3	secret-lady	シークレットレディ	久保書店	1990	1/1
T3	sedouka	SEDOUKA	ワニマガジン社	2008	0/1
T3	seifuku-otoko	征服男子。	オークラ出版	2021	0/2
T3	seikatsu-shidou-ai-no-namaiki-lesson	性活指導・愛の生イキレッスン	コアマガジン	2016	0/1
T3	seishoujo	聖少女	久保書店	1983	3/3
T3	seitansai	聖誕祭	茜新社	2015	0/1
T3	seitarounokoi	青太郎の恋	司書房	1989	1/1
T3	sekai-no-hate-no-juunanasai	世界の果ての十七歳	コアマガジン	2008	0/1
T3	sekkachi-pin-chan	せっかちピンちゃん	白夜書房	1997	0/1
T3	senpuu-no-iriya	旋風のイリヤ	フランス書院	1993	2/2
T3	sexy-danyuu-no-tachibana-san-ni-aisaresugite-komattemasu	セクシー男優の橘さんに、愛されすぎて困ってます!	オークラ出版	2019	0/5
T3	shangurira-no-tori	シャングリラの鳥	フランス書院	2019	0/3
T3	shin-hanayome-wa-juunanasai	新・花嫁は十七歳	オークラ出版	2019	0/2
T3	shinde-mo-omae-o-hanasanai	死んでもお前を離さない	オークラ出版	2014	0/2
T3	shinogi	シノギ	白夜書房	2002	1/2
T3	shinonome-tantei-ibunroku	東雲探偵異聞録	茜新社	2019	0/1
T3	shinpen-o-kiyometekara-denaoshitekudasaimase	身辺を清めてから出直してくださいませ	秋水社	2026	0/1
T3	shinsekai-blood-street	新世界ブラッドストリート	白夜書房	1996	1/1
T3	shippo-no-ki-mochi	しっぽのきもち	オークラ出版	2010	0/1
T3	shizuku-no-en	雫の艶	オークラ出版	2004	0/1
T3	shojohime	処女姫	コアマガジン	2023	0/1
T3	shoujo-no-enikki	少女の絵日記	久保書店	1983	1/1
T3	shoujonoshinwa	少女の神話	久保書店	1978	1/1
T3	skip-a-sweet-baby	Skip,a sweet baby	コアマガジン	2001	0/1
T3	sleeping-beauty-clinic	Sleeping beauty clinic	白夜書房	1993	2/2
T3	sleeping-dead	スリーピングデッド	フランス書院	2021	0/2
T3	sono-egao-ni-boku-no-yokkyuu-ha-genkai-toppa-shisou-desu	その笑顔に僕の欲求は限界突破しそうです?	コアマガジン	2018	0/1
T3	sora-to-hara	空と原	茜新社	2012	0/1
T3	sore-o-ai-dato-omounayo	それを愛だと思うなよ	オークラ出版	2009	0/1
T3	soreike-chanpon	それいけ!!ちゃんぽん	ワニマガジン社	1993	2/2
T3	sotsugyousei	卒業生	茜新社	2010	0/2
T3	spiral-over	スパイラル・オーヴァ	コアマガジン	1999	2/2
T3	stag-party	スタッグ・パーティー	白夜書房	1990	1/1
T3	study-after-school	STUDY AFTER SCHOOL	コアマガジン	1997	1/1
T3	suchuwaadesu-kanako-no-himitsu	スチュワーデス・加奈子のひみつ	フランス書院	1990	1/2
T3	suede-kirsch	スゥエード・キルシュ	白夜書房	1984	1/1
T3	suguru-kun-fight	スグルくんファイト!	コアマガジン	2021	0/2
T3	suiheisen-wa-yagate-matataku	水平線はやがて瞬く	フランス書院	2025	0/1
T3	sukidesu-to-surechigai	すきですとすれちがい	久保書店	1980	1/1
T3	surf-trip-boys	Surf trip boys?	オークラ出版	2009	0/1
T3	sweet-body-o-meshiagare	スイートボディを召しあがれ	オークラ出版	2012	0/1
T3	sweet-darling	すうぃーとダーリン	オークラ出版	2019	0/2
T3	sweet-sailor	Sweet・sailor	コアマガジン	2002	0/1
T3	tadaima-heart-konsen-chuu	ただいまハート❤混線中	白夜書房	1988	1/1
T3	taekwondoer-park	テコンダー朴	コアマガジン	2021	0/9
T3	taishou-karisomekon	大正仮初婚	秋水社	2022	0/2
T3	takanashi-kun-no-hanbun-wa-sado-de-dekiteimasu	高梨くんの半分はサドでできています	オークラ出版	2019	0/2
T3	takatora-kun-to-omegatachi	鷹虎くんとオメガたち	フランス書院	2024	0/2
T3	take-the-a-train	TAKE THE “A”TRAIN	ワニマガジン社	1997	1/1
T3	teens-paradise	ていーんず・パラダイス	司書房	1989	2/2
T3	teiitaimu	ティータイム	白夜書房	1986	7/7
T3	tennen-na-koroshiya-san-to-fuun-na-oyome-san	天然な殺し屋さんと不運なお嫁さん〈仮〉	フランス書院	2023	0/2
T3	tenzen-momoko-sakuhinshuu	天禅桃子作品集	コアマガジン	2017	0/4
T3	tobidasu-mousou	飛び出す妄想	久保書店	2005	0/1
T3	tokyo-shinjuu-2013	東京心中	茜新社	2013	0/2
T3	toriotoko-vs-sukuuruzamurai	鳥男vsスクール侍	コアマガジン	2007	0/1
T3	toshishita-joushi-to-torotoro-onsen	年下上司とトロトロ温泉	フランス書院	2019	0/2
T3	toshishita-kun-ga-asa-made-hanashite-kuremasentsu	年下くんが朝まで離してくれませんっ!	フランス書院	2020	0/3
T3	toshokan-no-yousei	図書館の妖精	司書房	1995	1/1
T3	totsugeki-kuratama-24-ji	突撃くらたま24時	白夜書房	2001	0/2
T3	trance	Trance	ワニマガジン社	1995	0/1
T3	triangle-mysterian	トライアングルミステリアン	白夜書房	1984	1/1
T3	trouble-evocation	Trouble evocation	茜新社	1999	3/3
T3	trouble-maker-2002	トラブルメイカー	コアマガジン	2002	1/3
T3	tsukikoi	月恋	コアマガジン	2013	0/1
T3	tsumugi-to-himitsu-no-amai-mission	つむぎと秘蜜の甘いミッション	フランス書院	2019	0/2
T3	turbo-lover	TURBO LOVER	ワニマガジン社	1993	2/2
T3	twins	TWINS	茜新社	1999	0/1
T3	two-sides-of-the-same-coin	Two sides of the same coin	フランス書院	2020	0/2
T3	ultra-m	ウルトラ-M	白夜書房	1990	1/1
T3	uma-uma	UMA・UMA	白夜書房	1990	1/1
T3	unmei-wa-boku-no-tonari	運命は僕の隣	コアマガジン	2009	0/1
T3	unmei-wa-maigo	運命は迷子	コアマガジン	2019	0/1
T3	unperfect-teacher	アンパーフェクト・ティーチャー	コアマガジン	2019	0/2
T3	ushinawareta-toki-o-motomete	失われた時を求めて	白夜書房	2007	0/2
T3	usotsukina-kimi-no-toriko	嘘つきなキミの虜	オークラ出版	2012	0/2
T3	utsunara-kataneba	打つなら勝たねば	白夜書房	2005	0/1
T3	uwasa-no-ouji-sama	うわさの王子様	オークラ出版	2009	0/1
T3	valkyrie	ワルキューレ	久保書店	1989	1/1
T3	vanilla-resort	バニラリゾート	コアマガジン	2012	0/2
T3	versus-earth-alternative	バーサスアース・オルタナティブ	久保書店	2023	0/5
T3	wagamamana-otoko	わがままな男	オークラ出版	2012	0/1
T3	waka	若!!	コアマガジン	2002	3/5
T3	wanko-to-nyanko	わんことにゃんこ	コアマガジン	2007	0/7
T3	warukute-hna-oji-sama-wa-are-mo-yappari-sugoindesu	ワルくてHなオジサマは、アレもやっぱり凄いんです!	オークラ出版	2019	0/4
T3	wasureru-otoko	忘れる男	フランス書院	2017	0/1
T3	watashi-o-kanrishitanowa-dosna-aitsu	私を管理したのは…ドSなアイツ	オークラ出版	2018	0/2
T3	watashi-to-neta-hito-dare-desu-ka	私と寝た人、誰ですか!?	フランス書院	2025	0/2
T3	wine-color-monogatari	ワインカラー物語	白夜書房	1984	1/1
T3	yajuu-shitsuji-no-ikenai-shitsuke	野獣執事のイケナイ躾け	オークラ出版	2017	0/1
T3	yakara-to-donkan	輩と鈍感	フランス書院	2020	0/2
T3	yami-ni-naku-hikari	闇に哭く光	オークラ出版	2019	0/2
T3	yannoka-koratsu	やんのかコラッ	白夜書房	1983	1/1
T3	yatouki	夜盗姫	司書房	2006	0/1
T3	yoi-nori	ヨイ×ノリ	コアマガジン	2021	0/2
T3	yoichi-to-tsugumo	与一とツグモ	フランス書院	2018	0/2
T3	yokan	予感	オークラ出版	2003	0/1
T3	yome-nusubito	ヨメヌスビト	オークラ出版	2018	0/1
T3	yoru-no-kyoushitsu	よるの教室	コアマガジン	2015	0/1
T3	yoru-o-hashirinukeru	夜を走り抜ける	オークラ出版	2018	0/2
T3	yotsumoji	よつもじ。	コアマガジン	2020	0/3
T3	yotsuya-koidan	四ツ谷恋談。	コアマガジン	2019	0/2
T3	you-are-my-religion	You are my religion	オークラ出版	2019	0/1
T3	yukemuri-journey	湯けむりジャーニー	オークラ出版	2012	0/2
T3	yuuwaku-recipe	誘惑レシピ	コアマガジン	2007	0/5
