title	kana	authors	vols	lacking
クラス転移したら、なぜか引きこもりの俺まで異世界に連れてかれたんだが : 俺だけのユニークギフト『自宅』は異世界最強でした.	クラステンイシタラナゼカヒキコモリノオレマデイセカイニツレテカレタンダガ:オレダ	しんこせい/白土悠介	[3]	巻不連続[3];v1書影無(楽天)
戦争めし 12 特集◎ペリリュー島〜昭和100年夏の奇蹟〜	センソウメシ	魚乃目 三太／著	[12]	巻不連続[12];v1書影無(楽天)
追放者食堂へようこそ! = CHEAP RESTAURANT OF OUTCAST! : 最強パーティーを追放された料理人は、冒険者食堂を開きます!	ツイホウシャショクドウエヨウコソ	君川優樹/つむみ	[11]	巻不連続[11];v1書影無(楽天)
病弱少女、転生して健康な肉体〈最強〉を手に入れる : 友達が欲しくて魔境から旅立ったのですが、どうやら私の魔法は少しおかしいようです!?	ビョウジャクショウジョテンセイシテケンコウナニクタイサイキョウオテニイレル:トモ	アトハ/あらた伊里	[2]	巻不連続[2];v1書影無(楽天)
フシノカミ : 辺境から始める文明再生記.	フシノカミ:ヘンキョウカラハジメルブンメイサイセイキ	雨川水海/黒杞よるの	[11]	巻不連続[11];v1書影無(楽天)
交錯症候群	コウサクシンドローム	こっぺ	[1]	v1書影無(楽天)
ナマイキ女イカセ計画	ナマイキオンナイカセケイカク	尾白白尾	[1]	v1書影無(楽天)
大江戸ブラック・エンジェルズ. 黒き忠臣蔵編	オオエドブラック・エンジェルズ	平松伸二	[1]	v1書影無(楽天)
影狩りアンコール.	カゲガリアンコール	さいとう・たかを	[3]	巻不連続[3];v1書影無(楽天)
コミック乱ツインズセレクション : 剣客の天分	コミックランツインズセレクション:ケンカクノテンブン	さいとう・たかを/池波正太郎 原作・原案	[1]	v1書影無(楽天)
さいとう・たかを×池波正太郎時代劇画スペシャル. 絆之巻	サイトウ・タカオ×イケナミショウタロウジダイゲキガスペシャル	さいとう, たかを, 1936-2021/池波, 正太郎, 1923-1990	[1]	v1書影無(楽天)
悪の秘密結社ネコ = Evil secret society NEKO.	アクノヒミツケッシャネコ	ぱんだにあ	[5]	巻不連続[5];v1書影無(楽天)
悪役令嬢に転生できなかったので悪女をこらしめます	アクヤクレイジョウニテンセイデキナカッタノデアクジョオコラシメマス	しいなかずき	[1]	v1書影無(楽天)
いじめの仕返しは先生にお任せ. Volume.	イジメノシカエシワセンセイニオマカセ	初枝れんげ/みまわがお	[4]	巻不連続[4];v1書影無(楽天)
お人好し冒険者、転生少女を拾いました.	オヒトヨシボウケンシャ、テンセイショウジョオヒロイマシタ	平成オワリ, U35/高野裕也	[4]	巻不連続[4];v1書影無(楽天)
オルクセン王国史 = History of the Kingdom of the Orcsen : 野蛮なオークの国は、如何にして平和なエルフの国を焼き払うに至ったか.	オルクセンオウコクシ	樽見京一郎/野上武志	[7]	巻不連続[7];v1書影無(楽天)
くっ殺ヒロインズ. SP27	クッコロヒロインズ		[27]	巻不連続[27];著者無;v1書影無(楽天)
修羅場姫.	シュラバヒメ	ふうこさくら/照り焼き	[2]	巻不連続[2];v1書影無(楽天)
正義のヒロイン淫魔堕ち : サキュバス暴走性欲で敗北アクメ	セイギノヒロインインマオチ:サキュバスボウソウセイヨクデハイボクアクメ		[1]	著者無;v1書影無(楽天)
ゾン100 = BUCKET LIST OF THE DEAD : ゾンビになるまでにしたい100のこと.	ゾンヒャク	麻生羽呂/高田康太郎	[23]	巻不連続[23];v1書影無(楽天)
TS淫紋 : メスの身体ってこんなにキモチイイんだ	ティーエスインモン:メスノシンタイッテコンナニキモチイインダ		[1]	著者無;v1書影無(楽天)
TS孕ませ : 女体化してママになっちゃいました	ティーエスハラマセ:ニョタイカシテママニナッチャイマシタ		[1]	著者無;v1書影無(楽天)
友達として好き.	トモダチトシテスキ	中庭羊子	[2]	巻不連続[2];v1書影無(楽天)
日本の漫画雑誌 = Japan's Manga Magazines : 幕末から終戦直後まで	ニホンノマンガザッシ	湯本豪一	[1]	v1書影無(楽天)
