class	title	sid	edition	imprint	isbn0	date0	min_numbered	numbered	頁
NOISBN	とんくうの珍遊記	68413	standard			1957-12	1958-02	1,2	
NOISBN	とんち裁判	8445	bunkobon	おもしろ漫画文庫		1953-12	1957-07	2	
NOISBN	どろぼう天使	38759	deluxe	ティーン・コミックス・デラックス		1972-10-10	1980-07	1	dorobou-tenshi
NOISBN	なんじゃもんじゃ博士	28571	standard			1979-09	2003-10-25	1	nanjamonja-hakase
NOISBN	なんじゃもんじゃ博士	28571	standard			1979-09	2003-10-25	1	nanjamonja-hakase
NOISBN	なんじゃもんじゃ博士	28571	standard			1979-09	2003-10-25	1	nanjamonja-hakase
NOISBN	ねじ式	31600	bunkobon	小学館文庫		1976-04-20	1995-01	1	nejishiki
NOISBN	のんき君	34819	standard	芳文社コミックス		1980-05	1981-03	1,2,3	
NOISBN	ひみつのアッコちゃん	55838	standard			1963-02	1998-04-10	1,2,3,4	himitsu-no-akko-chan
NOISBN	ふたりでチェリー	50364	standard	Star comics		1984-10	1984-10-20	1	
NOISBN	ふたりでチェリー	50364	standard	Star comics		1984-10	1984-10-20	1	
NOISBN	ほのぼの君	9661	standard			1959	1996-03	1	honobono-kun
NOISBN	ぼけなすクン	70524	standard	アクション・コミックス		1983-05-14	1987-02	3	
NOISBN	まかせなさいっ!	40837	standard	光文社コミックス		1986-02	1994-04-30	1	makasenasaitsu
NOISBN	まんがで読む古事記倭建命	8885	standard			2013-04	2013-05	1	manga-de-yomu-kojiki-yamato-takerunomikoto
NOISBN	まんがで読む古事記倭建命	8885	standard			2013-04	2013-05	1	manga-de-yomu-kojiki-yamato-takerunomikoto
NOISBN	めとろガール	10393	standard	近代麻雀コミックス		1992-01	1992-09	2	
NOISBN	よりきり君	72071	standard	芳文社コミックス		1982-04	1983-11	3,4,5	
NOISBN	わたしそんなに変かしら?	72314	standard	りぼんマスコットコミックス		1976-11	1978-12-10	2	
NOISBN	アイドルが危ない	72505	standard	ベル・コミックス・スペシャル		1984-12-06	1985-03-05	2	
NOISBN	アミクスエルゴン	19340	standard			1993-10	1994-10	2,3,4	
NOISBN	アラビアン狂想曲	56639	standard			1978-12-30	1985-03	1	arabian-kyousoukyoku
NOISBN	アリと巨人	34953	standard	手塚治虫全集		1965-07	2008-01	1	ari-to-kyojin
NOISBN	アリと巨人	34953	standard	手塚治虫全集		1965-07	2008-01	1	ari-to-kyojin
NOISBN	アリと巨人	34953	standard	手塚治虫全集		1965-07	2008-01	1	ari-to-kyojin
NOISBN	イボグリくん	41945	standard	アクションコミックス		1982-12-24	1992-06-28	1	
NOISBN	エラヅヨの殺し屋	15197	standard	近代麻雀コミックス		1982-12-25	1983-05-20	2	
NOISBN	オシャカ坊主列伝	49412	standard	アクションコミックス		1973-02-10	1973-08-01	2,3	
NOISBN	カックン親父	22684	standard			1959-03	1970-03-30	2,4,5,6,17,19,22,23	
NOISBN	カバ丸外伝	139720	standard	マーガレットコミックス		1983-01-30	1983-10-30	1	
NOISBN	キスは災いのはじまり	17129	standard	講談社コミックスビーラブ		1996-05-13	1997-05	1	kisu-wa-wazawai-no-hajimari
NOISBN	キメイラ	1822	standard	Bamboo comics		1994-01	1994-06-17	2,3	chimera
NOISBN	キメイラ	1822	standard	Bamboo comics		1994-01	1994-06-17	2,3	chimera
NOISBN	ギロチンの爪	75879	standard	ワニマガジン・コミックス		1987-12-01	1988-01-01	2	
NOISBN	クシー君の発明	30494	standard			1980-05-25	1998-02-20	1	xi-kun-no-hatsumei
NOISBN	クリちゃんのアフリカ動物旅行	19785	standard			1967	1991-02-01	1	kuri-chan-no-afurika-doubutsu-ryokou
NOISBN	グレートマジンガー	47167	standard	St comics		1989-09-10	1995-11-10	1	
NOISBN	グレープフルーツストロベリー	3937	standard	PFビッグコミックス		1982-07	1982-07-20	1	grapefruit-strawberry
NOISBN	ケイコとマッチン	5500	standard			1976-02-10	1976-11	1	
NOISBN	コロコロ太郎	8459	standard			1936-02	1947-04	1,2,3,4,5,6	
NOISBN	コロコロ太郎	8459	standard			1938-10	1947-04	1,2,3,4,5,6	
NOISBN	ゴキブリ刑事	76866	standard	芳文社コミックス		1973-06-01	1982-05	8	
NOISBN	ゴキブリ刑事	76866	standard	芳文社コミックス		1979-06-01	1982-05	8	
NOISBN	ゴキブリ刑事	76866	standard	芳文社コミックス		1974-02-01	1982-05	8	
NOISBN	サイボーグ009その世界	45219	standard			1978-04-25	1998-04	1	cyborg-009-sono-sekai
NOISBN	サザエさんうちあけ話	38045	standard			1979-10-08	2016-03	1	
NOISBN	ザ・ドリフターズ101のひみつ	77384	standard	小学館の101コミックス		1976-10	1977-01-25	2	
NOISBN	ジャック	77922	standard	バンブーコミックス		1992-01	1992-11	2,3	
NOISBN	ジュン	45226	standard			1968-06-25	2011-09-16	1,2,3,4	jun-ishinomori
NOISBN	ジュン	45226	standard			1975-03-28	2011-09-16	1,2,3,4	jun-ishinomori
NOISBN	スガル	125444	bunkobon	小学館文庫		1977-01	1977-01-20	1	
NOISBN	スクランブル効果	20606	standard			1991-11-08	2016-05	1	scramble-kouka
NOISBN	スピード太郎	47712	standard			1949-07-31	1950-09	1,2	
NOISBN	スピード太郎	47712	standard			1935-10	1950-09	1,2	
NOISBN	スーパーマリオブラザーズ2	43246	standard	わんぱっくコミックス		1986-12-30	1987-08-20	2,3	
NOISBN	スーパーマリオランド	18400	deluxe	KCデラックス		1989-08-17	1989-12-16	2,3,4	super-mario-land
NOISBN	スーパー太平記	34989	standard			1959-04	2007-08	1	super-taiheiki
NOISBN	セブンスター・ブルース	78992	standard	プリンセス・コミックス		1979-02	1979-02-10	1	
NOISBN	セブンスター・ブルース	78992	standard	プリンセス・コミックス		1979-02	1979-02-10	1	
NOISBN	セーラー服反逆同盟	1319	standard	少年キャプテンコミックス		1987-05	1987-05-20	1	
NOISBN	タイムトラベル大冒険	27190	standard			1991-03	1992-09-30	2,3	
NOISBN	タップ君の探偵室	53250	standard	アニメージュコミックススペシャル		1994-01-10	1994-10	1	tap-kun-no-tantei-shitsu
NOISBN	ダイヤ少女	79407	standard			1978-06-15	1982-11-06	1,2,3	daiyashoujo
NOISBN	ダイヤ少女	79407	standard			1978-07-15	1982-11-06	1,2,3	daiyashoujo
NOISBN	テン	80031	standard	バルプリティ Kobunsha comics		1991-07	1994-03	2	
NOISBN	トーキョー原人	30665	bunkobon	立風漫画文庫		1980-10	1980-10-15	2	
NOISBN	ネコ七先生	15914	standard			1940-06	1948-10-10	1,3	
NOISBN	ハイウェイスター	42705	standard	アクション・コミックス		1979-10	1979-10-30	1	haiueisutaa
NOISBN	ハイパー・ゾーン	30924	standard	アニメージュコミックス		1985-05	1985-08	2	
NOISBN	ハイパー・ゾーン	30924	standard	アニメージュコミックス		1985-05	1985-08	2	
NOISBN	ハナ子さん	18609	standard			1942-08	1955-07	2	
NOISBN	ハブ捕り	17350	standard			1982-04	1995-10	1	habutori
NOISBN	バイトくん	40455	standard			1977-11-10	1979-02-20	2,3	baito-kun
NOISBN	バラ物語	38692	standard	花とゆめコミックス		1979-09-20	1983-03-15	4	
NOISBN	パチンカー人別帳	16120	standard	コミック1000		1977-03	1977-08-05	5	
NOISBN	パチンカー人別帳	16120	standard	ペリカンブックス		1976-01-25	1976-02-25	2	
NOISBN	ビッグコミック 別冊 ゴルゴ13シリーズ	126825	standard			1971-06-01	1972-04-01	33,34,47,48,49,50,52,56	
NOISBN	ファイヤー!	11314	standard			1972-12-18	2023-01	1,3	fire
NOISBN	フェザータッチ・オペレーション	54199	standard	ペーパームーン コミックス		1984-08-10	1986-06-10	2,3	feathertouch-operation
NOISBN	ブルーベリードール	48113	standard	Hard comics		1987-07-10	1997-05	1	blueberry-doll
NOISBN	ヘンなくだもの	39813	standard	マンサンコミックス		1986-05-05	1998-10	1	henna-kudamono
NOISBN	ベビードールちゃん	83961	standard			1984-06	1986-01-10	2	
NOISBN	ボクちゃんの戦場	84229	standard	ほるぷ平和漫画シリーズ		1983-11	1985-10-15	1	
NOISBN	ボクちゃんの戦場	84229	standard	ほるぷ平和漫画シリーズ		1983-11	1985-10-15	1	
NOISBN	ボクちゃんの戦場	84229	standard	ほるぷ平和漫画シリーズ		1983-11	1985-10-15	1	
NOISBN	ボディガード牙	8323	standard	サンケイコミックス		1977-09-01	1982-06	1,3,4,5	
NOISBN	ポコチン共和国	30668	bunkobon	立風漫画文庫		1976	1978-07	2	
NOISBN	マインドサイズ	43845	standard	VAL Kobunsha comics		1988-06	1988-06-30	1	mind-size
NOISBN	マコとルミとチイ	35052	standard			1981-12	1981-12-30	1	mako-to-rumi-to-chii
NOISBN	マッチ一本の話	28492	standard			1979-06-30	1998-12	1	match-ippon-no-hanashi
NOISBN	マリリン・モンロー	84850	standard			1973	1981-06	1	
NOISBN	マンがたりShizuoka	145183	standard			2012-03	2014-03	2	
NOISBN	マンションネコの興味シンシン	38381	standard	VARIETY BOOK		1984-04	1984-10	2	mansion-neko-no-kyoumi-shinshin
NOISBN	ミッドナイトはりねずみ	26275	standard	りぼんマスコットコミックス		1981-07	1981-07-20	2	
NOISBN	ユニコ	35066	standard	ギフトブック		1977-11-05	1978-04	2,3	unico
NOISBN	ユニコ	35066	standard	ギフトブック		1977-11-05	1978-04	2,3	unico
NOISBN	ユフラテの樹	35069	standard	スターコミックス		1975-08-30	1987-10-01	1	yufurate-no-ki
NOISBN	リンド3!	86873	standard	アクション・コミックス		1979-10-15	1980-03-01	2,3	rindo-3
NOISBN	レコスケくん	18485	standard			2001-12-01	2007-11	1	rekosuke-kun
NOISBN	ロリコンしましょ	29550	standard	LE・コミックス		1987-02-10	1988-09-10	2	
NOISBN	一万十秒物語	10221	standard	花とゆめコミックス		1981-03-25	1983-06-23	2,3	ichiman-jiyuubiyou-monogatari
NOISBN	三丁目の暗黒街	87968	standard	芳文社コミックス		1981-10	1983-02	2	
NOISBN	三人きょうだい	5931	standard	りぼんマスコットコミックス		1972-02	1973-05-10	4	
NOISBN	三原順自選複製原画集	32834	standard	チェリッシュ・ギャラリー		1979	1984-04-25	2	
NOISBN	五十子さんの日	10222	standard	フラワーコミックス		1978-02	1978-02-20	1	
NOISBN	五十子さんの日	10222	standard	フラワーコミックス		1978-02	1978-02-20	1	
NOISBN	仮想恋愛	27625	standard			1982-06	2015-07	1	kasou-love
NOISBN	修羅雪姫	56330	standard	劇画king series		1973-06-25	1973-07-30	2,3	shurayukihime
NOISBN	俺は海族	90112	standard	アクション・コミックス		1982-04	1982-07	2	
NOISBN	六神合体ゴッドマーズ	45538	standard			1982-01	1982-03	2	
NOISBN	冒險ダン吉	15925	standard			1934-08	1934-08-12	1	
NOISBN	凸凹黒兵衞	51689	standard			1933-08	1934-09	1	
NOISBN	凸凹黒兵衞	51689	standard			1934-05	1934-09	1	
NOISBN	出世だんご山	91439	standard			1957-08-01	1957-09-25	1,3	
NOISBN	劇画ヒットラー	49749	standard			1972-03-01	2003-02	1	gekiga-hitler
NOISBN	劇画マルクス	25874	standard			1972-06-10	1981-05	1	gekiga-marukusu
NOISBN	劇画家畜人ヤプー	45325	standard			1971	2010-03-18	1	
NOISBN	千匹の忍者	10938	standard			1966	1990-10	1	senbiki-no-ninja
NOISBN	卑怯者の島	50769	standard			2015	2015-07	1	hikyoumono-no-shima
NOISBN	卑怯者の島	50769	standard			2015	2015-07	1	hikyoumono-no-shima
NOISBN	卓のドッカーン	92407	bunkobon	立風漫画文庫		1978-04	1979-11	2	
NOISBN	博士と助手	92475	standard	桃芸社コミックス		2008-05	2010-02	1	hakase-to-joshu
NOISBN	博士と助手	92475	standard	桃芸社コミックス		2008-08	2010-02	1	hakase-to-joshu
NOISBN	博士と助手	92475	standard	桃芸社コミックス		2008-08	2010-02	1	hakase-to-joshu
NOISBN	博士と助手	92475	standard	桃芸社コミックス		2008-02	2010-02	1	hakase-to-joshu
NOISBN	博士と助手	92475	standard	桃芸社コミックス		2008-05	2010-02	1	hakase-to-joshu
NOISBN	合葬	44142	standard			1983-05-15	2012-05	1	gassou
NOISBN	唐獅子警察	33248	standard	芳文社コミックス		1973-09-01	1973-11-01	2,3	
NOISBN	喜劇新思想大系	41962	bunkobon	秋田漫画文庫		1976-07-20	1976-08	1	kigeki-shinshisou-taikei
NOISBN	地獄に堕ちた教師ども	26938	standard			1981-07-15	2016-10	1	jigoku-ni-ochita-kyoushidomo
NOISBN	夕日くん	6974	standard			1975	1984-10	1	yuuhi-kun
NOISBN	夕日くん	6974	standard			1970-11-25	1984-10	1	yuuhi-kun
NOISBN	夙流忍法カムイ外伝	31684	standard	ゴールデン・コミックス		1966-05-15	1966-12-20	2	
NOISBN	夜がこわい!呪われた人形	94357	standard	ヒットコミックス		1986-03	1986-03-06	1	
NOISBN	夜と薔薇	20447	standard			1987-08-01	2003-01	1	yoru-to-bara
NOISBN	夢のQ-saku	31853	standard			1982-12	2000-04	1	yume-no-kyuusaku
NOISBN	大江戸相撲列伝	45343	standard			1992-04-20	2008-06	1	ooedo-sumou-retsuden
NOISBN	天使たちの街	95117	standard	Personal you		1986-07	1987-06	2	tenshitachi-no-machi
NOISBN	天空祭	95400	standard			1987-12-15	1998-06	1	
NOISBN	奴らの戦場	38207	standard	SPコミックス		1982-04	2001-10	1	yatsura-no-senjou
NOISBN	好きで好きでたまらない	17030	standard	講談社コミックスデザート		2002-04-11	2003-04-11	1	suki-de-suki-de-tamaranai
NOISBN	姫	36376	standard			1975-08-10	1976-12-20	3,4	
NOISBN	嬲り者	37466	standard			1994-04	2017-10	1	naburimono
NOISBN	嬲り者	37466	standard			1994-04	2017-10	1	naburimono
NOISBN	嬲り者	37466	standard			1994-04-25	2017-10	1	naburimono
NOISBN	学園英雄伝説	96694	standard	Out comics		1990-06	1992-01	2	
NOISBN	山原バンバン	12961	standard			1994-03-30	2004-10	1	yamahara-banban
NOISBN	山岸凉子	44258	standard	ロマンコミック自選全集		1978-07	1978-07-01	1	
NOISBN	山本風太郎くん	17320	standard	廣済堂コミックス		1985-11	1986-06	2	yamamoto-fuutarou-kun
NOISBN	山藤章二のブラック=アングル	15462	standard			1978-07	1980-04	2,3,4,5,6,7,8,9	yamafuji-shouji-no-black-anguru
NOISBN	山藤章二のブラック=アングル	15462	bunkobon	新潮文庫		1981-01-05	1981-02	1	yamafuji-shouji-no-black-anguru
NOISBN	山藤章二の似顔絵塾	15463	standard			1982-11-30	1991-10	1	yamafuji-shouji-no-nigaoe-juku
NOISBN	島村さんちのこどもたち	98066	standard	ラポートコミックス		1989-07	1989-07-25	1,2,3	
NOISBN	幕末風雲録	98324	standard	AkeBono Comics		1976-11-15	1978-05-20	3	
NOISBN	平原太平記	35153	standard	手塚治虫漫画全集		1977-07	1977-07-15	1	heigen-taiheiki
NOISBN	忍者武芸帳	31693	standard			1961-02	1970-06-10	1,2,3,4,5,6,7,8	ninja-bugeichou
NOISBN	思いきり!青子	99697	standard			1984-03-01	1985-04-20	3	
NOISBN	怨歌劇場	22689	standard			1980-01-31	2016-05	1	enkagekijou
NOISBN	怪人アッカーマン	17321	standard	アクションコミックス		1979-06-05	1979-09-01	2,3,4,5,6	kaijin-akkaaman
NOISBN	怪人無礼講ララバイ	1141	standard			1990-03-03	1999-04	1	kaijin-bureikou-lullaby
NOISBN	恋愛白書パステルまるごと1冊山口ねね	154182	standard	恋愛白書パステル増刊		2015-06	2017-01	2	
NOISBN	恋愛白書パステルまるごと1冊山口ねね	154182	standard	恋愛白書パステル増刊		2015-06	2017-01	2	
NOISBN	恐怖のテレパシー	33794	standard	ヒット・コミックス		1983-09-06	1987-05-16	1	kiyoufu-no-telepathy
NOISBN	恐怖のテレパシー	33794	standard	ヒット・コミックス		1984-09-16	1987-05-16	1	kiyoufu-no-telepathy
NOISBN	悪夢城の主	53471	standard	Eyes comics		2008-05-30	2009-05	1	akumujou-no-aruji
NOISBN	悪太郎	56131	standard	中沢啓治平和マンガシリーズ		1986-12-20	1996-12	1	
NOISBN	悪魔くん	49817	standard			1973	2010-06	1,2,3	akuma-kun
NOISBN	悪魔伝の七騎士	127701	standard	少年サンデーコミックス		1978-06	1978-06-15	1	
NOISBN	悪魔伝の七騎士	127701	standard	少年サンデーコミックス		1978-06	1978-06-15	1	
NOISBN	悪魔伝の七騎士	127701	standard	少年サンデーコミックス		1978-06	1978-06-15	1	
NOISBN	悪魔伝の七騎士	127701	standard	少年サンデーコミックス		1978-06	1978-06-15	1	
NOISBN	愛のスケッチブック	5510	standard	リラ・ポエムズ		1976-05-10	1977-05-10	2	
NOISBN	戦国獅子伝	45556	standard	アクションコミックス		1974-03-01	1991-01-15	5	
NOISBN	戦場で…!?	47437	standard	Out comics		1987-05	1987-06	2	
NOISBN	手塚治虫のすべて	35188	standard			1981-04	1988-01	1	tezuka-osamu-no-subete
NOISBN	托卵	5022	standard			1991-01-12	2001-11-25	1	takutamago
NOISBN	政権伝説	102816	standard	コミケット叢書		1998-12-29	1999-01-25	1	
NOISBN	政界の暗雲	102818	standard			2008-01	2008-03	2,3,4,5,6,45	
NOISBN	散歩しながらうたう唄	20449	standard			1986-07-25	2003-01	1	sanpo-shinagara-utau-uta
NOISBN	文化人類ぎゃぐ	40782	standard	ACTION COMICS		1986-08	1986-08-07	1	bunka-jinruigyagu
NOISBN	新元禄太平記	31362	standard	ジャンプスーパー・コミックス		1980-11	1980-11-15	1	shin-genroku-taiheiki
NOISBN	新怪物くん	103154	standard	パワァコミックス		1975-10-10	1976-08	2,3	
NOISBN	新漫画文学全集	19072	standard	SUN COMICS		1967-12-15	1969	2	shin-manga-bungaku-zenshuu
NOISBN	旅人くん	48340	standard			1976	2001-09	1,2	tabibito-kun
NOISBN	旅人くん	48340	standard			1975	2001-09	1,2	tabibito-kun
NOISBN	昭和情話	30692	standard			1974-06-20	1976	2	
NOISBN	時空間神話	16800	standard	Sakuga groupシリーズ		1988-05-20	1995-05	2	
NOISBN	普通の人	55029	standard	宝島comics		1982-12	1989-11-25	1	futsuu-no-hito
NOISBN	月姫	156698	standard	Missy comics		2002-02-28	2002-04-30	2,3,4,8,9,10,12	
NOISBN	東西妖怪図絵	49851	standard			1975	2017-02	1	touzai-youkai-zue
NOISBN	極楽町一丁目	9023	standard			1999-07	2000-07-30	1	gokurakumachi-itchoume
NOISBN	武士の魂	1076	standard	アクション・コミックス		1987-07	1987-07-09	1	bushi-no-tamashii
NOISBN	死神少年キム	31703	bunkobon	小学館文庫		1978-08-20	1999-09	1	shinigami-shounen-kim
NOISBN	水筒	17355	standard			1984-07	1995-05	1,3	suitou
NOISBN	水魔宮・天魔宮	106603	standard	Le comics		1991-08	1991-08-15	2	
NOISBN	江戸ッ子健ちゃん	34004	standard			1982-06	1992-10	1	edokko-ken-chan
NOISBN	江戸ッ子健ちゃん	34004	standard			1936-12	1992-10	1	edokko-ken-chan
NOISBN	江戸ッ子健ちゃん	34004	standard			1957-01	1992-10	1	edokko-ken-chan
NOISBN	津雲むつみ傑作選	123840	standard	ほんとうに泣ける話増刊		2014-10	2015-03	2,3,4,5,6,7,8,9	
NOISBN	津雲むつみ傑作選	123840	standard	ほんとうに泣ける話増刊		2014-10	2015-03	2,3,4,5,6,7,8,9	
NOISBN	漫画四人書生	107841	standard			2000-01	2012-08	1	
NOISBN	漫画四人書生	107841	standard			1931-03	2012-08	1	
NOISBN	漫画家残酷物語	48352	standard	シリーズ黄色い涙		1975-12-20	2003-06-15	1,2	manga-ka-zankoku-mono-gatari
NOISBN	火の鳥	35302	standard			1978-07-25	1978-11	1,2,3,4,5,6,7,8	hinotori
NOISBN	火の鳥	35302	standard			1978-07-25	1978-11	1,2,3,4,5,6,7,8	hinotori
NOISBN	火の鳥	35302	standard			1978-08-15	1978-11	1,2,3,4,5,6,7,8	hinotori
NOISBN	火の鳥	35302	standard			1978-08-05	1978-11	1,2,3,4,5,6,7,8	hinotori
NOISBN	火の鳥	35302	standard			1978-08-05	1978-11	1,2,3,4,5,6,7,8	hinotori
NOISBN	火の鳥	35302	standard			1970-07-20	1978-11	1,2,3,4,5,6,7,8	hinotori
NOISBN	火の鳥	35302	standard			1970-03-30	1978-11	1,2,3,4,5,6,7,8	hinotori
NOISBN	火の鳥	35302	standard			1969-12-25	1978-11	1,2,3,4,5,6,7,8	hinotori
NOISBN	火の鳥	35302	standard	COM名作コミックス		1969-11-15	1970-12-01	1	hinotori
NOISBN	火の鳥	35302	standard	COM名作コミックス		1968-12-20	1970-12-01	1	hinotori
NOISBN	火の鳥	35302	standard	COM名作コミックス		1968-08-25	1970-12-01	1	hinotori
NOISBN	火喰鳥	52114	standard			1974-09-30	1979-07-01	1,2	hikuidori
NOISBN	火星探険	108097	standard			1980-08-10	2003-01	1	kasei-tanken
NOISBN	無明童子	108270	standard	Out comics		1989-06	1992-04	3	
NOISBN	煌々たる雀星	108343	standard	KINDAIMAHJONG COMICS		1990-09-21	1991-11-30	3	
NOISBN	理髪店主のかなしみ	5025	standard			1985-11	1995-08	1	rihatsu-tenshu-no-kanashimi
NOISBN	生きる	1143	standard			1986-06	1986-10	1,2	ikiru
NOISBN	町子たんぺん傑作集	38059	standard			1950-02	2002-04-01	1	
NOISBN	白き船の恋歌	21849	bunkobon	集英社漫画文庫		1978-09	1979-03-31	2	
NOISBN	白昼夢	160267	standard	ミルキーウェイbook		1999-10	2000-03	2	
NOISBN	私はバカになりたい	26945	standard			1982-03-20	2018-05	1	watashi-wa-baka-ni-naritai
NOISBN	私を墓に埋めないで!	33800	standard	ヒット・コミックス		1986-04	1986-04-06	1	watashi-o-haka-ni-umenaide
NOISBN	紅い花	31626	bunkobon	小学館文庫		1976-04-20	1995-01	1	akai-hana-1976
NOISBN	紅犯花	19558	standard			1970	1989-07	1	kouhanka
NOISBN	結作物語	30698	standard	アクション・コミックス		1972-12-20	1973-08-10	2,3,4,5,8,9,10,11	
NOISBN	羅陵王	10048	standard	Jets comics		1980-01-31	1988-01-31	1	raryouou
NOISBN	羊のうた	44521	standard			2000-05	2003-12	1,2,3,4,5,6,7	hitsuji-no-uta
NOISBN	美代子阿佐ヶ谷気分	46138	standard			1979-10-30	2000-07	1	miyoko-asagaya-kibun
NOISBN	翼ある者	38808	standard	講談社コミックスフレンド		1980-08	1980-08-15	1	tsubasa-aru-mono
NOISBN	蒼空にある林苑	54534	standard			1983-12-02	1987-03-02	2	sora-ni-aru-mori
NOISBN	薔薇に口づけ	114773	standard	サンリオロマンスコミックス		1984-08	1989-09	1	
NOISBN	薔薇色ノ怪物	31861	standard			1982-07	2000-02	1	barairo-no-kaibutsu
NOISBN	虫られっ話	35339	standard			1981-04	1995-02	1	mushirare-ppanashi
NOISBN	蜜蜂の冒険	43567	standard			1981-08-28	2014-03	1	mitsubachi-no-bouken
NOISBN	螢のレシピ	39002	standard	AC		2002-07-12	2002-12-10	1	
NOISBN	街の灯	52793	standard			1979-05-25	2003-04	1	machi-no-hi
NOISBN	裂かれた花嫁	7212	standard	ワールドコミックス		1978-12-10	1990-08-20	1	
NOISBN	観たり撮ったり映したり	35343	standard			1987-01	1995-11	1	mitari-tottari-utsushitari
NOISBN	貧困魔境伝ヒヤパカ	15495	standard			1989-12-20	1999-12	1	hinkon-makyou-den-hiyapaka
NOISBN	赤ヒ夜	41808	standard			1985-12	2013-03	1	akai-yoru
NOISBN	赤塚不二夫1000ページ	56007	standard			1975-11-15	1998-12-10	1	akatsuka-fujio-1000-peeji
NOISBN	赤目	31720	bunkobon	小学館文庫		1978-12	1998-10	1	akame
NOISBN	赤色エレジー	19561	bunkobon	小学館文庫		1976	2000-08	1	sekishoku-elegy
NOISBN	超短編傑作漫画集	26956	standard			1985-04-01	1989-04	1	
NOISBN	転機は勝機	24266	standard			1996-11	2008-03	3	
NOISBN	転機は勝機	24266	standard			1996-11	2008-03	3	
NOISBN	轟先生	24712	standard			1945-10	1950-07	1,2,3,4,5,6,7,8	
NOISBN	轟先生	24712	standard			1944-05	1950-07	1,2,3,4,5,6,7,8	
NOISBN	通り過ぎた季節	28011	standard	花とゆめCOMICS		1979-07-20	1980-09	2	
NOISBN	遊人ブランド	56223	standard	劇画キングシリーズ		1989-08	1990-07-20	2	yuujin-brand
NOISBN	鉄腕アトム	35350	standard			1965-04	1978-12	1,2,3,4,5,6,7,8	tetsuwan-atom
NOISBN	銀の三角	38009	standard			1982-08-15	1984-10-31	1	gin-no-sankaku
NOISBN	闇のレジェンド	9196	standard	Lovingコミックス		1990-05	1991-07-15	2	
NOISBN	闇の土鬼	45611	standard	講談社コミックス		1974-01-20	1974-02-20	2,3,4	yaminodoki
NOISBN	阿修羅伝・夜行鬼	117759	standard	ラポートコミックス		1988-12-25	1991-11	2,3	
NOISBN	零士のメカゾーン	43581	standard			1978-04	1979-06-30	2	
NOISBN	電人アロー	7807	standard			1965-04	1999-02-28	1,2,3	denjin-arrow
NOISBN	青への誘い	118357	standard	ラポートコミックス		1991-03-25	1993-06-25	2	
NOISBN	風が吹くとき	118644	standard			1982-07	1998-09	1	
NOISBN	首塚の李緒子	118909	standard	I.C = いずみコミックス		1988-09-15	1989-11-15	2	
NOISBN	高村聡	119056	standard			1992-10	1993-05	2	
NOISBN	高校鉄拳伝タフ	42063	standard	Shueisha jump remix		2001-05	2004-07	11,17,18	koukou-tekken-den-tough
NOISBN	魔女黒井ミサ	54741	standard	少年チャンピオン・コミックス		1982-11-05	1983-05	2	majo-kuroi-misa
NOISBN	魔界伝説	8989	standard	ラポートコミックス		1992-11-10	1995-01	2	makai-densetsu
NOISBN	麦ちゃん	39326	standard			1979-08	1980-11	2,3	
NOISBN	麦子さんの時間割	16086	standard	マーガレット・コミックス		1982-02-28	1982-03-30	2,3	
NOISBN	黒い雨にうたれて	56137	standard			1982-07	1995-08	1	kuroi-ame-ni-utarete
NOISBN	黒い雨にうたれて	56137	standard			1971-07-25	1995-08	1	kuroi-ame-ni-utarete
NOISBN	黒い雨にうたれて	56137	standard			1971-07-25	1995-08	1	kuroi-ame-ni-utarete
NOISBN	黒い雨にうたれて	56137	standard			1982-07	1995-08	1	kuroi-ame-ni-utarete
NOISBN	黒い雨にうたれて	56137	standard			1982-07	1995-08	1	kuroi-ame-ni-utarete
NOISBN	黒猫とピストル	120080	standard	マンサンコミックス		1985-03-27	1985-06-22	2,3	
NOPAGE	GUSH maniaEX	58919	standard	KAIOUSHA COMICS	9784877248611	2008-07	2010-07	1	
NOPAGE	Iruka	167083	standard		9784991283727	2023-07-29	2024-04-29	1,2,4	
NOPAGE	Worst	36839	standard	Akita top comics wide	9784253246927	2013-10	2018-09	1	
NOPAGE	あんたの相棒はオレなんで!	166784	standard	Shusui digital comics BLシリーズ	9784867782415	2026-06-15	2026-07-06	2	
NOPAGE	いろはの書き導べ	133930	standard	MFC	9784048113427	2025-03-12	2026-03-11	2	
NOPAGE	おあずけは、悪い夜の合図	134130	standard	Glanz BLcomics	9784434363252	2025-11-08	2026-04-18	2	
NOPAGE	お前になんか抱かれるか!	134495	standard	fleur comics	9784046851789	2025-08-13	2026-03-11	2	
NOPAGE	かりあげクンDX (デラックス)	34814	standard	ACTION COMICS	9784575998030	2018-06	2018-08	1	
NOPAGE	かわいいしっぽのかくしかた	134842	standard	drap COMICS DX	9784866539034	2025-09-29	2026-07-27	2	
NOPAGE	ひまちゃんと天国の面接	137038	standard	KITORA	9784046077141	2025-09-27	2026-05-22	2	
NOPAGE	びわっこ自転車旅行記	12963	standard	Bamboo comics	9784801952782	2015-07	2018-08	1	
NOPAGE	ふたりのけもの	137151	standard		9784046853042	2025-12-02	2026-06-27	2	
NOPAGE	まいぜんシスターズ	137443	standard	コロコロよみもノベル	9784092898165	2025-07-18	2026-03-30	2	
NOPAGE	まいにち鳥びより	137446	standard	POLARIS COMICS	9784866754017	2025-01-03	2026-04-27	2	
