判定	slug	題	疑い著者	書誌を引けた冊数	出所ISBN(この1冊だけ)	主著者	頁の著者欄
解説者疑い	tatakae-raamenman	闘将!!拉麺男	角田信朗	20	9784086177726	ゆでたまご	角田信朗/ゆでたまご
解説者疑い	tenchi-o-kurau	天地を喰らう	大沢在昌	15	9784086170260	本宮ひろ志	本宮ひろ志/大沢在昌
解説者疑い	tensai-renkinjutsushi-wa-kimama-ni-tabi-suru	天才錬金術師は気ままに旅する	茨木野	4	9784049158410	明日かかん	茨木野/明日かかん
解説者疑い	tensei-shitara-slime-datta-ken-bangaihen	転生したらスライムだった件番外編	伏瀬	4	9784065341063	高田裕三	高田裕三/伏瀬
解説者疑い	the-debut	ザ★デビュー	ホーム社	3	9784088497174	本田恵子	本田恵子/ホーム社/創美社
解説者疑い	the-idolmster-million-live-theater-days-4-komashiataa-no-nichijou	The idolm@ster million live!theater days 4コマシアターの日常	mizuki	3	9784758016537	ima/せるげい/たはらえむ/ひーりんぐ/バンダイナムコエンターテインメント/木漏	mizuki/せるげい/ima
解説者疑い	tiger-bunny-2	TIGER & BUNNY 2	バンダイナムコピクチャーズ	5	9784048114332	bnpictures/桂正和/榊原瑞紀/西田征史	桂正和/西田征史/バンダイナムコピクチャーズ/榊原瑞紀
解説者疑い	tokimeki-tonight	ときめきトゥナイト	原えりこ	46	9784086174213	池野恋	池野恋/原えりこ
解説者疑い	tokyo-guardian	トーキョー・ガーディアン	佐野真砂輝＆わたなべ京	7	9784049244076	わたなべ京/佐野真砂輝	佐野真砂輝＆わたなべ京/佐野真砂輝/わたなべ京
解説者疑い	touhou-sangetsusei	東方三月精	松倉ねむ	3	9784047072343	zun	松倉ねむ/比良坂真琴
解説者疑い	tsuihousareta-sareta-kajishi-wa-cheat-skill-de-densetsu-o-tsukurimakuru	追放された鍛冶師はチートスキルで伝説を作りまくる	茨木野	4	9784575419368	添宋	茨木野/添宋
解説者疑い	tsuki-no-yoru-hoshi-no-asa	月の夜星の朝	高橋陽一	12	9784086173858	本田恵子	高橋陽一/本田恵子
解説者疑い	tsukiji-uogashi-sandaime	築地魚河岸三代目	大石けんいち	42	9784091843562	はしもとみつお	はしもとみつお/大石けんいち
解説者疑い	ufo-robo-grendizer	UFOロボグレンダイザー	ダイナミックプロ	3	9784886533142	永井豪	岡崎優/桜多吾作/ダイナミックプロ
解説者疑い	uterus-of-za-blackgoat-kuroyagi-no-kobukuro	Uterus of the Blackgoat黒山羊の仔袋	ニトロプラス	4	9784046847720	春輝	春輝/ニトロプラス
解説者疑い	vampire-kiss	ヴァンパイア・キス	村上真紀	5	9784789780315	さいきなおこ	村上真紀/さいきなおこ
解説者疑い	wingman	ウイングマン	鳥山明	20	9784086173476	桂正和	桂正和/鳥山明
解説者疑い	yamato-shinsou-kaii-tan	ヤマト神想怪異譚	枢木ユウ	3	9784757597785	カバー株式会社/黒瀬浩介	黒瀬浩介/枢木ユウ
解説者疑い	youkai-manga-de-tanoshii-koten	妖怪マンガで楽しい古典	みずなともみ	5	9784055011747	小松和彦/山口秀昭	みずなともみ/武楽清/能松健七
解説者疑い	youkai-manga-de-tanoshii-koten	妖怪マンガで楽しい古典	能松健七	5	9784055011778	小松和彦/山口秀昭	みずなともみ/武楽清/能松健七
解説者疑い	yume-miru-wakusei	夢みる惑星	竹内オサム	7	9784091911117	佐藤史生	佐藤史生/竹内オサム
解説者疑い	yuushadan	勇者ダン	夏目房之介	3	9784091922632	手塚治虫	夏目房之介/手塚治虫
解説者疑い	zettai-reido	絶対麗奴	堀井甚五郎	26	9784877750794	とりマイア/華炎	華炎/明治カナ子/みさと美夕稀/とりマイア/紅迫青実/山田幸子/堀井甚五郎/白石明日香
解説者疑い	zettai-reido	絶対麗奴	白石明日香	26	9784877751043	とりマイア/華炎	華炎/明治カナ子/みさと美夕稀/とりマイア/紅迫青実/山田幸子/堀井甚五郎/白石明日香
