判定	slug	題	疑い著者	書誌を引けた冊数	出所ISBN(この1冊だけ)	主著者	頁の著者欄
アンソロジー疑い	mechamori-hontou-ni-atta-nama-koko-dake-no-hanashi-matsuri	めちゃ盛!本当にあった〔○生〕ここだけの話祭	高世えり子	7	9784832255210	みやもと茶子/カツピロ/安斎かなえ/薮犬小夏/鈴木ぺんた/高原けんじ	poko/カツピロ/かわぐちけい/安斎かなえ/犬養ヒロ/後藤ユタカ/高原けんじ/高世えり子/茶畑るり/渡辺志保梨/猫原ねんず/矢直ちなみ/薮犬小夏/遥那もより/鈴木ぺんた/ゆずきひなち/山下直/小谷梓/谷口未紗/康葉/愛内あいる/ナントカ/おぎのじゅんこ/天野こひつじ/チャールズ後藤/広田奈都美/斎藤かよこ/トノ・アンナ/まつうらゆうこ
アンソロジー疑い	mikeneko-holmes-no-bouken	三毛猫ホームズの冒険	佐々木みすず	5	9784253185394	大塚あきら/赤川次郎	夏見咲帆/佐々木みすず/瀬畑純/橋本多佳子/大塚あきら/風祭壮太/時友美如
アンソロジー疑い	mikeneko-holmes-no-bouken	三毛猫ホームズの冒険	夏見咲帆	5	9784253185356	大塚あきら/赤川次郎	夏見咲帆/佐々木みすず/瀬畑純/橋本多佳子/大塚あきら/風祭壮太/時友美如
アンソロジー疑い	mikeneko-holmes-no-bouken	三毛猫ホームズの冒険	橋本多佳子	5	9784253185356	大塚あきら/赤川次郎	夏見咲帆/佐々木みすず/瀬畑純/橋本多佳子/大塚あきら/風祭壮太/時友美如
アンソロジー疑い	nick-shadow-no-mayonaka-no-toshokan	ニック・シャドウの真夜中の図書館	くろいわこーじ	10	9784777190812	ニックシャドウ/睦月ムンク	沖田龍児/松久由宇/比古地朔弥/くろいわこーじ/ニック・シャドウ/梶山義博/月ヶ瀬ゆりの/七重正基/瀬芹つくね/佐伯紫江/西嶋まどか/菅野和姫/重柿うた/春乃えり/オコメタベロウ/サンゴ麻稀
アンソロジー疑い	nick-shadow-no-mayonaka-no-toshokan	ニック・シャドウの真夜中の図書館	佐伯紫江	10	9784777191024	ニックシャドウ/睦月ムンク	沖田龍児/松久由宇/比古地朔弥/くろいわこーじ/ニック・シャドウ/梶山義博/月ヶ瀬ゆりの/七重正基/瀬芹つくね/佐伯紫江/西嶋まどか/菅野和姫/重柿うた/春乃えり/オコメタベロウ/サンゴ麻稀
アンソロジー疑い	nick-shadow-no-mayonaka-no-toshokan	ニック・シャドウの真夜中の図書館	梶山義博	10	9784777190829	ニックシャドウ/睦月ムンク	沖田龍児/松久由宇/比古地朔弥/くろいわこーじ/ニック・シャドウ/梶山義博/月ヶ瀬ゆりの/七重正基/瀬芹つくね/佐伯紫江/西嶋まどか/菅野和姫/重柿うた/春乃えり/オコメタベロウ/サンゴ麻稀
アンソロジー疑い	nick-shadow-no-mayonaka-no-toshokan	ニック・シャドウの真夜中の図書館	比古地朔弥	10	9784777190874	ニックシャドウ/睦月ムンク	沖田龍児/松久由宇/比古地朔弥/くろいわこーじ/ニック・シャドウ/梶山義博/月ヶ瀬ゆりの/七重正基/瀬芹つくね/佐伯紫江/西嶋まどか/菅野和姫/重柿うた/春乃えり/オコメタベロウ/サンゴ麻稀
アンソロジー疑い	nick-shadow-no-mayonaka-no-toshokan	ニック・シャドウの真夜中の図書館	沖田龍児	10	9784777190881	ニックシャドウ/睦月ムンク	沖田龍児/松久由宇/比古地朔弥/くろいわこーじ/ニック・シャドウ/梶山義博/月ヶ瀬ゆりの/七重正基/瀬芹つくね/佐伯紫江/西嶋まどか/菅野和姫/重柿うた/春乃えり/オコメタベロウ/サンゴ麻稀
アンソロジー疑い	nick-shadow-no-mayonaka-no-toshokan	ニック・シャドウの真夜中の図書館	瀬芹つくね	10	9784777190812	ニックシャドウ/睦月ムンク	沖田龍児/松久由宇/比古地朔弥/くろいわこーじ/ニック・シャドウ/梶山義博/月ヶ瀬ゆりの/七重正基/瀬芹つくね/佐伯紫江/西嶋まどか/菅野和姫/重柿うた/春乃えり/オコメタベロウ/サンゴ麻稀
アンソロジー疑い	nick-shadow-no-mayonaka-no-toshokan	ニック・シャドウの真夜中の図書館	菅野和姫	10	9784777190805	ニックシャドウ/睦月ムンク	沖田龍児/松久由宇/比古地朔弥/くろいわこーじ/ニック・シャドウ/梶山義博/月ヶ瀬ゆりの/七重正基/瀬芹つくね/佐伯紫江/西嶋まどか/菅野和姫/重柿うた/春乃えり/オコメタベロウ/サンゴ麻稀
アンソロジー疑い	nick-shadow-no-mayonaka-no-toshokan	ニック・シャドウの真夜中の図書館	西嶋まどか	10	9784777190799	ニックシャドウ/睦月ムンク	沖田龍児/松久由宇/比古地朔弥/くろいわこーじ/ニック・シャドウ/梶山義博/月ヶ瀬ゆりの/七重正基/瀬芹つくね/佐伯紫江/西嶋まどか/菅野和姫/重柿うた/春乃えり/オコメタベロウ/サンゴ麻稀
アンソロジー疑い	page-1	Page 1	あらいずみるい	7	9784893670267	shura/真幌木弘	Donkey/Tetsu/水原マサキ/河本ひろし/田中雅人/留萌純/真幌木弘/真鍋譲治/このどんと/沢田一/あらいずみるい
アンソロジー疑い	page-1	Page 1	このどんと	7	9784893670380	shura/真幌木弘	Donkey/Tetsu/水原マサキ/河本ひろし/田中雅人/留萌純/真幌木弘/真鍋譲治/このどんと/沢田一/あらいずみるい
アンソロジー疑い	page-1	Page 1	田中雅人	7	9784893670113	shura/真幌木弘	Donkey/Tetsu/水原マサキ/河本ひろし/田中雅人/留萌純/真幌木弘/真鍋譲治/このどんと/沢田一/あらいずみるい
アンソロジー疑い	ribbon-shinjin-mangaka-debyuusakushuu	りぼん新人まんが家デビュー作集	井上多美子	23	9784088538662	池野恋	福米ともみ/浅月舞/芳原のぞみ/北沢薫/瀬戸優菜/掛川なると/朝比奈ゆうや/香村陽子/井上多美子/沢野ともこ/槙ようこ
アンソロジー疑い	ribbon-shinjin-mangaka-debyuusakushuu	りぼん新人まんが家デビュー作集	北沢薫	23	9784088560571	池野恋	福米ともみ/浅月舞/芳原のぞみ/北沢薫/瀬戸優菜/掛川なると/朝比奈ゆうや/香村陽子/井上多美子/沢野ともこ/槙ようこ
アンソロジー疑い	ribbon-shinjin-mangaka-debyuusakushuu	りぼん新人まんが家デビュー作集	掛川なると	23	9784088562421	池野恋	福米ともみ/浅月舞/芳原のぞみ/北沢薫/瀬戸優菜/掛川なると/朝比奈ゆうや/香村陽子/井上多美子/沢野ともこ/槙ようこ
アンソロジー疑い	ribbon-shinjin-mangaka-debyuusakushuu	りぼん新人まんが家デビュー作集	朝比奈ゆうや	23	9784088561516	池野恋	福米ともみ/浅月舞/芳原のぞみ/北沢薫/瀬戸優菜/掛川なると/朝比奈ゆうや/香村陽子/井上多美子/沢野ともこ/槙ようこ
アンソロジー疑い	ribbon-shinjin-mangaka-debyuusakushuu	りぼん新人まんが家デビュー作集	槙ようこ	23	9784088561882	池野恋	福米ともみ/浅月舞/芳原のぞみ/北沢薫/瀬戸優菜/掛川なると/朝比奈ゆうや/香村陽子/井上多美子/沢野ともこ/槙ようこ
アンソロジー疑い	ribbon-shinjin-mangaka-debyuusakushuu	りぼん新人まんが家デビュー作集	沢野ともこ	23	9784088538440	池野恋	福米ともみ/浅月舞/芳原のぞみ/北沢薫/瀬戸優菜/掛川なると/朝比奈ゆうや/香村陽子/井上多美子/沢野ともこ/槙ようこ
アンソロジー疑い	ribbon-shinjin-mangaka-debyuusakushuu	りぼん新人まんが家デビュー作集	浅月舞	23	9784088561134	池野恋	福米ともみ/浅月舞/芳原のぞみ/北沢薫/瀬戸優菜/掛川なると/朝比奈ゆうや/香村陽子/井上多美子/沢野ともこ/槙ようこ
アンソロジー疑い	ribbon-shinjin-mangaka-debyuusakushuu	りぼん新人まんが家デビュー作集	瀬戸優菜	23	9784088561301	池野恋	福米ともみ/浅月舞/芳原のぞみ/北沢薫/瀬戸優菜/掛川なると/朝比奈ゆうや/香村陽子/井上多美子/沢野ともこ/槙ようこ
アンソロジー疑い	ribbon-shinjin-mangaka-debyuusakushuu	りぼん新人まんが家デビュー作集	福米ともみ	23	9784088560885	池野恋	福米ともみ/浅月舞/芳原のぞみ/北沢薫/瀬戸優菜/掛川なると/朝比奈ゆうや/香村陽子/井上多美子/沢野ともこ/槙ようこ
アンソロジー疑い	ribbon-shinjin-mangaka-debyuusakushuu	りぼん新人まんが家デビュー作集	芳原のぞみ	23	9784088560267	池野恋	福米ともみ/浅月舞/芳原のぞみ/北沢薫/瀬戸優菜/掛川なると/朝比奈ゆうや/香村陽子/井上多美子/沢野ともこ/槙ようこ
アンソロジー疑い	ribbon-shinjin-mangaka-debyuusakushuu	りぼん新人まんが家デビュー作集	香村陽子	23	9784088538952	池野恋	福米ともみ/浅月舞/芳原のぞみ/北沢薫/瀬戸優菜/掛川なると/朝比奈ゆうや/香村陽子/井上多美子/沢野ともこ/槙ようこ
アンソロジー疑い	teiitaimu	ティータイム	Birthday	4	9784893671080	戸山優	Birthday/あんくるさむ/むらかわみちお/新田真子/松原香織/沖由佳雄
アンソロジー疑い	teiitaimu	ティータイム	あんくるさむ	4	9784893671080	戸山優	Birthday/あんくるさむ/むらかわみちお/新田真子/松原香織/沖由佳雄
アンソロジー疑い	teiitaimu	ティータイム	むらかわみちお	4	9784893671080	戸山優	Birthday/あんくるさむ/むらかわみちお/新田真子/松原香織/沖由佳雄
アンソロジー疑い	teiitaimu	ティータイム	新田真子	4	9784893671080	戸山優	Birthday/あんくるさむ/むらかわみちお/新田真子/松原香織/沖由佳雄
アンソロジー疑い	teiitaimu	ティータイム	松原香織	4	9784893671080	戸山優	Birthday/あんくるさむ/むらかわみちお/新田真子/松原香織/沖由佳雄
アンソロジー疑い	teiitaimu	ティータイム	沖由佳雄	4	9784893671080	戸山優	Birthday/あんくるさむ/むらかわみちお/新田真子/松原香織/沖由佳雄
アンソロジー疑い	totsugawa-keibu-hanzai-report	十津川警部犯罪レポート	小山田いく	9	9784253245258	宗美智子/西村京太郎/鳥羽笙子	小山田いく/服部あゆみ/瀬畑純/鳥羽笙子/宗美智子/風祭壮太/大舞キリコ
アンソロジー疑い	totsugawa-keibu-hanzai-report	十津川警部犯罪レポート	服部あゆみ	9	9784253245296	宗美智子/西村京太郎/鳥羽笙子	小山田いく/服部あゆみ/瀬畑純/鳥羽笙子/宗美智子/風祭壮太/大舞キリコ
アンソロジー疑い	totsugawa-keibu-hanzai-report	十津川警部犯罪レポート	瀬畑純	9	9784253245258	宗美智子/西村京太郎/鳥羽笙子	小山田いく/服部あゆみ/瀬畑純/鳥羽笙子/宗美智子/風祭壮太/大舞キリコ
アンソロジー疑い	ultima	ウルティマ	渡辺広之	3	9784796600545	l.ブリティッシュ	渡辺広之/田中成治/田中夕子
アンソロジー疑い	ultima	ウルティマ	田中夕子	3	9784880635767	l.ブリティッシュ	渡辺広之/田中成治/田中夕子
アンソロジー疑い	ultima	ウルティマ	田中成治	3	9784880634340	l.ブリティッシュ	渡辺広之/田中成治/田中夕子
解説者疑い	0man	0マン	内記稔夫	15	9784091922618	手塚治虫	手塚治虫/小澤さとる/内記稔夫
解説者疑い	ai-no-aranjuez	愛のアランフェス	横森理香	9	9784086172400	槇村さとる	槇村さとる/横森理香
解説者疑い	akuyaku-reijou-wa-moe-o-abiru-hodo-sesshu-shitai	悪役令嬢は『萌え』を浴びるほど摂取したい!	にーづま	4	9784041164228	烏丸紫明	にーづま/烏丸紫明
解説者疑い	aruhi-naito-ni-attanara	ある日、ナイトに会ったなら	南綾子	3	9784091910103	さいとうちほ	さいとうちほ/南綾子
解説者疑い	asami-mitsuhiko-mystery-ando-ryoshuu-sasupensu	浅見光彦ミステリー&旅愁サスペンス	ひたか良	3	9784253247993	内田康夫	ひたか良/宗美智子
解説者疑い	asami-mitsuhiko-mystery-ando-ryoshuu-sasupensu	浅見光彦ミステリー&旅愁サスペンス	宗美智子	3	9784253247993	内田康夫	ひたか良/宗美智子
解説者疑い	atri	ATRI	アニプレックス	4	9784041160589	じゃこ	アニプレックス/じゃこ
解説者疑い	baajin-ondo	ばあじん・おんど	北原雅樹（グレート・チキン・パワーズ）	14	9784086173131	しらいしあい	しらいしあい/北原雅樹（グレート・チキン・パワーズ）
解説者疑い	batman-no-mans-land	バットマン:ノーマンズ・ランド	マイク・デオダート・ジュニア	4	9784796871877	高木亮	マイク・デオダート・ジュニア/CarielloSergio
解説者疑い	battle-machine	バトル・マシーン	新田真子	7	9784257900764	御茶漬海苔	御茶漬海苔/新田真子/木村直巳
解説者疑い	bishou-hari	美少玻璃	大出なつみ	6	9784790107095	小澤奈央	小澤奈央/松本ゆうか/摩耶薫子/たちばなれい/大出なつみ
解説者疑い	bishou-hari	美少玻璃	摩耶薫子	6	9784790107354	小澤奈央	小澤奈央/松本ゆうか/摩耶薫子/たちばなれい/大出なつみ
解説者疑い	black-angels	ブラック・エンジェルズ	吉野弘幸	35	9784086176217	平松伸二	吉野弘幸/平松伸二
解説者疑い	blue-giant-supreme	BLUE GIANT SUPREME	NUMBER8	11	9784098608119	石塚真一	石塚真一/NUMBER8
解説者疑い	chikyuuwonomu	地球を呑む	中野翠	6	9784091920065	手塚治虫	手塚治虫/中野翠
解説者疑い	chou-kidouin-vander	超機動員ヴァンダー	寺田克也	3	9784086176897	桂正和	桂正和/寺田克也
解説者疑い	comic-fruits-mitsumame	Comicフルーツみつまめ	わたなべかずみ	4	9784900476066	つくしの真琴	わたなべかずみ/西秋ぐりん/つくしの真琴/有村しのぶ/GREAT GAIJIN
解説者疑い	comic-fruits-mitsumame	Comicフルーツみつまめ	有村しのぶ	4	9784900476011	つくしの真琴	わたなべかずみ/西秋ぐりん/つくしの真琴/有村しのぶ/GREAT GAIJIN
解説者疑い	comic-inagawa-junji-no-sugooku-kowai-hanashi	コミック稲川淳二のすごーく恐い話	桜水樹	3	9784845814237	稲川淳二	琴川彩/風忍/洋介犬/河原達弘/瀬河美紀/井上芳之助/稲川淳二/桜水樹/ダイナミックプロダクション/野口千里/津上柊子/河村万理/鯖玉弓/黒百合姫/こきま大
解説者疑い	comic-inagawa-junji-no-sugooku-kowai-hanashi	コミック稲川淳二のすごーく恐い話	河原達弘	3	9784845826483	稲川淳二	琴川彩/風忍/洋介犬/河原達弘/瀬河美紀/井上芳之助/稲川淳二/桜水樹/ダイナミックプロダクション/野口千里/津上柊子/河村万理/鯖玉弓/黒百合姫/こきま大
解説者疑い	d-d-d	D.D.D.	福永真未	3	9784063951448	徳川神千	下山隆/福永真未/徳川神千
解説者疑い	designer	デザイナー	横森理香	3	9784086172530	一条ゆかり	一条ゆかり/横森理香
解説者疑い	doredake-doryoku-shitemo-mannen-level-0-no-ore-wa-tsuihousareta-sareta	どれだけ努力しても万年レベル0の俺は追放された	サイトウミチ	3	9784824206015	そらモチ/蓮池タロウ	サイトウミチ/そらモチ/蓮池タロウ
解説者疑い	dororon-enma-kun	ドロロンえん魔くん	ダイナミック・プロ	4	9784257960553	永井豪	永井豪/ダイナミック・プロ
解説者疑い	doutei-yuusha-wa-nakayoku-shitai	童貞勇者は仲良くシたい	あおば	3	9784757591769	有象利路	有象利路/あおば
解説者疑い	doyoubinoehon	土曜日の絵本	落合恵子	4	9784086170475	川崎苑子	川崎苑子/落合恵子
解説者疑い	ennead	Ennead	KimSeonyoung	4	9784799767290	mojito/ロケットスタッフ株式会社	MOJITO/KimSeonyoung/アブラカタブラ/ロケットスタッフ株式会社
解説者疑い	ennead	Ennead	アブラカタブラ	4	9784799767290	mojito/ロケットスタッフ株式会社	MOJITO/KimSeonyoung/アブラカタブラ/ロケットスタッフ株式会社
解説者疑い	fate-extra	フェイト/エクストラ	ろびーな	6	9784041201756	type-moon/ろび~な	マーベラスエンターテイメント/ろびーな
解説者疑い	fate-extra	フェイト/エクストラ	マーベラスエンターテイメント	6	9784047157767	type-moon/ろび~な	マーベラスエンターテイメント/ろびーな
解説者疑い	film-wa-ikiteiru	フィルムは生きている	大林宣彦	4	9784091922656	手塚治虫	手塚治虫/大林宣彦
解説者疑い	fuguu-ouji-wa-tensai-renkinjutsushi	不遇皇子は天才錬金術師～皇帝なんて柄じゃないので弟妹を可愛がりたい～@COMIC	瑛来イチ	3	9784867944127	うめー/長先ザワ	雨銛/瑛来イチ/うめー/長先ザワ
解説者疑い	fujiwara-kamui-zenshuu	藤原カムイ全集	荒俣宏	7	9784796200592	藤原カムイ	藤原カムイ/荒俣宏
解説者疑い	fushigi-no-kuni-no-senichiya	不思議の国の千一夜	さちみりほ	17	9784062603997	曽祢まさこ	さちみりほ/曽祢まさこ
解説者疑い	fushigina-shounen-tezuka-1978	ふしぎな少年	辻真先	5	9784091922649	手塚治虫	手塚治虫/辻真先
解説者疑い	genjuu-no-kuni-monogatari	幻獣の國物語	猫十字社	27	9784391913897	team猫十字社	猫十字社/Team猫十字社
解説者疑い	ginganagareboshigin	銀牙-流れ星 銀-	寺沢武一	28	9784086173612	高橋よしひろ	高橋よしひろ/寺沢武一
解説者疑い	ginyoubi-no-otogibanashi	銀曜日のおとぎばなし	小田空	9	9784086170987	萩岩睦美	小田空/萩岩睦美
解説者疑い	god-father-no-musuko	ゴッドファーザーの息子	大沢在昌	3	9784087482898	手塚治虫	手塚治虫/大沢在昌
解説者疑い	gougai-on-blue-2015	号外 on BLUE	井田さと子	4	9784396783679	たなと/ためこう/カシオ/朝田ねむい/梶ヶ谷ミチル/河馬乃さかだち/都陽子	ためこう/丸木戸マキ/紗久楽さわ/松本ミーコハウス/井田さと子/朝田ねむい/都陽子/ダヨオ/カシオ/梶ヶ谷ミチル/ハヤカワノジコ
解説者疑い	hiatari-ryoukou	陽あたり良好!	森田正光	9	9784091910653	あだち充	あだち充/森田正光
解説者疑い	hikari-no-densetsu	光の伝説	山崎浩子	24	9784086175708	麻生いずみ	麻生いずみ/山崎浩子
解説者疑い	hikari-no-kojirou	光の小次郎	江川卓	32	9784062602006	水島新司	水島新司/江川卓
解説者疑い	honzuki-no-gekokujou	本好きの下剋上	鈴華	7	9784866994277	椎名優/香月美夜	勝木光/鈴華
解説者疑い	i-l	I.L	大林宣彦	5	9784091920591	手塚治虫	手塚治虫/大林宣彦
解説者疑い	ikusagami	イクサガミ	立沢克美	7	9784065355831	今村翔吾/立澤克美	立沢克美/今村翔吾
解説者疑い	informa	インフォーマ-INFORMA-	平野将大	3	9784098544493	山本晃司/沖田臥竜/鯛噛	山本晃司/沖田臥竜/鯛噛/平野将大
解説者疑い	isekai-saikou-no-kizoku-harem-o-fuyasu-hodo-tsuyoku-naru	異世界最高の貴族、ハーレムを増やすほど強くなる	木下聡志	5	9784088936925	へいろー/三木なずな/木下さとし	木下聡志/三木なずな
解説者疑い	itsumo-pocket-ni-chopin	いつもポケットにショパン	多田かおる	7	9784086172035	くらもちふさこ	くらもちふさこ/多田かおる
解説者疑い	iyahayanantomo	イヤハヤ南友	ダイナミック・プロ	5	9784594017996	永井豪	永井豪/ダイナミック・プロ
解説者疑い	jiimago-rhapsody	ジイマゴらぷそでぃー	浅野拓	3	9784845807819	高井研一郎	高井研一郎/浅野拓
解説者疑い	kakurenbo-kiss	かくれんぼキッス	岡田さつき	5	9784086175661	星野めみ	星野めみ/岡田さつき
解説者疑い	kanjou-ga-tenkou-ni-hanei-dekiaisareru-tokushu-nouryoku-mochi-reijou-wa-konyaku-kaishou-sareta-node	感情が天候に反映される特殊能力持ち令嬢は婚約解消されたので不毛の大地へ嫁ぎたい	かのん	4	9784575419528	菜乃ひる	かのん/菜乃ひる
解説者疑い	kanojo-to-kisu-suru-50-yuu-no-houhou	彼女とキスする50の方法	笠井良樹	4	9784063840711	山根聖史	笠井良樹/山根聖史
解説者疑い	kekkon-shoubai	結婚商売	KEN	4	9784046837769	antstudio	Antstudio/KEN
解説者疑い	kikou-kiden-hiwou-senki	機巧奇伝ヒヲウ戦記	会川昇	3	9784063490329	bones/會川昇/神宮寺一	会川昇/神宮寺一
解説者疑い	kinnikuman	キン肉マン	江川卓	109	9784086174329	ゆでたまご	江川卓/ゆでたまご
解説者疑い	kirinkan-doori	希林館通り	日高七緒	9	9784086171953	塩森恵子	塩森恵子/日高七緒
解説者疑い	kirinkan-graffiti	麒麟館グラフィティー	舘かおる	21	9784091910813	吉村明美	吉村明美/舘かおる
解説者疑い	kishin	機神	ダイナミックプロ	5	9784063490015	永井豪とダイナミックプロ	永井豪/ダイナミックプロ
解説者疑い	kishin	機神	永井豪	5	9784063490015	永井豪とダイナミックプロ	永井豪/ダイナミックプロ
解説者疑い	koikina-yatsura	こいきな奴ら	新谷かおる	3	9784086172516	一条ゆかり	一条ゆかり/新谷かおる
解説者疑い	kono-yuusha-moto-maou-ni-tsuki	この勇者、元魔王につき	沢田ふろぺ	4	9784757579613	天那光汰/雨本明之	沢田ふろぺ/雨本明之
解説者疑い	kotou-no-oni	孤島の鬼	環レン	4	9784799733509	江戸川乱歩	長田ノオト/naked ape/環レン
解説者疑い	kurenai-no-kishi-rockwell	紅の騎士 ロックウェル	西森博之	3	9784091218803	灘谷航	西森博之/灘谷航
解説者疑い	loafer-loafer	ローファー・ローファー	村田順子	3	9784088642123	吉田まゆみ	吉田まゆみ/村田順子
解説者疑い	love-live-flowers-hasunosora-jogakuin-school-idol-club	ラブライブ! flowers*-蓮ノ空女学院スクールアイドルクラブー	公野 櫻子	3	9784088932415	つむみ/矢立肇	つむみ/矢立 肇/公野 櫻子/田中 天
解説者疑い	love-live-flowers-hasunosora-jogakuin-school-idol-club	ラブライブ! flowers*-蓮ノ空女学院スクールアイドルクラブー	田中 天	3	9784088932415	つむみ/矢立肇	つむみ/矢立 肇/公野 櫻子/田中 天
解説者疑い	maguro-tosabune	まぐろ土佐船	青柳プロダクション	3	9784091863430	斎藤健次	青柳裕介/青柳プロダクション
解説者疑い	maou-reijou-no-kyouikugakari	魔王令嬢の教育係	日本チェス連盟	6	9784824204318	新人/松原剛	鈴木貴昭/松原剛/新人/日本チェス連盟
解説者疑い	maou-reijou-no-kyouikugakari	魔王令嬢の教育係	鈴木貴昭	6	9784824204318	新人/松原剛	鈴木貴昭/松原剛/新人/日本チェス連盟
解説者疑い	matagi-rendetsu	マタギ列伝	鈴木光	6	9784061011762	矢口高雄	矢口高雄/鈴木光
解説者疑い	mayuko-no-kisetsu	まゆ子の季節	山田美保子	3	9784086177153	柴田あや子	山田美保子/柴田あや子
解説者疑い	mazinger-z	マジンガーZ	桜多吾作	9	9784575935721	永井豪	桜多吾作/ダイナミック・プロ/編著
解説者疑い	melty-lemon-for-boys	メルティ・レモン FOR BOYS	士郎正宗	6	9784592130543	meimu	MEIMU/みやすのんき/士郎正宗
解説者疑い	metroid	メトロイド	任天堂	3	9784063239768	出月こーじ	出月こーじ/任天堂
解説者疑い	mirai-keisatsu-urashiman	未来警察ウラシマン	明石のぼる	3	9784253041614	竜の子プロ	乾はるか/企画/明石のぼる
解説者疑い	miyamoto-musashi-1985	宮本武蔵	吉川英治	10	9784061043299	神田たけ志	神田たけ志/吉川英治
解説者疑い	mizuki-shigeru-manga-dai-zenshuu	水木しげる漫画大全集	宮健児	103	9784063775013	水木しげる	水木しげる/野坂昭如/手塚眞/宮健児
解説者疑い	mizuki-shigeru-manga-dai-zenshuu	水木しげる漫画大全集	手塚眞	103	9784063775174	水木しげる	水木しげる/野坂昭如/手塚眞/宮健児
解説者疑い	moero-ichifu	燃えろ!一歩	明石のぼる	6	9784253041645	堂上まさ志	堂上まさ志/企画/明石のぼる
解説者疑い	nanbaa-7	ナンバー7	辻真先	8	9784087482973	手塚治虫	手塚治虫/辻真先
解説者疑い	one-zero	ワン・ゼロ	町山智浩	7	9784091911148	佐藤史生	佐藤史生/町山智浩
解説者疑い	operaza-de-mattete	オペラ座で待ってて	越智静香	3	9784091912695	さいとうちほ	さいとうちほ/越智静香
解説者疑い	orenosora	俺の空	チューリップ組	19	9784088573519	本宮ひろ志	高橋よしひろ/本宮ひろ志/チューリップ組
解説者疑い	orenosora	俺の空	高橋よしひろ	19	9784086170307	本宮ひろ志	高橋よしひろ/本宮ひろ志/チューリップ組
解説者疑い	orinposu-no-togabito	オリンポスの咎人	岩崎陽子	5	9784596989109	ジーナショウォルター	アリスン/岩崎陽子/冬木るりか/藍まりと
解説者疑い	orinposu-no-togabito	オリンポスの咎人	藍まりと	5	9784596989116	ジーナショウォルター	アリスン/岩崎陽子/冬木るりか/藍まりと
解説者疑い	ossu-miri-chan	オッス!美里ちゃん	佐伯かよの	3	9784086170871	金子節子	金子節子/佐伯かよの
解説者疑い	ougon-bat-yamane-2023	黄金バット	ADKエモーションズ	3	9784253322331	山根和俊/神楽坂淳	山根和俊/ADKエモーションズ
解説者疑い	poo-no-ichizoku	ポーの一族	小池修一郎	8	9784091912510	萩尾望都	萩尾望都/小池修一郎
解説者疑い	rajikaru-doriimin	らじかるDreamin'	川島健三	5	9784061731240	川島健三(水野プロ)/御童カズヒコ	御童カズヒコ/川島健三
解説者疑い	root-route-of-odd-taxi	RoOT/ルートオブオッドタクシー	ピクス	5	9784098634293	p.i.c.s./此元和津也/肋家竹一	肋家竹一/ピクス
解説者疑い	ryojou-mystery-special-2020	旅情ミステリースペシャル	たむら純子	10	9784408176468	内田康夫/西村京太郎	たむら純子/鞠之子/日下部拓海
解説者疑い	ryojou-mystery-special-2020	旅情ミステリースペシャル	鞠之子	10	9784408176468	内田康夫/西村京太郎	たむら純子/鞠之子/日下部拓海
解説者疑い	saitou-chiho-kessakushuu-1	目を閉じて愛	飯田雪子	3	9784091912688	さいとうちほ	さいとうちほ/飯田雪子
解説者疑い	sandman	サンドマン	KiethSam	7	9784924914834	gaimanneil	柳下毅一郎/KiethSam/GaimanNeil/海法紀光/JonesKelly/JonesMalcolm/DringenbergMike
解説者疑い	sekai-o-sukutta-eiyuu-o-sodateta-saikyou-yogensha-wa-boukensha-ni-nattemo-sekaijuu-no-deshi-kara	世界を救った英雄を育てた最強預言者は、冒険者になっても世界中の弟子から慕われてます	甘宇井白一	3	9784098631902	安住たかひろ	甘宇井白一/安住たかひろ
解説者疑い	senrei	洗礼	手塚真	7	9784091910714	楳図かずお	楳図かずお/手塚真
解説者疑い	shabake-manga	しゃばけ漫画	柴田ゆう	5	9784101461687	みもり/畠中恵	つばな/安田弘之/雲田はるこ/高橋留美子/上野顕太郎/村上たかし/萩尾望都/柴田ゆう
解説者疑い	shabake-manga	しゃばけ漫画	高橋留美子	5	9784107717856	みもり/畠中恵	つばな/安田弘之/雲田はるこ/高橋留美子/上野顕太郎/村上たかし/萩尾望都/柴田ゆう
解説者疑い	shin-mimibukuro	新耳袋	山根聖史	5	9784834232110	中山市朗/木原浩勝	萩原玲二/鯛夢/山根聖史
解説者疑い	shin-tsuri-baka-taishou	新釣りバカ大将	岡本好明	5	9784091406354	佐々木多利尓/桜多吾作	桜多吾作/岡本好明
解説者疑い	shinoburedo	忍ぶれど	久保田千太郎	3	9784845804153	こやま拓	こやま拓/小山拓/久保田千太郎
解説者疑い	shio-no-machi	塩の街	有川浩	6	9784592221906	弓きいろ/有川ひろ	有川浩/弓きいろ
解説者疑い	sobakistan	サバキスタン	KatIA	4	9784867910429	鈴木佑也	TerleTSkiĭVitaliĭ/KatIA
解説者疑い	sobakistan	サバキスタン	TerleTSkiĭVitaliĭ	4	9784867910429	鈴木佑也	TerleTSkiĭVitaliĭ/KatIA
解説者疑い	suna-no-shiro	砂の城	中島みゆき	10	9784086172080	一条ゆかり	一条ゆかり/中島みゆき
解説者疑い	taitei-no-ken	大帝の剣	渡海	5	9784047266698	夢枕獏/横山仁	夢枕獏/渡海
解説者疑い	tar-eno-michi	王者への道	本宮ひろ志プロダクション	11	9784408163048	前川恵三	本宮ひろ志プロダクション/前川恵三
