decision	tier	stem	title	route	ei	etype	label	imprint	number	kind	isbn	date	rak_title	rak_author	rak_publisher	publisher	g_pub	g_isbn	g_date	g_author	g_token	g6	g7	g8	prev_num	prev_isbn	next_num	next_isbn	decision_why	source	cover
APPLY	ACCEPT	12-no-kekkon-monogatari	12の結婚物語	seed4	0	standard	通常版		1	LEAD	9784063197631	1997-02-13	12の結婚物語(1)	風間宏子	講談社	講談社	o	o	o	x	o	o	o	o			2	9784063197648	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge	
APPLY	ACCEPT	akagawa-jirou-mystery-mikeneko-holmes-to-meitanteitachi	赤川次郎ミステリー三毛猫ホームズと名探偵たち	seed4	0	standard	通常版	Akita top comics wide	1	LEAD	9784253242110	2006-08-31	赤川次郎ミステリー三毛猫ホームズと名探偵たち	赤川次郎	秋田書店	秋田書店	o	o	o	o	o	o	o	o			2	9784253242127	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge	
APPLY	ACCEPT	azufareo-no-sobayounin	蒼竜(アズファレオ)の側用人	seed4	0	standard	通常版	花とゆめCOMICS	1	LEAD	9784592213307	2016-05-20	蒼竜の側用人	千歳四季	白泉社	白泉社	o	o	o	o	o	o	o	o			5	9784592216254	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge	
APPLY	ACCEPT	azufareo-no-sobayounin	蒼竜(アズファレオ)の側用人	seed4	0	standard	通常版	花とゆめCOMICS	2	LEAD	9784592216223	2017-04-20	蒼竜の側用人 2	千歳四季	白泉社	白泉社	o	o	o	o	o	o	o	o			5	9784592216254	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge	
APPLY	ACCEPT	azufareo-no-sobayounin	蒼竜(アズファレオ)の側用人	seed4	0	standard	通常版	花とゆめCOMICS	3	LEAD	9784592216230	2017-10-20	蒼竜の側用人 3	千歳四季	白泉社	白泉社	o	o	o	o	o	o	o	o			5	9784592216254	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge	
APPLY	ACCEPT	azufareo-no-sobayounin	蒼竜(アズファレオ)の側用人	seed4	0	standard	通常版	花とゆめCOMICS	4	LEAD	9784592216247	2018-04-20	蒼竜の側用人 4	千歳四季	白泉社	白泉社	o	o	o	o	o	o	o	o			5	9784592216254	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge	
APPLY	ACCEPT	comic-image-special	コミックイマージュ・スペシャル	seed4	0	standard	通常版	白夜コミックス	1	LEAD	9784893673404	1993-08	コミック・イマージュ・スペシャル 1	すたんだっぷ	白夜書房	白夜書房	o	o	o	o	o	o	o	o			2	9784893673930	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge	
APPLY	ACCEPT	doll-hime-wa-koi-o-uranau	人形姫は恋を占う	seed4	0	standard	通常版	426	1	LEAD	9784864235488	2023-01	人形姫は恋を占う. 1	舵, 英里	冬水社	冬水社	o	o	o	o	o	o	o	o			2	9784864235556	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge	
APPLY	ACCEPT	fate-grand-order	Fate/grand order	seed4	0	standard	通常版	Zero-sum comics	1	LEAD	9784758033282	2018-01	Fate/Grand Order -mortalis:stella-(1)	白峰/TYPE-MOON	一迅社	一迅社	o	o	o	o	o	o	o	o			2	9784758033824	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge	
APPLY	ACCEPT	houshin-kenbunroku	封神見聞録	seed4	0	standard	通常版		1	LEAD	9784931396128	1997-07	封神見聞録(1)	アンソロジー	ノアール出版	ノアール出版	o	o	o	x	o	o	o	o			2	9784931396166	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge	
APPLY	ACCEPT	kekkon-no-real	結婚のリアル	seed4	0	bunkobon	文庫版	YOU漫画文庫	1	LEAD	9784087852318	2002-01	結婚のリアル(vol.1)	島津郷子	集英社	集英社	o	o	o	x	o	o	o	o			2	9784087852325	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge	
APPLY	ACCEPT	kick-ass	キック・アス	seed4	0	standard	通常版	ShoPro Books	1	LEAD	9784796870818	2010-11	KICK-ASS	マーク・ミラー/ジョン・ロミータ	小学館集英社プロダクション	小学館集英社プロダクション	o	o	o	o	o	o	o	o			2	9784796871976	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge	
APPLY	ACCEPT	mikan-enikki-tokubetsuhen	みかん・絵日記 特別編	seed4	0	standard	通常版	花とゆめCOMICS	1	LEAD	9784592171171	2001-06-05	みかん・絵日記特別編(第1巻)	安孫子三和	白泉社	白泉社	o	o	o	o	o	o	o	o			2	9784592171188	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge	
APPLY	ACCEPT	mitarai	ミタライ	seed4	0	standard	通常版	モーニングKC	1	LEAD	9784063871852	2013-01	ミタライ : 探偵御手洗潔の事件記録. 1	原, 点火	講談社	講談社	o	o	o	x	o	o	o	o			2	9784063872453	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge	
APPLY	ACCEPT	nante-suteki-ni-japanesuku-hitozumahen	なんて素敵にジャパネスク人妻編	seed4	0	bunkobon	文庫版	白泉社文庫	1	LEAD	9784592182115	2005-01	なんて素敵にジャパネスク人妻編(第1巻)	山内直実/氷室冴子	白泉社	白泉社	o	o	o	o	o	o	o	o			5	9784592890553	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge	
APPLY	ACCEPT	nante-suteki-ni-japanesuku-hitozumahen	なんて素敵にジャパネスク人妻編	seed4	0	bunkobon	文庫版	白泉社文庫	2	LEAD	9784592182221	2005-07	なんて素敵にジャパネスク人妻編(第2巻)	山内直実/氷室冴子	白泉社	白泉社	o	o	o	o	o	o	o	o			5	9784592890553	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge	
APPLY	ACCEPT	nante-suteki-ni-japanesuku-hitozumahen	なんて素敵にジャパネスク人妻編	seed4	0	bunkobon	文庫版	白泉社文庫	3	LEAD	9784592182238	2006-02	なんて素敵にジャパネスク人妻編(第3巻)	山内直実/氷室冴子	白泉社	白泉社	o	o	o	o	o	o	o	o			5	9784592890553	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge	
APPLY	ACCEPT	nante-suteki-ni-japanesuku-hitozumahen	なんて素敵にジャパネスク人妻編	seed4	0	bunkobon	文庫版	白泉社文庫	4	LEAD	9784592182245	2006-10	なんて素敵にジャパネスク人妻編(第4巻)	山内直実/氷室冴子	白泉社	白泉社	o	o	o	o	o	o	o	o			5	9784592890553	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge	
APPLY	ACCEPT	rouran-mappou-emaki	狼蘭末法絵巻	seed4	0	standard	通常版	プリンセスコミックス	1	LEAD	9784253077422	1999-09	狼蘭末法絵巻. 1	桟敷, 美和	秋田書店	秋田書店	o	o	o	o	o	o	o	o			2	9784253077439	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge	
APPLY	ACCEPT	supuun-oba-san	スプーンおばさん	seed4	0	standard	通常版	GKコミックス	2	MID	9784051005931	1983-05	スプーンおばさん(第2巻)		Gakken	学習研究社	o	o	o	?	o	x	o	o	1	9784051005924	3	9784051007010	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge	
APPLY	ACCEPT	uchi-no-kore-ga-kore-na-monde	うちの相方(コレ)が腐(コレ)なもんで。	seed4	0	standard	通常版	角川コミックス・エース	1	LEAD	9784041062920	2017-12-09	うちの相方が腐なもんで。(1)	澄田佑貴	KADOKAWA	KADOKAWA	o	o	o	o	o	o	o	o			3	9784041070420	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge	
