n	type	imprint	series_key	excluded	isbns
2	standard	Shueisha girls remix	qid:Q232660|name:神風怪盗ジャンヌ	除外レーベル	9784081066513,9784081066575
2	standard	My first big special	qid:Q2339941|name:1・2・3と4・5・ロク	除外レーベル	9784091181954,9784091182227
2	standard		qid:Q2339941|name:あしたのジョー		9784061010260,9784061010291
2	standard	Albatross-view	qid:Q2339941|name:あした天気になあれ		9784833477543,9784833477550
2	standard	ちばてつや全集	qid:Q2339941|name:男たち		9784834282368,9784834282375
2	standard	ちばてつや全集	qid:Q2339941|name:餓鬼		9784834282344,9784834282351
2	standard		qid:Q234425|name:下弦の月		9784087820836,9784087820843
2	standard	Blade comics	qid:Q242774|name:AQUA		9784901926898,9784901926904
2	standard	ガンガンコミックスonline	qid:Q24869737|name:放課後ヒーロー		9784757549494,9784757549500
2	standard		qid:Q2630137|name:ゴクウ		9784796240918,9784882750277
2	standard	Flower comics special	qid:Q265061|name:トーマの心臓		9784091311191,9784091311290
2	standard	PETIT COMICS	qid:Q265061|name:トーマの心臓		9784091780119,9784091780126
2	standard	Flower comics special	qid:Q265061|name:ポーの一族		9784091312198,9784091312204
2	standard	Flower comics special	qid:Q265061|name:メッシュ		9784091312105,9784091312181
2	standard	フラワーズプレミアムシリーズ	qid:Q265061|name:メッシュ		9784091794697,9784091794703
2	standard	長谷川町子全集	qid:Q265148|name:いじわるばあさん		9784022570949,9784022570956
2	standard	My first big super	qid:Q2661273|name:ゴルゴ13	除外レーベル	9784091071392,9784091183842
2	standard	My first big Golgo13 series	qid:Q2661273|name:ゴルゴ13	除外レーベル	9784098031061,9784098031290
2	standard	SPコミックス. SP pocket wide	qid:Q2661273|name:ゴルゴ13		9784845869565,9784845870578
2	standard	My first big special	qid:Q2661273|name:ブレイクダウン	除外レーベル	9784098032129,9784098032334
2	standard	SP pocket wide	qid:Q2661273|name:ブレイクダウン		9784845846276,9784845846283
2	standard	SP pocket wide	qid:Q2661273|name:二代目雲盗り暫平|sub:セレクション		9784845858798,9784845859825
2	standard	My first big special	qid:Q2661273|name:捜し屋はげ鷹登場!!	除外レーベル	9784091177568,9784091177704
2	standard	My first big special	qid:Q2661273|name:風よ雲よ剣よ	除外レーベル	9784098044726,9784098044986
2	standard	Shueisha girls remix	qid:Q266996|name:ママレード・ボーイ	除外レーベル	9784081138128,9784081138135
2	standard	ベツコミフラワーコミックス	qid:Q2696742|name:ビーストマスター		9784091394651,9784091394668
2	standard	ベツコミフラワーコミックス	qid:Q2715024|name:ホットギミック		9784099430399,9784099430405
2	standard	Betsucomiフラワーコミックス	qid:Q2715024|name:親にはナイショ		9784091317377,9784091317384
2	standard	KPC	qid:Q2715658|name:ヤング島耕作	除外レーベル	9784063748239,9784063748246
2	standard	Kodansha bilingual comics	qid:Q2715658|name:社長島耕作	除外レーベル	9784770041319,9784770041326
2	standard	花とゆめコミックススペシャル	qid:Q272319|name:アマテラス		9784592198109,9784592198116
2	standard		qid:Q272333|name:水域		9784063648454,9784063648461
2	standard	KCDX	qid:Q272333|name:水域		9784065116555,9784065116562
2	standard	ビーズラビーコミックス	qid:Q276378|name:Yellow		9784757733657,9784757733664
2	standard	ピチコミックス	qid:Q276378|name:マリィmax!		9784056044355,9784056044362
2	standard	KCDX	qid:Q2777729|name:ルミとマヤとその周辺		9784063766837,9784063766875
2	standard	Paper comics	qid:Q2829038|name:夢の博物誌		9784930787255,9784930787279
2	standard	Akita handy comics	qid:Q2875041|name:仁義		9784253188265,9784253188272
2	standard	Akita top comics wide	qid:Q2875041|name:本気!Ⅱ		9784253188418,9784253188470
2	standard	My first casual	qid:Q2880551|name:P.A.		9784091610782,9784091610836
2	standard	アフタヌーンKC	qid:Q3019257|name:パジャマな彼女。		9784063882063,9784063882070
2	standard	SHONEN CHAMPION COMICS	qid:Q3045424|name:バキ		9784253218740,9784253218757
2	standard	劇画キングシリーズ	qid:Q3045424|name:メイキャッパー		9784883151141,9784883151509
2	standard	Kadokawa Comics A	qid:Q3049381|name:北神伝綺		9784047136687,9784047136694
2	standard	Wings comics bunko	qid:Q304953|name:Fight!!		9784403500794,9784403500800
2	standard	ぴっかぴかコミックス	qid:Q3072264|name:とっとこハム太郎		9784091480415,9784091480422
2	standard	マンサンQコミックス	qid:Q3081347|name:物陰に足拍子		9784408168852,9784408169002
2	standard	Shueisha jump remix	qid:Q3087376|name:BOY	除外レーベル	9784081060658,9784081068777
2	standard		qid:Q3099252|name:金田一少年の事件簿		9784770040411,9784770040428
2	standard	KCDX	qid:Q3101401|name:少年少女ロマンス		9784063769104,9784063769159
2	standard	Kodansha comics betsufure	qid:Q3101401|name:恋文日和		9784063766677,9784063766684
2	standard	Shueisha jump remix	qid:Q3125804|name:明稜帝梧桐勢十郎	除外レーベル	9784081067664,9784081067732
2	standard	BEAM COMIX	qid:Q3135257|name:ザ・ワールド・イズ・マイン		9784047263536,9784047263543
2	standard		qid:Q3135257|name:愛しのアイリーン		9784778321307,9784778321338
2	standard		qid:Q3201020|name:SWAN 白鳥の祈り		9784582287585,9784582287592
2	standard	SGコミックス	qid:Q3201020|name:アプローズ		9784088550848,9784088550862
2	standard	Big spirits comics special	qid:Q324980|name:ありがとう		9784091857712,9784091857729
2	standard	Ohta comics	qid:Q324980|name:はっぱ64		9784872334142,9784872334203
2	standard	Big spirits comics special	qid:Q324980|name:ビリーバーズ		9784091857750,9784091857767
2	standard		qid:Q324980|name:ビリーバーズ		9784835455662,9784835455679
2	standard	Big spirits comics special	qid:Q324980|name:僕らはみんな生きている		9784091857736,9784091857743
2	standard	Jets comics	qid:Q3276235|name:修道士ファルコ		9784592131540,9784592134336
2	standard	アスペクトコミックス	qid:Q328572|name:弥次喜多 in DEEP		9784757201545,9784757205352
2	standard	スーパービジュアル・コミックス	qid:Q3325226|name:ドン 極道水滸伝		9784091603111,9784091603128
2	standard	Shueisha jump remix	qid:Q3325226|name:俺の空 刑事編	除外レーベル	9784081060320,9784081060566
2	standard	KPC	qid:Q3325226|name:姿三四郎	除外レーベル	9784063740790,9784063740998
2	standard	Shueishaジャンプremix	qid:Q3325226|name:幕末紅蓮隊	除外レーベル	9784081137077,9784081137084
2	standard	Shueisha jump remix	qid:Q3325226|name:硬派銀次郎	除外レーベル	9784081063963,9784081064151
2	standard	KPC	qid:Q3325226|name:群竜伝	除外レーベル	9784063740370,9784063740578
2	standard	CR comics	qid:Q3412279|name:BWH		9784861767364,9784861767371
2	bunkobon	竹書房文庫	qid:Q3431787|name:ものがたりゆんぼくん		9784812421840,9784812421857
2	standard		qid:Q3431787|name:パチンコにはちょっとひとこといわせてもらいたい		9784835449777,9784893672421
2	standard	Birz comics remix	qid:Q3472646|name:TOKYO TRIBE2	除外レーベル	9784344831711,9784344831728
2	standard	Birz comics remix	qid:Q3472646|name:Tokyo tribe 2	除外レーベル	9784344831964,9784344831971
2	standard	Birz comics remix	qid:Q3472646|name:隣人13号	除外レーベル	9784344826892,9784344831919
2	standard	名作コミックSERIES AGAIN!	qid:Q3514183|name:激濤		9784944214136,9784944214143
2	standard	KPC	qid:Q3514183|name:釣りキチ三平 平成版	除外レーベル	9784063748314,9784063748499
2	bunkobon	双葉文庫名作シリーズ	qid:Q3514183|name:釣りバカたち		9784575722314,9784575722321
2	standard	My first wide	qid:Q351742|name:いつも美空		9784091634757,9784091634832
2	standard	Blue comix	qid:Q351742|name:みゆき		9784091620521,9784091620538
2	standard	My first wide	qid:Q351742|name:ショート・プログラム		9784091633972,9784091634030
2	standard	少年サンデーコミツクススペシャル ゲッサン	qid:Q351742|name:スローステップ		9784091217530,9784091217547
2	anime	少年サンデーコミックス・アニメ版	qid:Q351742|name:ナイン	除外レーベル	9784091218025,9784091218049
2	standard	バーガーSC SPECIAL	qid:Q3519218|name:Dan-gan		9784796244541,9784796244602
2	standard	Shueisha home remix	qid:Q3519218|name:あばれブン屋	除外レーベル	9784834241426,9784834241457
2	standard	Shueisha jump remix	qid:Q3519218|name:高校鉄拳伝タフ	除外レーベル	9784081064854,9784081067022
2	standard	ヤングジャンプコミックス	qid:Q3519220|name:マンホール		9784088901664,9784088901671
2	standard	Young gangan comics remix	qid:Q3519220|name:マンホール	除外レーベル	9784757522961,9784757522978
2	standard	ビッグコミックススペシャル	qid:Q3571996|name:MOONLIGHT MILE		9784091853080,9784091854643
2	standard		qid:Q3573275|name:サイボーグサラリーマンメカ・アフロくん		9784838717385,9784838717668
2	standard	スーパー・ビジュアル・コミックス	qid:Q359625|name:ZINGY		9784091601810,9784091601827
2	standard	「レアミクス」コミックス	qid:Q359625|name:赤×黒		9784778060183,9784778060190
2	standard	KCスペシャル	qid:Q376174|name:I am マッコイ		9784061014466,9784061014473
2	standard	Chuko★comics	qid:Q3776935|name:海のオーロラ		9784120020414,9784120020438
2	standard	My first big	qid:Q3776937|name:寄席芸人伝	除外レーベル	9784091071088,9784091071224
2	standard	ぱるコミックス	qid:Q3778019|name:アシュラ		9784893864024,9784893864031
2	standard	My first big	qid:Q3778019|name:ザ・ムーン	除外レーベル	9784091178213,9784091178442
2	standard	My first big	qid:Q3778019|name:浮浪雲	除外レーベル	9784091097354,9784091178282
2	standard	講談社コミックスボンボン	qid:Q3814171|name:機動戦士Zガンダム		9784061004580,9784061004689
2	standard	安野モヨコ選集	qid:Q38842|name:花とみつばち		9784778033552,9784778033569
2	standard	トクマコミックス	qid:Q4022589|name:K.O.		9784197800162,9784197800179
2	standard	トクマコミックストップス	qid:Q4022589|name:一撃伝		9784197890347,9784197890354
2	standard		qid:Q4022589|name:一撃伝		9784197890439,9784197890446
2	standard	SPコミックス. SP pocket wide	qid:Q4022589|name:剣客商売		9784845866816,9784845868995
2	standard	SP pocket wide	qid:Q4022589|name:武田二十四将		9784845840830,9784845840847
2	standard	SP comics = SPコミックス. SP pocket wide	qid:Q4022589|name:武田二十四将		9784845870226,9784845870608
2	standard	さくらコミックス	qid:Q4022589|name:熱闘コンドルズ		9784916085443,9784916085702
2	standard	ファミ通クリアコミックス	qid:Q41698614|name:ファイナルファンタジー11		9784047265820,9784047268159
2	standard	小学館叢書	qid:Q418449|name:吉祥天女		9784091972019,9784091972026
2	standard	集英社ホームリミックス	qid:Q418575|name:キャプテン	除外レーベル	9784834244915,9784834244922
2	standard	My first wide	qid:Q431443|name:1000年女王		9784091621702,9784091621719
2	standard	KPC	qid:Q431443|name:クイーンエメラルダス	除外レーベル	9784063532579,9784063532852
2	standard	SUN WIDE COMICS	qid:Q431443|name:光速エスパー		9784257961215,9784257961253
2	standard	Akita top comics wide	qid:Q431443|name:宇宙海賊キャプテンハーロック		9784253242288,9784253242295
2	standard	少年サンデーコミックススペシャル	qid:Q431443|name:新宇宙戦艦ヤマト		9784091227294,9784091227300
2	standard	桜沢エリカ選集	qid:Q438368|name:メイキン・ハッピィ		9784870312845,9784870312852
2	standard	Giga comics	qid:Q438368|name:世界の終わりには君と一緒に		9784391920598,9784391920956
2	standard	ちゃおコミックス	qid:Q438554|name:まんがみたいな恋したいっ!		9784098703142,9784098703173
2	standard		qid:Q443762|name:百物語		9784862254801,9784862254931
2	standard	SHŌNEN CHAMPION COMICS	qid:Q44395039|name:ホテルヘルヘイム		9784253225144,9784253225151
2	standard	Gファンタジーコミックス	qid:Q445265|name:最遊記		9784870252875,9784870255920
2	standard	SUN SPECIAL COMICS	qid:Q445827|name:アラベスク		9784257901815,9784257901822
2	standard	MFコミックス	qid:Q445827|name:ケサラン・パサラン		9784040660981,9784040660998
2	standard	MFコミックス	qid:Q445827|name:牧神の午後		9784040660257,9784840122160
2	standard	YKベストコミックス	qid:Q445903|name:ドリフターズ		9784785974954,9784785974961
2	standard	講談社バイリンガル・コミックス	qid:Q446051|name:ピーチガール		9784770029126,9784770029133
2	standard	Kodansha bilingual comics	qid:Q446051|name:ピーチガール	除外レーベル	9784770029140,9784770029157
2	standard		qid:Q448707|name:陵子の心霊事件簿		9784778038960,9784778038977
2	standard	ジャンプ コミックス セレクション	qid:Q452246|name:超機動員ヴァンダー		9784834213850,9784834213867
2	standard		qid:Q4531338|name:アンダルシア姫		9784257903499,9784257903505
2	standard	ますむら・ひろし作品集[第2期]	qid:Q4531338|name:夢降るラビット・タウン		9784257903314,9784257903321
2	standard	ASUKA COMICS DX	qid:Q453401|name:燕京伶人抄		9784041079386,9784041079393
2	standard	クロフネcomics	qid:Q457637|name:Tactics		9784799742587,9784799758137
2	standard	HCヒーローズコミックス	qid:Q463346|name:TOKKO		9784864683357,9784864683364
2	standard	マガジンKCDX	qid:Q463346|name:艶姿純情BOY		9784063198737,9784063198744
2	standard	講談社コミックスフレンドB	qid:Q469923|name:3 THREE		9784063031171,9784063031201
2	standard	クイーンズコミックス	qid:Q4700602|name:純情クレイジーフルーツ		9784088650661,9784088652436
2	standard	CHOCOLAT COMICS	qid:Q4701134|name:兎オトコ虎オトコ		9784778107864,9784778109424
2	standard	Star comics	qid:Q471103|name:がんばれロボコン		9784886533487,9784886533494
2	standard		qid:Q471103|name:がんばれロボコン		9784889918533,9784889918540
2	standard	King series	qid:Q471103|name:くノ一捕物帖		9784862255693,9784862255709
2	bunkobon	秋田文庫	qid:Q471103|name:イナズマン		9784253171557,9784253171564
2	standard	KCDX	qid:Q471103|name:サイボーグ009		9784065162408,9784065162415
2	standard	009コミカライズシリーズ	qid:Q471103|name:サイボーグ009		9784835454306,9784835454320
2	standard	マガジンZ KC	qid:Q471103|name:スカルマン		9784063492927,9784063493078
