slug	title	authors	year	publisher	total_volumes
epitaramu	エピタラム	池田理代子	1981	chuokoron	3
karuki-no-kuru-hi	カルキのくる日	花郁悠紀子	1981	akita	2
samurai-man	サムライマン	園山俊二	1981	leed	3
scrap-stick	スクラップスチック	いしいひさいち	1981	shonen-gahosha	7
suniikaa-sutoriito	スニーカーすとりいと	村生ミオ	1981	kodansha	2
spring-boodo	スプリング・ボード	倉多江美	1981	kodansha	1
smile-me	スマイル❤ミー	はやさかあみい	1981	kodansha	1
suupaaman-no-kodomo	スーパーマンの子供	立原あゆみ	1981	kodansha	1
dash-shoutarou	ダッシュ!翔太郎	西岡たか史	1981	shueisha	6
change-sabu	チェンジ!さぶ	永井豪	1981	asahi-sonorama	1
toki	トキ	矢口高雄	1981	kasakura-shuppan	2
draisine-blues	ドライジン・ブルース	成毛厚子	1981	kodansha	1
doro-fighter	ドロファイター	村上もとか	1981	(unknown)	7
navy	ナービー	宮脇明子	1981	kadokawa	2
nyarome-no-omoshiro-suugaku-kyoushitsu	ニャロメのおもしろ数学教室	赤塚不二夫	1981	(unknown)	1
harpy	ハーピー	山岸凉子	1981	asahi-sonorama	1
fever-toraberudan	フィーバートラベル団	石川賢	1981	asahi-sonorama	1
hansel-and-gretel	ヘンゼルとグレーテル	大友克洋	1981	(unknown)	1
boyaki	ボヤ鬼	水木しげる	1981	asahi-sonorama	1
