slug	title	authors	year	publisher	total_volumes
kaibutsu-kun	怪物くん	藤子不二雄	1987	chuokoron	14
kaidan-oshichi-kiyouran	怪談 お七狂乱	さがみゆき	1987	hibari-shobo	1
kaidan-kiriko-no-haka	怪談 奇理子の墓	さがみゆき	1987	hibari-shobo	1
kaidan-kurokami-no-noroi	怪談 黒髪の呪い	さがみゆき	1987	hibari-shobo	1
kaidanyukionna	怪談雪女	日野日出志	1987	hibari-shobo	2
koi-suru-onnatachi	恋する女たち	南部美代子	1987	shueisha	2
koibito-no-iru-machi	恋人のいる街	森下裕美	1987	kawade-shobo	1
kiyoufu-no-telepathy	恐怖のテレパシー	さがみゆき	1987	hibari-shobo	1
kyoufu-no-sakebi	恐怖の叫び	いけうち誠一	1987	(unknown)	1
warui-anata	悪いあなた	高口里純	1987	kodansha	1
akugyou-hunter	悪業ハンター!!	鈴宮和由	1987	shogakukan	1
akuryou-no-juujimon	悪霊の十字紋	沼田清	1987	akita	1
ai-ga-ippai	愛がいっぱい	藤田素子	1987	tairiku-shobo	1
itoshi-no-kamira	愛しのカミラ	高橋美由紀	1987	kodansha	3
itoshi-no-career-uuman	愛しのキャリアウーマン	内村月子	1987	kodansha	1
ai-no-sakaagari	愛のさかあがり	とり・みき	1987	kadokawa	5
ai-no-wakakusa-monogatari	愛の若草物語	中川佳子	1987	akita	3
ai-no-yukue	愛の行方	石井隆	1987	nihon-bungeisha	1
rabu-itadaki-masu	愛・いただきます!!	御童カズヒコ	1987	kodansha	1
sengoku-no-moushou-takeda-shingen	戦国の猛将 武田信玄	伊東章夫	1987	gakken	1
sengoku-sarumawashi	戦国猿廻し	園田光慶	1987	(unknown)	15
takuya	拓也	松本美緒	1987	kodansha	1
kentoushi	拳闘士	倉科遼	1987	nihon-bungeisha	12
yubiwa-no-toiki	指輪の吐息	菊川近子	1987	kodansha	1
houkago-no-akuryou	放課後の悪霊	谷間夢路	1987	akita	1
shin-ranchesutaa-senryaku	新ランチェスター戦略	佐藤けんいち	1987	(unknown)	8
shin-dabide-no-hoshi	新・堕靡泥の星	佐藤まさあき	1987	akita	10
shin-toudai-itchokusen	新・東大一直線	小林よしのり	1987	kodansha	1
shin-maido-osawagase-shimasu	新・毎度おさわがせします	杉森建	1987	shodensha	2
hidokei-hanadokei	日時計花時計	つのだじろう	1987	shufu-to-seikatsu	3
akarui-seishounen-no-tameno-love	明るい青少年のための恋愛	東宮千子	1987	akita	14
haru-no-gikyoku	春の戯曲	曽根富美子	1987	akita	1
haruhayate	春はやて	安西水丸	1987	chikuma-shobo	1
shun-ka-shuu-tou	春・夏・秋・冬	神坂智子	1987	kadokawa	2
tokijiku-no-kaku-no-konomi	時じくの香の木の実	山岸凉子	1987	kadokawa	1
saishuu-sensou	最終戦争	山田ミネコ	1987	akita	6
saishuu-sensou-densetsu	最終戦争伝説	山田ミネコ	1987	akita	6
tsuki-no-honoo	月のほのほ	湯口聖子	1987	akita	1
judo-no-rekishi	柔道の歴史	作麻正明	1987	(unknown)	6
takeda-shingen-1987	武田信玄	小池一夫・小島剛夕	1987	kadokawa	6
shindemo-ikiteta-shounen	死んでも生きてた少年	杉戸光史	1987	hibari-shobo	1
shindemo-warae	死んでも笑へ!!	蛭子能収	1987	seirindo	1
shinigami-ga-kuru	死神がくる!	いばら美喜	1987	rippu-shobo	1
shinigami-no-maneki	死神の招き	水木しげる	1987	kodansha	1
desu-no-kariudo	死者の狩人	高階良子	1987	kodansha	1
zankoku-no-puzzle	残酷のパズル	菊川近子	1987	kodansha	1
korosazuniwa-irarenai	殺さずにはいられない	万里村奈加	1987	kodansha	1
minamono-matsuri	水喪祭	成毛厚子	1987	asahi-sonorama	1
suishoukyuu-no-yoru	水晶宮の夜	宮脇明子	1987	shueisha	2
nagai-gou-manga-daizenshuu	永井豪漫画大全集	永井豪	1987	tairiku-shobo	3
chinmoku-no-koe	沈黙の声	中山星香	1987	asahi-sonorama	4
youhei-kun-niwa-naishiyo	洋平クンにはないしょ	しらいしあい	1987	shufu-to-seikatsu	4
rounin-tanbee-zetsumei	浪人丹兵衛絶命	川崎のぼる	1987	kodansha	1
umi-sodachi-no-kaze	海育ちの風	岡野史佳	1987	hakusensha	1
gekikara-adorenarin	激辛あどれなりん	むつ利之	1987	shogakukan	1
kasei-ni-sasageru-duet	火星に捧げるデュエット	筒井百々子	1987	shinshokan	1
munou-no-hito	無能の人	つげ義春	1987	nihon-bungeisha	1
burai-sandaime	無頼、三代目	黒咲一人	1987	nihon-bungasha	1
nekken-kanfuu-club	熱拳カンフークラブ	魚戸おさむ	1987	shogakukan	3
nekkyo-kanfuu-club	熱挙カンフークラブ	魚戸おさむ	1987	shogakukan	2
neppuu-hibarigaoka	熱風ひばりケ丘	平口広美	1987	kawade-shobo	1
moeyo-ken-1987	燃えよ!拳	高田まさお	1987	kodansha	2
kyouki-no-kansengen	狂気の感染源	ゴブリン	1987	(unknown)	1
ookami-no-ballad	狼のバラード	ケン月影	1987	kodansha	1
ruri-no-tsume	瑠璃の爪	山岸凉子	1987	kadokawa	1
inaka-deka	田舎刑事	湯浅ひとし	1987	kodansha	4
otoko-ten-o-tsuku	男・天を突く	郷力也	1987	akita	9
kenritsu-umisora-koukou-yakyuu-buin-yamashita-taroo-kun	県立海空高校野球部員山下たろ～くん	こせきこうじ	1987	shueisha	21
mayonaka-no-senshi	真夜中の戦士	永井豪・ダイナミックプロダクション	1987	kodansha	1
kouha-saitama-regulus	硬派!埼玉レグルス	山本コーシロー	1987	shueisha	9
kami-sama-hotoke-sama-waratte-sukutte	神さま仏さま笑って救って	森田拳次	1987	(unknown)	1
shinseiki-vagurantsu	神星記ヴァグランツ	麻宮騎亜	1987	kadokawa	2
shimanga	私漫画	池田理代子	1987	kadokawa	1
shiritsu-ajikari-gakuen	私立味狩り学園	谷上俊夫	1987	akita	11
shiritsu-shinsengumi	私立新鮮組	国友やすゆき	1987	nihon-bungasha	5
himitsu-no-ririasu	秘密のリリアス	星野めみ	1987	shueisha	3
zoku-adoribu-hakusho	続 アドリブ白書	いしかわじゅん	1987	hakusensha	1
midori-no-jumon	緑の呪文	成毛厚子	1987	kodansha	1
midori-no-me-no-akuma	緑の瞳の悪魔	葉月秋子	1987	(unknown)	1
oda-nobunaga-1987	織田信長	森藤よしひろ	1987	(unknown)	2
rashoumon-no-youkai	羅生門の妖怪	日野日出志・浜慎二	1987	hibari-shobo	1
utsukushiki-ikenie	美しき生贄	村祖俊一	1987	(unknown)	1
bishoujo-syndrome	美少女シンドローム	雨宮淳	1987	taiyoh-tosho	1
gunjou-no-hibi	群青の日々	清原なつの	1987	shueisha	1
eigoban-za-chef	英語版ザ・シェフ	加藤唯史	1987	(unknown)	1
saikon-tan	菜根譚	赤塚不二夫	1987	(unknown)	1
hanamoto-san-chi-no-gokiyoudai	華本さんちのご兄弟	猫十字社	1987	hakusensha	1
rengedensetsu	蓮華伝説	つのだじろう	1987	daitosha	2
bara-no-arashi	薔薇の嵐	岸裕子	1987	asahi-sonorama	1
fujiko-fujio-esuefu-zen-tanpen	藤子不二雄SF全短篇	藤子不二雄	1987	chuokoron	3
niji-o-yobu-otoko	虹を呼ぶ男	水島新司	1987	akita	10
nijiko-za-party	虹子theパーティ	倉持知子	1987	shueisha	4
kowai-jinmen-hebi	蛇神さまの怪	杉戸光史	1987	hibari-shobo	1
chi-no-wana	血の罠	前田俊夫	1987	byakuya-shobo	6
chimidoro-no-mushi-yashiki	血みどろの虫屋敷	古賀新一	1987	akita	1
kioku-no-tamago	記憶のたまご	松本充代	1987	seirindo	1
akaki-chi-no-eleven	赤き血のイレブン	園田光慶	1987	(unknown)	6
chou-shoujo-asuka	超少女明日香	和田慎二	1987	mediafactory	12
shiyuumatsu-koi-monogatari	週末恋物語	原田梨花	1987	kodansha	1
susume-donganden	進め!!ドンガンデン	中沢啓治	1987	shibunsha	2
jani-mandala	邪尼曼陀羅	古川益三	1987	seirindo	1
heya-no-sumi-no-shiroi-kage	部屋の隅の白い影	山本まゆり	1987	asahi-sonorama	1
yabou-no-teikoku	野望の帝国	玄太郎	1987	akita	2
nonpuro-burai	野球無頼	黒咲一人	1987	nihon-bungasha	1
kin-to-gin	金と銀	岸裕子	1987	asahi-sonorama	1
konjiki-no-yami	金色の闇	柿崎普美	1987	shueisha	1
ginga-de-oboreru-mono-wa-ware-omo	銀河で溺れる者はワレをもつかむ	しらいしあい	1987	shufu-to-seikatsu	1
gindama-masayan	銀玉マサやん	堂上まさ志	1987	akita	22
kaiun-seerusuman-sugiyama-hitoshi-kun	開運セールスマン杉山等くん	倉田よしみ	1987	kodansha	1
yami-kara-no-shoutaijou	闇からの招待状	渡千枝	1987	kodansha	1
yami-no-kirameki	闇のきらめき	伊藤結花理	1987	(unknown)	1
yami-no-silhouette	闇のシルエット	千之ナイフ	1987	akita	4
toushou-boy	闘翔ボーイ	竜崎遼児	1987	shogakukan	9
kourei-kyoushitsu	降霊教室	はやかわ文子	1987	akita	1
amayadori-no-koibito	雨やどりの恋人	逢坂みえこ	1987	shueisha	1
yukinohana	雪の花	岸裕子	1987	asahi-sonorama	1
kiri-no-naka-no-johnny-naisho-no-hanashi	霧の中のジョニー/ないしょの話	水木しげる	1987	asahi-sonorama	1
kiri-no-tobira	霧の扉	永井豪	1987	kodansha	2
tsuyumamire	露まみれ	ケン月影	1987	(unknown)	1
aoi-tori-mitsuketa	青い鳥みつけた	高梨純恵	1987	shueisha	4
ao-no-jidai-mizumaru-1987	青の時代	安西水丸	1987	seirindo	2
haruichiban	青春一番	永井豪	1987	kodansha	2
zutsuu-ni-kooshin	頭痛にコーシン	高信太郎	1987	seirindo	1
kaze-ga-mau	風が舞う	石川サブロウ	1987	shueisha	2
kazeno-angel	風のエンジェル	まさき輝	1987	futabasha	1
kaze-no-garudoru	風の呪歌	あしべゆうほ	1987	akita	1
gaki-jigoku	餓鬼地獄	日野日出志	1987	tairiku-shobo	1
kakenuketa-serenade	駆けぬけたセレナーデ	波間信子	1987	kodansha	1
kotsupou-densetsu-yume-hitsusatsuken	骨法伝説 夢必殺挙	永井豪	1987	kodansha	1
oni-nagai-1971	鬼	永井豪・コミックス	1987	kodansha	2
kimen-teikoku	鬼面帝国	山上たつひこ	1987	kodansha	1
makai-zonbee	魔界ゾンベえ	玉井たけし	1987	shogakukan	2
houou-no-tsubasa	鳳凰の翼	佐多みさき	1987	nihon-bungeisha	2
yomikaranokoe	黄泉からの声	佐伯かよの	1987	kodansha	2
ougon-kairyuu	黄金海流	まつざきあけみ	1987	asahi-sonorama	1
kuro-i-ran-no-wana	黒い蘭の罠	いけうち誠一	1987	kodansha	1
kuro-no-tasogare	黒のたそがれ	流水凜子	1987	tairiku-shobo	1
kurokami-no-noroi	黒髪の呪い	古賀新一	1987	tairiku-shobo	1
0-1988	0人間・八百八だぬき	杉浦茂	1988	(unknown)	1
10	10	井上紀良	1988	shueisha	1
100-paasento	100％	柳沢きみお	1988	futabasha	14
101-pikininjadai-koushin	101匹忍者大行進	いしいひさいち	1988	(unknown)	2
13-nichi-no-ochazukenori	13日の御茶漬海苔	御茶漬海苔	1988	asahi-sonorama	1
1993-no-nippon-koufukuna-kekkon	1993年の日本幸福な結婚?	堀田あきお	1988	php	1
31maime-no-31-uhaku	31まいめの空白	成毛厚子	1988	kodansha	1
3-nen-b-gumi-kinpachi-sensei-3	3年B組金八先生 3	成瀬由宇	1988	wani-books	2
3-nen-c-gumi-noroi-no-kokuban	3年C組呪いの黒板	谷間夢路	1988	akita	1
nana-1988	7	井上紀良	1988	shueisha	1
7tsu-no-yume-fuusen	7つの夢風船	一条ゆかり	1988	shueisha	1
8-1988	8	井上紀良	1988	shueisha	1
9	9	井上紀良	1988	shueisha	1
ayame-kinenbi	AYAME記念日	村田順子	1988	kadokawa	1
ayuko	AYUKO	久保田眞二	1988	leed	4
arms-1988	Arms	唯登詩樹	1988	tokyo-sanseisha	1
crescent	CRESCENT	葉月しのぶ	1988	tokyo-sanseisha	20
charming	Charming	小野弥夢	1988	kodansha	3
darling-1988	Darling!!	星野めみ	1988	shueisha	1
dash-my-road	Dash!マイ・ロード	神塚ときお	1988	(unknown)	1
iiesupii-de-gomenne	ESPでごめんね	浦川佳弥	1988	shueisha	2
f-1-club	F-1倶楽部	次原隆二	1988	shueisha	1
frontier-line	FRONTIER LINE	たがみよしひさ	1988	gakken	1
genzoo-e-youkoso	GENZOへようこそ!	武内昌美	1988	shogakukan	1
go-go-bakusou-highschool	GO!GO!爆走ハイスクール	武田ゆういち	1988	kodansha	7
help	HELP	御茶漬海苔	1988	tokyo-sanseisha	3
hearts	Hearts	姫野くみ	1988	akita	3
i-feel-you	I Feel You	野間美由紀	1988	hakusensha	1
kg	KG	国友やすゆき	1988	futabasha	1
kiosk-flapper	KIOSK FLAPPER	岩尾奈美恵	1988	kodansha	3
love-songs	LOVE SONGS	高河ゆん	1988	shinshokan	1
long-love	Long love	原田梨花	1988	kodansha	1
magnitude9-99	MAGNITUDE9.99	岩谷テンホー	1988	shueisha	5
memory	Memory	高瀬由香	1988	shogakukan	1
mindy-land	Mindy land	眠田直	1988	movic	1
emuesu-senki	Ms戦記	近藤和久	1988	(unknown)	1
no-matter	NO MATTER	江口寿史	1988	futabasha	1
notice	Notice	阿乱霊	1988	kubo-shoten	1
oo-taiken-jidai	Oh!体験時代	ますなが芳	1988	kodansha	5
paradise-wave	Paradise wave	高梨くみ	1988	kodansha	2
shogun	SHOGUN	所十三	1988	kodansha	13
short-twist	SHORT TWIST	佐々木淳子	1988	shogakukan	1
show-1988	SHOW	克・亜樹	1988	hakusensha	2
shion	Shion	衣谷遊	1988	tokyo-sanseisha	2
souly-angel	Souly Angel	西村めぐみ	1988	shueisha	2
tk-picaresque	T.K.ピカレスク	立野真琴	1988	hakusensha	1
the-momotaroh	THE MOMOTAROH	にわのまこと	1988	shueisha	10
za-shock-kaiki-gensoukan	THEショック!!怪奇幻想館	芝田英行	1988	akita	2
tonbi-generation	TONBI!ジェネレーション	佐柄きょうこ	1988	shogakukan	6
that-s-micheal	That's Micheal!	中野純子	1988	shueisha	1
w-1988	W	たがみよしひさ	1988	akita	1
w1-lullaby	W1ララバイ	広井てつお	1988	nihon-shuppansha	1
young-blood	Young blood	永田トマト	1988	shogakukan	2
zigzag-company	ZIGZAG・カンパニー	河野やす子	1988	shogakukan	3
tsuepperin-ni-ame	Zeppelinに雨	しらいしあい	1988	shufu-to-seikatsu	1
agechau-jokyoushi	あげちゃう!女教師	大和正樹	1988	akita	11
ane-san-wa-iinchou	あねさんは委員長	こなみ詔子	1988	shueisha	5
abare-hanagumi	あばれ花組	押山雄一	1988	shueisha	19
abunai-hitozuma	あぶない人妻	杉戸光史	1988	(unknown)	1
abesede-youjin	あべせで用心	長尾ともひさ	1988	shogakukan	2
ayakashi-hunter	あやかしハンター	春日光広	1988	shueisha	3
ayame-wa-aru-asa-totsuzen-ni	あやめはある朝突然に	村田順子	1988	kadokawa	1
ikinari-saga	いきなりサーガ	Jet	1988	asahi-sonorama	1
ikinari-bakkudoroppu-ken	いきなりバックドロップ犬	徳光康之	1988	kodansha	1
irasshai	いらっしゃい	こやま拓	1988	leed	4
ukaremakutte-onzoushi	うかれまくって御曹子	鈴宮和由	1988	shonen-gahosha	2
usugeshou	うすげしょう	上杉可南子	1988	shogakukan	1
oishii-asa-no-mukaekata	おいしい朝のむかえかた	樫みちよ	1988	shogakukan	1
ottoto-osumou-kun	おっとと!お相撲くん	コンタロウ	1988	shueisha	3
omakase-lunch	おまかせランチ	たかなししずえ	1988	kodansha	1
omatsuri-gen-san	おまつり源さん	田中しょう	1988	shonen-gahosha	2
omoshireejan	おもしれーじゃん!	小椋恵里子	1988	kodansha	2
onna-koshien	おんな甲子園!	野妻まゆ美	1988	hakusensha	1
ogen-sama	お幻さま	茶木宏実	1988	shueisha	2
ohi-sama-nanka-denakutemo-kamawanai	お陽様なんか出なくてもかまわない	多田由美	1988	kadokawa	2
odenwa-omachishitemasu	お電話お待ちしてます	しらいしあい	1988	shufu-to-seikatsu	3
colorful-shower	からふるシャワー	三浦浩子	1988	shogakukan	2
kitto-gokujou-song	きっと極上Song	花津美子	1988	shueisha	2
kinoko-hotel-nikki	きのこホテル日記	星野めみ	1988	shueisha	2
kimitachi-wa-midori-no-igusuri	きみたちは緑の胃ぐすり	大野潤子	1988	shogakukan	1
kotomonashi-kyouichirou	こともなし凶一郎!!	真行寺たつや	1988	scola	4
gomenne-b-boy	ごめんねBボーイ	山本直樹	1988	scola	1
sayonara-no-kajitsutachi	さよならの果実たち	新田真子	1988	nihon-shuppansha	1
shiawase-ni-shite-agetai	しあわせにしてあげたい	三浦浩子	1988	shogakukan	1
janken-pon	じゃんけんぽん!	佐々木潤子	1988	shueisha	3
scramble-doumei	すくらんぶる同盟	松本洋子	1988	kodansha	7
setsunakute-amakute	せつなくて甘くて	桃伊いづみ	1988	shueisha	1
senchimeetoru-monogatari	せんちめぇとる物語	斉藤倫	1988	shueisha	1
tadaima-heart-konsen-chuu	ただいまハート❤混線中	唯登詩樹	1988	byakuya-shobo	1
darakuya-store-monogatari	だらくやストア物語	臼井儀人	1988	futabasha	3
channel-aphorism	ちゃんねるアホリズム	山科けいすけ	1988	shueisha	2
chotto-meiken	ちょっと名犬	谷間夢路	1988	nihon-bungasha	3
tsukanoma-no-yume-tsukanoma-no-toki	つかのまの夢つかのまの時	大谷博子	1988	shueisha	1
tegowai-princess	てごわいプリンセス	佐野未央子	1988	shueisha	2
tottemo-iin	とっても医院	みやはら啓一	1988	shogakukan	6
dokachin-kid	どかちんきっど	こしばしげる	1988	shogakukan	4
nazo-no-hesojima	なぞのヘソ島	真崎守	1988	(unknown)	1
natte-choudai-oomono-ni	なって頂戴大物に!	畠山耕太郎	1988	kodansha	3
hatameiwaku-na-rinjin	はためいわくな隣人	現代洋子	1988	shueisha	1
hahhi-fuhen-hon	はっひ不変本	黒鉄ヒロシ	1988	futabasha	1
haruka-kanata	はるかかなた	渡辺諒	1988	shueisha	3
baku-no-kaikata-oshiemasu	ばくの飼い方教えます	杉山志保子	1988	hakusensha	1
hiina-no-maisou	ひいなの埋葬	山岸凉子	1988	kadokawa	1
hitsukoin-dakara	ひつこいんだから	中崎タツヤ	1988	byakuya-shobo	1
hitori-janai-no	ひとりじゃないの	阿部ゆたか	1988	tokyo-sanseisha	1
himitsu-de-naito	ひ・み・つでナイト	折原みと	1988	jitsugyo-no-nihon	2
fuurai-deka	ふうらい刑事	高橋わたる	1988	nihon-bungeisha	3
fureai-kankaku	ふれあい間隔	さかもと瓢作	1988	leed	5
bukimina-5-shuukan	ぶきみな5週間	藤子不二雄Ⓐ	1988	chuokoron	1
burudoggu	ぶるどっぐ	双葉たかし	1988	shueisha	2
puttsun-make-love	ぷっつんメイクLOVE	雨宮淳	1988	scola	8
hontoni-atta-kowai-hanashi	ほんとにあった怖い話	山本まゆり	1988	asahi-sonorama	27
boku-no-hou-ga-aishiteru	ぼくのほうが愛してる	前原滋子	1988	kodansha	2
mappira-kun	まっぴら君	加藤芳郎	1988	(unknown)	10
36-gakotenrakugo36wa	まんが古典落語36話	前谷惟光	1988	(unknown)	1
manga-shouwashi	まんが昭和史	とみ新蔵	1988	(unknown)	2
mangaban-zeikin-mamorumo-semerumo	まんが版「税金」守るも攻めるも	森田拳次	1988	(unknown)	1
manga-hachisu-no-tsuyu	まんが蓮の露	高橋郁丸	1988	(unknown)	1
migake-den-tan	みがけ!デンたん	堀内信隆	1988	(unknown)	2
mitsuyubi-paradise	みつゆびパラダイス	川三番地	1988	futabasha	2
minna-otenki	みんなおてんき	くらた美香	1988	shueisha	3
minna-tongare	みんなとんがれ!	栗城祥子	1988	shogakukan	2
mujakini-scandal	むじゃきにスキャンダル	きたうら克巳	1988	shueisha	2
yagura-no-rikimaru	やぐらの力丸	山崎匡佑	1988	nihon-bungeisha	1
yatteranneeya	やってらんねえや	伊藤実	1988	kodansha	1
yadorigi	やどり木	佐藤史生	1988	shinshokan	1
yokachin-kun	よかチン君	はしもといわお	1988	asahi-shimbun	1
rabu-shimyureeshon	らぶ・シミュレーション	矢野健太郎	1988	shueisha	1
watashi-mogitate	わたし、もぎたて	さがみゆき	1988	hibari-shobo	1
watashi-ga-kieta	わたしが消えた!	渡千枝	1988	kodansha	1
watashi-ni-nita-hito	わたしに似た人	近藤ようこ	1988	nihon-bungeisha	1
famicom-zeminaaru	われらホビーズファミコンゼミナール	あおきけい	1988	shueisha	4
idol-gakuen-yoikogumi	アイドル学園よいこ組	山岡ともみ	1988	kodansha	2
ash-guine	アシュギーネ	神崎将臣	1988	shogakukan	1
adventure-kid	アドベンチャーkid	前田俊夫	1988	wani-magazine	4
afurika-asobi	アフリカ遊び	鳥図明児	1988	tokyo-sanseisha	1
allergy-suit	アレルギー戦士	石坂啓	1988	shogakukan	1
ikarosu-no-tobu-hi	イカロスの飛ぶ日	新谷かおる	1988	akita	1
irasuto-sensoutte-nanda	イラスト戦争ってナンダ!?	橋本勝	1988	(unknown)	1
iwan-dejibuyabiyu-no-ichinichi	イワン・デジャビュの一日	星野之宣	1988	shueisha	1
wizardry	ウィザードリィ	石垣環	1988	takarajimasha	6
wedding-dress	ウェディング・ドレス	池田理代子	1988	chuokoron	1
ultima	ウルティマ	渡辺広之・田中成治・田中夕子	1988	(unknown)	3
engage-kiss-1988	エンゲージ・キス	英洋子	1988	akita	1
angel-1988	エンジェル	川原正敏	1988	kodansha	1
kabuto	カブト	寺沢武一	1988	shueisha	2
karunazaru-senki-guardian	カルナザル戦記ガーディアン	川島博幸	1988	shueisha	1
carrying	キャリング	石坂啓・堀田あきお	1988	shogakukan	4
gidget	ギジェット	さべあのま	1988	hakusensha	1
kusottare-dazee	クソッタレだぜェ!!	稲田浩司	1988	shueisha	1
cross-memory	クロス・メモリー	河惣益巳	1988	hakusensha	1
green-ai-ni-oki-o-tsuke	グリーンアイにお気をつけ	岸裕子	1988	asahi-sonorama	1
cosmos-striker	コスモス・ストライカー	戸舘新吾	1988	shueisha	2
cosmos-rakuenki	コスモス楽園記	ますむらひろし	1988	fusosha	13
comic-kyuuyaku-seisho-souseiki	コミック旧約聖書 創世記	藤原カムイ	1988	(unknown)	1
godorei-no-koibito	ゴドレイの恋人	森脇真末味	1988	shinshokan	1
golf-gihyou	ゴルフ戯評	横山泰三	1988	(unknown)	1
saibaa-comics	サイバーコミックス	こやま基夫	1988	(unknown)	3
salaryman-no-tamashii	サラリーマンの魂	しりあがり寿	1988	hakusensha	1
sanwari-kun	サンワリ君	鈴木義司	1988	(unknown)	1
the-king	ザ・キング	倉科遼	1988	tokuma	5
the-junior	ザ・ジュニア	叶精作	1988	shogakukan	4
za-tenshoku	ザ・転職	はしもといわお	1988	(unknown)	1
shooting-tiger	シューティングタイガー	原田久仁信	1988	asahi-sonorama	1
silkroad-yuki-no-asa	シルクロード雪の朝	神坂智子	1988	hakusensha	1
cinderella-no-kutsu	シンデレラの靴	秋本尚美	1988	kadokawa	1
cinderella-smash	シンデレラスマッシュ	土山しげる	1988	nihon-bungeisha	2
cinderella-dream-eibiishii-de-nemurenai	シンデレラ淫夢 ABCで眠れない	となみむか	1988	nihon-shuppansha	1
skip-high-school	スキップハイスクール	浅沼ひろゆき	1988	futabasha	1
scratch-time	スクラッチタイム	五十嵐浩一	1988	shonen-gahosha	8
spring-hapuningu	スプリング・はぷにんぐ	速水翼	1988	akita	1
slow-dancer	スローダンサー	奥友志津子	1988	akita	1
slow-down	スロー・ダウン	耕野裕子	1988	shueisha	1
super-game	スーパーゲーム	金井たつお	1988	shueisha	2
seeraafuku-monogatari	セーラー服物語	白倉由美	1988	akita	3
soldier	ソルジャー	和田尚子	1988	shueisha	1
time-limit-nina	タイムリミット!新菜	聖鈴子	1988	shogakukan	7
taaheru-ana-tomiko	ターヘルアナ富子	徳弘正也	1988	shueisha	1
daphne	ダフネー	山岸凉子	1988	kadokawa	1
dangan-hero	ダンガン×ヒーロー	山口美由紀	1988	hakusensha	4
dark-queen	ダーク・クィーン	曽祢まさこ	1988	kodansha	1
channel-rabu	チャンネル・0	小林博美	1988	shogakukan	3
tonton-tougarashi	トントン唐辛子	堀内三佳	1988	shueisha	2
doctor-hankotsui	ドクター反骨医	根本テツヤ	1988	nihon-bungeisha	18
doragonshiki	ドラゴン式	いしかわじゅん	1988	futabasha	1
doomo-kun	ドーモ君	福地泡介	1988	(unknown)	1
naive	ナイーヴ	志水三喜郎	1988	shonen-gahosha	5
nanpajutsu-nyuumon	ナンパ術入門	法田恵	1988	tairiku-shobo	1
nurse-station-kozan-1990	ナースステーション	田中つかさ	1988	shueisha	5
nebirosu-no-futago	ネビロスの双児	御茶漬海苔	1988	tokyo-sanseisha	2
noosaido	ノーサイド	ちば拓	1988	shueisha	2
bass-hunter-wataru	バス・ハンター渡	金井たつお	1988	akita	10
battle-in-the-dark	バトルインザダーク	衣谷遊	1988	tokyo-sanseisha	1
banana-no-kimochi	バナナの気持ち	永田トマト	1988	nihon-shuppansha	1
banana-kids	バナナキッズ	(unknown)	1988	byakuya-shobo	5
variety-gift	バラエティ・ギフト	坂田靖子	1988	akita	1
phaethon-yamagishi-1988	パエトーン	山岸凉子	1988	kadokawa	1
papa-wa-doukyuusei	パパは同級生	林明日子	1988	shogakukan	2
panzer-vor	パンツァーフォー	小林源文	1988	nihon-shuppansha	1
human-league	ヒューマン・リーグ	斉藤むねお	1988	shogakukan	2
bikkuriman-omoshirorando	ビックリマン おもしろランド	菅野誠一	1988	akita	4
bikkuriman-omoshiro-land	ビックリマンおもしろランド	企画者104	1988	akita	4
pikurusugai-ibun	ピクルス街異聞	佐々木マキ	1988	seirindo	1
farandole	ファランドール	文月今日子	1988	shinshokan	1
furaipan-doumei	フライパン同盟	河村美久	1988	kodansha	2
blue-sentimental	ブルー・センチメンタル	柿崎普美	1988	shueisha	1
pui-pui	プイプイ	さそうあきら	1988	kodansha	1
platinum-no-ashita	プラチナの朝	小沢真理	1988	kodansha	1
present-from-lemon	プレゼント・フロムLemon	桂正和	1988	shueisha	2
puresshaa-appuruzu	プレッシャーあっぷるず	立原あゆみ	1988	kodansha	1
puroresu-big-matchi	プロレス大勝負	原田久仁信	1988	asahi-sonorama	1
puroyakyuu-donmai-land	プロ野球どんまいランド	コジロー	1988	futabasha	3
hey-master	ヘイ!マスター	上村一夫・関川夏央	1988	futabasha	2
beamaadaa-ryuusuke	ベアマーダー流介	岡村賢二	1988	shogakukan	5
velvet-rose	ベルベット・ローズ	文月今日子	1988	ozora-shuppan	2
benkee	ベンケー	さそうあきら	1988	kodansha	1
boku-to-kaeru-to-koutei-de	ボクとカエルと校庭で	みうらじゅん	1988	seirindo	1
pokkii-kun	ポッキーくん	田中しょう	1988	takeshobo	12
maiku-taison-story	マイク・タイソン物語	井上紀良	1988	shonen-gahosha	1
mind-size	マインドサイズ	高河ゆん	1988	kobunsha	1
masquerade-1988-2	マスカレード	谷地恵美子	1988	hakusensha	1
masquerade-1988	マスカレード	井上恵美子	1988	shogakukan	1
maharadja	マハラジャ	橋本正枝	1988	kadokawa	5
manga-seikan-tunnel	マンガ 青函トンネル	石ノ森章太郎	1988	(unknown)	1
manga-ningen-no-jouken	マンガ人間の條件	石川森彦	1988	(unknown)	2
maabii	マービー	さべあのま	1988	hakusensha	1
miracle-night-gate	ミラクル・ナイト・ゲート	厦門潤	1988	hakusensha	1
monochrome-no-onna	モノクロームの女	井上恵美子	1988	shogakukan	1
mohikan-tsuru-chan	モヒカンつるちゃん	あいきさだむ	1988	shueisha	2
mohikanzoku-no-saigo-mito-koumon-manyuuki	モヒカン族の最後・水戸黄門漫遊記	杉浦茂	1988	(unknown)	1
momonga	モモンガ!!	雨宮淳	1988	scola	2
