slug	title	authors	canonical済	worst	page_shape	cluster_shape
sasuke	サスケ	白土三平		27年 standard 1巻(1990-05-10)→9巻(1963-11)	standard[通常版]/- 20冊 1963-11〜1990-12-10 ; bunkobon[文庫版]/小学館文庫 15冊 1977-10-20〜1996-04-10	sid31667/ed37221 standard[講談社コミックス] 15冊 1974-01-30〜1974-08-05 ISBN0 || sid31667/ed37222 standard[-] 8冊 1964-11〜1965-11 ISBN1 || sid31667/ed37223 standard[コンパクトコミックス] 15冊 1966-10-31〜1967-03-31 ISBN0 || sid31667/ed37224 bunkobon[小学館文庫] 24冊 1977-02〜1996-04-10 ISBN9 || sid31667/ed37225 standard[小学館叢書] 8冊 1990-05-10〜1990-12-10 ISBN8 || sid31668/ed37226 standard[-] 14冊 1962-07-01〜1964-10 ISBN0 || sid77120/ed91701 standard[ヤングジャンプ・コミックス] 2冊 2002-09〜2003-04 ISBN2 || sid141055/ed158649 standard[-] 5冊 1969-12〜1970-08 ISBN0 || sid141056/ed158650 bunkobon[小学館文庫] 1冊 1995-12-10〜1995-12-10 ISBN1 || sid141057/ed158651 bunkobon[小学館文庫] 1冊 1977-03〜1977-03 ISBN0
sennomesensei	千の目先生	石ノ森章太郎		25年 bunkobon 1巻(2001-04)→2巻(1976-07-30)	standard[通常版]/- 2冊 1970-12-15〜1970-12-15 ; bunkobon[文庫版]/ソノラマ漫画文庫 2冊 1976-07-30〜2001-04	sid45329/ed55491 standard[-] 2冊 1970-12-15〜1970-12-15 ISBN0 || sid45329/ed55492 bunkobon[ソノラマ漫画文庫] 2冊 1976-07-30〜1976-07-30 ISBN0 || sid45329/ed55493 standard[Sun million comics] 2冊 1979-02〜1979-02 ISBN0 || sid45329/ed55494 bunkobon[双葉文庫名作シリーズ] 1冊 2001-04〜2001-04 ISBN1 || sid45329/ed55495 standard[石ノ森章太郎萬画大全集] 2冊 -〜- ISBN0
seton-doubutsuki	シートン動物記	白土三平・岡本鉄二		23年 standard 1巻(1985)→2巻(1962-08)	(本番yml無し)	
shidenkai-no-taka	紫電改のタカ	ちばてつや		24年 bunkobon 1巻(2000-08)→5巻(1976-10-28)	standard[通常版]/虫コミックス 6冊 1971-10〜1990-11-17 ; bunkobon[文庫版]/講談社漫画文庫 6冊 1976-10-28〜2000-09	sid37121/ed44285 bunkobon[ちばてつや漫画文庫] 6冊 1978-07〜1978-11 ISBN0 || sid37121/ed44286 bunkobon[講談社漫画文庫] 10冊 1976-06-01〜2000-09 ISBN4 || sid37121/ed44287 standard[虫コミックス] 5冊 1971-06〜1971-10 ISBN0 || sid37121/ed44288 bunkobon[中公文庫] 4冊 2006-04〜2006-07 ISBN4 || sid37121/ed44289 standard[ちばてつや全集] 4冊 1995-05〜1995-07 ISBN4 || sid37121/ed44290 standard[KCスペシャル] 1冊 1987-10-06〜1987-10-06 ISBN1 || sid37121/ed44291 standard[My first big special] 1冊 2015-06〜2015-06 ISBN1 || sid37121/ed44292 standard[講談社コミックス] 8冊 1990-08-17〜1990-10-17 ISBN2 || sid161610/ed179709 standard[-] 2冊 1990-09-17〜1990-11-17 ISBN2
shimogari-hanjirou	下苅り半次郎	神江里見		27年 standard 1巻(2011-12)→2巻(1984-07)	bunkobon[文庫版]/秋田漫画文庫 2冊 1977-08〜1977-09 ; standard[通常版]/小池一夫選集 7冊 1984-07〜2011-12	sid56323/ed69843 standard[劇画キングシリーズ] 6冊 1984-07〜1985-03 ISBN0 || sid56323/ed69844 bunkobon[秋田漫画文庫 小池一夫選集] 1冊 1977-09〜1977-09 ISBN0 || sid56323/ed69845 bunkobon[秋田漫画文庫] 1冊 1977-08〜1977-08 ISBN0 || sid56323/ed69846 standard[小池一夫選集] 1冊 1977-07〜1977-07 ISBN1 || sid56323/ed69847 standard[King series 漫画スーパーワイド] 5冊 2011-12〜2012-02 ISBN5
shin-agatte-nanbo-taichiyo-nakuna	新上ってなンボ!!太一よ泣くな	叶精作		25年 standard 1巻(2013-06)→2巻(1988-06)	standard[通常版]/劇画キングシリーズ 22冊 1988-06〜2013-06	sid56371/ed69936 standard[King series 漫画スーパーワイド] 4冊 2013-06〜2013-09 ISBN4 || sid56371/ed69937 standard[King series] 2冊 2013-10〜2013-11 ISBN2 || sid56371/ed69938 standard[劇画キングシリーズ] 20冊 1988-04〜2003-03 ISBN20 || sid122338/ed139154 standard[劇画キングシリーズ] 1冊 -〜- ISBN0 || sid129949/ed147194 standard[劇画キングシリーズ] 1冊 -〜- ISBN1
shin-obake-no-qtarou	新オバケのQ太郎	藤子・F・不二雄		29年 standard 2巻(2018-06)→5巻(1989-07-14)	standard[通常版]/中公コミックス 7冊 1989-07-14〜2018-08	sid34151/ed40239 standard[中公コミックス] 7冊 1989-03-10〜1989-09-08 ISBN7 || sid34151/ed40240 standard[てんとう虫コミックス] 4冊 2018-05〜2018-08 ISBN4 || sid34151/ed40241 standard[藤子・F・不二雄大全集] 1冊 2011-09-27〜2011-09-27 ISBN1 || sid34151/ed40242 standard[The complete works of Fujiko・F・Fujio] 3冊 2012-01-30〜2012-07-30 ISBN3 || sid34151/ed40243 standard[-] 1冊 2007-05-30〜2007-05-30 ISBN0 || sid102995/ed118791 standard[てんとう虫コミックス] 4冊 1975-06-01〜1976-02-25 ISBN4
shogun-no-bodii-guard	将軍のボディーガード	伊賀一洋・伊賀和洋		24年 standard 1巻(2008-12)→2巻(1984-11)	standard[通常版]/劇画キングシリーズ 4冊 1984-11〜2009-01	sid56352/ed69905 standard[King series] 1冊 2008-12〜2008-12 ISBN1 || sid152594/ed170456 standard[劇画キングシリーズ] 4冊 1984-02-20〜1986-03 ISBN0 || sid152594/ed170457 standard[King series] 1冊 2009-01〜2009-01 ISBN1
soorujaa	葬流者	ケン月影		24年 standard 1巻(2009-02)→2巻(1985-05)	standard[通常版]/漫画ゴラク・コミックス 11冊 1985-05〜2009-04	sid6847/ed8027 standard[漫画ゴラク・コミックス] 3冊 1973-05〜1973-10 ISBN0 || sid6847/ed8028 standard[GORAKU COMICS] 3冊 1974-05-05〜1975-07-25 ISBN0 || sid56400/ed69984 standard[King series] 3冊 2009-02〜2009-04 ISBN3 || sid56400/ed69985 standard[劇画キングシリーズ] 11冊 1985-04〜1986-02 ISBN0
stop-hibari-kun	ストップ!!ひばりくん!	江口寿史		26年 standard 3巻(2010-03)→4巻(1984-01-15)	standard[通常版]/ジャンプコミックス 4冊 1984-01-15〜2010-03 ; bunkobon[文庫版]/双葉文庫名作シリーズ 2冊 1995-02-10〜1995-02-10	sid706/ed977 standard[-] 6冊 1991-07〜2010-03 ISBN6 || sid706/ed978 standard[HMB] 2冊 2004-01〜2004-01 ISBN2 || sid706/ed979 bunkobon[双葉文庫名作シリーズ] 2冊 1995-02-10〜1995-02-10 ISBN2 || sid706/ed980 standard[Shueisha jump remix] 1冊 2001-06〜2001-06 ISBN1 || sid706/ed981 standard[ジャンプコミックス] 3冊 1982-11-15〜1984-01-15 ISBN2 || sid706/ed982 standard[Rare mix comics] 3冊 2012-05〜2012-07 ISBN3 || sid141748/ed159360 standard[ジャンプコミックス] 1冊 1983-03-15〜1983-03-15 ISBN1
submarine-nanamarunana	サブマリン707	小沢さとる		20年 standard 2巻(1987-12-15)→3巻(1967-05-20)	standard[通常版]/SUNDAY COMICS 6冊 1967-05-20〜1987-12-15 ; bunkobon[文庫版]/秋田漫画文庫 7冊 1976-09〜1977-01 ; deluxe[デラックス版]/ラポートコミックスデラックス 6冊 1993-04-25〜1993-10-10	sid14578/ed17061 bunkobon[秋田漫画文庫] 7冊 1976-09〜1977-01 ISBN0 || sid14578/ed17062 standard[サンデー・コミックス] 3冊 1967-06-10〜1967-10-20 ISBN0 || sid14578/ed17063 standard[SUNDAY COMICS] 3冊 1967-04-15〜1967-05-20 ISBN0 || sid14578/ed17064 standard[秋田コミックス・セレクト] 1冊 1987-12-15〜1987-12-15 ISBN1 || sid14578/ed17065 deluxe[ラポートコミックスデラックス] 2冊 1993-08-25〜1993-10-10 ISBN2 || sid14578/ed17066 standard[秋田コミックスACセレクト] 1冊 1985-10-20〜1985-10-20 ISBN1 || sid14578/ed17067 standard[サブマリン707レジェンドBOX] 1冊 -〜- ISBN1 || sid14578/ed17068 standard[-] 1冊 -〜- ISBN0 || sid141106/ed158701 deluxe[ラポートコミックスデラックス] 4冊 1993-04-25〜1993-07-10 ISBN4
suikoden	水滸伝	横山光輝		24年 bunkobon 1巻(2002-01-25)→7巻(1978-01-15)	standard[通常版]/希望コミックス 8冊 1969-12〜1976-05 ; bunkobon[文庫版]/潮漫画文庫 10冊 1978-01-15〜2002-11-25	sid38242/ed45754 standard[SPコミックス] 2冊 2019-09〜2019-09 ISBN2 || sid38242/ed45755 bunkobon[中公文庫コミック版] 3冊 2000-01〜2000-03 ISBN3 || sid38242/ed45756 standard[SP pocket wide] 1冊 2013-08〜2013-08 ISBN1 || sid45581/ed55959 bunkobon[潮漫画文庫] 16冊 1977-11-15〜2002-11-25 ISBN6 || sid45581/ed55960 standard[希望コミックス] 8冊 1969-12〜1976-05 ISBN5 || sid45581/ed55961 standard[Kibo comics] 1冊 2006-03〜2006-03 ISBN1 || sid45967/ed56460 standard[アリババコミックス] 1冊 2004-11〜2004-11 ISBN1 || sid106572/ed122560 standard[グローバルコミックス] 1冊 1980-02〜1980-02 ISBN0 || sid106572/ed122561 standard[中国歴史コミック] 6冊 1985-04-10〜1985-12-06 ISBN1 || sid106572/ed122562 bunkobon[講談社漫画文庫] 7冊 1996-02-09〜1996-04 ISBN7 || sid106573/ed122563 standard[ヤングジャンプ・コミックスBJ] 3冊 2003-06〜2006-06 ISBN3 || sid106574/ed122564 standard[漫画中国四大奇書シリーズ] 10冊 2006-03〜2006-06 ISBN10 || sid106575/ed122565 standard[まんがで読破] 1冊 2009-09〜2009-09 ISBN1 || sid106576/ed122566 bunkobon[MF文庫] 8冊 2005-01〜2005-08 ISBN8 || sid157912/ed175914 standard[-] 1冊 1988-08〜1988-08 ISBN1 || sid157913/ed175915 standard[中国歴史コミック] 1冊 -〜- ISBN1
suikoden-sentaro	水滸伝	沼田清・真崎守		24年 standard 2巻(2004-11)→3巻(1980-02)	(本番yml無し)	
suna-no-shiro	砂の城	一条ゆかり・中島みゆき		22年 standard 4巻(2004-06)→7巻(1982-03-20)	standard[通常版]/RIBON MASCOT COMICS 7冊 1982-03-20〜2004-09 ; bunkobon[文庫版]/集英社文庫 コミック版 4冊 1995-12-20〜1996-02-21	sid40186/ed48362 standard[RIBON MASCOT COMICS] 1冊 1979-04-10〜1979-04-10 ISBN0 || sid40186/ed48363 standard[SGコミックス] 3冊 1989-09-10〜1989-12-10 ISBN3 || sid40186/ed48364 standard[Queen's comics premium] 6冊 2004-02〜2004-09 ISBN6 || sid40186/ed48365 bunkobon[集英社文庫 コミック版] 3冊 1995-12-20〜1996-02-21 ISBN3 || sid40186/ed48366 standard[りぼんマスコットコミックス] 2冊 1981-10-20〜1982-03-20 ISBN0 || sid160646/ed178716 bunkobon[集英社文庫 コミック版] 1冊 1995-12-20〜1995-12-20 ISBN1 || sid160647/ed178717 standard[りぼんマスコットコミックス] 4冊 1979-04-20〜1981-12-29 ISBN0
supootsuman-kintarou	スポーツマン金太郎	寺田ヒロオ		29年 standard 1巻(1989-08-24)→2巻(1960-12)	standard[通常版]/- 6冊 1960-12〜1989-08-24 ; bunkobon[文庫版]/講談社漫画文庫 4冊 1976-07-05〜1976-10-28	sid14056/ed16464 standard[MUSHI COMICS] 1冊 1969-02〜1969-02 ISBN0 || sid14056/ed16465 standard[虫コミックス] 2冊 1968-11-25〜1969-01 ISBN0 || sid14056/ed16466 standard[-] 6冊 1960-10〜1961-03 ISBN0 || sid14056/ed16467 standard[漫画名作館] 1冊 1989-08-24〜1989-08-24 ISBN1 || sid14056/ed16468 bunkobon[講談社漫画文庫] 4冊 1976-07-05〜1976-10-28 ISBN0 || sid14056/ed16469 standard[マンガショップシリーズ] 1冊 2012-07-01〜2012-07-01 ISBN1
survival	サバイバル	さいとう・たかを		21年 standard 17巻(2001-02-06)→18巻(1980-11-15)	standard[通常版]/少年サンデーコミックス 22冊 1980-11-15〜2001-02-06 ; bunkobon[文庫版]/リイド文庫 10冊 2001-06〜2001-10	sid38078/ed45534 standard[SPコミックス] 2冊 1989-07-01〜1989-07-01 ISBN2 || sid38079/ed45535 standard[SPPocket] 5冊 2000-09-08〜2001-03-06 ISBN5 || sid38079/ed45536 standard[SPコミックス] 14冊 1988-08〜1992-06 ISBN14 || sid38135/ed45610 standard[SPコミックス. SP pocket wide] 12冊 2025-07-11〜2026-06-22 ISBN12 || sid38135/ed45611 standard[SPコミックス] 6冊 1995-03-09〜2019-03 ISBN5 || sid38135/ed45612 standard[少年サンデーコミックス] 9冊 1977-12〜1979-01 ISBN0 || sid38135/ed45613 standard[-] 9冊 1992-05〜1995-07-08 ISBN9 || sid38135/ed45614 bunkobon[リイド文庫] 11冊 2001-06〜2001-11 ISBN11 || sid38135/ed45615 standard[SPPocket] 1冊 2000-07-06〜2000-07-06 ISBN1 || sid38135/ed45616 standard[SP pocket wide] 2冊 2022-04〜2022-05 ISBN2 || sid38135/ed45617 standard[My first big special] 6冊 2017-07〜2017-12 ISBN6 || sid141097/ed158692 standard[My first big special] 5冊 2018-01〜2018-05 ISBN5 || sid141098/ed158693 standard[少年サンデーコミックス] 22冊 1977-10-15〜1981-03-15 ISBN0
susume-pirates	すすめ!!パイレーツ	江口寿史		28年 standard 1巻(2008-09-15)→7巻(1980-08-15)	bunkobon[文庫版]/集英社漫画文庫 11冊 1980-08〜1996-08-25 ; standard[通常版]/ジャンプ・コミックス 11冊 1980-08-15〜2008-11-04	sid700/ed962 bunkobon[集英社漫画文庫] 11冊 1979-05〜1981-07 ISBN0 || sid700/ed963 standard[ジャンプコミックス] 6冊 1979-09-15〜1981-07-15 ISBN0 || sid700/ed964 standard[ジャンプ コミックス セレクション] 4冊 1986-09〜1987-02 ISBN4 || sid700/ed965 bunkobon[角川文庫] 6冊 1996-04〜1996-08-25 ISBN6 || sid700/ed966 standard[-] 4冊 2008-09-15〜2008-11-04 ISBN4 || sid700/ed967 standard[Judy comics wide] 1冊 2009-01〜2009-01 ISBN1 || sid700/ed968 standard[Rare mix comics] 4冊 2012-09〜2012-12 ISBN4 || sid135727/ed153153 standard[ジャンプ・コミックス] 8冊 1979-01-31〜1981-04-15 ISBN0
target	ターゲット	園田光慶		20年 standard 1巻(2005-02-05)→2巻(1985-10)	standard[通常版]/トクマコミックス 5冊 1985-10〜2005-02-05	sid50422/ed62192 standard[トクマコミックス] 4冊 1985-10〜1985-11-01 ISBN0 || sid50422/ed62193 standard[MANGA Shop Series] 2冊 2005-02-05〜2005-02-05 ISBN2 || sid50422/ed62194 standard[COMIC MATE] 5冊 -〜- ISBN0
tekkanomakihei	鉄火の巻平	たがわ靖之		23年 standard 1巻(2001-05-16)→2巻(1978-08)	standard[通常版]/芳文社コミックス 8冊 1978-08〜2001-05-16 ; wideban[ワイド版]/芳文社コミックスワイド版 3冊 1995-02-15〜1995-06-10	sid4356/ed5156 standard[芳文社コミックス] 8冊 1978-04〜1981-03-01 ISBN0 || sid4356/ed5157 standard[芳文社マイパルコミックス] 1冊 2001-05〜2001-05 ISBN1 || sid4356/ed5158 wideban[芳文社コミックスワイド版] 3冊 1995-02-15〜1995-06-10 ISBN1
ten	天	福本伸行		20年 standard 6巻(2016-01)→11巻(1996-08)	standard[通常版]/近代麻雀コミックス 18冊 1996-08〜2016-05	sid30889/ed36205 standard[近代麻雀コミックス] 31冊 1989-09〜2016-08 ISBN31 || sid30889/ed36206 standard[近代麻雀シリーズ] 1冊 1999-10-13〜1999-10-13 ISBN0 || sid30889/ed36207 standard[バンブーコミックス] 7冊 2000-04〜2004-05 ISBN7 || sid30890/ed36208 standard[Bamboo comics] 1冊 2005-05〜2005-05 ISBN1 || sid95053/ed110505 standard[Clapコミックス] 1冊 2010-10〜2010-10 ISBN1 || sid95054/ed110506 standard[ヤングジャンプ・コミックス] 3冊 1998-03〜1998-08 ISBN3
tensai-bakabon	天才バカボン	赤塚不二夫		29年 standard 17巻(2005-09)→30巻(1976-05)	standard[通常版]/赤塚不二夫傑作集 31冊 1976-05〜2005-09 ; bunkobon[文庫版]/講談社漫画文庫 21冊 1994-06-20〜1996-07-13	sid55961/ed69315 standard[赤塚不二夫漫画大全集] 21冊 2005-09〜2005-09 ISBN21 || sid55961/ed69316 standard[講談社コミックス] 41冊 1969-07〜1999-12 ISBN19 || sid55961/ed69317 bunkobon[竹書房文庫] 21冊 1994-06-20〜1996-07-13 ISBN21 || sid55961/ed69318 standard[講談社バイリンガル・コミックス] 3冊 2000-07-14〜2001-02-09 ISBN3 || sid55961/ed69319 standard[講談社のテレビまんがえほん] 8冊 1990-07〜1990-10 ISBN8 || sid55961/ed69320 standard[AKATSUKA WORKS] 3冊 1985-02-19〜1985-04-23 ISBN0 || sid55961/ed69321 bunkobon[講談社漫画文庫] 16冊 1977-09〜1978-03 ISBN0 || sid55961/ed69322 standard[AkeBono Comics] 31冊 1976-05〜1976-05 ISBN0 || sid55961/ed69323 bunkobon[小学館文庫] 1冊 2005-04〜2005-04 ISBN1 || sid55961/ed69324 standard[赤塚不二夫傑作集] 1冊 1975〜1975 ISBN0 || sid55961/ed69325 standard[-] 2冊 2010-03〜2010-03 ISBN2 || sid90740/ed105992 standard[講談社コミックスボンボン] 4冊 1987-11-17〜1987-12-17 ISBN4 || sid151310/ed169143 standard[講談社コミックス] 1冊 1999-10-15〜1999-10-15 ISBN1
tetsu-chan	手っちゃん	古谷三敏		22年 standard 1巻(1999-07)→3巻(1977-02)	standard[通常版]/少年チャンピオン・コミックス 5冊 1977-02〜1999-08-09	sid42516/ed51590 standard[さくらコミックス] 2冊 1999-07〜1999-08-09 ISBN2 || sid42516/ed51591 standard[少年チャンピオン・コミックス] 5冊 1976-04〜1977-07-30 ISBN0
the-cop	ザ・コップ	叶精作		28年 standard 1巻(2003-12-10)→2巻(1975)	standard[通常版]/TOPコミックスシリーズ 7冊 1975〜2003-12-10 ; deluxe[デラックス版]/トクマコミックス・デラックス 6冊 1988-07〜1988-12	sid77368/ed91962 standard[トクマコミックス] 2冊 2003-12-10〜2004-01 ISBN2 || sid77368/ed91963 deluxe[トクマコミックス・デラックス] 6冊 1988-07〜1988-12 ISBN0 || sid77368/ed91964 standard[劇画キングシリーズ] 7冊 1982-03〜1983-02 ISBN0 || sid77368/ed91965 standard[TOPコミックスシリーズ] 2冊 1975〜1975 ISBN0
todoroke-ichiban	とどろけ!一番	のむらしんぼ		21年 standard 1巻(2002-01)→2巻(1981-01-25)	standard[通常版]/てんとう虫コミックス 7冊 1981-01-25〜2002-02	sid51432/ed63511 standard[-] 1冊 2007-08-30〜2007-08-30 ISBN0 || sid51432/ed63512 standard[トラウママンガブックス] 2冊 2002-01〜2002-02 ISBN2 || sid51432/ed63513 standard[てんとう虫コミックス] 7冊 1980-10-25〜1983-05-25 ISBN1
toilet-hakase	トイレット博士	とりいかずよし		27年 standard 3巻(2000-02-21)→8巻(1973)	standard[通常版]/ジャンプ・コミックス 24冊 1973〜2000-02-21 ; bunkobon[文庫版]/集英社漫画文庫 5冊 1978-05〜1978-09	sid4645/ed5509 standard[ジャンプ・コミックス] 24冊 1971-09-30〜1977-06 ISBN0 || sid4645/ed5510 bunkobon[集英社漫画文庫] 5冊 1978-05〜1978-09 ISBN0 || sid4645/ed5511 standard[ジャンプコミックスセレクション] 2冊 1996-12-17〜1997-01-22 ISBN2 || sid4646/ed5512 standard[GOLDEN SEVENTEES] 3冊 1999-11-20〜2000-02-21 ISBN3
ultra-seven-1978	ウルトラセブン	一峰大二		26年 standard 3巻(2004-12-25)→5巻(1978-12)	standard[通常版]/サンコミックス 4冊 1978-12〜2004-12-25	sid7786/ed9075 standard[MANGA Shop Series] 1冊 2004-12-25〜2004-12-25 ISBN1 || sid7786/ed9076 standard[サンコミックス] 2冊 1978-12〜1978-12 ISBN0 || sid19871/ed23388 standard[サンコミックス] 4冊 1978-07〜1978-07 ISBN0 || sid19871/ed23389 standard[SUN SPECIAL COMICS] 1冊 1991-09〜1991-09 ISBN1 || sid19871/ed23390 standard[SUN WIDE COMICS] 2冊 1986-07-18〜1986-08-20 ISBN2 || sid19871/ed23391 standard[St comics] 2冊 1998-09〜1998-09 ISBN2 || sid19871/ed23392 standard[MANGA Shop Series] 2冊 2004-12-25〜2004-12-25 ISBN2 || sid73833/ed88258 standard[Comic's☆ウルトラ大全集] 1冊 1992-12〜1992-12 ISBN1 || sid139161/ed156696 standard[P-KC] 1冊 1998-02-23〜1998-02-23 ISBN1 || sid139161/ed156697 standard[KCDX] 2冊 2016-06〜2016-06 ISBN2 || sid139162/ed156698 standard[-] 1冊 1998-12-25〜1998-12-25 ISBN1
umezu-kazuo-kowai-hon	楳図かずおこわい本	楳図かずお		22年 standard 1巻(2003-07)→4巻(1981-09-26)	standard[通常版]/- 14冊 1981-09-26〜2004-05 ; bunkobon[文庫版]/楳図かずお恐怖文庫 2冊 2007-10〜2007-10	sid12192/ed14288 bunkobon[楳図かずお恐怖文庫] 14冊 2007-10〜2007-10 ISBN14 || sid12192/ed14289 standard[-] 21冊 1981-08〜2004-05 ISBN17
wasure-kuhee	忘れ苦兵衛	神江里見		29年 standard 1巻(2011-09)→2巻(1982-10)	standard[通常版]/劇画キングシリーズ 6冊 1982-10〜2011-09	sid56365/ed69925 standard[劇画キングシリーズ] 6冊 1982-07〜1983-10 ISBN0 || sid56365/ed69926 standard[King series 漫画スーパーワイド] 4冊 2011-09〜2011-10 ISBN4 || sid56365/ed69927 standard[King series] 4冊 2013-11〜2014-02 ISBN4
watari	ワタリ	白土三平		21年 bunkobon 1巻(1998-08)→7巻(1977-11)	standard[通常版]/講談社コミックス 7冊 1972-10〜1984-06 ; bunkobon[文庫版]/講談社漫画文庫 7冊 1977-11〜1998-08	sid31676/ed37244 bunkobon[小学館文庫] 10冊 1983-12〜1998-09 ISBN9 || sid31676/ed37245 standard[KCスペシャル] 5冊 1988-04-06〜1988-08-06 ISBN2 || sid31676/ed37246 bunkobon[講談社漫画文庫] 7冊 1977-07〜1977-11 ISBN0 || sid31676/ed37247 standard[講談社コミックス] 5冊 1972-08-10〜1973-03-15 ISBN0 || sid31676/ed37248 standard[小学館叢書] 4冊 1995-06〜1995-09 ISBN4
x-men	X-MEN	レイニル・フランシス・ユー		28年 standard 1巻(2022-11-25)→2巻(1994-06-27)	standard[通常版]/ShoPro Books 7冊 1994-06-27〜2022-11-25	sid52169/ed64542 standard[バンブーコミックス] 2冊 1994-08〜1994-12-28 ISBN2 || sid61683/ed75607 standard[マーヴル・スーパー・コミックス] 4冊 1995-05-19〜1996-01-25 ISBN4 || sid124523/ed141460 standard[Bamboo comics] 1冊 1994-09〜1994-09 ISBN1 || sid132967/ed150345 standard[ShoPro Books] 1冊 2025-03-31〜2025-03-31 ISBN1 || sid132968/ed150346 standard[ShoPro Books] 3冊 2022-11〜2023-09 ISBN3 || sid132969/ed150347 standard[ShoPro Books] 1冊 2024-05〜2024-05 ISBN1 || sid132970/ed150348 standard[Bamboo comics] 2冊 1994-08〜1995-01 ISBN2 || sid132971/ed150349 standard[Bamboo comics] 2冊 1994-09〜1994-11 ISBN2 || sid132972/ed150350 standard[Bamboo comics] 1冊 1994-10〜1994-10 ISBN1 || sid132973/ed150351 standard[Bamboo comics] 1冊 1994-10〜1994-10 ISBN1 || sid132974/ed150352 standard[Bamboo comics] 1冊 1994-08〜1994-08 ISBN1 || sid132975/ed150353 standard[Bamboo comics] 1冊 1994-06〜1994-06 ISBN1
yabou	野望	佐藤まさあき		22年 standard 1巻(2000-04)→4巻(1978-01-09)	standard[通常版]/佐藤まさあき劇画選集 7冊 1978-01-09〜2000-06	sid10003/ed11650 standard[佐藤まさあき劇画選集] 4冊 1977-11-02〜1978-02 ISBN0 || sid10003/ed11651 standard[-] 7冊 1978-02-08〜2000-06 ISBN3 || sid10003/ed11652 standard[COMIC GALLERY] 3冊 1977-12-27〜1978-01-26 ISBN0 || sid10003/ed11653 standard[ゴラク・コミックス] 2冊 -〜- ISBN0
yakekuso-tenshi	やけくそ天使	吾妻ひでお		22年 bunkobon 1巻(2000-02-10)→4巻(1978-12-20)	bunkobon[文庫版]/秋田漫画文庫 5冊 1978-12-20〜2000-06-10 ; standard[通常版]/PLAYCOMIC SERIES SPECIAL 2冊 1986-02-15〜1986-04-20	sid9578/ed11139 bunkobon[秋田文庫] 3冊 2000-02-10〜2000-06-10 ISBN3 || sid9578/ed11140 bunkobon[秋田漫画文庫] 5冊 1977-10-20〜1980-05-20 ISBN0 || sid9578/ed11141 standard[PLAYCOMIC SERIES SPECIAL] 2冊 1986-02-15〜1986-04-20 ISBN2
yotarou-kun	よたろうくん	山根赤鬼		20年 standard 1巻(1989-03-29)→2巻(1969-04)	bunkobon[文庫版]/講談社の特選漫画文庫 12冊 1960-12〜1976-06-01 ; standard[通常版]/虫コミックス 2冊 1969-04〜1989-03-29	sid15232/ed17831 bunkobon[講談社漫画文庫] 1冊 1976-06-01〜1976-06-01 ISBN0 || sid15232/ed17832 bunkobon[講談社の特選漫画文庫] 11冊 1960-12〜1960-12 ISBN0 || sid15232/ed17833 standard[虫コミックス] 2冊 1969-04〜1969-04 ISBN0 || sid15232/ed17834 standard[ペップおもしろまんがランド] 1冊 1989-03-29〜1989-03-29 ISBN1
yunohana-oyako	湯の花親子	山上たつひこ		21年 standard 1巻(2011-06)→2巻(1990-04-14)	standard[通常版]/アクションコミックス 4冊 1990-04-14〜2011-06	sid41975/ed50782 standard[ACTION COMICS] 1冊 1990-09〜1990-09 ISBN1 || sid41975/ed50783 standard[アクションコミックス] 3冊 1990-03-14〜1990-05-13 ISBN0 || sid41975/ed50784 standard[-] 2冊 2011-06〜2011-07 ISBN2
zouroku-no-kibyou	蔵六の奇病	日野日出志		21年 standard 1巻(2000-10-20)→2巻(1979-09)	standard[通常版]/ヒットコミックス 6冊 1979-09〜2000-10-20 ; bunkobon[文庫版]/リイド文庫 1冊 1998-07〜1998-07	sid32163/ed37947 standard[ヒットコミックス] 6冊 1979-09〜1986-04-16 ISBN0 || sid32163/ed37948 bunkobon[リイド文庫] 1冊 1998-07〜1998-07 ISBN1 || sid32163/ed37949 standard[-] 1冊 2000-10-20〜2000-10-20 ISBN1 || sid32163/ed37950 standard[ジャンプ スーパー エース] 1冊 1991-02-13〜1991-02-13 ISBN0
