slug	title	authors	canonical済	worst	page_shape	cluster_shape
1-2-3-to-4-5-roku	1・2・3と4・5・ロク	ちばてつや		28年 bunkobon 1巻(2005-11)→3巻(1977-03)	bunkobon[文庫版]/ちばてつや漫画文庫 3冊 1977-03〜2005-11 ; standard[通常版]/虫コミックス 7冊 1981-06-10〜1981-06-20	sid37076/ed44146 bunkobon[ちばてつや漫画文庫] 3冊 1977-02〜1977-03 ISBN0 || sid37076/ed44147 standard[講談社コミックスフレンド] 3冊 1981-06〜1981-06-20 ISBN3 || sid37076/ed44148 standard[ちばてつや全集] 2冊 1997-11〜1997-12 ISBN2 || sid37076/ed44149 bunkobon[双葉文庫・名作シリーズ] 2冊 2005-11〜2005-11 ISBN2 || sid37076/ed44150 standard[母と娘でみる漫画名作館] 2冊 1987-11-25〜1987-11-25 ISBN2 || sid37076/ed44151 standard[ホーム・コミックス] 3冊 1975-06〜1975-06 ISBN0 || sid37076/ed44152 standard[My first big special] 2冊 2016-01-20〜2016-02-17 ISBN2 || sid37076/ed44153 standard[MUSHI COMICS] 2冊 1970-01〜1970-02-28 ISBN0 || sid37076/ed44154 standard[虫コミックス] 1冊 1969-12-30〜1969-12-30 ISBN0
99-suikan-super-99	潜水艦スーパー99	松本零士		25年 bunkobon 1巻(2002-08)→2巻(1977-11)	bunkobon[文庫版]/秋田漫画文庫 2冊 1977-11〜2002-08 ; standard[通常版]/SUNDAY COMICS 2冊 1997-08-05〜1997-09-01	sid43551/ed52940 standard[SUNDAY COMICS] 2冊 1997-08-05〜1997-09-01 ISBN2 || sid43551/ed52941 bunkobon[秋田漫画文庫] 2冊 1977-10〜1977-11 ISBN0 || sid43551/ed52942 bunkobon[秋田文庫] 1冊 2002-08〜2002-08 ISBN1
ace-o-nerae	エースをねらえ!	山本鈴美香		23年 standard 1巻(2002-06)→11巻(1979-01)	standard[通常版]/マーガレットコミックス 18冊 1979-01〜2002-10 ; bunkobon[文庫版]/集英社漫画文庫 18冊 1981-07-25〜1995-10-18 ; aizoban[愛蔵版]/中央公論社愛蔵版 4冊 1989-07-01〜1989-12-20	sid36975/ed44015 standard[マーガレットコミックス] 14冊 1975-06-20〜1980-04 ISBN0 || sid36975/ed44016 bunkobon[集英社漫画文庫] 18冊 1978-12-31〜1981-08-25 ISBN0 || sid36975/ed44017 bunkobon[中公文庫コミック版] 14冊 1994-10-18〜1995-10-18 ISBN14 || sid36975/ed44018 standard[HMB] 10冊 2002-06〜2002-10 ISBN10 || sid36975/ed44019 aizoban[中央公論社愛蔵版] 4冊 1989-07〜1989-12 ISBN4 || sid36975/ed44020 standard[-] 6冊 -〜- ISBN6 || sid139407/ed156955 standard[マーガレットコミックス] 19冊 1973-09-20〜1980-06-30 ISBN0
ai-no-aranjuez	愛のアランフェス	槇村さとる・横森理香		24年 standard 4巻(2004-04)→6巻(1980-10)	standard[通常版]/マーガレットコミックス 7冊 1980-10〜2004-06 ; bunkobon[文庫版]/集英社文庫 コミック版 4冊 1996-09-23〜1996-11-20	sid20560/ed24201 standard[Queen's comics premium] 5冊 2003-12〜2004-06 ISBN5 || sid20560/ed24202 standard[Shueisha girls comics] 3冊 1989-09〜1989-12 ISBN3 || sid20560/ed24203 bunkobon[集英社文庫 コミック版] 4冊 1996-09-23〜1996-11-20 ISBN4 || sid154895/ed172809 standard[マーガレットコミックス] 7冊 1979-06-30〜1980-11-30 ISBN0
ai-to-makoto	愛と誠	ながやす巧		23年 bunkobon 1巻(2001-05)→11巻(1978-04)	standard[通常版]/講談社コミックス 16冊 1975-07-25〜1986-06-06 ; bunkobon[文庫版]/講談社漫画文庫 16冊 1978-04〜2001-09-12 ; deluxe[デラックス版]/KCデラックス 10冊 1995-03-23〜1995-12-18	sid144/ed218 standard[講談社コミックススペシャル] 3冊 1986-02-06〜1986-03-06 ISBN3 || sid144/ed219 bunkobon[講談社漫画文庫] 26冊 1977-08〜2001-09 ISBN10 || sid144/ed220 standard[講談社コミックス] 16冊 1973-11〜1976-09-15 ISBN0 || sid144/ed221 standard[KCスペシャル] 1冊 -〜- ISBN1 || sid125318/ed142310 standard[講談社プラチナコミックス] 6冊 2012-05〜2012-07 ISBN6 || sid125318/ed142311 standard[KCスペシャル] 6冊 1986-04-05〜1986-06-06 ISBN6 || sid125318/ed142312 deluxe[KCデラックス] 9冊 1995-04-21〜1995-12-18 ISBN9 || sid125318/ed142313 standard[KPC] 8冊 2004-03〜2004-06 ISBN8 || sid125318/ed142314 deluxe[デラックスコミックス] 1冊 -〜- ISBN1
akabee	赤兵衛	黒鉄ヒロシ		24年 standard 1巻(2003-06-20)→2巻(1979-03)	bunkobon[文庫版]/立風漫画文庫 4冊 1977-10〜1981-01-15 ; standard[通常版]/黒鉄ヒロシ傑作集5 2冊 1979-03〜2003-06-20	sid30701/ed35983 standard[黒鉄ヒロシ傑作集] 1冊 1979-03〜1979-03 ISBN0 || sid30701/ed35984 bunkobon[立風漫画文庫] 4冊 1977-10〜1981-01-15 ISBN0 || sid30701/ed35985 standard[-] 1冊 2003-06〜2003-06 ISBN1 || sid30701/ed35986 standard[黒鉄ヒロシ傑作集5] 1冊 1974-12-15〜1974-12-15 ISBN0
aoi-sora-o-shiroi-kumo-ga-kaketetta	青い空を、白い雲がかけてった	あすなひろし		25年 standard 1巻(2004-07-07)→2巻(1979-05-25)	standard[通常版]/少年チャンピオンコミックス 3冊 1979-05-25〜2004-07-07 ; bunkobon[文庫版]/ビームコミックス文庫 2冊 2008-03〜2008-03	sid2627/ed3180 standard[少年チャンピオンコミックス] 3冊 1978-06-10〜1981-02-15 ISBN0 || sid2627/ed3181 bunkobon[ビームコミックス文庫] 2冊 2008-03〜2008-03 ISBN2 || sid2627/ed3182 standard[BEAM COMIX] 1冊 2004-07-07〜2004-07-07 ISBN1
arion	アリオン	安彦良和		23年 standard 1巻(2004-04-20)→2巻(1981-06-05)	standard[通常版]/アニメージュコミックス 5冊 1981-06-05〜2004-04-20 ; deluxe[デラックス版]/アニメージュコミックスデラックス 3冊 1986-01-01〜1986-01-01 ; bunkobon[文庫版]/中公文庫コミック版 4冊 1997-02-18〜1997-03-18	sid343/ed491 standard[アニメージュコミックス] 5冊 1980-11-10〜1985-01-10 ISBN0 || sid343/ed492 bunkobon[中公文庫コミック版] 4冊 1997-02〜1997-03 ISBN4 || sid343/ed493 deluxe[アニメージュコミックスデラックス] 3冊 1986-01-01〜1986-01-01 ISBN0 || sid343/ed494 standard[アイランドコミックスPRIMO] 1冊 -〜- ISBN1 || sid73095/ed87486 standard[ジ・アニメフィルムコミックス] 2冊 1986-04〜1986-04 ISBN2
ashita-kagayaku	あした輝く	里中満智子		21年 bunkobon 1巻(1998-09)→4巻(1977-02)	(本番yml無し)	
attack-no-1	アタックNo.1	浦野千賀子		25年 standard 3巻(1995-02-28)→9巻(1970-09-20)	standard[通常版]/マーガレットコミックス 12冊 1970-09-20〜1995-07-12 ; bunkobon[文庫版]/集英社漫画文庫 12冊 1984-01〜1984-06-25	sid22121/ed26027 standard[マーガレットコミックス] 12冊 1969-04-20〜1971-04-20 ISBN0 || sid22121/ed26028 bunkobon[集英社漫画文庫] 12冊 1984-01〜1984-06-25 ISBN12 || sid22121/ed26029 standard[漫画名作館] 8冊 1994-11-10〜1995-07-12 ISBN8
chako-chan-no-nikki	チャコちゃんの日記	今村洋子		22年 standard 1巻(1990-08-08)→2巻(1968-08-05)	standard[通常版]/サン・コミックス 5冊 1968-08-05〜1990-12-20 ; bunkobon[文庫版]/サラ文庫 3冊 1976〜1976-05-20	sid9370/ed10874 standard[母と娘でみる漫画名作館] 3冊 1990-08-08〜1990-12-20 ISBN1 || sid9370/ed10875 bunkobon[サラ文庫] 3冊 1976〜1976-05-20 ISBN0 || sid9370/ed10876 standard[サン・コミックス] 5冊 1968-08-05〜1968-11-21 ISBN0 || sid9370/ed10877 standard[-] 3冊 1962-01〜1965-02 ISBN0 || sid142441/ed160073 standard[-] 1冊 1964-03〜1964-03 ISBN0
chiisana-koi-no-monogatari	小さな恋のものがたり	みつはしちかこ		21年 standard 9巻(1997-03)→10巻(1976-06-15)	standard[通常版]/LEMON・BOOKS 46冊 1976-06-15〜2022-10-06	sid5506/ed6498 standard[-] 80冊 1970〜2026-03-23 ISBN65 || sid5506/ed6499 standard[レモン・ブックス] 2冊 1969〜1969-04-10 ISBN0 || sid5506/ed6500 standard[LEMON・BOOKS] 1冊 1967-11-30〜1967-11-30 ISBN0 || sid5506/ed6501 standard[叙情まんが] 2冊 1971-06〜1997-06 ISBN1
chikyuuwonomu	地球を呑む	手塚治虫・中野翠		24年 standard 1巻(1994-09-01)→2巻(1970-11-20)	standard[通常版]/ゴールデン・コミックス 3冊 1970-11-20〜1994-09-01 ; bunkobon[文庫版]/小学館文庫 2冊 1977-06〜1996-12-10 ; standard[手塚治虫漫画全集(1982)]/手塚治虫漫画全集 2冊 1982-11-20〜1982-12-20 ; bunkobon[手塚治虫文庫全集(2012)]/手塚治虫文庫全集 1冊 2012-02〜2012-02	sid35134/ed41748 standard[Comコミックス別冊] 2冊 1972-07〜1972-08 ISBN0 || sid35134/ed41749 bunkobon[小学館文庫] 3冊 1977-05〜1996-12-10 ISBN2 || sid35134/ed41750 standard[手塚治虫漫画全集] 2冊 1982-11-20〜1982-12-20 ISBN2 || sid35134/ed41751 standard[ゴールデン・コミックス] 3冊 1970-06-15〜1970-12-10 ISBN0 || sid35134/ed41752 standard[TEZUKA OSAMU THE COMPLETE WORKS] 1冊 2012-02〜2012-02 ISBN1 || sid35134/ed41753 standard[My first big] 2冊 2017-03〜2017-03 ISBN2 || sid35134/ed41754 standard[小学館叢書] 1冊 1994-09-01〜1994-09-01 ISBN1 || sid150540/ed168347 bunkobon[小学館文庫] 1冊 1996-12-10〜1996-12-10 ISBN1
choujin-locke	超人ロック	聖悠紀		25年 standard 14巻(2008-01-01)→17巻(1983-11-01)	standard[通常版]/- 38冊 1983-11-01〜2008-09-01 ; deluxe[デラックス版]/SC deluxe 1冊 1993-12-16〜1993-12-16 ; bunkobon[文庫版]/ビブロスコミック文庫 27冊 1996-04〜1997-09-18	sid46689/ed57375 standard[ヒットコミックス] 39冊 1980-05-15〜1989-08 ISBN18 || sid46689/ed57376 bunkobon[ビブロスコミック文庫] 27冊 1996-04〜1997-09-18 ISBN27 || sid46689/ed57377 standard[バーガーSC] 4冊 1992-05-16〜1993-04 ISBN4 || sid46689/ed57378 standard[バーガーSC SPECIAL] 5冊 1992-07-16〜1993-01-16 ISBN5 || sid46689/ed57379 standard[Sakuga groupシリーズ] 1冊 1987-03-10〜1987-03-10 ISBN0 || sid46689/ed57380 standard[-] 17冊 1978-05〜1984-02-08 ISBN1 || sid46689/ed57381 standard[Comic] 5冊 2007-08-01〜2007-12-01 ISBN5 || sid46689/ed57382 standard[Complete version series] 24冊 2008-01-01〜2009-11-02 ISBN24 || sid46689/ed57383 standard[青林堂B.O.D.シリーズ] 6冊 2002-12-05〜2002-12-26 ISBN0 || sid46689/ed57384 standard[King legend] 8冊 2006-12-31〜2007-07-01 ISBN8 || sid46689/ed57385 standard[SC special] 9冊 1991-07〜1992-04 ISBN9 || sid46689/ed57386 standard[Sakuga groupコレクション] 1冊 1991-07〜1991-07 ISBN0 || sid46689/ed57387 standard[YKベスト] 2冊 2015-03〜2015-04 ISBN2 || sid46689/ed57388 deluxe[SC deluxe] 1冊 1993-12〜1993-12 ISBN1
dash-kappei	ダッシュ勝平	六田登		25年 standard 1巻(2006-03)→2巻(1981-01-15)	standard[通常版]/少年サンデーコミックス 17冊 1981-01-15〜2006-03 ; wideban[ワイド版]/少年サンデーコミックスワイド版 9冊 1998-12〜2000-04-15	sid50684/ed62514 standard[少年サンデーコミックス] 17冊 1980-10-15〜1983-01 ISBN0 || sid50684/ed62515 standard[Goma comics] 1冊 2006-03〜2006-03 ISBN1 || sid50684/ed62516 wideban[少年サンデーコミックスワイド版] 3冊 1998-12〜1999-04-15 ISBN3 || sid50684/ed62517 wideban[少年サンデーコミックス<ワイド版>] 6冊 1999-06-15〜2000-04-15 ISBN6
dekinbooi	できんボーイ	田村信		21年 standard 1巻(2000-06)→3巻(1979-02-15)	standard[通常版]/少年サンデーコミックス 4冊 1979-02-15〜2000-07	sid23417/ed27521 standard[少年サンデーコミックス] 4冊 1978-06-15〜1979-08-15 ISBN0 || sid23417/ed27522 standard[-] 2冊 2000-06〜2000-07 ISBN2
don-dracula	ドン・ドラキュラ	手塚治虫		27年 standard 1巻(2007-08)→2巻(1980-04)	standard[通常版]/少年チャンピオン・コミックス 3冊 1980-04〜2007-08 ; bunkobon[文庫版]/秋田文庫 2冊 1997-02〜1997-02-10 ; bunkobon[手塚治虫文庫全集(2011)]/手塚治虫文庫全集 2冊 2011-05-13〜2011-05-13 ; standard[手塚治虫漫画全集(1982)]/手塚治虫漫画全集 3冊 1982-04-20〜1982-06-20	sid35003/ed41387 bunkobon[手塚治虫文庫全集] 2冊 2011-05〜2011-05 ISBN2 || sid35003/ed41388 standard[少年チャンピオン・コミックス] 3冊 1980-03-05〜1980-05-10 ISBN0 || sid35003/ed41389 bunkobon[秋田文庫] 2冊 1997-02〜1997-02-10 ISBN2 || sid35003/ed41390 standard[手塚治虫漫画全集] 3冊 1982-04-20〜1982-06-20 ISBN3 || sid35003/ed41391 standard[Akita top comics wide] 1冊 2007-08〜2007-08 ISBN1
eden-no-tohoku	エデンの東北	深谷かほる		21年 standard 1巻(2013-06)→2巻(1992-07)	standard[通常版]/Bamboo comics 22冊 1992-07〜2021-03	sid22302/ed26236 standard[Bamboo comics] 20冊 1991-12〜2021-03 ISBN18 || sid22302/ed26237 standard[BB collection] 1冊 2013-06〜2013-06 ISBN1 || sid22302/ed26238 standard[バンブーコミックス] 1冊 1998-03-17〜1998-03-17 ISBN1
esudii-musha-gundam-fuuunroku	SD武者ガンダム風雲録	やまと虹一		22年 standard 1巻(2012-11-22)→2巻(1990-09-17)	standard[通常版]/ワイドKCボンボン 9冊 1990-09-17〜2012-11-22	sid6171/ed7277 standard[KCDX] 3冊 2012-11-22〜2013-01 ISBN3 || sid120778/ed137545 standard[ワイドKC] 1冊 1991-10〜1991-10 ISBN1 || sid132430/ed149793 standard[ワイドKCボンボン] 8冊 1990-02-17〜1994-02-05 ISBN0
fire	ファイヤー!	水野英子		23年 bunkobon 1巻(1999-08)→4巻(1976-06-20) / 21年 standard 1巻(1994-04-25)→4巻(1973-08-24)	standard[通常版]/サンコミックス 4冊 1973-08-24〜1994-06-25 ; bunkobon[文庫版]/小学館文庫 4冊 1976-06-20〜1999-12-10 ; aizoban[愛蔵版]/愛蔵版シリーズ 1冊 1988-10-25〜1988-10-25	sid11314/ed13150 standard[-] 3冊 1972-12-18〜2023-01 ISBN2 || sid11314/ed13151 bunkobon[小学館文庫] 4冊 1976-05-20〜1976-06-20 ISBN0 || sid11314/ed13152 standard[サンコミックス] 4冊 1973-08-16〜1973-08-24 ISBN0 || sid11314/ed13153 standard[創美社コミックス] 3冊 1994-04-25〜1994-06-25 ISBN3 || sid11314/ed13154 bunkobon[秋田文庫] 3冊 1999-08〜1999-12 ISBN3 || sid11314/ed13155 aizoban[愛蔵版シリーズ] 1冊 1988-10-25〜1988-10-25 ISBN1
flying-ben	フライング・ベン	手塚治虫		27年 bunkobon 1巻(2005-08)→3巻(1978-01-31)	bunkobon[文庫版]/集英社漫画文庫 3冊 1978-01-31〜2005-11 ; standard[通常版]/手塚治虫漫画全集 3冊 1979-11-10〜1980-02-10 ; bunkobon[手塚治虫文庫全集(2010)]/手塚治虫文庫全集 2冊 2010-06-11〜2010-06-11	sid35025/ed41455 standard[手塚治虫漫画全集] 3冊 1979-11〜1980-02 ISBN3 || sid35025/ed41456 bunkobon[手塚治虫文庫全集] 2冊 2010-06〜2010-06 ISBN2 || sid35025/ed41457 bunkobon[秋田文庫] 2冊 2005-08〜2005-11 ISBN2 || sid35026/ed41458 bunkobon[集英社漫画文庫] 3冊 1977-11-30〜1978-01-31 ISBN0
gakuseitachi-no-michi	学生たちの道	西谷祥子		28年 bunkobon 1巻(2004-07)→2巻(1976-12-31)	standard[通常版]/サン コミックス 2冊 1973-12-20〜1973-12-20 ; bunkobon[文庫版]/集英社漫画文庫 2冊 1976-12-31〜2004-07	sid31124/ed36495 bunkobon[集英社漫画文庫] 2冊 1976-11-30〜1976-12-31 ISBN0 || sid31124/ed36496 standard[サン コミックス] 2冊 1973-12-20〜1973-12-20 ISBN0 || sid31124/ed36497 bunkobon[白泉社文庫] 1冊 2004-07〜2004-07 ISBN1
gankutsuou	巌窟王	前田真宏		28年 standard 3巻(2008-07)→4巻(1980-02)	bunkobon[文庫版]/モンキー文庫 1冊 1977-11〜1977-11 ; standard[通常版]/世界名作全集 4冊 1980-02〜2008-07	sid20098/ed23653 bunkobon[名作漫画文庫] 1冊 -〜- ISBN0 || sid50859/ed62743 bunkobon[おもしろ漫画文庫] 1冊 -〜- ISBN0 || sid98121/ed113717 standard[アフタヌーンKC] 3冊 2005-12〜2008-07 ISBN3 || sid98122/ed113718 standard[世界名作全集] 1冊 1950-06-30〜1950-06-30 ISBN0 || sid98123/ed113719 standard[グローバルコミックス] 1冊 1980-02〜1980-02 ISBN0 || sid98124/ed113720 standard[-] 1冊 -〜- ISBN0 || sid98125/ed113721 bunkobon[モンキー文庫] 1冊 1977-11〜1977-11 ISBN0 || sid98125/ed113722 standard[名作マンガ] 1冊 -〜- ISBN0
garasu-no-shiro	ガラスの城	わたなべまさこ		20年 standard 1巻(1991-05)→6巻(1971-01)	(本番yml無し)	
gendai-juukyouden	現代柔侠伝	バロン吉元		25年 standard 1巻(1999-07)→3巻(1974-07-20)	(本番yml無し)	
genji-monogatari-miyagi	源氏物語	真崎春望		28年 standard 1巻(2010-01)→2巻(1982-08)	(本番yml無し)	
gin-no-hanabira	銀の花びら	水野英子		25年 bunkobon 1巻(2002-06)→4巻(1977-02-20)	standard[通常版]/サン・コミックス 4冊 1969-02-27〜1969-04 ; bunkobon[文庫版]/ソノラマ漫画文庫 4冊 1977-02-20〜2002-06	sid11332/ed13185 bunkobon[ソノラマ漫画文庫] 4冊 1977-01-30〜1977-02-20 ISBN0 || sid11332/ed13186 standard[サン・コミックス] 4冊 1969-02-27〜1969-04 ISBN0 || sid11332/ed13187 bunkobon[講談社漫画文庫] 3冊 2002-06〜2002-06 ISBN3
god-arm	ゴッド・アーム	桑田次郎		25年 standard 1巻(2004-11-05)→4巻(1979-09)	standard[通常版]/パワァコミックス 5冊 1979-09〜2004-11-05	sid19881/ed23405 standard[MANGA Shop Series] 3冊 2004-11-05〜2004-11-05 ISBN3 || sid19881/ed23406 standard[パワァコミックス] 5冊 1979-05〜1979-11 ISBN0
gun-frontier	ガンフロンティア	島崎譲		22年 bunkobon 1巻(1999-02-10)→3巻(1977-02-20)	bunkobon[文庫版]/秋田漫画文庫 3冊 1977-02-20〜1999-04-10 ; standard[通常版]/TOPコミックスシリーズ 2冊 1988-03-25〜1988-05-25	sid43467/ed52797 bunkobon[秋田漫画文庫] 3冊 1976-12-20〜1977-02-20 ISBN0 || sid43467/ed52798 standard[秋田コミックス・セレクト] 2冊 1988-03-25〜1988-05-25 ISBN2 || sid43467/ed52799 bunkobon[秋田文庫] 2冊 1999-02〜1999-04 ISBN2 || sid43467/ed52800 standard[TOPコミックスシリーズ] 1冊 1975-06-20〜1975-06-20 ISBN0 || sid43467/ed52801 standard[チャンピオンREDコミックス] 1冊 2017-06〜2017-06 ISBN1
hakatakko-junjou	博多っ子純情	長谷川法世		28年 standard 5巻(2006-01)→7巻(1978-10-01)	standard[通常版]/アクションコミックス 34冊 1978-10-01〜2006-08 ; aizoban[愛蔵版]/愛蔵版シリーズ 5冊 1990-06-05〜1990-10-05 ; bunkobon[文庫版]/双葉文庫 10冊 1996-02〜1996-02	sid28718/ed33648 bunkobon[双葉文庫] 10冊 1996-02〜1996-02 ISBN10 || sid28718/ed33649 aizoban[愛蔵版シリーズ] 3冊 1990-06-05〜1990-10-05 ISBN3 || sid28718/ed33650 standard[アクションコミックス] 34冊 1977-05-10〜1984-10-19 ISBN0 || sid28718/ed33651 standard[-] 2冊 1990-08〜1990-09 ISBN2 || sid28720/ed33653 standard[-] 1冊 2005-04〜2005-04 ISBN1 || sid124853/ed141820 standard[-] 5冊 2005-04〜2006-08 ISBN5
hanzounomon	半蔵の門	小島剛夕		20年 standard 1巻(2003-03)→15巻(1983-12)	standard[通常版]/劇画キングシリーズ 18冊 1983-12〜2003-03 ; bunkobon[文庫版]/道草文庫 15冊 1996-08〜1997-03	sid56340/ed69874 standard[GEKIGA KING SERIES] 1冊 1980-10-10〜1980-10-10 ISBN0 || sid56340/ed69875 standard[-] 14冊 1988-03〜1988-09 ISBN14 || sid56340/ed69876 standard[劇画キングシリーズ] 18冊 1980-01-20〜1984-12 ISBN0 || sid56340/ed69877 bunkobon[道草文庫] 15冊 1996-08〜1997-03 ISBN15 || sid56340/ed69878 standard[漫画スーパーワイド] 2冊 2003-03〜2003-03 ISBN2 || sid56340/ed69879 standard[Goma books] 1冊 2019-07〜2019-07 ISBN1 || sid56340/ed69880 standard[King series pockets] 10冊 2012-11〜2013-03 ISBN10 || sid128557/ed145717 standard[My first big special] 1冊 2023-06〜2023-06 ISBN1 || sid128558/ed145718 standard[My first big special] 1冊 2023-10〜2023-10 ISBN1 || sid128559/ed145719 standard[My first big special] 1冊 2023-09〜2023-09 ISBN1 || sid128560/ed145720 standard[My first big special] 1冊 2023-07〜2023-07 ISBN1 || sid128561/ed145721 standard[My first big special] 1冊 2023-03〜2023-03 ISBN1 || sid128562/ed145722 standard[My first big special] 1冊 2023-04〜2023-04 ISBN1 || sid128563/ed145723 standard[My first big special] 1冊 2023-05〜2023-05 ISBN1 || sid128564/ed145724 standard[My first big special] 1冊 2023-08〜2023-08 ISBN1 || sid128565/ed145725 standard[My first big special] 1冊 2023-11〜2023-11 ISBN1 || sid128566/ed145726 standard[My first big special] 1冊 2023-02〜2023-02 ISBN1
harris-no-kaze	ハリスの旋風	ちばてつや		22年 standard 6巻(1991-06-17)→7巻(1969-03-22)	standard[通常版]/講談社コミックス 8冊 1969-03-22〜1991-06-17 ; bunkobon[文庫版]/ちばてつや漫画文庫 8冊 1977-06〜1977-09	sid37104/ed44229 bunkobon[ちばてつや漫画文庫] 8冊 1977-06〜1977-09 ISBN0 || sid37104/ed44230 standard[ちばてつや全集] 6冊 1996-03〜1996-07-24 ISBN6 || sid37104/ed44231 standard[講談社コミックス] 13冊 1969-03-22〜1991-06-17 ISBN5 || sid37104/ed44232 standard[KCスペシャル] 5冊 1987-03〜1987-07 ISBN5 || sid37104/ed44233 standard[-] 1冊 1991-02-16〜1991-02-16 ISBN1 || sid37104/ed44234 standard[カラー版人気まんが傑作選] 8冊 -〜- ISBN0
harukanaru-kaze-to-hikari	はるかなる風と光	美内すずえ		23年 bunkobon 1巻(2000-03-20)→2巻(1977-07-31)	(本番yml無し)	
hikaru-kaze	光る風	山上たつひこ		21年 bunkobon 1巻(1997-12-04)→2巻(1976)	standard[通常版]/サンミリオンコミックス 3冊 1975-11〜1975-11 ; bunkobon[文庫版]/ソノラマ漫画文庫 3冊 1976〜1997-12-04	sid41957/ed50744 bunkobon[ソノラマ漫画文庫] 2冊 1976〜1976 ISBN0 || sid41957/ed50745 standard[SUN WIDE COMICS] 2冊 1986-10-20〜1986-11-20 ISBN2 || sid41957/ed50746 bunkobon[ちくま文庫] 2冊 1997-12〜1997-12-04 ISBN2 || sid41957/ed50747 standard[サンミリオンコミックス] 2冊 1972-04〜1972-04 ISBN0 || sid41957/ed50748 standard[サン・コミックス] 3冊 1975-11〜1975-11 ISBN3 || sid41957/ed50749 standard[アクション・コミックス] 2冊 1992-08-28〜1992-08-28 ISBN0 || sid41957/ed50750 standard[Sun million comics] 1冊 1979-02〜1979-02 ISBN0 || sid41957/ed50751 standard[-] 2冊 2008-07〜2015-04 ISBN2 || sid90981/ed106239 standard[ALBA TROSS-VIEW] 2冊 2013-06〜2013-07 ISBN2
himitsu-shirei-machine-keiji-999	ひみつ指令マシン刑事999	すがやみつる		28年 standard 1巻(2005-05-11)→3巻(1977-11-15)	(本番yml無し)	
hit-and-run	ヒット・エンド・ラン	あや秀夫		21年 standard 1巻(2000-07-21)→4巻(1979-09-15)	standard[通常版]/少年サンデーコミックス 13冊 1979-09-15〜2000-07-21	sid2689/ed3245 standard[KCDX] 3冊 2000-07-21〜2000-07-21 ISBN3 || sid2690/ed3246 standard[少年サンデーコミックス] 15冊 1979-03〜1981-02-15 ISBN0
hittoraa-no-musuko	ヒットラーの息子	叶精作		28年 standard 1巻(2011-01)→3巻(1983-06)	bunkobon[文庫版]/秋田漫画文庫 4冊 1980-01-20〜1980-03-20 ; standard[通常版]/劇画キングシリーズ 4冊 1983-06〜2011-02	sid11635/ed13559 standard[キングシリーズ] 2冊 2011-01〜2011-02 ISBN2 || sid11635/ed13560 standard[SP pocket wide] 2冊 2017-01〜2017-03 ISBN2 || sid82527/ed97395 bunkobon[秋田漫画文庫] 4冊 1980-01-20〜1980-03-20 ISBN0 || sid82527/ed97396 standard[劇画キングシリーズ] 2冊 1983-03〜1983-06 ISBN0 || sid82527/ed97397 standard[トクマコミックス] 4冊 1987-09〜1987-10 ISBN1
hoshi-no-tategoto	星のたてごと	水野英子		26年 bunkobon 1巻(2002-05)→3巻(1976-08-30) / 24年 standard 1巻(1992-03-30)→2巻(1968-02)	standard[通常版]/サン・コミックス 3冊 1968-02〜1992-03-30 ; bunkobon[文庫版]/ソノラマ漫画文庫 3冊 1976-08-30〜2002-05	sid11324/ed13169 bunkobon[ソノラマ漫画文庫] 3冊 1976-07-30〜1976-08-30 ISBN0 || sid11324/ed13170 bunkobon[講談社漫画文庫] 2冊 2002-05〜2002-05 ISBN2 || sid11324/ed13171 standard[サン・コミックス] 3冊 1968-01-16〜1968-06-29 ISBN0 || sid11324/ed13172 standard[-] 2冊 1969-12-10〜1969-12-15 ISBN0 || sid11324/ed13173 standard[SUN SPECIAL COMICS] 1冊 1992-03-30〜1992-03-30 ISBN1
itsumo-pocket-ni-chopin	いつもポケットにショパン	くらもちふさこ・多田かおる		23年 standard 2巻(2004-01-19)→5巻(1981-12)	standard[通常版]/マーガレットコミックス 5冊 1981-12〜2004-03-19 ; bunkobon[文庫版]/集英社文庫 コミック版 3冊 1995-09-19〜1995-09-19	sid46605/ed57248 standard[マーガレットコミックス] 5冊 1981-08-30〜1981-12 ISBN0 || sid46605/ed57249 standard[Queen's comics premium] 4冊 2003-12〜2004-03 ISBN4 || sid46605/ed57250 bunkobon[集英社文庫 コミック版] 3冊 1995-09-19〜1995-09-19 ISBN3 || sid46605/ed57251 standard[SGコミックス] 2冊 1989-09-10〜1989-11-10 ISBN0
jigyaku-no-uta	自虐の詩	業田良家		20年 standard 1巻(2007-08-31)→2巻(1987-12-25)	standard[通常版]/光文社コミックス 5冊 1987-12-25〜2007-08-31 ; bunkobon[文庫版]/竹書房文庫 2冊 1996-06〜1996-11	sid1088/ed1432 standard[光文社コミックス] 5冊 1987-12-25〜1992-04 ISBN1 || sid1088/ed1433 bunkobon[竹書房文庫] 2冊 1996-06〜1996-11 ISBN2 || sid1088/ed1434 standard[-] 2冊 2007-08-31〜2007-08-31 ISBN2
juudousanka	柔道讃歌	貝塚ひろし		26年 standard 1巻(2003-04)→11巻(1977)	standard[通常版]/コミック・メイト 16冊 1977〜2003-06	sid27482/ed32195 standard[コミック・メイト] 16冊 1977〜1977 ISBN0 || sid31258/ed36686 standard[HMB] 6冊 2003-04〜2003-06 ISBN6
