verdict	slug	title	wiki_article	本番巻	wiki対	採用巻	SAME	ADOPT_MONTH	ADOPT_DAY	ADOPT_GAIN	BLOCK_PROD	BLOCK_SPLIT	NOT_IN_WIKI	ALREADY_OVERRIDDEN
APPLY	obi-o-gyutto-ne	帯をギュッとね!	帯をギュッとね!	61	61	61	0	61	0	0	0	0	0	0
APPLY	pocket-monsters-special	ポケットモンスターSPECIAL	ポケットモンスターSPECIAL	64	100	59	5	50	9	0	0	0	0	0
APPLY	gallery-fake	ギャラリーフェイク	ギャラリーフェイク	63	67	51	12	51	0	0	0	0	0	0
APPLY	azumi	あずみ	あずみ	72	72	48	24	48	0	0	0	0	0	0
APPLY	yawara	YAWARA!	YAWARA!	48	68	48	0	48	0	0	0	0	0	0
APPLY	landreaall	Landreaall	Landreaall	45	46	45	0	45	0	0	0	0	0	0
APPLY	yamikin-ushijima-kun	闇金ウシジマくん	闇金ウシジマくん	46	47	44	2	43	0	1	0	0	0	0
APPLY	basara	BASARA	BASARA	43	49	43	0	43	0	0	0	0	0	0
APPLY	last-inning	ラストイニング	ラストイニング	44	45	43	1	43	0	0	0	0	0	0
APPLY	glass-no-kamen	ガラスの仮面	ガラスの仮面	76	76	40	36	9	24	7	0	0	0	0
APPLY	jajauma-guruumin-appu	じゃじゃ馬グルーミン★ＵＰ!	じゃじゃ馬グルーミン★UP!	40	41	40	0	40	0	0	0	0	0	0
APPLY	kirin	キリン	キリン (漫画)	39	57	39	0	37	0	2	0	0	0	0
APPLY	tetsu-bon	テツぼん	テツぼん	41	41	38	3	38	0	0	0	0	0	0
APPLY	tough	TOUGH	TOUGH (漫画)	39	39	37	2	0	0	37	0	0	0	0
APPLY	aoashi	アオアシ	アオアシ	40	86	36	4	35	1	0	0	0	0	0
APPLY	tokyo-daigaku-monogatari	東京大学物語	東京大学物語	34	35	34	0	34	0	0	0	0	0	0
APPLY	bokura-no-kiseki	ボクラノキセキ	ボクラノキセキ	34	37	33	1	33	0	0	0	0	0	0
APPLY	show-ban	ショー☆バン	ショー☆バン	33	33	33	0	33	0	0	0	0	0	0
APPLY	kekkaishi	結界師	結界師	35	54	32	3	15	17	0	0	0	0	0
APPLY	ai-shield-21	アイシールド21	アイシールド21	37	43	30	7	1	29	0	0	0	0	0
APPLY	banana-fish	BANANA FISH	BANANA FISH	31	48	30	1	30	0	0	0	0	0	0
APPLY	esu-to-emu	SとM	SとM	31	38	30	1	24	0	6	0	0	0	0
APPLY	ginga-densetsu-weed-orion	銀牙伝説Weedオリオン	銀牙伝説WEEDオリオン	30	30	30	0	20	0	10	0	0	0	0
APPLY	full-ahead-koko	フルアヘッド!ココ	フルアヘッド!ココ	29	85	29	0	29	0	0	0	0	0	0
APPLY	shuningayuku	主任がゆく!	主任がゆく!	30	32	29	1	29	0	0	0	0	0	0
APPLY	countach	カウンタック	カウンタック (漫画)	28	28	28	0	0	0	28	0	0	0	0
APPLY	fushigi-yuugi	ふしぎ遊戯	ふしぎ遊戯	28	53	28	0	28	0	0	0	0	0	0
APPLY	kippo	KIPPO	KIPPO	30	30	28	2	28	0	0	0	0	0	0
APPLY	doubutsu-no-oshaberi	動物のおしゃべり♥	動物のおしゃべり♥	29	31	27	2	25	1	1	0	0	0	0
APPLY	gantz	GANTZ	GANTZ	55	62	27	28	0	1	26	0	0	0	0
APPLY	centaur-no-nayami	セントールの悩み	セントールの悩み	26	28	26	0	26	0	0	0	0	0	0
APPLY	dragon-kishidan	ドラゴン騎士団	ドラゴン騎士団 (漫画)	26	40	26	0	1	0	25	0	0	0	0
APPLY	henshuuou	編集王	編集王	26	30	26	0	26	0	0	0	0	0	0
APPLY	kami-app	神アプリ	神アプリ	27	30	26	1	25	0	1	0	0	0	0
APPLY	love-junkies	恋愛ジャンキー	恋愛ジャンキー	26	28	26	0	26	0	0	0	0	0	0
APPLY	wakakozake	ワカコ酒	ワカコ酒	27	35	26	1	26	0	0	0	0	0	0
APPLY	yami-no-aegis	闇のイージス	闇のイージス	26	32	26	0	22	0	4	0	0	0	0
APPLY	kaitou-joker	怪盗ジョーカー	怪盗ジョーカー	26	39	25	1	23	2	0	0	0	0	0
APPLY	kasai-no-hito	家栽の人	家栽の人	25	25	25	0	25	0	0	0	0	0	0
APPLY	hatenkou-yuugi	破天荒遊戯	破天荒遊戯	24	27	24	0	24	0	0	0	0	0	0
APPLY	help-man	ヘルプマン!	ヘルプマン!	27	44	24	3	0	0	24	0	0	0	0
APPLY	onikirimaru	鬼切丸	鬼切丸 (漫画)	28	53	24	4	24	0	0	0	0	0	0
APPLY	seikon-no-qwaser	聖痕のクェイサー	聖痕のクェイサー	24	24	24	0	24	0	0	0	0	0	0
APPLY	usotsuki-gokuoo-kun	ウソツキ!ゴクオーくん	ウソツキ!ゴクオーくん	25	30	24	1	19	5	0	0	0	0	0
APPLY	gift	ギフト±	ギフト±	26	26	23	3	23	0	0	0	0	0	0
APPLY	7seeds	7SEEDS	7SEEDS	35	38	22	13	9	13	0	0	0	0	0
APPLY	dead-tube	DEAD Tube	DEAD Tube	28	28	22	6	20	2	0	0	0	0	0
APPLY	fujiken	フジケン	フジケン (漫画)	22	22	22	0	22	0	0	0	0	0	0
APPLY	shigurui	シグルイ	シグルイ	22	23	22	0	14	0	8	0	0	0	0
APPLY	souten-no-ken	蒼天の拳	蒼天の拳	22	28	22	0	0	0	22	0	0	0	0
APPLY	chuusotsu-worker-kara-hajimeru-koukou-seikatsu	中卒労働者から始める高校生活	中卒労働者から始める高校生活	22	25	21	1	21	0	0	0	0	0	0
APPLY	denpa-no-shiro	電波の城	電波の城	23	23	21	2	21	0	0	0	0	0	0
APPLY	makai-gakuen	魔界学園	魔界学園	21	21	21	0	21	0	0	0	0	0	0
APPLY	monster-musume-no-iru-nichijou	モンスター娘のいる日常	モンスター娘のいる日常	21	23	21	0	21	0	0	0	0	0	0
APPLY	nana	NANA	NANA	21	25	21	0	0	21	0	0	0	0	0
APPLY	andoonatsu	あんどーなつ	あんどーなつ	20	20	20	0	20	0	0	0	0	0	0
APPLY	megami-no-oni	女神の鬼	女神の鬼	29	29	20	9	0	0	20	0	0	0	0
APPLY	zekkyou-gakkyuu	絶叫学級	絶叫学級	21	89	20	1	0	20	0	0	0	0	0
APPLY	zettai-zetsumei-dangerous-jii-san	絶体絶命 でんぢゃらすじーさん	絶体絶命でんぢゃらすじーさん	20	61	20	0	18	2	0	0	0	0	0
APPLY	eat-man	EAT-MAN	EAT-MAN	19	37	19	0	19	0	0	0	0	0	0
APPLY	fushigi-yuugi-genbu-kaiden	ふしぎ遊戯玄武開伝	ふしぎ遊戯 玄武開伝	19	23	19	0	8	3	8	0	0	0	0
APPLY	fuuto-tantei	風都探偵	風都探偵	20	21	19	1	19	0	0	0	0	0	0
APPLY	juui-dolittle	獣医ドリトル	獣医ドリトル	20	21	19	1	19	0	0	0	0	0	0
APPLY	kurokami	黒神	黒神	19	19	19	0	12	0	7	0	0	0	0
APPLY	four-seam	フォーシーム	フォーシーム (漫画)	19	28	18	1	18	0	0	0	0	0	0
APPLY	haruka-reset	はるかリセット	はるかリセット	25	25	18	7	9	9	0	0	0	0	0
APPLY	holyland	ホーリーランド	ホーリーランド	18	18	18	0	18	0	0	0	0	0	0
APPLY	keishichou-tokuhanka-007	警視庁特犯課007	警視庁特犯課007	18	18	18	0	0	0	18	0	0	0	0
APPLY	kyoukasho-ni-nai	教科書にないッ!	教科書にないッ!	18	18	18	0	18	0	0	0	0	0	0
APPLY	let-dachikou	Let'sダチ公	Let'sダチ公	18	18	18	0	18	0	0	0	0	0	0
APPLY	nagisa-mii-kounin	なぎさme公認	なぎさMe公認	18	18	18	0	18	0	0	0	0	0	0
APPLY	nana-to-kaoru	ナナとカオル	ナナとカオル	18	30	18	0	18	0	0	0	0	0	0
APPLY	ouran-koukou-host-club	桜蘭高校ホスト部	桜蘭高校ホスト部	18	23	18	0	0	18	0	0	0	0	0
APPLY	shouwa-tennou-monogatari	昭和天皇物語	昭和天皇物語	19	19	18	1	18	0	0	0	0	0	0
APPLY	sukidesu-suzuki-kun	好きです鈴木くん!!	好きです鈴木くん!!	18	23	18	0	3	15	0	0	0	0	0
APPLY	utchare-goshogawara	うっちゃれ五所瓦	うっちゃれ五所瓦	24	34	18	6	18	0	0	0	0	0	0
APPLY	yasha	YASHA-夜叉-	YASHA-夜叉-	18	20	18	0	18	0	0	0	0	0	0
APPLY	07-ghost	07-GHOST	07-GHOST	17	26	17	0	17	0	0	0	0	0	0
APPLY	azumi-koyama-2009	AZUMI	AZUMI (漫画)	18	18	17	1	17	0	0	0	0	0	0
APPLY	ekiben-hitoritabi	駅弁ひとり旅	駅弁ひとり旅	17	29	17	0	0	0	17	0	0	0	0
APPLY	jisatsutou	自殺島	自殺島	17	23	17	0	17	0	0	0	0	0	0
APPLY	muteki-kanban-musume	無敵看板娘	無敵看板娘	17	22	17	0	17	0	0	0	0	0	0
APPLY	naikaku-kenryoku-hanzai-kyousei-torishimarikan-zaizen-joutarou	内閣権力犯罪強制取締官 財前丈太郎	内閣権力犯罪強制取締官 財前丈太郎	17	17	17	0	0	0	17	0	0	0	0
APPLY	nijiiro-tougarashi	虹色とうがらし	虹色とうがらし	23	28	17	6	17	0	0	0	0	0	0
APPLY	smash	スマッシュ!	スマッシュ!	18	18	17	1	0	17	0	0	0	0	0
APPLY	umi-no-kishidan	海の綺士団	海の綺士団	29	29	17	12	0	0	17	0	0	0	0
APPLY	zenkamono	前科者	前科者 (漫画)	17	17	17	0	17	0	0	0	0	0	0
APPLY	ateya-no-tsubaki	当て屋の椿	当て屋の椿	17	17	16	1	12	0	4	0	0	0	0
APPLY	bakuon-rettou-2012	爆音列島	爆音列島	18	28	16	2	0	0	16	0	0	0	0
APPLY	chii-chan-no-oshinagaki	ちぃちゃんのおしながき	ちぃちゃんのおしながき	21	35	16	5	12	1	3	0	0	0	0
APPLY	hagure-idol-jigokuhen	はぐれアイドル地獄変	はぐれアイドル地獄変	19	20	16	3	16	0	0	0	0	0	0
APPLY	haigakura	ハイガクラ	ハイガクラ	17	27	16	1	16	0	0	0	0	0	0
APPLY	kagakuteki-ni-sonzai-shiuru-kuriichaamusume-no-kansatsu-nisshi	科学的に存在しうるクリーチャー娘の観察日誌	科学的に存在しうるクリーチャー娘の観察日誌	18	30	16	2	12	4	0	0	0	0	0
APPLY	kingyoya-koshoten	金魚屋古書店	金魚屋古書店	17	21	16	1	16	0	0	0	0	0	0
APPLY	kujou-no-taizai	九条の大罪	九条の大罪	17	17	16	1	14	2	0	0	0	0	0
APPLY	mahoujin-guruguru	魔法陣グルグル	魔法陣グルグル	16	55	16	0	16	0	0	0	0	0	0
APPLY	master-keaton	Masterキートン	MASTERキートン	18	20	16	2	0	0	16	0	0	0	0
APPLY	nihonkoku-daitouryou-sakurazaka-mantarou	日本国大統領 桜坂満太郎	日本国大統領 桜坂満太郎	16	16	16	0	0	0	16	0	0	0	0
APPLY	wild-pitch	WILD PITCH!!!	WILD PITCH!!!	16	16	16	0	16	0	0	0	0	0	0
APPLY	yukemuri-sniper	湯けむりスナイパー	湯けむりスナイパー	16	35	16	0	16	0	0	0	0	0	0
APPLY	yuuhi	雄飛	雄飛 (漫画)	16	16	16	0	16	0	0	0	0	0	0
APPLY	ansangu-cinderella	アンサングシンデレラ	アンサングシンデレラ	15	17	15	0	15	0	0	0	0	0	0
APPLY	chi-no-wadachi	血の轍	血の轍 (漫画)	17	17	15	2	15	0	0	0	0	0	0
APPLY	croket	コロッケ!	コロッケ!	15	29	15	0	15	0	0	0	0	0	0
APPLY	debidebi	デビデビ	デビデビ	15	15	15	0	15	0	0	0	0	0	0
APPLY	eisei-otome-no-tatakaikata	永世乙女の戦い方	永世乙女の戦い方	15	15	15	0	15	0	0	0	0	0	0
APPLY	hitorijime-my-hero	ひとりじめマイヒーロー	ひとりじめマイヒーロー	17	20	15	2	11	2	2	0	0	0	0
APPLY	kappa-no-kaikata	カッパの飼い方	カッパの飼い方	15	15	15	0	0	0	15	0	0	0	0
APPLY	koushoku-aika-moto-volleyboys	好色哀歌元バレーボーイズ	好色哀歌 元バレーボーイズ	17	17	15	2	0	0	15	0	0	0	0
APPLY	meshinuma	めしぬま。	めしぬま。	16	16	15	1	15	0	0	0	0	0	0
APPLY	mikakunin-de-shinkoukei	未確認で進行形	未確認で進行形	16	18	15	1	15	0	0	0	0	0	0
APPLY	moeru-onii-san	燃える!お兄さん	燃える!お兄さん	31	37	15	16	1	2	12	0	0	0	0
APPLY	naporeon-shishi-no-jidai	ナポレオン -獅子の時代-	ナポレオン -獅子の時代-	15	42	15	0	13	0	2	0	0	0	0
APPLY	ninja-slayer	ニンジャスレイヤー	ニンジャスレイヤー	19	63	15	4	13	2	0	0	0	0	0
APPLY	noragami	ノラガミ	ノラガミ	38	50	15	23	0	13	2	0	0	0	0
APPLY	one-outs	ONE OUTS	ONE OUTS	20	20	15	5	0	0	15	0	0	0	0
APPLY	sekitou-elegy	赤灯えれじい	赤灯えれじい	15	24	15	0	0	0	15	0	0	0	0
APPLY	shidenkai-no-maki	紫電改のマキ	紫電改のマキ	15	15	15	0	15	0	0	0	0	0	0
APPLY	sobaya-genan	そば屋幻庵	そば屋幻庵	18	18	15	3	12	2	1	0	0	0	0
APPLY	soul-eater	ソウルイーター	ソウルイーター	42	47	15	27	14	0	1	0	0	0	0
APPLY	splatoon	Splatoon	Splatoon (漫画)	16	25	15	1	15	0	0	0	0	0	0
APPLY	tuxedo-gin	タキシード銀	タキシード銀	15	15	15	0	15	0	0	0	0	0	0
APPLY	wagana-wa-umishi	我が名は海師	我が名は海師	15	15	15	0	15	0	0	0	0	0	0
APPLY	yankee-quest	ヤンキークエスト	ヤンキークエスト	20	20	15	5	15	0	0	0	0	0	0
APPLY	angel-wars	エンジェルウォーズ	エンジェル ウォーズ (漫画)	14	14	14	0	10	0	4	0	0	0	0
APPLY	baby-love	ベイビィ★LOVE	ベイビィ★LOVE	14	17	14	0	0	9	5	0	0	0	0
APPLY	bambino	バンビ～ノ！	バンビ〜ノ!	15	28	14	1	13	0	1	0	0	0	0
APPLY	daida-kyoushi-akiba-shinkendesu	代打教師秋葉、真剣です!	代打教師 秋葉、真剣です!	14	14	14	0	14	0	0	0	0	0	0
APPLY	ginga-densetsu-noah	銀牙伝説ノア	銀牙伝説ノア	17	17	14	3	14	0	0	0	0	0	0
APPLY	hanaukyou-meidotai	花右京メイド隊	花右京メイド隊	14	16	14	0	14	0	0	0	0	0	0
APPLY	i-ll	I'll	I'll	23	32	14	9	0	0	14	0	0	0	0
APPLY	jingai-san-no-yome	人外さんの嫁	人外さんの嫁	14	16	14	0	14	0	0	0	0	0	0
APPLY	masamune-kun-no-revenge	政宗くんのリベンジ	政宗くんのリベンジ	14	24	14	0	13	0	1	0	0	0	0
APPLY	mujin	MUJIN～無尽～	MUJIN-無尽-	14	14	14	0	14	0	0	0	0	0	0
APPLY	pocket-monsters	ポケットモンスター	ポケットモンスター (穴久保幸作の漫画)	14	41	14	0	11	0	3	0	0	0	0
APPLY	saint-seiya-episode-g-assassin	聖闘士星矢EPISODE.Gアサシン	聖闘士星矢EPISODE.G アサシン	16	16	14	2	13	1	0	0	0	0	0
APPLY	uchuujin-tanaka-tarou	うちゅう人田中太郎	うちゅう人 田中太郎	14	15	14	0	14	0	0	0	0	0	0
APPLY	watashi-ni-tenshi-ga-maiorita	私に天使が舞い降りた!	私に天使が舞い降りた!	16	25	14	2	13	0	1	0	0	0	0
APPLY	watashi-no-yuri-wa-oshigoto-desu	私の百合はお仕事です!	私の百合はお仕事です!	14	15	14	0	14	0	0	0	0	0	0
APPLY	woodstock	ウッドストック	ウッドストック (漫画)	18	18	14	4	0	0	14	0	0	0	0
APPLY	alice-to-zouroku	アリスと蔵六	アリスと蔵六	13	15	13	0	13	0	0	0	0	0	0
APPLY	ashiarai-yashiki-no-juunintachi	足洗邸の住人たち。	足洗邸の住人たち。	13	24	13	0	0	0	13	0	0	0	0
APPLY	bakusou-kyoudai-let-s-goo	爆走兄弟レッツ＆ゴー!!	爆走兄弟レッツ&ゴー!!	13	32	13	0	13	0	0	0	0	0	0
APPLY	bouncer	バウンサー	バウンサー (漫画)	16	16	13	3	11	2	0	0	0	0	0
APPLY	dash-yonkurou	ダッシュ!四駆郎	ダッシュ!四駆郎	13	18	13	0	13	0	0	0	0	0	0
APPLY	devilman-saga	デビルマンサーガ	デビルマンサーガ	13	13	13	0	13	0	0	0	0	0	0
APPLY	gokuudou	悟空道	悟空道	13	13	13	0	13	0	0	0	0	0	0
APPLY	hana-mote-katare	花もて語れ	花もて語れ	13	13	13	0	13	0	0	0	0	0	0
APPLY	homunculus	ホムンクルス	ホムンクルス (漫画)	25	26	13	12	13	0	0	0	0	0	0
APPLY	hoshi-no-kirby-mooretsu-pupupu-hour	星のカービィ!も～れつプププアワー!	星のカービィ! も〜れつプププアワー!	13	13	13	0	12	1	0	0	0	0	0
APPLY	idejuu	いでじゅう!	いでじゅう!	13	13	13	0	13	0	0	0	0	0	0
APPLY	jesus-sajin-kouro	Jesus砂塵航路	JESUS 砂塵航路	14	14	13	1	13	0	0	0	0	0	0
APPLY	junai-junkies	純愛ジャンキー	純愛ジャンキー	15	15	13	2	13	0	0	0	0	0	0
APPLY	kannasaan	カンナさーん!	カンナさーん!	13	16	13	0	0	0	13	0	0	0	0
APPLY	kisei-juui-suzune	寄性獣医・鈴音	寄性獣医・鈴音	14	18	13	1	8	0	5	0	0	0	0
APPLY	kurosagi	クロサギ	クロサギ (漫画)	20	44	13	7	13	0	0	0	0	0	0
APPLY	kuuneru-marta	くーねるまるた	くーねるまるた	14	43	13	1	13	0	0	0	0	0	0
APPLY	kyou-koi-o-hajimemasu	今日、恋をはじめます	今日、恋をはじめます	15	18	13	2	4	9	0	0	0	0	0
APPLY	loveless	LOVELESS	LOVELESS (高河ゆんの漫画)	13	17	13	0	13	0	0	0	0	0	0
APPLY	mako-chan-enikki	マコちゃん絵日記	マコちゃん絵日記	13	13	13	0	12	0	1	0	0	0	0
APPLY	nazotoki-hime-wa-meitantei	ナゾトキ姫は名探偵❤	ナゾトキ姫は名探偵♥	17	21	13	4	7	6	0	0	0	0	0
APPLY	okane-ga-nai	お金がないっ	お金がないっ	19	37	13	6	0	2	11	0	0	0	0
APPLY	oku-sama-ga-seito-kaichou	おくさまが生徒会長!	おくさまが生徒会長!	13	13	13	0	12	0	1	0	0	0	0
APPLY	pansuto	ぱンすと。	ぱンすと。	15	15	13	2	13	0	0	0	0	0	0
APPLY	patisserie-mon	パティスリーMon	パティスリーMON	15	16	13	2	0	0	13	0	0	0	0
APPLY	real-clothes	Real clothes	Real Clothes	19	19	13	6	0	0	13	0	0	0	0
APPLY	reikan-shouhou-kabushiki-kaisha	霊感商法株式会社	霊感商法株式会社	23	25	13	10	13	0	0	0	0	0	0
APPLY	rockn-call	Rock'n爆音	Rock'n爆音	13	13	13	0	13	0	0	0	0	0	0
APPLY	switch-2003	Switch	Switch (米原秀幸の漫画)	13	13	13	0	13	0	0	0	0	0	0
APPLY	aria	ARIA	ARIA (漫画)	12	35	12	0	12	0	0	0	0	0	0
APPLY	battle-girl-ai	バトルガール藍	バトルガール藍	12	12	12	0	12	0	0	0	0	0	0
APPLY	biomeat-nectar	BM ネクタール	BM ネクタール	12	12	12	0	12	0	0	0	0	0	0
APPLY	black-channel	ブラックチャンネル	ブラックチャンネル	15	19	12	3	11	1	0	0	0	0	0
APPLY	card-kyaputaa-sakura	カードキャプターさくら	カードキャプターさくら	24	92	12	12	0	0	12	0	0	0	0
APPLY	change-hifumi	ちぇんじ123	ちぇんじ123	12	12	12	0	11	0	1	0	0	0	0
APPLY	chisa-pon	ちさ×ポン	ちさ×ポン	13	13	12	1	1	0	11	0	0	0	0
APPLY	doubutsu-no-mori-hohinda-mura-dayori	どうぶつの森 ホヒンダ村だより	どうぶつの森 ホヒンダ村だより	12	12	12	0	11	1	0	0	0	0	0
APPLY	eighth	EIGHTH	EIGHTH	16	16	12	4	0	0	12	0	0	0	0
APPLY	erufen-riito	エルフェンリート	エルフェンリート	12	12	12	0	0	0	12	0	0	0	0
APPLY	freesia	フリージア	フリージア (漫画)	12	18	12	0	12	0	0	0	0	0	0
APPLY	g-men	Gメン	Gメン (漫画)	18	18	12	6	0	12	0	0	0	0	0
APPLY	hajime-no-ippo	はじめの一歩	はじめの一歩	160	191	12	148	0	11	1	0	0	0	0
APPLY	joou-kishi-monogatari	女王騎士物語	女王騎士物語	12	12	12	0	12	0	0	0	0	0	0
APPLY	kami-sama-no-volley	神様のバレー	神様のバレー	41	41	12	29	7	2	3	0	0	0	0
APPLY	kenkou-de-bunkateki-na-saitei-gendo-no-seikatsu	健康で文化的な最低限度の生活	健康で文化的な最低限度の生活	13	13	12	1	12	0	0	0	0	0	0
APPLY	kui-tan	喰いタン	喰いタン	16	17	12	4	0	0	12	0	0	0	0
APPLY	kuishinbou	喰いしん坊!	喰いしん坊!	24	48	12	12	11	1	0	0	0	0	0
APPLY	major-2nd	MAJOR 2nd	MAJOR 2nd	32	38	12	20	0	12	0	0	0	0	0
APPLY	mirumo-de-pon	ミルモでポン!	ミルモでポン!	12	12	12	0	12	0	0	0	0	0	0
APPLY	momoiro-heaven	桃色ヘヴン!	桃色ヘヴン!	13	13	12	1	0	0	12	0	0	0	0
APPLY	momoiro-sango	ももいろさんご	ももいろさんご	13	13	12	1	12	0	0	0	0	0	0
APPLY	natsume-arata-no-kekkon	夏目アラタの結婚	夏目アラタの結婚	12	12	12	0	12	0	0	0	0	0	0
APPLY	nobunaga-no-chef	信長のシェフ	信長のシェフ	37	37	12	25	10	0	2	0	0	0	0
APPLY	oku-sama-wa-idol	奥さまはアイドル♥	奥さまはアイドル♥	13	13	12	1	12	0	0	0	0	0	0
APPLY	oku-san	おくさん	おくさん	22	22	12	10	10	1	1	0	0	0	0
APPLY	oshi-ga-budoukan-ittekuretara-shinu	推しが武道館いってくれたら死ぬ	推しが武道館いってくれたら死ぬ	12	12	12	0	12	0	0	0	0	0	0
APPLY	p-a	P.A.	P.A.	12	29	12	0	12	0	0	0	0	0	0
APPLY	sekai-de-ichiban-yasashii-ongaku	世界でいちばん優しい音楽	世界でいちばん優しい音楽	24	25	12	12	0	0	12	0	0	0	0
APPLY	sensei-kunshu	センセイ君主	センセイ君主	13	15	12	1	0	12	0	0	0	0	0
APPLY	sensei-no-ojikan	せんせいのお時間	せんせいのお時間	12	13	12	0	12	0	0	0	0	0	0
APPLY	shinigami-kansatsukan-raidou	死神監察官雷堂	死神監察官雷堂	12	12	12	0	0	0	12	0	0	0	0
APPLY	ten-prism	テンプリズム	テンプリズム	12	12	12	0	12	0	0	0	0	0	0
APPLY	tokyo-banchou	東京番長	東京番長	12	12	12	0	12	0	0	0	0	0	0
APPLY	watashi-no-meshia-sama	私の救世主さま	私の救世主さま	13	19	12	1	11	0	1	0	0	0	0
APPLY	yuria-100shiki	ユリア100式	ユリア100式	12	12	12	0	11	0	1	0	0	0	0
APPLY	yuzukisanchi-no-yonkyoudai	柚木さんちの四兄弟。	柚木さんちの四兄弟。	23	25	12	11	11	1	0	0	0	0	0
APPLY	za-doraemons-special	ザ☆ドラえもんズスペシャル	ザ・ドラえもんズ スペシャル	12	15	12	0	12	0	0	0	0	0	0
APPLY	a-channel	Aチャンネル	Aチャンネル	11	16	11	0	11	0	0	0	0	0	0
APPLY	ayashi-no-ceres	妖しのセレス	妖しのセレス	21	27	11	10	11	0	0	0	0	0	0
APPLY	black-joke	ブラック・ジョーク	ブラック・ジョーク (漫画)	11	11	11	0	11	0	0	0	0	0	0
APPLY	chimamire-sukeban-chainsaw	血まみれスケバンチェーンソー	血まみれスケバン・チェーンソー	13	15	11	2	11	0	0	0	0	0	0
APPLY	corseltel-no-ryuujitsushi	コーセルテルの竜術士	コーセルテルの竜術士	14	41	11	3	11	0	0	0	0	0	0
APPLY	danchigai	だんちがい	だんちがい	11	11	11	0	11	0	0	0	0	0	0
APPLY	delivery-cinderella	デリバリーシンデレラ	デリバリーシンデレラ	11	12	11	0	0	0	11	0	0	0	0
APPLY	garei	喰霊	喰霊	12	14	11	1	0	0	11	0	0	0	0
APPLY	ginpei-hankachou	銀平飯科帳	銀平飯科帳	11	11	11	0	11	0	0	0	0	0	0
APPLY	hachimitsu-ni-hatsukoi	ハチミツにはつこい	ハチミツにはつこい	12	17	11	1	4	7	0	0	0	0	0
APPLY	hitoribocchi-no-chikyuu-shinryaku	ひとりぼっちの地球侵略	ひとりぼっちの地球侵略	15	15	11	4	0	11	0	0	0	0	0
APPLY	hoshikuzu-paradise	星くずパラダイス	星くずパラダイス	17	17	11	6	11	0	0	0	0	0	0
APPLY	houkago-dungeon-koukou	放課後!ダンジョン高校	放課後!ダンジョン高校	11	11	11	0	11	0	0	0	0	0	0
APPLY	kakugo-no-susume	覚悟のススメ	覚悟のススメ	11	18	11	0	11	0	0	0	0	0	0
APPLY	kami-sama-no-enmusubi	神さまの怨結び	神さまの怨結び	12	12	11	1	11	0	0	0	0	0	0
APPLY	kango-joshu-no-nana-chan	看護助手のナナちゃん	看護助手のナナちゃん	11	12	11	0	11	0	0	0	0	0	0
APPLY	kiss-and-fight	Kiss and Fight	Kiss and Fight	11	11	11	0	0	0	11	0	0	0	0
APPLY	kodomo-no-jikan	こどものじかん	こどものじかん	13	17	11	2	0	0	11	0	0	0	0
APPLY	mudazumo-naki-kaikaku	ムダヅモ無き改革	ムダヅモ無き改革	16	31	11	5	0	0	11	0	0	0	0
APPLY	okawari-hanzou	おかわり飯蔵	おかわり飯蔵	11	11	11	0	11	0	0	0	0	0	0
APPLY	owakare-hospital	お別れホスピタル	お別れホスピタル	16	16	11	5	11	0	0	0	0	0	0
APPLY	peleliu-rakuen-no-gerunika	ペリリュー-楽園のゲルニカ-	ペリリュー 楽園のゲルニカ	11	15	11	0	11	0	0	0	0	0	0
APPLY	saikyou-densetsu-kurosawa	最強伝説 黒沢	最強伝説 黒沢	11	34	11	0	11	0	0	0	0	0	0
APPLY	sengoku-youko	戦国妖狐	戦国妖狐	23	23	11	12	1	0	10	0	0	0	0
APPLY	shibito-no-koe-o-kiku-ga-yoi	死人の声をきくがよい	死人の声をきくがよい	12	12	11	1	10	0	1	0	0	0	0
APPLY	sobakkasu	そばっかす!	そばっかす!	11	18	11	0	11	0	0	0	0	0	0
APPLY	trash	trash.	Trash.	11	11	11	0	11	0	0	0	0	0	0
APPLY	yumekui-merry	夢喰いメリー	夢喰いメリー	24	31	11	13	1	0	10	0	0	0	0
APPLY	yuushun-no-mon-pieta	優駿の門ピエタ	優駿の門 -ピエタ-	11	11	11	0	11	0	0	0	0	0	0
APPLY	zozozo-zonbii-kun	ゾゾゾ ゾンビーくん	ゾゾゾ ゾンビーくん	11	12	11	0	8	3	0	0	0	0	0
APPLY	alice-ni-omakase	アリスにおまかせ!	アリスにおまかせ!	20	20	10	10	10	0	0	0	0	0	0
APPLY	amanchu	あまんちゅ!	あまんちゅ!	17	17	10	7	1	0	9	0	0	0	0
APPLY	aphorism	アホリズム	アホリズム	17	17	10	7	3	2	5	0	0	0	0
APPLY	ayakashi-hisen	あやかし緋扇	あやかし緋扇	12	20	10	2	6	4	0	0	0	0	0
APPLY	beauty-pop	ビューティーポップ	ビューティー・ポップ	10	10	10	0	9	1	0	0	0	0	0
APPLY	bokura-no-hentai	ぼくらのへんたい	ぼくらのへんたい	10	10	10	0	10	0	0	0	0	0	0
APPLY	buchou-to-shachiku-no-koi-wa-modokashii	部長と社畜の恋はもどかしい	部長と社畜の恋はもどかしい	11	11	10	1	10	0	0	0	0	0	0
APPLY	choujin-kintaman	超人キンタマン	超人キンタマン	10	12	10	0	10	0	0	0	0	0	0
