sid	series_key	title	kana	n_isbn	isbn1
104845	name:團藤さや|name:束縛プラトニック	束縛プラトニック	ソクバク プラトニック	1	9784776742883
104846	name:こうじま奈月|name:束縛プログラム	束縛プログラム	ソクバク プログラム	1	9784832288522
104850	name:織倉まこと|name:来々妖魔奇譚っL+30	来々妖魔奇譚っL+30	ライライ ヨウマ キダンッ L + 30	1	9784765924160
104851	name:上田アキ|name:来たる晴れかけの明日よ	来たる晴れかけの明日よ	キタル ハレカケ ノ アス ヨ	1	9784829685815
104856	name:灰田ナナコ|name:来世の君にくちづけを	来世の君にくちづけを	ライセ ノ キミ ニ クチズケ オ	1	9784910526089
104857	name:神江ちず|name:来世は君のもの	来世は君のもの	ライセ ワ キミ ノ モノ	1	9784537139181
104862	name:白菜ポンズ|name:来栖さんちの吸血鬼	来栖さんちの吸血鬼	クルス サン チ ノ キュウケツキ	1	9784047342552
104867	name:神山健治|name:東のエデン劇場版	東のエデン劇場版	ヒガシ ノ エデン ゲキジョウバン	1	9784594061920
104868	name:黒岩チハヤ|name:東の恋が西に落ち	東の恋が西に落ち	ヒガシ ノ コイ ガ ニシ ニ オチ	1	9784796413626
104874	name:りゃんよ|name:東京1年生	東京1年生	トウキョウ イチネンセイ	1	9784803005455
104875	name:田口始|name:東京23区内に月1万5千円以下で住んでみた	東京23区内に月1万5千円以下で住んでみた	トウキョウ ニジュウサンクナイ ニ ツキ イチマ	1	9784821144310
104878	name:吉永記子|name:東京B級ガール!	東京B級ガール!	トウキョウ Bキュウ ガール	1	9784091355157
104880	name:響野夏菜|name:東京S黄尾探偵団	東京S黄尾探偵団	トウキョウ Sキビ タンテイダン	1	9784086001144
104883	name:諏訪由布子|name:東京“B”カップル	東京“B”カップル	トウキョウ B カップル	1	9784088643441
104884	name:まんぷく編集部|name:東京⇔博多間 新幹線のぞみ停車駅 必食グルメ35	東京⇔博多間 新幹線のぞみ停車駅 必食グルメ35	トウキョウ ハカタカン シンカンセン ノゾミ テ	1	9784040674988
104885	name:花津美子|name:東京〔○忍〕ナイト	東京〔○忍〕ナイト	トウキョウ Shinobi ナイト	1	9784088601809
104886	name:秋吉イナリ|name:東京おさんぽがーるず	東京おさんぽがーるず	トウキョウ オサンポ ガールズ	1	9784592140733
104888	name:ミューズワーク(ねこまき)|name:東京かんばん猫	東京かんばん猫	トウキョウ カンバンネコ	1	9784834284782
104889	name:小金井武蔵|name:東京ちょびひな物語	東京ちょびひな物語	トウキョウ チョビヒナ モノガタリ	1	9784872789522
104891	name:垣内ひろし|name:東京の街に出て来ました	東京の街に出て来ました	トウキョウ ノ マチ ニ デテキマシタ	1	9784334976439
104893	name:たかはしみき|name:東京ひよっ子3人暮らし	東京ひよっ子3人暮らし	トウキョウ ヒヨッコ サンニングラシ	1	9784103356912
104894	name:浅岡美鈴|name:東京アシュイラフィ	東京アシュイラフィ	トウキョウ アシュイラフィ	1	9784049250268
104895	name:マイケル・オブティン・マダディ|name:東京アンジュレーション	東京アンジュレーション	トウキョウ アンジュレーション	1	9784883794720
104896	name:カツヤマケイコ|name:東京アンティークさんぽ	東京アンティークさんぽ	トウキョウ アンティーク サンポ	1	9784575315455
104900	name:これかわかずとも|name:東京カリニク鉄砲隊	東京カリニク鉄砲隊	トウキョウ カリニク テッポウタイ	1	9784041065013
104901	name:蒔田ナオ|name:東京カレシ	東京カレシ	トウキョウ カレシ	1	9784091322340
104902	name:伊藤かこ|name:東京カントリー・ガール	東京カントリー・ガール	トウキョウ カントリー ガール	1	9784253073141
104905	name:すがはら竜|name:東京クライシス	東京クライシス	トウキョウ クライシス	1	9784813008132
104908	name:伊万里すみ子|name:東京ストーム	東京ストーム	トウキョウ ストーム	1	9784396760212
104912	name:岡田恵和|name:東京タワーで逢いましょう	東京タワーで逢いましょう	トウキョウ タワー デ アイマショウ	1	9784063275070
104914	name:いしざわあい|name:東京デビュー。	東京デビュー。	トウキョウ デビュー	1	9784835615011
104917	name:うめ|name:東京トイボックス0	東京トイボックス0	トウキョウ トイ ボックス ゼロ	1	9784344830677
104918	name:アリムラモハ|name:東京ノラ	東京ノラ	トウキョウ ノラ	1	9784065210352
104919	name:長沢みほ|name:東京ハニー	東京ハニー	トウキョウ ハニー	1	9784088472393
104922	name:東京バーチャ大学を面白くする会|name:東京バーチャ物語	東京バーチャ物語	トウキョウ バーチャ モノガタリ	1	9784893675019
104925	name:衛藤凛|name:東京フレンズthe movie	東京フレンズthe movie	トウキョウ フレンズ the movie	1	9784063721874
104930	name:たし|name:東京ボイジャーレコード	東京ボイジャーレコード	トウキョウ ボイジャー レコード	1	9784758056823
104931	name:鼓鳥たえ|name:東京ポタリズム	東京ポタリズム	トウキョウ ポタリズム	1	9784334978303
104932	name:橘正紀|name:東京マグニチュード8.0	東京マグニチュード8.0	トウキョウ マグニチュード 8.0	1	9784594061272
104937	name:レイニーナ|name:東京ヨガガールズ	東京ヨガガールズ	トウキョウ ヨガ ガールズ	1	9784800000255
104938	name:ぷにこ|name:東京ラブアタック	東京ラブアタック	トウキョウ ラブ アタック	1	9784408433189
104946	name:秋庭俊|name:東京地下迷宮の謎	東京地下迷宮の謎	トウキョウ チカ メイキュウ ノ ナゾ	1	9784872579765
104949	name:竹屋まり子|name:東京女子高生生態白書	東京女子高生生態白書	トウキョウ ジョシコウセイ セイタイ ハクショ	1	9784904726013
104950	name:七重俊|name:東京少女	東京少女	トウキョウ ショウジョ	1	9784253147071
104958	name:細野史羽|name:東京核撃	東京核撃	トウキョウ カクゲキ	1	9784088910932
104959	name:沖田有美子|name:東京水族館	東京水族館	トウキョウ スイゾクカン	1	9784257985839
104962	name:機龍郷|name:東京消滅戦争	東京消滅戦争	トウキョウ ショウメツ センソウ	1	9784040675138
104964	name:姫野くみ|name:東京源氏ものがたり	東京源氏ものがたり	トウキョウ ゲンジ モノガタリ	1	9784253076913
104965	name:なるせゆうせい|name:東京無印女子物語	東京無印女子物語	トウキョウ ムジルシ ジョシ モノガタリ	1	9784396764890
104968	name:朝日曼耀|name:東京百花繚乱	東京百花繚乱	トウキョウ ヒャッカ リョウラン	1	9784537138962
104969	name:竹井10日|name:東京皇帝・北条恋歌	東京皇帝・北条恋歌	トウキョウ コウテイ ホウジョウ レンカ	1	9784047155732
104973	name:久保田千太郎|name:東京荒野	東京荒野	トウキョウ サバンナ	1	9784091821416
104974	name:あららぎ菜名|name:東京藝大ものがたり	東京藝大ものがたり	トウキョウ ゲイダイ モノガタリ	1	9784864108126
104977	name:森伸之|name:東京路上人物図鑑	東京路上人物図鑑	トウキョウ ロジョウ ジンブツ ズカン	1	9784093792615
104978	name:TMU|name:東京遊ボーイ	東京遊ボーイ		1	9784575820348
104979	name:水森崇史|name:東京野球女子百景	東京野球女子百景	トウキョウ ヤキュウ ジョシ ヒャッケイ	1	9784253252447
104980	name:桜川園子|name:東京野蛮人	東京野蛮人	トウキョウ ヤバンジン	1	9784756715050
104981	name:さくらいま|name:東京銭湯パラダイス|sub:ワンコインでイケる非日常 : 銭湯はじめましてコミック	東京銭湯パラダイス	トウキョウ セントウ パラダイス	1	9784093886512
104982	name:轟斗ソラ|name:東京鬼祓師鴉乃杜學園奇譚	東京鬼祓師鴉乃杜學園奇譚	トウキョウ モノハラシ カラスノモリ ガクエン 	1	9784048688468
104987	name:橋本多佳子|name:東京黄昏倶楽部	東京黄昏倶楽部	トウキョウ タソガレ クラブ	1	9784803323047
104993	name:あがた愛|name:東南角部屋彼の恋	東南角部屋彼の恋	トウナン カドベヤ カレ ノ コイ	1	9784758074278
104999	name:竹内博|name:東宝特撮・怪獣・SF映画写真集	東宝特撮・怪獣・SF映画写真集	トウホウ トクサツ カイジュウ SF エイガ シ	1	9784257037163
105000	name:寺西健治|name:東宝特撮怪獣映画大全集|sub:1954-2004	東宝特撮怪獣映画大全集	トウホウ トクサツ カイジュウ エイガ ダイゼン	1	9784813020172
105001	name:江本正記|name:東尾修	東尾修	ヒガシオ オサム	1	9784324026496
105002	name:根本哲也|name:東急の挑戦	東急の挑戦	トウキュウ ノ チョウセン	1	9784828406770
105007	name:ZUN|name:東方儚月抄 Cage in Lunatic Runagate.	東方儚月抄 Cage in Lunatic Runagate.	トウホウ ボウゲツショウ	1	9784758011600
105010	name:ZUN|name:東方文花帖	東方文花帖	トウホウ ブンカ チョウ	1	9784758010375
105012	name:ZUN|name:東方求聞史紀	東方求聞史紀	トウホウ グモン シキ	1	9784758010634
105016	name:ZUN|name:東方香霖堂 Curiosities of Lotus Asia	東方香霖堂 Curiosities of Lotus Asia	トウホウ コウリンドウ	1	9784048685016
105017	name:安藤幹夫|name:東映スーパー戦隊大全	東映スーパー戦隊大全	トウエイ スーパー センタイ タイゼン	1	9784575295207
105019	name:スタジオ・ハード|name:東映特撮大全	東映特撮大全	トウエイ トクサツ タイゼン	1	9784575289459
105021	name:トオジョオミホ|name:東洋綺談	東洋綺談	トウヨウ キダン	1	9784063280371
105037	name:水稀たま|name:東雲さん、いつまでいるの?	東雲さん、いつまでいるの?	シノノメ サン イツマデ イルノ	1	9784040694443
105038	name:Nardack|name:東雲侑子は短編小説をあいしている	東雲侑子は短編小説をあいしている	シノノメ ユウコ ワ タンペン ショウセツ オ 	1	9784047291317
105039	name:高沢秀英|name:東風抄羅電	東風抄羅電	トンプー サラディン	1	9784891892944
105040	name:ルーシア|name:東鳩英雄伝説	東鳩英雄伝説	トウハト エイユウ デンセツ	1	9784861052330
105041	name:めいびい|name:松ケ丘エンジェル	松ケ丘エンジェル	マツガオカ エンジェル	1	9784253255332
105043	name:詠里|name:松井さんはスーパー・ルーキー	松井さんはスーパー・ルーキー	マツイ サン ワ スーパー ルーキー	1	9784065225967
105044	name:松公|name:松公	松公	マツコウ	1	9784865893755
105046	name:永島直樹|name:松原誠	松原誠	マツバラ マコト	1	9784324026557
105048	name:松岡なつき|name:松岡なつきの世界	松岡なつきの世界	マツオカ ナツキ ノ セカイ	1	9784893674388
105053	name:松本あずさ|name:松本あずさ	松本あずさ	マツモト アズサ	1	9784879199034
105054	name:松本みよこ|name:松本みよこ 100k	松本みよこ 100k	マツモト ミヨコ ヒャク ケー	1	9784864572569
