first_date	latest_date	n_vols	slug	title	missing	genres	authors
1999-09-25	1999-09-25	5	gloom-party	GLOOM PARTY	both	comedy,drama	川島よしお
1998-01-24	1999-09-25	5	oedo-ninpouchou	お江戸忍法帖	both	historical,action	たがみよしひさ
1999-10-01	1999-10-01	5	koizumi-gakushuu-book	コイズミ学習ブック	both	comedy,slice-of-life	こいずみまり
1999-08-15	1999-12-15	5	a-little-dragon	ア・リトル・ドラゴン	both	fantasy,romance	上田宏
1994-09-15	2000-02-08	5	me-o-tojite-daite	目を閉じて抱いて	both	romance	内田春菊
1995-06-16	2000-02-17	5	haougai	覇王街	catch	action	神崎将臣
1997-11-21	2000-02-23	5	kamen-tenshi	仮面天使	both	romance,supernatural	若菜将平
2000-02-25	2000-02-25	5	kurenai-1999	紅	both	action	冬木るりか
1999-08-05	2000-03-09	5	prison-hotel	プリズンホテル	both	drama,comedy,slice-of-life	田中つかさ
1999-01-09	2000-03-09	5	shite	相場師	both	drama,action	平松伸二
1999-12-15	2000-03-15	5	ore-ga-ichiban	オレが一番!!	both	sports,school,comedy	酒迎謙志
1995-04-30	2000-04-25	5	mirai-bouken-channel-5	未来冒険チャンネル5	both	sci-fi	柴田亜美
2000-04-30	2000-04-30	5	manga-de-yomu-hitobito-no-sei-to-sei	まんがで読む・ひとびとの生と性	catch	romance	山本直英
2000-06-10	2000-06-10	5	plastic-babies	'プラスティック: ベイビイズ'	both	drama	美川べるの
1998-04-13	2000-06-13	5	shufu-wa-idol	主婦はアイドル!	both	music,comedy,essay	有間由美子
1999-04-13	2000-07-13	5	pochi-to-isshokenmei	ポチといっしょ	both	comedy,slice-of-life	くぼた尚子
1997-01-20	2000-07-19	5	honto-ni-atta-gakkou-kaidan	ほんとにあった学校怪談	both	horror,school	猪川朱美
1999-02-05	2000-08-04	5	shoukanou-rekusu	召喚王レクス	both	fantasy,action	公弥杏捺
2000-08-18	2000-08-18	5	shinazu-no-agito	不死者あぎと	both	action,drama,supernatural	なるしまゆり
1996-08-01	2000-10-01	5	faasu-akechi-hakase-boukenki	FARCE!明智博士冒険記	both	adventure,mystery	紗夢猫
2000-03-03	2000-11-07	5	operation-g-g	オペレーションG.G	both	action	さいとう・たかを/さいとうプロダクション
1998-12-07	2000-12-04	5	tenkirimatsu-yamigatari	天切り松闇がたり	both	historical,drama,action	幸野武史
1960-07-30	2000-12-15	5	kaiketsu-harimao	快傑ハリマオ	both	action,adventure	石ノ森章太郎
1999-10-19	2000-12-15	5	watashi-wa-tatakau-onna-soshite-shijin-soshite-dendoushi	私は戦う女。そして詩人そして伝道師	both	drama	広田奈都美
2001-01-05	2001-01-05	5	honki-2	本気!Ⅱ	both	action	立原あゆみ
1997-08-19	2001-01-17	5	cross-1997	十字	both	drama,fantasy,supernatural	天川すみこ
1998-06-24	2001-01-19	5	benten-sama-niwa-iwanaide	弁天様には言わないで	both	comedy,drama,ecchi	鶴田洋久
2000-03-24	2001-01-25	5	zippy	Zippy!	both	romance,comedy	クドウあや
2001-02-19	2001-02-19	5	rinshou-shinrishi-shoutoku-taichi	臨床心理士 聖徳太一	both	drama	松村陽子
2000-02-20	2001-02-20	5	plus-one	'+1'	catch	sports	武内昌美
2001-01-25	2001-02-23	5	koisuiren	恋水蓮	both	romance,supernatural	垣野内成美
2000-11-09	2001-03-09	5	metal-wind	メタルウインド	both	sports,action	吉永裕介
2001-03-30	2001-03-30	5	zakoken-maruchou	ざこ検〔○潮〕	both	drama	高田靖彦
2001-04-19	2001-04-19	5	kabu	株	both	drama	川島博幸
2000-02-02	2001-06-04	5	haikara-jikenchou	Haikara事件帖	both	historical,mystery	里見桂
1999-10-15	2001-06-15	5	bakumatsu-fuuunroku-makoto	幕末風雲録誠	both	action,drama	伊織鷹治
2001-06-16	2001-06-16	5	82-bunch-no-inu	82番地の犬	both	drama	西田陽子
1998-04-23	2001-06-19	5	fukurou-no-ie	ふくろうの家	both	fantasy,drama,supernatural	あまねかずみ
2000-10-05	2001-08-05	5	onna-deka-persona	女刑事ペルソナ	both	action,mystery	高橋雄一郎
1997-11-01	2001-09-03	5	barairo-company	バラ色カンパニー	both	comedy,romance,slice-of-life	新田朋子
2001-09-10	2001-09-10	5	kimera-1999	KIMERA	both	fantasy,drama	富樫じゅん
2001-08-20	2001-10-20	5	the-sleeper	THE SLEEPER	both	mystery,drama	細野不二彦
1999-03-27	2001-10-27	5	fire-emblem-fuyuki-1999	ファイアーエムブレム	catch	adventure,fantasy	冬季ねあ
1999-07-17	2001-12-07	5	pachinko-bakuretsu-musume	パチンコバクレツ娘	both	sports,comedy,romance	谷村ひとし
2001-01-17	2002-02-15	5	hot-shot	Hot Shot	both	drama,sports	大野純二
2002-04-19	2002-04-19	5	nekomushi-stories	ネコムシ・ストーリーズ	both	comedy,slice-of-life	イタガキノブオ
1999-10-06	2002-05-23	5	taanee-gundam	∀ガンダム	catch	action,mecha,sci-fi	曽我篤士
1980-03-30	2002-06-23	5	doyoubinoehon	土曜日の絵本	both	drama,fantasy	川崎苑子/落合恵子
1999-10-01	2002-07-01	5	ogotte-jankentai	おごってジャンケン隊	both	comedy	現代洋子
2002-03-30	2002-07-15	5	youkai-paradise	妖怪パラダイス	both	supernatural,comedy	水木しげる
2001-03-06	2002-08-05	5	sd-gundam-eiyuuden	SDガンダム英雄伝	both	mecha,fantasy,comedy	ときた洸一
2000-10-20	2002-09-20	5	3nin-de-aishiaimasho	3人で愛しあいましょう?	catch	romance	海月志穂子
2002-11-22	2002-11-22	5	kensatsukan-kisogawa	検察官キソガワ	both	drama,mystery	鈴木あつむ
2002-12-22	2002-12-22	5	panzer-klein	パンツァークライン	both	action	神田晶
2001-09-30	2003-03-02	5	shounen-shinkaron-plus	少年進化論plus	catch	fantasy,drama	くさなぎ俊祈
2001-12-08	2003-03-08	5	hinmin-no-shokutaku	貧民の食卓	both	drama,slice-of-life	大坪万記
2000-12-27	2003-03-31	5	regalia	レガリヤ	both	fantasy,romance	川添真理子
2001-09-01	2003-04-01	5	sakura-no-ichiban	桜の一番!	both	sports,school	影崎由那
2001-05-15	2003-04-15	5	doubutsu-no-kame-chan	動物のカメちゃん	both	comedy	噌西けんじ
1994-12-12	2003-04-20	5	tekoteko-hakobe	てこてこはこべ	both	comedy,slice-of-life	沢田とろ
1974-12-15	2003-06-20	5	akabee	赤兵衛	both	historical,action	黒鉄ヒロシ
1995-05-01	2003-08-01	5	dorakuuun	ドラクゥーン	both	fantasy,action	真鍋譲治
2000-12-15	2003-08-18	5	zegen	女衒	both	action	岩田和久
2002-10-15	2003-09-15	5	purungil-ao-no-michi	プルンギル	both	mind-game,mystery	クォン・カヤ
2003-10-22	2003-10-22	5	ore-no-shinsengumi	俺の新選組	both	historical,action,drama	望月三起也
2002-11-27	2003-11-27	5	orion-no-shounen	オリオンの少年	both	fantasy,action,adventure	極楽院櫻子/ブロッコリー
2003-01-05	2003-11-30	5	himorogi-guardian	ひもろぎ守護神	both	fantasy,supernatural	緋采俊樹
2003-06-09	2003-12-09	5	encounter	エンカウンター	both	mystery,drama	木ノ花さくや
2003-01-16	2003-12-16	5	onzoushi-no-okite	御曹司の掟	both	romance,drama	堀戸けい
2002-11-09	2004-01-09	5	gakincho-tsuyoshi	ガキんちょ強	both	comedy,school	松家幸治
2003-09-15	2004-01-15	5	konjiki-no-gash-bell	金色のガッシュベル!!	both	comedy	雷句誠
2002-07-27	2004-01-27	5	tokyo-mazin-gakuen-gehouchou	東京魔人学園外法帖	both	supernatural,action	喜名朝飛
2000-07-30	2004-03-01	5	kurenai-zoushi	紅異草紙	both	historical,fantasy	藤馬かおり
2004-05-13	2004-05-13	5	jugemu-jugemu	ジュゲム・ジュゲム	both	comedy,school	ケイケイ
2004-05-28	2004-05-28	5	hi-to-koori	炎と氷	both	drama,action	千葉きよかず
1999-08-05	2004-07-30	5	rodan-no-kokoro	ロダンのココロ	both	comedy,slice-of-life	内田かずひろ
1998-09-04	2004-08-06	5	love-koujou-iinkai-juicy-fruits	恋愛向上委員会ジューシーフルーツ	both	romance,comedy	有沢遼
1996-11-08	2004-10-20	5	double-call	Double call	catch	sports	緋色れーいち
2003-09-22	2004-12-21	5	kakutou-tanteidan	格闘探偵団	both	sports,action	小林まこと
2005-01-19	2005-01-19	5	gakuen-renaimono	学園恋愛者!	both	romance,school	栗原まもる
2003-11-10	2005-01-20	5	rannaazu-high	ランナーズ・ハイ!	both	sports,drama	井深英記
2001-08-25	2005-02-25	5	sarugetchu-ukiuki-daisakusen	サルゲッチュウキウキ大作戦!	catch	comedy,gag	後藤英貴
2005-03-05	2005-03-05	5	akatsuki-sentoutai	あかつき戦闘隊	both	war,action,drama	園田光慶
2005-02-05	2005-04-05	5	himitsu-no-akko-chan	ひみつのアッコちゃん	both	fantasy,comedy	赤塚不二夫
2002-12-15	2005-04-10	5	judo-houbutsusen	柔道放物線	both	sports	今井智文
2005-04-19	2005-04-19	5	shin-himitsuna-oku-san	新ひみつな奥さん	both	romance,comedy	星崎真紀
2005-04-20	2005-04-20	5	hop-step-debut	ほっぷすてっぷデビュー!	both	romance	りぼん編集部
1977-06-15	2005-05-11	5	himitsushireimashinkeiji999	ひみつ指令マシン刑事999	both	action,sci-fi,mystery	すがやみつる
2004-03-17	2005-07-15	5	food-hunter-souraiden	フードハンター双雷伝	both	action,adventure	小川悦司
2005-02-05	2005-09-10	5	master-gun-master	MASTER GUN MASTER	both	action,fantasy	鈴木ダイ
2004-02-18	2005-10-19	5	saint-dragon-girl-miracle	聖・ドラゴンガールみらくる	catch	comedy,mahou-shoujo,romance,supernatural	松本夏実
2002-01-18	2005-10-28	5	adoribu-tenchou	アドリブ店長	both	comedy,slice-of-life	あかつきけいいち
2004-10-01	2005-12-01	5	ayanoshiki	彩の四季	catch	drama,slice-of-life	石川サブロウ
2005-03-04	2006-01-06	5	lalala-cookinger	LaLaLaクッキンガー	both	comedy	松下幸志
2005-12-01	2006-02-01	5	sangokushi-2005	三国志	both	historical,action	シュガー佐藤/石森章太郎プロ
2003-03-09	2006-03-08	5	janpuru	じゃんぷる	both	sports,comedy	(unknown)
2005-08-09	2006-03-16	5	splash	スプラッシュ!!	both	sports,school	千葉きよかず
2002-04-17	2006-03-17	5	kusogaki	クソガキ	both	comedy,school,gag	平川雄一
2005-10-27	2006-04-27	5	radiata-stories-the-epic-of-jack	RADIATA STORIES The Epic of JACK	catch	adventure,fantasy	藤川祐華
2005-10-27	2006-04-27	5	radiata-stories-the-song-of-ridley	RADIATA STORIES The Song of RIDLEY	catch	adventure,comedy,fantasy	宮条カルナ
2000-06-22	2006-06-23	5	ggumi-no-g	G組のG	both	comedy,school	真右衛門
2006-07-01	2006-07-01	5	ofurodemoyomerusarari-kun	お風呂でも読めるサラリ君	both	comedy,slice-of-life	西村宗
2004-09-10	2006-08-10	5	mizunohe-monogatari	水辺物語	both	drama,slice-of-life	三輪真雪
2006-01-10	2006-09-10	5	pound-for-pound	パウンド フォー パウンド	both	sports,drama	所十三
2005-03-28	2006-09-28	5	tokusen-otoboke-kachou	特選おとぼけ課長	both	comedy,slice-of-life,gag,4-koma	植田まさし
2004-11-10	2006-10-10	5	meitantei-zukkoke-sanningumi	名探偵ズッコケ三人組	both	mystery	新山たかし
2004-10-10	2006-12-10	5	karadoro	からどろ	both	action,supernatural	大西俊輔
2006-12-13	2006-12-13	5	10dai-de-mama-10-natta-onnanoko	10代でママになった女の子	both	drama,slice-of-life	あしだかおる
2002-04-12	2006-12-13	5	koharu-hiyori	小春びより	both	romance	ひぐちにちほ
2005-10-06	2007-03-06	5	uma-taisen-kukuru-to-nagi	UMA大戦ククルとナギ	both	action,sci-fi	藤異秀明
2006-08-05	2007-08-05	5	muteki-kanbanmusume-n	無敵看板娘N	both	action,comedy	佐渡川準
2004-12-17	2007-08-17	5	budasei	武打星	both	action,drama	間部正志
1987-01-20	2007-08-31	5	jigyaku-no-uta	自虐の詩	both	drama,comedy	業田良家
2005-08-15	2007-09-15	5	sangokushi-rendetsu-haryuu	三国志烈伝 破龍	both	historical,action	長池とも子
2006-09-09	2008-04-09	5	yuugiouaaru	遊・戯・王R	catch	action,adventure,drama,supernatural	伊藤彰
2008-05-02	2008-05-02	5	x-man	Xマン	both	sci-fi,action,drama	桑田次郎
2006-11-22	2008-05-22	5	gouken-yamato	轟拳ヤマト	both	war	飯島祐輔
2000-12-27	2008-11-10	5	pangaea	PANGAEA	both	action,adventure,comedy,fantasy	浅野りん
2008-02-12	2009-02-11	5	marble-insupaia	まーぶるインスパイア	both	fantasy,comedy,romance	むねきち
2005-04-25	2009-02-25	5	mou-sukoshi-ganbarimashou	もうすこしがんばりましょう	both	drama,slice-of-life	山口舞子
2005-03-10	2009-04-02	5	kaiketsu-zorori-4koma-daisakusen	かいけつゾロリ4コマ大作戦	both	4-koma,adventure,comedy	きむらひろき/新山たかし/熊沢かえで/滝沢のぼる
2009-05-01	2009-05-01	5	robot-kun	ロボットくん	both	comedy	前谷惟光
2009-05-15	2009-05-15	5	persona-4-4-koma-kings	ペルソナ4 4コマKINGS	both	comedy,4-koma	難波豊
2007-08-23	2009-06-23	5	robosu	ろぼす	both	sci-fi,romance	秋山明子
2000-04-14	2009-07-17	5	kachou-fuugetsu-uyo-kyokusetsu	花鳥風月紆余曲折	both	historical,drama	佐佐木勝彦
2008-06-13	2009-08-10	5	million-road	ミリオン・ロード	both	romance,drama	あいかわももこ
2007-01-22	2009-08-22	5	final-fantasy-xii	FINAL FANTASY Ⅻ	catch	adventure,fantasy	天羽銀
2005-04-15	2009-09-17	5	mystery-kurashikkusu-yomigaeru-meitanteitachi	mystery classics　甦る名探偵達	both	mystery	森元さとる
2007-02-25	2009-11-02	5	pocket-monster-dphen	ポケットモンスター D・P編	both	adventure,comedy	穴久保幸作
