first_date	latest_date	n_vols	slug	title	missing	genres	authors
1990-07-17	2001-05-01	62	emblem-take2	代紋TAKE2	both	action,drama,suspense	渡辺潤
1989-10-09	1991-07-01	55	gekiga-ningen-kakumei	劇画人間革命	catch	action	石井いさみ
1999-12-09	2004-04-20	52	dokaben-puroyakyuuhen	ドカベン プロ野球編	both	sports	水島新司
1978-10-30	1996-06-10	50	nanahan-rider	750ライダー	both	action,comedy	石井いさみ
1990-05-10	2000-03-03	43	eleven	イレブン	catch	soccer,sports	高橋広
1993-09-13	2001-04-13	39	angel-nisshi	エンジェル日誌	both	romance,drama,school	ごとう和
1999-08-17	2007-04-17	39	get-bakkaazu-dakkanya	Get backers奪還屋	catch	action,comedy,drama,ecchi,fantasy,mystery	綾峰欄人/青樹佑夜
1980-03-01	1987-06-25	37	ranpou	らんぽう	both	comedy	内崎まさとし
1977-12-31	1981-08-15	33	shouwa-gokudoushi	昭和極道史	both	action,drama,historical	村上和彦
1986-06-30	1996-07-24	33	ipponbouchoumantarou	一本包丁満太郎	both	gourmet,slice-of-life	ビッグ錠
1993-05-15	2006-08-15	33	boy	BOY	syn	action,school,drama,comedy	梅澤春人
1982-04-20	1984-01-20	31	rikon-jidai	離婚時代	both	romance	ひびきゆうぞう
1975-10-25	1986-06-25	31	uwasa-no-himeko	うわさの姫子	both	comedy,school,romance	藤原栄子
1994-06-15	1997-04-15	30	love	LOVE	catch	drama,sports	石渡治
1994-01-11	2004-07-07	30	double-hard	ダブル・ハード	catch	action,comedy	今野直樹
2002-08-30	2007-08-30	29	fuuunjitachibakumatsuhen	風雲児たち 幕末編	both	adventure,drama,historical	みなもと太郎
1994-06-09	1998-04-09	28	yabou-no-mure	野望の群れ	both	action	司敬
1973-05-30	1998-08-10	28	otoko-do-ahou-koshien	男どアホウ甲子園	both	action,baseball,drama,sports	水島新司
1988-06-21	1995-08-20	27	hontoni-atta-kowai-hanashi	ほんとにあった怖い話	both	horror,essay	山本まゆり
1999-04-28	1999-04-28	27	vf	VF	both	sports,drama	林崎文博
1999-08-25	2001-12-25	27	ginga-sengoku-gunyuuden-rai	銀河戦国群雄伝ライ	catch	action,romance,sci-fi	真鍋譲治
1992-07-13	2002-08-09	27	shouta-no-sushi	将太の寿司	syn	gourmet,drama	寺沢大介
1997-03-07	2000-12-09	26	pachipuro-tantei-nana	パチプロ探偵ナナ	both	drama	谷村ひとし
1993-10-22	2001-08-15	26	kochira-tsubaki-sanfujinka	こちら椿産婦人科	both	drama,slice-of-life	あまねかずみ
1983-09-02	2001-12-10	26	dai-koshien	大甲子園	both	baseball,sports	水島新司
1998-06-15	2002-08-12	26	zettai-reido	絶対麗奴	both	romance,drama	華炎/明治カナ子/みさと美夕稀/とりマイア/紅迫青実/山田幸子/堀井甚五郎/白石明日香
1994-11-15	2003-06-15	26	cat-rookie	キャットルーキー	both	baseball,sports	丹羽啓介
1994-03-11	1994-03-11	25	keishiki-kekkon	形式結婚	both	romance,drama	柳沢きみお
1990-02-19	1995-08-21	25	modena-no-ken	モデナの剣	both	action,drama,ecchi,romance,sports	池沢さとし
1997-11-04	2001-03-02	25	desire-2nd-season	DESIRE 2nd season	syn	ecchi,mind-game	小谷憲一
2009-02-13	2009-02-13	25	seito-sho-kun-kyoushi-hen	生徒諸君!教師編	catch	comedy,drama,romance	庄司陽子
1980-11-25	1985-08-25	24	campus-croquis	キャンパスクロッキー	both	sports,drama,school	八潮路つとむ
1988-10-07	1996-05-15	24	jump-housoukyoku	ジャンプ放送局	both	comedy,essay	佐久間あきら/さくまあきら
1971-09-30	2000-02-21	24	toilet-hakase	トイレット博士	catch	comedy,ecchi,gag,slice-of-life	とりいかずよし
1976-01-31	1984-09-20	23	circuit-no-ookami	サーキットの狼	both	action,drama,sports	池沢さとし
1982-04-25	1985-02-25	23	ningenkyouki	人間兇器	both	action,drama	中野喜雄
1982-10-10	1997-04-11	23	tokugawa-ieyasu	徳川家康	both	action,drama	横山光輝
1993-03-15	2002-05-20	23	ribbon-shinjin-mangaka-debyuusakushuu	りぼん新人まんが家デビュー作集	both	drama,romance	福米ともみ/浅月舞/芳原のぞみ/北沢薫/瀬戸優菜/掛川なると/朝比奈ゆうや/香村陽子/井上多美子/沢野ともこ/槙ようこ
1987-12-15	1989-05-15	22	gindama-masayan	銀玉マサやん	both	comedy,drama	堂上まさ志
1999-06-15	1999-06-15	22	asakura-kun-chotto	朝倉くんちょっと!	both	romance,comedy,school	石塚夢見
1990-11-30	1999-08-27	22	doragonkuesuto-4-koma-manga-gekijou	ドラゴンクエスト4コママンガ劇場	both	comedy,fantasy,4-koma	ゲームドラゴンクエストシリーズ
1998-08-20	2004-11-25	22	shin-kyokujitsu-no-kantai	新旭日の艦隊	both	sci-fi,historical,action	飯島祐輔
1989-08-30	2006-10-30	22	kamuidendainibu	カムイ伝 第二部	catch	action,adventure,drama	白土三平
1986-02-20	1988-02-10	21	pumpkin	パンプキン	both	romance,fantasy	SABE/Yumi/わたなべわたる/亜麻木硅/池田秀一/空根ちゃらか/みづの剣士/北御牧慶/東・京都/MON-MON/あらいずみるい
1991-02-25	1994-06-25	21	kou-u-to-ryuu-hou	項羽と劉邦	both	action,drama	横山光輝
1996-10-10	1996-10-10	21	tensai-densetsu	天才伝説	both	drama,action	みのもけんじ
1995-05-06	2000-12-26	21	chou-gakkou-houjin-star-gakuen	超・学校法人スタア学園	both	comedy,school	すぎむらしんいち
1996-10-04	2003-02-20	21	9-banme-no-musashi	9番目のムサシ	catch	action,adventure,drama	高橋美由紀
1992-12-01	2007-11-20	21	nihonnorekishi	日本の歴史	both	historical	笠原一男
2005-02-26	2009-01-28	21	tokusen-kobo-chan	特選コボちゃん	both	comedy,slice-of-life	植田まさし
1985-12-17	1987-05-30	20	kamuigaiden	カムイ外伝	both	historical,samurai,drama,action	白土三平
1985-12-13	1987-07-17	20	obake-no-qtarou	オバケのQ太郎	both	comedy,supernatural,slice-of-life	東京ムービー
1991-08-01	1991-08-01	20	crescent-2	CRESCENT	both	fantasy,sci-fi,war	葉月しのぶ
1996-04-01	1996-06-01	20	haai-akkodesu	ハーイあっこです	both	romance,slice-of-life	みつはしちかこ
1991-06-17	1997-07-17	20	motto-good-kiss	もっとgoodキッス!	both	romance	河方かおる
1990-12-12	1997-09-24	20	dochinpira	どチンピラ	both	ecchi	土光てつみ
1984-12-20	1998-03-20	20	yume-no-ishibumi	夢の碑	catch	romance,supernatural	木原敏江
1994-04-02	2000-01-20	20	konpeki-no-kantai	紺碧の艦隊	both	action,drama,war	居村眞二
1997-04-17	2000-07-17	20	boys-be-2nd-season	Boys be… 2nd season	catch	comedy,drama,romance,school	玉越博幸
1996-11-15	2005-03-15	20	mikosuri-gekijou	みこすり半劇場	catch	comedy,gag	岩谷テンホー
1980-01-15	1982-11-15	19	dogusare-kyuudan	どぐされ球団	both	sports,comedy	竜崎遼児
1981-11-25	1985-07-25	19	akaikibaburuusonetto	紅い牙 ブルー・ソネット	catch	action,adventure,drama,sci-fi,supernatural	柴田昌弘
1981-08-15	1986-09-15	19	gattsu-ranpei	ガッツ乱平	both	comedy,school	百里あきら
1988-02-10	1992-12-02	19	abare-hanagumi	あばれ花組	both	action,comedy,drama	押山雄一
1990-01-17	1996-02-16	19	akira-tobu	あきら翔ぶ!!	both	baseball,sports	とだ勝之
1981-10-10	1996-06-12	19	hikari-no-kojirou	光の小次郎	both	baseball,sports	水島新司/江川卓
1998-12-05	2002-03-05	19	manten-no-hoshi	満天の星	both	sports,drama	楠本哲
2004-01-10	2004-01-10	19	batsuichi	×一	both	romance,drama	国友やすゆき
1979-12-15	1990-09-16	18	bangai-koshien	番外甲子園	both	sports,drama,comedy	内山まもる
1985-07-20	1998-10-10	18	akihi	〔アキ〕姫	both	romance	佐伯かよの
1999-04-27	1999-04-27	18	ten	天	both	drama,suspense	福本伸行
1998-12-09	2001-06-13	18	mirano-collection	ミラノ・これくしょん	both	romance,drama	文月今日子
1998-10-30	2002-07-01	18	shin-onnagui	新女喰い	both	action,drama,ecchi	みね武
2002-02-01	2003-03-25	18	bj	BJ	both	sports,drama	堀井ひろし
1999-02-28	2004-01-05	18	oni-gumi	鬼組	both	action,drama	藤井克己
2001-09-30	2004-11-20	18	nijiiro-ramen	虹色ラーメン	catch	gourmet,drama	馬場民雄
1953-07-20	2005-11-03	18	shounen-keniya	少年ケニヤ	both	adventure,historical	山川惣治/石川球太
1985-03-01	1985-04-01	17	kamui-gaiden-dai-2-bu	カムイ外伝第2部	both	historical,samurai,drama	白土三平
1987-12-25	1988-07-20	17	kochira-bonjingumi	こちら凡人組	both	comedy,drama	新田たつお
1984-07-25	1990-03-25	17	rajikon-boy	ラジコンボーイ	both	action	大林かおる
1981-05-25	1990-07-27	17	isshokenmei-hajime-hajime-kun	いっしょけんめいハジメくん	catch	comedy,slice-of-life	コンタロウ
1992-08-10	1999-09-25	17	ishii-hisaichi-no-mondaigai-ron	いしいひさいちの問題外論	both	4-koma,comedy,gag	いしいひさいち
1994-07-06	1999-10-06	17	keiba-kyousou-den-aryama-koryama	競馬狂走伝 ありゃ馬こりゃ馬	both	sports,comedy	土田世紀
1997-07-23	1999-10-22	17	devilman-lady	デビルマンレディー	catch	action,drama,ecchi,fantasy,horror,sci-fi,war	永井豪
1997-09-17	2000-10-17	17	shouta-no-sushi-zenkokutaikaihen	将太の寿司	catch	action,comedy,gourmet	寺沢大介
2000-01-01	2002-02-28	17	getchuu-magokoro-bin	ゲッチューまごころ便	both	comedy,gag	緋采俊樹
1993-10-25	2003-09-05	17	konron-no-tama	崑崙の珠	both	fantasy,supernatural	長池とも子
1981-01-20	1983-12-10	16	munasawagi-no-houkago	胸さわぎの放課後	both	romance	村生ミオ
1985-01-10	1991-05-14	16	doughnuts-books	Doughnuts books	both	4-koma,comedy	いしいひさいち
1983-08-18	1996-04-12	16	okashina-futari	おかしな2人	catch	comedy,slice-of-life	さだやす圭
1997-09-12	2000-11-13	16	kyuukyuu-heart-chiryoushitsu	救急ハート治療室	catch	drama	沖野ヨーコ
1996-07-29	2001-10-31	16	fire-emblem-nintendo-1996	ファイアーエムブレム	both	fantasy,adventure,war	大沢美月
2001-01-17	2003-06-17	16	shoot-aratanaru-densetsu	シュート!新たなる伝説	catch	sports	大島司
2003-12-05	2006-09-10	16	banchou-rengou	番長連合	both	action,drama,school	阿部秀司
1972-07-01	1972-09-01	15	kagegari	影狩り	both	historical,samurai,action	さいとう・たかを/さいとうプロ
1981-06-25	1983-07-25	15	pink-no-curtain	ピンクのカーテン	catch	ecchi,romance,slice-of-life	ジョージ秋山
1977-10-31	1986-05-28	15	little-kyojin-kun	リトル巨人くん	both	baseball,sports	内山まもる
1983-02-20	1987-03-10	15	doonatsubukkusuishiihisaichisenshuu	DOUGHNUTS BOOKS ドーナツブックス いしいひさいち選集	both	4-koma,comedy	いしいひさいち
1989-08-17	1991-12-17	15	yokohama-meibutsu-otoko-katayamagumi	横浜名物 男片山組!	both	action	矢沢暁
1988-04-25	1994-06-25	15	kattobase-kiyohara-kun	かっとばせ!キヨハラくん	both	baseball,sports	河合じゅんじ
1995-04-07	1995-04-07	15	paroyakyuu-news	パロ野球ニュース	both	baseball,sports	はた山ハッチ
1986-06-05	1995-10-15	15	b-boy	b-Boy	both	romance	なると真樹/桃さくら
1993-08-19	1996-04-19	15	kouryuu-no-mimi	黄竜の耳	both	action	井上紀良
1995-04-19	2000-08-18	15	yuushuntachi-no-teiseki	優駿たちの蹄跡	both	sports,drama	やまさき拓味
1999-10-13	2001-04-13	15	haru-hikou	春・飛行	both	drama,romance	庄司陽子
1999-02-19	2002-01-04	15	star-ocean-sekando-story-4koma-4-ga-gekijou	スターオーシャン セカンドストーリー 4コママンガ劇場	both	4-koma,comedy,fantasy	(unknown)
2001-05-15	2003-06-15	15	dan-doh-xi	DAN DOH!! Xi	catch	romance,sports	万乗大智
1983-04-15	1985-07-01	14	puraresu-3-shirou	プラレス3四郎	both	sci-fi,sports,action	神矢みのる
1985-04-30	1986-11-01	14	cream-lemon	くりいむレモン	both	drama	フェアリーダスト
1986-11-24	1989-08-20	14	border	ボーダー	both	drama	たなか亜希夫
1991-12-01	1992-04-01	14	image	イマージュ	both	fantasy,drama	すたんだっぷ
1989-02-11	1992-06-12	14	100-paasento	100％	both	slice-of-life	柳沢きみお
1992-10-25	1992-10-25	14	daida-kyoushi-akiba-shinkendesu	代打教師秋葉、真剣です!	both	school,comedy	早坂よしゆき
1989-12-13	1992-11-19	14	highschool-jingi	はいすくーる仁義	both	action,comedy	水穂しゅうし
1990-09-25	1994-09-22	14	majime-ni-danjo-kousai	まじめに!男女交際	catch	romance	桃伊いづみ
1994-11-15	1994-11-15	14	merou	女郎	both	historical,drama	笠原倫
1992-10-10	1996-02-10	14	honoo-mau	炎舞う	both	drama,romance	細倉ゆたか
1994-02-18	1997-02-19	14	teppen	てっぺん	catch	action	小成たか紀
1991-04-15	1997-04-04	14	hop-suteppushou-selection	ホップ☆ステップ賞SELECTION	both		さんげりあ
1985-04-18	1998-08-07	14	gokudou-kun	極道くん	both	baseball,sports	水島新司
1990-11-22	1998-08-17	14	angel-beat	ANGEL❤BEAT	both	romance	安原いちる
1996-04-15	1998-09-25	14	choco-banana	チョコバナナ	both	comedy	サマープロジェクト/有限会社サマープロジェクト/さくまあきら
1992-09-11	1999-01-16	14	naomi-damon	ナオミだもん	both	comedy,slice-of-life	こだま学
1996-08-26	1999-07-19	14	etchi	えっち	catch	ecchi,romance	仙道ますみ
1997-04-18	2001-01-19	14	family-compo	ファミリー・コンポ	syn	comedy,drama,romance,romcom	北条司
1998-08-19	2001-06-19	14	imouto	妹	catch	drama,ecchi,romance	山花典之
2002-01-10	2002-01-10	14	omega-tribe	OMEGA TRIBE	catch	action,drama,supernatural	玉井雪雄
1996-02-01	2003-09-30	14	sukkuto-kitsune	すっくと狐	catch	fantasy,horror,romance,supernatural	吉川うたた
1995-03-23	2003-12-17	14	henachoko-daisakusen-z	へなちょこ大作戦Z	both	comedy,gag	西本英雄
2002-03-25	2004-08-25	14	beyblade	ベイブレード	both	adventure,comedy	青木たかお
2007-11-12	2008-06-27	14	hirari-kun	ヒラリ君	both	sports,comedy	井田良彦
1982-07-20	1984-12-01	13	kibunhaguruubii	気分はグルービー	both	comedy,drama,music,romance	佐藤宏之
1984-05-20	1986-12-20	13	fuuun-puroresu-30-nen	風雲プロレス30年	both	sports,drama,historical	森村たつお
1976-06-01	1989-03-29	13	yotarou-kun	よたろうくん	both	comedy	山根赤鬼
1993-01-01	1993-01-01	13	shin-hyouden-no-torakutaa	〔○新〕票田のトラクター	both	comedy	前川つかさ
1993-07-02	1994-05-17	13	ryoushuu	領袖	both	drama,historical	さいとう・たかを
1990-05-18	1994-06-17	13	tsure-chan-no-yuuutsu	ツレちゃんのゆううつ	both	drama,comedy	三島たけし
1989-06-07	1994-07-06	13	nervous-breakdown	NERVOUS BREAKDOWN	both	comedy,drama,mystery	たがみよしひさ
1990-03-17	1994-11-28	13	mooretsu-atarou	もーれつア太郎	both	comedy	赤塚不二夫
1989-10-05	1995-01-18	13	purogorufaa-saru	プロゴルファー猿	syn	sports,drama	藤子不二雄Ⓐ
1978-09-30	1995-12-20	13	toudai-itchokusen	東大一直線	both	comedy	小林よしのり
1993-08-19	1996-08-21	13	futarigurashi	ふたり暮らし	both	romance	柿本ケンジロウ
1990-08-15	1997-05-10	13	yasashii-akuma	やさしい悪魔	both	drama,fantasy,mystery,supernatural	川口まどか
1997-09-10	1997-12-10	13	zoku-tetsujin-28gou	続・鉄人28号	syn	sci-fi,action,mecha	横山光輝
1995-07-10	1999-06-20	13	orette-piyori-tan	オレってピヨリタン	both	sports,comedy	高崎隆
1986-05-05	1999-07-23	13	the-rapeman	THE レイプマン	catch	comedy,ecchi	みやわき心太郎
1998-12-14	1999-10-12	13	ganso-doku-typhoon	元祖Dr.タイフーン	both	drama	かざま鋭二/かざま鋭二＆堀井ひろし
1991-07-17	1999-10-15	13	mmr-magazine-mystery-chousahan	MMRマガジンミステリー調査班	catch	mystery,sci-fi,supernatural	石垣ゆうき
1996-02-09	2000-02-09	13	kaiketsu-todo-kachou	快傑!!トド課長	both	comedy	門橋靖人
1995-11-09	2000-03-09	13	kirakira-hikaru	きらきらひかる	both	drama,mystery	郷田マモラ
1979-05-15	2000-07-21	13	hit-and-run	ヒット・エンド・ラン	both	sports,drama,comedy	あや秀夫
1997-06-13	2001-01-12	13	shin-kimi-no-te-ga-sasayaite-iru	新・君の手がささやいている	syn	romance,drama	軽部潤子
1998-05-15	2002-02-10	13	yume-yashiki-e-youkoso	夢やしきへようこそ	both	fantasy,romance,drama	さちみりほ
2003-06-20	2003-10-25	13	yuushun-no-mon-g1	優駿の門 G1	both	sports,drama	やまさき拓味
2003-01-25	2005-03-10	13	switch-2003	Switch	both	sci-fi	米原秀幸
2002-09-01	2005-10-10	13	b-m-n	B.M.N.	both	romance,drama	SP☆なかてま
1964-10-01	2008-11-15	13	sutoppunii-chan	ストップ!にいちゃん	both	sports,comedy,slice-of-life	関谷ひさし
1983-10-10	1984-01-10	12	shiki-sentaro-1979	史記	both	historical,drama	久松文雄
1980-10-05	1986-07-11	12	mirai-kenji-kun	未来ケンジくん	both	sci-fi,adventure	みなもと太郎
1978-08-01	1987-02-20	12	sukuranburueggu	すくらんぶるエッグ	both	romance,comedy	柳沢きみお
1986-02-15	1989-12-10	12	tekkenji-kousuke	鉄拳児耕助	both	action,school	あだちつよし
1987-08-17	1990-12-17	12	china-girl	CHINA GIRL	catch	adventure,comedy,drama,mystery,romance	小林薫
1988-10-22	1992-07-16	12	stopper	ストッパー	both	baseball,sports	水島新司
1988-07-20	1992-10-20	12	shinsho-waru	新書ワル	both	action,drama	影丸穣也
1992-04-01	1993-03-20	12	sangokushi-1992	三国志	both	historical	勝間田具治
1983-07-25	1994-02-25	12	punk-ponk	パンク・ポンク	both	comedy,slice-of-life	たちいりハルコ
1987-08-13	1994-09-13	12	kunitachi-monogatari	くにたち物語	both	drama	おおの藻梨以
1992-01-23	1994-09-22	12	reggie	Reggie	both	baseball,sports	ヒラマツ・ミノル
1994-05-09	1995-05-10	12	bengoshi-ayanokouji-haruhiko	弁護士・綾小路春彦	both	drama	那須輝一郎
1995-02-15	1995-06-15	12	asatte-kun	アサッテ君	both	comedy,slice-of-life	東海林さだお
1993-01-16	1997-06-17	12	hayate	HAYATE	both	action	風童じゅん
1997-04-22	1998-02-10	12	taiyaku-sazae-san	対訳サザエさん	both	4-koma,comedy	長谷川町子
1996-05-29	1998-09-29	12	meibutsu-tabitetsu-tomo-no-kai	名物!たびてつ友の会	both	romance	山口ヨシノブ
1997-10-27	1998-10-12	12	shiawasenojikan	幸せの時間	both	drama,romance,suspense	国友やすゆき
1994-01-27	1998-10-27	12	fire-emblem	ファイアーエムブレム	catch	comedy,fantasy	箱田真紀
1998-06-20	1999-06-28	12	shin-reimei-no-kantai	新黎明の艦隊	both	sci-fi,historical,action	細井雄二
1998-10-16	2000-04-14	12	shoot-atsuki-challenge	シュート!熱き挑戦	catch	comedy,romance,sports	大島司
1993-08-25	2001-03-05	12	koppamijin-no-koi	こっぱみじんの恋	both	romance	米沢りか
2001-01-23	2001-05-23	12	shin-yakyuukyou-no-uta	新・野球狂の詩	both	baseball,drama,sports	水島新司
1991-01-08	2002-10-10	12	outo-ayakashi-ki-tan	王都妖奇譚	both	historical,supernatural,fantasy	岩崎陽子
2000-11-15	2004-06-30	12	pachisuro-yancha-bugi	パチスロやんちゃブギ	both	comedy	しのはら勉
2001-10-15	2004-10-09	12	replay-j	リプレイJ	both	action,drama,sci-fi	今泉伸二
2003-01-27	2006-07-27	12	dear	dear	catch	adventure,comedy,drama,fantasy,romance,supernatural	藤原ここあ
2005-09-25	2008-01-30	12	duel-masters-fe	デュエル・マスターズFE	both	action,fantasy,supernatural	松本しげのぶ
2008-12-14	2009-02-25	12	jc-com	JC.COM	both	romance	村田蓮爾
2006-02-10	2009-08-20	12	bmn-japan	B.M.N.ジャパン	both	sports,drama	SP☆なかてま
1974-05-20	1977-02-05	11	gendaijuukyouden	現代柔侠伝	both	action,drama	バロン吉元
1981-01-10	1981-01-10	11	scrap-book	すくらっぷ・ブック	both	drama,slice-of-life,romance	小山田いく
1982-09-20	1983-02-20	11	gakuran-hachinengumi	ガクラン八年組	both	action	しもさか保
1983-07-01	1983-12-01	11	kizuoibito	傷追い人	catch	action,adventure,ecchi	池上遼一
1984-04-30	1985-03-01	11	kibaken	牙拳	both	sports	かわぐちかいじ
1983-10-10	1986-02-18	11	nijiiro-town	虹色town	both	comedy,school	大和田夏希
1984-06-08	1986-04-18	11	fifteen-love	フィフティーン・ラブ	both	sports,romance	塀内真人/川島健三
1980-05-15	1986-08-15	11	dokuro-bouzu	ドクロ坊主	both	historical,comedy,action,samurai	ビッグ錠
1977-09-20	1986-10-06	11	karate-sensou	空手戦争	both	sports	守谷哲巳
1984-07-14	1986-10-14	11	mahiro-taiken	まひろ体験	both	romance,comedy	西尚美
1983-09-25	1987-09-25	11	shinpurogorufaasaru	新プロゴルファー猿	both	sports,comedy	藤子不二雄Ⓐ/藤子不二雄
1988-08-08	1988-08-08	11	golgo-13-series	ゴルゴ13シリーズ	both	action	さいとう・たかを/さいとうプロダクション
1988-06-20	1989-04-28	11	bikkuriman-omoshiro-land	ビックリマンおもしろランド	both	comedy	企画者104
1989-04-19	1989-08-18	11	beat-shot	Beat Shot!!	both	ecchi,sports	池沢さとし
1987-06-30	1989-09-30	11	boukenshitemo-ii-koro	冒険してもいい頃	catch	comedy,ecchi,romance,romcom	みやすのんき
1984-08-31	1989-12-05	11	ultra-b-1988	ウルトラB	both	sci-fi	藤子不二雄Ⓐ
1989-03-20	1990-05-21	11	agechau-jokyoushi	あげちゃう!女教師	both	comedy,ecchi	大和正樹
1987-10-23	1991-01-15	11	chicken-club	チキン・クラブ	both	comedy,school	石山東吉
1988-10-01	1991-12-20	11	out	アウト	catch	drama,romance	麻生歩
1991-08-01	1992-04-01	11	shinigami-alice	死神アリス	both	supernatural,fantasy	小林ぽんず
1991-01-24	1993-01-28	11	4nen-1kumi-kiritsu	4年1組起立!	both	comedy,school	浜岡賢次
1991-05-17	1993-03-17	11	biba-judo-gurentai	ビバ!柔道愚連隊	both	sports,comedy	ニッシー西
1989-10-17	1993-05-08	11	ikenai-inbiteeshon	Ikenai!いんびテーション	both	romance,comedy,ecchi	こしばてつや
1990-02-08	1993-09-17	11	mou-girigiri	もう・ぎりぎり	both	sports,comedy	フルヤヒロム
1992-12-05	1993-12-10	11	ore-wa-chikara-da	オレは力だ!	both	action,drama	吉田窓
1992-04-22	1993-12-15	11	kujakuou-taima-seiden	孔雀王 退魔聖伝	both	action,adventure,drama,fantasy,horror,supernatural	荻野真
1992-02-20	1995-04-25	11	kaze	KAZE	both	drama	神崎将臣
1996-06-15	1996-06-15	11	sobakkasu	そばっかす!	both	comedy,drama,sports	きくち正太
1982-01-29	1996-08-18	11	yose-geininden	寄席芸人伝	both	historical,drama,music	古谷三敏/ファミリー企画
1993-07-05	1996-09-17	11	akuma-to-odore	悪魔と踊れ	both	romance,supernatural	鳥羽笙子
1991-11-20	1996-12-15	11	maihime-shichihenge	舞姫七変化	both	romance,drama,school	真崎春望
1995-07-19	1997-01-17	11	gt-roman	GTロマン	both	drama,slice-of-life	西風
1968-03-15	1998-04-20	11	judo-itchokusen	柔道一直線	both	sports	斉藤ゆずる/永島慎二
1998-05-01	1998-07-01	11	epuron-oba-san	エプロンおばさん	both	comedy,slice-of-life	長谷川町子
1993-01-15	1998-07-20	11	nairu-no-hotori-no-monogatari	ナイルのほとりの物語	both	historical,drama,romance	長岡良子
1994-09-15	1998-10-12	11	doragonkuesuto-1p-comic-gekijou	ドラゴンクエスト1Pコミック劇場	both	fantasy,comedy	ゲームドラゴンクエストシリーズ
1998-07-16	1999-05-15	11	hijiri-yuki-sakuhinshuu	聖悠紀作品集	both	sci-fi,drama	聖悠紀
1997-08-01	1999-09-05	11	mobile-suit-gundam-dai-08-ms-shoutai	機動戦士ガンダム第08MS小隊	both	mecha,sci-fi,war	アクアロード
1996-11-08	2000-02-09	11	meimon-gengoroumaru-kyuusha	名門!源五郎丸厩舎	both	sports,drama	むつ利之
1995-10-19	2000-11-17	11	women	Women	both	drama,romance	村生ミオ
1999-07-29	2001-04-28	11	taimashin	退魔針	syn	horror,supernatural,action	斎藤岬
1999-09-17	2001-05-18	11	hakui-de-pon	白衣でポン	both	comedy	たかさきももこ
1997-03-05	2002-03-04	11	gomen-asobase	ごめんあそばせ	both	romance,comedy	丹沢恵
1984-12-14	2002-10-25	11	furusato	ふるさと	both	drama,slice-of-life	矢口高雄
1992-02-24	2003-04-23	11	bell-epoque	ベル・エポック	catch	drama,slice-of-life	逢坂みえこ
2002-04-05	2003-06-06	11	oppai-jockey	おっぱいジョッキー	both	ecchi,comedy	木山道明
1995-06-25	2003-09-25	11	googoo-gojiratsu-matsui-kun	ゴーゴー!ゴジラッ!!マツイくん	both	baseball,sports	河合じゅんじ
2003-01-09	2005-02-15	11	manpuku-bokusaa-tokugawa	満腹ボクサー徳川。	both	sports,comedy	日高建男
1977-02-25	2005-04-05	11	meitantei-kageman	名たんていカゲマン	both	mystery	山根あおおに
2002-02-27	2006-03-25	11	asagaya-zippy	阿佐ヶ谷Zippy	both	romance,drama	岩佐あきらこ
2002-04-15	2006-10-10	11	katori-senpai	香取センパイ	both	romance,school,comedy	秋好賢一
2005-05-10	2007-01-10	11	kensei-tubame	剣聖ツバメ	both	action,fantasy,school	高橋功一郎
2002-07-22	2007-11-22	11	yuufoopurinsesuwarukyuure	円盤皇女ワるきゅーレ	both	romance,sci-fi	介錯
1999-08-06	2009-11-17	11	sd-gundam-full-color-gekijou	SDガンダムフルカラー劇場	both	comedy,mecha	あずま勇輝
1974-11-30	1974-11-30	10	boku-no-doubutsuen-nikki	ぼくの動物園日記	both	slice-of-life	飯森広一
1976-08-24	1976-12-24	10	yaguruma-kennosuke	矢車剣之助	both	historical,samurai	堀江卓
1977-03-20	1979-02-10	10	ron-sensei-no-mushimegane	ロン先生の虫眼鏡	both	slice-of-life	加藤唯史
1981-06-10	1981-06-10	10	watashi-no-akira-kun	わたしのあきらクン	both	romance,school	しらいしあい
1981-06-20	1981-12-20	10	kemonomichi-kagemaru-1980	けものみち	both	action	影丸穣也
1981-07-28	1983-10-28	10	tsuri-baka-taishou	釣りバカ大将	both	sports,comedy	桜多吾作
1983-02-20	1985-01-20	10	otome-kibun	おとめ気分	both	romance,school	三浦浩子
1985-04-06	1985-08-06	10	kujira-damashii	鯨魂	both	drama	川本コオ
1984-10-18	1986-03-18	10	moshikashite-koibito	もしかしてkoibito	both	romance	村生ミオ/川島健三
1974-08-30	1986-06-06	10	kurenainochousensha	紅の挑戦者	both	action,sports	中城健
1979-08-25	1987-02-06	10	subarashiki-bandittsu	素晴らしきバンディッツ	both	action,drama	峰岸とおる
1983-07-25	1988-03-25	10	choujin-kintaman	超人キンタマン	both	comedy,action	立石佳太
1988-11-01	1988-11-01	10	mappira-kun	まっぴら君	both	comedy,slice-of-life	加藤芳郎
1989-12-01	1989-12-01	10	niji-o-yobu-otoko	虹を呼ぶ男	both	baseball,sports	水島新司
1986-10-18	1990-05-17	10	sanada-ippei-inochigake	真田一平命がけ!!	both	sports,drama	高田まさお
1989-06-30	1990-08-30	10	oni	男弐	both	action,adventure	伊賀一洋
1989-12-25	1991-04-25	10	lemon-kids	レモンキッズ	both	romance,school,comedy	AKIRA
1992-07-20	1992-07-20	10	rasen-no-kakera	螺旋のかけら	catch	fantasy,supernatural	橘皆無
1991-04-19	1992-10-19	10	ume-momo-sakura	うめモモさくら	both	romance,school	鈴木祐美子
