slug	title	seed_max	page_max	missing	status	title_id	next_cid
yamadake-no-onna	山田家の女	5	6	1	completed	1266539	1266539_006
todoroki-daimaru-no-kikai-taikendan	轟大丸の奇怪体験談	4	5	1	ongoing	1881294	1881294_005
pure-0-01mm	ぴゅあ0.01mm	6	7	1	completed	1733029	1733029_007
hokusai	北斎	2	3	1	completed	60000247	60000247_003
mobile-zekki-gundam-sequel	機動絶記ガンダムSEQUEL	6	7	1	ongoing	1206891	1206891_007
doonyatsu	どーにゃつ	5	6	1	completed	211538	211538_006
ochikobore-fruits-tart	おちこぼれフルーツタルト	8	9	1	completed	372863	372863_009
kamen-rider-kuuga	仮面ライダークウガ	30	31	1	ongoing	324358	324358_031
moto-saikyou-yuusha-no-sai-shuushoku	元最強勇者の再就職	8	9	1	ongoing	1206892	1206892_009
minna-no-kiss-club	みんなのキスクラブ	3	4	1	ongoing	1881742	1881742_004
baban-baban-ban-vampire	ババンババンバンバンパイア	13	14	1	ongoing	1090866	1090866_014
gura-paratsu	グラぱらっ!	12	13	1	completed	1470253	1470253_013
kami-sama-no-memochou	神様のメモ帳	2	3	1	completed	188980	188980_003
osoto-gohan-o-goissho-ni	おそとごはんをご一緒に	2	3	1	completed	20061561	20061561_003
tonari-no-jii-san	トナリノジイサン	3	4	1	ongoing	20097047	20097047_004
irregulars	イレギュラーズ	20	21	1	ongoing	995546	995546_021
kouya-no-tenshi-domo	荒野の天使ども	2	3	1	completed	274366	274366_003
the-band	THE BAND	4	5	1	ongoing	1840554	1840554_005
road-magear-no-deshi	ロードマギアの弟子	6	7	1	ongoing	20106521	20106521_007
sexy-tanaka-san	セクシー田中さん	7	8	1	completed	504988	504988_008
replica	Replica	3	4	1	completed	153565	153565_004
tatoeba-haha-ga	たとえば母が	4	5	1	completed	219190	219190_005
dragon-quest-dai-no-daibouken-yuusha-aban-to-gokuen-no-maou	ドラゴンクエスト ダイの大冒険-勇者アバンと獄炎の魔王-	15	16	1	ongoing	911840	911840_016
iwamoto-senpai-no-suisen	岩元先輩ノ推薦	14	15	1	ongoing	977633	977633_015
baby-shachuu-hackers	ベイビー車中ハッカーズ	3	4	1	ongoing	20117636	20117636_004
banjou-no-orion	盤上のオリオン	10	11	1	ongoing	1554027	1554027_011
tamayomi	球詠	19	20	1	ongoing	410164	410164_020
yoshida-lemon-drops	ヨシダ檸檬ドロップス	6	7	1	ongoing	20106520	20106520_007
tsundere-na-watashi-ga-kawaii-nante-shouki-desu-ka	ツンデレなわたくしが可愛いなんて正気ですか?	3	4	1	ongoing	20103421	20103421_004
bootsleg	ブーツレグ	7	8	1	ongoing	817726	817726_008
sentai-taboo	戦隊タブー	8	9	1	ongoing	1638265	1638265_009
chihaya-restart	チハヤリスタート!	4	5	1	ongoing	1832528	1832528_005
seijo-wa-tokkuni-shoukan-sarete-iru-nippon-ni	聖女はとっくに召喚されている。日本に。	5	6	1	ongoing	1405562	1405562_006
sousei-mahou-no-saigensha	創成魔法の再現者	7	8	1	ongoing	1272176	1272176_008
inko-demo-seishun-shitai	インコでも青春したい	2	3	1	completed	2082400	2082400_003
pokemon-special-scarlet-violet	ポケットモンスターSPECIALスカーレット・バイオレット	4	5	1	ongoing	20076801	20076801_005
fight-ippatsu-juuden-chan	ファイト一発!充電ちゃん!!	9	10	1	completed	14250	14250_010
hiiro-no-isu	緋色の椅子	2	3	1	completed	217327	217327_003
fushigi-yuugi-byakko-senki	ふしぎ遊戯白虎仙記	6	7	1	ongoing	504991	504991_007
yuusha-party-no-nimotsumochi	勇者パーティーの荷物持ち	7	8	1	ongoing	20056704	20056704_008
silver-mountain	シルバーマウンテン	4	5	1	ongoing	20145646	20145646_005
kawaisugi-crisis	カワイスギクライシス	13	14	1	ongoing	720215	720215_014
36	36-サンジュウロク-	3	4	1	ongoing	20110275	20110275_004
eto-irokoizoushi	十二支色恋草子	3	4	1	completed	419878	419878_004
sentimental-kiss	センチメンタルキス	14	15	1	ongoing	829186	829186_015
mahou-shoujo-lyrical-nanoha-exceeds	魔法少女リリカルなのはEXCEEDS	2	3	1	ongoing	1986679	1986679_003
majo-wa-mangetsu-ni-saku	魔女は満月に咲く	5	6	1	ongoing	1431842	1431842_006
zettai-shinanai-stella-hime	絶対死なないステラ姫	5	6	1	ongoing	1736143	1736143_006
shuujin-tensei	囚人転生	4	5	1	ongoing	1708596	1708596_005
kyoufu	恐怖	2	3	1	completed	280861	280861_003
jelly-beans	ジェリービーンズ	4	5	1	completed	19960	19960_005
isekai-henkyou-meshi	異世界辺境メシ	5	6	1	ongoing	1868665	1868665_006
komorebi-no-moto-de	こもれ陽の下で…	2	3	1	completed	460304	460304_003
1-nichi-gaishutsuroku-hanchou	1日外出録ハンチョウ	22	23	1	ongoing	60006509	60006509_023
mahoutsukai-ros-no-sado-life	魔法使いロゼの佐渡ライフ	6	7	1	ongoing	1338500	1338500_007
katana	KATANA	22	23	1	ongoing	245189	245189_023
ayame-kun-no-nonbiri-nikushoku-nisshi	アヤメくんののんびり肉食日誌	20	21	1	ongoing	327173	327173_021
hana-to-gin	花と銀	1	2	1	completed	1412156	1412156_002
haifuri	はいふり	13	14	1	ongoing	409914	409914_014
otsu-san-no-rimeiku-bouken-nikki	おっさんのリメイク冒険日記	13	14	1	ongoing	559954	559954_014
ame-to-umi	あめとうみ	3	4	1	ongoing	20124326	20124326_004
genshi-shounen-ryuu	原始少年リュウ	2	3	1	completed	260892	260892_003
fire-emblem-engage	ファイアーエムブレムエンゲージ	7	8	1	completed	1398988	1398988_008
usamimi-jakkupotto	うさ耳ジャックポット	3	4	1	ongoing	1905269	1905269_004
cecil-no-joou	セシルの女王	10	11	1	ongoing	20043484	20043484_011
class-shoukan-ni-makikomareta-kyoushi-hazure-skill-de-kikai-shoujo-o-shuuri-suru	クラス召喚に巻き込まれた教師、外れスキルで機械少女を修理する	8	9	1	ongoing	1097746	1097746_009
machi-de-uwasa-no-tengu-no-ko	町でうわさの天狗の子	11	12	1	completed	183330	183330_012
sensei-bokutachi-wa-koroshite-imasen	先生、僕たちは殺していません。	5	6	1	completed	20103056	20103056_006
rockman-san	ロックマンさん	2	3	1	completed	20042458	20042458_003
katainaka-no-otsu-san-kensei-ni-naru-gaiden-hajimari-no-mahou-kenshi	片田舎のおっさん、剣聖になる外伝はじまりの魔法剣士	2	3	1	ongoing	20122708	20122708_003
mamotte-shugo-getten	まもって守護月天!	10	11	1	completed	130208	130208_011
the-hysteric-trigger	ザ・ヒステリックトリガー	9	10	1	completed	1293393	1293393_010
bright-light-sprout	ブライトライトスプラウト	1	2	1	completed	465705	465705_002
inu-to-neko-dotchimo-katteruto-mainichi-tanoshii	犬と猫どっちも飼ってると毎日たのしい	7	8	1	completed	60009615	60009615_008
odoru-sennen-kazoku	踊る千年家族	8	9	1	ongoing	20037329	20037329_009
tsukiyo-no-fromage	月夜のフロマージュ	1	2	1	completed	141192	141192_002
madowasenai-de-yamori-kun	まどわせないで矢守くん	4	5	1	ongoing	1586934	1586934_005
uchuujin-muumuu	宇宙人ムームー	9	10	1	completed	745749	745749_010
aoku-somero	蒼く染めろ	20	21	1	ongoing	1050428	1050428_021
flower-of-life	フラワー・オブ・ライフ	3	4	1	completed	20123616	20123616_004
furajairu	フラジャイル	31	32	1	ongoing	289559	289559_032
fureddouoodoshi-no-ahiru	フレッドウォード氏のアヒル	8	9	1	completed	393084	393084_009
neko-to-ryuu	猫と竜	12	13	1	ongoing	831909	831909_013
wangan-midnight-c1-runner	湾岸ミッドナイトC1ランナー	11	12	1	completed	192669	192669_012
good-night-i-love-you	グッドナイト、アイラブユー	3	4	1	completed	2170721	2170721_004
mobile-suit-gundam-flanagan-buun-senki	機動戦士ガンダムフラナガン・ブーン戦記	6	7	1	ongoing	1471837	1471837_007
golden-guy	ゴールデン・ガイ	14	15	1	ongoing	850979	850979_015
ryuui-no-luka	竜医のルカ	6	7	1	ongoing	1297397	1297397_007
shisuta-rejisuta	しすたれじすた	3	4	1	ongoing	20131739	20131739_004
mii-chan-to-yamada-san	みいちゃんと山田さん	6	7	1	completed	1750333	1750333_007
million-girl	ミリオンガール	2	3	1	completed	10001096	10001096_003
akuyaku-ikka-no-okugata-shini-modori-shite-kokoro-o-irekaeru	悪役一家の奥方、死に戻りして心を入れ替える。	5	6	1	ongoing	20049223	20049223_006
ken-to-mahou-to-gakureki-shakai	剣と魔法と学歴社会	4	5	1	ongoing	20093227	20093227_005
houkago-gakari	ほうかごがかり	2	3	1	ongoing	20118328	20118328_003
kouya-no-koi	荒野の恋	2	3	1	completed	193089	193089_003
kocchi-muite-miiko	こっちむいて!みい子	39	40	1	ongoing	241722	241722_040
shoujo-manga-nara-kanawanai-koi	少女マンガなら叶わない恋	2	3	1	ongoing	1726972	1726972_003
higanjima-48-nichigo	彼岸島48日後…	54	55	1	ongoing	60000024	60000024_055
mobile-suit-gundam-aguressaa	機動戦士ガンダムアグレッサー	24	25	1	ongoing	519812	519812_025
big-x	ビッグX	4	5	1	completed	138437	138437_005
koukenryoku-ouryou-sousakan-nakabou-rintarou	公権力横領捜査官中坊林太郎	2	3	1	completed	436630	436630_003
suit-ni-seiheki	スーツに性癖	9	10	1	completed	833100	833100_010
junjou-etching	純情エッチング	3	4	1	completed	1799233	1799233_004
megarosalia	メガロザリア	5	6	1	ongoing	20050054	20050054_006
koi-suru-shikaku	恋スルシカク	4	5	1	ongoing	1761114	1761114_005
black-channel	ブラックチャンネル	14	15	1	ongoing	898290	898290_015
kyuutei-madoushi-minarai-o-yamete-mahou-item-shokunin-ni-narimasu	宮廷魔導師見習いを辞めて、魔法アイテム職人になります	7	8	1	ongoing	1330515	1330515_008
juushin-no-katana	獣心のカタナ	4	5	1	completed	1499242	1499242_005
oretachi-business-ban-yattemasu	俺たちビジネス番やってます!	2	3	1	completed	1033564	1033564_003
ziggurat	Ziggurat	9	10	1	ongoing	224729	224729_010
memememememememe-menhera	メメメメメメメメメメンヘラぁ…	4	5	1	completed	411682	411682_005
ashita-no-teki-to-kyou-no-akushu-o	明日の敵と今日の握手を	8	9	1	ongoing	1237121	1237121_009
usagi-wa-kaku-katariki	うさぎはかく語りき	2	3	1	ongoing	1783138	1783138_003
zenigeba	銭ゲバ	4	5	1	completed	288113	288113_005
koppa-maichiru-sono-koro-ni	木っ端舞い散るその頃に	2	3	1	ongoing	1881295	1881295_003
sefure	せふれ	11	12	1	ongoing	680212	680212_012
koudou-wolf	公道ウルフ	20	21	1	ongoing	817404	817404_021
hatsukoi-no-tsuzuki-wa-danshiryou-de	初恋のつづきは男子寮で	5	6	1	completed	20059353	20059353_006
soshite-hero-to-uso-o-tsuku	そしてヒーローと嘘を吐く	2	3	1	ongoing	20139074	20139074_003
okinodoku-desu-ga-bouken-no-sho-wa-maou-no-mono-ni-narimashita	お気の毒ですが、冒険の書は魔王のモノになりました。	16	17	1	ongoing	209177	209177_017
aoba-no-basket	アオバノバスケ	11	12	1	ongoing	1273753	1273753_012
tenpai	天牌	117	118	1	ongoing	13770	13770_118
slime-taoshite-300-nen-shiranai-uchi-ni-level-max-ni-nattemashita	スライム倒して300年、知らないうちにレベルmaxになってました	17	18	1	ongoing	490769	490769_018
zange	惨家	7	8	1	ongoing	1124027	1124027_008
tsukuyomi-kun-no-kindan-oyashoku	月読くんの禁断お夜食	5	6	1	completed	1148873	1148873_006
madowanai-hoshi	惑わない星	8	9	1	completed	758716	758716_009
one-naito-morning	ワンナイト・モーニング	15	16	1	ongoing	60014316	60014316_016
akumade-kujaku-no-hanashi-desu	あくまでクジャクの話です。	7	8	1	ongoing	1552493	1552493_008
gunrou-ni-hana	群狼に花	2	3	1	ongoing	1987884	1987884_003
poker-face-josou-otoko-to	ポーカーフェイス女装男子と。	4	5	1	completed	20051405	20051405_005
yuuhi-yo-nobore	夕陽よ昇れ!!	1	2	1	completed	532112	532112_002
magia-report	マギア☆レポート	6	7	1	completed	594016	594016_007
akuyaku-reijou-ni-tensei-shippai-shite-kachi-heroine-ni-natte-shimaimashita	悪役令嬢に転生失敗して勝ちヒロインになってしまいました	4	5	1	completed	20042465	20042465_005
darwin-no-taizai	ダーウィンの大罪	3	4	1	ongoing	20149675	20149675_004
ume-to-momo-no-futsuu-no-kurashi	うめともものふつうの暮らし	11	12	1	ongoing	876059	876059_012
kijitoraneko-no-koume-san	キジトラ猫の小梅さん	28	29	1	ongoing	173268	173268_029
kokushi-no-shima	黒祠の島	2	3	1	completed	1658756	1658756_003
ilios	イリオス	13	14	1	ongoing	1170324	1170324_014
hi-ni-nagarete-hashi-ni-iku	日に流れて橋に行く	12	13	1	ongoing	468405	468405_013
ohime-sama-no-yurikago	お姫さまの揺籠	2	3	1	completed	566537	566537_003
wazawai-kitsune-no-kuzure-chan	災い狐のくずれちゃん	9	10	1	ongoing	858118	858118_010
yuusha-no-kuzu	勇者のクズ	8	9	1	ongoing	1820387	1820387_009
jinsei-gyakuten-dungeon	人生逆転ダンジョン	3	4	1	ongoing	1951050	1951050_004
witch-craft-works-extra	ウィッチクラフトワークスEXTRA	4	5	1	ongoing	1293644	1293644_005
shihyakushiki	四百四鬼	10	11	1	ongoing	20055490	20055490_011
list-rouge	リストルージュ	4	5	1	ongoing	1605407	1605407_005
shouwa-tennou-monogatari	昭和天皇物語	18	19	1	ongoing	474758	474758_019
d-diver	D.ダイバー	5	6	1	ongoing	20068729	20068729_006
otometsubaki-wa-warawanai	乙女椿は笑わない	13	14	1	ongoing	590892	590892_014
teru-seru	テル・セル	2	3	1	completed	277815	277815_003
toudaimori-to-kamome-no-ko	灯台守とかもめの子	2	3	1	ongoing	1642879	1642879_003
kami-ni-chikatte-itsuwari-desu	神に誓って偽りです	3	4	1	completed	20125437	20125437_004
37-sekanzu	37セカンズ	2	3	1	completed	1267273	1267273_003
uwasaya	噂屋	13	14	1	completed	597958	597958_014
ikyou-no-tsumenuri-minarai	異郷の爪塗り見習い	6	7	1	ongoing	1241771	1241771_007
ryuuokuri-no-isagi	竜送りのイサギ	7	8	1	ongoing	20073416	20073416_008
onigokko	鬼ごっこ.	3	4	1	completed	149648	149648_004
tabetaku-nacchatta	食べたくなっちゃった	1	2	1	completed	1323272	1323272_002
kingyochuuihou	きんぎょ注意報!	7	8	1	completed	290395	290395_008
bushidou-sixteen	武士道シックスティーン	3	4	1	completed	42540	42540_004
kurage-no-hone-wa-ao	クラゲの骨は青	3	4	1	completed	1376059	1376059_004
bija-no-joou	ビジャの女王	9	10	1	ongoing	1086418	1086418_010
shinigami-tantei-to-yuurei-gakuen	死神探偵と幽霊学園	2	3	1	completed	348120	348120_003
kawaii-wa-tokidoki-kurushii	「かわいい」は、ときどき苦しい。	2	3	1	ongoing	20146148	20146148_003
moto-kanotachi-to-yari-naoshi	元カノたちとヤReなおし!?	3	4	1	ongoing	20109023	20109023_004
itsuka-shinu-nara-e-o-utte-kara	いつか死ぬなら絵を売ってから	8	9	1	ongoing	1352013	1352013_009
konyaku-haki-no-akui-wa-shoukan-kara-okaeshi-shimasu	婚約破棄の悪意は娼館からお返しします	7	8	1	completed	20041878	20041878_008
jiyuu-kimama-na-seirei-hime	自由気ままな精霊姫	7	8	1	ongoing	1501373	1501373_008
senchi-kara-kaettekita-kita-takashi-kun-futsuu-ni-koukou-seikatsu-o-okuritai	戦地から帰ってきたタカシ君。普通に高校生活を送りたい	2	3	1	ongoing	1909837	1909837_003
ari-no-teikoku	蟻の帝国	4	5	1	ongoing	864380	864380_005
endan-yobanashi	厭談夜話	9	10	1	completed	20062799	20062799_010
submarine-nanamarunana	サブマリン707	6	7	1	completed	20009942	20009942_007
rinjin-x	隣人X	14	15	1	ongoing	864822	864822_015
shamballad	シャンバラッド	3	4	1	ongoing	1887935	1887935_004
jumidoro	ジュミドロ	8	9	1	ongoing	1736140	1736140_009
hito-ka-no-yuika	ヒト科のゆいか	3	4	1	completed	20134124	20134124_004
ayashi-michizure	あやし道連れ	2	3	1	completed	2019306	2019306_003
watashi-o-tsuki-made-tsuretette	私を月まで連れてって!	5	6	1	completed	302471	302471_006
ao-no-furin	蒼の不倫	6	7	1	ongoing	943901	943901_007
tada-no-mefure-desu	ただの飯フレです	6	7	1	ongoing	1333274	1333274_007
jinrui-nekoka	人類ネコ科	2	3	1	completed	205445	205445_003
kyoukai-no-end-feel	境界のエンドフィール	7	8	1	ongoing	1170323	1170323_008
godzilla-galaxy-odyssey	ゴジラギャラクシーオデッセイ	2	3	1	ongoing	1935885	1935885_003
dahlia-the-vampire	DAHLIA THE VAMPIRE	1	2	1	completed	20005354	20005354_002
houkago-karte	放課後カルテ	16	17	1	completed	232475	232475_017
the-gamesters	ザ・ゲームスターズ	6	7	1	ongoing	1196621	1196621_007
sugiyuki-kako-to-mitai-ashita	杉雪カコと見たい明日	3	4	1	completed	1723926	1723926_004
high-score	HIGH SCORE	24	25	1	ongoing	209771	209771_025
boku-no-ie-ni-oide-wedding	僕の家においでWedding	14	15	1	completed	473559	473559_015
higa-shimai	比嘉姉妹	3	4	1	ongoing	20105793	20105793_004
marilyn-wa-inakunatta	マリリンは、いなくなった	9	10	1	ongoing	1435435	1435435_010
hokuto-no-ken-seikimatsu-drama-satsueiden	北斗の拳世紀末ドラマ撮影伝	8	9	1	ongoing	1003734	1003734_009
suika	誰何suika	6	7	1	ongoing	1149387	1149387_007
kanojo-kanri-chuu-ni-tsuki	彼女管理中につき	1	2	1	ongoing	2123381	2123381_002
cross-over-rev	クロスオーバーレブ!	17	18	1	ongoing	634822	634822_018
mawata-no-ori	真綿の檻	7	8	1	ongoing	20048800	20048800_008
koe-no-furu-heya	声の降るへや	1	2	1	ongoing	20166090	20166090_002
yojigen-sekai	四次元世界	1	2	1	completed	327400	327400_002
red-mudan	レッドムーダン	12	13	1	ongoing	1148973	1148973_013
keibuho-daimajin	警部補ダイマジン	28	29	1	ongoing	627534	627534_029
shinkurou-hashiru	新九郎、奔る!	23	24	1	ongoing	534876	534876_024
tadano-kougiyou-koukou-no-nichijou	只野工業高校の日常	14	15	1	ongoing	698674	698674_015
honnouji-kara-hajimeru-nobunaga-tono-tenka-touitsu	本能寺から始める信長との天下統一	7	8	1	ongoing	20032822	20032822_008
shirando	シランド	2	3	1	ongoing	2120953	2120953_003
halcyon	ハルシオン	2	3	1	completed	295876	295876_003
worst-gaiden-dokuro	WORST外伝ドクロ	22	23	1	ongoing	618721	618721_023
wakiyaku-ni-tensei-shita-hazu-ga-itsunomanika-densetsu-no-renkinjutsushi-ni-natteta	脇役に転生したはずが、いつの間にか伝説の錬金術師になってた	6	7	1	ongoing	1342018	1342018_007
answer	アンサー	11	12	1	ongoing	906062	906062_012
owaranai-yosuga	終わらないヨスガ	4	5	1	completed	20107257	20107257_005
kawai-sugiru-hito-yo	かわいすぎる人よ!	4	5	1	ongoing	20059699	20059699_005
masaka-na-koi-ni-narimashita	まさかな恋になりました。	10	11	1	completed	20038416	20038416_011
kuuneru-marta-nuubo	くーねるまるた ぬーぼ	19	20	1	ongoing	541361	541361_020
ore-ga-sukitte-ittara-dousuru	俺が好きって言ったらどうする?	4	5	1	ongoing	1686178	1686178_005
umi-no-aria	海のアリア	2	3	1	completed	269364	269364_003
uchi-no-chiisana-jochuu-san	うちのちいさな女中さん	6	7	1	ongoing	973447	973447_007
mukiryoku-neet-na-moto-shindou-boukensha-ni-naru	無気力ニートな元神童、冒険者になる	6	7	1	ongoing	1287423	1287423_007
