slug	title	authors	year	publisher	total_volumes
slayers-next-film-book	スレイヤーズNEXT フィルムブック	(unknown)	1996	fujimi-shobo	7
game-gyagu-1p-comic	ゲームギャグ1Pコミック	(unknown)	1997	shinseisha-game	2
comic-angelique-special-2-carnival	コミックアンジェリークspecial 2カーニバル	(unknown)	1997	koei	4
za-king-obu-fighters-3997-4koma-ketteiban	ザ・キング・オブ・ファイターズ'97 4コマ決定版	(unknown)	1997	shinseisha-game	2
uanpaia-seiuaa-4koma-ketteiban	ヴァンパイアセイヴァー4コマ決定版	(unknown)	1997	shinseisha-game	2
iwanami-bunko-1927-1996-kaisetsu-soumokuroku	岩波文庫1927-1996解説総目録	(unknown)	1997	(unknown)	3
star-ocean-sekando-story-4koma-4-ga-gekijou	スターオーシャン セカンドストーリー 4コママンガ劇場	(unknown)	1998	square-enix	15
dragon-4-esuto-arukundesu-4koma-manga-gekijou	ドラゴンクエストあるくんです 4コママンガ劇場	(unknown)	1998	square-enix	2
niigata-manga-taishou-sakuhinshuu	にいがたマンガ大賞作品集	(unknown)	1999	(unknown)	6
comic-mazin	コミック魔人	(unknown)	1999	koei	4
zeruda-no-densetsu-toki-no-okarina-4koma-4-ga-gekijou	ゼルダの伝説時のオカリナ 4コママンガ劇場	(unknown)	1999	square-enix	2
toruneko-no-daibouken-2-fushigi-no-dungeon-4koma-2-ga-gekijou	トルネコの大冒険2 不思議のダンジョン 4コママンガ劇場	(unknown)	1999	square-enix	2
dragon-4-esuto-monsters-terii-no-wonderland-4koma-manga-gekijou	ドラゴンクエストモンスターズ テリーのワンダーランド 4コママンガ劇場	(unknown)	1999	square-enix	5
persona-2-tsumi-4koma-2-ga-gekijou	ペルソナ2罪　4コママンガ劇場	(unknown)	1999	square-enix	2
mobile-suit-gundam-episode-gaido	機動戦士ガンダムエピソードガイド	(unknown)	1999	kadokawa	5
kinshin-soukan-ando-esuemu-taiken	近親相姦＆SM体験	(unknown)	1999	sunny-shuppan	3
soreyuke-kahoumono	それゆけ!果報者	(unknown)	2000	(unknown)	2
dragon-4-esuto-7-4koma-manga-gekijou	ドラゴンクエストⅦ 4コママンガ劇場	(unknown)	2000	square-enix	6
fire-emblem-thracia-776-4koma-776-ga-gekijou	ファイアーエムブレムトラキア776　4コママンガ劇場	(unknown)	2000	square-enix	2
persona-2-batsu-4koma-2-ga-gekijou	ペルソナ2罰　4コママンガ劇場	(unknown)	2000	square-enix	2
wild-arms-2nd-igunisshon-4-koma-manga-gekijou	ワイルドアームズ2ndイグニッション 4コママンガ劇場	(unknown)	2000	square-enix	3
valkyrie-profile-4koma-4-ga-gekijou	ヴァルキリープロファイル 4コママンガ劇場	(unknown)	2000	square-enix	7
hoshi-no-kirby-64-4koma-64-ga-gekijou	星のカービィ64 4コママンガ劇場	(unknown)	2000	square-enix	3
super-robot-taisen-tribute	スーパーロボット大戦トリビュート	(unknown)	2001	kodansha	3
tales-obu-etaania-4koma-4-ga-gekijou	テイルズオブエターニア　4コママンガ劇場	(unknown)	2001	square-enix	3
tales-obu-disuteinii-4-koma-manga-gekijou	テイルズオブデスティニー　4コママンガ劇場	(unknown)	2001	square-enix	2
guruguru-kakumei	ぐるぐる革命	(unknown)	2003	(unknown)	8
janpuru	じゃんぷる	(unknown)	2003	shueisha	5
puchi-momo	ぷちモモ	(unknown)	2003	kadokawa	1
clannad-comic-a-la-carte	Clannadコミックアラカルト	(unknown)	2004	kadokawa	2
fate-stay-night-comic-battle	Fate/stay nightコミックバトル	(unknown)	2004	kadokawa	1
comic-sengoku-musou-samurai-wars	コミック戦国無双 サムライウォーズ	(unknown)	2004	koei	7
finding-nemo	ファインディングニモ	(unknown)	2004	(unknown)	4
otona-no-gundam	大人のガンダム	(unknown)	2004	(unknown)	2
daikaizoku-doumei-extra-edition	大海賊同盟 EXTRA EDITION	(unknown)	2004	(unknown)	6
gray-zone	Gray zone	(unknown)	2005	(unknown)	7
hitman-go-go	ヒットマンgo!go!	(unknown)	2005	(unknown)	4
kiseki-taiken-anbiribaboo	奇跡体験!アンビリバボー	(unknown)	2005	kadokawa	1
bushigin	武士銀	(unknown)	2005	(unknown)	4
fate-hollow-ataraxia-comic-a-la-carte	Fate/hollow ataraxiaコミックアラカルト	(unknown)	2006	kadokawa	1
tonari-no-kopanda	となりのこぱんだ	(unknown)	2006	(unknown)	1
meiji-no-ibuki	明治の息吹	(unknown)	2006	(unknown)	2
sangokushi-ni-kike	三国志に聞け!	(unknown)	2007	mediafactory	1
shinrei-jikkyou-chuukei-special	心霊実況中継スペシャル	(unknown)	2007	jitsugyo-no-nihon	2
yoshio-no-sora	義男の空	(unknown)	2008	(unknown)	12
moegi-sensation-2009	MOEGI・せんせーしょん!	(unknown)	2009	tousuisha	2
change-h	チェンジH	(unknown)	2009	shonen-gahosha	1
hakase-to-joshu	博士と助手	(unknown)	2010	(unknown)	1
youkai-uotchiohanashi-ehon	妖怪ウォッチおはなしえほん	(unknown)	2014	shogakukan	1
zecchou-momoiro-girls-seikatsu-shidouchuu	絶頂!ももいろガールズ性活指導中	(unknown)	2014	(unknown)	1
comic-kumamon	コミックくまモン	(unknown)	2015	asahi-shimbun	2
full-metal-panic-another-sigma	フルメタル・パニック!アナザーΣ	(unknown)	2015	kadokawa	2
zootopia	ズートピア	(unknown)	2016	kadokawa	2
panlabo-and-comics	パンラボ＆comics	(unknown)	2016	guide-works	2
finding-dory	ファインディング・ドリー	(unknown)	2016	kadokawa	2
fate-grand-order-comic-collection	Fate/grand orderコミックコレクション	(unknown)	2018	kodansha	1
kuma-no-puu-san	くまのプーさん	(unknown)	2018	kadokawa	2
tatta-ka-ta-ka-maru-kun	たったかたか丸くん	(unknown)	2018	(unknown)	2
jerry-anderson-comicalize-taizen	ジェリー・アンダーソンコミカライズ大全	(unknown)	2018	kodansha	2
tezukomi	テヅコミ	(unknown)	2018	micro-magazine	18
lucky-cats-lure-fishing-school	ラッキーキャッツルアーフィッシングスクール	(unknown)	2018	(unknown)	2
mirai-channel	みらいちゃんねる	(unknown)	2019	houbunsha	2
disney-twisted-wonderland	ディズニーツイステッドワンダーランド	(unknown)	2020	square-enix	2
kyuukoku-no-seijo-desu-kokugai-tsuihousareta-sarechaimashita	救国の聖女ですが、国外追放されちゃいましたー!?	(unknown)	2022	kodansha	2
wanwan-otou-san-kiwami	わんわんお義父さん極	(unknown)	2023	kill-time-communication	2
