stem	title	route	ei	etype	label	imprint	number	kind	main_prefix	publisher	prev_num	prev_date	prev_isbn	next_num	next_date	next_isbn	ed_isbn_min	ed_isbn_max	have_n	have_min	have_max
lupin-iii	ルパン三世	canon:extra[3]	4	bunkobon	双葉文庫(1995)	双葉文庫	7	ELEAD	9784575	双葉社				9	1995-04	9784575720204	9784575720204	9784575720211	2	9	10
lupin-iii	ルパン三世	canon:extra[3]	4	bunkobon	双葉文庫(1995)	双葉文庫	8	ELEAD	9784575	双葉社				9	1995-04	9784575720204	9784575720204	9784575720211	2	9	10
maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	1	ELEAD	9784785	少年画報社				18	2003-10	9784785923556	9784785923556	9784785927110	9	18	26
maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	2	ELEAD	9784785	少年画報社				18	2003-10	9784785923556	9784785923556	9784785927110	9	18	26
maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	3	ELEAD	9784785	少年画報社				18	2003-10	9784785923556	9784785923556	9784785927110	9	18	26
maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	4	ELEAD	9784785	少年画報社				18	2003-10	9784785923556	9784785923556	9784785927110	9	18	26
maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	5	ELEAD	9784785	少年画報社				18	2003-10	9784785923556	9784785923556	9784785927110	9	18	26
maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	6	ELEAD	9784785	少年画報社				18	2003-10	9784785923556	9784785923556	9784785927110	9	18	26
maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	7	ELEAD	9784785	少年画報社				18	2003-10	9784785923556	9784785923556	9784785927110	9	18	26
maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	8	ELEAD	9784785	少年画報社				18	2003-10	9784785923556	9784785923556	9784785927110	9	18	26
maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	9	ELEAD	9784785	少年画報社				18	2003-10	9784785923556	9784785923556	9784785927110	9	18	26
maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	10	ELEAD	9784785	少年画報社				18	2003-10	9784785923556	9784785923556	9784785927110	9	18	26
maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	11	ELEAD	9784785	少年画報社				18	2003-10	9784785923556	9784785923556	9784785927110	9	18	26
maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	12	ELEAD	9784785	少年画報社				18	2003-10	9784785923556	9784785923556	9784785927110	9	18	26
maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	13	ELEAD	9784785	少年画報社				18	2003-10	9784785923556	9784785923556	9784785927110	9	18	26
maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	14	ELEAD	9784785	少年画報社				18	2003-10	9784785923556	9784785923556	9784785927110	9	18	26
maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	15	ELEAD	9784785	少年画報社				18	2003-10	9784785923556	9784785923556	9784785927110	9	18	26
maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	16	ELEAD	9784785	少年画報社				18	2003-10	9784785923556	9784785923556	9784785927110	9	18	26
maifurendo-doubutsubyouin-nisshi	MF動物病院日誌	seed4	0	standard	通常版	コミック	17	ELEAD	9784785	少年画報社				18	2003-10	9784785923556	9784785923556	9784785927110	9	18	26
mama	ママ	seed4	1	wideban	ワイド版	ヤングサンデーコミックス ワイド版	1	ELEAD	9784091	小学館				3	1998-07	9784091528230	9784091528230	9784091528261	4	3	6
mama	ママ	seed4	1	wideban	ワイド版	ヤングサンデーコミックス ワイド版	2	ELEAD	9784091	小学館				3	1998-07	9784091528230	9784091528230	9784091528261	4	3	6
mangaban-nobushi-no-gourmet	漫画版野武士のグルメ	seed4	1	standard	通常版		1	ELEAD	9784344	幻冬舎				2		9784344027398	9784344027398	9784344838956	2	2	3
maou-dante	魔王ダンテ	canon:extra[2]	3	shinsoban	KCDX	KCDX	1	ELEAD	9784063	講談社				2	2002-06-21	9784063345629	9784063345629	9784063345636	2	2	3
mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	1	deluxe	デラックス版	ジャンプ・コミックスデラックス	1	ELEAD	9784088	集英社				13	1994-01-11	9784088583839	9784088583839	9784088583907	8	13	20
mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	1	deluxe	デラックス版	ジャンプ・コミックスデラックス	2	ELEAD	9784088	集英社				13	1994-01-11	9784088583839	9784088583839	9784088583907	8	13	20
mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	1	deluxe	デラックス版	ジャンプ・コミックスデラックス	3	ELEAD	9784088	集英社				13	1994-01-11	9784088583839	9784088583839	9784088583907	8	13	20
mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	1	deluxe	デラックス版	ジャンプ・コミックスデラックス	4	ELEAD	9784088	集英社				13	1994-01-11	9784088583839	9784088583839	9784088583907	8	13	20
mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	1	deluxe	デラックス版	ジャンプ・コミックスデラックス	5	ELEAD	9784088	集英社				13	1994-01-11	9784088583839	9784088583839	9784088583907	8	13	20
mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	1	deluxe	デラックス版	ジャンプ・コミックスデラックス	6	ELEAD	9784088	集英社				13	1994-01-11	9784088583839	9784088583839	9784088583907	8	13	20
mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	1	deluxe	デラックス版	ジャンプ・コミックスデラックス	7	ELEAD	9784088	集英社				13	1994-01-11	9784088583839	9784088583839	9784088583907	8	13	20
mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	1	deluxe	デラックス版	ジャンプ・コミックスデラックス	8	ELEAD	9784088	集英社				13	1994-01-11	9784088583839	9784088583839	9784088583907	8	13	20
mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	1	deluxe	デラックス版	ジャンプ・コミックスデラックス	9	ELEAD	9784088	集英社				13	1994-01-11	9784088583839	9784088583839	9784088583907	8	13	20
mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	1	deluxe	デラックス版	ジャンプ・コミックスデラックス	10	ELEAD	9784088	集英社				13	1994-01-11	9784088583839	9784088583839	9784088583907	8	13	20
mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	1	deluxe	デラックス版	ジャンプ・コミックスデラックス	11	ELEAD	9784088	集英社				13	1994-01-11	9784088583839	9784088583839	9784088583907	8	13	20
mezase-mangaka-tezuka-akatsuka-show-jushou-sakuhinshuu	めざせ漫画家!手塚・赤塚賞受賞作品集	seed4	1	deluxe	デラックス版	ジャンプ・コミックスデラックス	12	ELEAD	9784088	集英社				13	1994-01-11	9784088583839	9784088583839	9784088583907	8	13	20
mizuki-shigeru-manga-dai-zenshuu	水木しげる漫画大全集	canon:extra[0]	1	shinsoban	水木しげる漫画大全集(2014)	水木しげる漫画大全集	1	ELEAD	9784063	講談社				3	2017-12	9784065107881	9784063775082	9784065107904	37	3	103
mizuki-shigeru-manga-dai-zenshuu	水木しげる漫画大全集	canon:extra[0]	1	shinsoban	水木しげる漫画大全集(2014)	水木しげる漫画大全集	2	ELEAD	9784063	講談社				3	2017-12	9784065107881	9784063775082	9784065107904	37	3	103
mizushina-takayuki-no-mizu-cinema	みずしな孝之のミズシネマ	seed4	1	standard	通常版		1	ELEAD	9784087	集英社				2	2005-09	9784087821000	9784087821000	9784087821581	2	2	3
momoiro-anzuiro-sakurairo	ももいろあんずいろさくらいろ	canon:volumes	0	standard	通常版	バンブーコミックス	1	ELEAD	9784801	竹書房				2	2014-11	9784801950115	9784801950115	9784801952324	2	2	3
nanahan-rider	750ライダー	seed4	1	bunkobon	文庫版	秋田文庫	1	ELEAD	9784253	秋田書店				2	1996-04-10	9784253171960	9784253171960	9784253171984	3	2	4
nekketsu-daibouken-tairiku	熱血!大冒険大陸	canon:volumes	0	standard	通常版	HOBBY JAPAN COMICS	1	ELEAD	9784894	ホビージャパン				2	1994-01	9784894250178	9784894250178	9784938461843	5	2	6
nina-to-usagi-to-mahou-no-sensha	ニーナとうさぎと魔法の戦車	seed4	1	standard	通常版		1	ELEAD	9784087	集英社				2	2013-02-19	9784087824919	9784087824919	9784087827507	2	2	3
nippon-chinbotsu	日本沈没	canon:extra[4]	5	shinsoban	講談社版	講談社版	1	ELEAD	9784063	講談社				2	1992-04	9784063133462	9784063133462	9784063133479	2	2	3
onsen-e-yukou	温泉へゆこう!	seed4	1	deluxe	デラックス版	ジャンプ・コミックスデラックス	1	ELEAD	9784088	集英社				2	1997-08-04	9784088587523	9784088587523	9784088592183	12	2	13
ore-no-sora-keiji-hen	俺の空 刑事編	canon:extra[1]	2	bunkobon	集英社文庫コミック版(8〜11巻)	集英社文庫 コミック版	1	ELEAD	9784086	集英社				8	1997-03	9784086170376	9784086170376	9784086170406	4	8	11
ore-no-sora-keiji-hen	俺の空 刑事編	canon:extra[1]	2	bunkobon	集英社文庫コミック版(8〜11巻)	集英社文庫 コミック版	2	ELEAD	9784086	集英社				8	1997-03	9784086170376	9784086170376	9784086170406	4	8	11
ore-no-sora-keiji-hen	俺の空 刑事編	canon:extra[1]	2	bunkobon	集英社文庫コミック版(8〜11巻)	集英社文庫 コミック版	3	ELEAD	9784086	集英社				8	1997-03	9784086170376	9784086170376	9784086170406	4	8	11
ore-no-sora-keiji-hen	俺の空 刑事編	canon:extra[1]	2	bunkobon	集英社文庫コミック版(8〜11巻)	集英社文庫 コミック版	4	ELEAD	9784086	集英社				8	1997-03	9784086170376	9784086170376	9784086170406	4	8	11
ore-no-sora-keiji-hen	俺の空 刑事編	canon:extra[1]	2	bunkobon	集英社文庫コミック版(8〜11巻)	集英社文庫 コミック版	5	ELEAD	9784086	集英社				8	1997-03	9784086170376	9784086170376	9784086170406	4	8	11
ore-no-sora-keiji-hen	俺の空 刑事編	canon:extra[1]	2	bunkobon	集英社文庫コミック版(8〜11巻)	集英社文庫 コミック版	6	ELEAD	9784086	集英社				8	1997-03	9784086170376	9784086170376	9784086170406	4	8	11
ore-no-sora-keiji-hen	俺の空 刑事編	canon:extra[1]	2	bunkobon	集英社文庫コミック版(8〜11巻)	集英社文庫 コミック版	7	ELEAD	9784086	集英社				8	1997-03	9784086170376	9784086170376	9784086170406	4	8	11
otoko-do-ahou-koshien	男どアホウ甲子園	seed4	1	bunkobon	文庫版	秋田文庫	1	ELEAD	9784253	秋田書店				2	1996-10-10	9784253172677	9784253172677	9784253172813	15	2	16
peace-mashuko	PEACE	canon:volumes	0	standard	通常版	Laqia comics	1	ELEAD	9784915	不明				2	1992-05-06	9784915858277	9784915858277	9784915858529	2	2	3
plamo-kyoushirou	プラモ狂四郎	canon:extra[3]	4	deluxe	コミックボンボンデラックス	コミックボンボンデラックス	1	ELEAD	9784063	講談社				4		9784063131277	9784063131277	9784063131710	7	4	11
plamo-kyoushirou	プラモ狂四郎	canon:extra[3]	4	deluxe	コミックボンボンデラックス	コミックボンボンデラックス	2	ELEAD	9784063	講談社				4		9784063131277	9784063131277	9784063131710	7	4	11
plamo-kyoushirou	プラモ狂四郎	canon:extra[3]	4	deluxe	コミックボンボンデラックス	コミックボンボンデラックス	3	ELEAD	9784063	講談社				4		9784063131277	9784063131277	9784063131710	7	4	11
purodeyuusaa-ni-naritai	プロデューサーになりたい	canon:volumes	0	standard	通常版	ワイドKCミスターマガジン	1	ELEAD	9784063	講談社				3	1996-08-09	9784063373066	9784063373066	9784063373233	2	3	4
purodeyuusaa-ni-naritai	プロデューサーになりたい	canon:volumes	0	standard	通常版	ワイドKCミスターマガジン	2	ELEAD	9784063	講談社				3	1996-08-09	9784063373066	9784063373066	9784063373233	2	3	4
raika	雷火	seed4	0	deluxe	デラックス版	バーガーSC deluxe	1	ELEAD	9784796	スコラ				2	1988-10-22	9784882750338	9784796240123	9784882750338	11	2	12
retsupuu	烈風	canon:extra[1]	2	shinsoban	Rekishi gunzo books	Rekishi gunzo books	1	ELEAD	9784056	学習研究社				2	1999-08	9784056021066	9784056021066	9784056021073	2	2	3
saikyou-de-saisoku-no-mugen-level-appu	最強で最速の無限レベルアップ	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	1	ELEAD	9784065	講談社				6	2025-01-03	9784065378830	9784065378830	9784065440049	7	6	12
saikyou-de-saisoku-no-mugen-level-appu	最強で最速の無限レベルアップ	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	2	ELEAD	9784065	講談社				6	2025-01-03	9784065378830	9784065378830	9784065440049	7	6	12
saikyou-de-saisoku-no-mugen-level-appu	最強で最速の無限レベルアップ	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	3	ELEAD	9784065	講談社				6	2025-01-03	9784065378830	9784065378830	9784065440049	7	6	12
saikyou-de-saisoku-no-mugen-level-appu	最強で最速の無限レベルアップ	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	4	ELEAD	9784065	講談社				6	2025-01-03	9784065378830	9784065378830	9784065440049	7	6	12
saikyou-de-saisoku-no-mugen-level-appu	最強で最速の無限レベルアップ	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	5	ELEAD	9784065	講談社				6	2025-01-03	9784065378830	9784065378830	9784065440049	7	6	12
samurider	サムライダー	canon:extra[1]	2	shinsoban	ヤンマガKCスペシャル	ヤンマガKCスペシャル	1	ELEAD	9784061	講談社				2	1989-01-17	9784061021389	9784061021389	9784061021471	2	2	3
seishoujo	聖少女	canon:volumes	0	standard	通常版	Worldコミックス	1	ELEAD	9784765	久保書店				2	1983-11	9784765920599	9784765920599	9784765920810	2	2	3
sekai-saikyou-no-majo-hajimemashita	世界最強の魔女、始めました	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	1	ELEAD	9784065	講談社				7	2025-02-10	9784065382202	9784065382202	9784065432495	6	7	12
sekai-saikyou-no-majo-hajimemashita	世界最強の魔女、始めました	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	2	ELEAD	9784065	講談社				7	2025-02-10	9784065382202	9784065382202	9784065432495	6	7	12
sekai-saikyou-no-majo-hajimemashita	世界最強の魔女、始めました	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	3	ELEAD	9784065	講談社				7	2025-02-10	9784065382202	9784065382202	9784065432495	6	7	12
sekai-saikyou-no-majo-hajimemashita	世界最強の魔女、始めました	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	4	ELEAD	9784065	講談社				7	2025-02-10	9784065382202	9784065382202	9784065432495	6	7	12
sekai-saikyou-no-majo-hajimemashita	世界最強の魔女、始めました	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	5	ELEAD	9784065	講談社				7	2025-02-10	9784065382202	9784065382202	9784065432495	6	7	12
sekai-saikyou-no-majo-hajimemashita	世界最強の魔女、始めました	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	6	ELEAD	9784065	講談社				7	2025-02-10	9784065382202	9784065382202	9784065432495	6	7	12
sensei-ga-suki	先生が好き	seed4	0	standard	通常版		1	ELEAD	9784197	徳間書店				2	1989-01	9784197890217	9784197890217	9784197890606	5	2	6
shinshi-kyoutei-o-musubou	紳士協定を結ぼう!	canon:volumes	0	standard	通常版	あすかコミックスCL-DX	1	ELEAD	9784048	角川書店				2	2010-03	9784048544337	9784041206935	9784048544337	2	2	3
shippo-ga-tomodachi	シッポがともだち	seed4	2	bunkobon	文庫版	文庫版コミックス	1	ELEAD	9784087	集英社				2	1997-04-28	9784087850260	9784087850260	9784087852653	3	2	4
shounen-keniya	少年ケニヤ	canon:extra[4]	5	bunkobon	文庫版(角川文庫)	角川文庫	1	ELEAD	9784041	角川書店				4			9784041547052	9784041547182	15	4	18
shounen-keniya	少年ケニヤ	canon:extra[4]	5	bunkobon	文庫版(角川文庫)	角川文庫	2	ELEAD	9784041	角川書店				4			9784041547052	9784041547182	15	4	18
shounen-keniya	少年ケニヤ	canon:extra[4]	5	bunkobon	文庫版(角川文庫)	角川文庫	3	ELEAD	9784041	角川書店				4			9784041547052	9784041547182	15	4	18
shouwa-gokudoushi	昭和極道史	canon:extra[0]	1	shinsoban	バンブーコミックス(1997)	バンブーコミックス	1	ELEAD	9784812	竹書房				2	1997-12	9784812451618	9784812451618	9784812451748	5	2	6
silent-m-bius	サイレントメビウス	seed4	1	bunkobon	文庫版	ぶんか社コミック文庫	1	ELEAD	9784821	ぶんか社				3	2012-08	9784821171484	9784821171484	9784821173730	6	3	8
silent-m-bius	サイレントメビウス	seed4	1	bunkobon	文庫版	ぶんか社コミック文庫	2	ELEAD	9784821	ぶんか社				3	2012-08	9784821171484	9784821171484	9784821173730	6	3	8
suikoden-sentaro-1980	水滸伝	canon:volumes	0	standard	中国歴史コミック版	中国歴史コミック	1	ELEAD	9784061	講談社				4		9784061018310	9784061018310	9784061018372	7	4	10
suikoden-sentaro-1980	水滸伝	canon:volumes	0	standard	中国歴史コミック版	中国歴史コミック	2	ELEAD	9784061	講談社				4		9784061018310	9784061018310	9784061018372	7	4	10
suikoden-sentaro-1980	水滸伝	canon:volumes	0	standard	中国歴史コミック版	中国歴史コミック	3	ELEAD	9784061	講談社				4		9784061018310	9784061018310	9784061018372	7	4	10
suimeikyuu	水迷宮	seed4	1	bunkobon	文庫版	講談社漫画文庫	1	ELEAD	9784063	講談社				2	2002-04	9784063602197	9784063602197	9784063602401	3	2	4
sukaruman	スカルマン	seed4	0	bunkobon	文庫版	MF文庫	1	ELEAD	9784840	メディアファクトリー				2	2002-10	9784840106412	9784840106412	9784840106979	4	2	5
susanoou	凄ノ王	canon:volumes	0	standard	通常版	少年マガジンKC	1	ELEAD	9784061	講談社				8	1981-03-10	9784061727373	9784061727373	9784061727441	2	8	9
susanoou	凄ノ王	canon:volumes	0	standard	通常版	少年マガジンKC	2	ELEAD	9784061	講談社				8	1981-03-10	9784061727373	9784061727373	9784061727441	2	8	9
susanoou	凄ノ王	canon:volumes	0	standard	通常版	少年マガジンKC	3	ELEAD	9784061	講談社				8	1981-03-10	9784061727373	9784061727373	9784061727441	2	8	9
susanoou	凄ノ王	canon:volumes	0	standard	通常版	少年マガジンKC	4	ELEAD	9784061	講談社				8	1981-03-10	9784061727373	9784061727373	9784061727441	2	8	9
susanoou	凄ノ王	canon:volumes	0	standard	通常版	少年マガジンKC	5	ELEAD	9784061	講談社				8	1981-03-10	9784061727373	9784061727373	9784061727441	2	8	9
susanoou	凄ノ王	canon:volumes	0	standard	通常版	少年マガジンKC	6	ELEAD	9784061	講談社				8	1981-03-10	9784061727373	9784061727373	9784061727441	2	8	9
susanoou	凄ノ王	canon:volumes	0	standard	通常版	少年マガジンKC	7	ELEAD	9784061	講談社				8	1981-03-10	9784061727373	9784061727373	9784061727441	2	8	9
susanoou	凄ノ王	canon:extra[0]	1	shinsoban	フェニックスKC(1996)	フェニックスKC	1	ELEAD	9784063	講談社				2	1996-07-23	9784063290110	9784063290110	9784063290158	5	2	6
swan	SWAN	canon:extra[2]	3	kanzenban	特装シリーズ(2024〜)	SWAN特装シリーズ	1	ELEAD	9784582	平凡社				4	2024-05	9784582288742	9784582288490	9784582288766	7	4	16
swan	SWAN	canon:extra[2]	3	kanzenban	特装シリーズ(2024〜)	SWAN特装シリーズ	2	ELEAD	9784582	平凡社				4	2024-05	9784582288742	9784582288490	9784582288766	7	4	16
swan	SWAN	canon:extra[2]	3	kanzenban	特装シリーズ(2024〜)	SWAN特装シリーズ	3	ELEAD	9784582	平凡社				4	2024-05	9784582288742	9784582288490	9784582288766	7	4	16
teida-neenee	太陽娘	seed4	0	standard	通常版	Judy comics	1	ELEAD	9784091	小学館				2	2002-08	9784091691842	9784091691842	9784776741718	2	2	3
tenma-no-ketsuzoku	天馬の血族	seed4	0	deluxe	デラックス版	Asuka comics deluxe	1	ELEAD	9784048	角川書店				2	1991-11-06	9784048521932	9784048521932	9784048521949	2	2	3
tensai-bakabon	天才バカボン	canon:extra[2]	3	shinsoban	講談社コミックス(1999)	講談社コミックス	1	ELEAD	9784063	講談社				2	1999-10	9784063127560	9784063127560	9784063127706	15	2	16
tetsuwan-atom	鉄腕アトム	canon:extra[6]	7	shinsoban	講談社コミックス(1993)	講談社コミックス	1	ELEAD	9784063	講談社				6	1993-03	9784063133691	9784063133691	9784063133820	9	6	15
tetsuwan-atom	鉄腕アトム	canon:extra[6]	7	shinsoban	講談社コミックス(1993)	講談社コミックス	2	ELEAD	9784063	講談社				6	1993-03	9784063133691	9784063133691	9784063133820	9	6	15
tetsuwan-atom	鉄腕アトム	canon:extra[6]	7	shinsoban	講談社コミックス(1993)	講談社コミックス	3	ELEAD	9784063	講談社				6	1993-03	9784063133691	9784063133691	9784063133820	9	6	15
tetsuwan-atom	鉄腕アトム	canon:extra[6]	7	shinsoban	講談社コミックス(1993)	講談社コミックス	4	ELEAD	9784063	講談社				6	1993-03	9784063133691	9784063133691	9784063133820	9	6	15
tetsuwan-atom	鉄腕アトム	canon:extra[6]	7	shinsoban	講談社コミックス(1993)	講談社コミックス	5	ELEAD	9784063	講談社				6	1993-03	9784063133691	9784063133691	9784063133820	9	6	15
toki-no-daichi	刻の大地	canon:extra[2]	3	shinsoban	GFC Gファンタジーコミックス	GFC Gファンタジーコミックス	1	ELEAD	9784757	スクウェア・エニックス				9	2001-07-27	9784757504752	9784757504752	9784757506350	2	9	10
toki-no-daichi	刻の大地	canon:extra[2]	3	shinsoban	GFC Gファンタジーコミックス	GFC Gファンタジーコミックス	2	ELEAD	9784757	スクウェア・エニックス				9	2001-07-27	9784757504752	9784757504752	9784757506350	2	9	10
toki-no-daichi	刻の大地	canon:extra[2]	3	shinsoban	GFC Gファンタジーコミックス	GFC Gファンタジーコミックス	3	ELEAD	9784757	スクウェア・エニックス				9	2001-07-27	9784757504752	9784757504752	9784757506350	2	9	10
toki-no-daichi	刻の大地	canon:extra[2]	3	shinsoban	GFC Gファンタジーコミックス	GFC Gファンタジーコミックス	4	ELEAD	9784757	スクウェア・エニックス				9	2001-07-27	9784757504752	9784757504752	9784757506350	2	9	10
toki-no-daichi	刻の大地	canon:extra[2]	3	shinsoban	GFC Gファンタジーコミックス	GFC Gファンタジーコミックス	5	ELEAD	9784757	スクウェア・エニックス				9	2001-07-27	9784757504752	9784757504752	9784757506350	2	9	10
toki-no-daichi	刻の大地	canon:extra[2]	3	shinsoban	GFC Gファンタジーコミックス	GFC Gファンタジーコミックス	6	ELEAD	9784757	スクウェア・エニックス				9	2001-07-27	9784757504752	9784757504752	9784757506350	2	9	10
toki-no-daichi	刻の大地	canon:extra[2]	3	shinsoban	GFC Gファンタジーコミックス	GFC Gファンタジーコミックス	7	ELEAD	9784757	スクウェア・エニックス				9	2001-07-27	9784757504752	9784757504752	9784757506350	2	9	10
toki-no-daichi	刻の大地	canon:extra[2]	3	shinsoban	GFC Gファンタジーコミックス	GFC Gファンタジーコミックス	8	ELEAD	9784757	スクウェア・エニックス				9	2001-07-27	9784757504752	9784757504752	9784757506350	2	9	10
tokugawa-kun-ga-komarasetekuru	十九川くんが困らせてくる!	seed4	1	deluxe	デラックス版	KCデラックス	1	ELEAD	9784065	講談社				2	2025-01-03	9784065381243	9784065381243	9784065442272	5	2	6
tokyo-kazoku	東京家族	seed4	0	standard	通常版	双葉社	1	ELEAD	9784575					4	2003-05	9784575828191	9784575828191	9784575828719	2	4	5
tokyo-kazoku	東京家族	seed4	0	standard	通常版	双葉社	2	ELEAD	9784575					4	2003-05	9784575828191	9784575828191	9784575828719	2	4	5
tokyo-kazoku	東京家族	seed4	0	standard	通常版	双葉社	3	ELEAD	9784575					4	2003-05	9784575828191	9784575828191	9784575828719	2	4	5
tsuihousareta-sareta-cheat-fuyo-majutsushi-wa-kimama-na-sekando-life-o-ouka-suru	追放されたチート付与魔術師は気ままなセカンドライフを謳歌する。	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	1	ELEAD	9784065	講談社				11	2024-09-06	9784065372777	9784065372777	9784065434352	10	11	20
tsuihousareta-sareta-cheat-fuyo-majutsushi-wa-kimama-na-sekando-life-o-ouka-suru	追放されたチート付与魔術師は気ままなセカンドライフを謳歌する。	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	2	ELEAD	9784065	講談社				11	2024-09-06	9784065372777	9784065372777	9784065434352	10	11	20
tsuihousareta-sareta-cheat-fuyo-majutsushi-wa-kimama-na-sekando-life-o-ouka-suru	追放されたチート付与魔術師は気ままなセカンドライフを謳歌する。	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	3	ELEAD	9784065	講談社				11	2024-09-06	9784065372777	9784065372777	9784065434352	10	11	20
tsuihousareta-sareta-cheat-fuyo-majutsushi-wa-kimama-na-sekando-life-o-ouka-suru	追放されたチート付与魔術師は気ままなセカンドライフを謳歌する。	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	4	ELEAD	9784065	講談社				11	2024-09-06	9784065372777	9784065372777	9784065434352	10	11	20
tsuihousareta-sareta-cheat-fuyo-majutsushi-wa-kimama-na-sekando-life-o-ouka-suru	追放されたチート付与魔術師は気ままなセカンドライフを謳歌する。	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	5	ELEAD	9784065	講談社				11	2024-09-06	9784065372777	9784065372777	9784065434352	10	11	20
tsuihousareta-sareta-cheat-fuyo-majutsushi-wa-kimama-na-sekando-life-o-ouka-suru	追放されたチート付与魔術師は気ままなセカンドライフを謳歌する。	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	6	ELEAD	9784065	講談社				11	2024-09-06	9784065372777	9784065372777	9784065434352	10	11	20
tsuihousareta-sareta-cheat-fuyo-majutsushi-wa-kimama-na-sekando-life-o-ouka-suru	追放されたチート付与魔術師は気ままなセカンドライフを謳歌する。	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	7	ELEAD	9784065	講談社				11	2024-09-06	9784065372777	9784065372777	9784065434352	10	11	20
tsuihousareta-sareta-cheat-fuyo-majutsushi-wa-kimama-na-sekando-life-o-ouka-suru	追放されたチート付与魔術師は気ままなセカンドライフを謳歌する。	seed4	1	deluxe	デラックス版	講談社コミックスデラックス. 月刊少年マガジン	8	ELEAD	9784065	講談社				11	2024-09-06	9784065372777	9784065372777	9784065434352	10	11	20
