title	kana	authors	vols	lacking
キッチンカー『デリ・ジョイ』 : 車窓から異世界へ美味いもの密輸販売中!	キッチンカーデリジョイ:シャソウカライセカイエウマイモノミツユハンバイチュウ	水晶零/りぃん	[7]	巻不連続[7];v1書影無(楽天)
きもちぃイジメ。. [3]	キモチィイジメ	めぬ。	[3]	巻不連続[3];v1書影無(楽天)
巨乳の友達と付き合うまでの話	キョニュウノトモダチトツキアウマデノハナシ	フグタ家	[1]	v1書影無(楽天)
くっ殺ヒロインズ. SP22	クッコロヒロインズ		[22]	巻不連続[22];著者無;v1書影無(楽天)
国に最強のバリアを張ったら平和になりすぎて追放されました。 : 俺の魔法がヤバすぎて、美女と魔族に囲まれてるんだが!?	クニニサイキョウノバリアオハッタラヘイワニナリスギテツイホウサレマシタ:オレノマ	CK/国吉みさき	[3]	巻不連続[3];v1書影無(楽天)
怪物事変.	ケモノジヘン	藍本松	[23]	巻不連続[23];v1書影無(楽天)
ケンガンオメガ.	ケンガンオメガ	サンドロビッチ・ヤバ子/だろめおん	[29]	巻不連続[29];v1書影無(楽天)
ここは淫らな異世界です。	ココワミダラナイセカイデス	ミャモ	[1]	v1書影無(楽天)
近野智夏の腐じょうな日常.	コンノチカノフジョウナニチジョウ	渡邊ダイスケ/大羽隆廣	[6]	巻不連続[6];v1書影無(楽天)
サキュバてぃっく	サキュバティック	復八磨直兎	[1]	v1書影無(楽天)
色々出ちゃってますけど!	イロイロデチャッテマスケド	フロモチ	[1]	v1書影無(楽天)
思い出食堂. No. 82 (いなり寿司とのり巻き編)	オモイデショクドウ		[82]	巻不連続[82];著者無;v1書影無(楽天)
カノジョの発情スイッチ : こんぷりーと	カノジョノハツジョウスイッチ:コンプリート	ベコ太郎	[1]	v1書影無(楽天)
着たままえっち	キタママエッチ	ちょいぴろ	[1]	v1書影無(楽天)
COMICスロマン爆艶エキサイティング	コミックスロマンバクエンエキサイティング		[1]	著者無
これからはじまる	コレカラハジマル	馬胃	[1]	v1書影無(楽天)
ざんげしゃせ~	ザンゲシャセー	いつつせ	[1]	v1書影無(楽天)
あうとろー	アウトロー	untsuku	[1]	v1書影無(楽天)
あやかしの淫女	アヤカシノインジョ	ラララ・ホリディ	[1]	v1書影無(楽天)
異種族レズビアンズ	イシュゾクレズビアンズ	姶蜜	[1]	v1書影無(楽天)
頭文字Dバリバリ伝説 : しげの秀一2&4大全	イニシャルディーバリバリデンセツ:シゲノシュウイチニアンドヨンタイゼン		[1]	著者無;題不一致(NDL/楽天):頭文字Dバリバリ伝説しげの秀
妹・姪っ子発情中	イモウトメイッコハツジョウチュウ	西川康	[1]	v1書影無(楽天)
えちえち本番ランド	エチエチホンバンランド	肉棒魔羅ノ進	[1]	v1書影無(楽天)
ぎゅうっと愛して	ギュウットアイシテ	牛タン	[1]	v1書影無(楽天)
煙る恋情	ケブルレンジョウ	こーり	[1]	v1書影無(楽天)
コミケPlus.	コミケプラス		[23]	巻不連続[23];著者無;v1書影無(楽天)
才女のお世話 : 高嶺の花だらけな名門校で、学院一のお嬢様 (生活能力皆無) を陰ながらお世話することになりました.	サイジョノオセワ:タカネノハナダラケナメイモンコウデ、ガクインイチノオジョウサマ	坂石遊作/水島空彦	[4]	巻不連続[4];v1書影無(楽天)
青くとろける	アオクトロケル	野田ぐり	[1]	v1書影無(楽天)
甘い時間と滴る日々	アマイジカントシタタルヒビ	waves	[1]	v1書影無(楽天)
意識高い系院生触手指導 : 堕ちゆくプライド	イシキタカイケイインセイショクシュシドウ:オチユクプライド	ぶらんらん	[1]	v1書影無(楽天)
田舎にはこれくらいしか娯楽がない	イナカニワコレクライシカゴラクガナイ	しゃよー	[1]	v1書影無(楽天)
INOZ = 伊能図 : 55歳から歩いて作る日本地図.	イノウズ	こやす珠世	[2]	巻不連続[2];v1書影無(楽天)
淫乱妖怪エクソシズム	インランヨウカイエクソシズム	とこわん	[1]	v1書影無(楽天)
思い出食堂. No. 83 (ひんやり♪冷凍みかん編)	オモイデショクドウ		[83]	巻不連続[83];著者無;v1書影無(楽天)
可愛いなら愛して	カワイイナラアイシテ	小箱みみず	[1]	v1書影無(楽天)
寄生洗脳~歯向かう雌を思いのままに : 別冊コミックアンリアル	キセイセンノウハムカウメスオオモイノママニ:ベッサツコミックアンリアル		[1]	著者無;v1書影無(楽天)
くっ殺ヒロインズ. SP23	クッコロヒロインズ		[23]	巻不連続[23];著者無;v1書影無(楽天)
くノ一ぼたん. 1ノ巻	クノイチボタン	田辺京	[1]	v1書影無(楽天)
けもみみえっち~発情期をきっかけに結ばれた獣っ娘たち~ : 別冊コミックアンリアル	ケモミミエッチハツジョウキオキッカケニムスバレタケモノッコタチ:ベッサツコミック		[1]	著者無;v1書影無(楽天)
交尾指導 : 蕩ける子宮を受精するまで躾け中	コウビシドウ:トロケルシキュウオジュセイスルマデシツケチュウ	野良黒ネロ	[1]	v1書影無(楽天)
蠱惑ぶりりあんと	コワクブリリアント	海野りょう	[1]	v1書影無(楽天)
ごほーびほしいな?	ゴホービホシイナ	橙織ゆぶね	[1]	v1書影無(楽天)
愛にイクよ!	アイニイクヨ	konnyaku	[1]	v1書影無(楽天)
あなたが体験した怖い話 : 不吉だらけの忌み部屋	アナタガタイケンシタコワイハナシ:フキツダラケノイミベヤ		[1]	著者無;v1書影無(楽天)
アナタにシてって言われたから	アナタニシテッテイワレタカラ	ヴァリオス	[1]	v1書影無(楽天)
江戸吉原で遊女ヤります! : タイムトラベル大江戸ポルノ	エドヨシワラデユウジョヤリマス:タイムトラベルオオエドポルノ	八月薫/坂本六有	[1]	v1書影無(楽天)
陰にかどわかされて	カゲニカドワカサレテ	梅久	[1]	v1書影無(楽天)
彼に沈む = Ossessionata Da Lui	カレニシズム		[1]	著者無
きみの檻のなか	キミノオリノナカ	平丸あきら	[1]	v1書影無(楽天)
国境のエミーリャ = ПОГРАНИЧНИЦА ЗМИЛИЯ.	コッキョウノエミーリャ	池田邦彦/津久田重吾 監修協力	[14]	巻不連続[14];v1書影無(楽天)
コネクト	コネクト	Hamao	[1]	v1書影無(楽天)
こんな世界でナニすんの!?	コンナセカイデナニスンノ	かに村えびお	[1]	v1書影無(楽天)
アウトドアごはん. No.	アウトドアゴハン		[16]	巻不連続[16];著者無;v1書影無(楽天)
今泉ん家はどうやらギャルの溜まり場になってるらしい. B	イマイズミンチワドウヤラギャルノタマリバニナッテルラシイ	のり伍郎	[1]	v1書影無(楽天)
裏オンライン☆エッチに廃課金します!	ウラオンラインエッチニハイカキンシマス	景山玄都	[1]	v1書影無(楽天)
思い出食堂. No. 84 (のんびり♨たこ焼き編)	オモイデショクドウ		[84]	巻不連続[84];著者無;v1書影無(楽天)
女が牝へと変わる刻	オンナガメスエトカワルトキ	久水あるた	[1]	v1書影無(楽天)
ガール・パセス・ボーイ	ガールパセスボーイ	おわりにんげん	[1]	v1書影無(楽天)
秋桜が咲いた日に	コスモスガサイタヒニ	荒井啓	[1]	v1書影無(楽天)
悪堕ち触手服	アクオチショクシュフク		[1]	著者無;v1書影無(楽天)
あげちん♂ : 美女たちにSEXしてとせがまれて	アゲチン:ビジョタチニセックスシテトセガマレテ	猫夜	[1]	v1書影無(楽天)
あさぎ色のサウダージ = Pale Blue-green Color Saudade.	アサギイロノサウダージ	サクタロー [著]	[2]	巻不連続[2];v1書影無(楽天)
あなたに染まる	アナタニソマル	白菊	[1]	v1書影無(楽天)
妹まえから姉うしろから	イモウトマエカラアネウシロカラ	青木幹治	[1]	v1書影無(楽天)
淫辱陥落 : 国民性活省の素晴らしい政策	インジョクカンラク:コクミンセイカツショウノスバラシイセイサク	砂場遊	[1]	v1書影無(楽天)
お隣の贄	オトナリノニエ	犬江しんすけ	[1]	v1書影無(楽天)
おもちかえりです	オモチカエリデス	櫻井マキ	[1]	v1書影無(楽天)
おんなのことらんす	オンナノコトランス	INAGO	[1]	v1書影無(楽天)
会社の同僚と...シちゃいました。	カイシャノヒトトシチャイマシタ	ももずみ純	[1]	v1書影無(楽天)
姦獄触手戦艦 : おぞましき異形生物の宴	カンゴクショクシュセンカン:オゾマシキイギョウセイブツノウタゲ	yuyu	[1]	v1書影無(楽天)
CAT'S・EYE画宝	キャッツアイガホウ		[1]	著者無;題不一致(NDL/楽天):キャッツ・アイ画宝
くっ殺ヒロインズ. SP24	クッコロヒロインズ		[24]	巻不連続[24];著者無;v1書影無(楽天)
繰り返しイかされ続ける女たち	クリカエシイカサレツズケルオンナタチ	くぅぱぁ	[1]	v1書影無(楽天)
肛逝絶頂!アナルファイターズ!!	コウイゼッチョウアナルファイターズ	菊薊薫	[1]	v1書影無(楽天)
ゴブリン共生社会	ゴブリンキョウセイシャカイ	茶否	[1]	v1書影無(楽天)
赤の結婚 = ROUGE MARRIAGE.	アカノケッコン	兎山もなか/羽柴みず	[3]	巻不連続[3];v1書影無(楽天)
悪女矯正計画 = BAD GIRL CORRECTION PLAN.	アクジョキョウセイケイカク	おぎしろ/さくたろう	[2]	巻不連続[2];v1書影無(楽天)
あそこがチョロいあの娘の話	アソコガチョロイアノコノハナシ	藤ます	[1]	v1書影無(楽天)
圧倒的ガチャ運で異世界を成り上がる!	アットウテキガチャウンデイセカイオナリアガル	ケンノジ/藤咲ユウ	[5]	巻不連続[5];v1書影無(楽天)
あなあそび	アナアソビ	玉置勉強	[1]	v1書影無(楽天)
あなたが悪いんだからね	アナタガワルインダカラネ	幸せな朝食。	[1]	v1書影無(楽天)
怪しいおまわりさん : BEHIND THE UNIFORM.	アヤシイオマワリサン:ビハインドザユニフォーム	無機質	[2]	巻不連続[2];v1書影無(楽天)
いいなり妻は今日もイキ我慢	イイナリズマワキョウモイキガマン	朔月	[1]	v1書影無(楽天)
Ignition6 : 太田垣康男異色短編集	イグニッションシックス:オオタガキヤスオイショクタンペンシュウ	太田垣康男	[1]	題不一致(NDL/楽天):太田垣康男異色短編集 Ign
イケメン騎士を拾ったんだがどうしたらいい? : 恋するMOON DOGスピンオフ.	イケメンキシオヒロッタンダガドウシタライイ:コイスルムーンドッグスピンオフ	山田南平	[2]	巻不連続[2];v1書影無(楽天)
異世界最高の貴族、ハーレムを増やすほど強くなる.	イセカイサイコウノキゾクハーレムオフヤスホドツヨクナル	三木なずな/木下さとし	[6]	巻不連続[6];v1書影無(楽天)
異世界転移で女神様から祝福を! : いえ、手持ちの異能があるので結構です : @comic.	イセカイテンイデメガミサマカラシュクフクオ!:イエ、テモチノイノウガアルノデケッ	コーダ/壁アキオ	[4]	巻不連続[4];v1書影無(楽天)
異世界転生の冒険者.	イセカイテンセイノボウケンシャ	しばの番茶/ケンイチ	[13]	巻不連続[13];v1書影無(楽天)
田舎の人妻たち	イナカノヒトズマタチ	只野めざし	[1]	v1書影無(楽天)
犬飼くんのシッポ : 恋するMOON DOGスピンオフ.	イヌカイクンノシッポ:コイスルムーンドッグスピンオフ	山田南平	[2]	巻不連続[2];v1書影無(楽天)
インチキ聖女と言われたので、国を出てのんびり暮らそうと思います.	インチキセイジョトイワレタノデ、クニオデテノンビリクラソウトオモイマス	朱子すず/日之影ソラ	[6]	巻不連続[6];v1書影無(楽天)
上杉くんは女の子をやめたい = Uesugi-kun wants to quit being a girl.	ウエスギクンワオンナノコオヤメタイ	やぶうち優	[4]	巻不連続[4];v1書影無(楽天)
うおマロ : マシュマロサイズのオオサンショウウオ. Volume01	ウオマロ:マシュマロサイズノオオサンショウウオ	モコ	[1]	題不一致(NDL/楽天):うおマロ マシュマロサイズの
宇宙のなかであなただけ	ウチュウノナカデアナタダケ	もず	[1]	v1書影無(楽天)
裏切られたSランク冒険者の俺は、愛する奴隷の彼女らと共に奴隷だけのハーレムギルドを作る.	ウラギラレタエスランクボウケンシャノオレワアイスルドレイノカノジョラトトモニドレ	柊咲/川田暁生	[13]	巻不連続[13];v1書影無(楽天)
「映画キミとアイドルプリキュア♪お待たせ!キミに届けるキラッキライブ!」フィルムコミック	エイガキミトアイドルプリキュアオマタセキミニトドケルキラッキライブフィルムコミッ		[1]	著者無
HB×RS : Complete Edition	エイチビーアールエス:コンプリートエディション	ホムンクルス	[1]	v1書影無(楽天)
えちえち実況配信者を寝取るオレ	エチエチジッキョウハイシンシャオネトルオレ	かると	[1]	v1書影無(楽天)
エロゲ世界に転生した俺が、推しへの愛で寝取られヒロインを幸せにする。.	エロゲセカイニテンセイシタオレガオシエノアイデネトラレヒロインオシアワセニスル	水城水城/さつきあしゃ	[2]	巻不連続[2];v1書影無(楽天)
王国物語 = TALES OF THE KINGDOM.	オウコクモノガタリ	中村明日美子	[6]	巻不連続[6];v1書影無(楽天)
幼馴染のS級パーティーから追放された聖獣使い。万能支援魔法と仲間を増やして最強へ!	オサナナジミノエスキュウパーティーカラツイホウサレタセイジュウツカイバンノウシエ	かなりつ/黒田高祥	[9]	巻不連続[9];v1書影無(楽天)
幼なじみはいつも先走る.	オサナナジミワイツモサキバシル	ウシハシル	[2]	巻不連続[2];v1書影無(楽天)
乙女怪獣キャラメリゼ.	オトメカイジュウキャラメリゼ	蒼木スピカ	[9]	巻不連続[9];v1書影無(楽天)
お姉ちゃんの翠くん = MIDORI LOVES MY SISTER.	オネエチャンノミドリクン	目黒あむ	[10]	巻不連続[10];v1書影無(楽天)
思い出食堂. No. 85 (クリームシチュー編)	オモイデショクドウ		[85]	巻不連続[85];著者無;v1書影無(楽天)
快姦絶頂アクメ	カイカンゼッチョウアクメ	三顕人	[1]	v1書影無(楽天)
かいじゅうの花束.	カイジュウノハナタバ	雨花深衣	[6]	巻不連続[6];v1書影無(楽天)
顔に出ない柏田さんと顔に出る太田君+ = Expressionless Face Girl and Emotional Face Boy+.	カオニデナイカシワダサントカオニデルオオタクンプラス	東ふゆ [著]	[3]	巻不連続[3];v1書影無(楽天)
ガス灯野良犬探偵団.	ガストウノライヌタンテイダン	青崎有吾/松原利光	[9]	巻不連続[9];v1書影無(楽天)
機動戦士ガンダムラストホライズン = MOBILE SUIT GUNDAM RUST HORIZON.	キドウセンシガンダムラストホライズン	吉野弘幸 シナリオ/寺田ケンイチ	[6]	巻不連続[6];v1書影無(楽天)
君のことが大大大大大好きな100人の彼女.	キミノコトガダイダイダイダイダイスキナヒャクニンノカノジョ	中村力斗/野澤ゆき子	[24]	巻不連続[24];v1書影無(楽天)
きみは謎解きのマシェリ = Tu es ma détective chérie.	キミワナゾトキノマシェリ	糸なつみ	[9]	巻不連続[9];v1書影無(楽天)
キミハボクノモノ	キミワボクノモノ	由那	[1]	v1書影無(楽天)
Candy Box Creations : 太田垣康男珠玉短編集	キャンディボックスクリエイションズ:オオタガキヤスオシュギョクタンペンシュウ	太田垣康男	[1]	題不一致(NDL/楽天):太田垣康男珠玉短編集 Can
きらりん☆レボリューション = KiRARiN REVOLUTiON.	キラリンレボリューション	中原杏	[1, 2]	題不一致(NDL/楽天):きらりん☆レボリューション 
金属スライムを倒しまくった俺が〈黒鋼の王〉と呼ばれるまで = SLIME SLAYER:FROM ZERO TO BLACK STEEL KING.	キンゾクスライムオタオシマクッタオレガクロガネノオウトヨバレルマデ	藤屋いずこ/温泉カピバラ	[3]	巻不連続[3];v1書影無(楽天)
銀河英雄伝説.	ギンガエイユウデンセツ	田中芳樹/藤崎竜	[34]	巻不連続[34];v1書影無(楽天)
クラスメイトの元アイドルが、とにかく挙動不審なんです。 = My classmate SHION SAEGUSA was idol,but she is unsure of behavior in front of me.	クラスメイトノモトアイドルガトニカクキョドウフシンナンデス	こりんさん/となりける	[5]	巻不連続[5];v1書影無(楽天)
クラッシャージョウREBIRTH.	クラッシャージョウリバース	高千穂遙/安彦良和	[6]	巻不連続[6];v1書影無(楽天)
黒幕ゲーム.	クロマクゲーム	久追遥希/八角シキミ	[2]	巻不連続[2];v1書影無(楽天)
グランマの憂鬱 = Grandmother's Melancholy.	グランマノユウウツ	高口里純	[18]	巻不連続[18];v1書影無(楽天)
結婚商売 = Marriage of Convenience.	ケッコンショウバイ	Antstudio/KEN	[5]	巻不連続[5];v1書影無(楽天)
激闘!異世界警察24時 : 最前線スペシャル!the comic.	ゲキトウ!イセカイケイサツ24ジ:サイゼンセンスペシャル!thecomic	片栗粉/高寛	[1]	題不一致(NDL/楽天):激闘! 異世界警察24時最前
ゲキドウ.	ゲキドウ	ココカコ, 三澄スミ	[2]	巻不連続[2];v1書影無(楽天)
ゲゲゲの女房 : 人生は......終わりよければ、すべてよし!!	ゲゲゲノニョウボウ:ジンセイワオワリヨケレバスベテヨシ	武良布枝	[1]	題不一致(NDL/楽天):ゲゲゲの女房 増補新装版
アストロキング : 召喚勇者だけど下級認定されたのでメイドハーレムを作ります!	アストロキング:ショウカンユウシャダケドカキュウニンテイサレタノデメイドハーレム	GEN/竜庭ケンジ	[5]	巻不連続[5];v1書影無(楽天)
あなたとわたしの恋色模様	アナタトワタシノコイイロモヨウ	かたせなの	[1]	v1書影無(楽天)
異世界水族館のつくりかた = How to make the isekai aquarium : モンスター娘たちと無人島で楽園創造スローライフ!	イセカイスイゾクカンノツクリカタ	もくはち	[1]	題不一致(NDL/楽天):異世界水族館のつくりかた〜モ
異世界魔術師は魔法を唱えない : THE COMIC.	イセカイマジュツシワマホウオトナエナイ:ザコミック	こっぱむ/もち	[7]	巻不連続[7];v1書影無(楽天)
陰キャ同士のセックスが一番エロいよね	インキャドウシノセックスガイチバンエロイヨネ	どじろー	[1]	v1書影無(楽天)
いんびりの村 : 顔の同じ男たち.	インビリノムラ:カオノオナジオトコタチ	佐藤啓	[2]	巻不連続[2];v1書影無(楽天)
うしちちガールズ	ウシチチガールズ	ちるまくろ	[1]	v1書影無(楽天)
エロ漫研とかにようこそ!	エロマンケントカニヨウコソ	きづかかずき	[1]	v1書影無(楽天)
大きいムキムキ小さいむちむち = BIG MUKIMUKI SMALL MUCHIMUCHI.	オオキイムキムキチイサイムチムチ	檜原フキ	[2]	巻不連続[2];v1書影無(楽天)
大きな声では言えませんが。.	オオキナコエデワイエマセンガ	皆月つなみ	[2, 3]	巻不連続[2, 3];v1書影無(楽天)
おーばーふろぉ. [8]	オーバーフロォ	かいづか	[8]	巻不連続[8];v1書影無(楽天)
奥様に捨てられた伯爵様 = The oppressed wife finds happiness by separating from her husband. : 虐げられてきた奥様は、思い切りよく第二の人生に向かいます!	オクサマニステラレタハクシャクサマ	セメント食べ太郎/三輪有利佳	[1]	題不一致(NDL/楽天):奥様に捨てられた伯爵様〜虐げ
おしりで性処理はセックスでは、ない	オシリデセイショリワセックスデワナイ	愉快田うちお	[1]	v1書影無(楽天)
思い上がりも程々に。 = Be moderate in your hubris. : 地味令嬢アメリアの幸せな婚約.	オモイアガリモホドホドニ	ヒビキ/ごろごろみかん。	[1]	題不一致(NDL/楽天):思い上がりも程々に。地味令嬢
ガチャを回して仲間を増やす最強の美少女軍団を作り上げろ = You increase families and make beautiful girl army corps,and put it up : THE COMIC.	ガチャオマワシテナカマオフヤスサイキョウノビショウジョグンダンオツクリアゲロ	晴野しゅー/ちんくるり	[13]	巻不連続[13];v1書影無(楽天)
君のえっちな弱点	キミノエッチナジャクテン	旅口工路	[1]	v1書影無(楽天)
ギャルすこパコる	ギャルスコパコル	旅烏	[1]	v1書影無(楽天)
クジラの葬列 = fauna of Killer falls.	クジラノソウレツ	矢木直樹	[2]	巻不連続[2];v1書影無(楽天)
クソゲー悪役令嬢 = The KUSOGE Villainess : 滅亡エンドしかない世界に転生したけど、しぶとく生き残ってやりますわ!	クソゲーアクヤクレイジョウ	美琴アヤ/タカば	[1]	題不一致(NDL/楽天):クソゲー悪役令嬢 〜滅亡エン
黒獣外伝淫慾の大娼館THE COMIC	クロイヌガイデンインヨクノダイショウカンザコミック	ジンナイ/Liquid	[1]	v1書影無(楽天)
黒豹殿下、フェロモンがダダ漏れです! : 淫紋持ち神子ですが、毎晩迫ってこられても困ります.	クロヒョウデンカフェロモンガダダモレデス:インモンモチミコデスガマイバンセマッテ	猫田れお/竹輪	[1]	題不一致(NDL/楽天):黒豹殿下、フェロモンがダダ漏
軍属麗奴ツバキ淫れ散る三戦華THE COMIC	グンゾクレイドツバキミダレチルサンセンカザコミック	からすま弐式/高岡智空	[1]	v1書影無(楽天)
極楽温泉物語	ゴクラクオンセンモノガタリ	赤木リオ	[1]	v1書影無(楽天)
ゴブリンアイランド.	ゴブリンアイランド	埃太郎/しきシキ	[2]	巻不連続[2];v1書影無(楽天)
サーシャちゃんとクラスメイトオタクくん = Саша и ее одноклассник Отаку.	サーシャチャントクラスメイトオタククン	はぐはぐ	[6]	巻不連続[6];v1書影無(楽天)
最強魔王は無双してたのに : 女体化解除のカギは人助けの旅でした.	サイキョウマオウワムソウシテタノニ:ニョタイカカイジョノカギワヒトダスケノタビデ	ワス	[1]	題不一致(NDL/楽天):最強魔王は無双してたのに 〜
酒のほそ道 : 酒と肴の歳時記.	サケノホソミチ:サケトサカナノサイジキ	ラズウェル細木	[58]	巻不連続[58];v1書影無(楽天)
