slug	title	vol	ghost_date	vol1_date
shin-yajikita-douchuuki	新やじきた道中記	3	1972-02	1998-08-01
shiroi-pilot	白いパイロット	3	1963-01	1978-10-10
shisetsutantei-akai-kiba	私設探偵赤い牙	3	1981-02	2001-07
shogun-no-bodii-guard	将軍のボディーガード	2	1984-11	2008-12
shogun-no-bodii-guard	将軍のボディーガード	4	1986-03	2008-12
shoichi	Shoichi	3	1990-07	1996-03
shoichi	Shoichi	4	1991-02	1996-03
shoufumarii	娼婦マリー	2	1980-10-01	2005-08-04
shounen-doumei	少年同盟	2	1968-12-20	2001-10
shounen-doumei	少年同盟	3	1969-05-30	2001-10
shounen-giants	少年ジャイアンツ	3	1975-12	1977-10
shounen-harikeen	少年ハリケーン	2	1968-05-18	2006-08-02
shounen-no-1	少年No.1	6	1970-04-30	2007-09-02
shounen-no-machi-zf	少年の町ZF	6	1979-01-01	1995-09
shounen-no-machi-zf	少年の町ZF	7	1979-04-01	1995-09
shounen-no-machi-zf	少年の町ZF	8	1979-05-01	1995-09
shounen-no-machi-zf	少年の町ZF	9	1979-06-01	1995-09
shouwa-gokudoushi	昭和極道史	8	1980-10	1984-01
shouwa-gokudoushi	昭和極道史	9	1979-08	1984-01
shouwa-gokudoushi	昭和極道史	16	1980-11	1984-01
shumari	シュマリ	4	1976-07	1987-10
shurayukihime	修羅雪姫	2	1973-07-30	1976
shuten-douji	手天童子	7	1978-07-25	1985
shuten-douji	手天童子	8	1978-09-20	1985
shuten-douji	手天童子	9	1978-11-25	1985
shutter-shower	シャッターシャワー	2	1980-10-25	1986-10
shutter-shower	シャッターシャワー	3	1980-12	1986-10
sign-wa-ui	サインはV!	10	1976-11-30	1985-03
sign-wa-ui	サインはV!	7	1977-03	1985-03
sign-wa-ui	サインはV!	8	1977-03	1985-03
soorujaa	葬流者	2	1985-05	2009-02
soorujaa	葬流者	5	1985-08	2009-02
soorujaa	葬流者	6	1985-09	2009-02
soorujaa	葬流者	7	1985-10	2009-02
soorujaa	葬流者	8	1985-11	2009-02
soorujaa	葬流者	9	1985-12	2009-02
soorujaa	葬流者	10	1986-01	2009-02
soorujaa	葬流者	11	1986-02	2009-02
sora-no-orugan	空のオルガン	5	1990-02-20	2007-11
sora-no-orugan	空のオルガン	6	1990-08-15	2007-11
sora-no-orugan	空のオルガン	8	1990-12-15	2007-11
souseiki	騒世紀	2	1982-07	1987-09-20
spade-j	スペードJ	2	1998-06-25	2007-03-02
spider-man	スパイダーマン	6	1976-07-20	1986-12-20
spider-man	スパイダーマン	7	1976-07-30	1986-12-20
spider-man	スパイダーマン	8	1976-08-25	1986-12-20
subarashiki-bandittsu	素晴らしきバンディッツ	6	1980-01-20	1986-12-06
subarashiki-bandittsu	素晴らしきバンディッツ	7	1980-04-20	1986-12-06
subarashiki-bandittsu	素晴らしきバンディッツ	8	1980-07-20	1986-12-06
subarashiki-bandittsu	素晴らしきバンディッツ	9	1980-09-20	1986-12-06
subarashiki-bandittsu	素晴らしきバンディッツ	10	1980-10-20	1986-12-06
submarine-nanamarunana	サブマリン707	4	1967-06-10	1976-09
submarine-nanamarunana	サブマリン707	5	1967-07-10	1976-09
submarine-nanamarunana	サブマリン707	6	1967-10-20	1976-09
sugata-sanshirou	姿三四郎	5	1977-09	1984-08
sugata-sanshirou	姿三四郎	6	1977-12-05	1984-08
sugata-sanshirou	姿三四郎	7	1978-03-25	1984-08
suikoden-sentaro-1980	水滸伝	3	1980-02	1988-08
suikoden-sentaro-1980	水滸伝	5	1985-04-10	1988-08
suikoden-sentaro-1980	水滸伝	6	1985-06-10	1988-08
suikoden-sentaro-1980	水滸伝	7	1985-08-10	1988-08
suikoden-sentaro-1980	水滸伝	9	1985-10-10	1988-08
suikoden-sentaro-1980	水滸伝	10	1985-12-06	1988-08
sukarukiraa-jiyatsukiou	スカルキラー邪鬼王	2	1991-05-20	2000-04
sukuranburueggu	すくらんぶるエッグ	5	1978-12-15	1986-11-30
sukuranburueggu	すくらんぶるエッグ	6	1979-05-01	1986-11-30
sukuranburueggu	すくらんぶるエッグ	9	1980-01-15	1986-11-30
sukuranburueggu	すくらんぶるエッグ	10	1980-04-15	1986-11-30
sukuranburueggu	すくらんぶるエッグ	11	1980-08-15	1986-11-30
sukuranburueggu	すくらんぶるエッグ	12	1981-01-15	1986-11-30
suna-no-shiro	砂の城	7	1982-03-20	1989-09-10
supeope-chuugaku	スペオペ宙学	2	1979-09-15	2001-09
supeope-chuugaku	スペオペ宙学	3	1979-10-30	2001-09
supootsuman-kintarou	スポーツマン金太郎	2	1960-12	1976-07-05
supootsuman-kintarou	スポーツマン金太郎	3	1961-02	1976-07-05
supootsuman-kintarou	スポーツマン金太郎	4	1961-03	1976-07-05
survival	サバイバル	18	1980-11-15	1988-06-23
survival	サバイバル	19	1980-12-15	1988-06-23
survival	サバイバル	20	1981-01-15	1988-06-23
survival	サバイバル	21	1981-02-15	1988-06-23
survival	サバイバル	22	1981-03-15	1988-06-23
susume-pirates	すすめ!!パイレーツ	7	1980-08	1996-04-25
susume-pirates	すすめ!!パイレーツ	8	1980-10	1996-04-25
susume-pirates	すすめ!!パイレーツ	9	1980-12	1996-04-25
susume-pirates	すすめ!!パイレーツ	10	1981-04	1996-04-25
susume-pirates	すすめ!!パイレーツ	11	1981-07	1996-04-25
susume-pirates	すすめ!!パイレーツ	7	1980-08-15	1996-04-25
susume-pirates	すすめ!!パイレーツ	8	1980-10-15	1996-04-25
susume-pirates	すすめ!!パイレーツ	9	1980-12-15	1996-04-25
susume-pirates	すすめ!!パイレーツ	10	1981-04-15	1996-04-25
susume-pirates	すすめ!!パイレーツ	11	1981-07-15	1996-04-25
sutegoma-ichi	捨て駒いち	3	1982-06	1987-06
sutegoma-ichi	捨て駒いち	4	1982-09	1987-06
sutegoma-ichi	捨て駒いち	5	1982-11	1987-06
sutegoma-ichi	捨て駒いち	6	1983-01	1987-06
sutoppunii-chan	ストップ!にいちゃん	4	1968-11	2008-09-15
sutoppunii-chan	ストップ!にいちゃん	5	1969-03	2008-09-15
sutoppunii-chan	ストップ!にいちゃん	6	1969-06	2008-09-15
sutoppunii-chan	ストップ!にいちゃん	7	1969-09	2008-09-15
sutoppunii-chan	ストップ!にいちゃん	8	1970-05-30	2008-09-15
sutoppunii-chan	ストップ!にいちゃん	9	1970-06	2008-09-15
sutoppunii-chan	ストップ!にいちゃん	10	1970-08	2008-09-15
sutoppunii-chan	ストップ!にいちゃん	11	1970-09	2008-09-15
sutoppunii-chan	ストップ!にいちゃん	12	1970-11	2008-09-15
sutoppunii-chan	ストップ!にいちゃん	13	1970-12	2008-09-15
swan	SWAN	17	1981-01-30	1988-02-15
swan	SWAN	18	1981-02-28	1988-02-15
swan	SWAN	19	1981-07-30	1988-02-15
swan	SWAN	20	1981-08-30	1988-02-15
swan	SWAN	21	1981-09-30	1988-02-15
tabibito-kun	旅人くん	3	1977-01-15	2001-09
tabuchi-kun	わしらのベースボール	2	1985-12	1988-04
tabuchi-kun	わしらのベースボール	3	1986-11	1988-04
tadaima-jugyouchuu	ただいま授業中!	6	1982-05-15	1991-03
tadaima-jugyouchuu	ただいま授業中!	7	1982-07	1991-03
tadaima-jugyouchuu	ただいま授業中!	8	1982-09	1991-03
tadaima-jugyouchuu	ただいま授業中!	9	1982-11	1991-03
tadaima-jugyouchuu	ただいま授業中!	10	1983-02-15	1991-03
tange-sazen	丹下左膳	4	1959-01	2009-12
tank-tankuro	タンク・タンクロー	2	1935-10	1976
tank-tankuro	タンク・タンクロー	3	1935-10	1976
tank-tankuro	タンク・タンクロー	4	1935-10	1976
tank-tankuro	タンク・タンクロー	5	1970	1976
tanpopo-san-no-uta	たんぽぽさんの詩	2	1982-09	2004-03
tantei-monogatari-kabu	探偵物語カブ	2	1985-12	1998-05
taraobannai	多羅尾伴内	4	1978-08-20	1986-04-05
target	ターゲット	2	1985-10	2005-02-05
target	ターゲット	4	1985-11-01	2005-02-05
target	ターゲット	5	1985-11-01	2005-02-05
tekkanomakihei	鉄火の巻平	2	1978-08	1995-02-15
tekkanomakihei	鉄火の巻平	3	1978-10	1995-02-15
tekkanomakihei	鉄火の巻平	4	1979-08	1995-02-15
tekkanomakihei	鉄火の巻平	5	1980-03	1995-02-15
tekkanomakihei	鉄火の巻平	6	1980-10	1995-02-15
tekkanomakihei	鉄火の巻平	7	1978-12	1995-02-15
tekkanomakihei	鉄火の巻平	8	1981-03-01	1995-02-15
tennis-boy	テニスボーイ	10	1982-08	1989-10
tennis-boy	テニスボーイ	11	1982-10-15	1989-10
tennis-boy	テニスボーイ	12	1982-12	1989-10
tennis-boy	テニスボーイ	13	1983-02-15	1989-10
tenposen	天呆銭	2	1974-05	2009-06
tensai-bakabon	天才バカボン	30	1976-05	1987-11-17
tentoumushinouta	てんとう虫の歌	3	1974-12	1995-03-20
tentoumushinouta	てんとう虫の歌	4	1975-04	1995-03-20
terashimachou-ki-tan	寺島町奇譚	2	1976-08	1988-03
terashimachou-ki-tan	寺島町奇譚	3	1976-09	1988-03
tetsu-chan	手っちゃん	3	1977-02	1999-07
tetsu-chan	手っちゃん	4	1977-04	1999-07
tetsu-chan	手っちゃん	5	1977-07-30	1999-07
tetsu-no-samuson	鉄のサムソン	2	1991-12-20	2010-05
tetsu-no-samuson	鉄のサムソン	3	1992-02-29	2010-05
tetsumonkai-shouninden	鉄門海上人伝	2	1974	2006-08
the-cop	ザ・コップ	2	1975	1988-07
the-cop	ザ・コップ	3	1982-05	1988-07
the-cop	ザ・コップ	4	1982-06	1988-07
the-cop	ザ・コップ	5	1982-09	1988-07
the-cop	ザ・コップ	6	1982-11	1988-07
the-cop	ザ・コップ	7	1983-02	1988-07
the-rapeman	THE レイプマン	6	1987-08	1999-06-24
the-starbow	ザ・スターボウ	3	1979-01	1987-11
the-ultraman	ザ・ウルトラマン	4	1980-01	1998-03-12
tobakushitachi	賭博師たち	2	1973-01-15	1995-04
tobakushitachi	賭博師たち	3	1979-11	1995-04
todoroke-ichiban	とどろけ!一番	2	1981-01-25	2002-01
todoroke-ichiban	とどろけ!一番	4	1981-12	2002-01
todoroke-ichiban	とどろけ!一番	5	1982-06	2002-01
todoroke-ichiban	とどろけ!一番	6	1982-11	2002-01
toilet-hakase	トイレット博士	8	1973	1978-05
toilet-hakase	トイレット博士	9	1973	1978-05
toilet-hakase	トイレット博士	10	1973-12-31	1978-05
toilet-hakase	トイレット博士	11	1973	1978-05
toilet-hakase	トイレット博士	12	1974-05-31	1978-05
toilet-hakase	トイレット博士	13	1974-08-31	1978-05
toilet-hakase	トイレット博士	14	1973	1978-05
toilet-hakase	トイレット博士	15	1974-12-31	1978-05
toilet-hakase	トイレット博士	16	1973	1978-05
toilet-hakase	トイレット博士	17	1973	1978-05
toilet-hakase	トイレット博士	18	1975-05-31	1978-05
toilet-hakase	トイレット博士	19	1973	1978-05
toilet-hakase	トイレット博士	20	1973	1978-05
toilet-hakase	トイレット博士	21	1976-02	1978-05
toilet-hakase	トイレット博士	22	1976-05	1978-05
toilet-hakase	トイレット博士	23	1976-07	1978-05
toilet-hakase	トイレット博士	27	1977-04	1978-05
toilet-hakase	トイレット博士	28	1977-06	1978-05
toki-no-gyouja	時の行者	6	1979-07-05	1983-08
tokimeki-no-jin	ときめきのジン	9	1981-12	1989-03
tokoharu-boys	常春boys	2	1994-03	2010-09
torajima-no-mii-me	トラジマのミーめ	2	1978-04	2001-02
torajima-no-mii-me	トラジマのミーめ	3	1978-04	2001-02
torajima-no-mii-me	トラジマのミーめ	4	1978-04	2001-02
torajima-no-mii-me	トラジマのミーめ	5	1978-04-10	2001-02
toudai-itchokusen	東大一直線	11	1980-07-15	1991-08
toudai-itchokusen	東大一直線	12	1980-09-15	1991-08
toudai-itchokusen	東大一直線	13	1980-12	1991-08
tropical-hanjirou	トロピカル半次郎	3	1982-07	1988-01
tsuge-yoshiharu-senshuu	つげ義春選集	2	1977-07-10	1986-07
tsuge-yoshiharu-senshuu	つげ義春選集	3	1977-09-30	1986-07
tsuge-yoshiharu-senshuu	つげ義春選集	4	1978-02-05	1986-07
tsuge-yoshiharu-senshuu	つげ義春選集	5	1978-07-15	1986-07
tsuge-yoshiharu-senshuu	つげ義春選集	6	1978-09-25	1986-07
tsuge-yoshiharu-senshuu	つげ義春選集	7	1979-01-15	1986-07
tsuge-yoshiharu-senshuu	つげ義春選集	8	1969-07-30	1986-07
tsuge-yoshiharu-senshuu	つげ義春選集	9	1980-06-15	1986-07
tsuge-yoshiharu-senshuu	つげ義春選集	10	1981-06-20	1986-07
tsumitobatsu	罪と罰	2	1953-11-05	1977-06-15
tsuruhime-jaatsu	つる姫じゃ～っ！	11	1980-11-30	1988-11-10
tv-tenshi	テレビ天使	3	1970-07-30	1978-07
uchuu-keibitai	宇宙警備隊	2	1991-02-15	2011-12
uchuu-sakusen-dai-ichigou	宇宙作戦第一号	2	1981-03-25	2006-02-20
ultra-q	ウルトラQ	2	1979-05	2000-01-31
ultra-seven-1978	ウルトラセブン	5	1978-12	1998-12-25
ultra-seven-1978	ウルトラセブン	6	1978-12	1998-12-25
ultra-seven	ウルトラセブン	3	1978-07	1986-07-18
ultra-seven	ウルトラセブン	4	1978-07	1986-07-18
ultraman	ウルトラマン	3	1978-07-10	1984-06-30
umezu-kazuo-kowai-hon	楳図かずおこわい本	4	1981-09-26	1996-06-20
ura-deka	うら刑事	2	1981-10	1993-09
ura-deka	うら刑事	5	1983-01	1993-09
ura-deka	うら刑事	9	1985-03-01	1993-09
ura-deka	うら刑事	10	1985-05-30	1993-09
ura-deka	うら刑事	11	1985-11-15	1993-09
usagi-ga-hashiru	兎が走る	2	1980-08	1992-07
v2-pantsaa	V2パンツァー	2	1989-02-15	1994-10
violence-tokkyuu	バイオレンス特急	4	1980-06	1989-07
violence-tokkyuu	バイオレンス特急	5	1980-09	1989-07
w3	W3	3	1977-03-20	1980-10-20
wadachi	ワダチ	2	1975-07-20	1993-10
wani-bunsho	ワニ分署	2	1978-09	1986-10
wani-bunsho	ワニ分署	3	1978-12	1986-10
wani-bunsho	ワニ分署	4	1979-04	1986-10
wani-bunsho	ワニ分署	5	1979-11	1986-10
wani-bunsho	ワニ分署	6	1980-03	1986-10
wani-bunsho	ワニ分署	7	1980-04	1986-10
wani-bunsho	ワニ分署	9	1980-08	1986-10
wani-bunsho	ワニ分署	11	1980-12	1986-10
wani-bunsho	ワニ分署	12	1981-03	1986-10
war-cry	ウォー・クライ	8	1983-02	1991-10
wasure-kuhee	忘れ苦兵衛	2	1982-10	2011-09
wasure-kuhee	忘れ苦兵衛	3	1982-12	2011-09
wasure-kuhee	忘れ苦兵衛	4	1983-04	2011-09
wasure-kuhee	忘れ苦兵衛	5	1983-07	2011-09
wasure-kuhee	忘れ苦兵衛	6	1983-10	2011-09
watari	ワタリ	6	1972-10	1983-10
watari	ワタリ	7	1972-10	1983-10
watari	ワタリ	7	1977-11	1983-10
watashi-wa-shijimi	わたしはしじみ!	2	1975-05-10	1989-06
watashi-wa-shijimi	わたしはしじみ!	3	1976-06-10	1989-06
wild-7	ワイルド7	19	1974-03-01	1987-01
wild-7	ワイルド7	20	1974-06-15	1987-01
wild-7	ワイルド7	21	1974-09-15	1987-01
wild-7	ワイルド7	22	1974-11-15	1987-01
wild-7	ワイルド7	23	1974-12-15	1987-01
wild-7	ワイルド7	24	1975-03-01	1987-01
wild-7	ワイルド7	25	1975-05-01	1987-01
wild-7	ワイルド7	26	1975-06-15	1987-01
wild-7	ワイルド7	27	1975-08	1987-01
wild-7	ワイルド7	28	1975-09	1987-01
wild-7	ワイルド7	29	1975-10	1987-01
wild-7	ワイルド7	30	1975-12	1987-01
wild-7	ワイルド7	31	1976-03	1987-01
wild-7	ワイルド7	32	1976-05	1987-01
wild-7	ワイルド7	33	1976-09	1987-01
wild-7	ワイルド7	34	1977-01-15	1987-01
wild-7	ワイルド7	35	1977-05	1987-01
wild-7	ワイルド7	36	1977-08	1987-01
wild-7	ワイルド7	37	1977-11	1987-01
wild-7	ワイルド7	38	1977-12	1987-01
wild-7	ワイルド7	39	1978-01	1987-01
wild-7	ワイルド7	40	1978-03	1987-01
wild-7	ワイルド7	41	1978-04	1987-01
wild-7	ワイルド7	42	1978-07	1987-01
wild-7	ワイルド7	43	1978-08	1987-01
wild-7	ワイルド7	44	1978-10	1987-01
wild-7	ワイルド7	45	1979-01	1987-01
wild-7	ワイルド7	46	1979-03	1987-01
wild-7	ワイルド7	47	1979-09	1987-01
wild-7	ワイルド7	48	1979-11	1987-01
wild-cat	ワイルド・キャット	3	1971-09-16	2002-11
worst-komuro-1970	ワースト	4	1977-02-28	1989-04
yabou-no-oukoku	野望の王国	15	1979-08	1988-06-10
yabou-no-oukoku	野望の王国	16	1979-10	1988-06-10
yabou-no-oukoku	野望の王国	17	1979-12	1988-06-10
yabou-no-oukoku	野望の王国	18	1980-02	1988-06-10
yabou-no-oukoku	野望の王国	19	1980-04	1988-06-10
yabou-no-oukoku	野望の王国	20	1980-06	1988-06-10
yabou-no-oukoku	野望の王国	21	1980-11	1988-06-10
yabou-no-oukoku	野望の王国	22	1981-08-25	1988-06-10
yabou-no-oukoku	野望の王国	23	1981-11-25	1988-06-10
yabou-no-oukoku	野望の王国	24	1982-02-25	1988-06-10
yabou-no-oukoku	野望の王国	25	1982-04-25	1988-06-10
yabou-no-oukoku	野望の王国	26	1982-06-25	1988-06-10
yabou-no-oukoku	野望の王国	27	1982-08-10	1988-06-10
yabou-no-oukoku	野望の王国	28	1982-09-10	1988-06-10
yabou	野望	4	1978-01-09	2000-04
yabou	野望	5	1978-01-26	2000-04
yabou	野望	6	1978-02-08	2000-04
yabou	野望	7	1978-02	2000-04
yakekuso-tenshi	やけくそ天使	4	1978-12-20	1986-02-15
yakekuso-tenshi	やけくそ天使	5	1980-05-20	1986-02-15
yakyuu-doahou-den	野球どアホウ伝	4	1975-11	1992-08
yakyuu-doahou-den	野球どアホウ伝	5	1976-04	1992-08
yakyuukyou-no-uta	野球狂の詩	11	1976-06-05	1984-03
yakyuukyou-no-uta	野球狂の詩	12	1976-08	1984-03
yakyuukyou-no-uta	野球狂の詩	13	1976-10-20	1984-03
yakyuukyou-no-uta	野球狂の詩	14	1976-12-20	1984-03
yakyuukyou-no-uta	野球狂の詩	15	1977-04-20	1984-03
yakyuukyou-no-uta	野球狂の詩	16	1977-06-20	1984-03
yakyuukyou-no-uta	野球狂の詩	17	1977-07	1984-03
yamafuji-shouji-no-black-anguru	山藤章二のブラック=アングル	2	1980-04	1981-02
yamato-shouden	大和小伝	3	1963-08	2009-08-08
yamato-shouden	大和小伝	4	1963-09	2009-08-08
yamato-shouden	大和小伝	5	1963-10	2009-08-08
yamato-yo-eien-ni	ヤマトよ永遠に	2	1980-11-15	1993-10
yami-kagishi	闇鍵師	2	2006-07-28	2013-07
yasujinodochuukenhajikou	ヤスジのド忠犬ハジ公	2	1983-04-25	2009-01
yatsuhakamura	八つ墓村	2	1976-12	1984-04-05
yoiyamidoori-no-bun	宵闇通りのブン	2	1980-12	1987-09
yoiyamidoori-no-bun	宵闇通りのブン	3	1980-12-15	1987-09
yotarou-kun	よたろうくん	10	1960-12	1976-06-01
yotarou-kun	よたろうくん	2	1969-04	1976-06-01
youseiou	妖精王	5	1978-12-20	1986-12
yuka-o-yobu-umi	ユカをよぶ海	4	1963-10	1978-03-30
yuka-o-yobu-umi	ユカをよぶ海	5	1963-11	1978-03-30
yuka-o-yobu-umi	ユカをよぶ海	6	1963-12	1978-03-30
yuki-no-taiyou	ユキの太陽	4	1969-04-30	1978-01-20
yukkuri-dabo-san	ゆっくりダボさん	2	1983-07	1983-12
yunohana-oyako	湯の花親子	2	1990-04-14	2011-06
yunohana-oyako	湯の花親子	3	1990-05-13	2011-06
yuubijin	有尾人	2	1949-07-15	1982-11-20
yuuhi-yo-nobore	夕陽よ昇れ!!	2	1980-05-20	1992-01-20
yuujousanmyaku	友情山脈	2	1971-04-15	2006-12-02
yuuyake-banchiyou	夕やけ番長	8	1969-08-30	1999-10
yuuyake-banchiyou	夕やけ番長	9	1969-12-30	1999-10
yuuyake-banchiyou	夕やけ番長	10	1970-03-31	1999-10
yuuyake-banchiyou	夕やけ番長	11	1970-08-10	1999-10
yuuyake-banchiyou	夕やけ番長	12	1970-09-10	1999-10
yuuyake-banchiyou	夕やけ番長	13	1970-10-05	1999-10
yuuyake-banchiyou	夕やけ番長	14	1986-11	1999-10
yuuyake-banchiyou	夕やけ番長	15	1970-12-05	1999-10
yuuyake-banchiyou	夕やけ番長	16	1971-02-05	1999-10
yuuyake-banchiyou	夕やけ番長	17	1971-04-05	1999-10
za-sanbiki-no-samurai	THE三匹の侍	4	1986-01	2005-06
zansatsusha	斬殺者	4	1979-05	1990-07
zansatsusha	斬殺者	5	1979-06	1990-07
zansatsusha	斬殺者	6	1979-06	1990-07
zenigata-heiji-torimonohikae	銭形平次捕物控	13	1958-12	2004-06
zenigeba	銭ゲバ	2	1970-12-20	2000-05-01
zenigeba	銭ゲバ	3	1971-01-20	2000-05-01
zenigeba	銭ゲバ	5	1971-04-25	2000-05-01
zenigeba	銭ゲバ	2	1978-01	2000-05-01
zenigeba	銭ゲバ	4	1978-03	2000-05-01
zenikko	銭っ子	4	1977-07-10	1986-07-25
zenikko	銭っ子	5	1977-08-10	1986-07-25
zero-no-hakutaka	ゼロの白鷹	4	1977-01-05	1990-02
zerosen-koushinkyoku	ゼロ戦行進曲	2	1968-11-20	2008-04-15
zerozero-nine-one	009ノ1	5	1977-02	1988-05
zouroku-no-kibyou	蔵六の奇病	2	1979-09	1998-07
zouroku-no-kibyou	蔵六の奇病	3	1979-09	1998-07
zouroku-no-kibyou	蔵六の奇病	4	1986-04-16	1998-07
zuuzuushii	ズーズーC	2	1976-07	1989-03
zuuzuushii	ズーズーC	3	1976-08	1989-03
