slug	title	vol	ghost_date	vol1_date
0-shinohara-1977	0課の女	2	1977-09-25	2017-04
0-shinohara-1977	0課の女	3	1977-12-25	2017-04
0-shinohara-1977	0課の女	4	1978-05-20	2017-04
0-shinohara-1977	0課の女	5	1978-05-25	2017-04
0-shinohara-1977	0課の女	6	1978-03-25	2017-04
0	0戦はやと	2	1968-05-28	2005-06-04
0	0戦はやと	4	1968-10-01	2005-06-04
0	0戦はやと	5	1965-01-01	2005-06-04
1-2-3-to-4-5-roku	1・2・3と4・5・ロク	3	1977-03	1981-06-20
1-2-no-ahho	1・2のアッホ!!	7	1978-03	1986-03
1-2-no-ahho	1・2のアッホ!!	8	1978-06-30	1986-03
1-2-no-ahho	1・2のアッホ!!	9	1978-09-30	1986-03
1-2-no-ahho	1・2のアッホ!!	10	1978-11	1986-03
10-2000	10	2	1994-03	2000-04
10-2016	10	2	1994-03	2016-05
1000-nen-joou	1000年女王	4	1982-11	1991-07-10
1000-nen-joou	1000年女王	5	1983-08	1991-07-10
13gou-hasshinseyo	13号発進せよ	2	1963	2006-03-03
24-no-hitomi-1994	二十四の瞳	2	1981-01	1994-12
7-nwairudo7	新ワイルド7	13	1990-10-01	2005-03
7-nwairudo7	新ワイルド7	14	1991-02-20	2005-03
99-suikan-super-99	潜水艦スーパー99	2	1977-11	1997-08-05
aahananoouendan	嗚呼!!花の応援団	13	1979-01-08	1989-10
aahananoouendan	嗚呼!!花の応援団	14	1979-04-15	1989-10
aahananoouendan	嗚呼!!花の応援団	15	1979-07-01	1989-10
abare-tendou	あばれ天童	7	1976-01	1986-09-06
ace-o-nerae	エースをねらえ!	11	1979-01	1989-07
ace-o-nerae	エースをねらえ!	12	1979-02	1989-07
ace-o-nerae	エースをねらえ!	13	1980-01	1989-07
ace-o-nerae	エースをねらえ!	14	1980-02	1989-07
ace-o-nerae	エースをねらえ!	15	1980-03	1989-07
ace-o-nerae	エースをねらえ!	16	1980-04	1989-07
ace-o-nerae	エースをねらえ!	17	1980-05-30	1989-07
ace-o-nerae	エースをねらえ!	18	1980-06-30	1989-07
ace-o-nerae	エースをねらえ!	15	1981-07-25	1989-07
ace-o-nerae	エースをねらえ!	16	1981-07-25	1989-07
ace-o-nerae	エースをねらえ!	17	1981-08-25	1989-07
ace-o-nerae	エースをねらえ!	18	1981-08-25	1989-07
ai-no-aranjuez	愛のアランフェス	6	1980-10	1989-09
ai-no-aranjuez	愛のアランフェス	7	1980-11-30	1989-09
ai-to-makoto	愛と誠	11	1975-07-25	1986-02-06
ai-to-makoto	愛と誠	12	1975-10-05	1986-02-06
ai-to-makoto	愛と誠	13	1975-12-10	1986-02-06
ai-to-makoto	愛と誠	14	1976-04-20	1986-02-06
ai-to-makoto	愛と誠	15	1976-07	1986-02-06
ai-to-makoto	愛と誠	16	1976-09-15	1986-02-06
ai-to-makoto	愛と誠	11	1978-04	1986-02-06
ai-to-makoto	愛と誠	12	1978-04	1986-02-06
ai-to-makoto	愛と誠	13	1978-05	1986-02-06
ai-to-makoto	愛と誠	14	1978-05	1986-02-06
ai-to-makoto	愛と誠	15	1978-06	1986-02-06
ai-to-makoto	愛と誠	16	1978-06	1986-02-06
akadou-suzunosuke	赤胴鈴之助	14	1957-12	1991-07
akadou-suzunosuke	赤胴鈴之助	15	1958-01	1991-07
akadou-suzunosuke	赤胴鈴之助	17	1958-09	1991-07
akadou-suzunosuke	赤胴鈴之助	19	1959-02	1991-07
akai-fuushiya	赤い風車	2	1968-09-30	2006-09-02
akai-ito-no-densetsu	赤い糸の伝説	2	1975-09-10	1986-10
akatsuki-sentoutai	あかつき戦闘隊	2	1969-08-10	2005-03-05
akuma-ha-nemura-nai	悪魔は眠らない	2	1982-03-30	1991-07-10
akuma-ha-nemura-nai	悪魔は眠らない	3	1982-04	1991-07-10
akuma-no-youna-aitsu	悪魔のようなあいつ	2	1975-09-25	2004-11
angel-no-oka	エンゼルの丘	3	1961-09	1978-03-15
angel-no-oka	エンゼルの丘	4	1963-04-10	1978-03-15
anta-ga-waruitsu	あんたが悪いっ	2	1983-11-18	2002-12
anta-ga-waruitsu	あんたが悪いっ	3	1984-10-19	2002-12
aoi-hanabira	青い花びら	2	1981-03-25	2007-03-20
aoi-sora-o-shiroi-kumo-ga-kaketetta	青い空を、白い雲がかけてった	2	1979-05-25	2004-07-07
aoi-sora-o-shiroi-kumo-ga-kaketetta	青い空を、白い雲がかけてった	3	1981-02-15	2004-07-07
arashino-champion	嵐のチャンピオン	2	2002-06-15	2007-02-02
ariesu-no-otometachi	アリエスの乙女たち	7	1975-04-10	1983-09
arion	アリオン	2	1981-06-05	1986-01-01
arion	アリオン	3	1982-06-05	1986-01-01
arion	アリオン	4	1983-07-10	1986-01-01
arion	アリオン	5	1985-01-10	1986-01-01
asahi-no-koibito	朝日の恋人	2	1971-12	2006-07
asahi-no-koibito	朝日の恋人	4	1973-03	2006-07
asatarou-den	朝太郎伝	8	1979-10-15	1987-10
asatarou-den	朝太郎伝	9	1979-12	1987-10
asatarou-den	朝太郎伝	10	1980-04	1987-10
asatarou-den	朝太郎伝	11	1980-07-15	1987-10
ashita-no-joe	あしたのジョー	17	1972-12-10	1989-02-17
ashita-no-joe	あしたのジョー	18	1973-02	1989-02-17
ashita-no-joe	あしたのジョー	19	1973-05-10	1989-02-17
ashita-no-joe	あしたのジョー	20	1973-06	1989-02-17
ashita-no-joe	あしたのジョー	13	1977-08-20	1989-02-17
ashita-no-joe	あしたのジョー	14	1977-08-20	1989-02-17
ashita-no-joe	あしたのジョー	15	1977-09-20	1989-02-17
ashita-no-joe	あしたのジョー	16	1977-09-20	1989-02-17
ashita-no-joe	あしたのジョー	17	1977-10-27	1989-02-17
ashita-no-joe	あしたのジョー	18	1977-10-27	1989-02-17
ashita-no-joe	あしたのジョー	19	1977-11	1989-02-17
ashita-no-joe	あしたのジョー	20	1977-11-25	1989-02-17
ashitakagayaku	あした輝く	4	1974-03	1998-09
ashitakagayaku	あした輝く	4	1977-02	1998-09
astro-kyuudan	アストロ球団	6	1974-09-30	1978-03
astro-kyuudan	アストロ球団	7	1974-10	1978-03
astro-kyuudan	アストロ球団	8	1974-12-31	1978-03
astro-kyuudan	アストロ球団	9	1975-02	1978-03
astro-kyuudan	アストロ球団	10	1975-04-30	1978-03
astro-kyuudan	アストロ球団	11	1975-06-30	1978-03
astro-kyuudan	アストロ球団	12	1975-08-31	1978-03
astro-kyuudan	アストロ球団	13	1975-10-31	1978-03
astro-kyuudan	アストロ球団	14	1975-12-31	1978-03
astro-kyuudan	アストロ球団	15	1976-03-31	1978-03
astro-kyuudan	アストロ球団	16	1976-06	1978-03
astro-kyuudan	アストロ球団	17	1976-08	1978-03
astro-kyuudan	アストロ球団	18	1976-10	1978-03
astro-kyuudan	アストロ球団	19	1976-12-31	1978-03
attack-no-1	アタックNo.1	9	1970-09-20	1984-01
attack-no-1	アタックNo.1	10	1971-01-20	1984-01
attack-no-1	アタックNo.1	11	1971-04-20	1984-01
attack-no-1	アタックNo.1	12	1971-04-20	1984-01
bacchus	バッコス	2	1979-01-01	1991-01
bacchus	バッコス	3	1979-02-01	1991-01
bacchus	バッコス	4	1979-03-01	1991-01
baito-kun	バイトくん	2	1979-02-20	2003-12
baito-kun	バイトくん	3	1981-03-20	2003-12
baku-chan-no-ita-sekusuarisu	麦ちゃんのヰタ・セクスアリス	5	1982-01-15	1989-09
baku-chan-no-ita-sekusuarisu	麦ちゃんのヰタ・セクスアリス	6	1982-01-15	1989-09
baku-chan-no-ita-sekusuarisu	麦ちゃんのヰタ・セクスアリス	7	1982-12-15	1989-09
baku-chan-no-ita-sekusuarisu	麦ちゃんのヰタ・セクスアリス	8	1982-12-15	1989-09
bakudan-kisha-fudoumaru	爆弾記者不動丸	2	1998-04-13	2009-05
bakushou-suit-sd-gundam	爆笑戦士!SDガンダム	7	1991-07-06	2026-01-09
bakushou-suit-sd-gundam	爆笑戦士!SDガンダム	8	1992-01-09	2026-01-09
bangai-koshien	番外甲子園	4	1980-07-15	1990-07
bangai-koshien	番外甲子園	5	1980-10-15	1990-07
bangai-koshien	番外甲子園	6	1980-12-15	1990-07
bangai-koshien	番外甲子園	7	1981-03-15	1990-07
bangai-koshien	番外甲子園	8	1981-04-15	1990-07
bangai-koshien	番外甲子園	9	1981-05	1990-07
bangai-koshien	番外甲子園	10	1981-06	1990-07
bangai-koshien	番外甲子園	11	1981-07	1990-07
bangai-koshien	番外甲子園	12	1981-08	1990-07
bangai-koshien	番外甲子園	13	1981-09	1990-07
bangai-koshien	番外甲子園	14	1981-10	1990-07
bangai-koshien	番外甲子園	15	1981-12-15	1990-07
bangai-koshien	番外甲子園	16	1982-01-15	1990-07
bangai-koshien	番外甲子園	17	1982-02-15	1990-07
bangai-koshien	番外甲子園	18	1982-03-15	1990-07
bara-no-naka-no-lisa	ばらの中のリザ	2	1975-07-01	1995-11
baranosakamichi	ばらの坂道	2	1975-11-01	2011-03
beeshitsu-kun	べーしっ君	2	1992-10-24	2016-07
beeshitsu-kun	べーしっ君	3	1992-10-24	2016-07
bibabareebooru	ビバ!バレーボール	4	1970-12-10	2003-08
bibabareebooru	ビバ!バレーボール	5	1971-02-10	2003-08
bibabareebooru	ビバ!バレーボール	6	1971-04-10	2003-08
blue-2006	BLUE	2	1991-12-10	2006-08
blue-sakisaka-2006	BLUE	2	1991-12-10	2006-11-29
blue-zone	ブルーゾーン	2	1971-03-01	2001-07
blue-zone	ブルーゾーン	3	1976-08	2001-07
boku-no-doubutsuen-nikki	ぼくの動物園日記	6	1973	1989-04
boku-no-doubutsuen-nikki	ぼくの動物園日記	7	1973	1989-04
boku-no-doubutsuen-nikki	ぼくの動物園日記	8	1973	1989-04
boku-no-doubutsuen-nikki	ぼくの動物園日記	9	1973	1989-04
boku-no-doubutsuen-nikki	ぼくの動物園日記	10	1973	1989-04
boku-no-raidiin	僕のライディーン	2	1994-01	2002-06
boku-no-shotaiken	ボクの初体験	3	1977-02-20	1995-07-09
bokutachi-no-kichijouji-koimonogatari	ぼくたちの吉祥寺恋物語	2	1993-12	2010-05
bokutachi-no-kichijouji-koimonogatari	ぼくたちの吉祥寺恋物語	3	1994-07	2010-05
bokutachi-no-kichijouji-koimonogatari	ぼくたちの吉祥寺恋物語	4	1995-01	2010-05
bokutachi-no-kichijouji-koimonogatari	ぼくたちの吉祥寺恋物語	6	1995-12	2010-05
bonbon	ボンボン	3	1967-11-30	1999-11-01
bonbon	ボンボン	4	1971-04-10	1999-11-01
burai-za-kid	無頼・ザ・キッド	4	1978-08	1986-02
burai-za-kid	無頼・ザ・キッド	5	1978-09	1986-02
captain-ken	キャプテンKen	3	1962-10	1978-01
captain	キャプテン	19	1978-05	1986-03-19
captain	キャプテン	20	1978-08-31	1986-03-19
captain	キャプテン	21	1978-11	1986-03-19
captain	キャプテン	22	1979-05-15	1986-03-19
captain	キャプテン	23	1979-08-15	1986-03-19
captain	キャプテン	24	1979-11-15	1986-03-19
captain	キャプテン	25	1980-03-15	1986-03-19
captain	キャプテン	26	1980-06-15	1986-03-19
chabangeki	茶番劇	2	1981-07-25	1987-01-20
chako-chan-no-nikki	チャコちゃんの日記	2	1968-08-05	1976-05-20
chako-chan-no-nikki	チャコちゃんの日記	4	1968-10-26	1976-05-20
chako-chan-no-nikki	チャコちゃんの日記	5	1968-11-21	1976-05-20
chako-chan-no-nikki	チャコちゃんの日記	2	1976	1976-05-20
chako-chan-no-nikki	チャコちゃんの日記	3	1976	1976-05-20
chibikkotenshi	ちびっこ天使	2	1990-10-10	2017-11
chiisana-koi-no-monogatari	小さな恋のものがたり	14	1980-05	1996-06
chiisana-koi-no-monogatari	小さな恋のものがたり	15	1981-06-10	1996-06
chiisana-koi-no-monogatari	小さな恋のものがたり	16	1982-05	1996-06
chiisana-koi-no-monogatari	小さな恋のものがたり	17	1983-06	1996-06
chijou-saikyou-no-otoko-ryuu	地上最強の男・竜	2	1977-07-25	1996-08
chikai-no-makyuu	ちかいの魔球	6	1962-09-20	1995-01-18
chikai-no-makyuu	ちかいの魔球	7	1962-11-20	1995-01-18
chikai-no-makyuu	ちかいの魔球	8	1963-03	1995-01-18
chikai-no-makyuu	ちかいの魔球	9	1963-04-15	1995-01-18
chikai-no-makyuu	ちかいの魔球	10	1963-05	1995-01-18
chikai-no-makyuu	ちかいの魔球	5	1977-04	1995-01-18
chikai-no-makyuu	ちかいの魔球	6	1977-04	1995-01-18
chikai-no-makyuu	ちかいの魔球	7	1977-05	1995-01-18
chikyu-number-v-7	地球ナンバーV-7	2	1984-01-20	1988-02-06
chikyuuwonomu	地球を呑む	3	1970-12-10	1994-09-01
chim-re	シメール	2	1979-06-20	1990-11
chizome-no-monshou	血染めの紋章	2	1974-01-31	1989-08
chokkin	チョッキン	4	1978-07	2014-10
chou-denji-robo-kon-batoraa-v	超電磁ロボコン・バトラーV	3	1977-06	1999-03
chou-jikuu-gakuen-ekkusu	超時空学園X	2	1986-04	1992-07-10
cinderella-kun	シンデレラくん	2	1976-03-10	1998-03-25
cinderella-no-mori	シンデレラの森	2	1987-01	2000-03
circuit-no-ookami	サーキットの狼	20	1979-09-15	1984-06-20
circuit-no-ookami	サーキットの狼	21	1979-11-15	1984-06-20
circuit-no-ookami	サーキットの狼	22	1980-02-15	1984-06-20
comic-inagawa-junji-no-sugooku-kowai-hanashi	コミック稲川淳二のすごーく恐い話	3	1998-07-26	2005-07
dabide-no-hoshi	堕靡泥の星	4	1974-10-12	2007-11
dabide-no-hoshi	堕靡泥の星	5	1975-01-12	2007-11
dabide-no-hoshi	堕靡泥の星	6	1975-07-12	2007-11
dabide-no-hoshi	堕靡泥の星	13	1985-02	2007-11
daimos	ダイモス	2	1975-09-25	2013-07
dameoyaji	ダメおやじ	2	1972-02-29	1973-01
dangan-toppu	弾丸トップ	2	1993-02-10	2008-04-02
dash-kappei	ダッシュ勝平	2	1981-01-15	1998-12
dash-kappei	ダッシュ勝平	3	1981-03-15	1998-12
dash-kappei	ダッシュ勝平	4	1981-04-15	1998-12
dash-kappei	ダッシュ勝平	5	1981-05-15	1998-12
dash-kappei	ダッシュ勝平	6	1981-07-15	1998-12
dash-kappei	ダッシュ勝平	7	1981-09-15	1998-12
dash-kappei	ダッシュ勝平	8	1981-10-15	1998-12
dash-kappei	ダッシュ勝平	9	1981-12-15	1998-12
dash-kappei	ダッシュ勝平	10	1982-02-15	1998-12
dash-kappei	ダッシュ勝平	11	1982-04	1998-12
dash-kappei	ダッシュ勝平	12	1982-06-15	1998-12
dash-kappei	ダッシュ勝平	13	1982-08	1998-12
dash-kappei	ダッシュ勝平	14	1982-10-15	1998-12
dash-kappei	ダッシュ勝平	15	1982-11-15	1998-12
dash-kappei	ダッシュ勝平	16	1982-12-15	1998-12
dash-kappei	ダッシュ勝平	17	1983-01	1998-12
death-hunter	デスハンター	4	1971-06-22	1985-12-25
deka-ankou	刑事あんこう	3	1980-07	1999-07
deka-ankou	刑事あんこう	4	1980-09	1999-07
deka-ankou	刑事あんこう	5	1980-11	1999-07
deka-ankou	刑事あんこう	6	1981-03	1999-07
deka-ankou	刑事あんこう	7	1981-05	1999-07
deka-ankou	刑事あんこう	8	1981-09	1999-07
deka-ankou	刑事あんこう	9	1981-12-05	1999-07
deka-ankou	刑事あんこう	10	1982-03	1999-07
deka-ankou	刑事あんこう	11	1982-06-06	1999-07
deka-ankou	刑事あんこう	12	1982-09-05	1999-07
deka-ankou	刑事あんこう	13	1982-12	1999-07
deka-ankou	刑事あんこう	14	1983-03-17	1999-07
deka-ankou	刑事あんこう	15	1983-07-05	1999-07
deka-ankou	刑事あんこう	16	1983-11-17	1999-07
deka-ankou	刑事あんこう	17	1984-04	1999-07
deka-ankou	刑事あんこう	18	1984-08	1999-07
deka-ankou	刑事あんこう	19	1985-01	1999-07
deka-ankou	刑事あんこう	20	1985-02	1999-07
deka-ankou	刑事あんこう	21	1985-03-16	1999-07
deka-ankou	刑事あんこう	22	1985-04-16	1999-07
dekinbooi	できんボーイ	3	1979-02-15	2000-06
dekinbooi	できんボーイ	4	1979-08-15	2000-06
denjin-arrow	電人アロー	4	1968-07	1999-02-28
denkou-shounen-supaaku-dan	電光少年スパーク・ダン	2	1991-09-30	2008-08-02
denkou-shounen	電光少年	2	1994-10-25	2010-03-01
denkou-shounen	電光少年	3	1996-06-01	2010-03-01
dogusare-kyuudan	どぐされ球団	3	1978-08	1988-05
dogusare-kyuudan	どぐされ球団	4	1978-12	1988-05
dogusare-kyuudan	どぐされ球団	5	1979-05	1988-05
dogusare-kyuudan	どぐされ球団	9	1980-07	1988-05
dogusare-kyuudan	どぐされ球団	10	1980-09-15	1988-05
dogusare-kyuudan	どぐされ球団	11	1980-12	1988-05
dogusare-kyuudan	どぐされ球団	12	1981-02	1988-05
dogusare-kyuudan	どぐされ球団	13	1981-06-15	1988-05
dogusare-kyuudan	どぐされ球団	14	1981-10	1988-05
dogusare-kyuudan	どぐされ球団	15	1982-02	1988-05
dogusare-kyuudan	どぐされ球団	16	1982-04-15	1988-05
dogusare-kyuudan	どぐされ球団	17	1982-06	1988-05
dogusare-kyuudan	どぐされ球団	18	1982-09-15	1988-05
dogusare-kyuudan	どぐされ球団	19	1982-11-15	1988-05
dojouan-tsurezure-banashi	泥鰌庵閑話	2	1975	1975-12-10
dooberumandeka	ドーベルマン刑事	3	1977-01-31	1987-06
dooberumandeka	ドーベルマン刑事	18	1979-10-15	1987-06
dooberumandeka	ドーベルマン刑事	19	1979-12-15	1987-06
dooberumandeka	ドーベルマン刑事	20	1980-01-15	1987-06
dooberumandeka	ドーベルマン刑事	21	1980-03	1987-06
dooberumandeka	ドーベルマン刑事	22	1980-05	1987-06
dooberumandeka	ドーベルマン刑事	23	1980-07-15	1987-06
dooberumandeka	ドーベルマン刑事	24	1980-09-15	1987-06
dooberumandeka	ドーベルマン刑事	25	1980-10	1987-06
dooberumandeka	ドーベルマン刑事	26	1980-12-15	1987-06
dooberumandeka	ドーベルマン刑事	27	1981-03	1987-06
dooberumandeka	ドーベルマン刑事	28	1981-06-15	1987-06
dooberumandeka	ドーベルマン刑事	29	1981-08-05	1987-06
doro-fighter	ドロファイター	2	1981-04-15	1999-12
doro-fighter	ドロファイター	3	1981-05-15	1999-12
doro-fighter	ドロファイター	4	1981-06-15	1999-12
doro-fighter	ドロファイター	5	1981-07-15	1999-12
doro-fighter	ドロファイター	6	1981-08-15	1999-12
doro-fighter	ドロファイター	7	1981-09-15	1999-12
dororon-enma-kun	ドロロンえん魔くん	3	1979-03	1991-07
douchuushi	道中師	2	1975-01-31	1976-10
douchuushi	道中師	3	1976	1976-10
douchuushi	道中師	4	1976	1976-10
eden-no-tohoku	エデンの東北	2	1992-07	2013-06
eden-no-tohoku	エデンの東北	3	1993-05	2013-06
eei-kendo	エーイ!剣道	3	1980-11-15	1992-06
ekurea-kibun	エクレア気分	2	1990-02	1994-11
elite-kyousoukyoku	エリート狂走曲	5	1979-04	1995-03
elite-kyousoukyoku	エリート狂走曲	6	1979-04	1995-03
elite-kyousoukyoku	エリート狂走曲	7	1979-05-30	1995-03
esudii-musha-gundam-fuuunroku	SD武者ガンダム風雲録	2	1990-09-17	2012-11-22
esudii-musha-gundam-fuuunroku	SD武者ガンダム風雲録	3	1991-03-06	2012-11-22
esudii-musha-gundam-fuuunroku	SD武者ガンダム風雲録	5	1992-06-06	2012-11-22
esudii-musha-gundam-fuuunroku	SD武者ガンダム風雲録	6	1992-12-05	2012-11-22
esudii-musha-gundam-fuuunroku	SD武者ガンダム風雲録	7	1993-08-06	2012-11-22
esudii-musha-gundam-fuuunroku	SD武者ガンダム風雲録	8	1993-12-06	2012-11-22
esudii-musha-gundam-fuuunroku	SD武者ガンダム風雲録	9	1994-02-05	2012-11-22
fire	ファイヤー!	4	1973-08-24	1988-10-25
fire	ファイヤー!	4	1976-06-20	1988-10-25
flying-ben	フライング・ベン	3	1978-01-31	1979-11
fuichin-san	フイチンさん	2	1958-11	1976-11-26
fuji-santarou	フジ三太郎	2	1974-06-20	1976
fuji-santarou	フジ三太郎	3	1974-06-20	1976
fuji-santarou	フジ三太郎	4	1974-12-16	1976
fuji-santarou	フジ三太郎	5	1975-02-28	1976
fujouri-nikki	不条理日記	2	1979-12	2019-09
fujouri-nikki	不条理日記	3	1979-12-25	2019-09
fukushuu-no-kyoujuu	復讐の兇獣	3	1982-10	1995-09
fukushuu-no-kyoujuu	復讐の兇獣	5	1983-03	1995-09
fukushuu-no-kyoujuu	復讐の兇獣	6	1983-08	1995-09
futtoboorutaka	フットボール鷹	4	1978-09-20	1989-07
futtoboorutaka	フットボール鷹	5	1978-10-20	1989-07
futtoboorutaka	フットボール鷹	6	1978-12-25	1989-07
futtoboorutaka	フットボール鷹	7	1979-01-25	1989-07
futtoboorutaka	フットボール鷹	8	1979-02-25	1989-07
futtoboorutaka	フットボール鷹	9	1979-03-25	1989-07
futtoboorutaka	フットボール鷹	10	1979-04-20	1989-07
fuuma	風魔	2	1967-07-31	1996-03
fuuma	風魔	2	1978-05	1996-03
fuuten	フーテン	2	1972	1972-05
fuutouden	風盗伝	2	1977-01	1985-08-20
gaki-deka	がきデカ	3	1975-09	1988-04-25
gaki-deka	がきデカ	4	1975-11-30	1988-04-25
gaki-deka	がきデカ	5	1976-03	1988-04-25
gaki-deka	がきデカ	6	1976-04-25	1988-04-25
gaki-deka	がきデカ	7	1976-09-10	1988-04-25
gaki-deka	がきデカ	8	1976-12-25	1988-04-25
gaki-deka	がきデカ	9	1977-03-25	1988-04-25
gaki-deka	がきデカ	10	1977-06-30	1988-04-25
gaki-deka	がきデカ	11	1977-08-25	1988-04-25
gaki-deka	がきデカ	12	1977-11-20	1988-04-25
gaki-deka	がきデカ	13	1978-03	1988-04-25
gaki-deka	がきデカ	14	1978-07	1988-04-25
gaki-deka	がきデカ	15	1978-09	1988-04-25
gaki-deka	がきデカ	16	1978-12	1988-04-25
gaki-deka	がきデカ	17	1979-04-20	1988-04-25
gaki-deka	がきデカ	18	1979-08-25	1988-04-25
gaki-deka	がきデカ	19	1979-10-20	1988-04-25
gaki-deka	がきデカ	20	1980-02-15	1988-04-25
gaki-deka	がきデカ	21	1980-04-25	1988-04-25
gaki-deka	がきデカ	22	1980-07-20	1988-04-25
gaki-deka	がきデカ	24	1980-12	1988-04-25
gaki-deka	がきデカ	25	1981-03	1988-04-25
gakuen-taikutsu-otoko	ガクエン退屈男	3	1972-01-27	1985-07-30
gakuran-kaikyou	がくらん海峡	5	1980-05	1989-03
game-center-arashi	ゲームセンターあらし	5	1981-06-25	1995-12
game-center-arashi	ゲームセンターあらし	7	1982-01-25	1995-12
game-center-arashi	ゲームセンターあらし	8	1982-04-25	1995-12
game-center-arashi	ゲームセンターあらし	9	1982-05-25	1995-12
game-center-arashi	ゲームセンターあらし	10	1982-07-25	1995-12
game-center-arashi	ゲームセンターあらし	11	1982-09-25	1995-12
game-center-arashi	ゲームセンターあらし	13	1983-01-25	1995-12
ganso-onsen-gappa-donba	元祖温泉ガッパドンバ	2	1991-08-06	2009-09
garasunoshiro	ガラスの城	6	1971-01	1976-11-30
garasunoshiro	ガラスの城	7	1971-03	1976-11-30
garasunoshiro	ガラスの城	8	1971-03	1976-11-30
geki-gokutora-ikka	激!!極虎一家	8	1983-02	2002-08-14
gekkou-kamen	月光仮面	7	1959-02	1976-06-01
gendaijuukyouden	現代柔侠伝	3	1974-07-20	1999-07
gendaijuukyouden	現代柔侠伝	6	1975-01-15	1999-07
gendaijuukyouden	現代柔侠伝	10	1975-11	1999-07
gendaijuukyouden	現代柔侠伝	11	1976-01	1999-07
gendaijuukyouden	現代柔侠伝	12	1976-04-20	1999-07
gendaijuukyouden	現代柔侠伝	13	1976-06-20	1999-07
gendaijuukyouden	現代柔侠伝	14	1976-10	1999-07
gendaijuukyouden	現代柔侠伝	15	1977-01	1999-07
gendaijuukyouden	現代柔侠伝	16	1977-02-05	1999-07
genji-monogatari-1989	源氏物語	2	1982-08	1989-03
genji-monogatari-1989	源氏物語	3	1982-10	1989-03
genji-monogatari-2011	源氏物語	3	1982-10	2011-03
genji-monogatari-masaki-1983	源氏物語	2	1982-08	1983-06
genji-monogatari-masaki-1983	源氏物語	3	1982-10	1983-06
genji-monogatari-miyagi-2010	源氏物語	2	1982-08	2010-01
genji-monogatari-miyagi-2010	源氏物語	3	1982-10	2010-01
genji-monogatari-shin-1991	源氏物語	2	1982-08	1991-12
genji-monogatari-shin-1991	源氏物語	3	1982-10	1991-12
genji-monogatari-yanagawa-1989	源氏物語	3	1982-10	1989-10-30
genocide	ジェノサイド	2	2003-06-28	2005-02-28
geta-o-haku-made	下駄を履くまで	2	1980-07-01	2004-04
gilgamesh	ギルガメッシュ	5	1978-01-15	1985-09-20
gilgamesh	ギルガメッシュ	6	1978-04-01	1985-09-20
go-west-2004	Go!west	4	1992-06-28	2004-01
god-arm	ゴッド・アーム	4	1979-09	2004-11-05
god-arm	ゴッド・アーム	5	1979-11	2004-11-05
gokuu-no-dai-bouken	悟空の大冒険	2	2003-12	2019-07
golden-boy	ゴールデンボーイ	2	1972-09-21	1984-06-10
golden-lilac	ゴールデンライラック	2	1982-07	1982-07-20
goyoukiba	御用牙	2	1972-01	1976
goyoukiba	御用牙	3	1972-04	1976
goyoukiba	御用牙	4	1972-06-15	1976
goyoukiba	御用牙	5	1972-10	1976
goyoukiba	御用牙	6	1973-01	1976
goyoukiba	御用牙	7	1973-07	1976
goyoukiba	御用牙	8	1973-10	1976
goyoukiba	御用牙	9	1974-05	1976
goyoukiba	御用牙	10	1974-12	1976
goyoukiba	御用牙	11	1975-01	1976
goyoukiba	御用牙	12	1975-07	1976
goyoukiba	御用牙	13	1975-08	1976
gun-frontier	ガンフロンティア	3	1977-02-20	1988-03-25
gundlander	ガンドランダー	5	1992-08-06	2025-08-22
gundlander	ガンドランダー	6	1993-02-06	2025-08-22
gundlander	ガンドランダー	7	1993-06-05	2025-08-22
guts-jun	ガッツジュン	2	1976-04	2013-09-02
gyara	ギャラ	3	1980-10-01	2019-09
gyara	ギャラ	4	1980-12-15	2019-09
gyara	ギャラ	5	1981-02-15	2019-09
gyara	ギャラ	6	1981-04-01	2019-09
gyara	ギャラ	7	1981-06-01	2019-09
gyara	ギャラ	8	1981-07-15	2019-09
habatake-taroumaru	はばたけ!太郎丸	2	1977-02	1988-01-08
hadashi-no-gen	はだしのゲン	8	1983-02-01	1985-07
hadashi-no-kyojin	はだしの巨人	3	1976-11-15	1986-02-28
haka-o-horu-shoujo	墓を掘る少女	2	1983-10	1988-02-06
hakatakko-junjou	博多っ子純情	7	1978-10-01	1990-06-05
hakatakko-junjou	博多っ子純情	8	1978-11-10	1990-06-05
hakatakko-junjou	博多っ子純情	9	1979-01-05	1990-06-05
hakatakko-junjou	博多っ子純情	10	1979-04-10	1990-06-05
hakatakko-junjou	博多っ子純情	11	1979-07-10	1990-06-05
hakatakko-junjou	博多っ子純情	12	1979-11-25	1990-06-05
hakatakko-junjou	博多っ子純情	13	1980-01-15	1990-06-05
hakatakko-junjou	博多っ子純情	14	1980-04-10	1990-06-05
hakatakko-junjou	博多っ子純情	15	1980-06-15	1990-06-05
hakatakko-junjou	博多っ子純情	16	1980-09-14	1990-06-05
hakatakko-junjou	博多っ子純情	17	1980-11-30	1990-06-05
hakatakko-junjou	博多っ子純情	18	1981-02-20	1990-06-05
hakatakko-junjou	博多っ子純情	19	1981-05-24	1990-06-05
hakatakko-junjou	博多っ子純情	20	1981-10-19	1990-06-05
hakatakko-junjou	博多っ子純情	21	1981-12-24	1990-06-05
hakatakko-junjou	博多っ子純情	22	1982-04-09	1990-06-05
hakatakko-junjou	博多っ子純情	23	1982-07-09	1990-06-05
