decision	tier	stem	title	route	ei	etype	label	imprint	number	kind	isbn	date	rak_title	rak_author	rak_publisher	publisher	g_pub	g_isbn	g_date	g_author	g_token	g6	g7	g8	prev_num	prev_isbn	next_num	next_isbn	decision_why	source	cover
APPLY	ACCEPT	lupin-iii	ルパン三世	canon:extra[3]	4	bunkobon	双葉文庫(1995)	双葉文庫	2	ELEAD	9784575720020	1994-11	ルパン三世(第2巻)	モンキー・パンチ	双葉社	双葉社	o	o	o	o	o	o	o	o			9	9784575720204	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge-elead	
APPLY	ACCEPT	lupin-iii	ルパン三世	canon:extra[3]	4	bunkobon	双葉文庫(1995)	双葉文庫	3	ELEAD	9784575720037	1994-11	ルパン三世(第3巻)	モンキー・パンチ	双葉社	双葉社	o	o	o	o	o	o	o	o			9	9784575720204	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge-elead	
APPLY	ACCEPT	lupin-iii	ルパン三世	canon:extra[3]	4	bunkobon	双葉文庫(1995)	双葉文庫	4	ELEAD	9784575720044	1994-11	ルパン三世(第4巻)	モンキー・パンチ	双葉社	双葉社	o	o	o	o	o	o	o	o			9	9784575720204	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge-elead	
APPLY	ACCEPT	lupin-iii	ルパン三世	canon:extra[3]	4	bunkobon	双葉文庫(1995)	双葉文庫	5	ELEAD	9784575720051	1994-11	ルパン三世(第5巻)	モンキー・パンチ	双葉社	双葉社	o	o	o	o	o	o	o	o			9	9784575720204	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge-elead	
APPLY	ACCEPT	lupin-iii	ルパン三世	canon:extra[3]	4	bunkobon	双葉文庫(1995)	双葉文庫	6	ELEAD	9784575720136	1995-02	ルパン三世(第6巻)	モンキー・パンチ	双葉社	双葉社	o	o	o	o	o	o	o	o			9	9784575720204	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge-elead	
APPLY	ACCEPT	lupin-iii	ルパン三世	canon:extra[3]	4	bunkobon	双葉文庫(1995)	双葉文庫	7	ELEAD	9784575720143	1995-02	ルパン三世(第7巻)	モンキー・パンチ	双葉社	双葉社	o	o	o	o	o	o	o	o			9	9784575720204	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge-elead	
APPLY	ACCEPT	lupin-iii	ルパン三世	canon:extra[3]	4	bunkobon	双葉文庫(1995)	双葉文庫	8	ELEAD	9784575720150	1995-02	ルパン三世(第8巻)	モンキー・パンチ	双葉社	双葉社	o	o	o	o	o	o	o	o			9	9784575720204	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge-elead	
APPLY	ACCEPT	silent-m-bius	サイレントメビウス	seed4	1	bunkobon	文庫版	ぶんか社コミック文庫	1	ELEAD	9784821171101	2011-03	サイレントメビウス(1)	麻宮騎亜	ぶんか社	ぶんか社	o	o	o	o	o	o	o	o			3	9784821171484	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge-elead	
APPLY	ACCEPT	silent-m-bius	サイレントメビウス	seed4	1	bunkobon	文庫版	ぶんか社コミック文庫	2	ELEAD	9784821171439	2011-05	サイレントメビウス(2)	麻宮騎亜	ぶんか社	ぶんか社	o	o	o	o	o	o	o	o			3	9784821171484	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge-elead	
APPLY	ACCEPT	susanoou	凄ノ王	canon:extra[0]	1	shinsoban	フェニックスKC(1996)	フェニックスKC	1	ELEAD	9784063290103	1996-06-21	凄ノ王	永井豪	講談社	講談社	o	o	o	o	o	o	o	o			2	9784063290110	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge-elead	
APPLY	ACCEPT	tetsuwan-atom	鉄腕アトム	canon:extra[6]	7	shinsoban	講談社コミックス(1993)	講談社コミックス	1	ELEAD	9784063133585	1992-11	鉄腕アトム(1)	手塚治虫	講談社	講談社	o	o	o	o	o	o	o	o			6	9784063133691	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge-elead	
APPLY	ACCEPT	tetsuwan-atom	鉄腕アトム	canon:extra[6]	7	shinsoban	講談社コミックス(1993)	講談社コミックス	2	ELEAD	9784063133608	1992-11	鉄腕アトム(2)	手塚治虫	講談社	講談社	o	o	o	o	o	o	o	o			6	9784063133691	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge-elead	
APPLY	ACCEPT	tetsuwan-atom	鉄腕アトム	canon:extra[6]	7	shinsoban	講談社コミックス(1993)	講談社コミックス	3	ELEAD	9784063133646	1992-12	鉄腕アトム(3)	手塚治虫	講談社	講談社	o	o	o	o	o	o	o	o			6	9784063133691	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge-elead	
APPLY	ACCEPT	tetsuwan-atom	鉄腕アトム	canon:extra[6]	7	shinsoban	講談社コミックス(1993)	講談社コミックス	4	ELEAD	9784063133677	1993-01	鉄腕アトム(4)	手塚治虫	講談社	講談社	o	o	o	o	o	o	o	o			6	9784063133691	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge-elead	
APPLY	ACCEPT	tetsuwan-atom	鉄腕アトム	canon:extra[6]	7	shinsoban	講談社コミックス(1993)	講談社コミックス	5	ELEAD	9784063133684	1993-02	鉄腕アトム(5)	手塚治虫	講談社	講談社	o	o	o	o	o	o	o	o			6	9784063133691	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge-elead	
APPLY	ACCEPT	young-shima-kousaku-shuninhen	ヤング島耕作 主任編	seed4	0	standard	通常版	イブニングKC	1	ELEAD	9784063521825	2007-04	ヤング島耕作主任編(1)	弘兼憲史	講談社	講談社	o	o	o	o	o	o	o	o			2	9784063522266	版元o+ISBN連番o+日付o ※種2に在るのに本番未描画=結線もれ	undermerge-elead	
