aid	n_pages	kind_hint	slug	title	first_author
203668	2	B?扇形/別題	shin-tennen-kajuu-sayaka	新天然華汁さやか	佐能邦和
203668	2	B?扇形/別題	tennen-kajuu-sayaka	天然華汁さやか	佐能邦和
207817	2	B?扇形/別題	shinpen-yami-no-hate-kara	新編 闇の果てから	津雲むつみ
207817	2	B?扇形/別題	yami-no-hate-kara	闇の果てから	津雲むつみ
30049	2	B?扇形/別題	tennis-no-oji-sama-kanzenban-season-2	テニスの王子様 完全版 season 2	許斐剛
30049	2	B?扇形/別題	tennis-no-oji-sama-kanzenban-season-3	テニスの王子様 完全版 season 3	許斐剛
30129	2	B?扇形/別題	birth-2002	BIRTH	山口譲司
30129	2	B?扇形/別題	birth	バース	山口譲司
30146	2	B?扇形/別題	sheets-no-sukima-rabu-vaibusu	シーツの隙間/ラブ・ヴァイブス	桜沢エリカ
30146	2	B?扇形/別題	sheets-no-sukima	シーツの隙間	桜沢エリカ
30325	2	B?扇形/別題	girls-bravo	Girlsブラボー	まりお金田
30325	2	B?扇形/別題	sou-tennenshoku-girls-bravo	総天然色girlsブラボー	まりお金田
30351	2	B?扇形/別題	mobile-suit-gundam-seed-special-edition	機動戦士ガンダムSEEDスペシャルエディション	矢立肇
30351	2	B?扇形/別題	mobile-suit-gundam-seed	機動戦士ガンダムSEED	岩瀬昌嗣
30396	2	B?扇形/別題	kingdom-hearts-2007	キングダムハーツ FINAL MIX	天野シロ
30396	2	B?扇形/別題	kingdom-hearts	キングダムハーツ	天野シロ
30466	2	B?扇形/別題	aishiau-koto-shika-dekinai-rabu-soo-special	愛しあう事しかできない/ラブ・ソー・スペシャル	桜沢エリカ
30466	2	B?扇形/別題	aishiau-koto-shika-dekinai	愛しあう事しかできない	桜沢エリカ
30500	2	B?扇形/別題	seiden-rg-veeda	聖伝 RG VEDA	CLAMP
30500	2	B?扇形/別題	seiden	聖伝	CLAMP
30550	2	B?扇形/別題	koi-no-okite-escape	恋の掟/エスケープ	桜沢エリカ
30550	2	B?扇形/別題	koi-no-okite	恋の掟	桜沢エリカ
30587	2	B?扇形/別題	lucky-star	LUCKY STAR	美水かがみ
30587	2	B?扇形/別題	raki-suta	らき☆すた	美水かがみ
30625	2	B?扇形/別題	gakuyaura-ouji	楽屋裏王子	桜小路かのこ
30625	2	B?扇形/別題	kiwametsuki-gakuyaura-ouji	極付 楽屋裏王子	桜小路かのこ
30675	2	B?扇形/別題	galaxy-angel-2	ギャラクシーエンジェル2	かなん
30675	2	B?扇形/別題	galaxy-angel-2nd	ギャラクシーエンジェル2nd	かなん
30870	2	B?扇形/別題	agartha	アガルタ	松本嵩春
30870	2	B?扇形/別題	agharta	AGHARTA	松本嵩春
31198	2	B?扇形/別題	charenjaazu	チャレンジャーズ	高永ひなこ
31198	2	B?扇形/別題	goukaku-kigan	合格祈願	高永ひなこ
31241	2	B?扇形/別題	tales-of-destiny-inomata-2000	Tales of Destiny	くおん摩緒
31241	2	B?扇形/別題	tales-of-destiny	テイルズオブデスティニー	啄木鳥しんき
31245	2	B?扇形/別題	nasu-andarushia-no-natsu	茄子 アンダルシアの夏	黒田硫黄
31245	2	B?扇形/別題	nasu	茄子	黒田硫黄
31310	2	B?扇形/別題	milk-crown-2003	ミルククラウンrs	水都あくあ
31310	2	B?扇形/別題	milk-crown	ミルククラウン	水都あくあ
31471	2	B?扇形/別題	aruku-hito-plus	歩くひとPLUS	谷口ジロー
31471	2	B?扇形/別題	arukuhito	歩くひと	谷口ジロー
31618	2	B?扇形/別題	roodosutou-senki-1997	ロードス島戦記-灰色の魔女-	おちよしひこ
31618	2	B?扇形/別題	roodosutou-senki-haiiro-no-majo	ロードス島戦記 灰色の魔女	たくま朋正
31745	2	B?扇形/別題	omamori-himari-4-bunnoichi	おまもりひまり1/4	的良みらん
31745	2	B?扇形/別題	omamori-himari	おまもりひまり	的良みらん
31756	2	B?扇形/別題	tales-of-the-abyss-rei	TALES OF THE ABYSS	玲衣
31756	2	B?扇形/別題	tales-of-the-abyss	テイルズオブジアビス	狩野アユミ
31893	2	B?扇形/別題	yumekui-kenbun-moukyoudou	夢喰見聞妄鏡堂	真柴真
31893	2	B?扇形/別題	yumekui-kenbun	夢喰見聞	真柴真
32053	2	B?扇形/別題	sweet-embrace	Sweet embrace	南かずか
32053	2	B?扇形/別題	sweet-minami-2007	Sweet	みなみ遥
32224	2	B?扇形/別題	warito-yokuaru-danshikou-teki-love-jijou-2	わりとよくある男子校的恋愛事情2	富士山ひょうた
32224	2	B?扇形/別題	warito-yokuaru-danshikouteki-renaijijou	わりとよくある男子校的恋愛事情	富士山ひょうた
32952	2	B?扇形/別題	compiler	Compiler	麻宮騎亜
32952	2	B?扇形/別題	ganzo-compiler	コンパイラ	麻宮騎亜
33024	2	B?扇形/別題	9-risuchiina-no-aoi-sora-maya-no-souretsu-9gatsu-no-popii	クリスチーナの青い空 摩耶の葬列 9月のポピィ	一条ゆかり
33024	2	B?扇形/別題	maya-no-souretsu	摩耶の葬列	一条ゆかり
33141	2	B?扇形/別題	hitsuji-no-namida-sekai-de-ichiban-daikirai	ひつじの涙 世界でいちばん大嫌い	日高万里
33141	2	B?扇形/別題	hitsuji-no-namida	ひつじの涙	日高万里
33466	2	B?扇形/別題	charm-angel-star-soul	チャームエンジェル☆星魂	もりちかこ
33466	2	B?扇形/別題	charm-angel	チャームエンジェル	もりちかこ
34093	2	B?扇形/別題	tori-koro	トリコロ	海藍
34093	2	B?扇形/別題	torikoro-mw-1056	トリコロMW-1056	海藍
35566	2	B?扇形/別題	mirai-no-kioku-kaze-no-yukue	未来の記憶風の行方	国枝彩香
35566	2	B?扇形/別題	mirai-no-kioku	未来の記憶	国枝彩香
35619	2	B?扇形/別題	fire-emblem-thracia-776-2000	ファイアーエムブレム トラキア776	日野慎之助
35619	2	B?扇形/別題	fire-emblem-thracia-776	FIRE EMBLEM THRACIA 776	たかなぎ優名
35754	2	B?扇形/別題	shin-umaimon-kuwasero	新・美味いもん食わせろ!	新田祐克
35754	2	B?扇形/別題	umaimon-kuwasero	美味いもん食わせろ!	新田祐克
36055	2	B?扇形/別題	besuteia	ベスティア	池上遼一
36055	2	B?扇形/別題	ryuugetsushou	流月抄	池上遼一
36088	2	B?扇形/別題	kugutsu-hard-link	傀儡HARD LINK	高橋明
36088	2	B?扇形/別題	kugutsu-takahashi-1999	傀儡	高橋明
37418	2	B?扇形/別題	sotsugyou-m-1998	卒業M+	西臣匡子
37418	2	B?扇形/別題	sotsugyou-m	卒業M	杉崎ゆきる
37447	2	B?扇形/別題	la-vie-en-lose	LA VIE EN LOSE	高河ゆん
37447	2	B?扇形/別題	la-vie-en-rose-1998	ラヴィアンローズ	高河ゆん
37506	2	B?扇形/別題	ojizoo-quest-1st-stage	おじぞークエスト 1st.ステージ	ユーキあきら
37506	2	B?扇形/別題	ojizoo-quest	おじぞークエスト	ユーキあきら
37660	2	B?扇形/別題	m-bakumatsuden	マウス 幕末伝	板場広志
37660	2	B?扇形/別題	m-use	マウス	板場広志
38073	2	B?扇形/別題	kokoro-ni-hoshi-no-kagayaki-o	心に星の輝きを	松葉博
38073	2	B?扇形/別題	shin-kokoro-ni-hoshi-no-kagayaki-o	新心に星の輝きを	松葉博
38220	2	B?扇形/別題	fushigi-toshokan	不思議図書館	高尾滋
38220	2	B?扇形/別題	slope-mansion-ni-okaeri	スロップマンションにお帰り	高尾滋
38777	2	B?扇形/別題	mazin-saga-nagai	魔神サーガ	永井豪
38777	2	B?扇形/別題	mazin-saga	マジン・サーガ	永井豪
39255	2	B?扇形/別題	hi-love-choukyou-host-yuugi	〔○秘〕恋愛調教 ホスト遊戯	わたなべ志穂
39255	2	B?扇形/別題	love-choukyou-host-yuugi	恋愛調教 ホスト遊戯	わたなべ志穂
39273	2	B?扇形/別題	mobile-suit-gundam-f90	機動戦士ガンダムF90	中原れい
39273	2	B?扇形/別題	mobile-suit-z-gundam	機動戦士Zガンダム	山口宏
39888	2	B?扇形/別題	bannou-bunka-neko-musume	万能文化猫娘	高田裕三
39888	2	B?扇形/別題	bannoubunkanekomusumekonpuriito	万能文化猫娘 CONPLETE	高田裕三
39990	2	B?扇形/別題	to-heart-2-2005	To Heart	高雄右京
39990	2	B?扇形/別題	to-heart-2	ToHeart2	御形屋はるか
40616	2	B?扇形/別題	neko-man-tan	ねこまんたん	いわみちさくら
40616	2	B?扇形/別題	nekoman	ねこまん	いくえみ綾
40697	2	B?扇形/別題	uanpaia-savior-tamashii-no-mayoigo	ヴァンパイアセイヴァー魂の迷い子	東まゆみ
40697	2	B?扇形/別題	vampire-seivaa	ヴァンパイアセイヴァー	新山たかし
40810	2	B?扇形/別題	rumic-world	るーみっくわーるど	高橋留美子
40810	2	B?扇形/別題	takahashi-rumiko-kessaku-tanpenshuu	高橋留美子傑作短編集	高橋留美子
41042	2	B?扇形/別題	tokyo-mazin-gakuen-kenpuuchou-tanpenshuu	東京魔人学園剣風帖短編集	喜名朝飛
41042	2	B?扇形/別題	tokyo-mazin-gakuen-kenpuuchou	東京魔人学園剣風帖	喜名朝飛
41044	2	B?扇形/別題	d-mons	Dämons	米原秀幸
41044	2	B?扇形/別題	daimonzu	ダイモンズ	米原秀幸
41156	2	B?扇形/別題	canon-karin-hekikai-no-aioon	KA-NON かりん×碧海のAiON	影崎由那
41156	2	B?扇形/別題	hekikai-no-aion	碧海のAiON	影崎由那
41254	2	B?扇形/別題	hachimitsu-shounen-nakagaki-2003	はちみつ少年	吉野マリ
41254	2	B?扇形/別題	hachimitsu-shounen	蜂蜜少年	仲垣友恵
41329	2	B?扇形/別題	mudazumo-naki-kaikaku-princess-of-zipang	ムダヅモ無き改革 プリンセスオブジパング	大和田秀樹
41329	2	B?扇形/別題	mudazumo-naki-kaikaku	ムダヅモ無き改革	大和田秀樹
41382	2	B?扇形/別題	ichatsukitaino	いちゃつきたいの	天音佑湖
41382	2	B?扇形/別題	zutto-ichatsukitai-no	ずっといちゃつきたいの	天音佑湖
41579	2	B?扇形/別題	dokidoki-majo-2-npan-2	どきどき魔女神判2	八神健
41579	2	B?扇形/別題	dokidoki-majo-shinpan	どきどき魔女神判!	八神健
41929	2	B?扇形/別題	touhou-sangetsusei-strange-and-bright-nature-deity	東方三月精 strange and bright nature deity	比良坂真琴
41929	2	B?扇形/別題	touhou-sangetsusei	東方三月精	松倉ねむ
42161	2	B?扇形/別題	boku-to-ohiru-o	僕とお昼を	古谷実
42161	2	B?扇形/別題	inasaku	稲作	古谷実
42369	2	B?扇形/別題	mama-loves-poyopoyo-saurus-ga-zaurus	ママはぽよぽよザウルスがお好き	青沼貴子
42369	2	B?扇形/別題	poyopoyo-saurus	ぽよぽよザウルス	青沼貴子
42844	2	B?扇形/別題	arabesque-dai1bu	アラベスク第1部	山岸凉子
42844	2	B?扇形/別題	arabesque	アラベスク	山岸凉子
42846	2	B?扇形/別題	dream	ドリーム	山岸凉子
42846	2	B?扇形/別題	youseiou	妖精王	山岸凉子
43026	2	B?扇形/別題	inu-o-kau-to-12-no-tanpen	犬を飼うと12の短編	谷口ジロー
43026	2	B?扇形/別題	inu-o-kau	犬を飼う	谷口ジロー
43139	2	B?扇形/別題	dessin	dessin	小野塚カホリ
43139	2	B?扇形/別題	nico-says	NICO SAYS	小野塚カホリ
43268	2	B?扇形/別題	mahou-senki-lyrical-nanoha-force-touruu-karaado	魔法戦記リリカルなのはForce true colored	緋賀ゆかり
43268	2	B?扇形/別題	mahou-senki-lyrical-nanoha-force	魔法戦記リリカルなのはforce	緋賀ゆかり
43290	2	A?同題ペア	ningen-shikkaku-ito-2010	人間失格	比古地朔弥
43290	2	A?同題ペア	ningen-shikkaku	人間失格	伊藤チカ
43881	2	B?扇形/別題	pureibooi-danchi-shibou-to-iu-na-no-fuku-o-kite	プレイボーイ団地/脂肪と言う名の服を着て	安野モヨコ
43881	2	B?扇形/別題	shibou-to-yuu-na-no-fuku-o-kite	脂肪と言う名の服を着て	安野モヨコ
44120	2	B?扇形/別題	sojou-no-koi-wa-nido-haneru-reboot-edition	俎上の鯉は二度跳ねるリブートエディション	水城せとな
44120	2	B?扇形/別題	sojou-no-koi-wa-nido-haneru	俎上の鯉は二度跳ねる	水城せとな
44761	2	B?扇形/別題	3-kara-torute-3	天からトルテ!×3	近藤るるる
44761	2	B?扇形/別題	ten-carat-torute	天からトルテ!	近藤るるる
45202	2	B?扇形/別題	x-men-1994-4	エックスメン	児嶋都
45202	2	B?扇形/別題	x-men-1994	X-MEN	ヒグチヒロシ
45222	2	B?扇形/別題	seitokai-no-ichizon-otsu	生徒会の一存乙	水島空彦
45222	2	B?扇形/別題	seitokai-no-ichizon	生徒会の一存	10mo
45593	2	B?扇形/別題	wandal-wandering	ワンダル・ワンダリング!	迎夏生
45593	2	B?扇形/別題	wandaru-wandering-gaiden	ワンダル・ワンダリング! 外伝	迎夏生
46260	2	B?扇形/別題	inazuman-1973	イナズマン1973	石ノ森章太郎
46260	2	B?扇形/別題	inazuman	イナズマン	石ノ森章太郎
46378	2	B?扇形/別題	kimikiss-sweet-lips	キミキスthe anthology	下口智裕
46378	2	B?扇形/別題	kimikisu-2007	キミキス	糸杉柾宏
46617	2	B?扇形/別題	kaiki-shiniku-no-otoko	怪奇!死肉の男	日野日出志
46617	2	B?扇形/別題	shiniku-no-otoko	死肉の男	日野日出志
46629	2	B?扇形/別題	nonnonbaa-to-ore	のんのんばあとオレ	水木しげる
46629	2	B?扇形/別題	nonnonbaa	のんのんばあ	水木しげる
46699	2	B?扇形/別題	keetai-ga-ochiteita	ケータイが落ちていた。	赤石路代
46699	2	B?扇形/別題	seven-piisu	セブンピース	赤石路代
46939	2	B?扇形/別題	barabanba	バラバンバ	永井豪
46939	2	B?扇形/別題	chou-nouryoku-shoujo-barabanba	超能力少女バラバンバ	永井豪
46947	2	B?扇形/別題	nekozamurai-saateii-neko-no-kimochi	ネコ侍三十路ネコのきもち	九州男児
46947	2	B?扇形/別題	nekozamurai	ネコ侍	九州男児
47390	2	B?扇形/別題	eiyuu-densetsu-sora-no-kiseki-esushii	英雄伝説空の軌跡SC	啄木鳥しんき
47390	2	B?扇形/別題	eiyuu-densetsu-sora-no-kiseki	英雄伝説空の軌跡	啄木鳥しんき
47582	2	B?扇形/別題	manga-no-ma	マンガのマ	武内こずえ
47582	2	B?扇形/別題	zoku-manga-no-ma	続 マンガのマ	武内こずえ
47590	2	B?扇形/別題	change-kitamura-2005	ちぇんじ!	篠塚ひろむ
47590	2	B?扇形/別題	raburabu-change	らぶらぶ❤ちぇんじ	にしむらともこ
48469	2	B?扇形/別題	nante-suteki-ni-japanesque	なんて素敵にジャパネスク	山内直実
48469	2	B?扇形/別題	nante-suteki-ni-japanesuku-hitozumahen	なんて素敵にジャパネスク人妻編	山内直実
49189	2	B?扇形/別題	sakura-no-sono-1994	桜の園	吉田秋生
49189	2	B?扇形/別題	sakura-no-sono	櫻の園	吉田秋生
49196	2	B?扇形/別題	blade-sangokushi-sekiheki	ブレイド三国志赤壁	壱河柳乃助
49196	2	B?扇形/別題	blade-sangokushi	ブレイド三国志	壱河柳乃助
49871	2	B?扇形/別題	chocolate-girl-2013	チョコレートガールEXTRA	吉原由起
49871	2	B?扇形/別題	chocolate-girl	チョコレートガール	吉原由起
50088	2	B?扇形/別題	lilpri	リルぷりっ	陣名まい
50088	2	B?扇形/別題	puriritsu-rirupuritsu	ぷりりっ!リルぷりっ	陣名まい
50127	2	B?扇形/別題	kusare-joshi-in-deep	くされ女子!in Deep	竹内佐千子
50127	2	B?扇形/別題	kusare-joshi	くされ女子!	竹内佐千子
50663	2	B?扇形/別題	mikado-no-shihou-tokubetsuhen	帝の至宝特別編	仲野えみこ
50663	2	B?扇形/別題	mikado-no-shihou	帝の至宝	仲野えみこ
50706	2	B?扇形/別題	otokonoko-zukan	男の子ずかん	横山真由美
50706	2	B?扇形/別題	otona-no-otokonoko-zukan	オトナの❤男の子ずかん	横山真由美
50776	2	B?扇形/別題	miyori-no-mori-no-shiki	ミヨリの森の四季	小田ひで次
50776	2	B?扇形/別題	miyori-no-mori	ミヨリの森	小田ひで次
50946	2	B?扇形/別題	mobile-suit-gundam-gaiden	機動戦士ガンダム外伝	高山瑞穂
50946	2	B?扇形/別題	uchuu-senkou-no-hate-ni	宇宙、閃光の果てに…	夏元雅人
51476	2	B?扇形/別題	yuusha-dan-shounensandeeban	勇者ダン 少年サンデー版	手塚治虫
51476	2	B?扇形/別題	yuushadan	勇者ダン	夏目房之介
51840	2	B?扇形/別題	idol-sousei-densetsu-princess	美少女創世伝説プリンセス	克・亜樹
51840	2	B?扇形/別題	princess	Princess	克・亜樹
52943	2	B?扇形/別題	majokko-tsukune-chan-chaos	魔女っ娘つくねちゃん かおす	まがりひろあき
52943	2	B?扇形/別題	majokko-tsukune-chan	魔女っ娘つくねちゃん	まがりひろあき
53187	2	B?扇形/別題	akuma-kun	悪魔くん	水木しげる
53187	2	B?扇形/別題	saishinbanakuma-kun	最新版 悪魔くん	水木しげる
53811	2	B?扇形/別題	needless-zero-two	NEEDLESS ZERO TWO	今井神
53811	2	B?扇形/別題	needless-zero	NEEDLESS ZERO	今井神
54121	2	B?扇形/別題	fukigen-na-meitantei	不機嫌な名探偵	渡辺瑞樹
54121	2	B?扇形/別題	fukigenna-meitantei-division-0	不機嫌な名探偵 division-0	渡辺瑞樹
54525	2	B?扇形/別題	cyber-blue	サイバーブルー	原哲夫
54525	2	B?扇形/別題	saibaa-buruuushinawareta-kodomotachi	サイバーブルー失われた子供たち	吉原基貴
54527	2	B?扇形/別題	kutsuzure-sensen-peresutoroika	靴ずれ戦線ペレストロイカ	速水螺旋人
54527	2	B?扇形/別題	kutsuzure-sensen	靴ずれ戦線	速水螺旋人
54773	2	B?扇形/別題	gekiman-z-and-great-hen	激マン! Z&グレート編	永井豪
54773	2	B?扇形/別題	gekiman	激マン!	永井豪
55637	2	B?扇形/別題	baka-to-test-to-shoukanjuu-spinout	バカとテストと召喚獣・spinout!	namo
55637	2	B?扇形/別題	baka-to-test-to-shoukanjuu-supinauto-sore-ga-bokura-no-nichijou	バカとテストと召喚獣→spinout! それが僕らの日常。	namo
57109	2	B?扇形/別題	saru-gecchu	サルゲッチュ	後藤英貴
57109	2	B?扇形/別題	sarugetchu-ukiuki-daisakusen	サルゲッチュウキウキ大作戦!	後藤英貴
57635	2	B?扇形/別題	dream-eater-saigo-no-yume	ドリームイーター最後の夢	かまたきみこ
57635	2	B?扇形/別題	dream-eater	ドリームイーター	かまたきみこ
58589	2	B?扇形/別題	todenka-shounen-tanteidan	とでんか 少年探偵団	樹生ナト
58589	2	B?扇形/別題	todenka	とでんか	樹生ナト
61455	2	B?扇形/別題	kami-no-inu-1996	神の犬 ブランカⅡ	谷口ジロー
61455	2	B?扇形/別題	kami-no-inu	神の犬	谷口ジロー
62833	2	B?扇形/別題	himegoto-2010	ひめごと	堀多磊音
62833	2	B?扇形/別題	himegoto-2013	ひめゴト	佃煮のりお
63333	2	B?扇形/別題	uchuu-senkan-yamato-1987	宇宙戦鑑ヤマト	松本零士
63333	2	B?扇形/別題	uchuusenkanyamato	宇宙戦艦ヤマト	松本零士
63335	2	B?扇形/別題	uchuu-senkan-yamato-2005	宇宙戦艦ヤマト 完結編	ひおあきら
63335	2	B?扇形/別題	uchuu-senkan-yamato	宇宙戦艦ヤマト	ひおあきら
65063	2	B?扇形/別題	robotics-notes-2012	Robotics;Notes	シヒラ竜也
65063	2	B?扇形/別題	robotics-notes	Robotics ; notes	浅川圭司
66357	2	B?扇形/別題	baiyaku-kakeba-chou-kuzuryuu	買厄懸場帖九頭竜	石ノ森章太郎
66357	2	B?扇形/別題	kuzuryuu	九頭竜	石ノ森章太郎
67745	2	B?扇形/別題	shimashima-eburidi	しましまえぶりでぃ	TONO
67745	2	B?扇形/別題	tono-chan-no-shimashima-eburidi	TONOちゃんのしましまえぶりでぃ	TONO
67929	2	B?扇形/別題	rikei-otoko-next	理系男子。NEXT	中条亮
67929	2	B?扇形/別題	rikei-otoko	理系男子。	中条亮
68109	2	A?同題ペア	bakeru-kun-2005	バケルくん	藤子・F・不二雄
68109	2	A?同題ペア	bakeru-kun	バケルくん	藤子不二雄
71023	2	B?扇形/別題	psychometrer-age-ganso-mitsu-chan-toujouhen	サイコメトラーEIJI 元祖・みっちゃん登場編	朝基まさし
71023	2	B?扇形/別題	psychometrer	サイコメトラー	朝基まさし
73517	2	B?扇形/別題	hibi-rock	日々ロック	榎屋克優
73517	2	B?扇形/別題	hibi-rokku-buutoregu	日々ロックBOOTLEG	榎屋克優
82163	2	B?扇形/別題	emuesu-senki	Ms戦記	近藤和久
82163	2	B?扇形/別題	mobile-suit-gundam-mobirusuutsu-senki	機動戦士ガンダムMS戦記	近藤和久
82567	2	B?扇形/別題	mix-party	みっくすパーティ	大見武士
82567	2	B?扇形/別題	uregoro-h-na-mikkusu-party	熟れごろHなみっくすパーティ	大見武士
84593	2	B?扇形/別題	ore-no-nounai-sentakushi-ga-gakuen-love-comedy-zenryoku-de-jama-shite-iru	俺の脳内選択肢が、学園ラブコメを全力で邪魔している	一葵さやか
84593	2	B?扇形/別題	ore-no-nounai-sentakushi-ga-gakuen-rabukome-o-zenryoku-de-jama-shite-iru-eichi	俺の脳内選択肢が、学園ラブコメを全力で邪魔しているH	長谷見亮
84883	2	B?扇形/別題	kaidan-inuki-1996	怪談	犬木加奈子
84883	2	B?扇形/別題	nettaiya-no-kaidan	熱帯夜の怪談	犬木加奈子
85760	2	B?扇形/別題	muteki-sensei	無敵せんせい	ザンクロー
85760	2	B?扇形/別題	pikopiko-punch-vs-muteki-sensei	ピコピコぱんち!vs無敵せんせい	ザンクロー
86121	2	B?扇形/別題	fire-fire-fire-black-sword	FIRE FIRE FIRE BLACK SWORD	佐藤ショウジ
86121	2	B?扇形/別題	fire-fire-fire	Fire fire fire	佐藤ショウジ
87033	2	B?扇形/別題	mame-sengoku-basara	まめ戦国BASARA	スメラギ
87033	2	B?扇形/別題	mame-sengoku-basara4	まめ戦国BASARA4	スメラギ
87137	2	B?扇形/別題	tokyo-yamimushi-2nd-scenario-pandora	東京闇虫-2nd scenario-パンドラ	本田優貴
87137	2	B?扇形/別題	tokyo-yamimushi	東京闇虫	本田優貴
88282	2	B?扇形/別題	kaitou-lupin-den-abanchurie-toujou-hen	怪盗ルパン伝アバンチュリエ 登場編	森田崇
88282	2	B?扇形/別題	kaitou-lupin-den-aventurier	怪盗ルパン伝アバンチュリエ	森田崇
89615	2	B?扇形/別題	2011-ritsu-kiwamemichi-koukou-2011-special	私立極道高校2011スペシャル	宮下あきら
89615	2	B?扇形/別題	2011-ritsu-kiwamemichi-koukou-2011	私立極道高校2011	宮下あきら
91381	2	B?扇形/別題	fuuryuu-edo-suzume-dondon-manga	風流江戸雀/呑々まんが	杉浦日向子
91381	2	B?扇形/別題	fuuryuu-edosuzume	風流江戸雀	杉浦日向子
92192	2	B?扇形/別題	ginneko-minmin	ぎんねこMINMIN	立原あゆみ
92192	2	B?扇形/別題	usaneko-chan	うさねこちゃん	立原あゆみ
92280	2	B?扇形/別題	ano-shoutengai-no-honya-no-chiisana-oku-san-no-ohanashi-hatsukoi-honya	「あの商店街の、本屋の、小さな奥さんのお話。」初恋本屋。	高橋しん
92280	2	B?扇形/別題	ano-shoutengai-no-honya-no-chiisana-oku-san-no-ohanashi	あの商店街の、本屋の、小さな奥さんのお話。	高橋しん
92729	2	B?扇形/別題	dai-toshokan-no-hitsujikai	大図書館の羊飼い	佐々木あかね
92729	2	B?扇形/別題	daitoshokan-no-hitsujikai-za-little-rutora-rutora	大図書館の羊飼い the Little Lutra lutra	日下皓
93359	2	B?扇形/別題	soumatou-kabushiki-kaisha-mimasuka-yamemasuka-zenjinsei-shuuroku-disuku	走馬灯株式会社 観ますか?止めますか?全人生収録ディスク	菅原敬太
93359	2	B?扇形/別題	soumatou-kabushiki-kaisha	走馬灯株式会社	菅原敬太
93429	2	B?扇形/別題	kawaite-sourou	乾いて候	小島剛夕
93429	2	B?扇形/別題	kuchiyaku-mondo-kawaitesourou	唇役主丞乾いて候	小島剛夕
93942	2	B?扇形/別題	motel-the-last-week	MOTEL-THE LAST WEEK-	岡田ユキオ
93942	2	B?扇形/別題	motel	MOTEL	岡田ユキオ
94449	2	B?扇形/別題	god-mazinger	ゴッドマジンガー	永井豪
94449	2	B?扇形/別題	majindensetsu	魔神伝説	永井豪
95112	2	B?扇形/別題	suisei-no-gargantia-meguru-kouro-haruka	翠星のガルガンティア -めぐる航路、遥か-	杉浩太郎
95112	2	B?扇形/別題	suisei-no-gargantia	翠星のガルガンティア	杉浩太郎
95124	2	A?同題ペア	makai-tenshou	魔界転生	とみ新蔵
95124	2	A?同題ペア	makaitensei	魔界転生	石川賢
