状態	match	owner_slug	series_key	title	subtitle	number	isbn	release_date	date_gap_days	imprint	edition_type	authors	材料
DUP	SIBLING	fuuunjitachi	qid:Q11279182|name:風雲児たち	風雲児たち		2	9784267900860	1982-07-10	131	希望コミックス	standard	みなもと太郎	未取得
DUP	SIBLING	fuuunjitachi	qid:Q11279182|name:風雲児たち	風雲児たち		2	9784845801664	2002-04-28	7363		standard	みなもと太郎	未取得
DUP	SIBLING	fuuunjitachi	qid:Q11279182|name:風雲児たち	風雲児たち		2	9784845857258	2021-04	14276	SP comics	standard	みなもと太郎	未取得
DUP	SIBLING	fuuunjitachi	qid:Q11279182|name:風雲児たち	風雲児たち		20	9784845801879	2004-01	4263	SPコミックス	standard	みなもと太郎	未取得
DUP	SIBLING	fuuunjitachi	qid:Q11279182|name:風雲児たち	風雲児たち		23	9784267902635	1993-12-20	3	希望コミックス	standard	みなもと太郎	未取得
DUP	SIBLING	fuuunjitachi	qid:Q11279182|name:風雲児たち	風雲児たち		24	9784267903946	1994-10-10	5	希望コミックス	standard	みなもと太郎	未取得
DUP	SIBLING	fuuunjitachi	qid:Q11279182|name:風雲児たち	風雲児たち		3	9784845801671				standard	みなもと太郎	未取得
DUP	SIBLING	fuuunjitachi	qid:Q11279182|name:風雲児たち	風雲児たち		4	9784845801688	2002-05	7173	SPコミックス	standard	みなもと太郎	未取得
DUP	SIBLING	fuuunjitachi	qid:Q11279182|name:風雲児たち	風雲児たち		5	9784845801695	2002-06	6753	SPコミックス	standard	みなもと太郎	未取得
DUP	SIBLING	fuuunjitachi	qid:Q11279182|name:風雲児たち	風雲児たち		6	9784845801725	2002-10	6766	SPコミックス	standard	みなもと太郎	未取得
DUP	SIBLING	fuuunjitachi	qid:Q11279182|name:風雲児たち	風雲児たち		7	9784845801732	2002-11	6665	SPコミックス	standard	みなもと太郎	未取得
DUP	SIBLING	fuuunjitachi	qid:Q11279182|name:風雲児たち	風雲児たち		8	9784845801749	2002-12	6565	SPコミックス	standard	みなもと太郎	未取得
DUP	SIBLING	fuuunjitachi	qid:Q11279182|name:風雲児たち	風雲児たち		9	9784845801756	2003-01-26	6480	SPコミックス	standard	みなもと太郎	未取得
DUP	SIBLING	fuwafuwa-cinnamon	qid:Q11272160|name:ふわふわシナモン	ふわふわシナモン		1	9784091480262	2006-01-05	102	ぴっかぴかコミックス カラー版	standard	せきちさと / つきりのゆみ	未取得
DUP	SIBLING	fuwafuwa-cinnamon	qid:Q11272160|name:ふわふわシナモン	ふわふわシナモン		2	9784091480583	2007-01-05	225	ぴっかぴかコミックス カラー版	standard	せきちさと / つきりのゆみ	未取得
DUP	SIBLING	fuwafuwa-cinnamon	qid:Q11272160|name:ふわふわシナモン	ふわふわシナモン		3	9784091480781	2007-12-22	264	ぴっかぴかコミックス カラー版	standard	せきちさと / つきりのゆみ	未取得
DUP	SIBLING	fuyusugite-sakura	name:Bamwoo|name:冬すぎて桜	冬すぎて桜		1	9784758018548	2024-01	0		standard	Bamwoo	未取得
DUP	SIBLING	fuyuzakura	qid:Q11622640|name:冬緋桜	冬緋桜		1	9784396790370	2010-08	334	FEEL COMICSファンタジー	standard	藤丞めぐる	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		1	9784887410190	1996-07	6424	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		10	9784887414297	2001-02	2556	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		11	9784887414426	2001-04	2526	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		12	9784887414624	2001-08	2435	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		13	9784887414815	2001-12	2466	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		14	9784887414990	2002-04	2345	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		15	9784887415133	2002-07	2284	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		16	9784887415270	2002-10	2192	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		17	9784887415362	2002-12	2162	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		18	9784887415522	2003-04	2041	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		19	9784887415652	2003-08	3075	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		2	9784887410206	1995-02	6940	ラキッシュ・コミックス no.34	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		20	9784887415751	2003-11	3014	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		21	9784887415843	2004-02	2951	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		22	9784887415904	2004-04	2922	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		23	9784887416031	2004-07	3137	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		24	9784887416215	2004-11	3014	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		25	9784887416406	2005-03	2953	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		26	9784887416536	2005-06	3532	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		27	9784887416734	2005-09	3440	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		28	9784887416963	2006-01	3560	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		29	9784887417151	2006-05	3440	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		3	9784887410213	1995-07	6790	ラキッシュ・コミックス no.46	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		30	9784887417373	2006-10	3592	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		31	9784887417571	2007-04	3410	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		32	9784887418585	2008-06	2495	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		33	9784887418615	2008-07	2526	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		34	9784887418783	2008-10	2434	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		35	9784887419087	2009-03	2283	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		36	9784887419612	2009-11	2038	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・DEFEND	G・DEFEND		37	9784864233309	2015-08	1826	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・DEFEND	G・DEFEND		38	9784864233316	2015-08	1583	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・DEFEND	G・DEFEND		39	9784864233323	2015-08	1369	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		4	9784887410220	1996-08	4017	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・DEFEND	G・DEFEND		40	9784864233330	2015-08	1156	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・DEFEND	G・DEFEND		41	9784864233507	2015-10	913	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・DEFEND	G・DEFEND		42	9784864233514	2015-10	791	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・DEFEND	G・DEFEND		43	9784864233521	2015-10	669	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・DEFEND	G・DEFEND		44	9784864233538	2015-10	548	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・DEFEND	G・DEFEND		45	9784864233545	2015-12	487	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・DEFEND	G・DEFEND		46	9784864233552	2015-12	365	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・DEFEND	G・DEFEND		47	9784864233569	2015-12	244	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・DEFEND	G・DEFEND		48	9784864233576	2015-12	122	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・DEFEND	G・DEFEND		49	9784864233729	2016-02	62	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		5	9784887410237	1996-08	4048	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・DEFEND	G・DEFEND		50	9784864233811	2016-06	61	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・DEFEND	G・DEFEND		51	9784864233910	2016-10	61	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・DEFEND	G・DEFEND		52	9784864234016	2017-02	62	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・DEFEND	G・DEFEND		53	9784864234092	2017-06	61	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・DEFEND	G・DEFEND		54	9784864234207	2017-10	61	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		55	9784864234290	2018-02	62	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		56	9784864234375	2018-06	61	148	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		57	9784864234481	2018-10	61	149	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		58	9784864234535	2019-01	92	150	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		59	9784864234580	2019-04	90	151	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		6	9784887410244	1996-08	4078	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		60	9784864234641	2019-07	91	152	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		61	9784864234696	2019-10	92	153	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		62	9784864234757	2020-01	92	154	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		63	9784864234818	2020-04	91	155	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		64	9784864234887	2020-07	91	156	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		65	9784864234986	2021-01	92	157	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		66	9784864235068	2021-04	90	158	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		67	9784864235136	2021-07	91	159	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		68	9784864235211	2021-10	92	160	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		69	9784864235228	2022-01	92	161	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		7	9784887410251	1996-07	4140	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		70	9784864235280	2022-04	90	162	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		71	9784864235389	2022-10	92	163	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		72	9784864235440	2023-01	92	164	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		73	9784864235518	2023-04	90	165	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		74	9784864235570	2023-07	91	166	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		75	9784864235648	2023-10	92	167	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		8	9784887410725	1996-12	4017	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-defend	qid:Q11539826|name:G・defend	G・defend		9	9784887410848	1997-02	3986	ラキッシュ・コミックス	standard	森本秀	未取得
DUP	SIBLING	g-no-kagenin	qid:Q8979434|name:Gの影忍	Gの影忍		1	9784840230179	2005-04	3774	DENGEKI COMICS	standard	こやま基夫 / 矢立肇 / 富野由悠季	未取得
DUP	SIBLING	g-taste	qid:Q1015799|name:G-taste	G-taste		4	9784063351125	2001-06	298	アッパーズKCDX	standard	八神ひろき	未取得
DUP	SIBLING	gabunomi-araya	qid:Q11523388|name:がぶノミ荒矢	がぶノミ荒矢		1	9784537155747	2008-11	4841	Gコミックス	standard	村田ひろゆき	未取得
DUP	SIBLING	gabunomi-araya	qid:Q11523388|name:がぶノミ荒矢	がぶノミ荒矢		3	9784537155761	2008-12	4344	Gコミックス	standard	村田ひろゆき	未取得
DUP	SIBLING	gag-guerrilla	qid:Q958256|name:ギャグゲリラ	ギャグゲリラ		1	9784090018244			赤塚不二夫漫画大全集	standard	赤塚不二夫	未取得
DUP	SIBLING	gag-guerrilla	qid:Q958256|name:ギャグゲリラ	ギャグゲリラ		10	9784090018336			赤塚不二夫漫画大全集	standard	赤塚不二夫	未取得
DUP	SIBLING	gag-guerrilla	qid:Q958256|name:ギャグゲリラ	ギャグゲリラ		11	9784090018343			赤塚不二夫漫画大全集	standard	赤塚不二夫	未取得
DUP	SIBLING	gag-guerrilla	qid:Q958256|name:ギャグゲリラ	ギャグゲリラ		12	9784090018350			赤塚不二夫漫画大全集	standard	赤塚不二夫	未取得
DUP	SIBLING	gag-guerrilla	qid:Q958256|name:ギャグゲリラ	ギャグゲリラ		2	9784090018251			赤塚不二夫漫画大全集	standard	赤塚不二夫	未取得
DUP	SIBLING	gag-guerrilla	qid:Q958256|name:ギャグゲリラ	ギャグゲリラ		3	9784090018268			赤塚不二夫漫画大全集	standard	赤塚不二夫	未取得
DUP	SIBLING	gag-guerrilla	qid:Q958256|name:ギャグゲリラ	ギャグゲリラ		4	9784090018275			赤塚不二夫漫画大全集	standard	赤塚不二夫	未取得
DUP	SIBLING	gag-guerrilla	qid:Q958256|name:ギャグゲリラ	ギャグゲリラ		5	9784090018282			赤塚不二夫漫画大全集	standard	赤塚不二夫	未取得
DUP	SIBLING	gag-guerrilla	qid:Q958256|name:ギャグゲリラ	ギャグゲリラ		6	9784090018299			赤塚不二夫漫画大全集	standard	赤塚不二夫	未取得
DUP	SIBLING	gag-guerrilla	qid:Q958256|name:ギャグゲリラ	ギャグゲリラ		7	9784090018305			赤塚不二夫漫画大全集	standard	赤塚不二夫	未取得
DUP	SIBLING	gag-guerrilla	qid:Q958256|name:ギャグゲリラ	ギャグゲリラ		8	9784090018312			赤塚不二夫漫画大全集	standard	赤塚不二夫	未取得
DUP	SIBLING	gag-guerrilla	qid:Q958256|name:ギャグゲリラ	ギャグゲリラ		9	9784090018329			赤塚不二夫漫画大全集	standard	赤塚不二夫	未取得
DUP	SIBLING	gai-magazine	name:カキネ|name:骸マガジン	骸マガジン		1	9784904312568	2009-07	731	ピクト・コミックス	standard	カキネ	未取得
DUP	SIBLING	gaikotsu-shotenin-honda-san	qid:Q60987424|name:ガイコツ書店員本田さん	ガイコツ書店員本田さん		1	9784040653372	2019-01	1011	MFCジーンピクシブシリーズ	standard	本田	未取得
DUP	SIBLING	gaikotsu-shotenin-honda-san	qid:Q60987424|name:ガイコツ書店員本田さん	ガイコツ書店員本田さん		3	9784040653396	2019-02	492	MFCジーンピクシブシリーズ	standard	本田	未取得
DUP	SIBLING	gaira	qid:Q9216585|name:凱羅	凱羅		2	9784575931013	1987-11	2008	ACTION COMICS	standard	SYUFO	未取得
DUP	SIBLING	gaki	qid:Q2339941|name:餓鬼	餓鬼		1	9784834282344	1996-09-24	7116	ちばてつや全集	standard	ちばてつや	未取得
DUP	SIBLING	gaki	qid:Q2339941|name:餓鬼	餓鬼		2	9784834282351	1996-10-23	7115	ちばてつや全集	standard	ちばてつや	未取得
DUP	TITLE	gaki-deka	qid:Q3516091|name:がきデカ|sub:夏休みは死刑!!	がきデカ	夏休みは死刑!!	1	9784091095855	2001-07	9579		standard	山上たつひこ	未取得
DUP	TITLE	gaki-rock	name:クルスマサトシ|name:ガキ★ロック	ガキ★ロック		1	9784845850396	2017-04	1035	SP pocket wide	standard	柳内大樹	未取得
DUP	TITLE	gakideka-the-best	qid:Q3516091|name:がきデカTHE BEST	がきデカTHE BEST		1	9784778060213	2012-01	1126	Rare mix comics	standard	山上たつひこ	未取得
DUP	TITLE	gakideka-the-best	qid:Q3516091|name:がきデカTHE BEST	がきデカTHE BEST		1	9784778060220	2012-02	1157	Rare mix comics	standard	山上たつひこ	未取得
DUP	SIBLING	gakkatsu-tsuyatsuya-tannin	qid:Q3478624|name:学活!!つやつや担任	学活!!つやつや担任		1	9784091792549	2001-04	0		standard	吉田戦車	未取得
DUP	SIBLING	gakkou	qid:Q324980|name:学校	学校		1	9784778320126	2006-04	2689	Ohta comics	standard	山本直樹	未取得
DUP	TITLE	gakkou-de-atta-kowai-hanashi	name:コミック編集部|name:学校であった怖い話	学校であった怖い話		1	9784756111654	1995-08	4018	Ascii comix	standard		未取得
DUP	SIBLING	gakkou-kaidan	qid:Q8062691|name:学校怪談	学校怪談		1	9784253244817	2008-08	4735	Akita top comics wide	standard	高橋葉介	未取得
DUP	SIBLING	gaku	qid:Q11585479|name:岳	岳		1	9784091634108	2017-08	4444	My first wide	standard	石塚真一	未取得
DUP	TITLE	gaku	qid:Q11585479|name:岳|sub:完全版	岳	完全版	1	9784098608140	2020-11	5632	BIG COMICS SPECIAL	standard	石塚真一	未取得
DUP	SIBLING	gaku	qid:Q11585479|name:岳	岳		2	9784091634160	2017-10	3987	My first wide	standard	石塚真一	未取得
DUP	TITLE	gaku	qid:Q11585479|name:岳|sub:完全版	岳	完全版	2	9784098608164	2020-12	5144	BIG COMICS SPECIAL	standard	石塚真一	未取得
DUP	SIBLING	gaku	qid:Q11585479|name:岳	岳		3	9784091634252	2017-11	3926	My first wide	standard	石塚真一	未取得
DUP	TITLE	gaku	qid:Q11585479|name:岳|sub:完全版	岳	完全版	3	9784098608171	2020-12	5052	BIG COMICS SPECIAL	standard	石塚真一	未取得
DUP	SIBLING	gaku	qid:Q11585479|name:岳	岳		4	9784091634276	2017-12	3866	My first wide	standard	石塚真一	未取得
DUP	TITLE	gaku	qid:Q11585479|name:岳|sub:完全版	岳	完全版	4	9784098608201	2021-02	5024	BIG COMICS SPECIAL	standard	石塚真一	未取得
DUP	SIBLING	gaku	qid:Q11585479|name:岳	岳		5	9784091634344	2018-01	3743	My first wide	standard	石塚真一	未取得
DUP	TITLE	gaku	qid:Q11585479|name:岳|sub:完全版	岳	完全版	5	9784098608218	2021-03	4898	BIG COMICS SPECIAL	standard	石塚真一	未取得
DUP	SIBLING	gaku	qid:Q11585479|name:岳	岳		6	9784091634443	2018-02	3650	My first wide	standard	石塚真一	未取得
DUP	TITLE	gaku	qid:Q11585479|name:岳|sub:完全版	岳	完全版	6	9784098608225	2021-04	4805	BIG COMICS SPECIAL	standard	石塚真一	未取得
DUP	SIBLING	gaku	qid:Q11585479|name:岳	岳		7	9784091634511	2018-03	3526	My first wide	standard	石塚真一	未取得
DUP	TITLE	gaku	qid:Q11585479|name:岳|sub:完全版	岳	完全版	7	9784098608232	2021-05	4683	BIG COMICS SPECIAL	standard	石塚真一	未取得
DUP	SIBLING	gaku	qid:Q11585479|name:岳	岳		8	9784091634580	2018-04	3406	My first wide	standard	石塚真一	未取得
DUP	TITLE	gaku	qid:Q11585479|name:岳|sub:完全版	岳	完全版	8	9784098608249	2021-06	4563	BIG COMICS SPECIAL	standard	石塚真一	未取得
DUP	SIBLING	gaku	qid:Q11585479|name:岳	岳		9	9784091634658	2018-05	3345	My first wide	standard	石塚真一	未取得
DUP	TITLE	gaku	qid:Q11585479|name:岳|sub:完全版	岳	完全版	9	9784098608256	2021-07	4502	BIG COMICS SPECIAL	standard	石塚真一	未取得
DUP	SIBLING	gakuen-aidorumasutaa-gold-rush	name:バンダイナムコエンターテインメント|name:学園アイドルマスターgold rush	学園アイドルマスターgold rush		1	9784253298124	2025-02-24	0	SHŌNEN CHAMPION COMICS	standard	バンダイナムコエンターテインメント / 猪ノ谷言葉 / 沖乃ゆう	未取得
DUP	SIBLING	gakuen-baby-shittaazu	qid:Q845078|name:学園ベビーシッターズ	学園ベビーシッターズ		16	9784592195764	2018-01	3	花とゆめCOMICS	standard	時計野はり	未取得
DUP	SIBLING	gakuen-baby-shittaazu	qid:Q845078|name:学園ベビーシッターズ	学園ベビーシッターズ		22	9784592220923	2021-10	4	花とゆめCOMICS	standard	時計野はり	未取得
DUP	NEAR	gakuen-heaven	name:Spray|name:学園ヘヴンDOUBLE SCRAMBLE	学園ヘヴンDOUBLE SCRAMBLE		1	9784799725481	2015-05	3226	Be×boy comics	standard	氷栗優 / Spray	未取得
DUP	SIBLING	gakuen-heaven	name:Spray|name:学園ヘヴン	学園ヘヴン		1	9784835215655	2004-03	852	Be-boy comics	standard	氷栗優	未取得
DUP	SIBLING	gakuen-heaven	name:Spray|name:学園ヘヴン	学園ヘヴン		1	9784862630100	2006-07	0	Be-boy comics	standard	氷栗優	未取得
DUP	SIBLING	gakuen-heaven	name:Spray|name:学園ヘヴン	学園ヘヴン		1	9784862632197	2007-07	365	Be-boy comics	standard	氷栗優	未取得
DUP	SIBLING	gakuen-kakumeiden-mitsurugi	name:行徒|name:学園革命伝ミツルギ	学園革命伝ミツルギ		1	9784757532441	2011-05	1940	ヤングガンガンコミックス	standard	河田雄志 / 行徒	未取得
DUP	SIBLING	gakuen-kakumeiden-mitsurugi	name:行徒|name:学園革命伝ミツルギ	学園革命伝ミツルギ		2	9784757532755	2011-06	1728	ヤングガンガンコミックス	standard	河田雄志 / 行徒	未取得
DUP	SIBLING	gakuen-kakumeiden-mitsurugi	name:行徒|name:学園革命伝ミツルギ	学園革命伝ミツルギ		3	9784757532786	2011-06	1516	ヤングガンガンコミックス	standard	河田雄志 / 行徒	未取得
DUP	SIBLING	gakuen-kakumeiden-mitsurugi	name:行徒|name:学園革命伝ミツルギ	学園革命伝ミツルギ		4	9784757533011	2011-07	1393	ヤングガンガンコミックス	standard	河田雄志 / 行徒	未取得
DUP	SIBLING	gakuen-kakumeiden-mitsurugi	name:行徒|name:学園革命伝ミツルギ	学園革命伝ミツルギ		5	9784757533028	2011-07	1240	ヤングガンガンコミックス	standard	河田雄志 / 行徒	未取得
DUP	SIBLING	gakuen-kakumeiden-mitsurugi	name:行徒|name:学園革命伝ミツルギ	学園革命伝ミツルギ		6	9784757533462	2011-08	1120	ヤングガンガンコミックス	standard	河田雄志 / 行徒	未取得
DUP	SIBLING	gakuen-kakumeiden-mitsurugi	name:行徒|name:学園革命伝ミツルギ	学園革命伝ミツルギ		7	9784757533479	2011-08	936	ヤングガンガンコミックス	standard	河田雄志 / 行徒	未取得
DUP	TITLE	gakuen-mokushiroku-highschool-of-the-dead	qid:Q503748|name:学園黙示録HIGHSCHOOL OF THE DEAD	学園黙示録HIGHSCHOOL OF THE DEAD		1	9784049262698	2011-02	1433		standard	佐藤ショウジ / 佐藤大輔	未取得
DUP	NEAR	gakuen-mokushiroku-highschool-of-the-dead	qid:Q503748|name:学園黙示録HIGHSCHOOL OF THE DEAD ＆トリアージX LIGHTNING POP	学園黙示録HIGHSCHOOL OF THE DEAD ＆トリアージX LIGHTNING POP		1	9784829177082	2012-08	1980		standard	佐藤ショウジ	未取得
DUP	TITLE	gakuen-mokushiroku-highschool-of-the-dead	qid:Q503748|name:学園黙示録HIGHSCHOOL OF THE DEAD	学園黙示録HIGHSCHOOL OF THE DEAD		2	9784049262704	2011-02	1402		standard	佐藤ショウジ / 佐藤大輔	未取得
DUP	TITLE	gakuen-mokushiroku-highschool-of-the-dead	qid:Q503748|name:学園黙示録HIGHSCHOOL OF THE DEAD	学園黙示録HIGHSCHOOL OF THE DEAD		3	9784049262711	2011-03	1244		standard	佐藤ショウジ / 佐藤大輔	未取得
DUP	TITLE	gakuen-mokushiroku-highschool-of-the-dead	qid:Q503748|name:学園黙示録HIGHSCHOOL OF THE DEAD	学園黙示録HIGHSCHOOL OF THE DEAD		4	9784049262728	2011-03	1090		standard	佐藤ショウジ / 佐藤大輔	未取得
DUP	TITLE	gakuen-mokushiroku-highschool-of-the-dead	qid:Q503748|name:学園黙示録HIGHSCHOOL OF THE DEAD	学園黙示録HIGHSCHOOL OF THE DEAD		7	9784049262759	2013-03	665		standard	佐藤ショウジ / 佐藤大輔	未取得
DUP	SIBLING	gakuen-taikutsu-otoko	qid:Q551359|name:ガクエン退屈男	ガクエン退屈男		1	9784835451794	2015-02	10807		standard	永井豪	未取得
DUP	SIBLING	gakuen-taikutsu-otoko	qid:Q551359|name:ガクエン退屈男	ガクエン退屈男		1	9784889918274	1999-05	5052	永井豪華版	standard	永井豪	未取得
DUP	SIBLING	gakuen-taikutsu-otoko	qid:Q551359|name:ガクエン退屈男	ガクエン退屈男		2	9784835451800	2015-04	10835		standard	永井豪	未取得
DUP	SIBLING	gakuen-taikutsu-otoko	qid:Q551359|name:ガクエン退屈男	ガクエン退屈男		2	9784889918281	1999-05	5021	永井豪華版	standard	永井豪	未取得
DUP	SIBLING	gakuen-tengoku	qid:Q965600|name:学園天国	学園天国		1	9784537109573	2009-05	1864	Nichibun comics	standard	遊人	未取得
