slug	last_pub_year	anilist_status	anilist_end_year
perfect-world-fuwa-1999	2001	FINISHED	2001
persona	2001	-	
phantom-wizard	2001	FINISHED	2001
pony-tail	2001	-	
prison-hotel	2001	-	
reino-shounen-gii	2001	-	
rough-diamond	2001	-	
scissors	2001	-	
shinonomeryou-ki-tan	2001	FINISHED	2001
smash-meg	2001	FINISHED	1982
sokkou-seitokai	2001	-	
soshite-boku-wa-tohou-ni-kureru	2001	FINISHED	2001
spotlight	2001	FINISHED	1976
stand-by-miiche	2001	FINISHED	2001
sugar-darling	2001	-	
susanoo	2001	-	
synchronicity	2001	-	
taihei-tengoku-engi	2001	FINISHED	2001
tama-yori-hayaku	2001	FINISHED	2001
tanteiya-no-nyoubou	2001	FINISHED	2001
teiou-eno-michi	2001	-	
tenshi-na-yatsura	2001	FINISHED	2001
tenshi-no-omou-tsubo	2001	-	
umi-no-aria	2001	FINISHED	1991
umizuru	2001	FINISHED	2001
version	2001	FINISHED	1992
w-s	2001	-	
working-musume	2001	FINISHED	2001
yorozuyama-juuban-shoubu	2001	FINISHED	2001
yowamushi	2001	-	
19sai-no-hisokana-yokubou	2002	FINISHED	
andante	2002	FINISHED	2002
animunxacsys	2002	-	
artifact-red	2002	FINISHED	
baroque-2001	2002	FINISHED	2002
bengara-goushi-no-ie	2002	FINISHED	2002
biba-yamada-baabara	2002	FINISHED	2002
box-rokuda-2002	2002	FINISHED	2003
bwh	2002	FINISHED	2002
cat-shit-one	2002	FINISHED	2005
chikyuu-misaki	2002	FINISHED	2002
d-v	2002	FINISHED	2002
daidou-majutsushi-shounen-pierrot	2002	-	
four-season	2002	-	
furisode-ichima	2002	-	
general-contractor-buddy998	2002	-	
gin-no-hanabira	2002	FINISHED	1959
gold-panthers	2002	-	
gordias	2002	FINISHED	
governments	2002	-	
green-teii-dream	2002	FINISHED	1981
happyaku-yachou-hyouri-no-kewaishi	2002	FINISHED	1984
hataraku-onee-san	2002	-	
hitori-toranpu	2002	FINISHED	1991
honey-sakurai-2001	2002	FINISHED	2002
honyuurui-hitoka-oyajimoku	2002	-	
hyouryuu-no-machi	2002	-	
ichabod-no-seikatsu	2002	FINISHED	
juuseiki-guilstein	2002	FINISHED	2002
kami-no-na-ha	2002	FINISHED	2002
katari-tsugareru-sensou-no-kioku	2002	-	
kazoku-no-okite	2002	-	
kikkunooni	2002	FINISHED	1971
kimama-ni-animal	2002	-	
kirakira-meikyuu	2002	-	
kogyaru-zushi	2002	-	
kuusou-kagaku-edison	2002	FINISHED	2002
kyoujinkankei	2002	FINISHED	1974
love-clinic	2002	FINISHED	2002
love-pack	2002	FINISHED	
love-war	2002	FINISHED	2016
milk-shake	2002	FINISHED	2002
nangoku-doubutsu-rakuen-kidan	2002	-	
neko-ga-suki	2002	FINISHED	2002
omata-kaoru	2002	FINISHED	1996
orange-city	2002	-	
otenki-to-isshokenmei	2002	FINISHED	2002
p-d-agency-no-houkokusho	2002	FINISHED	2002
pachislo-diohead	2002	-	
paranoia-street	2002	FINISHED	2000
raineeji-saga	2002	FINISHED	
reo-shingo-2002	2002	FINISHED	
retsupuu	2002	-	
robot-ponkottsu-2	2002	-	
s-m	2002	FINISHED	2002
shin-shakuou	2002	FINISHED	2002
shounen-harem	2002	FINISHED	
shounen-natural-kid-shikkaku	2002	-	
sowaka	2002	-	
strawberry-children	2002	-	
super-maruden	2002	-	
taiyou-to-yuki-no-kakera	2002	-	
tamiya-ga-kuru	2002	-	
tennen-bitter-chocolate	2002	FINISHED	2016
tottoko-hamutarou-hamuchanzu-de-gozaimachu	2002	FINISHED	
toy-s	2002	-	
trafficker	2002	FINISHED	2002
turkey-junkie	2002	-	
wakusei-mimana	2002	FINISHED	2002
x-gene	2002	FINISHED	2002
yogoreteru-hima-nanka-nai	2002	FINISHED	
yokohata-koukou-ouendan-kanzakigumi	2002	FINISHED	2002
yume-mina-psychic	2002	FINISHED	
yume-no-yume	2002	FINISHED	
yuuwaku-healing	2002	FINISHED	
zoids-batoraa-raiga	2002	-	
1choume-no-rakuen	2003	-	
age-35	2003	-	
ao-no-derashine	2003	FINISHED	2002
aton-no-musume	2003	FINISHED	2003
bakumatsuden	2003	FINISHED	1995
baransaa	2003	FINISHED	1986
boys	2003	-	
buttobi-shiipiiyuu	2003	FINISHED	1997
cardfight-v-master	2003	-	
charisma-seiji-na-onnatachi	2003	-	
chikyuu-kanrinin	2003	FINISHED	2003
choujinrokku-omega	2003	-	
chrono-eyes-glancer	2003	-	
dome-children	2003	-	
gekka-bijin	2003	FINISHED	
gorudoo	2003	FINISHED	2003
haahaa	2003	FINISHED	
hayachin-no-makete-motomoto	2003	-	
hitoribocchi-no-rin	2003	FINISHED	1973
honey-2002	2003	-	
irokoi	2003	-	
itsumo-jou-tenki	2003	-	
j-boy	2003	FINISHED	2002
jin-kyouichirou-file	2003	-	
kagetora-2002	2003	-	
kami-sama-no-orgel	2003	FINISHED	2003
kenketsu-rush	2003	FINISHED	2003
kiss-no-kiseki	2003	-	
kodomotachi	2003	-	
kohaku-no-kage	2003	FINISHED	1998
koi-yori-kiss-yori-daikirai	2003	FINISHED	2016
kumi-to-morio-no-love-melody	2003	FINISHED	1983
kyokuriiman	2003	-	
let-it-be	2003	-	
magination	2003	-	
mahoutsukai-yousei-senmon-magic-star-gakuin	2003	-	
manga-grimm-douwa	2003	-	
maria-2002	2003	-	
meikai-rakugo	2003	-	
microman	2003	-	
mobile-tengai-kaname	2003	FINISHED	
mujuuryoku-shounen	2003	FINISHED	2002
namida-no-bareebooru	2003	-	
nanoni-anata-wa-kaisha-e-yukuno	2003	-	
nibiiro-genshikou	2003	FINISHED	2003
ookami-jingisukan	2003	-	
ouritsuin-kumomaru-no-shougai	2003	FINISHED	1992
oz-to-mahoutsukaitachi	2003	FINISHED	2003
pachinko-don-quixote	2003	-	
papamupa	2003	FINISHED	2003
poporo-kuroisu-monogatari	2003	CANCELLED	1986
puchipuchi	2003	-	
qp-angel	2003	-	
repisshu	2003	FINISHED	
room	2003	-	
ryuugetsushou	2003	FINISHED	2004
samuraiman	2003	FINISHED	2016
seigi-no-mikata-monkiizu	2003	-	
senkou-shoot-morokyuu-kun	2003	-	
shin-kasumin	2003	-	
shiranai-kuni-no-monogatari	2003	FINISHED	2016
strain	2003	FINISHED	1998
taiyou-made-3m	2003	FINISHED	2002
tales-of-etaania-premium-stories	2003	-	
tennen-suizokukan	2003	-	
tennouji-no-abeno-chan	2003	-	
tokyo-style-bakudan	2003	FINISHED	2003
vaelber-saga	2003	FINISHED	1994
vampire-master-dark-crimson	2003	FINISHED	2003
wake-up	2003	FINISHED	2004
wakuwaku-puyopuyo-dungeon	2003	-	
wild-kingdom	2003	FINISHED	2002
woody-kane	2003	-	
yoshiesanchi	2003	-	
yuukochan-100-renpatsu	2003	FINISHED	2003
zenihana	2003	FINISHED	2003
zoids-planet-zi	2003	FINISHED	2003
zuboraa-king-nobara-chan	2003	-	
13nichi-wa-kinyoubi	2004	FINISHED	2004
bengo-star	2004	-	
bengoshi-akane-no-jiken-fairu	2004	-	
big-hearts	2004	-	
budfly	2004	-	
bushin-gikyoku	2004	FINISHED	
chaosic-rune	2004	FINISHED	2004
chi-to-hone	2004	-	
chinatsu-no-uta	2004	FINISHED	2004
chocolate-kiss	2004	FINISHED	1998
crush-gear-n	2004	FINISHED	2004
daisuki-aisenai	2004	-	
dark-whisper	2004	FINISHED	
datsu-tan-typhoon	2004	FINISHED	2002
doonatsu-purin	2004	-	
free-collars-kingdom	2004	FINISHED	2004
frontier	2004	-	
futari-gurashi	2004	-	
gekkou-kreuz	2004	-	
gomute	2004	-	
happy-ice-cream	2004	FINISHED	2004
heaven-seino-2003	2004	FINISHED	2004
hells-angels	2004	FINISHED	2004
hikoukigumo	2004	FINISHED	
hinagiku-kenzan	2004	-	
honba-joshikou-manual	2004	FINISHED	1989
ideal	2004	-	
junkissa-nokoribi	2004	-	
kane-ga-naiteiru	2004	-	
karabuki	2004	-	
kekkonboshi	2004	-	
kekkoukamen	2004	FINISHED	1978
kin-no-henachoko	2004	-	
kiseki-no-shounen	2004	FINISHED	2004
kuzuryuu	2004	FINISHED	1975
luna-luna	2004	-	
metroid	2004	FINISHED	2004
minimoni-yarunodapyon	2004	-	
na-mo-naki-tori-no-tobu-yoake	2004	FINISHED	2004
nekonekotai-ga-iku	2004	FINISHED	2004
nippon-doubutsuki	2004	-	
omisoji-no-machi	2004	-	
ore-no-sora-03	2004	-	
paburofu-no-inu	2004	-	
papa-told-me	2004	FINISHED	2004
pride-tagame-2004	2004	FINISHED	2000
princess-ver-1	2004	FINISHED	2004
rampage	2004	RELEASING	
revolution-nanbaa-3	2004	FINISHED	2004
s-2	2004	-	
s-mizushiro-2003	2004	FINISHED	2004
sangokushi-eiyuuden	2004	-	
sarura	2004	FINISHED	2004
school	2004	-	
shijou-saitei-no-regatta	2004	-	
shin-hige-no-ol-yabuuchi-sasako	2004	-	
shin-locker-no-hanako-san	2004	FINISHED	2004
shin-seikimatsu-darling	2004	FINISHED	2004
shiritsu-bijinzaka-joshi-koukou	2004	FINISHED	2004
shoumaru	2004	FINISHED	1989
sleeping-beauty-yoshikawa-2003	2004	FINISHED	
slime-daisakusen	2004	-	
sorairo-scramble	2004	-	
stay-gold	2004	-	
strega	2004	FINISHED	2003
supple-binders	2004	-	
suttonkyoona-kyoudai	2004	FINISHED	1992
takamanohara-ni-kamuzumarimasu	2004	FINISHED	2004
the-big-man	2004	-	
tokko	2004	FINISHED	2004
usagi-tsukiyo-ni-hoshi-no-fune	2004	-	
wild-damon	2004	FINISHED	2004
yaeka-no-karte	2004	-	
agasa-kurisuteii-no-meitantei-poirot-to-marple	2005	FINISHED	2005
akashiya-no-hoshi	2005	-	
bakufuu-sangokushi	2005	-	
bakumatsu-souraiden	2005	-	
cherry-2004	2005	-	
chizuru-ki-tan	2005	FINISHED	2005
chou-shinri-genshou-nouryokusha-nanaki	2005	FINISHED	2004
choujinrokku-kuonnohitomi	2005	-	
chousen-shikaku	2005	-	
cue-2004	2005	-	
edo-koimoyou	2005	-	
engine-trouble	2005	-	
fancy-gigolo-peru	2005	FINISHED	2005
fanii-face	2005	-	
final-fantasy-crystal-chronicles	2005	FINISHED	2004
flash-kimengumi	2005	FINISHED	2005
gadget	2005	FINISHED	
galaxy-angel-2nd	2005	FINISHED	2005
ganbare-panda-naikaku	2005	-	
gekitou	2005	-	
gotsu-kun-puucho	2005	FINISHED	2005
hinadori-girl	2005	FINISHED	2005
honki-dattsuno	2005	FINISHED	2005
honoo-no-fudedama	2005	-	
hoshi-no-saku-toki	2005	FINISHED	2005
kaiketsu-wa-shimasen	2005	-	
kami-sama-damono	2005	-	
kattobi-reesaa-dangan-wolf	2005	-	
kiss-kiss	2005	FINISHED	
kizuna-momochi-2004	2005	FINISHED	2005
koisuru-kyuukyuubako	2005	-	
kono-minikukumo-utsukushii-sekai	2005	FINISHED	2005
limited-lovers	2005	FINISHED	2005
mail	2005	FINISHED	2005
manga-sangokushi	2005	-	
meitantei-kageman	2005	-	
momochin	2005	-	
musha-rendetsu	2005	-	
nano-torino	2005	-	
ojou-sama-to-watashi	2005	-	
onryouji	2005	-	
otome-no-inori	2005	-	
pantera	2005	-	
pinchira	2005	-	
platinum-drops	2005	-	
popokan	2005	FINISHED	
rakuen-made-ato-mou-chotto	2005	FINISHED	2005
ring-2004	2005	FINISHED	2005
ryuuguuden	2005	FINISHED	2004
sachiko-to-neko-sama	2005	FINISHED	2005
sakura-no-ki-no-shita-de	2005	-	
sensei-ga-ippai	2005	-	
shake-hip	2005	FINISHED	1996
shin-konpeki-no-kantai	2005	-	
sora-no-mannaka	2005	FINISHED	2005
taiyou-no-romance	2005	FINISHED	
tamanegi-nanka-kowaku-nai	2005	FINISHED	1991
tekkon-zoids-koabatoru	2005	-	
tenjiku-yawa	2005	-	
tennen-zetsumetsu-hero	2005	FINISHED	2005
tottoko-hamutarou-hamuchanzu	2005	-	
train-train-2002	2005	FINISHED	2005
trigram8	2005	FINISHED	2005
ultra-panic	2005	FINISHED	1997
yaban-no-sono	2005	FINISHED	
yasashii-karada	2005	FINISHED	2005
yawaraka-ninpou-esuooesu	2005	-	
yonaoshi-gen-san	2005	-	
you	2005	FINISHED	
you-are-a-father	2005	-	
17-nanasai	2006	FINISHED	2005
abarenbou-honya-san	2006	-	
ayakashidou-no-hourai	2006	FINISHED	2006
barairo-my-honey	2006	FINISHED	2006
boku-no-platinum-lady	2006	FINISHED	2006
boku-to-kimi-no-aida-ni	2006	FINISHED	2006
cocoon	2006	FINISHED	
code-age-archives	2006	-	
daishoya-saei	2006	FINISHED	2016
do-suru-paradise	2006	FINISHED	2006
fairy-cube	2006	FINISHED	2006
fashion-leader-imai-shoutarou	2006	FINISHED	2006
fenikkusu-no-tamago	2006	-	
frame-saber	2006	FINISHED	2006
gakuen-benriya	2006	FINISHED	2005
gozen-no-hikari	2006	-	
hanagumi-ninkyouden	2006	FINISHED	1997
hato-no-senki	2006	FINISHED	2005
hiiro-hero	2006	-	
hikkatsu	2006	FINISHED	
ichigo-jidai	2006	-	
ishi-no-kioku	2006	FINISHED	1987
junai-karorii-nenshoukei	2006	-	
kagefuuma-hayase	2006	-	
kain	2006	FINISHED	2005
kannou-shousetsuka	2006	FINISHED	2006
kenken-gakugakudon	2006	-	
koakuma-tenshi-momoirokei	2006	-	
kokkuri-san-ga-tooru	2006	FINISHED	2000
komakoma	2006	-	
kono-ie-de-kimi-to	2006	FINISHED	2006
koshien-no-tsuchi	2006	-	
kuro-no-rihyou-yawa	2006	FINISHED	1996
love-log	2006	FINISHED	2016
lucky-naito-kasutaado-kun	2006	FINISHED	2006
mahootsukai-mimitchi	2006	FINISHED	2006
meitantei-madame-holmes	2006	-	
morimoritsu-banchoo-kiyohara-kun	2006	FINISHED	2005
mugen-shinshi	2006	FINISHED	1991
noroi-no-shoutaijou	2006	FINISHED	2006
otokoshiki-seishun-bakuhatsu-gekijou	2006	-	
pochi-gokudou	2006	-	
pocket-monster-chamo-chamo-pretty	2006	FINISHED	2006
punch-2005	2006	FINISHED	2007
rockman-zero	2006	FINISHED	2005
rurou-no-tabi	2006	FINISHED	2006
saigo-no-seifuku	2006	FINISHED	2006
senichiya-no-kagi	2006	-	
sensei-no-susume	2006	FINISHED	2006
shibuya-guardian-girls	2006	FINISHED	2006
shimizu-no-jirochou	2006	-	
shin-hana-yasha	2006	-	
shinigami-no-hoshi	2006	FINISHED	2001
stray-little-devil	2006	FINISHED	2007
sugar-pot	2006	FINISHED	2006
suzume-suzunari	2006	FINISHED	2006
tenshi-no-iinari	2006	-	
tenshi-no-matsuei	2006	-	
tokyo-angels	2006	FINISHED	2016
tomodachi	2006	FINISHED	2006
totsugeki-purupuru-gakuen	2006	-	
toukon-yuuma	2006	-	
ura-peach-girl	2006	FINISHED	2005
wakaoku-sama-to-seerusuman	2006	-	
wanko-mikkusu	2006	FINISHED	
yajuu-wa-nemurazu	2006	FINISHED	2005
yoru-ga-owaranai	2006	FINISHED	1997
17-easy	2007	FINISHED	1993
abe-seimei	2007	-	
anko-bonbaie	2007	FINISHED	2007
ark	2007	FINISHED	
ayashige-tsuuhan	2007	-	
azumania-2006	2007	-	
bakukyuu-hit-kurasshu-biidaman	2007	FINISHED	2006
bareeboorutsukai-gouda-gou	2007	FINISHED	2007
bijin-wa-ikaga	2007	FINISHED	1971
blade	2007	-	
budasei	2007	-	
bura-samurai	2007	FINISHED	2006
captain-donkabe	2007	-	
chaosic-rune-es	2007	RELEASING	
chikyuu-boueike-no-hitobito	2007	-	
chitei-shounen-chappii	2007	-	
deka-kyoushi	2007	FINISHED	2009
dekirukana	2007	-	
diamond-life	2007	FINISHED	2012
doubutsusei-otsuyu	2007	-	
fight-2006	2007	-	
flat-out	2007	FINISHED	2006
gaburin	2007	-	
gin-no-shippo	2007	-	
grand-sun	2007	FINISHED	
green-geito-monogatari	2007	-	
hare-no-hi-yuki-chan	2007	-	
hatsumei-gunjin-isshin	2007	-	
hatsumei-princess	2007	FINISHED	2016
hero-heel	2007	FINISHED	2007
hitori-de-dekirumon	2007	-	
hoshi-no-witch	2007	FINISHED	2007
hungry-mermaid	2007	FINISHED	1997
hyouma-jigoku-tabi	2007	-	
idol	2007	-	
ikasete-banbiina	2007	FINISHED	2007
inumimi	2007	FINISHED	2007
jiro-ga-yuku	2007	-	
kakutou-ryourinin-musashi	2007	FINISHED	2007
kanagawa-nanpakei-rabu-story	2007	-	
kenchou-no-hoshi	2007	-	
kengai-desu	2007	-	
keroro-gunsou-4koma-daishuugou-de-arimasu	2007	-	
konna-onna-ja-tataneeyo	2007	FINISHED	2004
love-master-x	2007	FINISHED	1999
mahoutsukai-no-tamago-tachi	2007	FINISHED	2007
marugoto-anju-gakuen	2007	FINISHED	2007
mechamote-honey	2007	FINISHED	2016
mizushina-takayuki-no-mizu-cinema	2007	-	
nageki-no-siren	2007	-	
nani-sama-no-tsumori-da-shinkon-hen	2007	FINISHED	2016
nazo-no-murasame-kun	2007	FINISHED	2006
ng-boy-x-paradise	2007	FINISHED	2007
ninkyou-chinbotsu	2007	-	
nui	2007	FINISHED	2016
ore-sama-rendetsu	2007	-	
otome-virus	2007	FINISHED	2007
otou-san-no-kyuujitsu	2007	-	
over-time	2007	FINISHED	2006
oyururi-mantama-nikki	2007	FINISHED	2007
pachislo-bakappuru	2007	-	
pink-innocent	2007	FINISHED	2007
rave-puruu-no-inunikki	2007	-	
rules	2007	FINISHED	2007
ryuurouden	2007	FINISHED	2006
saving-life	2007	FINISHED	2007
sd-gundam-musha-banchou-fuuunroku	2007	-	
sega-no-game-wa-sekaiichiiii	2007	FINISHED	2007
sekiganjuu-mitsuyoshi	2007	FINISHED	2005
shikiru-no-kasukabe-san	2007	-	
shin-kosume-no-mahou	2007	-	
shitamachi-tekkoujo-funtouki-natsu-chan-toukyouhen	2007	FINISHED	2006
skin	2007	FINISHED	2016
sodomu	2007	-	
sono-otoko-taka	2007	FINISHED	2016
strange-orange	2007	FINISHED	
tabi-no-tochuu	2007	FINISHED	1999
tales-of-symphonia-4-koma-kings	2007	-	
tenkuu-no-yousai	2007	-	
tenohira-douwa	2007	-	
tobenai-majo	2007	FINISHED	2006
tsuki-to-tamago	2007	-	
uchuu-no-swan	2007	FINISHED	2009
umi-no-tairiku-noa-plus	2007	FINISHED	2006
wild-pitch-2006	2007	FINISHED	2007
yamadake-no-hitobito	2007	-	
yanchabo	2007	-	
yaniizu	2007	-	
youkai-senki	2007	-	
yume-yume-yuuyuu	2007	FINISHED	2006
akuhamu	2008	-	
amaru	2008	-	
aoi-no-yuuwaku	2008	FINISHED	2016
aozora-shoujo-tai	2008	FINISHED	1992
bonclair-showguts	2008	FINISHED	2008
chinomi	2008	-	
choukuu-tenshin-toranseizaa	2008	-	
dankon-impossible	2008	FINISHED	2008
dareka-ga-kakkou-to-naku	2008	-	
dr-kenji-morohashi	2008	-	
dream-kiss	2008	FINISHED	2001
eigyou-no-makita-desu	2008	-	
emu-no-oukoku	2008	FINISHED	
ganbare-midori-chan	2008	-	
garoro-q	2008	FINISHED	1962
ginga-takuhaibin-maguro	2008	-	
ginga-tetsudou-999	2008	-	
glass-no-megami	2008	FINISHED	2007
golf-wa-mental	2008	-	
gomenasobase	2008	-	
hadaka-no-ouji-sama	2008	FINISHED	
hakuryuu	2008	FINISHED	2007
hana-junrei	2008	FINISHED	1998
hana-no-miyako	2008	-	
hana-no-ou	2008	-	
hanayaka-ume-chan	2008	-	
hijou-no-hito	2008	-	
hitohira-no-koi-ga-furu	2008	FINISHED	2008
i-q	2008	-	
inu-hanteingu	2008	-	
jump	2008	-	
kajou	2008	FINISHED	
kaku-san	2008	FINISHED	
kantorii-house-he-youkoso	2008	-	
kasei-no-kokoro	2008	-	
kimi-to-himitsu-no-hanazono	2008	FINISHED	2008
kiss-hug	2008	FINISHED	
koisuru-yajuu	2008	FINISHED	2008
koume-chan-ga-yuku	2008	FINISHED	1996
kyokutou-ki-tan	2008	FINISHED	2007
kyuushoku-no-jikan	2008	-	
lolicon-fenikkusu	2008	FINISHED	2008
lucky-seven-star	2008	FINISHED	2008
mai-no-heya	2008	FINISHED	
majipani	2008	-	
mega-cross	2008	FINISHED	1994
nanairo-jewel	2008	-	
nibunnoichi	2008	FINISHED	2016
non-poli	2008	-	
obake	2008	-	
ohime-sama-no-yurikago	2008	FINISHED	1996
osozakijijii	2008	-	
pandora-panic	2008	FINISHED	2003
panorama-delusion	2008	FINISHED	2008
penguin-musume	2008	FINISHED	2007
pong-pong	2008	-	
region	2008	FINISHED	2008
rento	2008	-	
reverse-end	2008	FINISHED	2008
revive	2008	-	
rinjin-13gou	2008	FINISHED	1996
ryuusei-no-rockman	2008	FINISHED	2008
sakura-no-kiwa	2008	FINISHED	2008
seigi-no-tobira	2008	FINISHED	2008
seimaden-1984	2008	-	
sekai-no-chuushin-de-kuda-o-maku-kari	2008	-	
shirogane-no-karasu	2008	FINISHED	2007
sinfinity	2008	-	
tenchi-kaibyaku	2008	-	
tokimeki-matsu-kun	2008	-	
tokyo-kazoku	2008	-	
torakkaa-ookami-touma	2008	-	
totsukou-maid-sandaa	2008	-	
tousei-shiranami-katagi	2008	-	
tribal12	2008	FINISHED	2008
trouble-travel	2008	-	
tsunami-teii-break	2008	-	
uchuu-kaizoku-midori-chan	2008	-	
usotsuki-na-gemini	2008	FINISHED	2008
x-man	2008	-	
yakusoku-no-hakobune	2008	FINISHED	
zoku-nani-sama-no-tsumorida	2008	FINISHED	2016
203goushitsu-no-jinkosan	2009	FINISHED	2009
akabane-ganko-mootaasu	2009	-	
alcohol	2009	-	
angel-koukou	2009	FINISHED	2009
angelic-rune	2009	FINISHED	2009
angels	2009	FINISHED	2008
at-home-romance	2009	FINISHED	2016
baby-tech	2009	FINISHED	
bara-no-kusari	2009	FINISHED	
battle-club-2nd-stage	2009	FINISHED	2009
beauty-honey	2009	FINISHED	2008
break-hands	2009	FINISHED	2009
choujin-rokku-itetsuita-seiza	2009	-	
chouritsu-momo-no-ki-koukou	2009	FINISHED	2009
chousensuikan-shutsugeki	2009	-	
coconut-period	2009	-	
condor-king	2009	-	
daikaijuu-battle-ultra-adventure	2009	-	
darwin-ga-kita	2009	-	
datsugoku-dokutaa-inochiya-enma	2009	-	
doku-koi	2009	-	
doosuruwanko	2009	FINISHED	2009
fire-king	2009	-	
gakuen-sousei-nekoten	2009	FINISHED	2008
galaxy-angel-2	2009	FINISHED	2005
ganota-no-onna	2009	FINISHED	2009
hana-yashiki-no-juunintachi	2009	FINISHED	2009
hanabijin	2009	-	
haru-o-daiteita	2009	FINISHED	2009
hechima-milk	2009	FINISHED	2009
higher-ground	2009	-	
himitsu-no-wan-touch	2009	-	
hitoribocchi-ha-samishikute	2009	FINISHED	2016
ikenai-hanako-sensei-hoken-no-sense	2009	-	
itoshi-no-kana	2009	FINISHED	2009
jojo-no-kimyouna-bouken	2009	-	
junjou-karen-na-oretachi-da	2009	FINISHED	2009
kami-sama-game	2009	FINISHED	2009
kaprekar	2009	FINISHED	2008
kasai-chousakan-kurenai-renjirou	2009	-	
kinboshi	2009	-	
koi-o-suru-no-ga-shigoto-desu	2009	FINISHED	2009
koiuta	2009	FINISHED	2009
kuroi-houkokusho	2009	-	
kuzumotosanchi-no-yonkyoudai	2009	FINISHED	2016
kyoudai-brothers	2009	FINISHED	2009
kyoumeiseyo-shiritsu-todoroki-koukou-tosho-iinkai	2009	FINISHED	2009
m-g-darling	2009	FINISHED	2009
maboroshi-no-futsuu-shoujo	2009	FINISHED	
magi-es	2009	-	
magical-cooking-chaos-kitchen	2009	FINISHED	2009
mahiru-no-nagareboshi	2009	FINISHED	2008
mama-wa-yashinomiwari	2009	FINISHED	1999
manyuuki	2009	FINISHED	1994
miyabi-san-no-sentou-jijou	2009	-	
nanako-robin	2009	FINISHED	2016
nikukyuu-punipuni-nikki	2009	FINISHED	2009
oh-my-prince	2009	FINISHED	2009
okini-mesumama	2009	FINISHED	
oohashi-masaya-no-mou-ore-hae-de-iiya	2009	-	
orichalcum-reycal	2009	FINISHED	2009
otoshite-app-girl	2009	FINISHED	2009
patoken	2009	FINISHED	2008
rabuho-ikouyo	2009	-	
raiden	2009	-	
raymond	2009	-	
reset-2009	2009	RELEASING	
saikyou-romanha-maitsuki-tou-san	2009	-	
sekai-seifuku-sekirara-jogakukan	2009	FINISHED	2009
shokushuhime	2009	FINISHED	2009
shounen-hakaryuudo	2009	FINISHED	2009
sleeping-beauty	2009	-	
sorairo-douga	2009	FINISHED	2009
soukoku-no-garou	2009	FINISHED	2009
star-ocean-2-sekando-evoryuushon	2009	FINISHED	2008
sunaakugari	2009	FINISHED	2008
super-tamutamu	2009	-	
ten-no-ryuu-chi-no-sakura	2009	FINISHED	2009
tenshi-no-mure	2009	FINISHED	2005
time-surippaa	2009	FINISHED	2009
tonari-no-801chan-kojima-2008	2009	FINISHED	
tsubakiyama-no-kane-ga-naru	2009	-	
usa	2009	-	
yoroshiku-master	2009	FINISHED	2008
youkai-touzoku-mazarisharif	2009	FINISHED	1995
1-love-9	2010	FINISHED	2016
30nichikan-sekai-isshuu	2010	-	
7senchi	2010	FINISHED	2016
acony	2010	FINISHED	2010
akahishi-no-eleven	2010	-	
alice-no-hanamichi	2010	FINISHED	1998
amai-yatsura	2010	FINISHED	
anna-kanojo	2010	FINISHED	
ashimeshi	2010	FINISHED	
asuka-atto-miraikei	2010	FINISHED	2016
atsumare-gakuen-tengoku	2010	FINISHED	2016
batsuichi	2010	-	
bb-suit-sangokuden-senjin-kettouhen	2010	-	
bee-be-beat-it	2010	FINISHED	2009
bentora-bentora	2010	FINISHED	2010
berry-berry	2010	FINISHED	2010
berry-dynamite	2010	FINISHED	2010
biieru-shachou	2010	-	
boku-no-seito-wa-vampire	2010	-	
bokuden-kun	2010	-	
bokura-wa-nakayoshi	2010	-	
boyfriend-yamada-2009	2010	FINISHED	2010
buyuuden-kitakita	2010	FINISHED	2012
crack-hound	2010	FINISHED	2009
crayfish-kachou	2010	FINISHED	2010
debonair-drive	2010	-	
diabolic-garden	2010	FINISHED	2010
dokidoki-tama-tan	2010	FINISHED	2010
dream-buster	2010	FINISHED	2010
fly-high	2010	FINISHED	2009
gakuyaura	2010	RELEASING	
ganso-ylva-chan	2010	FINISHED	2010
hatsukoi-lunch-box	2010	FINISHED	
hatsune-mikkusu	2010	FINISHED	2010
heian-blaze	2010	-	
heigenji-sabu	2010	-	
hime-mama	2010	FINISHED	2010
hinagiku-junshin-jogakuen	2010	FINISHED	2010
hoshikuzu-bangaichi	2010	-	
ice-age-2	2010	-	
iinari-vampire	2010	FINISHED	2010
junjoumusume-gatenkei	2010	-	
kami-sama-wa-sausupoo-diamond	2010	-	
kamiyadori-no-nagi	2010	FINISHED	2010
kanouke-no-jijou	2010	-	
kiben-gakuha-yotsuya-senpai-no-kaidan	2010	FINISHED	2010
kimi-ga-uso-o-tsuita	2010	FINISHED	2010
kuma-mamagoto	2010	-	
kurowashi-shounen	2010	-	
kyuuyaku-seisho-2008	2010	-	
maqken-otsu	2010	-	
mayonaka-dake-wa-suki-de-ite	2010	-	
mayonaka-o-sugitemo	2010	FINISHED	1987
megaranika	2010	FINISHED	2010
metarika-metaruka	2010	FINISHED	2010
mimia-hime	2010	FINISHED	2010
mobile-suit-gundam-vanishing-machine	2010	FINISHED	2010
motto	2010	-	
mouretsusensei	2010	-	
muse-no-gakuen-de-aou	2010	FINISHED	2010
namazu-lamp	2010	-	
niku-no-uta	2010	FINISHED	2010
oidemaseri	2010	FINISHED	2010
orera-kourin	2010	FINISHED	2009
otodama	2010	FINISHED	2010
oumaga-keisatsu-sora-to-arashi	2010	FINISHED	2010
