class	sid	title	n_isbn	max_year	parent_page
SPINOFF_OLD疑い	1797	メダロット4	2	2001	メダロット イッキ編
SPINOFF_OLD疑い	1798	メダロット5	2	2002	メダロット イッキ編
SPINOFF_OLD疑い	1799	メダロットG	2	2003	メダロット イッキ編
SPINOFF_OLD疑い	2106	YUI SHOP MINI	2	2004	ボクのふたつの翼
SPINOFF_OLD疑い	2220	アオイ冬子	2	2010	屋根裏部屋の公爵夫人
SPINOFF_OLD疑い	2398	私立極道高校2011スペシャル	2	2013	魁!!男塾
SPINOFF_OLD疑い	2699	クールにいきましょう	2	1998	ぷらちなドロップス
SPINOFF_OLD疑い	3589	ケイリン野郎best selection	2	2005	ケイリン野郎
SPINOFF_OLD疑い	3805	Ns'あおいthose days	2	2007	Ns'あおい
SPINOFF_OLD疑い	4168	東京レイヴンズRED AND WHITE	2	2014	東京レイヴンズ
SPINOFF_OLD疑い	4800	リベロの武田	2	2006	陣内流柔術武闘伝 真島クンすっとばす!!
SPINOFF_OLD疑い	4802	真島、爆ぜる!!スペシャル	2	2012	陣内流柔術武闘伝 真島クンすっとばす!!
SPINOFF_OLD疑い	6011	疾風迅雷スペシャル	2	2014	天上天下唯我独尊
SPINOFF_OLD疑い	6016	親父スペシャル	2	2013	天上天下唯我独尊
SPINOFF_OLD疑い	8328	新カラテ地獄変 孤狼放浪編	2	2012	新カラテ地獄変
SPINOFF_OLD疑い	8961	ゾーンゼロゼロ	2	2006	ZONE-00
SPINOFF_OLD疑い	8997	SPEC～結～	2	2013	SPEC ～天～
SPINOFF_OLD疑い	9260	伊賀野カバ丸外伝	2	1998	伊賀野カバ丸
SPINOFF_OLD疑い	9381	神様はサウスポーdiamondスペシャル	2	2012	神様はサウスポー
SPINOFF_OLD疑い	9832	幸せな結婚	2	2003	星恋華
SPINOFF_OLD疑い	10028	サトラレneo	2	2006	サトラレ
SPINOFF_OLD疑い	10177	（新）マリエにお手!	2	2006	ぴんくの生徒手帳
SPINOFF_OLD疑い	10181	悪滅	2	2008	アクメツ
SPINOFF_OLD疑い	10257	だめんず・うぉーかー	2	2012	だめんず・うぉ～か～
SPINOFF_OLD疑い	10733	嫁姑の拳Z	2	2012	嫁姑の拳
SPINOFF_OLD疑い	10836	大東京ビンボー生活マニュアルスペシャル	2	2012	大東京ビンボー生活マニュアル
SPINOFF_OLD疑い	11647	堕悪スペシャル	2	2009	オークション・ハウス
SPINOFF_OLD疑い	11774	ぐり～ん❤かれんだあ	2	1986	アイドルを探せ
SPINOFF_OLD疑い	12185	恐怖劇場	2	1992	まことちゃん
SPINOFF_OLD疑い	12331	マテリアル・パズル 彩光少年	2	2009	マテリアル・パズル
SPINOFF_OLD疑い	12360	どぶスペシャル	2	2008	喧嘩ラーメン
SPINOFF_OLD疑い	12380	包丁無宿勝負旅スペシャル	2	2008	喧嘩ラーメン
SPINOFF_OLD疑い	12403	極食キングスペシャル	2	2014	喧嘩ラーメン
SPINOFF_OLD疑い	14026	（18）バージンロード	2	1998	うちの子なんびき?
SPINOFF_OLD疑い	14064	背番号0 野球少年版 後編	2	2009	スポーツマン金太郎
SPINOFF_OLD疑い	14418	おはにゅー	2	2012	ヴァージンな関係
SPINOFF_OLD疑い	15518	アフター0 Neo	2	2008	アフター0
SPINOFF_OLD疑い	16364	ザ・松田スペシャル	2	2014	ブラック・エンジェルズ
SPINOFF_OLD疑い	16365	ザ・松田超人最強伝説	2	2014	ブラック・エンジェルズ
SPINOFF_OLD疑い	18468	月の夜星の朝D.S.	2	2014	月の夜星の朝
SPINOFF_OLD疑い	21223	ペンギンの問題+	2	2014	ペンギンの問題
SPINOFF_OLD疑い	21346	ロックマン6	2	1995	ファミコン風雲児
SPINOFF_OLD疑い	21419	胡蝶伝説 六本木激闘編	2	2011	胡蝶伝説
SPINOFF_OLD疑い	22259	ぽっかぽかTHE BEST	2	2004	悪女
SPINOFF_OLD疑い	22517	弱虫ペダル 人気キャラクターセレクション	2	2014	弱虫ペダル
SPINOFF_OLD疑い	22852	ノンポリスペシャル	2	2014	ワルG
SPINOFF_OLD疑い	23278	ドクター秩父山だっ!!	2	1998	ドクター秩父山
SPINOFF_OLD疑い	23374	超兄貴FUG	2	2010	ラブやん
SPINOFF_OLD疑い	24846	ポケットモンスター HG・SS編	2	2011	ポケットモンスター
SPINOFF_OLD疑い	26357	天獄の島スペシャル	2	2011	タナトス
SPINOFF_OLD疑い	27826	胸キュン刑事2みるくCC	2	2008	胸キュン刑事
SPINOFF_OLD疑い	27859	きらきらひかる最終章	2	2012	きらきらひかる
SPINOFF_OLD疑い	27918	その男、ワガママにつき+α	2	2001	抱いて抱いて抱いて❤ダーリン
SPINOFF_OLD疑い	28413	ラッキーマインスペシャル	2	2012	マトリズム
SPINOFF_OLD疑い	28418	無頼侍スペシャル	2	2013	マトリズム
SPINOFF_OLD疑い	28470	タブロウ・ゲート0	2	2010	タブロウ・ゲート
SPINOFF_OLD疑い	28471	ダブロウ・ゲート	2	2001	タブロウ・ゲート
SPINOFF_OLD疑い	29039	ハーパーの秘密	2	2000	ダーリンを探して
SPINOFF_OLD疑い	29182	ぷッつんメイクLOVE	2	1988	ぷっつんメイクLOVE
SPINOFF_OLD疑い	30821	茄子 アンダルシアの夏	2	2003	大日本天狗党絵詞
SPINOFF_OLD疑い	30927	マリアナ伝説DEEP	2	2011	機動警察パトレイバー
SPINOFF_OLD疑い	31016	猿屋ハチ	2	2004	三連アルチザン
SPINOFF_OLD疑い	31216	いきなり最終回	2	1991	あしたのジョー
SPINOFF_OLD疑い	31713	白土三平	2	2013	カムイ伝
SPINOFF_OLD疑い	31864	BLACK LAGOON ロベルタ編	2	2014	BLACK LAGOON
SPINOFF_OLD疑い	32385	ヒーローの秘密	2	2013	夜鳴きのシィレエヌ
SPINOFF_OLD疑い	33455	秘書のカガミスペシャル	2	2012	御曹司の掟
SPINOFF_OLD疑い	33828	ライバル 番外編	2	1994	ライバル
SPINOFF_OLD疑い	33917	ふたりエッチ for ladies	2	2005	ふたりエッチ
SPINOFF_OLD疑い	34022	UTOPIA	2	2012	ドラえもん
SPINOFF_OLD疑い	34035	とびだせミクロ	2	2013	ドラえもん
SPINOFF_OLD疑い	34098	ドラえもんカラー作品集	2	2006	ドラえもん
SPINOFF_OLD疑い	34107	ドラえもん巻頭まんが作品集	2	2004	ドラえもん
SPINOFF_OLD疑い	34131	ロケットけんちゃん	2	2014	ドラえもん
SPINOFF_OLD疑い	34237	玉三郎恋の狂騒曲	2	1981	銀のジーク
SPINOFF_OLD疑い	34541	東京ミュウミュウ あ・ら・もーど	2	2004	東京ミュウミュウ
SPINOFF_OLD疑い	35211	手塚治虫エッセイ集	2	1996	鉄腕アトム
SPINOFF_OLD疑い	35222	手塚治虫デビュー作品集	2	2009	鉄腕アトム
SPINOFF_OLD疑い	35249	手塚治虫恐怖Remix Selection	2	2013	鉄腕アトム
SPINOFF_OLD疑い	35268	新寳島	2	2009	鉄腕アトム
SPINOFF_OLD疑い	35270	新手塚治虫恐怖短編集	2	2011	鉄腕アトム
SPINOFF_OLD疑い	35357	鉄腕アトム 別巻	2	1982	鉄腕アトム
SPINOFF_OLD疑い	35823	湯けむりスナイパーpart 2	2	2006	湯けむりスナイパー
SPINOFF_OLD疑い	36058	うる星やつら2	2	1984	うる星やつら
SPINOFF_OLD疑い	36075	映画犬夜叉	2	2005	うる星やつら
SPINOFF_OLD疑い	36829	QP外伝	2	2014	クローズ
SPINOFF_OLD疑い	37216	マイアミ・ガンズ	2	2007	マジカノ
SPINOFF_OLD疑い	37650	La★Blue Girl	2	1990	血の罠
SPINOFF_OLD疑い	38023	ショコラセレクション	2	2006	ぴたテン
SPINOFF_OLD疑い	38075	Made in Japan	2	1997	ゴルゴ13
SPINOFF_OLD疑い	38128	ゴルゴ13 ALL TIME BEST	2	2013	ゴルゴ13
SPINOFF_OLD疑い	38596	父島耕作	2	2010	課長島耕作
SPINOFF_OLD疑い	38653	イタズラなKissフィルムコミック	2	2012	イタズラなkiss
SPINOFF_OLD疑い	38728	蟲師 アニメ放送順セレクション	2	2014	蟲師
SPINOFF_OLD疑い	38859	アルカナ	2	2013	おっとり捜査
SPINOFF_OLD疑い	39222	バンビ零オルタナティヴ	2	2002	Soil
SPINOFF_OLD疑い	39307	極道の食卓 獄中編	2	2012	本気!
SPINOFF_OLD疑い	39584	グラップラー刃牙外伝	2	2005	グラップラー刃牙
SPINOFF_OLD疑い	39590	バキ 中国大擂台賽編	2	2007	グラップラー刃牙
SPINOFF_OLD疑い	39592	バキ 神の子激突編	2	2007	グラップラー刃牙
SPINOFF_OLD疑い	40522	コナンからの挑戦状!!	2	2009	名探偵コナン
SPINOFF_OLD疑い	40561	名探偵コナン 銀翼の奇術師	2	2006	名探偵コナン
SPINOFF_OLD疑い	40564	名探偵コナンvs.怪盗キッド	2	2014	名探偵コナン
SPINOFF_OLD疑い	40567	名探偵コナン×まじっく快斗	2	2010	名探偵コナン
SPINOFF_OLD疑い	40662	思い出の味大陸食堂スペシャル	2	2012	リセット・ゲーム
SPINOFF_OLD疑い	41935	がきデカTHE BEST	2	2012	がきデカ
SPINOFF_OLD疑い	41947	ベスト・オブ・がきデカ	2	2006	がきデカ
SPINOFF_OLD疑い	42688	魔法陣グルグルランド	2	1995	魔法陣グルグル
SPINOFF_OLD疑い	43265	ストロベリーちゃんの超華麗な生活	2	2007	山田太郎ものがたり
SPINOFF_OLD疑い	43304	よりぬきくるねこ	2	2010	くるねこ
SPINOFF_OLD疑い	43947	いけない❤ナビゲーション	2	2004	オレ様キングダム
SPINOFF_OLD疑い	44015	覇王大系リューナイト	2	1995	宇宙英雄物語
SPINOFF_OLD疑い	44105	Appleseed	2	2004	アップルシード
SPINOFF_OLD疑い	44201	最遊記 RELOAD BLAST	2	2014	最遊記
SPINOFF_OLD疑い	44468	アタゴオル外伝	2	2004	アタゴオル
SPINOFF_OLD疑い	44718	女子高生 バカ軍団波乱の修学旅行	2	2011	女子高生Girls-High
SPINOFF_OLD疑い	44873	CITY HUNTER	2	1997	シティーハンター
SPINOFF_OLD疑い	45197	イナズマンVSキカイダー	2	2006	サイボーグ009
SPINOFF_OLD疑い	45337	変身忍者嵐<外伝>	2	1999	サイボーグ009
SPINOFF_OLD疑い	45620	風林火山栄枯盛衰武田勝頼	2	2007	三国志
SPINOFF_OLD疑い	46093	小梅ちゃんが行く!!R	2	2001	ささみストリート
SPINOFF_OLD疑い	46094	小梅ちゃんが行く!R	2	2008	ささみストリート
SPINOFF_OLD疑い	46694	超人ロック カデット	2	2007	超人ロック
SPINOFF_OLD疑い	46708	超人ロック 星辰の門	2	2007	超人ロック
SPINOFF_OLD疑い	46916	結婚伝説2	2	2000	生徒諸君!
SPINOFF_OLD疑い	46951	じゃりン子チエ番外篇	2	1997	じゃりン子チエ
SPINOFF_OLD疑い	46957	帰って来たどらン猫2	2	2006	じゃりン子チエ
SPINOFF_OLD疑い	47140	けっこう仮面P	2	2004	バイオレンスジャック
SPINOFF_OLD疑い	47332	逮捕しちゃうぞthe movie	2	1999	ああっ女神さまっ
SPINOFF_OLD疑い	48145	魔界転生	2	2005	ゲッターロボ號
SPINOFF_OLD疑い	48810	青空クリニックbest selection	2	2004	君の手がささやいている
SPINOFF_OLD疑い	49307	大市民日記スペシャル	2	2009	翔んだカップル
SPINOFF_OLD疑い	49708	ゲゲゲの鬼太郎 死神大戦記	2	2007	ゲゲゲの鬼太郎
SPINOFF_OLD疑い	49710	ゲゲゲの鬼太郎 鬼太郎地獄編	2	1997	ゲゲゲの鬼太郎
SPINOFF_OLD疑い	49865	水木しげるのノストラダムス大予言	2	1996	ゲゲゲの鬼太郎
SPINOFF_OLD疑い	49873	水木しげるの憑物百怪	2	2005	ゲゲゲの鬼太郎
SPINOFF_OLD疑い	49889	水木しげる妖怪まんが鬼太郎の妖怪旅行	2	2007	ゲゲゲの鬼太郎
SPINOFF_OLD疑い	49898	水木しげる貸本モダンホラー	2	1998	ゲゲゲの鬼太郎
SPINOFF_OLD疑い	49903	水木しげる超1000ページ	2	2009	ゲゲゲの鬼太郎
SPINOFF_OLD疑い	50126	修羅の刻　寛永御前試合編	2	2004	修羅の門
SPINOFF_OLD疑い	50127	修羅の刻　風雲幕末編	2	2004	修羅の門
SPINOFF_OLD疑い	50714	天牌スペシャル	2	2013	天牌
SPINOFF_OLD疑い	50755	ゴーマニズム宣言 差別論スペシャル	2	1998	東大一直線
SPINOFF_OLD疑い	50756	ゴーマニズム宣言EXTRA	2	2007	東大一直線
SPINOFF_OLD疑い	50757	ゴーマニズム宣言NEO	2	2009	東大一直線
SPINOFF_OLD疑い	50871	日本沈没 第二部	2	2008	日本沈没
SPINOFF_OLD疑い	50960	神の犬 ブランカⅡ	2	1997	ブランカ
SPINOFF_OLD疑い	51072	サイレントメビウステイルズ	2	2003	サイレントメビウス
SPINOFF_OLD疑い	51345	富江again	2	2007	富江
SPINOFF_OLD疑い	51447	あぶさんの野球人生全56章	2	2009	ドカベン
SPINOFF_OLD疑い	51510	野球狂の詩vs.ドカベン	2	2009	ドカベン
SPINOFF_OLD疑い	51513	野球狂の詩（うた）	2	2009	ドカベン
SPINOFF_OLD疑い	51991	夢の碑 風恋記	2	1996	摩利と新吾
SPINOFF_OLD疑い	52262	俺の脳内選択肢が、学園ラブコメを全力で邪魔しているH	2	2014	邪神ちゃんドロップキック
SPINOFF_OLD疑い	52463	マップス外伝	2	1997	マップス
SPINOFF_OLD疑い	52967	クロカンスペシャル	2	2006	クロカン
SPINOFF_OLD疑い	53739	女帝薫子	2	2007	夜王
SPINOFF_OLD疑い	53766	艶恋師special	2	2012	夜王
SPINOFF_OLD疑い	54632	アリーズzero	2	2014	アリーズ
SPINOFF_OLD疑い	55839	ひみつのアッコちゃんなかよし版	2	2005	天才バカボン
SPINOFF_OLD疑い	55965	天才バカボン誕生40周年記念 天才バカボンTHE BEST	2	2007	天才バカボン
SPINOFF_OLD疑い	56024	赤塚不二夫名作劇場 天才バカボン	2	2004	天才バカボン
SPINOFF_OLD疑い	56053	キャプテン翼海外激闘編in Calcio	2	2010	キャプテン翼
SPINOFF_OLD疑い	56054	キャプテン翼短編集dream field	2	2006	キャプテン翼
SPINOFF_OLD疑い	56091	うしおととら全集	2	1997	からくりサーカス
SPINOFF_OLD疑い	56092	うしおととら外伝	2	2005	からくりサーカス
SPINOFF_OLD疑い	56212	校内写生＆フォビア	2	1992	桜通信
SPINOFF_OLD疑い	56331	修羅雪姫外伝	2	2013	弐十手物語
SPINOFF_OLD疑い	56631	ザ☆ドラえもんズスペシャル ロボット養成学校編	2	2000	ザ☆ドラえもんズスペシャル
SPINOFF_OLD疑い	121202	海の大陸Noa×	2	2009	海の大陸NOA+
SPINOFF_OLD疑い	121321	Fellows!	2	2011	健全ロボダイミダラー
SPINOFF_OLD疑い	121329	ゴロロ mamonogatari	2	2012	うちゅう人田中太郎
SPINOFF_OLD疑い	121574	うてなの結婚+	2	2006	うてなの結婚
SPINOFF_OLD疑い	122215	のうりん野生	2	2014	のうりん
SPINOFF_OLD疑い	122411	楳図かずおこわい本 異形	2	1996	まことちゃん
SPINOFF_OLD疑い	122638	ひぐらしのなく頃に 語咄し編	2	2009	うみねこのなく頃にepisode 4
SPINOFF_OLD疑い	122954	死と彼女とぼくめぐる	2	2012	死と彼女とぼく
SPINOFF_OLD疑い	122989	A-BOUT! 朝桐大活躍編	2	2014	A-BOUT!
SPINOFF_OLD疑い	123476	まぼろし探偵　第2部	2	2008	まぼろし探偵
SPINOFF_OLD疑い	123741	禁じられた男と女	2	2007	はっぴい倶楽部
SPINOFF_OLD疑い	124029	蒼天航路 急	2	2014	達人伝
SPINOFF_OLD疑い	124417	ジンキ・エクステンド～リレイション～	2	2012	JINKI:EXTEND
SPINOFF_OLD疑い	124555	GENEROUS	2	1995	ミスター・シーナの精霊日記
SPINOFF_OLD疑い	124569	【急募】村長さん	2	2013	アラクレ
SPINOFF_OLD疑い	124991	HOLEIN ONE	2	2002	ホールインワン
SPINOFF_OLD疑い	125179	賭博破戒録カイジ 人喰いパチンコ「沼」	2	2014	賭博黙示録カイジ
SPINOFF_OLD疑い	125185	鉄腕バーディーEVOLUTION	2	2010	機動警察パトレイバー
SPINOFF_OLD疑い	125442	カムイ外伝第1部	2	1983	カムイ伝
SPINOFF_OLD疑い	125500	みかん・絵日記 特別編	2	2003	みかん・絵日記
SPINOFF_OLD疑い	125950	本当にあった〔○生〕ここだけの話	2	2006	スゴ盛!本当にあった〔○生〕ここだけの話
SPINOFF_OLD疑い	125960	激盛!本当にあった〔○生〕ここだけの話超	2	2013	スゴ盛!本当にあった〔○生〕ここだけの話
SPINOFF_OLD疑い	125971	超盛!本当にあった〔○生〕ここだけの話〔○超 〕	2	2013	スゴ盛!本当にあった〔○生〕ここだけの話
SPINOFF_OLD疑い	126380	ドラゴンボール  魔人ブウ編	2	2014	ドラゴンボール
SPINOFF_OLD疑い	126605	遊戯王R	2	2007	遊・戯・王
SPINOFF_OLD疑い	126874	ロザリオとバンパイアseason2	2	2014	ロザリオとバンパイア
SPINOFF_OLD疑い	127061	アレクサンダー大王 -天上の王国-	2	2014	アルペンローゼ
SPINOFF_OLD疑い	127237	名探偵コナン 劇場版 絶海の探偵	2	2013	名探偵コナン
SPINOFF_OLD疑い	127525	クレヨンしんちゃんの楽しいゾ英会話	2	1996	クレヨンしんちゃん
SPINOFF_OLD疑い	128117	栞と紙魚子と夜の魚	2	2007	西遊妖猿伝
SPINOFF_OLD疑い	128118	栞と紙魚子と青い馬	2	2007	西遊妖猿伝
SPINOFF_OLD疑い	128121	栞と紙魚子何かが街にやって来る	2	2007	西遊妖猿伝
SPINOFF_OLD疑い	128122	栞と紙魚子殺戮詩集	2	2007	西遊妖猿伝
SPINOFF_OLD疑い	128196	バカとテストと召喚獣→spinout! それが僕らの日常。	2	2012	バカとテストと召喚獣
SPINOFF_OLD疑い	128208	超人ロック 天空の魔法士	2	2007	超人ロック
SPINOFF_OLD疑い	128209	超人ロック 風の抱擁	2	2014	超人ロック
SPINOFF_OLD疑い	128215	超人ロックミラーリング	2	1996	超人ロック
SPINOFF_OLD疑い	128326	サクラ大戦 第2部	2	2012	ああっ女神さまっ
SPINOFF_OLD疑い	128669	STAYラブリー 少年	2	2005	三番町萩原屋の美人
SPINOFF_OLD疑い	129068	SOUL EATER SOUL ART	2	2014	炎炎ノ消防隊
SPINOFF_OLD疑い	129282	球場ラヴァーズ だって野球が好きじゃけん	2	2014	球場ラヴァーズ
SPINOFF_OLD疑い	129314	生徒会の一存乙	2	2013	えびてん
SPINOFF_OLD疑い	129835	なのだ!?天才バカボンのおやじ	2	1999	天才バカボン
SPINOFF_OLD疑い	130058	超少女明日香 学校編	2	2004	スケバン刑事
孤立	106732	江戸前の旬スペシャル	61	2024	
孤立	89498	仕掛人藤枝梅安	59	2023	
孤立	160957	禁じられた男と女	24	2011	
孤立	57942	Boys be… 2nd season	20	2000	
孤立	140759	コミック乱セレクション	17	2017	
孤立	165821	鬼平犯科帳 Season Best	17	2018	
孤立	80802	ドラゴンボールZ	15	1995	
孤立	61751	Y十M 柳生忍法帖	12	2017	
孤立	70837	まるごし刑事 激アツスペシャル	12	2017	
孤立	77377	ザ・シェフスペシャル	12	2007	
孤立	110361	白竜スペシャル	12	2011	
孤立	133066	master keaton	12	2012	
孤立	77378	ザ・シェフワイドSP	11	2017	
孤立	79091	ゼルダの伝説	10	2009	
孤立	81921	バジリスク 甲賀忍法帖	9	2016	
孤立	96963	宝石商リチャード氏の謎鑑定	9	2024	
孤立	147567	仕掛人藤枝梅安 ベストエピソード	9	2016	
孤立	152145	孔雀王 退魔聖伝	9	1993	
孤立	58495	Dr.スランプアラレちゃん	8	1995	
孤立	60685	Rewrite:SIDE-B	8	2015	
孤立	85474	ミナミの帝王ワイドSP	8	2022	
孤立	130818	Bビーダマン爆外伝ハイパーTVアニメコミック	8	1998	
孤立	140099	キャッツ♥愛	8	2014	
孤立	147569	仕掛人藤枝梅安ベストエピソード	8	2016	
孤立	160284	白竜legendスペシャル	8	2013	
孤立	73368	イクミの秘密	7	1997	
孤立	85475	ミナミの帝王最強スペシャル	7		
孤立	87391	ローゼンメイデン	7	2011	
孤立	97328	寿司魂スペシャル	7	2016	
孤立	57837	Back street girls	6	2019	
孤立	59111	HOTEL	6	2018	
孤立	61992	∀ガンダム	6	2002	
孤立	78705	スレイヤーズNEXT アニメコミック	6	1997	
孤立	88773	九龍	6	2003	
孤立	91995	勇午 the negotiator	6	2013	
孤立	103767	映画クレヨンしんちゃんゴールデン・カップリング	6	2017	
孤立	108502	爆男	6	2006	
孤立	119672	魔界転生	6	2003	
孤立	131351	GENEROUS	6	1996	
孤立	137563	まるごし刑事 (デカ)	6	2021	
孤立	141086	サトシとピカチュウ	6	2006	
孤立	152679	少女チャングムの夢	6	2006	
孤立	166437	（新）ブラックジャックによろしく	6	2009	
孤立	166441	［R-16］	6	2014	
孤立	57738	BLACK NOTE	5	2005	
孤立	58110	Capeta 16歳のF3パイロット編	5	2016	
孤立	58112	Capeta 中学生編	5	2016	
孤立	78708	スレイヤーズTRY アニメコミック	5	1997	
孤立	89888	信長を殺した男～日輪のデマルカシオン～	5	2023	
孤立	108106	火災調査官スペシャル	5	2007	
孤立	109051	猫田小次郎	5	2017	
孤立	140754	コミック乱TWINSセレクション	5	2015	
孤立	147568	仕掛人藤枝梅安 名作セレクション	5	2014	
孤立	149209	剣客商売 BEST SELECTION	5	2017	
孤立	156472	最上の明医	5	2012	
孤立	57739	BLACK NOTE セカンドシーズン	4	2006	
孤立	58484	Dr. タイフーンスペシャル	4	2012	
孤立	58928	GUSH maniaEX	4	2016	
孤立	61655	Winnie the Pooh	4	1991	
孤立	69374	はるか通信―遙かなる時空の中で	4		
孤立	72816	アドヴァンテージジェネレーション	4	2005	
孤立	78900	セイバーマリオネットJ	4	1997	
孤立	80024	テレビアニメ世界名作劇場	4	1987	
孤立	80147	デジモンアドベンチャーファイル島編	4	2000	
孤立	80215	デビル サバイバー2 THE ANIMATION	4	2014	
孤立	86752	リトルバスターズ!	4	2013	
孤立	87763	一宮思帆	4	2017	
孤立	87887	七唄あむ	4	2008	
孤立	88208	不動スペシャル	4	2007	
孤立	92957	名探偵コナン推理ファイル日本史の謎	4	2009	
孤立	94969	大海賊同盟	4	2005	
孤立	96445	婚約破棄された女は幼なじみにいただかれちゃいました。	4	2022	
孤立	103787	映画篇	4	2014	
孤立	106823	河奈マリオ	4	2009	
孤立	107034	浅見先生の秘密	4	2016	
孤立	110360	白竜LEGENDスペシャル	4	2010	
孤立	114734	蒼竜の側用人	4	2018	
孤立	117064	野々山女學院蟲組の秘密	4	2019	
孤立	133075	on BLUE	4	2016	
孤立	134253	おじゃる丸	4	2000	
孤立	138185	らき・すたコミックアラカルト	4	2009	
孤立	140756	コミック乱TWINSセレクション	4	2017	
孤立	141062	サスペンス＆ミステリーコミック本格セレクション	4	2014	
孤立	143179	ニシハラさんのわかりにくい恋	4	2026	
孤立	145271	マンガ百人一首物語	4	2014	
孤立	156242	映画クレヨンしんちゃん 完全コミック	4	2013	
孤立	164669	酒のほそ道スペシャル	4	2025	
孤立	165314	電撃!ピカチュウ	4	2000	
孤立	58113	Capeta 幼少編	3	2016	
孤立	58916	GUSH maniaEX	3	2013	
孤立	60787	SF新世紀レンズマン	3	1984	
孤立	62063	「るろうに剣心」の秘密	3	1996	
孤立	63872	えい吉	3	2010	
孤立	68141	とある空言、ボクの秘密	3	2008	
孤立	72817	アドヴァンテージジェネレーション他校special	3	2005	
孤立	73581	イルゲネス 偽翼の交響曲	3	2013	
孤立	74126	エロの秘密結社ドシコルド	3	2020	
孤立	76842	コーヒープリンス1号店	3	2008	
孤立	78673	スラムダンクの秘密	3	1994	
孤立	80256	デュラララ!! 黄巾賊編	3	2015	
孤立	87202	ロスト・ユニバース	3	1998	
孤立	93337	吾可子	3	2014	
孤立	98090	嵐のデスティニィ second stage	3	2003	
孤立	99413	必殺仕置長屋	3	2014	
孤立	102644	撃覇スペシャル	3	2007	
孤立	103220	新選組疾風伝スペシャル	3	2013	
孤立	103785	映画大好きポンポさん	3	2021	
孤立	104401	月光仮面 平和の章	3	2009	
孤立	104402	月光仮面 慈愛の章	3	2009	
孤立	105169	栗山なつき	3	2010	
孤立	106992	流星ハニー	3	2014	
孤立	108108	火災調査官ワイドSP	3	2014	
孤立	109445	瑠川ヒロ	3	2012	
孤立	110553	皆様の玩具です	3	2018	
孤立	116038	賭けゴロスペシャル	3	2013	
孤立	131019	DORAEMON	3	2014	
孤立	131930	MIXIM★11	3	2015	
孤立	132142	On blue	3	2016	
孤立	132446	SHUFFLE!コミックアラカルト	3	2005	
孤立	132497	SWAN 白鳥の祈り	3	1983	
孤立	133073	on BLUE	3	2013	
孤立	133074	on BLUE	3	2018	
孤立	133079	on BLUE	3	2017	
孤立	133784	いただき〔□／〕幸せごはん	3	2018	
孤立	135435	ごちそう日和	3	2025	
孤立	135705	じゃあ、君の代わりに殺そうか?～プリクエル〈前日譚〉～	3	2025	
孤立	138095	ゆずのどうぶつカルテ～小さな獣医～	3	2020	
孤立	138420	アイドル伝説えり子	3	1990	
孤立	139724	カブキの不動スペシャル	3	2013	
孤立	139835	カードキャプターさくら さくらカード編	3	2002	
孤立	140119	キャプテン翼 ワールドユース編	3	1997	
孤立	140265	ギャル嫁の秘密	3	2026	
孤立	140626	ゲキドウ	3	2026	
孤立	140758	コミック乱セレクション	3	2018	
孤立	141513	ジグラット	3	2024	
孤立	141709	スターウォーク	3	2026	
孤立	150155	呪術廻戦≡	3	2026	
孤立	150522	地獄少女R	3	2011	
孤立	155441	捨てられた王女の秘密の寝室	3	2025	
孤立	156444	暴君のシンデレラ	3	2026	
孤立	156632	最高の愛	3	2012	
孤立	159251	猫耳少女は森でスローライフを送りたい	3	2026	
孤立	160422	盛りあがらないデート	3	2026	
孤立	160480	盾の勇者の成り上がり～ガールズサイドストーリー～	3	2023	
孤立	162263	聖女ヴィクトリアの考察	3	2026	
孤立	164506	遊☆戯☆王ゼアル	3	2015	
孤立	165823	鬼平犯科帳 season best	3	2013	
孤立	166436	（新）ブラックジャックによろしく	3	2010	
孤立	8014	うめぼしの謎	2	1996	
孤立	56906	139	2	2010	
孤立	58748	Fate/stay nightコミックアラカルト	2	2007	
孤立	58752	Fate/stay night［Unlimited Blade Work	2	2015	
孤立	58917	GUSH maniaEX	2	2012	
孤立	58920	GUSH maniaEX	2	2013	
孤立	58921	GUSH maniaEX	2	2012	
孤立	58927	GUSH maniaEX	2	2015	
孤立	58932	GUSH maniaEX	2	2010	
孤立	59907	METROID	2	2004	
孤立	60246	ONE PIECE FILM STRONG WORLD	2	2010	
孤立	60247	ONE PIECE FILM Z	2	2013	
孤立	60614	ROM-13	2	2011	
孤立	60620	ROSE GUNS DAYS Last Season	2	2015	
孤立	61314	TVアニメミニ戦国BASARA弐	2	2011	
孤立	62281	『名探偵コナン』の推理ミス	2	1996	
孤立	62416	あおいれびん	2	2008	
孤立	63782	うちの相方が腐なもんで。	2	2018	
孤立	65145	かぼす	2	2010	
孤立	67804	ちゃも	2	2010	
孤立	67985	つゆねこ鉱物学	2	2020	
孤立	67997	つるぎ	2	2012	
孤立	68961	ねこねこ天国	2	2013	
孤立	69038	のぉすだこた	2	2011	
孤立	69349	はらだ	2	2014	
孤立	71865	ゆうき	2	2017	
孤立	72163	りうたがお	2	2010	
孤立	72217	れん野	2	2017	
孤立	74833	カットオーバー・クライテリア	2	2026	
孤立	74891	カブキの不動ワイドSP	2	2019	
孤立	77113	サザエさんの秘密	2	1994	
孤立	77233	サユリ	2	2015	
孤立	78860	スーパー刑事スペシャル	2	2011	
