severity	kind	slug	title	ed_idx	ed_type	ed_imprint	ed_publisher	date	gran	n	ed_vols	frac	ed_batch	vols	cadence_mo	cad_src	span_months	serial_years	year_started	year_ended	event_slugs	isbn_block	nbr_n	nbr_same	nbr_inside	nbr_titles	nbr_titles_flat	nbr_span_mo	serial_width	isbn_proof_ok	local_rate	implied_months	rakuten	rk_distinct	rk_spread_mo	rk_offset_mo	rk_mono	rakuten_dates	legit_hint
LOW	SMALL_BATCH	nesshou-hanazawa-koukou	熱笑!!花沢高校	2	shinsoban	Tokuma favorite comics	徳間書店	2002-05	month	3	10	0.3	2	1-3	0.4	observed	0.9	5	1980	1984	1	3/5	28	0	0	3	0	184	5	0	0.57	7.0	2種/3件/散1ヶ月 (楽天も実質同日=一挙刊行の可能性)	2	1	-2	1	1:2002年03月 2:2002年03月 3:2002年04月	再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	nichiro-sensou-monogatari	日露戦争物語	1	bunkobon	PHP文庫	PHP研究所	2010-04	month	3	12	0.25	3	1-3	0.5	observed	0.9	6	2001	2006	1	3/3	0	0	0	0	0	0	3	0			1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2010年04月 2:2010年04月 3:2010年04月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	nichiro-sensou-monogatari	日露戦争物語	1	bunkobon	PHP文庫	PHP研究所	2010-05	month	3	12	0.25	3	4-6	0.5	observed	0.9	6	2001	2006	1	3/3	0	0	0	0	0	0	3	0			1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	4:2010年05月 5:2010年05月 6:2010年05月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	nichiro-sensou-monogatari	日露戦争物語	1	bunkobon	PHP文庫	PHP研究所	2010-08	month	3	12	0.25	3	7-9	0.5	observed	0.9	6	2001	2006	1	3/3	0	0	0	0	0	0	3	0			1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	7:2010年08月 8:2010年08月 9:2010年08月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	nichiro-sensou-monogatari	日露戦争物語	1	bunkobon	PHP文庫	PHP研究所	2010-09	month	3	12	0.25	3	10-12	0.5	observed	0.9	6	2001	2006	1	3/3	0	0	0	0	0	0	3	0			1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	10:2010年09月 11:2010年09月 12:2010年09月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	offside	オフサイド	1	bunkobon	講談社漫画文庫	講談社	2000-09	month	3	15	0.2	2	1-3	0.4	observed	0.9	6	1987	1992	2	3/3	110	19	0	20	8	8	3	0	16.57	0.1	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2000年09月 2:2000年09月 3:2000年09月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	peanuts-essence-1996	ピーナッツ・エッセンス	0	standard		講談社	1996-04-20	day	3	15	0.2	2	1-15(飛)	0.4	observed	0.9	1	1996	1996	1	3/15	0	0	0	0	0	0	15	0				0	0	0	0		
LOW	SMALL_BATCH	shachou-shima-kousaku	社長島耕作	1	bunkobon	講談社漫画文庫	講談社	2015-11-12	day	3	10	0.3	2	1-3	0.4	observed	0.9	6	2008	2013	1	3/3	83	1	0	12	2	46	3	0	1.91	1.0	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2015年11月12日頃 2:2015年11月12日頃 3:2015年11月12日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	shinpan-himitsu-tantei-jieiei	秘密探偵JA	0	standard	Star comics	大都社	1985-01-20	day	3	15	0.2	2	7-9	0.4	observed	0.9	5	1965	1969	1	3/3	26	0	0	3	3	37	3	0	1.14	1.8		0	0	0	0		ISBN連番(弱い証拠=採番ブロック予約でも連番になる)
LOW	SMALL_BATCH	soukaikessen	蒼海訣戰	0	standard	IDコミックス	角川グループパブリッシング	2012-04	month	3	10	0.3	2	8-10	0.4	observed	0.9	2	2011	2012	1	3/3	28	14	0	1	0	2	3	0			1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	8:2012年04月 9:2012年04月 10:2012年04月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
LOW	PUBLISHER_BATCH	waru	悪女	1	bunkobon	講談社漫画文庫	講談社	1998-11	month	3	19	0.16	2	1-3	0.4	observed	0.9	9	1989	1997	1	3/3	97	7	0	24	13	32	3	0	2.62	0.8	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1998年11月 2:1998年11月 3:1998年11月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品24件中13件が全巻同日=レーベル体質
LOW	SMALL_BATCH	yawara	YAWARA!	1	bunkobon	小学館文庫	小学館	1999-04	month	3	19	0.16	2	17-19	0.4	observed	0.9	8	1987	1994	1	3/3	69	1	0	9	3	103	3	0	1.21	1.7	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	-1	1	17:1999年03月16日頃 18:1999年03月16日頃 19:1999年03月16日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	yuuyake-banchiyou	夕やけ番長	1	shinsoban	サンケイコミックス	サンケイ出版	1986-05-01	day	3	15	0.2	2	1-3	0.4	observed	0.9	4	1968	1971	1		0	0	0	0	0	0	0	0				0	0	0	0		再版種別
LOW	SMALL_BATCH	zoku-sengoku-jieitai	続戦国自衛隊	1	bunkobon	セブン文庫	世界文化社	2008-03	month	3	10	0.3	3	1-3	0.4	observed	0.9	7	2000	2006	1	3/3	4	1	0	0	0	6	3	0	3.33	0.6	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2008年03月 2:2008年03月 3:2008年03月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	zoku-sengoku-jieitai	続戦国自衛隊	1	bunkobon	セブン文庫	世界文化社	2008-07	month	3	10	0.3	3	8-10	0.4	observed	0.9	7	2000	2006	1	3/3	4	1	0	0	0	6	3	0	3.33	0.6	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	8:2008年07月 9:2008年07月 10:2008年07月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	PUBLISHER_BATCH	aa-harimanada	ああ播磨灘	1	bunkobon	講談社漫画文庫	講談社	2002-03	month	3	14	0.21	2	1-3	0.4	observed	0.8	6	1991	1996	3	3/3	108	21	0	28	14	16	3	0	21.6	0.1	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2002年03月 2:2002年03月 3:2002年03月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品28件中14件が全巻同日=レーベル体質
LOW	SMALL_BATCH	aa-harimanada	ああ播磨灘	1	bunkobon	講談社漫画文庫	講談社	2002-04	month	3	14	0.21	2	4-6	0.4	observed	0.8	6	1991	1996	1	3/3	107	18	0	27	13	15	3	0	20.8	0.1	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	4:2002年04月 5:2002年04月 6:2002年04月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	ai-to-makoto	愛と誠	4	shinsoban	講談社プラチナコミックス	講談社	2012-06	month	3	6	0.5	2	3-5	0.4	observed	0.8	4	1973	1976	1	3/10	25	0	0	5	0	24	10	0	1.04	8.6	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	3:2012年06月 4:2012年06月 5:2012年06月	再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	aku-no-hana	悪の華	0	standard	Tokuma comics	ゴマブックス	2017-05	month	3	6	0.5	2	3-5	0.4	observed	0.8	1	2017	2017	1	3/3	13	0	0	3	2	3	3	0	11.0	0.2	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	3:2017年05月 4:2017年05月 5:2017年05月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
LOW	SMALL_BATCH	dragon-quest-daino-daibouken	ドラゴンクエスト ダイの大冒険	2	aizoban	愛蔵版コミックス	集英社	2020-10-02	day	3	25	0.12	3	1-3	0.4	observed	0.8	8	1990	1997	1	3/3	37	0	0	3	0	101	3	0	1.08	1.9	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2020年10月02日 2:2020年10月02日 3:2020年10月02日	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	dragon-quest-daino-daibouken	ドラゴンクエスト ダイの大冒険	2	aizoban	愛蔵版コミックス	集英社	2020-12-04	day	3	25	0.12	3	6-8	0.4	observed	0.8	8	1990	1997	1	3/3	38	0	0	3	0	120	3	0	0.95	2.1	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	6:2020年12月04日 7:2020年12月04日 8:2020年12月04日	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	dragon-quest-daino-daibouken	ドラゴンクエスト ダイの大冒険	2	aizoban	愛蔵版コミックス	集英社	2021-03-04	day	3	25	0.12	3	13-15	0.4	observed	0.8	8	1990	1997	1	3/3	37	0	0	3	0	115	3	0	0.97	2.1	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	13:2021年03月04日 14:2021年03月04日 15:2021年03月04日	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	dragon-quest-daino-daibouken	ドラゴンクエスト ダイの大冒険	2	aizoban	愛蔵版コミックス	集英社	2021-04-30	day	3	25	0.12	3	18-20	0.4	observed	0.8	8	1990	1997	1	3/3	36	0	0	3	0	100	3	0	0.94	2.1	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	18:2021年04月30日 19:2021年04月30日 20:2021年04月30日	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	dragon-quest-daino-daibouken	ドラゴンクエスト ダイの大冒険	2	aizoban	愛蔵版コミックス	集英社	2021-07-02	day	3	25	0.12	3	23-25	0.4	observed	0.8	8	1990	1997	1	3/3	36	0	0	3	0	100	3	0	0.94	2.1	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	23:2021年07月02日 24:2021年07月02日 25:2021年07月02日	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	esper-mami	エスパー魔美	4	bunkobon	小学館コロコロ文庫	小学館	1996-09-20	day	3	6	0.5	3	1-3	0.4	observed	0.8	6	1978	1983	1	3/3	43	0	0	9	4	137	3	0	1.07	1.9	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1996年09月20日頃 2:1996年09月20日頃 3:1996年09月20日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	esper-mami	エスパー魔美	4	bunkobon	小学館コロコロ文庫	小学館	1996-11-22	day	3	6	0.5	3	4-6	0.4	observed	0.8	6	1978	1983	1	3/3	40	0	0	8	3	134	3	0	0.9	2.2	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	4:1996年11月22日頃 5:1996年11月22日頃 6:1996年11月22日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	PUBLISHER_BATCH	futaridaka	ふたり鷹	1	bunkobon	スコラ漫画文庫シリーズ	スコラ	1995-03	month	3	11	0.27	2	1-3	0.4	observed	0.8	4	1982	1985	1	3/3	35	2	0	4	2	9	3	0	11.11	0.2	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1995年03月 2:1995年03月 3:1995年03月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品4件中2件が全巻同日=レーベル体質
LOW	SMALL_BATCH	gorilla-man	ゴリラーマン	1	shinsoban	ヤンマガKC	講談社	2010-08	month	3	19	0.16	2	1-3	0.4	observed	0.8	5	1989	1993	1	3/3	98	9	0	26	0	11	3	0	11.6	0.2	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2010年08月 2:2010年08月 3:2010年08月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	gorilla-man	ゴリラーマン	1	shinsoban	ヤンマガKC	講談社	2010-09	month	3	19	0.16	2	4-6	0.4	observed	0.8	5	1989	1993	1	3/3	96	7	0	25	0	10	3	0	11.4	0.2	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	4:2010年09月 5:2010年09月 6:2010年09月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	gorilla-man	ゴリラーマン	1	shinsoban	ヤンマガKC	講談社	2010-10	month	3	19	0.16	2	7-9	0.4	observed	0.8	5	1989	1993	1	3/3	86	10	0	24	0	105	3	0	11.56	0.2	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	7:2010年10月 8:2010年10月 9:2010年10月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	hana-no-asuka-gumi	花のあすか組!	1	bunkobon	高口里純文庫 コミック版	角川書店	1998-05	month	3	13	0.23	2	1-3	0.4	observed	0.8	9	1987	1995	1	3/3	35	0	0	5	1	486	3	0	0.22	9.3	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1998年05月 2:1998年05月 3:1998年05月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	highschool-kimengumi	ハイスクール!奇面組	1	bunkobon	集英社文庫	集英社	2002-05-17	day	3	13	0.23	2	11-13	0.4	observed	0.8	6	1983	1988	1	3/3	104	8	0	17	5	21	3	0	5.19	0.4	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	11:2002年05月17日頃 12:2002年05月17日頃 13:2002年05月17日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	judo-itchokusen	柔道一直線	1	shinsoban	サンケイコミックス	サンケイ出版	1986-01-20	day	3	9	0.33	2	4-6	0.4	observed	0.8	3	1968	1970	1		0	0	0	0	0	0	0	0				0	0	0	0		再版種別
LOW	SMALL_BATCH	karate-baka-ichidai	空手バカ一代	1	shinsoban	KCスペシャル	講談社	1982-09	month	3	17	0.18	2	1-3	0.4	observed	0.8	7	1972	1978	1	3/3	24	0	0	6	2	13	3	0	1.15	1.7	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1982年09月 2:1982年09月 3:1982年09月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	karate-baka-ichidai	空手バカ一代	1	shinsoban	KCスペシャル	講談社	1982-10	month	3	17	0.18	2	5-7	0.4	observed	0.8	7	1972	1978	1	3/3	25	0	0	6	2	13	3	0	1.15	1.7	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	5:1982年10月 6:1982年10月 7:1982年10月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	misen	未生	0	standard	KCDX	講談社	2016-06-23	day	3	9	0.33	2	1-3	0.4	observed	0.8	1	2016	2016	1	3/7	97	14	3	8	2	44	7	0			1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2016年06月23日頃 2:2016年06月23日頃 3:2016年06月23日頃	楽天も実質同日
LOW	SMALL_BATCH	mosaren-bugi	猛者連ブギ	0	standard	トクマコミックス	不明	1984-07	month	3	9	0.33	2	7-9	0.4	observed	0.8	1	1984	1984	1		0	0	0	0	0	0	0	0				0	0	0	0		
LOW	SMALL_BATCH	oni-iga-2	男弐	0	standard		スタジオ・シップ	2003-07	month	3	8	0.38	2	5-7	0.4	observed	0.8	1	2003	2003	1	3/3	20	0	0	3	0	26	3	0	4.19	0.5	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	5:2003年07月 6:2003年07月 7:2003年07月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
LOW	SMALL_BATCH	ore-wa-teppei	おれは鉄兵	3	shinsoban	KCスペシャル	講談社	1984-11-06	day	3	18	0.17	2	4-6	0.4	observed	0.8	7	1974	1980	1	3/3	67	2	0	16	2	69	3	0	3.69	0.5	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	4:1984年11月06日頃 5:1984年11月06日頃 6:1984年11月06日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	puroresu-super-star-rendetsu	プロレススーパースター列伝	2	bunkobon	講談社漫画文庫	講談社	1996-12-12	day	3	11	0.27	2	7-9	0.4	observed	0.8	3	1981	1983	1	3/3	107	6	0	20	9	15	3	0	9.0	0.2	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	7:1996年12月 8:1996年12月 9:1996年12月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	shinpan-himitsu-tantei-jieiei	秘密探偵JA	2	bunkobon	HMB	ホーム社	2000-10	month	3	13	0.23	2	7-9	0.4	observed	0.8	5	1965	1969	1	3/5	68	2	2	12	5	31	5	0	4.68	0.9	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	7:2000年10月 8:2000年10月 9:2000年10月	再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	so-young	So young	0	standard	Nichibun comics	日本文芸社	2024-03	month	3	6	0.5	2	4-6	0.4	observed	0.8	1	2024	2024	1	3/3	104	13	0	20	2	7	3	0	16.29	0.1	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	-1	1	4:2024年02月19日 5:2024年02月19日 6:2024年02月19日	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
LOW	SMALL_BATCH	sugar	シュガー	0	bunkobon	秋田漫画文庫	秋田書店	1985-09	month	3	9	0.33	2	7-9	0.4	observed	0.8	18	1985	2002	1	3/3	86	0	0	13	4	537	3	0	0.21	9.5	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	7:1985年09月 8:1985年09月 9:1985年09月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	PUBLISHER_BATCH	tsuruhime-jaatsu	つる姫じゃ～っ！	1	bunkobon	中公文庫コミック版	中央公論社	1995-07-18	day	3	6	0.5	3	1-3	0.4	observed	0.8	12	1979	1990	2	3/3	29	6	0	7	5	4	3	0	26.75	0.1	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1995年07月18日頃 2:1995年07月18日頃 3:1995年07月18日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品7件中5件が全巻同日=レーベル体質
LOW	PUBLISHER_BATCH	tsuruhime-jaatsu	つる姫じゃ～っ！	1	bunkobon	中公文庫コミック版	中央公論社	1995-09-18	day	3	6	0.5	3	4-6	0.4	observed	0.8	12	1979	1990	2	3/3	30	6	0	9	8	4	3	0	26.25	0.1	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	4:1995年09月18日頃 5:1995年09月18日頃 6:1995年09月18日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品9件中8件が全巻同日=レーベル体質
LOW	SMALL_BATCH	wild-7	ワイルド7	3	bunkobon	ぶんか社コミック文庫	ぶんか社	2007-10	month	3	27	0.11	2	1-3	0.4	observed	0.8	11	1969	1979	1	3/3	44	2	0	5	1	9	3	0	13.0	0.2	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2007年10月 2:2007年10月 3:2007年10月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	wild-7	ワイルド7	3	bunkobon	ぶんか社コミック文庫	ぶんか社	2007-11	month	3	27	0.11	2	4-6	0.4	observed	0.8	11	1969	1979	1	3/3	41	6	0	4	1	9	3	0	13.0	0.2	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	4:2007年11月 5:2007年11月 6:2007年11月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	wild-7	ワイルド7	3	bunkobon	ぶんか社コミック文庫	ぶんか社	2008-01	month	3	27	0.11	2	7-9	0.4	observed	0.8	11	1969	1979	1	3/3	38	7	0	4	1	10	3	0	8.6	0.2	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	7:2008年01月 8:2008年01月 9:2008年01月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	PUBLISHER_BATCH	wild-7	ワイルド7	3	bunkobon	ぶんか社コミック文庫	ぶんか社	2008-09	month	3	27	0.11	2	25-27	0.4	observed	0.8	11	1969	1979	1	3/3	50	7	0	6	5	9	3	0	14.62	0.1	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	25:2008年09月 26:2008年09月 27:2008年09月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品6件中5件が全巻同日=レーベル体質
LOW	SMALL_BATCH	beniiro-no-hone	紅色の骨	0	bunkobon	講談社漫画文庫	講談社	2002-02	month	3	4	0.75	3	1-3	0.3	observed	0.7	1	2002	2002	2	3/29	137	17	26	28	12	19	29	1	23.33	1.2	2種/3件/散1ヶ月 (楽天も実質同日=一挙刊行の可能性)	2	1	0	1	1:2002年02月 2:2002年02月 3:2002年03月	再版種別 / 楽天も実質同日
LOW	PUBLISHER_BATCH	black-jack	ブラック・ジャック	5	bunkobon	手塚治虫文庫全集	講談社	2010-06	month	3	12	0.25	2	1-3	0.4	observed	0.7	22	1974	1995	1	3/3	109	5	0	23	14	19	3	0	5.61	0.4	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2010年06月11日頃 2:2010年06月11日頃 3:2010年06月11日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 学習/全集/BOX語 / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品23件中14件が全巻同日=レーベル体質
LOW	PUBLISHER_BATCH	black-jack	ブラック・ジャック	5	bunkobon	手塚治虫文庫全集	講談社	2010-07	month	3	12	0.25	2	4-6	0.4	observed	0.7	22	1974	1995	1	3/3	112	3	0	23	13	19	3	0	5.61	0.4	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	4:2010年07月09日頃 5:2010年07月09日頃 6:2010年07月09日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 学習/全集/BOX語 / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品23件中13件が全巻同日=レーベル体質
LOW	PUBLISHER_BATCH	condor-king	コンドル・キング	0	standard	武内つなよし傑作集	パンローリング	2009-08	month	3	4	0.75	3	1-3	0.3	observed	0.7	1	2009	2009	1	3/3	85	3	0	23	22	28	3	0	5.32	0.4	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2009年08月 2:2009年08月 3:2009年08月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日 / 近傍の複数巻作品23件中22件が全巻同日=レーベル体質
LOW	PUBLISHER_BATCH	gokudou-kun	極道くん	1	bunkobon	講談社漫画文庫	講談社	1998-06-12	day	3	7	0.43	2	1-3	0.3	observed	0.7	3	1985	1987	2	3/3	110	10	0	21	11	16	3	0	9.25	0.2	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1998年06月12日頃 2:1998年06月12日頃 3:1998年06月12日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品21件中11件が全巻同日=レーベル体質
LOW	SMALL_BATCH	hanakyabetsu-hiyokomame	花きゃべつひよこまめ	1	bunkobon	講談社漫画文庫	講談社	2002-03	month	3	7	0.43	2	1-3	0.3	observed	0.7	9	1992	2000	3	3/3	111	21	0	27	12	16	3	0	23.6	0.1	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2002年03月 2:2002年03月 3:2002年03月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	harukanaru-umi-e	遥かなる海へ	1	bunkobon	集英社漫画文庫	集英社	1987-07-01	day	3	6	0.5	3	4-6	0.3	observed	0.7	2	1981	1982	1	3/3	46	0	0	11	0	38	3	0	1.46	1.4	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	4:1987年07月01日頃 5:1987年07月01日頃 6:1987年07月01日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	inugami	犬神	1	bunkobon	講談社漫画文庫	講談社	2003-02	month	3	7	0.43	2	5-7	0.3	observed	0.7	6	1997	2002	1	3/3	112	16	0	27	10	14	3	0	19.0	0.1		0	0	0	0		ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別
LOW	SMALL_BATCH	itchoume-no-torakichi	一丁目のトラ吉	0	standard		復刊ドットコム	2011-04	month	3	10	0.3	7	1-3	0.3	observed	0.7	1	2011	2011	2	3/3	14	0	0	4	0	44	3	0	0.8	2.5	1種/3件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2011年04月 2:2011年04月 3:2011年04月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
