severity	kind	slug	title	ed_idx	ed_type	ed_imprint	ed_publisher	date	gran	n	ed_vols	frac	ed_batch	vols	cadence_mo	cad_src	span_months	serial_years	year_started	year_ended	event_slugs	isbn_block	nbr_n	nbr_same	nbr_inside	nbr_titles	nbr_titles_flat	nbr_span_mo	serial_width	isbn_proof_ok	local_rate	implied_months	rakuten	rk_distinct	rk_spread_mo	rk_offset_mo	rk_mono	rakuten_dates	legit_hint
LOW	ED_REGULAR_BATCH	sukuuru-days	すくうるでいず	1	deluxe	KCデラックス	講談社	1998-03-13	day	4	4	1.0	4	1-4		assumed	7.5	2	1980	1981	1	4/4	74	11	0	16	7	10	4	0	10.44	0.3	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1998年03月13日頃 2:1998年03月13日頃 3:1998年03月13日頃 4:1998年03月13日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	sutoppunii-chan	ストップ!にいちゃん	2	shinsoban	ホーム・コミックス	汐文社	1975-10-30	day	4	5	0.8	4	1-5(飛)		assumed	7.5	7	1964	1970	1		0	0	0	0	0	0	0	0				0	0	0	0		再版種別
LOW	ED_REGULAR_BATCH	t-e-lawrence	T.E.ロレンス	1	bunkobon	ウィングス文庫	新書館	1998-02	month	4	4	1.0	4	1-4		assumed	7.5	4	1985	1988	1	4/4	46	2	0	9	2	101	4	0	0.65	4.6	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1998年02月 2:1998年02月 3:1998年02月 4:1998年02月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	ED_REGULAR_BATCH	taraobannai	多羅尾伴内	1	bunkobon	道草文庫	小池書院	1997-12	month	4	4	1.0	4	1-4		assumed	7.5	1	1978	1978	1	4/4	59	0	0	7	1	82	4	0	1.22	2.5	2種/4件/散1ヶ月 (楽天も実質同日=一挙刊行の可能性)	2	1	0	1	1:1997年11月 2:1997年11月 3:1997年12月 4:1997年12月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	PUBLISHER_BATCH	tenmatenpei	天馬天平	0	standard	虫コミックス	パンローリング	2010-12-01	day	4	5	0.8	4	1-4		assumed	7.5	1	2010	2010	1	4/4	76	2	0	23	23	51	4	0	2.6	1.2	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2010年12月 2:2010年12月 3:2010年12月 4:2010年12月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日 / 近傍の複数巻作品23件中23件が全巻同日=レーベル体質
LOW	PUBLISHER_BATCH	uchuueesu	宇宙エース	0	standard		パンローリング	2010-04-01	day	4	4	1.0	4	1-4		assumed	7.5	1	2010	2010	1	4/4	84	0	0	25	23	27	4	0	4.71	0.6	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2010年04月 2:2010年04月 3:2010年04月 4:2010年04月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日 / 近傍の複数巻作品25件中23件が全巻同日=レーベル体質
LOW	ED_REGULAR_BATCH	vampire	バンパイヤ	2	shinsoban	サンデー・コミックス	秋田書店	1988-03	month	4	4	1.0	4	1-4		assumed	7.5	26	1968	1993	1	4/4	44	0	0	11	1	259	4	0	0.31	9.6	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	45	1	1:1991年12月05日頃 2:1991年12月05日頃 3:1991年12月05日頃 4:1991年12月05日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	PUBLISHER_BATCH	wata-no-kunihoshi	綿の国星	2	bunkobon	白泉社文庫	白泉社	1994-06-22	day	4	4	1.0	4	1-4		assumed	7.5	9	1978	1986	1	4/4	97	4	0	9	5	270	4	0	0.11	28.5	3種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	3	0	0	1	1:1994年06月22日頃 2:1994年06月 3:1994年06月20日頃 4:1994年06月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品9件中5件が全巻同日=レーベル体質
LOW	ED_REGULAR_BATCH	watashi-o-tsuki-made-tsuretette	私を月まで連れてって!	2	bunkobon	小学館文庫	小学館	1995-07-10	day	4	4	1.0	4	1-4		assumed	7.5	5	1982	1986	1	4/4	105	2	0	21	10	221	4	0	0.02	121.2	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1995年07月 2:1995年07月 3:1995年07月 4:1995年07月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	ED_REGULAR_BATCH	yokohama-monogatari	ヨコハマ物語	1	bunkobon	講談社漫画文庫	講談社	1996-04-11	day	4	4	1.0	4	1-4		assumed	7.5	4	1981	1984	1	4/4	120	10	0	19	6	13	4	0	10.73	0.3	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1996年04月11日頃 2:1996年04月11日頃 3:1996年04月11日頃 4:1996年04月11日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	PUBLISHER_BATCH	youhen-genji-monogatari	妖変源氏物語	0	standard		ぶんか社	2008-10	month	4	4	1.0	4	1-4		assumed	7.5	1	2008	2008	1	4/4	54	8	0	8	6	8	4	0	14.62	0.2	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2008年10月 2:2008年10月 3:2008年10月 4:2008年10月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日 / 近傍の複数巻作品8件中6件が全巻同日=レーベル体質
LOW	SMALL_BATCH	g-defend	G・defend	1	standard	ラキッシュ・コミックス	冬水社	2014-02	month	4	76	0.05	1	1-4	2.1	observed	6.4	20	2007		1	4/4	62	3	0	11	0	30	4	0	3.96	0.8		0	0	0	0		ISBN連番(弱い証拠=採番ブロック予約でも連番になる)
LOW	SMALL_BATCH	g-defend	G・defend	1	standard	ラキッシュ・コミックス	冬水社	2014-06	month	4	76	0.05	1	9-12	2.1	observed	6.4	20	2007		1	4/4	56	4	0	10	1	30	4	0	3.89	0.8		0	0	0	0		ISBN連番(弱い証拠=採番ブロック予約でも連番になる)
LOW	SMALL_BATCH	g-defend	G・defend	1	standard	ラキッシュ・コミックス	冬水社	2014-10	month	4	76	0.05	1	17-20	2.1	observed	6.4	20	2007		1	4/4	50	4	0	9	0	28	4	0	4.0	0.8		0	0	0	0		ISBN連番(弱い証拠=採番ブロック予約でも連番になる)
LOW	SMALL_BATCH	g-defend	G・defend	1	standard	ラキッシュ・コミックス	冬水社	2015-02	month	4	76	0.05	1	25-28	2.1	observed	6.4	20	2007		1	4/4	41	3	0	8	0	28	4	0	4.62	0.7		0	0	0	0		ISBN連番(弱い証拠=採番ブロック予約でも連番になる)
LOW	SMALL_BATCH	g-defend	G・defend	1	standard	ラキッシュ・コミックス	冬水社	2015-06	month	4	76	0.05	1	33-36	2.1	observed	6.4	20	2007		1	4/4	41	4	0	9	0	28	4	0	4.27	0.7		0	0	0	0		ISBN連番(弱い証拠=採番ブロック予約でも連番になる)
LOW	SMALL_BATCH	judo-no-rekishi	柔道の歴史	0	standard		本の友社	1988-10	month	4	6	0.67	4	3-6	2.0	observed	6.0	2	1987	1988	1	4/4	0	0	0	0	0	0	4	0				0	0	0	0		ISBN連番(弱い証拠=採番ブロック予約でも連番になる)
LOW	SMALL_BATCH	tamahime-uruteima	魂☆姫ULTIMA	0	standard	ファミ通クリアコミックス	角川グループパブリッシング	2012-10	month	4	5	0.8	4	1-4	2.0	observed	6.0	2	2012	2013	1	4/4	18	8	0	1	1	49	4	0	1.84	1.6	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2012年10月 2:2012年10月 3:2012年10月 4:2012年10月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
LOW	SMALL_BATCH	tiger-mask	タイガー・マスク	0	standard	講談社コミックス		1971	year	4	14	0.29	2	10-14(飛)	1.8	observed	5.5	3	1969	1971	1		0	0	0	0	0	0	0	0				0	0	0	0		
LOW	SMALL_BATCH	ramen-daisuki-koizumi-san	ラーメン大好き小泉さん	0	standard	SHŌNEN CHAMPION COMICS	秋田書店	2024-10-27	day	4	15	0.27	4	1-4	1.4	observed	4.1	3	2024		1	4/4	74	1	0	18	0	208	4	0	0.96	3.1	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2024年10月08日 2:2024年10月08日 3:2024年10月08日 4:2024年10月08日	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
LOW	SMALL_BATCH	ramen-daisuki-koizumi-san	ラーメン大好き小泉さん	0	standard	SHŌNEN CHAMPION COMICS	秋田書店	2024-11-27	day	4	15	0.27	4	5-8	1.4	observed	4.1	3	2024		1	4/454	419	12	191	86	0	209	454	1			1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	5:2024年11月08日 6:2024年11月08日 7:2024年11月08日 8:2024年11月08日	楽天も実質同日
LOW	SMALL_BATCH	ramen-daisuki-koizumi-san	ラーメン大好き小泉さん	0	standard	SHŌNEN CHAMPION COMICS	秋田書店	2024-12-27	day	4	15	0.27	4	9-12	1.4	observed	4.1	3	2024		1	4/4	32	4	0	10	0	11	4	0	8.09	0.4	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	9:2024年12月06日 10:2024年12月06日 11:2024年12月06日 12:2024年12月06日	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
LOW	PUBLISHER_BATCH	ningen-kousaten	人間交差点	1	bunkobon	小学館文庫	小学館	1994-12	month	4	19	0.21	2	1-5(飛)	1.3	observed	4.0	11	1981	1991	3	4/5	48	3	0	7	4	63	5	0	0.74	5.4	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	-1	1	1:1994年11月17日頃 2:1994年11月17日頃 3:1994年11月17日頃 5:1994年11月17日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品7件中4件が全巻同日=レーベル体質
LOW	SMALL_BATCH	swan	SWAN	3	kanzenban	SWAN特装シリーズ	平凡社	2024-05	month	4	7	0.57	1	4-14(飛)	1.2	observed	3.5	6	1976	1981	1	4/27	19	0	0	3	0	135	27	0	0.67	38.6		0	0	0	0		再版種別
LOW	SMALL_BATCH	ore-wa-teppei	おれは鉄兵	1	bunkobon	ちばてつや漫画文庫	不明	1980-07	month	4	31	0.13	2	24-27	1.1	observed	3.2	7	1974	1980	1		0	0	0	0	0	0	0	0				0	0	0	0		再版種別
LOW	SMALL_BATCH	ore-wa-teppei	おれは鉄兵	1	bunkobon	ちばてつや漫画文庫	不明	1980-08	month	4	31	0.13	2	28-31	1.1	observed	3.2	7	1974	1980	1		0	0	0	0	0	0	0	0				0	0	0	0		再版種別
LOW	SMALL_BATCH	nijitte-monogatari	弐十手物語	4	bunkobon	道草文庫	小池書院	1996-07	month	4	20	0.2	2	17-20	1.0	observed	3.0	25	1981	2005	1	4/6	91	4	2	12	4	34	6	0	3.77	1.3	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	17:1996年07月 18:1996年07月 19:1996年07月 20:1996年07月	再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	shinpen-kaze-no-rondo	新編 風の輪舞	0	deluxe	YOU COMICS DELUXE	集英社	1995-04-21	day	4	5	0.8	4	1-4	1.0	observed	3.0	1	1995	1995	1	4/4	99	0	0	13	1	49	4	0	2.49	1.2	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1995年04月21日頃 2:1995年04月21日頃 3:1995年04月21日頃 4:1995年04月21日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	ultra-seven-1978	ウルトラセブン	0	standard	サンコミックス	朝日ソノラマ	1978-07	month	4	6	0.67	4	1-4	1.0	observed	3.0	1	1978	1978	2		0	0	0	0	0	0	0	0				0	0	0	0		
LOW	SMALL_BATCH	ultra-seven	ウルトラセブン	0	standard	サンコミックス	朝日ソノラマ	1978-07	month	4	6	0.67	4	1-4	1.0	observed	3.0	1	1978	1978	2		0	0	0	0	0	0	0	0				0	0	0	0		
LOW	PUBLISHER_BATCH	crying-freeman	クライングフリーマン	1	bunkobon	道草文庫	スタジオ・シップ	1995-05	month	4	7	0.57	4	1-4	0.8	observed	2.5	2	1987	1988	1	4/4	65	6	0	9	5	88	4	0	8.75	0.3	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	-6	1	1:1994年11月 2:1994年11月 3:1994年11月 4:1994年11月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品9件中5件が全巻同日=レーベル体質
LOW	SMALL_BATCH	choujin-locke	超人ロック	3	bunkobon	ビブロスコミック文庫	青磁ビブロス	1996-04-01	day	4	27	0.15	3	1-4	0.7	observed	2.0	10	1980	1989	1	4/4	30	1	0	3	1	14	4	0	7.71	0.4	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1996年04月 2:1996年04月 3:1996年04月 4:1996年04月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	kaze-to-ki-no-uta	風と木の詩	5	bunkobon	白泉社文庫	白泉社	1995-03	month	4	10	0.4	3	1-4	0.7	observed	2.0	8	1977	1984	1	4/4	114	6	0	21	8	123	4	0	0.58	5.2	2種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	2	0	0	1	1:1995年03月 2:1995年03月17日頃 3:1995年03月17日頃 4:1995年03月17日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	sabu-to-ichi-torimonohikae	佐武と市捕物控	2	shinsoban	1981年版	不明	1981-01	month	4	15	0.27	1	3-6	0.6	observed	1.7	21	1968	1988	1		0	0	0	0	0	0	0	0				0	0	0	0		再版種別
LOW	SMALL_BATCH	harenchi-gakuen	ハレンチ学園	5	bunkobon	集英社漫画文庫	集英社	1976-11	month	4	12	0.33	1	1-4	0.5	observed	1.6	6	1969	1974	2		0	0	0	0	0	0	0	0				0	0	0	0		再版種別
LOW	SMALL_BATCH	captain	キャプテン	3	shinsoban	ホームコミックス	ホーム社	2010-04	month	4	18	0.22	2	13-16	0.5	observed	1.4	7	1974	1980	1	4/7	68	1	1	22	4	250	7	0	0.5	12.0	2種/4件/散1ヶ月 (楽天も実質同日=一挙刊行の可能性)	2	1	0	1	13:2010年03月 14:2010年03月 15:2010年04月 16:2010年04月	再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	cyborg-009	サイボーグ009	1	shinsoban	MFコミックス版(2001-02)	メディアファクトリー	2001-12-24	day	4	36	0.11	2	7-10	0.5	observed	1.4	15	1966	1980	1	4/4	34	5	0	11	0	17	4	0	7.06	0.4	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	7:2001年12月24日 8:2001年12月24日 9:2001年12月24日 10:2001年12月24日	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	PUBLISHER_BATCH	manga-nippon-no-rekishi	マンガ日本の歴史	1	bunkobon	中公文庫	中央公論社	1997-03	month	4	55	0.07	2	1-4	0.5	observed	1.4	5	1989	1993	1	4/4	28	4	0	7	4	6	4	0	19.33	0.2		0	0	0	0		ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 学習/全集/BOX語 / 再版種別 / 近傍の複数巻作品7件中4件が全巻同日=レーベル体質
LOW	SMALL_BATCH	kozure-ookami	子連れ狼	8	bunkobon	道草文庫	小池書院	1995-08	month	4	28	0.14	2	11-14	0.4	observed	1.3	6	1971	1976	1	4/7	89	0	0	14	5	21	7	0	5.8	1.0	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	11:1995年08月 12:1995年08月 13:1995年08月 14:1995年08月	再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	zoku-sengoku-jieitai	続戦国自衛隊	1	bunkobon	セブン文庫	世界文化社	2008-05	month	4	10	0.4	3	4-7	0.4	observed	1.3	7	2000	2006	1	4/4	4	0	0	0	0	6	4	0	3.33	0.9	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	4:2008年05月 5:2008年05月 6:2008年05月 7:2008年05月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	kamuiden-zenshuu	カムイ伝全集 外伝	0	standard	ビッグコミックススペシャル	小学館	2007-04	month	4	11	0.36	2	8-11	0.4	observed	1.2	2	2006	2007	1	4/4	84	0	2	5	1	142	4	0	0.46	6.6	2種/4件/散1ヶ月 (楽天も実質同日=一挙刊行の可能性)	2	1	-1	1	8:2007年02月28日 9:2007年02月28日 10:2007年03月30日 11:2007年03月30日	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 学習/全集/BOX語 / 楽天も実質同日
LOW	SMALL_BATCH	tensai-bakabon	天才バカボン	7	bunkobon	講談社漫画文庫	講談社	1977-09	month	4	16	0.25	2	1-4	0.4	observed	1.2	8	1969	1976	1		0	0	0	0	0	0	0	0				0	0	0	0		再版種別
LOW	SMALL_BATCH	hana-no-deka	花の慶次	2	deluxe	Bunch comics deluxe	新潮社	2008-11	month	4	12	0.33	2	1-4	0.4	observed	1.1	20	1990	2009	1	4/4	103	6	0	24	2	18	4	0	6.71	0.4	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2008年11月 2:2008年11月 3:2008年11月 4:2008年11月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	PUBLISHER_BATCH	itoshi-no-ellie	いとしのエリー	1	bunkobon	スコラ漫画文庫シリーズ	スコラ	1994-12	month	4	12	0.33	4	1-4	0.4	observed	1.1	5	1984	1988	1	4/4	44	1	0	5	3	10	4	0	10.8	0.3	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1994年12月 2:1994年12月 3:1994年12月 4:1994年12月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品5件中3件が全巻同日=レーベル体質
LOW	PUBLISHER_BATCH	itoshi-no-ellie	いとしのエリー	1	bunkobon	スコラ漫画文庫シリーズ	スコラ	1995-02	month	4	12	0.33	4	5-8	0.4	observed	1.1	5	1984	1988	1	4/4	35	0	0	4	2	10	4	0	11.4	0.3	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	5:1995年02月 6:1995年02月 7:1995年02月 8:1995年02月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品4件中2件が全巻同日=レーベル体質
LOW	SMALL_BATCH	hotman	ホットマン	1	bunkobon	集英社文庫	集英社	2004-09	month	4	10	0.4	2	1-4	0.3	observed	1.0	4	1997	2000	1	4/4	99	6	0	14	1	17	4	0	5.75	0.5	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:2004年09月 2:2004年09月 3:2004年09月 4:2004年09月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	manga-shougakusei-no-jiyuu-kenkyuu	まんが小学生の自由研究	0	standard		大日本図書	2000-03-01	day	4	7	0.57	4	4-7	0.3	observed	1.0	1	2000	2000	1	4/4	0	0	0	0	0	0	4	0				0	0	0	0		ISBN連番(弱い証拠=採番ブロック予約でも連番になる)
LOW	SMALL_BATCH	mitsumegatooru	三つ目がとおる	3	shinsoban	GAMANGA BOOKS	三栄書房	2012-06	month	4	10	0.4	2	3-6	0.3	observed	1.0	3	1975	1977	1	4/4	61	1	0	7	1	351	4	0	3.0	1.0	2種/4件/散1ヶ月 (楽天も実質同日=一挙刊行の可能性)	2	1	0	1	3:2012年05月25日頃 4:2012年05月25日頃 5:2012年06月25日頃 6:2012年06月25日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	suikoden-2006	水滸伝	0	standard	漫画中国四大奇書シリーズ	ソフトバンククリエイティブ	2006-06	month	4	10	0.4	3	7-10	0.3	observed	1.0	1	2006	2006	1	4/4	0	0	0	0	0	0	4	0			1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	7:2006年06月 8:2006年06月 9:2006年06月 10:2006年06月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 楽天も実質同日
LOW	PUBLISHER_BATCH	yami-no-purple-ai	闇のパープル・アイ	1	bunkobon	小学館文庫	小学館	1995-03	month	4	7	0.57	4	1-4	0.3	observed	1.0	4	1984	1987	2	4/4	82	2	0	17	9	221	4	0	0.03	101.0	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	-1	1	1:1995年02月17日頃 2:1995年02月17日頃 3:1995年02月17日頃 4:1995年02月17日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品17件中9件が全巻同日=レーベル体質
LOW	SMALL_BATCH	kachou-shima-kousaku	課長島耕作	2	deluxe	KCデラックス	講談社	1998-12	month	4	8	0.5	2	1-4	0.3	observed	0.9	8	1985	1992	1	4/4	82	1	0	13	5	104	4	0	0.92	3.2	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1998年12月 2:1998年12月 3:1998年12月 4:1998年12月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	samurai-giants	侍ジャイアンツ	3	shinsoban	梶原一騎原作漫画傑作選	道出版	2002-04	month	4	8	0.5	3	5-8	0.3	observed	0.9	4	1972	1975	1	4/5	36	3	1	10	2	68	5	0	1.4	2.9	2種/4件/散1ヶ月 (楽天も実質同日=一挙刊行の可能性)	2	1	0	1	5:2002年03月 6:2002年03月 7:2002年04月 8:2002年04月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 学習/全集/BOX語 / 再版種別 / 楽天も実質同日
LOW	PUBLISHER_BATCH	buddha	ブッダ	1	bunkobon	潮ビジュアル文庫	潮出版社	1992-12-25	day	4	12	0.33	4	1-4	0.3	observed	0.8	20	1974	1993	1	4/4	10	0	0	4	2	46	4	0	1.76	1.7	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1992年12月 2:1992年12月 3:1992年12月 4:1992年12月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品4件中2件が全巻同日=レーベル体質
LOW	PUBLISHER_BATCH	buddha	ブッダ	1	bunkobon	潮ビジュアル文庫	潮出版社	1993-02-10	day	4	12	0.33	4	5-8	0.3	observed	0.8	20	1974	1993	1	4/4	10	1	0	4	2	46	4	0	1.76	1.7	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	5:1993年02月 6:1993年02月 7:1993年02月 8:1993年02月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品4件中2件が全巻同日=レーベル体質
LOW	PUBLISHER_BATCH	buddha	ブッダ	1	bunkobon	潮ビジュアル文庫	潮出版社	1993-03-10	day	4	12	0.33	4	9-12	0.3	observed	0.8	20	1974	1993	1	4/4	10	0	0	4	2	46	4	0	1.76	1.7	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	9:1993年03月 10:1993年03月 11:1993年03月 12:1993年03月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品4件中2件が全巻同日=レーベル体質
LOW	SMALL_BATCH	kyojin-no-hoshi	巨人の星	3	bunkobon	講談社漫画文庫	講談社	1976-08	month	4	19	0.21	3	6-9	0.3	observed	0.8	4	1968	1971	1		0	0	0	0	0	0	0	0				0	0	0	0		再版種別
LOW	SMALL_BATCH	kyojin-no-hoshi	巨人の星	3	bunkobon	講談社漫画文庫	講談社	1976-10	month	4	19	0.21	3	13-16	0.3	observed	0.8	4	1968	1971	1		0	0	0	0	0	0	0	0				0	0	0	0		再版種別
LOW	PUBLISHER_BATCH	shinrupansansei	新ルパン三世	2	bunkobon	中公文庫コミック版	中央公論社	1995-05	month	4	13	0.31	3	10-13	0.2	observed	0.8	5	1978	1982	1	4/4	28	3	0	8	6	4	4	0	26.5	0.1	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	10:1995年05月 11:1995年05月 12:1995年05月 13:1995年05月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日 / 近傍の複数巻作品8件中6件が全巻同日=レーベル体質
LOW	SMALL_BATCH	yakyuukyou-no-uta	野球狂の詩	2	bunkobon	講談社漫画文庫	講談社	1995-07	month	4	13	0.31	3	1-4	0.2	observed	0.8	5	1973	1977	2	4/4	111	13	0	18	4	8	4	0	13.38	0.2	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1995年07月 2:1995年07月 3:1995年07月 4:1995年07月	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	zoku-tetsujin-28gou	続・鉄人28号	0	bunkobon	光文社文庫comic series	光文社	1997-09-10	day	4	13	0.31	3	1-4	0.2	observed	0.8	1	1997	1997	1	4/4	22	0	0	2	0	30	4	0	1.53	2.0	1種/4件/散0ヶ月 (楽天も実質同日=一挙刊行の可能性)	1	0	0	1	1:1997年09月10日頃 2:1997年09月10日頃 3:1997年09月10日頃 4:1997年09月10日頃	ISBN連番(弱い証拠=採番ブロック予約でも連番になる) / 再版種別 / 楽天も実質同日
LOW	SMALL_BATCH	boukenshatachi-no-sekaishi	冒険者たちの世界史	0	standard		タイムライフブックス	1983-06	month	4	23	0.17	4	1-14(飛)	0.2	observed	0.7	1	1983	1983	1	4/14	6	0	0	0	0	24	14	0	0.83	15.6		0	0	0	0		
LOW	SMALL_BATCH	boukenshatachi-no-sekaishi	冒険者たちの世界史	0	standard		タイムライフブックス	1983-07	month	4	23	0.17	4	2-15(飛)	0.2	observed	0.7	1	1983	1983	1	4/14	6	0	0	0	0	24	14	0	0.83	15.6		0	0	0	0		
LOW	SMALL_BATCH	boukenshatachi-no-sekaishi	冒険者たちの世界史	0	standard		タイムライフブックス	1983-08	month	4	23	0.17	4	3-16(飛)	0.2	observed	0.7	1	1983	1983	1	4/14	6	1	0	0	0	24	14	0	0.83	15.6		0	0	0	0		
LOW	SMALL_BATCH	boukenshatachi-no-sekaishi	冒険者たちの世界史	0	standard		タイムライフブックス	1983-09	month	4	23	0.17	4	7-21(飛)	0.2	observed	0.7	1	1983	1983	1	4/15	6	0	0	0	0	24	15	0	0.83	16.8		0	0	0	0		
