key	base	role	new_slug	title	vols	year	surname	sur_src	flag
qid:Q8979577|name:守ってあげたい!	mamotteagetai	main	mamotteagetai	守ってあげたい!	4	1994		none	
qid:Q11531267|name:守ってあげたい	mamotteagetai	sub	mamotteagetai-1987	守ってあげたい	1	1987		none	
qid:Q324980|name:守ってあげたい	mamotteagetai	sub	mamotteagetai-1998	守ってあげたい	1	1998		none	
qid:Q11632868|name:手紙	tegami	main	tegami	手紙	1	2009	tanikawa	anilist	
qid:Q1153362|name:手紙	tegami	sub	tegami-2014	手紙	1	2014		none	
qid:Q11533720|name:スイートリベンジ	sweet-revenge	main	sweet-revenge	スイートリベンジ	3	2019		none	
qid:Q11671974|name:スイート・リベンジ	sweet-revenge	sub	sweet-revenge-takase-2002	スイート・リベンジ	1	2002	takase	anilist	
qid:Q11533982|name:バッテリー	battery	main	battery	バッテリー	17	2005		pykakasi	
qid:Q1721423|name:バッテリー	battery	sub	battery-kawaguchi-2001	バッテリー	8	2001	kawaguchi	anilist	
qid:Q11661265|name:ダイヤモンド	diamond	main	diamond	ダイヤモンド	7	1998		none	
qid:Q11534268|name:DIAMOND	diamond	sub	diamond-1996	DIAMOND	2	1996		none	
qid:Q11535004|name:GREEN BLOOD	green-blood	main	green-blood	GREEN BLOOD	5	2011		pykakasi	
qid:Q9036516|name:グリーン・ブラッド	green-blood	sub	green-blood-shibata-1984	グリーン・ブラッド	3	1984	shibata	anilist	
qid:Q11535017|name:ふたり暮らし	futarigurashi	main	futarigurashi	ふたり暮らし	13	1993		none	
qid:Q64996143|name:ふたり暮らし	futarigurashi	sub	futarigurashi-2012	ふたり暮らし	1	2012		none	
qid:Q2178375|name:王子様☆ゲーム	ouji-sama-game	main	ouji-sama-game	王子様☆ゲーム	1	2004	takagi	anilist	
qid:Q11537216|name:王子様ゲーム	ouji-sama-game	sub	ouji-sama-game-kirishima-2012	王子様ゲーム	1	2012	kirishima	anilist	
qid:Q7500116|name:SS	ss	main	ss	SS	7	2000		pykakasi	
qid:Q11539225|name:SS	ss	sub	ss-1987	SS	1	1987		none	
qid:Q11539578|name:Kanon	kanon	main	kanon	Kanon	2	2000		pykakasi	
qid:Q11660784|name:Kanon	kanon	sub	kanon-shimotsuki-2007	Kanon	2	2007	shimotsuki	anilist	
qid:Q268789|name:カノン	kanon	sub	kanon-takemiya-1986	カノン	1	1986	takemiya	anilist	
qid:Q6164134|name:カノン	kanon	sub	kanon-usami-2003	カノン	1	2003	usami	anilist	
qid:Q3194504|name:信長	nobunaga	main	nobunaga	信長	6	2004	kudo	anilist	
qid:Q471133|name:信長	nobunaga	sub	nobunaga-2003	信長	5	2003		none	
qid:Q11539587|name:信長	nobunaga	sub	nobunaga-morikawa-2006	信長	1	2006	morikawa	anilist	
qid:Q11539826|name:アスタリスク	asterisk	main	asterisk	アスタリスク	13	2006	morimoto	anilist	
qid:Q2880551|name:アスターリスク	asterisk	sub	asterisk-akaishi-1992	アスターリスク	3	1992	akaishi	anilist	
qid:Q3335262|name:ビューティフル・ワールド	beautiful-world	main	beautiful-world	ビューティフル・ワールド	1	2000	yamada	anilist	
qid:Q11539842|name:ビューティフル・ワールド	beautiful-world	sub	beautiful-world-2003	ビューティフル・ワールド	1	2003		none	
qid:Q11539904|name:ファースト・コンタクト	first-contact	main	first-contact	ファースト・コンタクト	1	1994		none	
qid:Q136004682|name:ファーストコンタクト	first-contact	sub	first-contact-2025	ファーストコンタクト	1	2025		none	
qid:Q8978193|name:1/2	nibunnoichi	main	nibunnoichi	1/2	3	2006	kiki	anilist	
qid:Q304953|name:1/2	nibunnoichi	sub	nibunnoichi-1998	1/2	1	1998		none	
qid:Q11540020|name:1/2	nibunnoichi	sub	nibunnoichi-morita-2012	1/2	1	2012	morita	anilist	
qid:Q11540269|name:Blue Moon	blue-moon	main	blue-moon	Blue Moon	5	1986		none	
qid:Q11604246|name:ブルー・ムーン	blue-moon	sub	blue-moon-1991	ブルー・ムーン	1	1991		none	
qid:Q41698730|name:ブルームーン	blue-moon	sub	blue-moon-2	ブルームーン	1			none	DEFER_YEAR_MISSING
qid:Q471133|name:死神	shinigami	main	shinigami	死神	1	2011		none	
qid:Q11540269|name:死神	shinigami	sub	shinigami-yamashita-2025	死神	1	2025	yamashita	anilist	
qid:Q11540317|name:e'	e	main	e	e'	1	2002		none	
qid:Q22125400|name:E	e	sub	e-2012	E	1	2012		none	
qid:Q7697986|name:先生の事情	sensei-no-jijou	main	sensei-no-jijou	先生の事情	2	2005	matsumoto	anilist	
qid:Q11551778|name:センセイのジジョウ	sensei-no-jijou	sub	sensei-no-jijou-1994	センセイのジジョウ	1	1994		none	
qid:Q11541279|name:センセイのジジョウ	sensei-no-jijou	sub	sensei-no-jijou-2017	センセイのジジョウ	1	2017		none	
qid:Q11541939|name:Believe	believe	main	believe	Believe	12	2004	makimura	anilist	
qid:Q11583263|name:Believe	believe	sub	believe-1991	Believe	3	1991		none	
qid:Q8017002|name:花の名前	hana-no-namae	main	hana-no-namae	花の名前	4	2005	saito	anilist	
qid:Q1319777|name:花の名前	hana-no-namae	sub	hana-no-namae-1999	花の名前	2	1999		none	
qid:Q11541939|name:華のなまえ	hana-no-namae	sub	hana-no-namae-makimura-2001	華のなまえ	1	2001	makimura	anilist	
qid:Q446051|name:ジーザス・クライスト!	jesus-christ	main	jesus-christ	ジーザス・クライスト!	2	1991	ueda	anilist	
qid:Q11542157|name:イエス・キリスト	jesus-christ	sub	jesus-christ-1986	イエス・キリスト	1	1986		none	
qid:Q11542475|name:太平記	taiheiki	main	taiheiki	太平記	6	1990		none	
qid:Q2661273|name:太平記	taiheiki	sub	taiheiki-1995	太平記	6	1995		none	
qid:Q618978|name:アイドルで行こう!	idol-de-ikou	main	idol-de-ikou	アイドルで行こう!	1	1995		none	
qid:Q11543616|name:アイドルでいこう!!	idol-de-ikou	sub	idol-de-ikou-kimoto-1999	アイドルでいこう!!	1	1999	kimoto	anilist	
qid:Q6381576|name:どうせもう逃げられない	douse-mou-nigerarenai	main	douse-mou-nigerarenai	どうせもう逃げられない	10	2012	kazui	anilist	
qid:Q11548393|name:どうせもう逃げられない	douse-mou-nigerarenai	sub	douse-mou-nigerarenai-2016	どうせもう逃げられない	1	2016		none	
qid:Q9014973|name:月光	gekkou	main	gekkou	月光	7	1994	nasu	anilist	
qid:Q11549573|name:月紅	gekkou	sub	gekkou-himuro-2002	月紅	7	2002	himuro	anilist	
qid:Q11548799|name:月虹	gekkou	sub	gekkou-mizuki-1982	月虹	5	1982	mizuki	anilist	
qid:Q11550941|name:恋ひうた	koiuta	main	koiuta	恋ひうた	3	2008	ebira	anilist	
qid:Q16264777|name:恋唄	koiuta	sub	koiuta-2011	恋唄	1	2011		pykakasi	
qid:Q11551231|name:ノルマンディー上陸作戦	normandy-jouriku-sakusen	main	normandy-jouriku-sakusen	ノルマンディー上陸作戦	1	1990		none	
qid:Q6918002|name:ノルマンディー上陸作戦	normandy-jouriku-sakusen	sub	normandy-jouriku-sakusen-1995	ノルマンディー上陸作戦	1	1995		none	
qid:Q453372|name:黒鉄	kurogane	main	kurogane	黒鉄	8	1996	tome	anilist	
qid:Q11551639|name:クロガネ	kurogane	sub	kurogane-ikezawa-2011	クロガネ	8	2011	ikezawa	anilist	
qid:Q3776937|name:手っちゃん	tetsu-chan	main	tetsu-chan	手っちゃん	7	1976		none	
qid:Q11551946|name:てっちゃん	tetsu-chan	sub	tetsu-chan-1996	てっちゃん	1	1996		none	
qid:Q70263293|name:響	hibiki	main	hibiki	響	9	2015	yanamoto	anilist	
qid:Q11551946|name:響	hibiki	sub	hibiki-2006	響	1	2006		none	
qid:Q841020|name:ママ	mama	main	mama	ママ	15	1988	hosono	anilist	
qid:Q17129084|name:MAMA	mama	sub	mama-urino-2013	MAMA	5	2013	urino	anilist	
qid:Q11552274|name:MAMA	mama	sub	mama-1998	MAMA	2	1998		none	
qid:Q3136401|name:眠兎	mint	main	mint	眠兎	2	1992		none	
qid:Q11552274|name:MINT	mint	sub	mint-1997	MINT	1	1997		none	
qid:Q5398742|name:華の宴	hana-no-utage	main	hana-no-utage	華の宴	1	1994		none	
qid:Q11553925|name:華の宴	hana-no-utage	sub	hana-no-utage-takada-1997	華の宴	1	1997	takada	anilist	
qid:Q11554430|name:Lion	lion	main	lion	Lion	10	1993		none	
qid:Q1721423|name:ライオン	lion	sub	lion-1986	ライオン	7	1986		none	
qid:Q987957|name:リオン	lion	sub	lion-wada-2002	リオン	5	2002	wada	anilist	
qid:Q11556005|name:HIGH SCORE	high-score	main	high-score	HIGH SCORE	24	1999	tsuyama	anilist	
qid:Q16263860|name:ハイスコア	high-score	sub	high-score-aruko-2002	ハイスコア	2	2002	aruko	anilist	
qid:Q11556468|name:ばらの騎士	bara-no-kishi	main	bara-no-kishi	ばらの騎士	2	1992		none	
qid:Q11583140|name:ばらの騎士	bara-no-kishi	sub	bara-no-kishi-2010	ばらの騎士	1	2010		none	
qid:Q9320153|name:奏～かなで～	kanade	main	kanade	奏	2	2011	segami	anilist	
qid:Q11557278|name:奏|sub:青春バンド百合アンソロジー	kanade	sub	kanade-2019	奏	1	2019		none	
qid:Q11654937|name:覚醒	kakusei	main	kakusei	覚醒	1	1992		none	
qid:Q11559342|name:覚醒	kakusei	sub	kakusei-2009	覚醒	1	2009		pykakasi	
qid:Q1319777|name:同窓生	dousousei	main	dousousei	同窓生	5	2011		none	
qid:Q11560219|name:同窓生	dousousei	sub	dousousei-2008	同窓生	1	2008		none	
qid:Q11560265|name:くるみ	kurumi	main	kurumi	くるみ	17	2005		none	
qid:Q55533705|name:胡桃	kurumi	sub	kurumi-1990	胡桃	1	1990		none	
qid:Q9321501|name:華迷宮	hana-meikyuu	main	hana-meikyuu	華迷宮	1	1992		none	
qid:Q11560265|name:花迷宮	hana-meikyuu	sub	hana-meikyuu-2002	花迷宮	1	2002		none	
qid:Q41698730|name:夢魔	muma	main	muma	夢魔	2	1994		none	
qid:Q11560265|name:夢魔	muma	sub	muma-1987	夢魔	1	1987		none	
qid:Q11560718|name:う・た・ひ・め	utahime	main	utahime	う・た・ひ・め	7	1993	shimizu	anilist	
qid:Q9321741|name:歌姫	utahime	sub	utahime-aki-2006	歌姫	1	2006	aki	anilist	
qid:Q8060717|name:うたヒメ!	utahime	sub	utahime-2010	うたヒメ!	1	2010		none	
qid:Q11561998|name:不動	fudou	main	fudou	不動	9	2004		none	
qid:Q11632959|name:不動	fudou	sub	fudou-1992	不動	2	1992		none	
qid:Q11562404|name:モンタージュ	montage	main	montage	モンタージュ	19	2010	watanabe	anilist	
qid:Q11619707|name:モンタージュ	montage	sub	montage-kikuchi-1998	モンタージュ	2	1998	kikuchi	anilist	
qid:Q11565237|name:撃墜王	gekitsuiou	main	gekitsuiou	撃墜王	4	1995	takizawa	anilist	
qid:Q11605805|name:撃墜王	gekitsuiou	sub	gekitsuiou-2000	撃墜王	1	2000		none	
qid:Q8919169|name:HAL	hal	main	hal	HAL	3	2000		none	
qid:Q11570516|name:Hal	hal	sub	hal-makino-2010	Hal	1	2010	makino	anilist	
qid:Q22127368|name:ハル	hal	sub	hal-ayase-2017	ハル	1	2017	ayase	anilist	
qid:Q11571900|name:汀	migiwa	main	migiwa	汀	1	2009		none	
qid:Q11672244|name:みぎわ	migiwa	sub	migiwa-2013	みぎわ	1	2013		none	
qid:Q11572248|name:TASK	task	main	task	TASK	4	2014		none	
qid:Q11599805|name:タスク	task	sub	task-1987	タスク	3	1987		none	
qid:Q11573419|name:ハングリー!	hungry	main	hungry	ハングリー!	1	2008		none	
qid:Q22128959|name:ハングリー!	hungry	sub	hungry-2012	ハングリー!	1	2012		none	
qid:Q11575168|name:ふたりのダービー	futari-no-derby	main	futari-no-derby	ふたりのダービー	3	1984		none	
qid:Q118727268|name:ふたりのダービー	futari-no-derby	sub	futari-no-derby-sasaki-2017	ふたりのダービー	1	2017	sasaki	anilist	
qid:Q11609380|name:リリス	majo	main	majo	リリス	2	1993		none	
qid:Q1157669|name:魔女	majo	sub	majo-igarashi-2004	魔女	2	2004	igarashi	anilist	
qid:Q2339941|name:餓鬼	gaki	main	gaki	餓鬼	8	1974	chiba	anilist	
qid:Q11578417|name:ガキ	gaki	sub	gaki-2000	ガキ	1	2000		none	
qid:Q533664|name:プラスチックガール	plastic-girl	main	plastic-girl	プラスチックガール	2	2000	furuya	anilist	
qid:Q11580131|name:プラスチック・ガール	plastic-girl	sub	plastic-girl-shiraishi-2009	プラスチック・ガール	1	2009	shiraishi	anilist	
qid:Q11581440|name:タッチアップ	touch-up	main	touch-up	タッチアップ	7	2009		none	
qid:Q11632960|name:Touch up!	touch-up	sub	touch-up-2005	Touch up!	1	2005		none	
qid:Q841880|name:スキスキ大すき	sukisuki-daisuki	main	sukisuki-daisuki	スキスキ大すき	1	2003	yamashita	anilist	
qid:Q11581584|name:好き好き大好き	sukisuki-daisuki	sub	sukisuki-daisuki-2	好き好き大好き	1			none	DEFER_YEAR_MISSING
qid:Q11583140|name:エンジェルウォーズ	angel-wars	main	angel-wars	エンジェルウォーズ	14	1990		none	
qid:Q446051|name:エンジェル★ウォーズ	angel-wars	sub	angel-wars-ueda-1995	エンジェル★ウォーズ	4	1995	ueda	anilist	
qid:Q8017002|name:with!!	with	main	with	with!!	4	2006	saito	anilist	
qid:Q11583263|name:ウィズ	with	sub	with-2000	ウィズ	2	2000		none	
qid:Q20742020|name:恋語り	koigatari	main	koigatari	恋語り	2	1985		none	
qid:Q11583263|name:恋語	koigatari	sub	koigatari-2013	恋語	1	2013		none	
qid:Q16264317|name:コミックチューリップ	comic-chuurippu	main	comic-chuurippu	コミックチューリップ	1	1986		none	
qid:Q11583694|name:コミックチューリップ	comic-chuurippu	sub	comic-chuurippu-1988	コミックチューリップ	1	1988		none	
qid:Q11583882|name:Go West!	go-west	main	go-west	Go West!	3	2004	yagami	anilist	
qid:Q9039277|name:Go!west	go-west	sub	go-west-2004	Go! west	2	2004		none	
qid:Q11583906|name:気分はもう戦争	kibun-wa-mou-sensou	main	kibun-wa-mou-sensou	気分はもう戦争	2	1982	otomo	anilist	
qid:Q6359803|name:気分はもう戦争	kibun-wa-mou-sensou	sub	kibun-wa-mou-sensou-2002	気分はもう戦争	1	2002		pykakasi	
qid:Q304953|name:マチビト	machibito	main	machibito	マチビト	1	2002		none	
qid:Q11585216|name:マチビト	machibito	sub	machibito-2017	マチビト	1	2017		none	
qid:Q11587665|name:オトメのオモチャ|sub:He came for learning "LOVE"	otome-no-omocha	main	otome-no-omocha	オトメのオモチャ	3	2020	shoto	anilist	
qid:Q11677649|name:乙女のオモチャ	otome-no-omocha	sub	otome-no-omocha-asami-2009	乙女のオモチャ	1	2009	asami	anilist	
qid:Q9359938|name:願いましては	negaimashitewa	main	negaimashitewa	願いましては	1	2011		none	
qid:Q11587738|name:ねがいましては	negaimashitewa	sub	negaimashitewa-2017	ねがいましては	1	2017		none	
qid:Q11587761|name:狼なんかこわくない!	ookami-nanka-kowakunai	main	ookami-nanka-kowakunai	狼なんかこわくない!	6	1998		none	
qid:Q461138|name:オオカミなんかコワくないっ!?	ookami-nanka-kowakunai	sub	ookami-nanka-kowakunai-ikeyamada-2003	オオカミなんかコワくないっ!?	2	2003	ikeyamada	anilist	
qid:Q7720778|name:17	17-nana	main	17-nana	17	5	2008	sakurai	anilist	
qid:Q967455|name:17	17-nana	sub	17-nana-1990	17	1	1990		none	
qid:Q11592067|name:17	17-nana	sub	17-nana-2001	17	1	2001		none	
qid:Q11592067|name:ドン・ジョヴァンニ	don-giovanni	main	don-giovanni	ドン・ジョヴァンニ	2	1992	fukuyama	anilist	
qid:Q6858005|name:ドン・ジョヴァンニ	don-giovanni	sub	don-giovanni-2006	ドン・ジョヴァンニ	1	2006		none	
qid:Q3039846|name:アマリリス	amaryllis	main	amaryllis	アマリリス	5	2001	iwadate	anilist	
qid:Q30928129|name:アマリリス	amaryllis	sub	amaryllis-1991	アマリリス	1	1991		none	
qid:Q11593762|name:アマリリス	amaryllis	sub	amaryllis-fukushima-2014	アマリリス	1	2014	fukushima	anilist	
qid:Q11595855|name:おだまり!	odamari	main	odamari	おだまり!	1	1993	akisato	anilist	
qid:Q963210|name:ODAMARI	odamari	sub	odamari-chiba-1999	ODAMARI	1	1999	chiba	anilist	
qid:Q9019844|name:Anniversary	anniversary	main	anniversary	Anniversary	1	2003		none	
qid:Q11596354|name:アニバーサリー	anniversary	sub	anniversary-2012	アニバーサリー	1	2012		none	
qid:Q11611979|name:J.boy	j-boy	main	j-boy	J.boy	6	2002	nojo	anilist	
qid:Q11598322|name:J・BOY	j-boy	sub	j-boy-ryuzaki-1994	J・BOY	1	1994	ryuzaki	anilist	
qid:Q11604246|name:その気にさせないで	sono-ki-ni-sasenaide	main	sono-ki-ni-sasenaide	その気にさせないで	1	1989		none	
qid:Q11623324|name:その気にさせないで	sono-ki-ni-sasenaide	sub	sono-ki-ni-sasenaide-tenzen-2003	その気にさせないで	1	2003	tenzen	anilist	
qid:Q11605805|name:餓狼伝説	garou-densetsu	main	garou-densetsu	餓狼伝説	2	1993	pro	anilist	
qid:Q21019094|name:餓狼伝説	garou-densetsu	sub	garou-densetsu-kumocho-1996	餓狼伝説	1	1996	kumocho	anilist	
qid:Q600384|name:餓狼伝説	garou-densetsu	sub	garou-densetsu-2000	餓狼伝説	1	2000		none	
qid:Q987957|name:ブレイズ	blaze	main	blaze	ブレイズ	3	1999		none	
qid:Q11606185|name:BLAZE	blaze	sub	blaze-sasameyuki-2006	BLAZE	2	2006	sasameyuki	anilist	
qid:Q11609380|name:言霊	kotodama	main	kotodama	言霊	2	1990		none	
qid:Q445827|name:言霊	kotodama	sub	kotodama-yamagishi-2013	言霊	1	2013	yamagishi	anilist	
qid:Q9116663|name:ぜつりん!	zetsurin	main	zetsurin	ぜつりん!	4	2012	tomokichi	anilist	
qid:Q11610262|name:ゼツ倫	zetsurin	sub	zetsurin-hanyunyu-2018	ゼツ倫	3	2018	hanyunyu	anilist	
qid:Q11610262|name:青	ao	main	ao	青	5	2002		none	
qid:Q11622587|name:青|sub:藍本松短編集	ao	sub	ao-2021	青	2	2021		none	
qid:Q11610944|name:正義の味方	seigi-no-mikata	main	seigi-no-mikata	正義の味方	7	2004	hijiri	anilist	
qid:Q134508620|name:正義のミカタ!	seigi-no-mikata	sub	seigi-no-mikata-mitsubachi-2012	正義のミカタ!	1	2012	mitsubachi	anilist	
qid:Q2875041|name:喰人	kuraudo	main	kuraudo	喰人	1	2005		none	
qid:Q11611979|name:鞍生人	kuraudo	sub	kuraudo-2012	鞍生人	1	2012		none	
qid:Q2723165|name:君死ニタマフ事ナカレ	kimi-shinitamou-koto-nakare	main	kimi-shinitamou-koto-nakare	君死ニタマフ事ナカレ	10	2015	moriyama	anilist	
qid:Q11615449|name:君死に給うことなかれ	kimi-shinitamou-koto-nakare	sub	kimi-shinitamou-koto-nakare-1988	君死に給うことなかれ	1	1988		none	
qid:Q20041859|name:Seven	seven	main	seven	Seven	1	1997		none	
qid:Q11615515|name:セ・ブ・ン	seven	sub	seven-2000	セ・ブ・ン	1	2000		pykakasi	
qid:Q11668955|name:Seven	seven	sub	seven-2003	Seven	1	2003		pykakasi	
qid:Q967455|name:5	5	main	5	5	1	1987		pykakasi	
qid:Q553105|name:5	5	sub	5-ogure-1997	5	1	1997	ogure	anilist	
qid:Q11615764|name:5	5	sub	5-2000	5	1	2000		none	
qid:Q11615764|name:わたしと王子様	watashi-to-ouji-sama	main	watashi-to-ouji-sama	わたしと王子様	1	1998		none	
qid:Q6548497|name:私と王子様	watashi-to-ouji-sama	sub	watashi-to-ouji-sama-hoshino-2006	私と王子様	1	2006	hoshino	anilist	
qid:Q11616515|name:ぱちん娘(こ)。	pachinko	main	pachinko	ぱちん娘。	2	2025	wakabayashi	anilist	
qid:Q11625592|name:パチンコ	pachinko	sub	pachinko-2016	パチンコ	1	2016		none	
qid:Q351105|name:呪詛	juso	main	juso	呪詛	2	2014	hanawa	anilist	
qid:Q11619664|name:呪詛	juso	sub	juso-1994	呪詛	1	1994		none	
qid:Q844082|name:おんな教師	onna-kyoushi	main	onna-kyoushi	おんな教師	2	1981	kamimura	anilist	
qid:Q11622664|name:女教師	onna-kyoushi	sub	onna-kyoushi-fujii-2002	女教師	1	2002	fujii	anilist	
qid:Q11623324|name:ラブログ!!	love-log	main	love-log	ラブログ!!	3	2005	fujiwara	anilist	
qid:Q20041218|name:恋愛ログ	love-log	sub	love-log-takemiya-2016	恋愛ログ	1	2016	takemiya	anilist	
qid:Q465645|name:Pink	pink	main	pink	Pink	2	1989	okazaki	anilist	
qid:Q11653302|name:ぴんく	pink	sub	pink-2005	ぴんく	2	2005		none	
qid:Q11668955|name:Pink	pink	sub	pink-takaguchi-2001	Pink	1	2001	takaguchi	anilist	
qid:Q11624100|name:Pink	pink	sub	pink-2008	Pink	1	2008		none	
qid:Q11624305|name:アフタースクール	after-school	main	after-school	アフタースクール	2	1989	fujimura	anilist	
qid:Q17231448|name:After school	after-school	sub	after-school-2003	After school	1	2003		pykakasi	
qid:Q11624649|name:紅雨	kouu	main	kouu	紅雨	1	1995		none	
qid:Q471103|name:項羽	kouu	sub	kouu-1997	項羽	1	1997		none	
qid:Q3573155|name:蝶よ花よ	chou-yo-hana-yo	main	chou-yo-hana-yo	蝶よ花よ	13	2006	miyaki	anilist	
qid:Q65187007|name:腸よ鼻よ	chou-yo-hana-yo	sub	chou-yo-hana-yo-shimabukuro-2019	腸よ鼻よ	10	2019	shimabukuro	anilist	
qid:Q11627705|name:蝶よ花よ	chou-yo-hana-yo	sub	chou-yo-hana-yo-1990	蝶よ花よ	4	1990		none	
qid:Q3109142|name:微熱少女	binetsu-shoujo	main	binetsu-shoujo	微熱少女	15	1999	miyasaka	anilist	
qid:Q11628003|name:美熱少女	binetsu-shoujo	sub	binetsu-shoujo-1991	美熱少女	1	1991		none	
qid:Q11628495|name:ライン	line	main	line	ライン	4	1998		none	
qid:Q275121|name:ライン	line	sub	line-kotegawa-2003	ライン	1	2003	kotegawa	anilist	
qid:Q551359|name:機神	kishin	main	kishin	機神	4	2000		pykakasi	
qid:Q11631941|name:紀信	kishin	sub	kishin-1990	紀信	2	1990		none	
qid:Q11632786|name:かかってきなさい!	kakatte-kinasai	main	kakatte-kinasai	かかってきなさい!	12	1990		none	
qid:Q8952511|name:かかってきなさい!	kakatte-kinasai	sub	kakatte-kinasai-enomoto-2001	かかってきなさい!	1	2001	enomoto	anilist	
qid:Q11634432|name:1・2作戦	1	main	1	1・2作戦	3	1969		none	
qid:Q605735|name:1	1	sub	1-yamamoto-1993	1	1	1993	yamamoto	anilist	
qid:Q11638086|name:0戦はやと	0	main	0	0戦はやと	14	1964		none	
qid:Q7862713|name:0課の女	0	sub	0-shinohara-1977	0課の女	12	1977	shinohara	anilist	
qid:Q3482066|name:0人間・八百八だぬき	0	sub	0-1988	0人間・八百八だぬき	1	1988		none	
qid:Q11638679|name:火宅	kataku	main	kataku	火宅	1	2001	kondo	anilist	
qid:Q41698730|name:火宅	kataku	sub	kataku-2	火宅	1			none	DEFER_YEAR_MISSING
qid:Q11641774|name:くぢら	kujira	main	kujira	くぢら	1	1998	dowman	anilist	
qid:Q2875041|name:クジラ	kujira	sub	kujira-2009	クジラ	1	2009		none	
qid:Q3317206|name:バナナ白書	banana-hakusho	main	banana-hakusho	バナナ白書	1	1984		none	
qid:Q11643389|name:バナナ白書	banana-hakusho	sub	banana-hakusho-2	バナナ白書	1			none	DEFER_YEAR_MISSING
qid:Q11644003|name:東遊記	touyuuki	main	touyuuki	東遊記	4	2005	sakai	anilist	
qid:Q33790473|name:東遊記	touyuuki	sub	touyuuki-2013	東遊記	1	2013		none	
qid:Q116937039|name:ばっどがーる	bad-girl	main	bad-girl	ばっどがーる	5	2022	nikumaru	anilist	
qid:Q11644242|name:Bad girl	bad-girl	sub	bad-girl-1989	Bad girl	2	1989		none	
qid:Q11644656|name:仇討	adauchi	main	adauchi	仇討	2	2003		none	
qid:Q123408574|name:あだうち	adauchi	sub	adauchi-2017	あだうち	1	2017		none	
qid:Q11646326|name:新選組	shinsengumi	main	shinsengumi	新選組	7	2007		none	
qid:Q193300|name:新選組	shinsengumi	sub	shinsengumi-tezuka-1967	新選組	5	1967	tezuka	anilist	
qid:Q11678876|name:新選組	shinsengumi	sub	shinsengumi-1996	新選組	2	1996		none	
qid:Q11646844|name:青の群像	ao-no-gunzou	main	ao-no-gunzou	青の群像	11	1999		none	
qid:Q5209147|name:蒼の群像	ao-no-gunzou	sub	ao-no-gunzou-2015	蒼の群像	1	2015		none	
qid:Q17158599|name:風の行方	kaze-no-yukue	main	kaze-no-yukue	風の行方	1	2004	kunieda	anilist	
qid:Q11646844|name:風のゆくえ	kaze-no-yukue	sub	kaze-no-yukue-2007	風のゆくえ	1	2007		none	
qid:Q6359803|name:デジャヴ	deja-vu	main	deja-vu	デジャヴ	2	1983		none	
qid:Q11654993|name:デジャブ。	deja-vu	sub	deja-vu-monchi-2001	デジャブ。	2	2001	monchi	anilist	
qid:Q313945|name:名探偵コナン 迷宮の十字路	meitantei-conan-meikyuu-no-kurosuroodo	main	meitantei-conan-meikyuu-no-kurosuroodo	名探偵コナン 迷宮の十字路	3	2003		none	
qid:Q11657721|name:名探偵コナン迷宮の十字路	meitantei-conan-meikyuu-no-kurosuroodo	sub	meitantei-conan-meikyuu-no-kurosuroodo-2017	名探偵コナン迷宮の十字路	1	2017		none	
qid:Q438220|name:ありす IN WONDERLAND	alice-in-wonderland	main	alice-in-wonderland	ありす IN WONDERLAND	2	1989		none	
qid:Q11657884|name:アリスインワンダーランド	alice-in-wonderland	sub	alice-in-wonderland-abe-2010	アリスインワンダーランド	2	2010	abe	anilist	
qid:Q11659171|name:ピクニック	picnic	main	picnic	ピクニック	1	2001		none	
qid:Q890174|name:ピクニック	picnic	sub	picnic-yamada-2004	ピクニック	1	2004	yamada	anilist	
qid:Q11659258|name:Sweet Pain	sweet-pain	main	sweet-pain	Sweet Pain	2	1999		none	
qid:Q11659906|name:SWEET PAIN	sweet-pain	sub	sweet-pain-2006	SWEET PAIN	1	2006		none	
qid:Q6666477|name:可愛い悪魔	kawaiiakuma	main	kawaiiakuma	可愛い悪魔	3	1983		none	
qid:Q11659258|name:可愛い悪魔	kawaiiakuma	sub	kawaiiakuma-1998	可愛い悪魔	1	1998		none	
qid:Q11659258|name:初恋物語	hatsukoi-monogatari	main	hatsukoi-monogatari	初恋物語	1	2005		none	
qid:Q11661962|name:初恋物語	hatsukoi-monogatari	sub	hatsukoi-monogatari-aoyagi-2007	初恋物語	1	2007	aoyagi	anilist	
qid:Q22129684|name:初恋物語	hatsukoi-monogatari	sub	hatsukoi-monogatari-2013	初恋物語	1	2013		none	
qid:Q1358489|name:風魔	fuuma	main	fuuma	風魔	6	1967		none	
qid:Q11659711|name:フーマ	fuuma	sub	fuuma-1989	フーマ	1	1989		none	
qid:Q9190960|name:Maya	maya	main	maya	Maya	15	1994		pykakasi	
qid:Q11664746|name:マヤ	maya	sub	maya-2004	マヤ	1	2004		none	
qid:Q11665645|name:M	m	main	m	M	12	2009	kazama	anilist	
qid:Q452246|name:M	m	sub	m-katsura-2005	M	1	2005	katsura	anilist	
qid:Q5973592|name:すもももももも	sumomo-mo-momo-mo	main	sumomo-mo-momo-mo	すもももももも	12	2005	otaka	anilist	
qid:Q11665645|name:すももも 桃も	sumomo-mo-momo-mo	sub	sumomo-mo-momo-mo-1987	すももも 桃も	1	1987		none	
qid:Q9013687|name:恐怖怪奇	kyoufu-kaiki	main	kyoufu-kaiki	恐怖怪奇	1	1996		none	
