title	vol	version	special_isbn	normal_isbn	conf	normal_title
夜廻り猫	6	特装版	9784065177815	9784065177792	high	夜廻り猫（6）
よんでますよ、アザゼルさん。	11	限定版	9784063584721		none	
幼女戦記	20	限定版	9784041099919	9784041099902	high	幼女戦記　（20）
妖怪ウォッチ	4	メダル付き特装版	9784091591944		none	
妖怪ウォッチ	11	限定版	9784091592323		none	
夜桜四重奏	28	描き下ろしイラスト手帳 (2022年) 付き特装版	9784065249901		none	
夜桜四重奏	29	描き下ろしイラストカレンダー付き特装版	9784065282342		none	
指先から本気の熱情	5	小冊子付き特装版	9784434287015		none	
ゆびさきと恋々	7	特装版	9784065290262	9784065291764	high	ゆびさきと恋々（7）
百合男子	2	限定版	9784758071895		none	
百合男子	4	限定版	9784758072663		none	
ゆるゆり	14	特装版	9784758075213	9784758075206	high	ゆるゆり（14）
ゆるゆり	15	特装版	9784758076753	9784758076746	high	ゆるゆり（15）
優等生の制服のなか	2	限定版	9784758026253		none	
誘惑レシピ	5	初回限定版	9784864361101		none	
絶対可憐チルドレン	36	マグネットシート付き限定版	9784091591616	9784091244574	high	絶対可憐チルドレン（36)
絶対可憐チルドレン	38	ポストカードブック付き限定版	9784091591647	9784091246479	high	絶対可憐チルドレン（38)
絶対可憐チルドレン	39	さぷりめんと別冊付き限定版	9784091591975	9784091246769	high	絶対可憐チルドレン（39)
