slug	title	edition	cnt	nums
minami-kun-wa-sono-koe-ni-jirasaretai	南くんはその声に焦らされたい	通常版	2	[2, 3]
minikui-orc-no-gyakushuu	醜いオークの逆襲	通常版	3	[2, 3, 4]
mitarai	ミタライ	通常版	2	[2, 3]
miyazawa-kenji-mangakan-1996	宮澤賢治・漫画館	通常版	4	[2, 3, 4, 5]
mizushina-takayuki-no-mizu-cinema	みずしな孝之のミズシネマ	通常版	2	[2, 3]
mobile-suit-gundam-emuesuvui-aaru	機動戦士ガンダムMSV-R	通常版	11	[7, 17, 18, 19, 20, 21, 22, 23]
mobile-suit-zeta-gundam-difain-char-azunaburu-aka-no-bunsuirei	機動戦士ΖガンダムDefineシャア・アズナブル赤の分水嶺	通常版	7	[13, 14, 15, 16, 17, 18, 19]
mobile-suit-zeta-gundam-difain-char-azunaburu-guripusu-seneki	機動戦士ΖガンダムDefineシャア・アズナブルグリプス戦役	通常版	3	[20, 21, 22]
moeyo-sensha-gakkou	萌えよ!戦車学校	通常版	4	[2, 3, 5, 6]
mondeki	モンでき。	通常版	6	[2, 3, 4, 5, 6, 7]
monkey-peak-the-rock	Monkey peak the rock	通常版	6	[4, 5, 6, 7, 8, 9]
monty-paradise	モンティパラダイス	通常版	2	[2, 3]
moon-trick-2018	Moon・trick	通常版	9	[3, 4, 5, 6, 7, 9, 10, 11]
morohoshi-daijirou-tanpen-shuusei	諸星大二郎短編集成	通常版	2	[2, 3]
moto-yakuza-wa-shinshi-de-moujuu	(元) ヤクザは紳士で猛獣	通常版	4	[2, 3, 4, 5]
moto-yan-ooeru-wa-kojirase-elite-no-iinari-omocha	元ヤンOLはこじらせエリートのいいなりおもちゃ♡	通常版	2	[2, 3]
motokare-shidou-kun-ni-kokuritai	モトカレ紫藤くんに告りたい!	通常版	2	[2, 3]
mousou-suit	妄想戦士	通常版	2	[3, 4]
muhai-no-futari	無敗のふたり	デラックス版	3	[2, 3, 4]
munou-no-akudou-ouji-wa-ikinokoritai	無能の悪童王子は生き残りたい	通常版	2	[2, 3]
muryoku-seijo-to-munou-joou	無力聖女と無能王女	通常版	2	[2, 3]
mushi-to-gankyuu-to-tedibea	蟲と眼球とテディベア	通常版	4	[3, 4, 5, 6]
mushoku-kakutou-niito-konbatto	無職格闘-ニート・コンバット-	通常版	2	[2, 3]
nakayoshi-orijinaruban-sakuhinshuu	なかよしオリジナル版作品集	文庫版	4	[2, 3, 4, 5]
nakazawa-deka-chosakushuu	中沢啓治著作集	通常版	3	[2, 3, 4]
nakeru-golgo-13	泣ける!ゴルゴ13	通常版	9	[2, 3, 4, 5, 6, 7, 8, 9]
nanahan-rider	750ライダー	文庫版	2	[2, 4]
nando-dakaretatte-suki-ni-nanka-naranaiyo	何度抱かれたって、好きになんかならないよ。	通常版	4	[2, 3, 4, 5]
nanimo-kikazu-ni-dakasetekure	何も聞かずに抱かせてくれ	通常版	4	[2, 3, 4, 5]
nante-suteki-ni-japanesuku-hitozumahen	なんて素敵にジャパネスク人妻編	文庫版	2	[5, 6]
neko-o-hirotta-hanashi	猫を拾った話。	デラックス版	3	[2, 3, 4]
neko-punch	ねこぱんち	通常版	7	[10, 14, 17, 18, 23, 30, 33]
neko-puni	ねこぷに	通常版	6	[3, 6, 7, 8, 9, 26]
nekokko-club	猫っこ倶楽部	通常版	5	[3, 4, 5, 6, 7]
nekomata-to-asagohan	ねこまたとあさごはん	通常版	3	[2, 3, 4]
nikumare-akuyaku-reijou-no-yarinaoshi	憎まれ悪役令嬢のやり直し	通常版	3	[2, 3, 4]
nina-to-usagi-to-mahou-no-sensha	ニーナとうさぎと魔法の戦車	通常版	2	[2, 3]
ningen-no-jouken	人間の條件	通常版	2	[2, 4]
nodarutanyan	風のダルタニヤン	通常版	3	[2, 3, 4]
non-sutoppu-kyouhei	NON STOP!恭平	通常版	2	[10, 11]
nonke-joushi-30-nichi-no-kaihatsu-mesoddo	ノンケ上司、30日の開発メソッド	通常版	4	[2, 3, 4, 5]
nono-chan-zenshuu	ののちゃん 全集	通常版	3	[6, 7, 8]
nuclear	Nuclear	通常版	4	[2, 3, 4, 5]
nui-dara-zetsurin	脱いだら絶倫!?	通常版	12	[2, 3, 4, 5, 6, 7, 8, 9]
nureginu-de-tsuihousareta-sareta-saikyou-kaijushi-maboroshi-no-kodai-oukoku-o-saikou-sasete-musou	濡れ衣で追放された最強解呪士、幻の古代王国を再興させて無双す	通常版	2	[2, 3]
nurse-station	ナース・ステーション	通常版	16	[5, 6, 7, 8, 9, 10, 11, 12]
ohanashi-chouhyakka-pocket-monster	おはなし超ひゃっかポケットモンスター	通常版	7	[2, 3, 4, 5, 6, 7, 8]
oji-sama-shinshi-wa-kedamono-joushi	オジサマ紳士はケダモノ上司	通常版	7	[2, 3, 4, 5, 6, 7, 8]
oji-tensei	おじ転生	通常版	3	[2, 3, 4]
omakase-spirits	おまかせ精霊	通常版	3	[2, 3, 4]
onape	オナぺ	通常版	2	[2, 5]
onetsu-wa-nando	お熱は何度?	通常版	2	[4, 5]
onikogi	オニコギ	通常版	2	[2, 3]
onsen-e-yukou	温泉へゆこう!	デラックス版	11	[3, 4, 5, 6, 7, 8, 9, 10]
ookisugite-kare-no-are-ga-sakitcho-shika-hairimasen	大きすぎて、 (彼のアレが) 先っちょしか入りません!	通常版	3	[2, 3, 4]
operation-g-g	オペレーションG.G	通常版	3	[2, 3, 5]
oppai-no-tatsujin	おっぱいの達人	通常版	2	[2, 3]
optional-tour	オプショナル・ツアー	通常版	2	[2, 3]
ore-janee-to-dame-na-kuseni	俺じゃねぇとダメなくせに	通常版	2	[2, 3]
ore-o-tatasete-miroyo	俺を、たたせてみろよ	通常版	5	[2, 3, 4, 5, 6]
orfina	Orfina	通常版	11	[2, 3, 4, 5, 6, 7, 8, 9]
osaka-geijutsu-daigaku-daigaku-manga	大阪芸術大学 大学漫画	通常版	3	[3, 5, 6]
osananajimi-no-koukousei-no-aida-ni-nikutai-kankei-wa-seiritsu-suruka	幼なじみの高校生のあいだに肉体関係は成立するか。	通常版	2	[2, 3]
osusume-furiten-kun	おすすめフリテンくん	文庫版	2	[2, 3]
otoko-do-ahou-koshien	男どアホウ甲子園	文庫版	3	[2, 5, 16]
otokoun-ga-ii-rank-nanode-isekai-no-yamiochi-kami-sama-ni-metoraremashita	男運がEランクなので異世界の闇落ち神様に娶られました	通常版	3	[2, 4, 5]
oukuu-kishidan-to-kyuukoku-no-shoujo	王空騎士団と救国の少女	通常版	2	[2, 3]
outer-q	アウターQ	通常版	2	[2, 3]
overlord-shin-sekaihen	オーバーロード〈新〉世界編	通常版	3	[2, 3, 4]
oyasumi-matane-mashiro-kun	おやすみ、またね。ましろくん。	通常版	2	[2, 3]
oz-itsuki-2004	OZ	文庫版	4	[6, 7, 8, 9]
pachisuro-de-atta-zenbu-umai-hanashi-zetto	パチスロであった全部旨い話Z	通常版	2	[9, 10]
pairon	白龍	通常版	2	[2, 3]
pakupaku-desuwa-tsuihousareta-sareta-ojousama	〈パクパクですわ〉追放されたお嬢様の『モンスターを食べるほど	通常版	4	[2, 3, 5, 6]
palm	パーム	通常版	6	[40, 41, 42, 43, 44, 45]
papa-papa	パパ×パパ	通常版	2	[2, 3]
paradise	パラダイス	通常版	12	[2, 3, 4, 5, 6, 7, 8, 9]
peace-mashuko	PEACE	通常版	2	[2, 3]
penguin-kissa-wa-kyou-mo-seiten	ペンギン喫茶は今日も青天	通常版	2	[2, 3]
perfect-addiction	パーフェクトアディクション	通常版	3	[2, 3, 4]
perfect-angel-lip	Perfectエンジェルリップ	通常版	2	[2, 4]
pet	ペット	通常版	4	[2, 3, 4, 5]
piece	Piece	通常版	9	[2, 3, 4, 5, 6, 7, 8, 9]
piisu-maker-kurogane	PEACE MAKER鐡	通常版	6	[12, 13, 14, 15, 16, 17]
pittosporum	ピットスポルム	通常版	2	[4, 5]
pokettomonsutaa-diamond-pearl-ohanashi-series	ポケットモンスターダイヤモンド・パール　おはなしシリーズ	通常版	2	[4, 5]
premium	Premium	デラックス版	2	[3, 4]
pumpkin	パンプキン	通常版	21	[2, 3, 4, 5, 6, 7, 9, 10]
q-e-d	Q.E.D.	通常版	49	[2, 3, 4, 5, 6, 7, 8, 9]
raika	雷火	デラックス版	11	[2, 3, 4, 5, 6, 7, 8, 9]
rakushou-hyper-doll-1996	楽勝!ハイパー★ドール	通常版	2	[4, 5]
rance-quest	ランス・クエスト	通常版	2	[2, 3]
re-birth	RE-BIRTH	通常版	2	[2, 3]
re-virgin	リヴァージン	通常版	2	[2, 3]
real-fuuzokujou-nikki	リアル風俗嬢日記	通常版	4	[3, 4, 5, 6]
rekitan	レキタン!	通常版	3	[6, 7, 8]
ren-soushi-ni-shojo-o-sasagu	漣蒼士に処女を捧ぐ	通常版	6	[2, 3, 4, 5, 6, 7]
renkashou	恋華抄	通常版	2	[2, 3]
rifrein	Rifrein	通常版	3	[2, 3, 4]
riot-tsukada-2025	RIOT	通常版	2	[2, 3]
riutagao	りうたがお	通常版	2	[2, 3]
road59-shinjidai-ninkyou-tokku-shoujo-to-chi-no-sakazuki	ROAD59-新時代任侠特区-少女と血のサカズキ	通常版	3	[2, 3, 4]
romeo	Romeo	通常版	4	[2, 3, 4, 5]
rouran-mappou-emaki	狼蘭末法絵巻	通常版	2	[2, 3]
ruby-onza-cake	ルビー・オンザ・ケーキ	通常版	2	[2, 3]
ruten-no-teruma	流転のテルマ	通常版	2	[2, 3]
sagesumareta-reijou-wa-daini-no-jinsei-de-akogare-no-renkinjutsushi-no-michi-o-erabu	蔑まれた令嬢は、第二の人生で憧れの錬金術師の道を選ぶ	通常版	2	[2, 3]
sai	菜	通常版	11	[2, 3, 4, 5, 6, 7, 8, 9]
saibaa-comics	サイバーコミックス	通常版	2	[5, 11]
saigo-no-natsu-o-hitozuma-to	最後の夏を人妻と	通常版	2	[2, 3]
saijaku-na-boku-wa-kabenuke-bagu-de-nariagaru	最弱な僕は〈壁抜けバグ〉で成り上がる	デラックス版	4	[8, 9, 10, 11]
saikyou-de-saisoku-no-mugen-level-appu	最強で最速の無限レベルアップ	デラックス版	6	[6, 7, 8, 9, 10, 11]
saikyou-no-shokugyou-wa-yuusha-demo-kenja-demo-naku-kanteishi-kari-rashii-desu-yo	最強の職業は勇者でも賢者でもなく鑑定士〈仮〉らしいですよ?	通常版	10	[2, 3, 4, 5, 6, 7, 8, 9]
saishinban-heisei-tensai-bakabon	最新版平成天才バカボン	通常版	3	[2, 3, 4]
saishoukan-sareta-yuusha-wa-ippanjin-to-shite-ikite-iku	再召喚された勇者は一般人として生きていく?	通常版	10	[2, 3, 4, 5, 6, 7, 8, 9]
saiteihen-de-agaku-boku-wa-isekai-de-kibou-ni-deau	最底辺であがく僕は、異世界で希望に出会う	通常版	3	[2, 3, 4]
sakura-taisen	サクラ大戦	デラックス版	4	[6, 7, 8, 9]
same-wa-sakura-ni-koi-o-suru	鮫は桜に恋をする	通常版	2	[2, 3]
samenyan	サメにゃん	通常版	2	[2, 3]
samurai-musou	サムライ無双	通常版	3	[2, 3, 4]
school-zone-2021	School zone	通常版	2	[4, 5]
sefure-yappanashi-de	セフレ、やっぱなしで!	デラックス版	2	[2, 3]
seijo-ni-uso-wa-tsuujinai	聖女に嘘は通じない	デラックス版	2	[4, 5]
seiken-ga-saikyou-no-sekai-de-shounen-wa-yumi-ni-aisareru	聖剣が最強の世界で、少年は弓に愛される	通常版	2	[2, 3]
seishun-porunogurafutei	青春ぽるのぐらふてい	通常版	2	[3, 4]
sekai-saikyou-no-majo-hajimemashita	世界最強の魔女、始めました	デラックス版	5	[7, 8, 9, 10, 11]
sengoku-jieitai-2014	戦国自衛隊	通常版	2	[3, 4]
senmonogatari	千物語	通常版	2	[7, 8]
sensei-ga-suki	先生が好き	通常版	4	[3, 4, 5, 6]
series-atarimae-no-zeitaku	シリーズあたりまえのぜひたく。	通常版	7	[4, 5, 6, 7, 8, 9, 10]
sesesese	せせせせ!	通常版	2	[2, 3]
shakaikamanganihonnonbiriryokou	社会科まんが日本のんびり旅行	通常版	2	[4, 6]
shanai-bitch-chan-wa-kyou-mo-tokimeki-ga-tomerarenai	社内ビッチちゃんは今日もときめきが止められない	通常版	3	[3, 4, 5]
shiharu-genesis	しはるじぇねしす	通常版	4	[3, 4, 5, 6]
shima-kousaku-zenshuu	島耕作全集	通常版	3	[2, 5, 9]
shimogari-hanjirou	下苅り半次郎	文庫版	2	[2, 3]
shin-bikkuriman-omoshiro-land	新・ビックリマンおもしろランド	通常版	4	[2, 3, 5, 6]
shin-mimibukuro-kaidan-hyakumonogatari	新耳袋 怪談百物語	通常版	3	[2, 3, 4]
shinanonchi-no-ikuru	しなのんちのいくる	通常版	6	[2, 3, 4, 5, 6, 7]
shinichirou-san-ttara-kekkou-yarashii	真一郎さんったら結構ヤラシイ!	通常版	2	[2, 3]
shiniki-no-mahoutsukai	神域の魔法使い	通常版	2	[2, 3]
shinohara-udou-senshuu	篠原烏童選集	通常版	2	[6, 7]
shinseiki-evangelion-koutetsu-no-girlfriend-2nd-4-koma-manga-gekijou	新世紀エヴァンゲリオン鋼鉄のガールフレンド2nd4コママンガ	通常版	2	[2, 3]
shinyaku-meruhen	新約Märchen	通常版	3	[2, 3, 5]
shio-taiou-na-watashi-no-danna-sama-wa-haisupekku-na-osananajimi	塩対応な私の旦那様はハイスペックな幼馴染!?	通常版	2	[2, 3]
shiori-experience-2021	Shiori experience	通常版	7	[16, 17, 18, 19, 20, 21, 22]
shisaku-nansensu-senshuu	思索ナンセンス選集	通常版	5	[2, 4, 5, 7, 8]
shitou-sensen-iiekkusu	死島戦線EX	通常版	2	[2, 3]
shitsuji-emu	執事M	通常版	2	[3, 4]
shokei-sareta-saikyou-no-gunyou-majutsushi-haisenkoku-no-elf-hime-to-kokka-saikensu	処刑された最強の軍用魔術師、敗戦国のエルフ姫と国家再建す	通常版	2	[2, 3]
shounen-shoujo-jinbutsu-nippon-no-rekishi	少年少女人物日本の歴史	通常版	8	[4, 5, 7, 8, 15, 18, 20, 25]
shousetsu-fajji	小説FUDGE	通常版	3	[4, 8, 11]
shouta-no-sushi-2	将太の寿司2	通常版	2	[3, 4]
shuuen-no-majo-to-sekai-no-tabi	終焉の魔女と世界の旅	通常版	3	[2, 3, 4]
sidekick-fighting-rule	サイドキック☆ファイティングルール	通常版	2	[2, 3]
silent-m-bius	サイレントメビウス	文庫版	6	[3, 4, 5, 6, 7, 8]
sora-made-itchau	空までイっちゃう	通常版	6	[2, 3, 4, 5, 6, 7]
sora-no-kairou	天の回廊	デラックス版	3	[2, 3, 4]
sora-no-ue-no-aren	空の上のアレン	通常版	2	[2, 4]
sorosoro-no-dankai-desu	そろそろ×××の段階です!	通常版	2	[2, 3]
souta-no-houchou-special	蒼太の包丁 special	通常版	15	[7, 9, 10, 11, 12, 13, 14, 15]
star-ocean-second-story	スターオーシャン セカンドストーリー	通常版	3	[2, 4, 6]
star-ocean-sekando-story	スターオーシャン セカンドストーリー	通常版	4	[3, 5, 6, 7]
sugomori-hontou-ni-atta-koko-dake-no-hanashi-kiwami	スゴ盛!本当にあった〔○生〕ここだけの話極	通常版	10	[2, 3, 11, 13, 14, 16, 19, 22]
sugomori-hontou-ni-atta-nama-koko-dake-no-hanashi-kiwami-ultra	スゴ盛!本当にあった(生)ここだけの話極 (ウルトラ)	通常版	3	[25, 26, 27]
suikoden-2000	水滸伝	通常版	2	[4, 5]
suimeikyuu	水迷宮	文庫版	3	[2, 3, 4]
sukaruman	スカルマン	文庫版	4	[2, 3, 4, 5]
suki-dayo-good-boy	好きだよグッドボーイ	通常版	2	[2, 3]
suna-to-iris	砂とアイリス	通常版	4	[2, 3, 4, 5]
super-mario-land	スーパーマリオランド	通常版	3	[2, 3, 4]
suteki-na-kekkon	すてきな結婚	文庫版	2	[3, 4]
suterareta-kisaki	捨てられた妃	通常版	2	[2, 3]
syd-lid	Syd ＆ Lid	文庫版	4	[2, 3, 4, 5]
taishou-gakusei-aisaika	大正學生愛妻家	通常版	2	[3, 4]
taishou-migawari-kon	大正身代わり婚	通常版	3	[2, 3, 4]
tajuu-jinkaku-tantei-psycho	多重人格探偵サイコ	愛蔵版	3	[10, 11, 12]
takeru-1997-2	タケル	通常版	6	[5, 6, 7, 8, 9, 10]
tako-no-manga	TACOのまんが	通常版	2	[2, 3]
tale-of-rose-knight	Tale of Rose Knight	通常版	2	[3, 4]
tales-of-destiny-inomata-2000	Tales of Destiny	通常版	2	[3, 4]
tales-of-destiny2	Tales of Destiny2	通常版	2	[3, 4]
tales-of-symphonia-4-koma-kings	テイルズオブシンフォニア4コマkings	通常版	3	[3, 4, 5]
teiaazu-tou-tiara	ティアーズ・トゥ・ティアラ	通常版	2	[2, 3]
tenkuu-no-isekai-bisutoro-ten	天空の異世界ビストロ店	通常版	2	[2, 3]
tenkuu-shinpan	天空侵犯	通常版	7	[15, 16, 17, 18, 19, 20, 21]
tenma-no-ketsuzoku	天馬の血族	デラックス版	2	[2, 3]
tensei-idol-to-doruota-no-kishi	転生アイドルとドルオタの騎士	通常版	2	[2, 3]
tensei-kenja-no-yarinaoshi	転生賢者のやり直し	通常版	3	[3, 4, 5]
tensei-ouji-wa-daraketai	転生王子はダラけたい	通常版	2	[2, 3]
tensei-shitara-koutei-deshita-umarenagara-no-koutei-wa-konosaki-ikinokoreru-ka-comic	転生したら皇帝でした～生まれながらの皇帝はこの先生き残れるか	通常版	3	[3, 5, 6]
tetsusabi-to-1000-karatto	鉄錆と1000カラット	通常版	2	[2, 3]
tezuka-osamu-manga-zenshuu-mishuuroku-sakuhinshuu	手塚治虫漫画全集未収録作品集	文庫版	2	[2, 3]
the-band	THE BAND	デラックス版	2	[2, 3]
toaru-kagaku-no-railgun-toarumajutsunokinshomokurokugaiden	とある科学の超電磁砲(レールガン)	通常版	5	[14, 15, 16, 17, 18]
toaru-majutsu-no-baacharon	とある魔術の電脳戦機(バーチャロン)	通常版	2	[2, 3]
tokubetsu-ja-nai-hi	特別じゃない日	通常版	5	[2, 3, 4, 5, 6]
tokugawa-kun-ga-komarasetekuru	十九川くんが困らせてくる!	デラックス版	4	[2, 3, 4, 5]
tokumorikobo-chan	特盛!コボちゃん	通常版	9	[4, 5, 8, 9, 12, 13, 14, 15]
tokusen-otoboke-kachou	特選おとぼけ課長	通常版	5	[4, 5, 6, 7, 8]
tomodachi-engage	トモダチ・エンゲージ	通常版	4	[2, 3, 4, 5]
toren-romanesuku	賭恋ロマネスク	通常版	2	[2, 3]
touhou-tetsuwan-komachi-dokidoki-locomotion	東方鉄腕小町ドキドキ♡ロコモーション	通常版	2	[2, 3]
toumei-otoko-to-ningen-onna	透明男と人間女	通常版	7	[2, 3, 4, 5, 7, 8, 9]
tousei-gensou-hakubutsushi	当世幻想博物誌	通常版	2	[2, 3]
transformers-classics	トランスフォーマークラシックス	通常版	5	[7, 8, 9, 10, 11]
trinity-seven	トリニティセブン	通常版	16	[15, 19, 20, 21, 22, 23, 24, 25]
tsugi-no-kuuhaku-o-umeyo	次の空白を埋めよ。	通常版	2	[2, 3]
tsuihousareta-majutsushi-no-sonogo	追放魔術師のその後	デラックス版	2	[8, 9]
tsuihousareta-sareta-cheat-fuyo-majutsushi-wa-kimama-na-sekando-life-o-ouka-suru	追放されたチート付与魔術師は気ままなセカンドライフを謳歌する	デラックス版	8	[11, 13, 14, 15, 16, 17, 18, 19]
tsuihousareta-sareta-koushaku-reijou-viruherumiina-ga-shiawase-ni-naru-made	追放された公爵令嬢、ヴィルヘルミーナが幸せになるまで。	通常版	2	[2, 3]
tsukareta-hito-ni-yashoku-o-todokeru-demaeten	疲れた人に夜食を届ける出前店	通常版	2	[2, 3]
tsumari-souiu-koto-karada-wa-ai-ni-hairimasuka	つまりそういうコト。	通常版	2	[2, 3]
tsumi-to-batsu-no-spica	罪と罰のスピカ	デラックス版	5	[2, 3, 4, 5, 6]
tv-animation-major-characters-handbook-heroes	TV ANIMATION MAJOR キャラクターズハンドブ	通常版	2	[2, 3]
tytus-romek-i-a-tomek	Tytus Romek i A′Tomek	通常版	2	[9, 17]
uchira-wa-mabudachi	うちらはマブダチ	通常版	2	[2, 3]
umi-no-ouji-2009	海の王子	通常版	2	[2, 3]
under-ku	アンダーク	通常版	2	[2, 3]
usagi-1994	うさぎ	通常版	2	[2, 3]
usotsuki-na-tsugai	嘘つきな番	通常版	2	[2, 3]
v8-kid	V8キッド	通常版	4	[2, 3, 4, 5]
wada-radio-no-jojo-ni-poiman	和田ラヂヲの徐々にポイマン	通常版	2	[2, 3]
watashi-no-janru-ni-kami-ga-imasu	私のジャンルに「神」がいます	通常版	2	[2, 3]
watashi-no-ojou-sama	わたしのお嬢様	通常版	2	[2, 3]
watashi-wa-akogare-no-koibito	わたしは憧れの恋人	通常版	2	[2, 3]
xxxholic	xxxHOLiC	KCDX（2010–2011）	2	[14, 19]
yabamori-hontou-ni-atta-nama-koko-dake-no-hanashi-kiwami-ultra	ヤバ盛!本当にあった(生)ここだけの話極 (ウルトラ)	通常版	2	[26, 27]
yakuza-ni-ofuro-de-hatarakasaretemasu	ヤクザにお風呂で働かされてます。	通常版	2	[2, 3]
yama-kaimashita	山、買いました	通常版	3	[2, 3, 4]
yamafuji-shouji-no-black-anguru	山藤章二のブラック=アングル	通常版	21	[2, 3, 4, 5, 6, 7, 8, 9]
yamaoku-sodachi-no-ore-no-yururi-isekai-seikatsu	山奥育ちの俺のゆるり異世界生活	通常版	2	[2, 3]
yamiochi-yuusha-no-haishin-haishin-tsuihousareta-sare-kakushi-bosu-beya-ni-hourikomareta-kekka-bosu	闇堕ち勇者の背信配信～追放され、隠しボス部屋に放り込まれた結	通常版	3	[2, 3, 4]
yandere-mahoutsukai-wa-sekizou-no-otome-shika-aisenai	ヤンデレ魔法使いは石像の乙女しか愛せない	通常版	3	[3, 4, 5]
yatara-yarashii-fukami-kun	やたらやらしい深見くん	通常版	3	[2, 3, 4]
yonigeya-nikki	夜逃げ屋日記	通常版	3	[2, 4, 5]
yoru-10-ji-kara-wa-sunao-ni-oborete	夜10時からは素直に溺れて	通常版	2	[2, 3]
yoru-shibari-oobaado	夜縛◆夜明曲(オーバード)	通常版	7	[3, 4, 5, 6, 7, 8, 9]
youma-no-fuuin	妖魔の封印	デラックス版	2	[3, 5]
young-shima-kousaku-shuninhen	ヤング島耕作 主任編	通常版	3	[2, 3, 4]
yume-de-aetara-2000	夢で逢えたら	文庫版	8	[10, 11, 12, 13, 14, 15, 16, 17]
yume-ha-taafu-o-kakemeguru	夢はターフを駆けめぐる	通常版	3	[4, 6, 8]
yuru-days	ゆるデイズ	通常版	2	[2, 3]
yuugiou-faibudiizu	遊☆戯☆王ファイブディーズ	通常版	6	[3, 4, 5, 6, 7, 8]
yuujin-brand	遊人ブランド	通常版	5	[2, 3, 4, 5, 6]
yuushagoroshi-no-moto-ansatsusha	勇者殺しの元暗殺者。	通常版	3	[2, 3, 4]
yuuwaku-recipe	誘惑レシピ	通常版	4	[2, 3, 4, 5]
za-doraemonzusupesharu	ザ・ドラえもんズスペシャル	通常版	2	[11, 12]
zennin-no-otsu-san-boukensha-o-intai-shite-kojiin-no-sensei-ni-naru	善人のおっさん、冒険者を引退して孤児院の先生になる	通常版	2	[2, 3]
zenryaku-onii-chan-wa-seijo-ni-narimashita	前略、お兄ちゃんは聖女になりました。	通常版	2	[2, 3]
zense-coupling	前世カップリング	デラックス版	5	[3, 4, 5, 6, 7]
zense-de-koroshita-aite-no-tantou-henshuu-ni-narimashita	前世で殺した相手の担当編集になりました	通常版	2	[2, 3]
zero-yamazaki-2009	ZERO	文庫版	6	[11, 12, 13, 14, 15, 16]
zeruda-no-densetsu-4-koma-manga-gekijou	ゼルダの伝説 4コママンガ劇場	通常版	6	[2, 4, 5, 6, 7, 8]
zetsurin-yakuza-no-gokujou-aibu	絶倫ヤクザの極上愛撫	通常版	4	[2, 3, 4, 5]
zettai-reido	絶対麗奴	通常版	26	[2, 3, 4, 5, 6, 7, 8, 9]
